Player,Game Week,Position,Team,League,Minutes,Rating
Mario Gila,J14,DF,Lazio,Italian Serie A,90.0,6.36
Patric,J14,DF,Lazio,Italian Serie A,90.0,7.5
Manuel Lazzari,J14,DF,Lazio,Italian Serie A,90.0,7.39
Paulo Azzi,J14,DF,Cagliari,Italian Serie A,90.0,6.43
Gabriele Zappa,J14,DF,Cagliari,Italian Serie A,90.0,5.45
Pantelis Hatzidiakos,J14,DF,Cagliari,Italian Serie A,31.0,6.25
Alberto Dossena,J14,DF,Cagliari,Italian Serie A,90.0,7.69
Edoardo Goldaniga,J14,DF,Cagliari,Italian Serie A,82.0,6.93
Rayan Aït-Nouri,J35,DF,Wolves,English Premier League,84.0,6.81
Matt Doherty,J35,DF,Wolves,English Premier League,90.0,7.07
Toti Gomes,J35,DF,Wolves,English Premier League,90.0,7.46
Max Kilman,J35,DF,Wolves,English Premier League,90.0,7.16
Nélson Semedo,J35,DF,Wolves,English Premier League,90.0,7.13
Alfie Doughty,J35,DF,Luton Town,English Premier League,87.0,5.97
Daiki Hashioka,J35,DF,Luton Town,English Premier League,65.0,6.61
Gabriel Osho,J35,DF,Luton Town,English Premier League,90.0,6.31
Teden Mengi,J35,DF,Luton Town,English Premier League,90.0,6.9
Reece Burke,J35,DF,Luton Town,English Premier League,90.0,7.45
Diogo Dalot,J35,DF,Manchester Utd,English Premier League,90.0,5.8
Harry Maguire,J35,DF,Manchester Utd,English Premier League,90.0,7.36
Casemiro,J35,DF,Manchester Utd,English Premier League,90.0,7.2
Aaron Wan-Bissaka,J35,DF,Manchester Utd,English Premier League,90.0,6.45
Vitinho,J35,DF,Burnley,English Premier League,90.0,5.86
Maxime Estève,J35,DF,Burnley,English Premier League,90.0,7.4
Dara O'Shea,J35,DF,Burnley,English Premier League,90.0,7.78
Lorenz Assignon,J35,DF,Burnley,English Premier League,90.0,6.5
Antonee Robinson,J35,DF,Fulham,English Premier League,90.0,7.13
Calvin Bassey,J35,DF,Fulham,English Premier League,90.0,7.2
Issa Diop,J35,DF,Fulham,English Premier League,90.0,7.65
Timothy Castagne,J35,DF,Fulham,English Premier League,90.0,7.0
Tyrick Mitchell,J35,DF,Crystal Palace,English Premier League,85.0,5.53
Daniel Muñoz,J35,DF,Crystal Palace,English Premier League,90.0,6.28
Chris Richards,J35,DF,Crystal Palace,English Premier League,90.0,6.98
Joachim Andersen,J35,DF,Crystal Palace,English Premier League,90.0,7.45
Nathaniel Clyne,J35,DF,Crystal Palace,English Premier League,90.0,6.41
Lewis Hall,J35,DF,Newcastle Utd,English Premier League,81.0,6.41
Dan Burn,J35,DF,Newcastle Utd,English Premier League,90.0,6.25
Fabian Schär,J35,DF,Newcastle Utd,English Premier League,45.0,6.37
Emil Krafth,J35,DF,Newcastle Utd,English Premier League,45.0,6.96
Valentino Livramento,J35,DF,Newcastle Utd,English Premier League,90.0,7.42
Ben Osborn,J35,DF,Sheffield Utd,English Premier League,90.0,6.06
Jayden Bogle,J35,DF,Sheffield Utd,English Premier League,90.0,5.8
Auston Trusty,J35,DF,Sheffield Utd,English Premier League,90.0,5.79
Anel Ahmedhodžić,J35,DF,Sheffield Utd,English Premier League,90.0,7.33
Mason Holgate,J35,DF,Sheffield Utd,English Premier League,66.0,5.99
Jack Robinson,J35,DF,Sheffield Utd,English Premier League,24.0,5.54
Ashley Young,J35,DF,Everton,English Premier League,90.0,6.9
Jarrad Branthwaite,J35,DF,Everton,English Premier League,90.0,6.9
James Tarkowski,J35,DF,Everton,English Premier League,90.0,6.62
Ben Godfrey,J35,DF,Everton,English Premier League,90.0,6.04
Sergio Reguilón,J35,DF,Brentford,English Premier League,77.0,7.07
Ethan Pinnock,J35,DF,Brentford,English Premier League,90.0,6.5
Nathan Collins,J35,DF,Brentford,English Premier League,90.0,7.21
Kristoffer Ajer,J35,DF,Brentford,English Premier League,83.0,5.82
Lucas Digne,J35,DF,Aston Villa,English Premier League,90.0,6.08
Pau Torres,J35,DF,Aston Villa,English Premier League,90.0,5.93
Ezri Konsa,J35,DF,Aston Villa,English Premier League,90.0,5.35
Matty Cash,J35,DF,Aston Villa,English Premier League,90.0,6.69
Marc Cucurella,J35,DF,Chelsea,English Premier League,90.0,6.09
Benoît Badiashile,J35,DF,Chelsea,English Premier League,90.0,7.35
Thiago Silva,J35,DF,Chelsea,English Premier League,89.0,6.18
Trevoh Chalobah,J35,DF,Chelsea,English Premier League,90.0,7.07
Ben Davies,J35,DF,Tottenham,English Premier League,87.0,6.42
Micky van de Ven,J35,DF,Tottenham,English Premier League,90.0,6.87
Cristian Romero,J35,DF,Tottenham,English Premier League,90.0,7.52
Pedro Porro,J35,DF,Tottenham,English Premier League,90.0,6.88
Takehiro Tomiyasu,J35,DF,Arsenal,English Premier League,90.0,5.54
Gabriel Magalhães,J35,DF,Arsenal,English Premier League,90.0,6.69
William Saliba,J35,DF,Arsenal,English Premier League,90.0,6.69
Ben White,J35,DF,Arsenal,English Premier League,90.0,6.98
Dango Ouattara,J35,DF,Bournemouth,English Premier League,90.0,6.64
Lloyd Kelly,J35,DF,Bournemouth,English Premier League,90.0,5.85
Marcos Senesi,J35,DF,Bournemouth,English Premier League,89.0,6.32
Adam Smith,J35,DF,Bournemouth,English Premier League,90.0,6.05
Valentín Barco,J35,DF,Brighton,English Premier League,90.0,6.49
Igor,J35,DF,Brighton,English Premier League,73.0,6.45
Lewis Dunk,J35,DF,Brighton,English Premier League,90.0,7.66
Odeluga Offiah,J35,DF,Brighton,English Premier League,73.0,6.21
Ola Aina,J35,DF,Nott'ham Forest,English Premier League,90.0,6.61
Moussa Niakhate,J35,DF,Nott'ham Forest,English Premier League,90.0,5.7
Murillo,J35,DF,Nott'ham Forest,English Premier League,73.0,6.48
Willy Boly,J35,DF,Nott'ham Forest,English Premier League,83.0,6.67
Neco Williams,J35,DF,Nott'ham Forest,English Premier League,34.0,5.55
Gonzalo Montiel,J35,DF,Nott'ham Forest,English Premier League,56.0,6.12
Joško Gvardiol,J35,DF,Manchester City,English Premier League,90.0,7.45
Nathan Aké,J35,DF,Manchester City,English Premier League,90.0,7.3
Manuel Akanji,J35,DF,Manchester City,English Premier League,90.0,6.32
Kyle Walker,J35,DF,Manchester City,English Premier League,90.0,6.12
Marc Cucurella,J26,DF,Chelsea,English Premier League,90.0,7.49
Benoît Badiashile,J26,DF,Chelsea,English Premier League,90.0,6.74
Trevoh Chalobah,J26,DF,Chelsea,English Premier League,90.0,6.0
Alfie Gilchrist,J26,DF,Chelsea,English Premier League,84.0,6.74
Emerson,J26,DF,Tottenham,English Premier League,85.0,6.06
Micky van de Ven,J26,DF,Tottenham,English Premier League,90.0,7.58
Cristian Romero,J26,DF,Tottenham,English Premier League,90.0,7.05
Pedro Porro,J26,DF,Tottenham,English Premier League,90.0,6.48
Alessandro Florenzi,J14,DF,Milan,Italian Serie A,90.0,6.26
Theo Hernández,J14,DF,Milan,Italian Serie A,90.0,7.49
Fikayo Tomori,J14,DF,Milan,Italian Serie A,90.0,7.3
Davide Calabria,J14,DF,Milan,Italian Serie A,90.0,6.47
Anthony Oyono,J14,DF,Frosinone,Italian Serie A,90.0,7.21
Caleb Okoli,J14,DF,Frosinone,Italian Serie A,90.0,6.42
Simone Romagnoli,J14,DF,Frosinone,Italian Serie A,90.0,6.87
Ilario Monterisi,J14,DF,Frosinone,Italian Serie A,85.0,5.38
Alfie Doughty,J36,DF,Luton Town,English Premier League,90.0,6.32
Fred Onyedinma,J36,DF,Luton Town,English Premier League,69.0,5.09
Cauley Woodrow,J36,DF,Luton Town,English Premier League,21.0,6.58
Gabriel Osho,J36,DF,Luton Town,English Premier League,90.0,7.28
Teden Mengi,J36,DF,Luton Town,English Premier League,90.0,7.39
Reece Burke,J36,DF,Luton Town,English Premier League,90.0,6.09
Ashley Young,J36,DF,Everton,English Premier League,66.0,6.45
Séamus Coleman,J36,DF,Everton,English Premier League,24.0,5.9
Jarrad Branthwaite,J36,DF,Everton,English Premier League,90.0,6.83
James Tarkowski,J36,DF,Everton,English Premier League,90.0,6.63
Ben Godfrey,J36,DF,Everton,English Premier League,90.0,6.78
Takehiro Tomiyasu,J36,DF,Arsenal,English Premier League,90.0,7.26
Gabriel Magalhães,J36,DF,Arsenal,English Premier League,90.0,6.09
William Saliba,J36,DF,Arsenal,English Premier League,90.0,6.74
Ben White,J36,DF,Arsenal,English Premier League,90.0,6.29
Dango Ouattara,J36,DF,Bournemouth,English Premier League,90.0,7.72
Marcos Senesi,J36,DF,Bournemouth,English Premier League,79.0,6.35
Illia Zabarnyi,J36,DF,Bournemouth,English Premier League,90.0,6.43
Adam Smith,J36,DF,Bournemouth,English Premier League,88.0,6.24
Sergio Reguilón,J36,DF,Brentford,English Premier League,90.0,7.36
Ethan Pinnock,J36,DF,Brentford,English Premier League,90.0,7.1
Nathan Collins,J36,DF,Brentford,English Premier League,90.0,7.37
Kristoffer Ajer,J36,DF,Brentford,English Premier League,44.0,7.34
Mads Roerslev,J36,DF,Brentford,English Premier League,46.0,6.08
Antonee Robinson,J36,DF,Fulham,English Premier League,90.0,7.81
Calvin Bassey,J36,DF,Fulham,English Premier League,90.0,7.17
Issa Diop,J36,DF,Fulham,English Premier League,90.0,7.54
Timothy Castagne,J36,DF,Fulham,English Premier League,90.0,6.38
Vitinho,J36,DF,Burnley,English Premier League,90.0,6.29
Maxime Estève,J36,DF,Burnley,English Premier League,44.0,7.22
Hjalmar Ekdal,J36,DF,Burnley,English Premier League,46.0,5.89
Dara O'Shea,J36,DF,Burnley,English Premier League,90.0,6.93
Lorenz Assignon,J36,DF,Burnley,English Premier League,90.0,7.27
Lewis Hall,J36,DF,Newcastle Utd,English Premier League,90.0,7.83
Dan Burn,J36,DF,Newcastle Utd,English Premier League,90.0,7.12
Emil Krafth,J36,DF,Newcastle Utd,English Premier League,90.0,6.22
Valentino Livramento,J36,DF,Newcastle Utd,English Premier League,90.0,7.03
Ben Osborn,J36,DF,Sheffield Utd,English Premier League,90.0,5.33
Jayden Bogle,J36,DF,Sheffield Utd,English Premier League,90.0,7.42
Jack Robinson,J36,DF,Sheffield Utd,English Premier League,90.0,6.48
Auston Trusty,J36,DF,Sheffield Utd,English Premier League,90.0,6.12
Anel Ahmedhodžić,J36,DF,Sheffield Utd,English Premier League,89.0,6.93
Ola Aina,J36,DF,Nott'ham Forest,English Premier League,90.0,6.54
Murillo,J36,DF,Nott'ham Forest,English Premier League,90.0,7.26
Willy Boly,J36,DF,Nott'ham Forest,English Premier League,90.0,7.48
Gonzalo Montiel,J36,DF,Nott'ham Forest,English Premier League,82.0,5.64
Joško Gvardiol,J36,DF,Manchester City,English Premier League,90.0,6.61
Nathan Aké,J36,DF,Manchester City,English Premier League,68.0,5.77
John Stones,J36,DF,Manchester City,English Premier League,22.0,5.71
Manuel Akanji,J36,DF,Manchester City,English Premier League,90.0,6.79
Kyle Walker,J36,DF,Manchester City,English Premier League,90.0,5.88
Hugo Bueno,J36,DF,Wolves,English Premier League,70.0,5.29
Santiago Bueno,J36,DF,Wolves,English Premier League,20.0,6.76
Rayan Aït-Nouri,J36,DF,Wolves,English Premier League,90.0,6.01
Toti Gomes,J36,DF,Wolves,English Premier League,90.0,6.14
Max Kilman,J36,DF,Wolves,English Premier League,90.0,6.49
Nélson Semedo,J36,DF,Wolves,English Premier League,90.0,6.85
Igor,J36,DF,Brighton,English Premier League,90.0,6.26
Lewis Dunk,J36,DF,Brighton,English Premier League,90.0,6.58
Adam Webster,J36,DF,Brighton,English Premier League,90.0,6.25
Joël Veltman,J36,DF,Brighton,English Premier League,90.0,6.61
Lucas Digne,J36,DF,Aston Villa,English Premier League,89.0,6.52
Pau Torres,J36,DF,Aston Villa,English Premier League,90.0,6.68
Diego Carlos,J36,DF,Aston Villa,English Premier League,90.0,7.1
Ezri Konsa,J36,DF,Aston Villa,English Premier League,89.0,6.12
Marc Cucurella,J36,DF,Chelsea,English Premier League,90.0,7.03
Benoît Badiashile,J36,DF,Chelsea,English Premier League,90.0,6.56
Thiago Silva,J36,DF,Chelsea,English Premier League,82.0,7.35
Trevoh Chalobah,J36,DF,Chelsea,English Premier League,82.0,6.84
Emerson Palmieri,J36,DF,West Ham,English Premier League,90.0,6.6
Angelo Ogbonna,J36,DF,West Ham,English Premier League,90.0,4.89
Kurt Zouma,J36,DF,West Ham,English Premier League,90.0,6.41
Vladimír Coufal,J36,DF,West Ham,English Premier League,90.0,5.81
Andrew Robertson,J36,DF,Liverpool,English Premier League,63.0,7.65
Joe Gomez,J36,DF,Liverpool,English Premier League,27.0,5.93
Virgil van Dijk,J36,DF,Liverpool,English Premier League,90.0,6.7
Jarell Quansah,J36,DF,Liverpool,English Premier League,90.0,7.1
Trent Alexander-Arnold,J36,DF,Liverpool,English Premier League,90.0,7.41
Emerson,J36,DF,Tottenham,English Premier League,60.0,7.24
Oliver Skipp,J36,DF,Tottenham,English Premier League,30.0,5.54
Micky van de Ven,J36,DF,Tottenham,English Premier League,90.0,6.32
Cristian Romero,J36,DF,Tottenham,English Premier League,90.0,6.91
Pedro Porro,J36,DF,Tottenham,English Premier League,90.0,6.96
Tyrick Mitchell,J36,DF,Crystal Palace,English Premier League,90.0,6.51
Daniel Muñoz,J36,DF,Crystal Palace,English Premier League,90.0,8.07
Chris Richards,J36,DF,Crystal Palace,English Premier League,90.0,7.63
Joachim Andersen,J36,DF,Crystal Palace,English Premier League,90.0,6.26
Nathaniel Clyne,J36,DF,Crystal Palace,English Premier League,77.0,5.24
Aaron Wan-Bissaka,J36,DF,Manchester Utd,English Premier League,90.0,6.79
Jonny Evans,J36,DF,Manchester Utd,English Premier League,90.0,7.31
Casemiro,J36,DF,Manchester Utd,English Premier League,90.0,7.65
Diogo Dalot,J36,DF,Manchester Utd,English Premier League,90.0,6.03
Patrick Dorgu,J14,DF,Lecce,Italian Serie A,90.0,6.35
Federico Baschirotto,J14,DF,Lecce,Italian Serie A,90.0,6.83
Marin Pongračić,J14,DF,Lecce,Italian Serie A,90.0,6.38
Valentin Gendrey,J14,DF,Lecce,Italian Serie A,90.0,5.82
Victor Bernth Kristiansen,J14,DF,Bologna,Italian Serie A,90.0,6.52
Riccardo Calafiori,J14,DF,Bologna,Italian Serie A,90.0,7.56
Jhon Lucumí,J14,DF,Bologna,Italian Serie A,90.0,6.94
Stefan Posch,J14,DF,Bologna,Italian Serie A,90.0,8.14
Antonee Robinson,J37,DF,Fulham,English Premier League,90.0,6.45
Calvin Bassey,J37,DF,Fulham,English Premier League,90.0,6.24
Issa Diop,J37,DF,Fulham,English Premier League,89.0,7.24
Timothy Castagne,J37,DF,Fulham,English Premier League,90.0,6.27
Joško Gvardiol,J37,DF,Manchester City,English Premier League,90.0,6.11
Nathan Aké,J37,DF,Manchester City,English Premier League,21.0,6.73
Kyle Walker,J37,DF,Manchester City,English Premier League,69.0,5.15
Rúben Dias,J37,DF,Manchester City,English Premier League,90.0,6.71
Manuel Akanji,J37,DF,Manchester City,English Premier League,90.0,6.09
Lewis Hall,J37,DF,Newcastle Utd,English Premier League,89.0,6.5
Dan Burn,J37,DF,Newcastle Utd,English Premier League,90.0,6.8
Emil Krafth,J37,DF,Newcastle Utd,English Premier League,90.0,6.9
Valentino Livramento,J37,DF,Newcastle Utd,English Premier League,90.0,6.8
Igor,J37,DF,Brighton,English Premier League,90.0,6.42
Lewis Dunk,J37,DF,Brighton,English Premier League,90.0,6.16
Adam Webster,J37,DF,Brighton,English Premier League,90.0,6.29
Joël Veltman,J37,DF,Brighton,English Premier League,39.0,6.09
Tariq Lamptey,J37,DF,Brighton,English Premier League,51.0,6.57
Oliver Skipp,J37,DF,Tottenham,English Premier League,74.0,6.27
Micky van de Ven,J37,DF,Tottenham,English Premier League,90.0,6.61
Cristian Romero,J37,DF,Tottenham,English Premier League,90.0,7.58
Pedro Porro,J37,DF,Tottenham,English Premier League,90.0,7.23
Charlie Taylor,J37,DF,Burnley,English Premier League,90.0,6.01
Maxime Estève,J37,DF,Burnley,English Premier League,90.0,6.64
Dara O'Shea,J37,DF,Burnley,English Premier League,90.0,7.13
Lorenz Assignon,J37,DF,Burnley,English Premier League,90.0,6.87
Jean-Ricner Bellegarde,J37,DF,Wolves,English Premier League,45.0,5.15
Rayan Aït-Nouri,J37,DF,Wolves,English Premier League,60.0,5.34
Matt Doherty,J37,DF,Wolves,English Premier League,78.0,6.97
Toti Gomes,J37,DF,Wolves,English Premier League,89.0,7.08
Max Kilman,J37,DF,Wolves,English Premier League,90.0,6.68
Nélson Semedo,J37,DF,Wolves,English Premier League,90.0,7.44
Tyrick Mitchell,J37,DF,Crystal Palace,English Premier League,69.0,6.58
Marc Guéhi,J37,DF,Crystal Palace,English Premier League,21.0,6.52
Daniel Muñoz,J37,DF,Crystal Palace,English Premier League,90.0,6.78
Chris Richards,J37,DF,Crystal Palace,English Premier League,90.0,7.26
Joachim Andersen,J37,DF,Crystal Palace,English Premier League,90.0,7.65
Nathaniel Clyne,J37,DF,Crystal Palace,English Premier League,90.0,5.5
Lloyd Kelly,J37,DF,Bournemouth,English Premier League,90.0,6.11
Marcos Senesi,J37,DF,Bournemouth,English Premier League,90.0,6.9
Illia Zabarnyi,J37,DF,Bournemouth,English Premier League,90.0,5.99
Adam Smith,J37,DF,Bournemouth,English Premier League,79.0,6.35
Sergio Reguilón,J37,DF,Brentford,English Premier League,90.0,7.13
Ethan Pinnock,J37,DF,Brentford,English Premier League,90.0,6.24
Nathan Collins,J37,DF,Brentford,English Premier League,90.0,6.72
Kristoffer Ajer,J37,DF,Brentford,English Premier League,62.0,5.7
Mads Roerslev,J37,DF,Brentford,English Premier League,28.0,5.97
Ashley Young,J37,DF,Everton,English Premier League,90.0,6.27
Jarrad Branthwaite,J37,DF,Everton,English Premier League,90.0,6.98
James Tarkowski,J37,DF,Everton,English Premier League,90.0,6.94
Séamus Coleman,J37,DF,Everton,English Premier League,90.0,7.49
Sam Curtis,J37,DF,Sheffield Utd,English Premier League,28.0,6.11
Yasser Larouci,J37,DF,Sheffield Utd,English Premier League,54.0,5.08
Max Lowe,J37,DF,Sheffield Utd,English Premier League,36.0,5.63
Jayden Bogle,J37,DF,Sheffield Utd,English Premier League,90.0,6.71
Jack Robinson,J37,DF,Sheffield Utd,English Premier League,90.0,5.95
Auston Trusty,J37,DF,Sheffield Utd,English Premier League,90.0,6.89
Vinicius Souza,J37,DF,Sheffield Utd,English Premier League,90.0,6.51
Emerson Palmieri,J37,DF,West Ham,English Premier League,83.0,7.55
Angelo Ogbonna,J37,DF,West Ham,English Premier League,89.0,6.55
Kurt Zouma,J37,DF,West Ham,English Premier League,90.0,6.86
Vladimír Coufal,J37,DF,West Ham,English Premier League,90.0,7.42
Alfie Doughty,J37,DF,Luton Town,English Premier League,86.0,7.45
Fred Onyedinma,J37,DF,Luton Town,English Premier League,72.0,5.28
Gabriel Osho,J37,DF,Luton Town,English Premier League,90.0,6.58
Teden Mengi,J37,DF,Luton Town,English Premier League,90.0,6.68
Reece Burke,J37,DF,Luton Town,English Premier League,86.0,6.87
Ola Aina,J37,DF,Nott'ham Forest,English Premier League,90.0,7.27
Moussa Niakhate,J37,DF,Nott'ham Forest,English Premier League,85.0,6.45
Murillo,J37,DF,Nott'ham Forest,English Premier League,90.0,6.92
Willy Boly,J37,DF,Nott'ham Forest,English Premier League,90.0,7.58
Gonzalo Montiel,J37,DF,Nott'ham Forest,English Premier League,71.0,4.49
Marc Cucurella,J37,DF,Chelsea,English Premier League,90.0,6.55
Benoît Badiashile,J37,DF,Chelsea,English Premier League,57.0,6.49
Malo Gusto,J37,DF,Chelsea,English Premier League,33.0,4.92
Thiago Silva,J37,DF,Chelsea,English Premier League,90.0,6.71
Trevoh Chalobah,J37,DF,Chelsea,English Premier League,90.0,6.61
Diogo Dalot,J37,DF,Manchester Utd,English Premier League,90.0,6.92
Jonny Evans,J37,DF,Manchester Utd,English Premier League,74.0,6.77
Casemiro,J37,DF,Manchester Utd,English Premier League,90.0,7.52
Aaron Wan-Bissaka,J37,DF,Manchester Utd,English Premier League,86.0,6.16
Takehiro Tomiyasu,J37,DF,Arsenal,English Premier League,90.0,5.84
Gabriel Magalhães,J37,DF,Arsenal,English Premier League,90.0,6.22
William Saliba,J37,DF,Arsenal,English Premier League,90.0,7.4
Ben White,J37,DF,Arsenal,English Premier League,90.0,7.12
Lucas Digne,J37,DF,Aston Villa,English Premier League,90.0,6.64
Pau Torres,J37,DF,Aston Villa,English Premier League,90.0,6.4
Diego Carlos,J37,DF,Aston Villa,English Premier League,90.0,5.99
Ezri Konsa,J37,DF,Aston Villa,English Premier League,90.0,6.16
Joe Gomez,J37,DF,Liverpool,English Premier League,90.0,6.44
Virgil van Dijk,J37,DF,Liverpool,English Premier League,90.0,7.01
Jarell Quansah,J37,DF,Liverpool,English Premier League,90.0,8.3
Trent Alexander-Arnold,J37,DF,Liverpool,English Premier League,90.0,6.84
Jordan Zemura,J14,DF,Udinese,Italian Serie A,87.0,5.73
Festy Ebosele,J14,DF,Udinese,Italian Serie A,65.0,5.23
Sandi Lovrić,J14,DF,Udinese,Italian Serie A,25.0,6.08
Nehuén Pérez,J14,DF,Udinese,Italian Serie A,90.0,6.99
Christian Kabasele,J14,DF,Udinese,Italian Serie A,90.0,6.12
João Ferreira,J14,DF,Udinese,Italian Serie A,90.0,7.16
Filippo Terracciano,J14,DF,Hellas Verona,Italian Serie A,90.0,7.26
Bruno Amione,J14,DF,Hellas Verona,Italian Serie A,90.0,5.8
Diego Coppola,J14,DF,Hellas Verona,Italian Serie A,90.0,6.85
Jackson Tchatchoua,J14,DF,Hellas Verona,Italian Serie A,90.0,6.69
Micky van de Ven,J34,DF,Tottenham,English Premier League,90.0,6.62
Radu Drăgușin,J34,DF,Tottenham,English Premier League,90.0,6.97
Cristian Romero,J34,DF,Tottenham,English Premier League,90.0,7.18
Pedro Porro,J34,DF,Tottenham,English Premier League,90.0,7.36
Joško Gvardiol,J34,DF,Manchester City,English Premier League,90.0,7.58
Manuel Akanji,J34,DF,Manchester City,English Premier League,90.0,6.6
Rúben Dias,J34,DF,Manchester City,English Premier League,90.0,6.27
Kyle Walker,J34,DF,Manchester City,English Premier League,90.0,5.97
Igor,J34,DF,Brighton,English Premier League,90.0,6.98
Lewis Dunk,J34,DF,Brighton,English Premier League,45.0,6.54
Valentín Barco,J34,DF,Brighton,English Premier League,45.0,7.3
Adam Webster,J34,DF,Brighton,English Premier League,90.0,6.93
Tariq Lamptey,J34,DF,Brighton,English Premier League,84.0,5.31
Marc Cucurella,J34,DF,Chelsea,English Premier League,90.0,6.55
Benoît Badiashile,J34,DF,Chelsea,English Premier League,90.0,6.0
Trevoh Chalobah,J34,DF,Chelsea,English Premier League,90.0,7.35
Malo Gusto,J34,DF,Chelsea,English Premier League,68.0,7.17
Diogo Dalot,J34,DF,Manchester Utd,English Premier League,90.0,6.13
Jonny Evans,J34,DF,Manchester Utd,English Premier League,90.0,5.61
Casemiro,J34,DF,Manchester Utd,English Premier League,90.0,6.99
Aaron Wan-Bissaka,J34,DF,Manchester Utd,English Premier League,90.0,6.58
Lewis Hall,J34,DF,Newcastle Utd,English Premier League,90.0,7.43
Dan Burn,J34,DF,Newcastle Utd,English Premier League,90.0,6.9
Emil Krafth,J34,DF,Newcastle Utd,English Premier League,90.0,6.24
Kieran Trippier,J34,DF,Newcastle Utd,English Premier League,62.0,6.22
Fabian Schär,J34,DF,Newcastle Utd,English Premier League,28.0,5.95
Andrew Robertson,J38,DF,Liverpool,English Premier League,90.0,6.61
Virgil van Dijk,J38,DF,Liverpool,English Premier League,90.0,6.47
Jarell Quansah,J38,DF,Liverpool,English Premier League,90.0,8.01
Trent Alexander-Arnold,J38,DF,Liverpool,English Premier League,70.0,6.76
Conor Bradley,J38,DF,Liverpool,English Premier League,20.0,6.06
Matt Doherty,J38,DF,Wolves,English Premier League,29.0,7.13
Jean-Ricner Bellegarde,J38,DF,Wolves,English Premier League,62.0,5.73
Rayan Aït-Nouri,J38,DF,Wolves,English Premier League,77.0,7.0
Nélson Semedo,J38,DF,Wolves,English Premier League,27.0,6.68
Toti Gomes,J38,DF,Wolves,English Premier League,90.0,5.12
Max Kilman,J38,DF,Wolves,English Premier League,90.0,6.09
Santiago Bueno,J38,DF,Wolves,English Premier League,83.0,5.48
Gabriel Osho,J38,DF,Luton Town,English Premier League,90.0,5.66
Joseph Johnson,J38,DF,Luton Town,English Premier League,74.0,4.77
Daiki Hashioka,J38,DF,Luton Town,English Premier League,90.0,5.67
Antonee Robinson,J38,DF,Fulham,English Premier League,77.0,7.02
Calvin Bassey,J38,DF,Fulham,English Premier League,90.0,6.44
Tim Ream,J38,DF,Fulham,English Premier League,90.0,6.68
Kenny Tete,J38,DF,Fulham,English Premier League,90.0,6.6
Marc Cucurella,J38,DF,Chelsea,English Premier League,90.0,7.46
Benoît Badiashile,J38,DF,Chelsea,English Premier League,90.0,6.65
Thiago Silva,J38,DF,Chelsea,English Premier League,90.0,6.48
Trevoh Chalobah,J38,DF,Chelsea,English Premier League,90.0,6.71
Milos Kerkez,J38,DF,Bournemouth,English Premier League,90.0,5.7
Marcos Senesi,J38,DF,Bournemouth,English Premier League,83.0,7.96
Illia Zabarnyi,J38,DF,Bournemouth,English Premier League,90.0,6.75
Max Aarons,J38,DF,Bournemouth,English Premier League,69.0,5.03
Charlie Taylor,J38,DF,Burnley,English Premier League,74.0,4.83
Maxime Estève,J38,DF,Burnley,English Premier League,90.0,7.51
Dara O'Shea,J38,DF,Burnley,English Premier League,90.0,6.94
Lorenz Assignon,J38,DF,Burnley,English Premier League,45.0,5.93
Vitinho,J38,DF,Burnley,English Premier League,45.0,5.8
Harry Toffolo,J38,DF,Nott'ham Forest,English Premier League,90.0,6.05
Murillo,J38,DF,Nott'ham Forest,English Premier League,90.0,6.27
Willy Boly,J38,DF,Nott'ham Forest,English Premier League,90.0,6.06
Gonzalo Montiel,J38,DF,Nott'ham Forest,English Premier League,90.0,6.75
Tyrick Mitchell,J38,DF,Crystal Palace,English Premier League,90.0,6.85
Daniel Muñoz,J38,DF,Crystal Palace,English Premier League,90.0,6.48
Chris Richards,J38,DF,Crystal Palace,English Premier League,90.0,5.9
Joachim Andersen,J38,DF,Crystal Palace,English Premier League,86.0,6.63
Nathaniel Clyne,J38,DF,Crystal Palace,English Premier League,90.0,5.12
Lucas Digne,J38,DF,Aston Villa,English Premier League,90.0,7.02
Clément Lenglet,J38,DF,Aston Villa,English Premier League,90.0,5.93
Diego Carlos,J38,DF,Aston Villa,English Premier League,90.0,6.1
Ezri Konsa,J38,DF,Aston Villa,English Premier League,90.0,6.09
Valentín Barco,J38,DF,Brighton,English Premier League,80.0,6.19
Igor,J38,DF,Brighton,English Premier League,90.0,6.18
Adam Webster,J38,DF,Brighton,English Premier League,90.0,6.92
Jakub Moder,J38,DF,Brighton,English Premier League,90.0,6.45
Raphaël Varane,J38,DF,Manchester Utd,English Premier League,22.0,5.49
Diogo Dalot,J38,DF,Manchester Utd,English Premier League,90.0,7.0
Lisandro Martínez,J38,DF,Manchester Utd,English Premier League,58.0,6.21
Jonny Evans,J38,DF,Manchester Utd,English Premier League,32.0,6.9
Casemiro,J38,DF,Manchester Utd,English Premier League,90.0,7.54
Aaron Wan-Bissaka,J38,DF,Manchester Utd,English Premier League,90.0,5.99
Sergio Reguilón,J38,DF,Brentford,English Premier League,73.0,7.39
Ethan Pinnock,J38,DF,Brentford,English Premier League,90.0,6.32
Mathias Jørgensen,J38,DF,Brentford,English Premier League,90.0,7.16
Mads Roerslev,J38,DF,Brentford,English Premier League,62.0,5.62
Saman Ghoddos,J38,DF,Brentford,English Premier League,28.0,5.91
Lewis Hall,J38,DF,Newcastle Utd,English Premier League,90.0,6.94
