Player,Game Week,Position,Team,League,Minutes,Rating
James Trafford,J21,GK,Burnley,English Premier League,90,6.73
Thomas Kaminski,J21,GK,Luton Town,English Premier League,90,6.84
Đorđe Petrović,J21,GK,Chelsea,English Premier League,90,7.59
Bernd Leno,J21,GK,Fulham,English Premier League,90,6.68
Martin Dúbravka,J21,GK,Newcastle Utd,English Premier League,90,6.42
Stefan Ortega,J21,GK,Manchester City,English Premier League,83,6.09
Jordan Pickford,J21,GK,Everton,English Premier League,90,7.69
Emiliano Martínez,J21,GK,Aston Villa,English Premier League,90,7.44
André Onana,J21,GK,Manchester Utd,English Premier League,90,5.98
Guglielmo Vicario,J21,GK,Tottenham,English Premier League,90,5.47
David Raya,J21,GK,Arsenal,English Premier League,90,7.63
Dean Henderson,J21,GK,Crystal Palace,English Premier League,90,5.54
Mark Flekken,J21,GK,Brentford,English Premier League,90,5.69
Matt Turner,J21,GK,Nott'ham Forest,English Premier League,90,5.59
Wes Foderingham,J21,GK,Sheffield Utd,English Premier League,90,6.76
Alphonse Areola,J21,GK,West Ham,English Premier League,89,6.36
Neto,J21,GK,Bournemouth,English Premier League,90,5.6
Alisson,J21,GK,Liverpool,English Premier League,90,7.08
Michele Di Gregorio,J2,GK,Monza,Italian Serie A,90,7.87
Samuele Perisan,J2,GK,Empoli,Italian Serie A,90,5.59
Yann Sommer,J12,GK,Inter,Italian Serie A,90,7.23
Stefano Turati,J12,GK,Frosinone,Italian Serie A,90,5.98
Jason Steele,J21,GK,Brighton,English Premier League,90,7.44
José Sá,J21,GK,Wolves,English Premier League,90,7.39
Matt Turner,J22,GK,Nott'ham Forest,English Premier League,90,5.8
David Raya,J22,GK,Arsenal,English Premier League,90,6.39
Thomas Kaminski,J22,GK,Luton Town,English Premier League,90,7.52
Jason Steele,J22,GK,Brighton,English Premier League,90,6.25
Bernd Leno,J22,GK,Fulham,English Premier League,90,6.89
Jordan Pickford,J22,GK,Everton,English Premier League,90,8.05
Dean Henderson,J22,GK,Crystal Palace,English Premier League,90,5.83
Ivo Grbić,J22,GK,Sheffield Utd,English Premier League,51,5.32
Wes Foderingham,J22,GK,Sheffield Utd,English Premier League,39,5.16
Emiliano Martínez,J22,GK,Aston Villa,English Premier League,90,5.88
Martin Dúbravka,J22,GK,Newcastle Utd,English Premier League,90,6.54
Ederson,J22,GK,Manchester City,English Premier League,90,6.51
James Trafford,J22,GK,Burnley,English Premier League,90,5.58
Guglielmo Vicario,J22,GK,Tottenham,English Premier League,90,6.15
Mark Flekken,J22,GK,Brentford,English Premier League,90,6.35
Alisson,J22,GK,Liverpool,English Premier League,90,5.89
Đorđe Petrović,J22,GK,Chelsea,English Premier League,90,5.77
Alphonse Areola,J22,GK,West Ham,English Premier League,90,6.18
Neto,J22,GK,Bournemouth,English Premier League,90,6.36
Benoît Costil,J13,GK,Salernitana,Italian Serie A,90,6.33
Ivan Provedel,J13,GK,Lazio,Italian Serie A,90,6.06
José Sá,J22,GK,Wolves,English Premier League,90,5.65
André Onana,J22,GK,Manchester Utd,English Premier League,90,6.03
Jordan Pickford,J23,GK,Everton,English Premier League,90,6.45
Guglielmo Vicario,J23,GK,Tottenham,English Premier League,90,6.26
James Trafford,J23,GK,Burnley,English Premier League,90,6.25
Bernd Leno,J23,GK,Fulham,English Premier League,90,5.79
Bart Verbruggen,J23,GK,Brighton,English Premier League,90,6.57
Dean Henderson,J23,GK,Crystal Palace,English Premier League,90,5.21
Martin Dúbravka,J23,GK,Newcastle Utd,English Premier League,90,5.6
Thomas Kaminski,J23,GK,Luton Town,English Premier League,90,5.66
Wes Foderingham,J23,GK,Sheffield Utd,English Premier League,90,5.59
Emiliano Martínez,J23,GK,Aston Villa,English Premier League,90,7.36
Đorđe Petrović,J23,GK,Chelsea,English Premier League,90,5.37
José Sá,J23,GK,Wolves,English Premier League,90,6.37
Neto,J23,GK,Bournemouth,English Premier League,90,6.92
Matz Sels,J23,GK,Nott'ham Forest,English Premier League,90,6.1
André Onana,J23,GK,Manchester Utd,English Premier League,90,7.26
Alphonse Areola,J23,GK,West Ham,English Premier League,45,5.99
Łukasz Fabiański,J23,GK,West Ham,English Premier League,45,4.87
David Raya,J23,GK,Arsenal,English Premier League,90,6.01
Alisson,J23,GK,Liverpool,English Premier League,90,5.56
Marco Carnesecchi,J13,GK,Atalanta,Italian Serie A,90,6.15
Pierluigi Gollini,J13,GK,Napoli,Italian Serie A,90,6.84
Mark Flekken,J23,GK,Brentford,English Premier League,90,6.85
Ederson,J23,GK,Manchester City,English Premier League,90,6.52
Ederson,J24,GK,Manchester City,English Premier League,90,7.04
Jordan Pickford,J24,GK,Everton,English Premier League,90,5.44
José Sá,J24,GK,Wolves,English Premier League,90,6.13
Mark Flekken,J24,GK,Brentford,English Premier League,90,8.01
Bernd Leno,J24,GK,Fulham,English Premier League,90,6.74
Neto,J24,GK,Bournemouth,English Premier League,90,6.56
Guglielmo Vicario,J24,GK,Tottenham,English Premier League,90,6.68
Jason Steele,J24,GK,Brighton,English Premier League,90,6.25
Caoimhín Kelleher,J24,GK,Liverpool,English Premier League,90,6.45
James Trafford,J24,GK,Burnley,English Premier League,90,6.13
Thomas Kaminski,J24,GK,Luton Town,English Premier League,90,5.55
Wes Foderingham,J24,GK,Sheffield Utd,English Premier League,90,7.13
Matz Sels,J24,GK,Nott'ham Forest,English Premier League,90,5.29
Martin Dúbravka,J24,GK,Newcastle Utd,English Premier League,90,5.93
Alphonse Areola,J24,GK,West Ham,English Premier League,90,5.43
David Raya,J24,GK,Arsenal,English Premier League,90,6.98
Emiliano Martínez,J24,GK,Aston Villa,English Premier League,90,6.01
André Onana,J24,GK,Manchester Utd,English Premier League,90,7.22
Mike Maignan,J13,GK,Milan,Italian Serie A,90,7.82
Pietro Terracciano,J13,GK,Fiorentina,Italian Serie A,90,6.94
Dean Henderson,J24,GK,Crystal Palace,English Premier League,90,5.47
Đorđe Petrović,J24,GK,Chelsea,English Premier League,90,6.12
Mark Flekken,J25,GK,Brentford,English Premier League,90,5.99
Caoimhín Kelleher,J25,GK,Liverpool,English Premier League,90,6.98
Matz Sels,J25,GK,Nott'ham Forest,English Premier League,90,7.0
Alphonse Areola,J25,GK,West Ham,English Premier League,90,5.96
James Trafford,J25,GK,Burnley,English Premier League,90,5.23
David Raya,J25,GK,Arsenal,English Premier League,90,6.92
Bernd Leno,J25,GK,Fulham,English Premier League,90,5.75
Emiliano Martínez,J25,GK,Aston Villa,English Premier League,90,6.66
Martin Dúbravka,J25,GK,Newcastle Utd,English Premier League,90,6.64
Neto,J25,GK,Bournemouth,English Premier League,90,6.41
Guglielmo Vicario,J25,GK,Tottenham,English Premier League,90,6.12
José Sá,J25,GK,Wolves,English Premier League,90,6.78
Ederson,J25,GK,Manchester City,English Premier League,90,7.21
Đorđe Petrović,J25,GK,Chelsea,English Premier League,90,6.4
Wes Foderingham,J25,GK,Sheffield Utd,English Premier League,90,5.58
Bart Verbruggen,J25,GK,Brighton,English Premier League,90,6.9
Thomas Kaminski,J25,GK,Luton Town,English Premier League,90,6.3
André Onana,J25,GK,Manchester Utd,English Premier League,90,6.4
Simone Scuffet,J13,GK,Cagliari,Italian Serie A,90,6.31
Michele Di Gregorio,J13,GK,Monza,Italian Serie A,90,6.84
Jordan Pickford,J25,GK,Everton,English Premier League,90,6.51
Sam Johnstone,J25,GK,Crystal Palace,English Premier League,90,6.38
Ederson,J18,GK,Manchester City,English Premier League,90,7.42
Mark Flekken,J18,GK,Brentford,English Premier League,90,7.55
Caoimhín Kelleher,J26,GK,Liverpool,English Premier League,90,6.49
Thomas Kaminski,J26,GK,Luton Town,English Premier League,90,5.83
Emiliano Martínez,J26,GK,Aston Villa,English Premier League,90,5.81
Matz Sels,J26,GK,Nott'ham Forest,English Premier League,90,5.2
André Onana,J26,GK,Manchester Utd,English Premier League,90,5.98
Bernd Leno,J26,GK,Fulham,English Premier League,90,7.04
Sam Johnstone,J26,GK,Crystal Palace,English Premier League,90,6.66
James Trafford,J26,GK,Burnley,English Premier League,90,5.64
Bart Verbruggen,J26,GK,Brighton,English Premier League,90,5.93
Jordan Pickford,J26,GK,Everton,English Premier League,90,7.02
Neto,J26,GK,Bournemouth,English Premier League,90,7.18
Ederson,J26,GK,Manchester City,English Premier League,90,7.82
David Raya,J26,GK,Arsenal,English Premier League,90,6.39
Loris Karius,J26,GK,Newcastle Utd,English Premier League,90,5.64
José Sá,J26,GK,Wolves,English Premier League,90,7.09
Ivo Grbić,J26,GK,Sheffield Utd,English Premier League,90,6.41
Etrit Berisha,J13,GK,Empoli,Italian Serie A,90,5.63
Andrea Consigli,J13,GK,Sassuolo,Italian Serie A,90,5.87
Alphonse Areola,J26,GK,West Ham,English Premier League,90,6.1
Mark Flekken,J26,GK,Brentford,English Premier League,90,5.43
Mark Flekken,J27,GK,Brentford,English Premier League,90,6.04
Đorđe Petrović,J27,GK,Chelsea,English Premier League,90,6.05
Martin Dúbravka,J27,GK,Newcastle Utd,English Premier League,90,7.4
José Sá,J27,GK,Wolves,English Premier League,45,5.8
Daniel Bentley,J27,GK,Wolves,English Premier League,45,6.52
Bernd Leno,J27,GK,Fulham,English Premier League,90,7.5
Jason Steele,J27,GK,Brighton,English Premier League,90,5.63
Jordan Pickford,J27,GK,Everton,English Premier League,90,6.1
Alphonse Areola,J27,GK,West Ham,English Premier League,90,7.53
Guglielmo Vicario,J27,GK,Tottenham,English Premier League,90,5.98
Sam Johnstone,J27,GK,Crystal Palace,English Premier League,90,5.91
Matz Sels,J27,GK,Nott'ham Forest,English Premier League,90,5.79
Caoimhín Kelleher,J27,GK,Liverpool,English Premier League,90,7.3
Thomas Kaminski,J27,GK,Luton Town,English Premier League,90,6.02
Emiliano Martínez,J27,GK,Aston Villa,English Premier League,90,6.26
James Trafford,J27,GK,Burnley,English Premier League,90,5.57
Neto,J27,GK,Bournemouth,English Premier League,90,7.56
Ederson,J27,GK,Manchester City,English Premier League,90,5.91
André Onana,J27,GK,Manchester Utd,English Premier League,90,6.83
Stefano Turati,J13,GK,Frosinone,Italian Serie A,90,6.68
Josep Martinez,J13,GK,Genoa,Italian Serie A,90,6.32
Ivo Grbić,J27,GK,Sheffield Utd,English Premier League,90,5.65
David Raya,J27,GK,Arsenal,English Premier League,90,6.67
André Onana,J28,GK,Manchester Utd,English Premier League,90,7.85
Jordan Pickford,J28,GK,Everton,English Premier League,90,7.16
José Sá,J28,GK,Wolves,English Premier League,90,7.1
Bernd Leno,J28,GK,Fulham,English Premier League,90,5.55
Neto,J28,GK,Bournemouth,English Premier League,90,6.85
Ivo Grbić,J28,GK,Sheffield Utd,English Premier League,90,6.77
Sam Johnstone,J28,GK,Crystal Palace,English Premier League,90,6.27
Thomas Kaminski,J28,GK,Luton Town,English Premier League,90,7.0
Aaron Ramsdale,J28,GK,Arsenal,English Premier League,90,6.95
Mark Flekken,J28,GK,Brentford,English Premier League,90,6.61
Emiliano Martínez,J28,GK,Aston Villa,English Premier League,90,5.13
Guglielmo Vicario,J28,GK,Tottenham,English Premier League,90,7.04
Bart Verbruggen,J28,GK,Brighton,English Premier League,90,7.55
Matz Sels,J28,GK,Nott'ham Forest,English Premier League,90,6.21
Alphonse Areola,J28,GK,West Ham,English Premier League,90,6.07
James Trafford,J28,GK,Burnley,English Premier League,90,5.77
Caoimhín Kelleher,J28,GK,Liverpool,English Premier League,90,7.11
Ederson,J28,GK,Manchester City,English Premier League,55,6.36
Stefan Ortega,J28,GK,Manchester City,English Premier League,35,8.11
Rui Patrício,J13,GK,Roma,Italian Serie A,90,6.13
Marco Silvestri,J13,GK,Udinese,Italian Serie A,90,5.3
Đorđe Petrović,J28,GK,Chelsea,English Premier League,90,5.8
Martin Dúbravka,J28,GK,Newcastle Utd,English Premier League,90,5.77
Neto,J17,GK,Bournemouth,English Premier League,90,5.82
Thomas Kaminski,J17,GK,Luton Town,English Premier League,90,5.78
Arijanet Muric,J29,GK,Burnley,English Premier League,90,6.67
Mark Flekken,J29,GK,Brentford,English Premier League,90,6.7
Thomas Kaminski,J29,GK,Luton Town,English Premier League,90,6.59
Matz Sels,J29,GK,Nott'ham Forest,English Premier League,90,6.39
Bernd Leno,J29,GK,Fulham,English Premier League,90,7.65
Guglielmo Vicario,J29,GK,Tottenham,English Premier League,90,5.92
Alphonse Areola,J29,GK,West Ham,English Premier League,90,6.88
Emiliano Martínez,J29,GK,Aston Villa,English Premier League,90,6.71
Martin Dúbravka,J30,GK,Newcastle Utd,English Premier League,90,5.18
Alphonse Areola,J30,GK,West Ham,English Premier League,45,6.58
Łukasz Fabiański,J30,GK,West Ham,English Premier League,45,5.75
Matz Sels,J30,GK,Nott'ham Forest,English Premier League,90,6.19
Dean Henderson,J30,GK,Crystal Palace,English Premier League,90,6.51
Ivo Grbić,J30,GK,Sheffield Utd,English Premier League,90,5.73
Bernd Leno,J30,GK,Fulham,English Premier League,90,5.19
Đorđe Petrović,J30,GK,Chelsea,English Premier League,90,6.01
Arijanet Muric,J30,GK,Burnley,English Premier League,90,7.46
Wojciech Szczęsny,J13,GK,Juventus,Italian Serie A,90,6.82
Yann Sommer,J13,GK,Inter,Italian Serie A,90,6.12
Guglielmo Vicario,J30,GK,Tottenham,English Premier League,90,6.57
Thomas Kaminski,J30,GK,Luton Town,English Premier League,90,5.52
Neto,J30,GK,Bournemouth,English Premier League,90,6.7
Jordan Pickford,J30,GK,Everton,English Premier League,90,6.15
Emiliano Martínez,J30,GK,Aston Villa,English Premier League,90,7.75
José Sá,J30,GK,Wolves,English Premier League,90,5.85
Mark Flekken,J30,GK,Brentford,English Premier League,90,7.21
André Onana,J30,GK,Manchester Utd,English Premier League,90,7.16
Caoimhín Kelleher,J30,GK,Liverpool,English Premier League,90,6.28
Bart Verbruggen,J30,GK,Brighton,English Premier League,90,6.74
Stefan Ortega,J30,GK,Manchester City,English Premier League,90,7.22
David Raya,J30,GK,Arsenal,English Premier League,90,7.48
Martin Dúbravka,J31,GK,Newcastle Utd,English Premier League,90,6.64
Jordan Pickford,J31,GK,Everton,English Premier League,90,7.39
Matz Sels,J31,GK,Nott'ham Forest,English Premier League,90,6.53
Bernd Leno,J31,GK,Fulham,English Premier League,90,5.33
Neto,J31,GK,Bournemouth,English Premier League,90,7.29
Dean Henderson,J31,GK,Crystal Palace,English Premier League,90,6.85
Arijanet Muric,J31,GK,Burnley,English Premier League,90,6.58
José Sá,J31,GK,Wolves,English Premier League,90,7.11
Lorenzo Montipò,J13,GK,Hellas Verona,Italian Serie A,90,5.98
Wladimiro Falcone,J13,GK,Lecce,Italian Serie A,90,6.66
Łukasz Fabiański,J31,GK,West Ham,English Premier League,90,6.73
Guglielmo Vicario,J31,GK,Tottenham,English Premier League,90,6.61
Mark Flekken,J31,GK,Brentford,English Premier League,90,7.95
Bart Verbruggen,J31,GK,Brighton,English Premier League,90,7.13
David Raya,J31,GK,Arsenal,English Premier League,90,7.1
Thomas Kaminski,J31,GK,Luton Town,English Premier League,90,5.87
Stefan Ortega,J31,GK,Manchester City,English Premier League,90,6.96
Robin Olsen,J31,GK,Aston Villa,English Premier League,90,5.73
Caoimhín Kelleher,J31,GK,Liverpool,English Premier League,90,6.56
Ivo Grbić,J31,GK,Sheffield Utd,English Premier League,90,5.84
Đorđe Petrović,J31,GK,Chelsea,English Premier League,90,5.35
André Onana,J31,GK,Manchester Utd,English Premier League,90,5.52
Dean Henderson,J32,GK,Crystal Palace,English Premier League,90,5.48
Stefan Ortega,J32,GK,Manchester City,English Premier League,90,5.73
Thomas Kaminski,J32,GK,Luton Town,English Premier League,90,5.98
Neto,J32,GK,Bournemouth,English Premier League,90,6.61
Jordan Pickford,J32,GK,Everton,English Premier League,90,7.01
Arijanet Muric,J32,GK,Burnley,English Premier League,90,6.28
José Sá,J32,GK,Wolves,English Premier League,90,5.82
Łukasz Fabiański,J32,GK,West Ham,English Premier League,90,7.11
Lorenzo Montipò,J2,GK,Hellas Verona,Italian Serie A,90,7.28
Rui Patrício,J2,GK,Roma,Italian Serie A,90,5.43
Łukasz Skorupski,J13,GK,Bologna,Italian Serie A,90,7.24
Luca Gemello,J13,GK,Torino,Italian Serie A,90,5.59
Emiliano Martínez,J32,GK,Aston Villa,English Premier League,90,5.63
Mark Flekken,J32,GK,Brentford,English Premier League,90,5.34
Bernd Leno,J32,GK,Fulham,English Premier League,90,6.5
Martin Dúbravka,J32,GK,Newcastle Utd,English Premier League,90,7.63
Bart Verbruggen,J32,GK,Brighton,English Premier League,90,6.28
David Raya,J32,GK,Arsenal,English Premier League,90,7.08
André Onana,J32,GK,Manchester Utd,English Premier League,90,6.59
Caoimhín Kelleher,J32,GK,Liverpool,English Premier League,90,5.85
Ivo Grbić,J32,GK,Sheffield Utd,English Premier League,90,5.71
Đorđe Petrović,J32,GK,Chelsea,English Premier League,90,6.16
Guglielmo Vicario,J32,GK,Tottenham,English Premier League,90,6.93
Matz Sels,J32,GK,Nott'ham Forest,English Premier League,90,5.87
Martin Dúbravka,J33,GK,Newcastle Utd,English Premier League,90,6.86
Guglielmo Vicario,J33,GK,Tottenham,English Premier League,90,5.11
Ederson,J33,GK,Manchester City,English Premier League,90,6.28
Thomas Kaminski,J33,GK,Luton Town,English Premier League,90,5.79
Arijanet Muric,J33,GK,Burnley,English Premier League,90,7.18
Bart Verbruggen,J33,GK,Brighton,English Premier League,90,6.26
Matz Sels,J33,GK,Nott'ham Forest,English Premier League,90,5.69
José Sá,J33,GK,Wolves,English Premier League,90,6.49
Michele Di Gregorio,J14,GK,Monza,Italian Serie A,90,6.28
Wojciech Szczęsny,J14,GK,Juventus,Italian Serie A,90,5.7
Mark Flekken,J33,GK,Brentford,English Premier League,90,7.33
Ivo Grbić,J33,GK,Sheffield Utd,English Premier League,90,6.0
Neto,J33,GK,Bournemouth,English Premier League,90,5.82
André Onana,J33,GK,Manchester Utd,English Premier League,90,5.95
Alisson,J33,GK,Liverpool,English Premier League,90,6.43
Dean Henderson,J33,GK,Crystal Palace,English Premier League,90,7.43
Łukasz Fabiański,J33,GK,West Ham,English Premier League,90,6.91
Bernd Leno,J33,GK,Fulham,English Premier League,90,7.34
David Raya,J33,GK,Arsenal,English Premier League,90,5.56
Emiliano Martínez,J33,GK,Aston Villa,English Premier League,90,7.93
Đorđe Petrović,J33,GK,Chelsea,English Premier League,90,6.92
Jordan Pickford,J33,GK,Everton,English Premier League,90,5.49
Ivo Grbić,J34,GK,Sheffield Utd,English Premier League,90,6.2
Arijanet Muric,J34,GK,Burnley,English Premier League,90,7.58
Thomas Kaminski,J34,GK,Luton Town,English Premier League,90,6.35
Mark Flekken,J34,GK,Brentford,English Premier League,90,6.46
José Sá,J34,GK,Wolves,English Premier League,90,6.17
David Raya,J34,GK,Arsenal,English Premier League,90,7.52
Jordan Pickford,J34,GK,Everton,English Premier League,90,7.55
Matz Sels,J34,GK,Nott'ham Forest,English Premier League,90,5.48
Josep Martinez,J14,GK,Genoa,Italian Serie A,90,6.0
Etrit Berisha,J14,GK,Empoli,Italian Serie A,90,5.84
Dean Henderson,J34,GK,Crystal Palace,English Premier League,90,5.42
Łukasz Fabiański,J34,GK,West Ham,English Premier League,90,5.41
Emiliano Martínez,J34,GK,Aston Villa,English Premier League,90,7.16
Neto,J34,GK,Bournemouth,English Premier League,90,5.79
Bernd Leno,J34,GK,Fulham,English Premier League,90,5.64
Alisson,J34,GK,Liverpool,English Premier League,90,6.49
David Raya,J29,GK,Arsenal,English Premier League,90,6.68
Đorđe Petrović,J29,GK,Chelsea,English Premier League,90,5.59
José Sá,J29,GK,Wolves,English Premier League,90,7.08
Mark Travers,J29,GK,Bournemouth,English Premier League,90,7.59
