Player,Game Week,Position,Team,League,Minutes,Rating
Maghnes Akliouche,J19,MO,Monaco,Ligue 1,90.0,8.28
Takumi Minamino,J19,MO,Monaco,Ligue 1,73.0,6.65
Denis Zakaria,J19,MF,Monaco,Ligue 1,57.0,6.9
Soungoutou Magassa,J19,MF,Monaco,Ligue 1,33.0,5.98
Lamine Camara,J19,MF,Monaco,Ligue 1,80.0,6.49
Christian Mawissa,J19,DF,Monaco,Ligue 1,73.0,6.31
Mohammed Salisu,J19,DF,Monaco,Ligue 1,90.0,7.25
Thilo Kehrer,J19,DF,Monaco,Ligue 1,90.0,6.38
Vanderson,J19,DF,Monaco,Ligue 1,90.0,8.1
Arnaud Kalimuendo,J19,FW,Rennes,Ligue 1,90.0,6.92
Seko Fofana,J19,MO,Rennes,Ligue 1,90.0,7.0
Ludovic Blas,J19,MO,Rennes,Ligue 1,84.0,6.76
Azor Matusiwa,J19,MF,Rennes,Ligue 1,90.0,6.83
Jordan James,J19,MF,Rennes,Ligue 1,53.0,6.49
Amine Gouiri,J19,MO,Rennes,Ligue 1,37.0,7.43
Adrien Truffert,J19,DF,Rennes,Ligue 1,90.0,6.24
Mahamadou Nagida,J19,DF,Rennes,Ligue 1,69.0,6.42
Carlos Gómez,J19,DF,Rennes,Ligue 1,21.0,5.16
Christopher Wooh,J19,DF,Rennes,Ligue 1,90.0,7.01
Leo Skiri Østigård,J19,DF,Rennes,Ligue 1,90.0,7.53
Hans Hateboer,J19,DF,Rennes,Ligue 1,90.0,6.31
Emanuel Emegha,J19,FW,Strasbourg,Ligue 1,85.0,6.79
Sebastian Nanasi,J19,MO,Strasbourg,Ligue 1,44.0,6.21
Andrew Omobamidele,J19,DF,Strasbourg,Ligue 1,46.0,6.99
Guimissongui Ouattara,J19,MO,Strasbourg,Ligue 1,78.0,5.71
Félix Lemaréchal,J19,MO,Strasbourg,Ligue 1,79.0,5.7
Andrey Santos,J19,MF,Strasbourg,Ligue 1,90.0,6.14
Habib Diarra,J19,MF,Strasbourg,Ligue 1,90.0,6.21
Diego Moreira,J19,DF,Strasbourg,Ligue 1,89.0,6.11
Ismaël Doukouré,J19,MF,Strasbourg,Ligue 1,90.0,5.66
Mamadou Sarr,J19,DF,Strasbourg,Ligue 1,90.0,6.09
Guela Doué,J19,DF,Strasbourg,Ligue 1,90.0,7.49
Mohamed Lamine Bayo,J19,FW,Lille,Ligue 1,88.0,6.85
Osame Sahraoui,J19,MO,Lille,Ligue 1,79.0,7.85
Hákon Arnar Haraldsson,J19,MO,Lille,Ligue 1,90.0,6.77
Ayyoub Bouaddi,J19,MF,Lille,Ligue 1,85.0,6.22
Benjamin André,J19,MF,Lille,Ligue 1,90.0,6.73
Mitchel Bakker,J19,DF,Lille,Ligue 1,79.0,5.37
Thomas Meunier,J19,DF,Lille,Ligue 1,90.0,7.11
Gabriel Gudmundsson,J19,DF,Lille,Ligue 1,90.0,6.25
Aïssa Mandi,J19,DF,Lille,Ligue 1,90.0,6.26
Bafodé Diakité,J19,DF,Lille,Ligue 1,90.0,6.24
Gonçalo Ramos,J19,FW,Paris S-G,Ligue 1,72.0,6.65
Khvicha Kvaratskhelia,J19,MO,Paris S-G,Ligue 1,82.0,7.51
Ousmane Dembélé,J19,MO,Paris S-G,Ligue 1,59.0,7.35
Bradley Barcola,J19,MO,Paris S-G,Ligue 1,31.0,6.76
Lee Kang-in,J19,MO,Paris S-G,Ligue 1,59.0,6.76
Vitinha,J19,MO,Paris S-G,Ligue 1,31.0,6.62
Fabián Ruiz Peña,J19,MF,Paris S-G,Ligue 1,90.0,7.65
Désiré Doué,J19,MO,Paris S-G,Ligue 1,90.0,7.08
Nuno Mendes,J19,DF,Paris S-G,Ligue 1,90.0,7.3
Lucas Hernández,J19,DF,Paris S-G,Ligue 1,59.0,6.22
Willian Pacho,J19,DF,Paris S-G,Ligue 1,31.0,6.58
Lucas Beraldo,J19,DF,Paris S-G,Ligue 1,90.0,6.65
Warren Zaïre-Emery,J19,DF,Paris S-G,Ligue 1,90.0,5.96
Oumar Diakité,J19,FW,Reims,Ligue 1,64.0,5.54
Mamadou Diakhon,J19,MO,Reims,Ligue 1,26.0,5.42
Keito Nakamura,J19,MO,Reims,Ligue 1,90.0,6.88
Junya Ito,J19,MO,Reims,Ligue 1,89.0,6.27
Teddy Teuma,J19,MO,Reims,Ligue 1,63.0,6.27
Amine Salama,J19,FW,Reims,Ligue 1,27.0,5.36
John Joe,J19,MF,Reims,Ligue 1,67.0,5.91
Nhoa Sangui,J19,MF,Reims,Ligue 1,23.0,5.43
Marshall Munetsi,J19,MF,Reims,Ligue 1,90.0,6.76
Sergio Akieme,J19,DF,Reims,Ligue 1,90.0,5.91
Cédric Kipré,J19,DF,Reims,Ligue 1,90.0,6.82
Valentin Atangana Edoa,J19,DF,Reims,Ligue 1,90.0,7.25
Aurélio Buta,J19,DF,Reims,Ligue 1,90.0,6.63
André Ayew,J19,FW,Le Havre,Ligue 1,90.0,5.87
Issa Soumaré,J19,MO,Le Havre,Ligue 1,65.0,5.96
Antoine Joujou,J19,MO,Le Havre,Ligue 1,25.0,6.76
Josué Casimir,J19,MO,Le Havre,Ligue 1,90.0,6.39
Emmanuel Sabbi,J19,MO,Le Havre,Ligue 1,45.0,5.84
Koka,J19,FW,Le Havre,Ligue 1,45.0,6.29
Oussama Targhalline,J19,MF,Le Havre,Ligue 1,45.0,5.42
Mahamadou Diawara,J19,MF,Le Havre,Ligue 1,45.0,6.94
Rassoul Ndiaye,J19,MF,Le Havre,Ligue 1,79.0,5.97
Yanis Zouaoui,J19,DF,Le Havre,Ligue 1,90.0,7.41
Gautier Lloris,J19,DF,Le Havre,Ligue 1,90.0,7.28
Arouna Sangante,J19,DF,Le Havre,Ligue 1,79.0,6.03
Loïc Nego,J19,DF,Le Havre,Ligue 1,90.0,6.72
Ludovic Ajorque,J19,FW,Brest,Ligue 1,90.0,7.67
Abdallah Sima,J19,MO,Brest,Ligue 1,63.0,6.05
Mama Samba Baldé,J19,MO,Brest,Ligue 1,20.0,6.8
Romain Del Castillo,J19,MO,Brest,Ligue 1,63.0,6.88
Kamory Doumbia,J19,MO,Brest,Ligue 1,27.0,6.86
Romain Faivre,J19,MO,Brest,Ligue 1,83.0,6.84
Hugo Magnetti,J19,MF,Brest,Ligue 1,90.0,6.59
Mahdi Camara,J19,MF,Brest,Ligue 1,90.0,7.47
Luck Zogbé,J19,DF,Brest,Ligue 1,90.0,7.61
Soumaïla Coulibaly,J19,DF,Brest,Ligue 1,72.0,7.28
Brendan Chardonnet,J19,DF,Brest,Ligue 1,90.0,6.66
Kenny Lala,J19,DF,Brest,Ligue 1,90.0,6.07
Goduine Koyalipou,J19,FW,Lens,Ligue 1,89.0,6.72
M'Bala Nzola,J19,FW,Lens,Ligue 1,80.0,6.95
Neil El Aynaoui,J19,MF,Lens,Ligue 1,90.0,7.67
Adrien Thomasson,J19,MF,Lens,Ligue 1,90.0,7.52
Florian Sotoca,J19,MF,Lens,Ligue 1,45.0,6.74
Deiver Machado,J19,DF,Lens,Ligue 1,45.0,6.3
Angelo Fulgini,J19,DF,Lens,Ligue 1,66.0,5.73
Andy Diouf,J19,MF,Lens,Ligue 1,24.0,7.15
Facundo Medina,J19,DF,Lens,Ligue 1,90.0,7.78
Malang Sarr,J19,DF,Lens,Ligue 1,90.0,5.93
Jonathan Gradit,J19,DF,Lens,Ligue 1,90.0,7.24
Przemysław Frankowski,J19,DF,Lens,Ligue 1,81.0,7.79
Esteban Lepaul,J19,FW,Angers,Ligue 1,90.0,5.84
Farid El Melali,J19,MO,Angers,Ligue 1,62.0,5.9
Bamba Dieng,J19,MO,Angers,Ligue 1,28.0,5.52
Jim Allevinah,J19,MO,Angers,Ligue 1,62.0,5.37
Zinedine Ferhat,J19,MO,Angers,Ligue 1,28.0,5.84
Himad Abdelli,J19,MO,Angers,Ligue 1,90.0,6.09
Haris Belkebla,J19,MF,Angers,Ligue 1,90.0,5.89
Jean-Eudes Aholou,J19,MF,Angers,Ligue 1,25.0,5.6
Yassin Belkhdim,J19,MF,Angers,Ligue 1,65.0,5.74
Florent Hanin,J19,DF,Angers,Ligue 1,62.0,6.09
Jacques Ekomie,J19,DF,Angers,Ligue 1,28.0,6.64
Jordan Lefort,J19,DF,Angers,Ligue 1,90.0,6.93
Emmanuel Biumla,J19,DF,Angers,Ligue 1,90.0,6.1
Lilian Raolisoa,J19,DF,Angers,Ligue 1,77.0,7.14
Joshua King,J19,FW,Toulouse,Ligue 1,68.0,7.13
Shavy Babicka,J19,MO,Toulouse,Ligue 1,22.0,5.69
Yann Gboho,J19,MO,Toulouse,Ligue 1,90.0,7.15
Zakaria Aboukhlal,J19,MO,Toulouse,Ligue 1,90.0,6.42
Cristian Cásseres Jr.,J19,MF,Toulouse,Ligue 1,90.0,8.34
Denis Genreau,J19,MF,Toulouse,Ligue 1,75.0,7.03
Gabriel Suazo,J19,DF,Toulouse,Ligue 1,90.0,6.71
Aron Dønnum,J19,DF,Toulouse,Ligue 1,84.0,6.29
Mark McKenzie,J19,DF,Toulouse,Ligue 1,90.0,7.19
Charlie Cresswell,J19,DF,Toulouse,Ligue 1,90.0,7.59
Jaydee Canvot,J19,DF,Toulouse,Ligue 1,84.0,6.76
Wahbi Khazri,J19,FW,Montpellier,Ligue 1,59.0,5.65
Othmane Maamma,J19,MO,Montpellier,Ligue 1,31.0,6.47
Musa Al-Taamari,J19,FW,Montpellier,Ligue 1,88.0,5.92
Téji Savanier,J19,MO,Montpellier,Ligue 1,90.0,6.78
Joris Chotard,J19,MO,Montpellier,Ligue 1,90.0,5.24
Becir Omeragic,J19,MF,Montpellier,Ligue 1,88.0,5.34
Rabby Nzingoula,J19,MO,Montpellier,Ligue 1,60.0,5.75
Khalil Fayad,J19,MO,Montpellier,Ligue 1,30.0,5.23
Théo Sainte-Luce,J19,DF,Montpellier,Ligue 1,84.0,6.22
Modibo Sagnan,J19,DF,Montpellier,Ligue 1,90.0,7.06
Boubakar Kouyaté,J19,DF,Montpellier,Ligue 1,90.0,6.31
Enzo Tchato,J19,DF,Montpellier,Ligue 1,90.0,6.91
Duván Zapata,J6,FW,Torino,Serie A,90.0,6.55
Antonio Sanabria,J6,FW,Torino,Serie A,62.0,5.87
Nikola Vlašić,J6,FW,Torino,Serie A,28.0,6.35
Ivan Ilić,J6,MF,Torino,Serie A,90.0,6.83
Adrien Tameze,J6,MF,Torino,Serie A,45.0,5.8
Che Adams,J6,MF,Torino,Serie A,45.0,5.15
Samuele Ricci,J6,MF,Torino,Serie A,90.0,6.65
Borna Sosa,J6,DF,Torino,Serie A,45.0,5.56
Marcus Pedersen,J6,DF,Torino,Serie A,45.0,6.19
Valentino Lazaro,J6,DF,Torino,Serie A,62.0,6.49
Eybi Nije,J6,DF,Torino,Serie A,28.0,5.37
Adam Masina,J6,DF,Torino,Serie A,90.0,8.06
Saúl Coco,J6,DF,Torino,Serie A,90.0,7.43
Mërgim Vojvoda,J6,DF,Torino,Serie A,77.0,7.14
Valentín Castellanos,J6,FW,Lazio,Serie A,88.0,6.97
Mattia Zaccagni,J6,MO,Lazio,Serie A,90.0,5.92
Gustav Isaksen,J6,MO,Lazio,Serie A,67.0,6.91
Loum Tchaouna,J6,MO,Lazio,Serie A,23.0,5.4
Boulaye Dia,J6,MO,Lazio,Serie A,67.0,6.32
Matías Vecino,J6,MO,Lazio,Serie A,23.0,6.87
Nicolò Rovella,J6,MF,Lazio,Serie A,90.0,6.7
Mattéo Guendouzi,J6,MF,Lazio,Serie A,90.0,7.32
Nuno Tavares,J6,DF,Lazio,Serie A,67.0,6.52
Luca Pellegrini,J6,DF,Lazio,Serie A,23.0,7.11
Alessio Romagnoli,J6,DF,Lazio,Serie A,90.0,6.36
Mario Gila,J6,DF,Lazio,Serie A,90.0,5.75
Manuel Lazzari,J6,DF,Lazio,Serie A,79.0,5.3
Matthis Abline,J19,FW,Nantes,Ligue 1,89.0,6.68
Moses Simon,J19,MO,Nantes,Ligue 1,90.0,7.34
Bahereba Guirassy,J19,MO,Nantes,Ligue 1,68.0,5.44
Mostafa Mohamed,J19,FW,Nantes,Ligue 1,22.0,7.15
Florent Mollet,J19,MO,Nantes,Ligue 1,68.0,5.58
Marcus Coco,J19,DF,Nantes,Ligue 1,22.0,5.54
Pedro Chirivella,J19,MF,Nantes,Ligue 1,90.0,7.48
Jean-Charles Castelletto,J19,MF,Nantes,Ligue 1,90.0,6.48
Nicolas Cozza,J19,DF,Nantes,Ligue 1,77.0,6.03
Nicolas Pallois,J19,DF,Nantes,Ligue 1,90.0,7.08
Saidou Sow,J19,DF,Nantes,Ligue 1,90.0,6.48
Kelvin Amian,J19,DF,Nantes,Ligue 1,77.0,4.85
Alexandre Lacazette,J19,FW,Lyon,Ligue 1,63.0,6.79
Georges Mikautadze,J19,FW,Lyon,Ligue 1,27.0,6.06
Ernest Nuamah,J19,MO,Lyon,Ligue 1,90.0,7.69
Rayan Cherki,J19,MO,Lyon,Ligue 1,63.0,7.56
Thiago Almada,J19,MO,Lyon,Ligue 1,27.0,6.42
Corentin Tolisso,J19,MO,Lyon,Ligue 1,90.0,6.83
Nemanja Matić,J19,MF,Lyon,Ligue 1,90.0,6.91
Jordan Veretout,J19,MO,Lyon,Ligue 1,90.0,5.68
Nicolás Tagliafico,J19,DF,Lyon,Ligue 1,90.0,7.82
Moussa Niakhate,J19,DF,Lyon,Ligue 1,90.0,6.68
Clinton Mata,J19,DF,Lyon,Ligue 1,90.0,7.27
Sael Kumbedi,J19,DF,Lyon,Ligue 1,72.0,6.95
Gaëtan Laborde,J19,FW,Nice,Ligue 1,87.0,6.8
Mohamed Ali Cho,J19,MO,Nice,Ligue 1,80.0,7.19
Evann Guessand,J19,MO,Nice,Ligue 1,90.0,7.41
Baptiste Santamaria,J19,MF,Nice,Ligue 1,87.0,6.11
Hicham Boudaoui,J19,MF,Nice,Ligue 1,90.0,6.42
Ali Abdi,J19,DF,Nice,Ligue 1,66.0,5.86
Moïse Bombito,J19,DF,Nice,Ligue 1,24.0,4.94
Jonathan Clauss,J19,DF,Nice,Ligue 1,90.0,7.3
Melvin Bard,J19,DF,Nice,Ligue 1,90.0,6.96
Dante,J19,DF,Nice,Ligue 1,90.0,6.84
Youssouf Ndayishimiye,J19,DF,Nice,Ligue 1,90.0,6.2
Neal Maupay,J19,FW,Marseille,Ligue 1,60.0,6.3
Robinio Vaz,J19,FW,Marseille,Ligue 1,30.0,5.67
Adrien Rabiot,J19,MO,Marseille,Ligue 1,90.0,6.53
Mason Greenwood,J19,MO,Marseille,Ligue 1,90.0,6.78
Pierre Højbjerg,J19,MF,Marseille,Ligue 1,90.0,7.54
Valentin Rongier,J19,MF,Marseille,Ligue 1,60.0,7.22
Jon Rowe,J19,MO,Marseille,Ligue 1,30.0,6.2
Quentin Merlin,J19,DF,Marseille,Ligue 1,90.0,6.48
Luis Henrique,J19,DF,Marseille,Ligue 1,74.0,5.85
Lilian Brassier,J19,DF,Marseille,Ligue 1,60.0,6.51
Pol Lirola,J19,DF,Marseille,Ligue 1,30.0,5.42
Leonardo Balerdi,J19,DF,Marseille,Ligue 1,90.0,7.8
Michael Amir Murillo,J19,DF,Marseille,Ligue 1,90.0,7.4
Andy Delort,J20,FW,Montpellier,Ligue 1,63.0,6.09
Wahbi Khazri,J20,FW,Montpellier,Ligue 1,27.0,6.47
Musa Al-Taamari,J20,FW,Montpellier,Ligue 1,90.0,6.53
Téji Savanier,J20,MF,Montpellier,Ligue 1,90.0,7.06
Khalil Fayad,J20,MO,Montpellier,Ligue 1,68.0,5.69
Rabby Nzingoula,J20,MF,Montpellier,Ligue 1,22.0,6.82
Joris Chotard,J20,MF,Montpellier,Ligue 1,90.0,6.37
Becir Omeragic,J20,DF,Montpellier,Ligue 1,90.0,6.65
Théo Sainte-Luce,J20,DF,Montpellier,Ligue 1,63.0,5.31
Othmane Maamma,J20,DF,Montpellier,Ligue 1,27.0,5.06
Modibo Sagnan,J20,DF,Montpellier,Ligue 1,90.0,7.78
Boubakar Kouyaté,J20,DF,Montpellier,Ligue 1,63.0,7.88
Yael Mouanga,J20,DF,Montpellier,Ligue 1,27.0,6.63
Enzo Tchato,J20,DF,Montpellier,Ligue 1,80.0,6.1
Goduine Koyalipou,J20,FW,Lens,Ligue 1,59.0,6.78
Jeremy Agbonifo,J20,FW,Lens,Ligue 1,31.0,7.31
M'Bala Nzola,J20,FW,Lens,Ligue 1,89.0,7.52
Andy Diouf,J20,MF,Lens,Ligue 1,78.0,6.94
Neil El Aynaoui,J20,MF,Lens,Ligue 1,90.0,7.13
Adrien Thomasson,J20,MF,Lens,Ligue 1,89.0,7.3
Deiver Machado,J20,DF,Lens,Ligue 1,90.0,6.57
Facundo Medina,J20,DF,Lens,Ligue 1,90.0,7.11
Malang Sarr,J20,DF,Lens,Ligue 1,90.0,6.74
Jonathan Gradit,J20,DF,Lens,Ligue 1,89.0,6.45
Przemysław Frankowski,J20,DF,Lens,Ligue 1,90.0,6.4
Ludovic Ajorque,J20,FW,Brest,Ligue 1,90.0,7.28
Abdallah Sima,J20,MO,Brest,Ligue 1,69.0,6.17
Mama Samba Baldé,J20,MO,Brest,Ligue 1,21.0,5.4
Romain Del Castillo,J20,MO,Brest,Ligue 1,69.0,6.6
Kamory Doumbia,J20,MO,Brest,Ligue 1,21.0,5.96
Romain Faivre,J20,MO,Brest,Ligue 1,87.0,6.5
Pierre Lees-Melou,J20,MF,Brest,Ligue 1,76.0,6.59
Mahdi Camara,J20,MF,Brest,Ligue 1,76.0,5.92
Luck Zogbé,J20,DF,Brest,Ligue 1,90.0,7.43
Abdoulaye Niakhate Ndiaye,J20,DF,Brest,Ligue 1,90.0,6.64
Brendan Chardonnet,J20,DF,Brest,Ligue 1,90.0,7.69
Kenny Lala,J20,DF,Brest,Ligue 1,90.0,5.96
Ousmane Dembélé,J20,FW,Paris S-G,Ligue 1,66.0,8.32
Gonçalo Ramos,J20,FW,Paris S-G,Ligue 1,24.0,7.84
Khvicha Kvaratskhelia,J20,MO,Paris S-G,Ligue 1,57.0,6.92
Désiré Doué,J20,MO,Paris S-G,Ligue 1,33.0,7.35
Bradley Barcola,J20,MO,Paris S-G,Ligue 1,66.0,7.04
Lucas Hernández,J20,DF,Paris S-G,Ligue 1,24.0,5.93
Fabián Ruiz Peña,J20,MO,Paris S-G,Ligue 1,90.0,5.97
Vitinha,J20,MF,Paris S-G,Ligue 1,90.0,7.17
Lee Kang-in,J20,MO,Paris S-G,Ligue 1,80.0,6.58
Nuno Mendes,J20,DF,Paris S-G,Ligue 1,90.0,6.63
Willian Pacho,J20,DF,Paris S-G,Ligue 1,90.0,5.79
Marquinhos,J20,DF,Paris S-G,Ligue 1,90.0,7.3
Achraf Hakimi,J20,DF,Paris S-G,Ligue 1,90.0,6.83
Mika Biereth,J20,FW,Monaco,Ligue 1,90.0,8.27
Aleksandr Golovin,J20,MO,Monaco,Ligue 1,44.0,6.64
Breel Embolo,J20,FW,Monaco,Ligue 1,46.0,7.7
Maghnes Akliouche,J20,MO,Monaco,Ligue 1,90.0,6.66
Takumi Minamino,J20,MO,Monaco,Ligue 1,86.0,6.27
Denis Zakaria,J20,MF,Monaco,Ligue 1,90.0,6.68
Lamine Camara,J20,MF,Monaco,Ligue 1,44.0,6.65
Soungoutou Magassa,J20,MF,Monaco,Ligue 1,46.0,7.29
Christian Mawissa,J20,DF,Monaco,Ligue 1,44.0,6.89
Caio Henrique Oliveira Silva,J20,DF,Monaco,Ligue 1,46.0,6.17
Mohammed Salisu,J20,DF,Monaco,Ligue 1,90.0,6.86
Thilo Kehrer,J20,DF,Monaco,Ligue 1,90.0,7.49
Vanderson,J20,DF,Monaco,Ligue 1,61.0,7.63
Krépin Diatta,J20,DF,Monaco,Ligue 1,29.0,7.25
Lassine Sinayoko,J20,FW,Auxerre,Ligue 1,75.0,6.32
Hamed Junior Traorè,J20,MO,Auxerre,Ligue 1,90.0,7.36
Han-Noah Massengo,J20,MF,Auxerre,Ligue 1,75.0,6.05
Elisha Owusu,J20,MF,Auxerre,Ligue 1,90.0,6.18
Gaëtan Perrin,J20,MO,Auxerre,Ligue 1,90.0,6.92
Gideon Mensah,J20,DF,Auxerre,Ligue 1,87.0,6.98
Clément Akpa,J20,DF,Auxerre,Ligue 1,75.0,5.98
Jubal,J20,DF,Auxerre,Ligue 1,90.0,7.35
Sinaly Diomande,J20,DF,Auxerre,Ligue 1,90.0,6.97
Paul Joly,J20,DF,Auxerre,Ligue 1,74.0,7.03
Jonathan David,J20,FW,Lille,Ligue 1,90.0,8.12
Hákon Arnar Haraldsson,J20,MO,Lille,Ligue 1,83.0,7.58
Rémy Cabella,J20,MO,Lille,Ligue 1,63.0,6.9
Ethan Mbappé,J20,MO,Lille,Ligue 1,27.0,7.04
Angel Gomes,J20,MO,Lille,Ligue 1,45.0,5.83
Osame Sahraoui,J20,MO,Lille,Ligue 1,45.0,8.26
André Gomes,J20,MF,Lille,Ligue 1,90.0,7.52
Ngal'Ayel Mukau,J20,MF,Lille,Ligue 1,90.0,7.28
Gabriel Gudmundsson,J20,DF,Lille,Ligue 1,76.0,7.14
Alexsandro Ribeiro,J20,DF,Lille,Ligue 1,90.0,7.07
Bafodé Diakité,J20,DF,Lille,Ligue 1,90.0,6.86
Aïssa Mandi,J20,DF,Lille,Ligue 1,45.0,6.16
Thomas Meunier,J20,DF,Lille,Ligue 1,45.0,7.18
Lucas Stassin,J20,FW,Saint-Étienne,Ligue 1,50.0,6.21
Yunis Abdelhamid,J20,DF,Saint-Étienne,Ligue 1,40.0,6.12
Zuriko Davitashvili,J20,MO,Saint-Étienne,Ligue 1,86.0,7.34
Irvin Cardona,J20,MO,Saint-Étienne,Ligue 1,45.0,6.04
Augustine Boakye,J20,MO,Saint-Étienne,Ligue 1,45.0,5.93
Louis Mouton,J20,MO,Saint-Étienne,Ligue 1,72.0,5.83
Pierre Ekwah Elimby,J20,MF,Saint-Étienne,Ligue 1,90.0,6.85
Benjamin Bouchouari,J20,MO,Saint-Étienne,Ligue 1,90.0,6.58
Léo Pétrot,J20,DF,Saint-Étienne,Ligue 1,72.0,6.4
Mickael Nade,J20,DF,Saint-Étienne,Ligue 1,90.0,6.61
Dylan Batubinsika,J20,DF,Saint-Étienne,Ligue 1,47.0,5.67
Dennis Appiah,J20,DF,Saint-Étienne,Ligue 1,90.0,7.04
Frank Magri,J20,FW,Toulouse,Ligue 1,60.0,6.68
Joshua King,J20,MO,Toulouse,Ligue 1,30.0,5.59
Yann Gboho,J20,MO,Toulouse,Ligue 1,60.0,7.07
Shavy Babicka,J20,MO,Toulouse,Ligue 1,30.0,5.88
Zakaria Aboukhlal,J20,MO,Toulouse,Ligue 1,90.0,6.06
Cristian Cásseres Jr.,J20,MF,Toulouse,Ligue 1,90.0,7.13
Jaydee Canvot,J20,MF,Toulouse,Ligue 1,81.0,5.73
Aron Dønnum,J20,DF,Toulouse,Ligue 1,90.0,5.65
Waren Kamanzi,J20,DF,Toulouse,Ligue 1,65.0,5.58
Rafik Messali,J20,DF,Toulouse,Ligue 1,25.0,6.94
Gabriel Suazo,J20,DF,Toulouse,Ligue 1,90.0,7.66
Ümit Akdag,J20,DF,Toulouse,Ligue 1,60.0,6.65
Miha Zajc,J20,MF,Toulouse,Ligue 1,30.0,6.2
Mark McKenzie,J20,DF,Toulouse,Ligue 1,90.0,7.74
Gaëtan Laborde,J20,FW,Nice,Ligue 1,80.0,7.47
Mohamed Ali Cho,J20,MO,Nice,Ligue 1,89.0,6.71
Evann Guessand,J20,MO,Nice,Ligue 1,66.0,6.08
Sofiane Diop,J20,MO,Nice,Ligue 1,24.0,6.21
Baptiste Santamaria,J20,MF,Nice,Ligue 1,90.0,6.22
Hicham Boudaoui,J20,MF,Nice,Ligue 1,90.0,6.35
Ali Abdi,J20,DF,Nice,Ligue 1,66.0,6.75
Moïse Bombito,J20,DF,Nice,Ligue 1,24.0,5.38
Jonathan Clauss,J20,DF,Nice,Ligue 1,88.0,6.52
Melvin Bard,J20,DF,Nice,Ligue 1,90.0,7.32
Dante,J20,DF,Nice,Ligue 1,90.0,7.2
Youssouf Ndayishimiye,J20,DF,Nice,Ligue 1,90.0,7.25
Amine Salama,J20,FW,Reims,Ligue 1,62.0,6.1
Mamadou Diakhon,J20,FW,Reims,Ligue 1,28.0,6.41
Keito Nakamura,J20,MO,Reims,Ligue 1,90.0,6.77
Junya Ito,J20,MO,Reims,Ligue 1,90.0,7.53
Marshall Munetsi,J20,MO,Reims,Ligue 1,90.0,5.46
John Joe,J20,MF,Reims,Ligue 1,62.0,5.38
Nhoa Sangui,J20,MF,Reims,Ligue 1,28.0,6.0
Valentin Atangana Edoa,J20,MF,Reims,Ligue 1,84.0,6.27
Sergio Akieme,J20,DF,Reims,Ligue 1,77.0,6.09
Cédric Kipré,J20,DF,Reims,Ligue 1,90.0,5.77
Joseph Okumu,J20,DF,Reims,Ligue 1,89.0,7.35
Aurélio Buta,J20,DF,Reims,Ligue 1,90.0,5.79
Mostafa Mohamed,J20,FW,Nantes,Ligue 1,71.0,7.1
Moses Simon,J20,MO,Nantes,Ligue 1,89.0,6.23
Matthis Abline,J20,MO,Nantes,Ligue 1,90.0,7.88
Johann Lepenant,J20,MO,Nantes,Ligue 1,87.0,6.31
Pedro Chirivella,J20,MF,Nantes,Ligue 1,90.0,7.3
Jean-Charles Castelletto,J20,MO,Nantes,Ligue 1,90.0,6.42
Nicolas Cozza,J20,DF,Nantes,Ligue 1,89.0,6.9
Nicolas Pallois,J20,DF,Nantes,Ligue 1,90.0,7.17
Saidou Sow,J20,DF,Nantes,Ligue 1,90.0,7.14
Marcus Coco,J20,DF,Nantes,Ligue 1,87.0,7.58
Kyogo Furuhashi,J20,FW,Rennes,Ligue 1,65.0,5.43
Mohamed Meité,J20,FW,Rennes,Ligue 1,25.0,6.06
Arnaud Kalimuendo,J20,MO,Rennes,Ligue 1,89.0,6.58
Ludovic Blas,J20,MO,Rennes,Ligue 1,90.0,6.95
Adrien Truffert,J20,MO,Rennes,Ligue 1,90.0,6.68
Djaoui Cissé,J20,MF,Rennes,Ligue 1,54.0,7.27
Naouirou Ahamada,J20,MF,Rennes,Ligue 1,36.0,5.96
Jordan James,J20,MF,Rennes,Ligue 1,90.0,7.11
Lorenz Assignon,J20,MO,Rennes,Ligue 1,90.0,6.2
Lilian Brassier,J20,DF,Rennes,Ligue 1,65.0,7.0
Mikayil Ngor Faye,J20,DF,Rennes,Ligue 1,25.0,5.98
Christopher Wooh,J20,DF,Rennes,Ligue 1,90.0,6.82
Hans Hateboer,J20,DF,Rennes,Ligue 1,90.0,7.01
Emanuel Emegha,J20,FW,Strasbourg,Ligue 1,90.0,6.73
Félix Lemaréchal,J20,MO,Strasbourg,Ligue 1,80.0,6.03
Guimissongui Ouattara,J20,MO,Strasbourg,Ligue 1,80.0,5.69
Diego Moreira,J20,MO,Strasbourg,Ligue 1,90.0,6.59
Andrey Santos,J20,MF,Strasbourg,Ligue 1,90.0,7.11
Habib Diarra,J20,MF,Strasbourg,Ligue 1,90.0,6.35
Guela Doué,J20,MO,Strasbourg,Ligue 1,90.0,6.17
Ismaël Doukouré,J20,DF,Strasbourg,Ligue 1,90.0,7.21
Andrew Omobamidele,J20,DF,Strasbourg,Ligue 1,90.0,6.28
Mamadou Sarr,J20,DF,Strasbourg,Ligue 1,90.0,6.27
Esteban Lepaul,J20,FW,Angers,Ligue 1,73.0,5.93
Farid El Melali,J20,FW,Angers,Ligue 1,73.0,6.72
Jim Allevinah,J20,DF,Angers,Ligue 1,45.0,5.02
Abdoulaye Bamba,J20,DF,Angers,Ligue 1,45.0,6.42
