Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
br BRA,DF,Santos,38-037,1987,6,6,540,37,24,36,53
mx MEX,GK,UNAM,32,1992,4,4,360,41,48,49,63
pt POR,MO,Famalicão,27,1996,30,13,1406,69,52,69,72
br BRA,DF,Bahia,32-134,1993,23,17,1532,82,68,66,42
mx MEX,MF,Mazatlán,19,2004,12,3,417,46,44,76,58
gw GNB,DF,Moreirense,20,2003,5,3,317,30,30,42,50
py PAR,DF,FC Cincinnati,22-109,2003,14,11,1046,37,36,37,73
mx MEX,MO,Tijuana,15,2008,27,11,1355,60,67,80,35
mx MEX,DF,Guadalajara,25,1999,25,25,2228,51,38,33,48
be BEL,DF,Gent,17,2006,4,0,18,48,37,45,18
be BEL,DF,Kortrijk,28,1996,19,12,1094,76,52,59,31
be BEL,DF,Dender,30,1994,28,28,2477,26,43,37,63
ar ARG,MF,San Martín de San Juan,25-128,2000,3,2,160,26,21,25,57
ge GEO,MF,AVS Futebol,29,1995,9,3,306,48,59,36,63
ge GEO,MO,Watford,24,1999,39,37,3281,55,79,74,44
ge GEO,MO,Frosinone,21,2003,33,13,1671,60,56,71,61
uy URU,MF,Flamengo,31-048,1994,16,16,1224,94,77,85,19
it ITA,DF,Sampdoria,25,1998,14,13,1060,41,30,31,52
it ITA,DF,Frosinone,22,2002,4,1,171,28,33,27,65
br BRA,FW,River Plate,19-094,2006,1,0,1,16,13,7,41
gr GRE,FW,Cruz Azul,29,1994,26,16,1333,73,64,50,62
ar ARG,MO,Newell's OB,20-059,2005,6,0,197,49,34,46,70
it ITA,DF,Pisa,21,2003,22,21,1710,57,68,66,51
ar ARG,FW,Rosario Central,18-120,2007,1,0,4,16,33,52,11
it ITA,MO,Catanzaro,22,2002,2,0,44,54,19,74,19
it ITA,DF,Modena,30,1994,35,30,2746,55,57,42,70
br BRA,MO,Juventude,27-303,1997,10,4,361,23,39,49,36
ar ARG,MF,Aldosivi,27-039,1998,15,11,1030,58,56,53,53
ar ARG,MF,ar River Plate,26-031,1999,12,10,680,69,49,52,56
it ITA,MF,Bari,26,1998,25,18,1439,72,40,55,39
it ITA,MO,Frosinone,20,2003,36,27,2209,61,56,36,46
it ITA,DF,Spezia,24,2000,25,12,1134,85,55,61,34
au AUS,DF,Vancouver W'caps,20-250,2004,3,1,116,68,54,61,30
it ITA,MO,Modena,25,1998,30,24,1829,69,60,72,28
it ITA,FW,Spezia,23,2001,30,14,1299,46,59,68,48
it ITA,MF,Juve Stabia,23,2001,34,27,2235,58,74,54,34
it ITA,MO,Carrarese,27,1997,15,6,651,45,47,50,61
it ITA,DF,Cesena,30,1993,35,34,2892,59,45,35,55
it ITA,MO,Bari,27,1996,32,23,1838,58,59,55,55
nl NED,DF,Feyenoord,18,2006,26,22,1979,82,85,78,51
nl NED,MF,Sparta R'dam,20,2004,22,14,1283,69,73,63,51
nl NED,DF,Moreirense,25,1999,30,29,2539,65,63,58,38
cw CUW,MF,RKC Waalwijk,24,1999,25,17,1517,43,47,21,55
ar ARG,MF,Godoy Cruz,25-193,2000,16,10,969,52,61,50,60
pe PER,MF,pe Alianza Lima,22-074,2003,2,0,40,38,36,66,49
ar ARG,MO,Deportivo Riestra,35-062,1990,4,1,128,52,22,21,65
ar ARG,DF,Santos,28-125,1997,12,12,1053,57,65,72,72
ar ARG,DF,Racing Club,18-109,2007,2,1,90,42,62,60,60
ar ARG,MF,Platense,26-337,1998,2,1,52,21,14,7,30
ar ARG,DF,Inter Miami,24-083,2001,15,12,1057,29,47,57,63
ar ARG,MO,Newell's OB,26-123,1999,17,12,985,53,76,71,62
uy URU,FW,Botafogo (RJ),32-082,1993,9,4,346,49,37,25,49
uy URU,MF,cl U de Chile,30-209,1994,4,1,109,46,44,47,63
ar ARG,MF,ar River Plate,28-199,1997,16,15,1236,67,74,78,62
ar ARG,MO,Barracas Central,22-137,2003,13,5,586,51,33,22,33
ar ARG,DF,Aldosivi,27-193,1998,16,16,1440,68,42,19,40
ar ARG,MO,River Plate,32-036,1993,6,3,290,53,89,77,35
uy URU,MO,León,24,2000,3,0,10,54,77,27,45
uy URU,FW,uy Nacional,18-301,2006,3,0,83,26,30,26,77
ar ARG,DF,Cruz Azul,29,1994,27,26,2304,56,80,66,65
ar ARG,MF,Tigre,24-289,2000,2,1,68,21,24,10,90
ec ECU,FW,Flamengo,24-260,2000,9,4,484,63,78,79,60
uy URU,DF,Lanús,24-196,2001,11,8,671,47,65,63,66
ar ARG,DF,Instituto,22-137,2003,10,9,837,23,27,15,47
ar ARG,MO,Banfield,26-173,1999,15,11,978,32,53,43,53
cl CHI,MO,River Plate,23-151,2002,6,1,159,39,20,40,35
ar ARG,DF,ar Cen. Córdoba–SdE,21-066,2004,5,3,266,39,32,58,54
ec ECU,GK,ec LDU de Quito,29-141,1996,6,6,526,54,57,46,42
ar ARG,MF,Belgrano,21-082,2004,1,0,13,39,20,51,15
pt POR,MF,Boavista,21,2003,19,9,814,47,41,57,44
pt POR,MO,Porto,23,2001,26,6,761,70,64,79,35
pt POR,MF,Estoril,24,2000,18,3,509,68,33,69,53
pt POR,MF,Swansea City,23,2000,40,39,3141,61,55,41,63
pt POR,DF,Sporting CP,22,2001,28,25,2255,74,79,63,44
pt POR,FW,Sport Recife,30-352,1994,3,2,122,26,34,27,36
cd COD,MO,West Brom,26,1998,34,14,1494,55,66,58,65
sct SCO,DF,Norwich City,32,1991,3,1,79,42,21,21,39
jm JAM,DF,Oxford United,29,1994,34,24,2338,81,58,60,52
br BRA,MF,Botafogo (RJ),31-139,1994,18,17,1522,33,55,51,77
it ITA,MF,Bari,24,2000,5,0,39,54,66,97,70
fr FRA,FW,Charleroi,28,1995,17,7,586,46,54,67,53
us USA,DF,Houston Dynamo,26-136,1999,22,18,1687,86,67,85,25
us USA,FW,Westerlo,21,2002,24,17,1529,61,76,79,76
mq MTQ,MO,Modena,33,1991,26,13,1182,56,56,44,45
br BRA,DF,Fluminense,26-324,1998,5,3,247,87,79,71,71
pt POR,MF,Gil Vicente FC,17,2006,1,0,1,21,11,7,6
ar ARG,FW,ar Estudiantes–LP,34-055,1991,18,13,1160,52,53,44,60
ar ARG,GK,ar Talleres,33-140,1992,19,19,1665,66,74,46,56
ar ARG,MO,Platense,30-118,1995,17,17,1330,55,61,39,53
ar ARG,MF,UANL,34,1990,24,24,2159,50,38,35,59
ar ARG,GK,ec Independiente,27-154,1998,6,6,540,49,46,42,47
br BRA,MO,Santos,30-097,1995,14,13,1116,57,51,63,81
br BRA,DF,Atlético Mineiro,28-096,1997,5,5,358,70,79,85,58
br BRA,DF,Austin,25-079,2000,22,21,1773,76,62,60,63
br BRA,MF,FC Juárez,24,1999,27,25,2175,77,67,47,36
br BRA,MF,Moreirense,23,2001,4,0,45,29,33,26,34
br BRA,FW,Ceará,20-085,2005,5,0,137,39,63,35,77
pt POR,DF,Santa Clara,26,1997,6,4,331,36,34,43,29
br BRA,FW,Moreirense,28,1995,30,19,1699,48,49,36,55
pt POR,MF,Estrela,20,2003,11,9,748,31,32,52,73
br BRA,FW,Corinthians,18-163,2007,3,1,102,20,32,22,41
br BRA,DF,Fortaleza,31-321,1993,7,6,536,74,55,42,45
fr FRA,GK,Dender,23,2001,1,0,49,41,43,41,32
be BEL,MF,Union SG,34,1990,3,1,114,60,72,54,26
ar ARG,MF,Atlé Tucumán,36-261,1988,14,11,895,38,54,37,68
mx MEX,GK,Querétaro,33,1990,25,25,2250,51,43,43,73
ar ARG,DF,py Cerro Porteño,31-223,1993,4,4,314,60,55,73,42
ar ARG,DF,pe Alianza Lima,25-145,2000,4,3,314,54,46,60,74
mx MEX,FW,UNAM,29,1995,29,18,1671,57,55,36,50
ar ARG,MF,Fortaleza,33-281,1991,12,6,584,43,73,36,34
mx MEX,MF,Santos,19,2004,10,2,335,62,44,81,71
mx MEX,GK,AVS Futebol,39,1985,23,23,2070,47,51,43,69
uy URU,MF,Flamengo,32-117,1993,13,6,625,38,66,88,49
bo BOL,GK,pe Alianza Lima,32-162,1993,6,6,540,56,42,43,34
uy URU,GK,uy Peñarol,30-273,1994,3,3,270,57,76,44,32
se SWE,DF,Twente,24,2000,20,15,1453,69,73,47,70
se SWE,FW,Club Brugge,27,1997,22,18,1551,78,60,48,63
br BRA,MF,RB Bragantino,21-087,2004,6,0,102,54,62,83,55
br BRA,GK,Juventude,32-131,1993,7,7,585,48,54,46,65
py PAR,MO,py Libertad,25-217,1999,6,2,287,59,21,22,64
pt POR,MF,AVS Futebol,24,2000,23,19,1577,57,38,27,54
ar ARG,DF,Pachuca,38,1985,14,13,1093,26,34,29,51
us USA,MO,Orlando City,16-324,2008,5,0,17,59,81,66,31
co COL,MF,Grêmio,32-278,1992,2,1,85,23,29,29,62
ar ARG,MO,Atlas,28,1996,17,10,792,52,69,30,61
pe PER,DF,pe Universitario,29-317,1995,1,0,15,59,29,14,26
ar ARG,FW,Deportivo Riestra,34-349,1990,2,1,74,42,63,50,29
br BRA,MF,Puebla,28,1996,29,24,2087,62,34,56,59
ve VEN,MF,ve Carabobo,29-149,1996,6,6,540,34,38,54,24
py PAR,DF,Palmeiras,32-074,1993,13,13,1159,47,32,26,52
nl NED,MO,Sheffield Utd,27,1997,41,36,3124,67,81,46,51
br BRA,DF,Corinthians,32-117,1993,8,8,588,47,54,56,67
br BRA,MO,Santa Clara,24,1999,17,9,822,35,75,31,74
br BRA,FW,Sport Recife,24-178,2001,1,0,17,59,32,89,11
br BRA,DF,Fortaleza,20-359,2004,14,14,1204,39,44,53,51
br BRA,DF,Grêmio,22-342,2002,4,3,242,53,38,45,87
pt POR,MF,AVS Futebol,21,2003,18,7,674,50,31,22,66
bo BOL,MF,bo San Antonio Bulo Bulo,21-069,2004,5,3,202,25,23,39,43
br BRA,MO,Vitória,27-315,1997,10,6,480,35,62,57,28
br BRA,MO,Internacional,20-043,2005,10,2,331,74,47,85,54
co COL,MF,Hull City,21,2003,30,22,1889,66,54,61,50
br BRA,MO,Atlético Mineiro,31-195,1994,13,12,1002,37,82,36,42
ec ECU,DF,ec Barcelona,26-052,1999,6,6,540,31,24,30,42
py PAR,DF,py Cerro Porteño,34-093,1991,6,6,521,44,57,40,60
br BRA,FW,Vitória,25,1999,21,9,871,79,51,66,66
pt POR,MF,Famalicão,19,2004,33,32,2520,79,64,64,35
nl NED,MF,Almere City,22,2002,2,0,12,21,11,26,20
nl NED,MF,PSV Eindhoven,26,1997,32,23,2019,89,72,65,27
uy URU,DF,RB Bragantino,25-161,2000,13,13,1170,57,31,41,37
sr SUR,MO,Antwerp,28,1995,29,28,2327,62,53,73,58
tr TUR,FW,Arouca,25,1999,23,8,762,69,52,57,64
br BRA,FW,Santa Clara,23,2001,1,0,1,16,13,7,11
us USA,FW,Coventry City,26,1998,27,21,1947,77,51,69,63
rw RWA,MF,Beerschot,19,2005,9,8,704,47,68,68,42
sn SEN,DF,San Diego FC,23-043,2002,7,0,196,49,68,64,39
nl NED,DF,Almere City,24,2000,28,27,2344,70,65,69,57
bd BAN,MF,Sheffield Utd,26,1997,16,13,1105,24,26,36,77
ma MAR,MF,Südtirol,26,1998,20,7,801,68,41,52,41
ma MAR,DF,OH Leuven,26,1997,12,6,581,49,67,83,61
fr FRA,MF,Burnley,23,2001,8,1,97,40,52,22,35
be BEL,DF,Swansea City,25,1999,12,10,888,32,46,45,78
be BEL,MF,Cercle Brugge,31,1993,27,25,1997,60,64,48,76
at AUT,MO,NYCFC,26-094,1999,22,21,1813,74,60,70,63
tn TUN,MO,Burnley,21,2003,37,23,1924,44,70,52,58
be BEL,MF,Club Brugge,31,1992,29,29,2583,89,92,78,35
de GER,MO,Nashville SC,30-120,1995,23,23,2025,86,81,63,23
us USA,DF,LA Galaxy,18-028,2007,4,3,244,58,45,64,20
mx MEX,MF,FC Juárez,24,2000,13,7,734,44,25,10,78
co COL,GK,co Nacional,31-336,1993,1,1,90,69,63,49,40
sv SLV,MF,Chicago Fire,21-333,2003,1,0,1,21,11,7,17
eng ENG,MF,Derby County,17,2007,15,12,1105,46,27,34,66
sct SCO,MF,QPR,22,2001,29,17,1583,39,40,38,69
eng ENG,DF,Sheffield Utd,22,2002,43,39,3460,87,71,76,45
eng ENG,MF,Sunderland,19,2004,4,2,132,57,68,77,50
eng ENG,DF,Sheffield Utd,23,2001,6,6,472,59,62,69,56
eng ENG,MO,Bristol City,29,1995,3,0,38,65,37,9,15
eng ENG,DF,Swansea City,24,1999,39,38,3335,75,68,50,36
eng ENG,MF,Leeds United,15,2008,1,0,5,21,11,7,6
nl NED,MO,Twente,18,2005,2,0,12,42,15,34,6
eng ENG,MO,Blackburn,20,2003,9,0,149,78,30,41,38
eng ENG,DF,Blackburn,25,1998,15,12,1039,50,73,53,37
au AUS,DF,Sheffield Utd,25,1998,21,20,1768,41,42,40,49
ie IRL,FW,Hull City,20,2004,3,1,103,50,48,78,75
eng ENG,FW,West Brom,18,2005,1,0,13,16,42,17,71
jp JPN,DF,Kortrijk,23,2000,18,17,1544,32,50,52,50
eng ENG,FW,Portsmouth,20,2003,12,3,294,39,23,47,49
0,DF,OH Leuven,26,1997,18,17,1555,54,42,44,41
de GER,MF,Fortuna Sittard,21,2003,2,0,6,65,41,51,15
us USA,MF,Minnesota Utd,27-347,1997,5,5,373,61,45,35,50
eng ENG,DF,Blackburn,24,1999,16,16,1363,46,60,61,55
eng ENG,MF,Middlesbrough,22,2002,43,43,3792,82,82,72,51
au AUS,DF,Portsmouth,20,2004,6,3,318,33,47,43,43
eng ENG,MF,Bristol City,22,2002,30,15,1635,62,59,63,46
br BRA,MO,Toluca,24,2000,19,7,731,72,55,83,59
be BEL,GK,Genk,31,1993,19,19,1710,48,54,58,43
ua UKR,MO,CF Montréal,19-009,2006,5,3,245,41,49,93,69
de GER,MF,Union SG,25,1998,5,3,248,53,73,70,62
dk DEN,MO,Pisa,20,2003,15,7,540,49,20,31,38
br BRA,FW,São Paulo,18-252,2006,2,0,31,59,49,74,20
pt POR,FW,Arouca,22,2002,24,14,1107,63,55,41,45
pt POR,MF,Sporting CP,19,2005,3,0,24,41,27,75,29
pe PER,MF,pe Sporting Cristal,20-172,2005,3,0,41,55,81,43,25
us USA,DF,St. Louis,27-024,1998,11,9,868,35,44,25,61
eng ENG,DF,Standard Liège,22,2001,26,24,2075,31,46,58,46
mx MEX,FW,América,31,1992,24,18,1674,70,79,48,51
co COL,FW,RB Bragantino,23-246,2001,8,4,411,52,68,92,65
us USA,DF,Toronto FC,29-288,1995,6,5,278,32,37,55,38
mx MEX,MF,Cercle Brugge,19,2005,17,12,942,52,48,72,58
py PAR,MF,py Libertad,34-101,1991,6,6,495,28,26,40,61
ar ARG,FW,pe Alianza Lima,41-099,1984,6,2,226,46,57,36,53
ar ARG,DF,Huracán,28-193,1997,7,5,448,31,19,69,27
ec ECU,GK,Huracán,38-111,1987,16,16,1440,45,63,43,33
ar ARG,DF,San Martín de San Juan,34-113,1991,4,3,324,50,54,27,69
ar ARG,MO,SJ Earthquakes,24-315,2000,6,4,270,44,54,67,69
bo BOL,MO,bo San Antonio Bulo Bulo,29-071,1996,4,0,90,38,21,28,61
be BEL,DF,Beerschot,28,1996,11,11,907,62,55,48,39
br BRA,DF,Vitória,23,2001,12,6,580,53,53,74,48
nl NED,GK,Groningen,30,1994,2,2,180,41,47,49,41
nl NED,DF,Oxford United,27,1997,21,10,997,69,42,47,59
jp JPN,MF,Sporting CP,29,1995,23,13,1294,75,82,63,63
jp JPN,MO,Sint-Truiden,23,2000,4,0,17,34,20,29,6
mx MEX,FW,PSV Eindhoven,29,1995,27,15,1433,84,88,89,69
se SWE,DF,Groningen,25,1998,14,14,1240,30,32,42,66
is ISL,DF,Carrarese,29,1995,3,2,151,34,32,43,38
kr KOR,MF,Gent,25,1999,3,3,248,45,45,68,22
pe PER,MF,pe Universitario,36-147,1989,1,1,63,31,35,36,24
ar ARG,MO,San Martín de San Juan,29-141,1996,9,4,362,33,34,50,71
ro ROU,GK,Sassuolo,26,1998,27,27,2430,48,47,51,51
jp JPN,MO,D.C. United,23-018,2002,23,18,1408,35,45,35,59
bg BUL,DF,Heerenveen,22,2002,6,4,359,70,41,39,71
co COL,DF,bo San Antonio Bulo Bulo,27-240,1997,5,5,450,30,19,39,57
br BRA,MF,Juventude,24-186,2001,1,1,65,32,21,30,20
br BRA,DF,Corinthians,27-324,1997,3,2,154,58,55,73,52
pe PER,MF,pe Universitario,27-159,1998,2,0,31,44,16,57,23
py PAR,FW,py Olimpia,21-354,2003,4,2,187,49,40,14,29
es ESP,DF,Feyenoord,21,2002,20,14,1197,61,84,86,45
mx MEX,MO,Guadalajara,18,2006,15,10,871,53,46,67,78
be BEL,FW,Chicago Fire,28-162,1997,21,21,1754,75,62,48,75
py PAR,MO,py Olimpia,27-229,1997,5,1,132,86,63,56,63
cf CTA,DF,Gent,21,2002,18,14,1219,59,60,72,64
mx MEX,GK,Mazatlán,33,1990,34,34,3015,52,59,65,45
mx MEX,DF,Santos,34,1990,2,1,76,22,15,11,34
be BEL,MF,Sint-Truiden,18,2006,2,0,36,21,32,66,15
fr FRA,GK,LAFC,38-205,1986,18,18,1620,54,46,45,38
py PAR,MO,py Libertad,25-083,2000,2,1,101,39,85,41,16
br BRA,MF,Vasco da Gama,27-197,1998,12,10,949,34,50,27,47
ar ARG,DF,Atlas,33,1991,31,31,2777,30,37,22,43
be BEL,DF,Club Brugge,22,2002,14,4,452,93,90,90,59
br BRA,GK,Corinthians,26-169,1999,9,9,810,51,54,43,33
no NOR,MO,Club Brugge,24,2000,23,14,1162,55,76,52,68
br BRA,FW,Atlético Mineiro,38-359,1986,12,11,1000,57,73,76,45
iq IRQ,DF,Heerenveen,22,2002,6,1,212,28,32,38,58
kr KOR,MF,Feyenoord,27,1996,21,20,1618,75,81,58,47
br BRA,MF,Santos,21-117,2004,1,0,13,39,44,11,6
ci CIV,MO,Gent,18,2005,5,2,209,61,32,80,35
es ESP,MO,Corinthians,29-308,1995,9,3,246,51,20,12,47
mx MEX,MF,Santos,20,2004,1,0,7,40,24,14,6
py PAR,DF,Inter Miami,27-179,1998,9,3,382,71,65,41,54
ar ARG,MO,Tigre,30-228,1994,13,4,506,28,31,44,50
mx MEX,MF,Toluca,34,1990,12,5,462,40,82,54,54
mx MEX,GK,Santos,23,2001,1,1,90,41,44,50,32
mx MEX,DF,Monterrey,36,1988,18,14,1321,29,52,50,22
mx MEX,DF,UNAM,20,2004,2,2,114,39,51,38,40
mx MEX,FW,León,20,2004,4,0,44,28,21,78,52
py PAR,MO,uy Peñarol,30-358,1994,3,0,84,66,37,29,6
ao ANG,MO,Estoril,30,1994,13,8,606,47,45,48,36
cv CPV,MO,Gent,22,2002,10,0,146,43,72,79,45
br BRA,MF,Fluminense,24-272,2000,9,8,608,66,41,61,59
br BRA,MF,Bahia,28-118,1997,5,3,208,38,32,44,51
us USA,DF,Inter Miami,22-322,2002,11,7,668,56,71,77,67
ar ARG,DF,Philadelphia Union,23-265,2001,4,3,257,72,41,20,53
us USA,MF,SJ Earthquakes,30-111,1995,21,19,1575,72,71,44,42
us USA,DF,Sporting KC,17-043,2008,3,1,136,22,19,32,27
us USA,DF,Colorado Rapids,25-184,2000,13,9,823,32,38,46,29
us USA,DF,San Diego FC,22-120,2003,10,5,562,30,75,52,43
eng ENG,MO,Sunderland,24,2000,6,0,86,47,56,81,57
us USA,DF,Portland Timbers,23-003,2002,11,4,450,74,48,61,41
ar ARG,FW,ar River Plate,18-199,2007,12,2,309,65,61,83,68
pe PER,MF,pe Sporting Cristal,19-308,2005,2,0,29,33,20,49,49
be BEL,DF,Standard Liège,22,2002,25,25,2159,34,30,40,66
nl NED,MO,Plymouth Argyle,21,2003,18,9,717,77,56,80,45
gn GUI,DF,Cercle Brugge,20,2003,22,18,1647,60,48,50,60
fr FRA,MF,Standard Liège,23,2001,9,5,449,25,33,37,62
gh GHA,MO,Feyenoord,19,2004,22,6,790,78,69,81,43
gh GHA,FW,AZ Alkmaar,24,2000,19,12,976,75,88,68,68
sn SEN,DF,Famalicão,19,2005,2,1,103,49,28,19,54
gn GUI,MF,Boavista,25,1999,26,16,1332,30,37,31,52
gn GUI,MF,Genk,20,2004,25,14,1263,35,44,49,81
il ISR,FW,Charlotte,20-344,2004,19,8,830,65,61,50,65
mx MEX,DF,Atlas,24,2000,9,8,581,50,41,48,62
tn TUN,MF,Oxford United,23,2000,28,12,1244,60,58,55,51
de GER,MF,Pisa,26,1998,33,31,2427,74,49,58,67
sy SYR,DF,Banfield,27-188,1998,6,5,460,46,51,68,44
ar ARG,GK,Deportivo Riestra,33-102,1992,17,17,1530,67,70,57,73
uy URU,GK,ec Barcelona,28-184,1997,2,1,144,57,42,41,50
ar ARG,MO,ar River Plate,35-188,1990,10,5,419,68,93,49,62
ar ARG,DF,Atlé Tucumán,22-316,2002,2,2,118,28,17,57,90
ar ARG,DF,Aldosivi,27-010,1998,17,17,1516,49,79,61,74
uy URU,FW,RB Bragantino,26-168,1999,7,3,225,49,38,59,72
ar ARG,MO,Independiente,21-340,2003,7,0,147,55,47,54,69
ar ARG,MO,Boca Juniors,22-037,2003,3,1,102,23,35,12,88
uy URU,MF,Tigre,27-163,1998,1,0,8,39,41,45,6
ar ARG,MF,San Lorenzo,20-105,2005,2,2,179,31,24,15,66
ar ARG,MO,UNAM,28,1995,28,18,1611,63,42,37,52
uy URU,MF,Cruz Azul,32,1992,30,22,1996,90,67,59,50
uy URU,DF,AVS Futebol,20,2003,30,19,1931,51,59,64,45
ar ARG,FW,Tigre,24-218,2000,17,16,1300,67,49,55,44
ar ARG,MO,Platense,24-349,2000,15,0,323,56,44,83,78
uy URU,MF,uy Peñarol,21-322,2003,6,6,508,49,48,70,67
ar ARG,FW,Barracas Central,20-321,2004,1,0,7,35,16,16,11
ar ARG,DF,Platense,28-034,1997,17,17,1530,65,35,35,77
cm CMR,FW,NE Revolution,26-153,1999,15,15,1244,50,54,56,69
br BRA,DF,Fluminense,28-230,1996,7,4,367,44,33,39,39
br BRA,MF,Estrela,21,2003,32,26,2287,36,54,40,62
br BRA,DF,Sport Recife,32-079,1993,9,9,715,60,60,62,76
br BRA,MF,Corinthians,32-335,1992,6,3,342,88,68,88,25
br BRA,MO,Atlético Mineiro,26-124,1999,11,4,384,60,83,37,44
br BRA,FW,Botafogo (RJ),24-144,2001,15,15,1324,61,57,54,54
cl CHI,DF,América,30,1994,1,1,90,30,40,23,68
br BRA,MO,Feyenoord,24,2000,34,34,2872,87,73,78,55
br BRA,MF,Atlético Mineiro,30-082,1995,3,1,99,23,22,13,68
br BRA,DF,Grêmio,20-140,2005,6,5,422,39,47,46,86
eng ENG,FW,Blackburn,16,2008,2,0,7,16,13,36,32
br BRA,DF,São Paulo,28-109,1997,4,2,166,68,75,72,14
ca CAN,FW,Sheffield Weds,25,1998,34,15,1278,31,52,21,58
mx MEX,MF,Monterrey,19,2005,25,15,1288,75,62,77,43
mx MEX,DF,Atlético,20,2003,7,2,174,45,49,55,65
es ESP,MF,San Lorenzo,32-212,1992,8,5,510,74,62,57,28
it ITA,DF,Frosinone,22,2001,35,35,3087,50,40,34,42
sn SEN,DF,Standard Liège,21,2003,26,24,2132,71,74,85,37
il ISR,MF,NE Revolution,20-330,2004,19,16,1404,74,58,75,48
bg BUL,MF,Leeds United,24,2000,23,20,1699,47,76,41,52
ma MAR,MO,QPR,26,1997,28,20,1698,56,83,54,34
gr GRE,MF,Frosinone,23,2001,17,13,1014,69,48,65,57
be BEL,MO,Heerenveen,22,2001,30,22,1929,53,41,61,48
es ESP,MF,Austin,34-240,1990,18,13,1119,24,38,34,43
me MNE,MF,Boavista,25,1999,26,21,1757,69,37,35,43
fr FRA,GK,Leeds United,24,2000,39,39,3510,60,57,60,47
mx MEX,MO,América,24,2000,10,2,202,78,22,18,19
my MAS,FW,ar Vélez Sarsfield,25-185,2000,10,4,424,56,82,83,66
ma MAR,MF,Watford,25,1999,33,30,2677,63,81,55,58
us USA,MF,Philadelphia Union,24-153,2001,22,15,1404,76,56,67,31
ci CIV,MF,Chicago Fire,22-075,2003,9,1,303,26,46,30,61
md MDA,FW,Heerenveen,25,1998,25,13,1270,72,43,51,36
ro ROU,DF,Palermo,28,1996,9,7,631,41,48,51,27
pe PER,MO,pe Sporting Cristal,35-017,1990,6,3,257,20,19,20,45
jp JPN,MO,Westerlo,20,2003,9,8,664,61,51,30,42
br BRA,DF,Atlético Mineiro,21-115,2004,28,15,1239,83,44,54,30
nl NED,MF,PSV Eindhoven,19,2005,8,1,175,92,78,88,72
jm JAM,MF,Portsmouth,29,1995,17,12,936,35,21,25,72
be BEL,FW,Charleroi,28,1996,28,9,925,71,80,79,67
pt POR,DF,Casa Pia,20,2004,1,0,1,22,13,9,4
nir NIR,MF,Standard Liège,20,2003,37,32,2817,70,62,66,61
ch SUI,MO,Leeds United,24,1999,12,0,78,38,44,57,79
wls WAL,MO,Cardiff City,22,2001,9,3,287,66,21,66,65
cw CUW,MF,Heerenveen,18,2005,1,0,9,21,11,12,6
gy GUY,FW,Middlesbrough,25,1999,38,24,2106,46,60,71,74
us USA,MF,LA Galaxy,25-125,2000,18,7,862,30,54,51,44
br BRA,MF,Fluminense,18-086,2007,1,0,22,52,28,28,69
mx MEX,MF,Guadalajara,33,1990,9,1,127,49,46,83,36
ar ARG,MF,Vélez Sarsfield,22-157,2003,4,1,165,47,79,62,61
ar ARG,MO,Sint-Truiden,21,2003,8,1,139,58,57,87,76
mx MEX,MO,Toluca,20,2003,25,13,1216,73,51,61,54
py PAR,FW,RB Bragantino,25-339,1999,11,2,314,76,82,67,30
dz ALG,MO,Westerlo,36,1988,9,1,221,59,32,33,33
pt POR,MF,Moreirense,25,1999,29,25,2021,47,48,40,67
mx MEX,DF,Santos,27,1997,16,11,1011,40,49,54,61
ma MAR,MF,PSV Eindhoven,23,2001,29,20,1782,89,85,86,36
ar ARG,MO,Arg Juniors,38-182,1987,12,1,282,50,51,53,48
es ESP,MO,Braga,20,2004,23,13,1058,79,70,75,56
ma MAR,MF,Gent,26,1997,1,0,4,21,12,16,15
mx MEX,MO,Atlas,21,2003,11,1,186,29,24,62,65
mx MEX,MF,Pachuca,22,2002,2,0,40,26,41,61,27
cl CHI,MO,cl U de Chile,30-027,1995,6,4,366,45,48,27,66
mx MEX,DF,América,24,2000,28,23,2141,68,58,55,54
bf BFA,DF,Benfica,23,2001,3,0,13,60,40,79,13
fr FRA,MO,AVS Futebol,19,2004,18,6,629,33,44,73,61
ml MLI,DF,Estrela,25,1999,21,18,1589,42,31,45,49
cv CPV,MO,Charlotte,24-133,2001,5,0,24,36,33,41,42
br BRA,FW,Mirassol,29-316,1995,9,6,499,39,46,37,68
es ESP,FW,Porto,23,2000,9,5,443,76,85,77,48
py PAR,MO,py Olimpia,23-016,2002,6,6,468,73,44,74,70
sk SVK,DF,Heracles Almelo,23,2001,33,33,2909,51,48,58,42
hr CRO,FW,PSV Eindhoven,35,1989,27,21,1799,80,91,85,73
ru RUS,GK,Famalicão,27,1997,15,15,1350,41,42,45,50
no NOR,MF,Kortrijk,28,1996,11,2,233,42,30,42,59
ar ARG,MO,Gimnasia–LP,22-095,2003,9,1,199,19,19,30,48
pt POR,DF,Fortuna Sittard,34,1990,31,29,2507,53,74,71,44
pt POR,MO,Arouca,29,1995,24,16,1394,29,54,41,79
hr CRO,GK,Hull City,24,2000,44,44,3960,50,51,68,50
co COL,MO,Orlando City,26-119,1999,23,21,1577,41,67,66,54
py PAR,MO,py Libertad,25-094,2000,3,3,219,61,31,39,58
es ESP,MF,Sporting CP,19,2004,18,11,961,72,44,69,58
