Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Daniel Djuric,is ISL,MO,is KV,21,2003,7,5,477,47,64,48,63
Daniel Díaz,es ESP,MF,Real Sociedad,18,2006,1,0,10,41,10,7,80
Daniel Fila,cz CZE,FW,Venezia,21,2002,14,7,608,55,43,53,30
Daniel Guerrero,es ESP,MF,es Betis,19,2005,2,0,44,43,36,16,10
Daniel Jebbison,ca CAN,FW,Bournemouth,20,2003,16,0,119,81,63,88,82
Daniel Langhamer,cz CZE,MF,cz Mladá Boleslav,21,2003,3,1,107,40,16,28,23
Daniel Luna,co COL,MF,Mallorca,21,2003,2,0,20,63,21,78,11
Daniel Maldini,it ITA,MO,Monza,22,2001,30,18,1564,58,29,60,41
Daniel Mancini,ar ARG,MO,gr Panathinaikos,27,1996,7,2,185,47,49,67,45
Daniel Mandroiu,ie IRL,MO,ie Shamrock Rov,25,1998,5,3,261,17,61,26,32
Daniel Mareček,cz CZE,MF,cz Mladá Boleslav,26,1998,5,3,226,48,26,48,41
Daniel Mosquera,co COL,FW,Hellas Verona,24,1999,35,12,1375,54,52,52,59
Daniel Muñoz,co COL,DF,Crystal Palace,28,1996,37,37,3228,77,66,80,72
Daniel O'Shaughnessy,fi FIN,DF,fi HJK,29,1994,6,6,528,27,49,38,46
Daniel Oyegoke,eng ENG,DF,Hellas Verona,21,2003,10,2,350,48,30,73,53
Daniel Parejo,es ESP,MF,Villarreal,35,1989,36,26,2273,66,70,41,66
Daniel Peretz,il ISR,GK,Bayern Munich,24,2000,4,4,360,41,47,61,47
Daniel Podence,pt POR,MO,Wolves,28,1995,2,0,48,24,34,53,6
Daniel Popa,ro ROU,FW,ro FCSB,30,1994,5,1,89,53,58,50,76
Daniel Redmond,eng ENG,MF,wls The New Saints,33,1991,6,6,506,37,37,32,72
Daniel Requena,es ESP,MF,Villarreal,20,2004,1,0,10,41,12,41,6
Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,1,1,37,59,38,67,17
Daniel Schmidt,jp JPN,GK,be Gent,32,1992,1,1,90,41,37,43,34
Daniel Stensson,se SWE,MF,se Djurgården,27,1997,10,9,824,77,84,44,63
Daniel Svensson,se SWE,MF,Dortmund,22,2002,16,12,1132,70,72,61,53
Daniel Vašulín,0,MO,cz Viktoria Plzeň,26,1998,7,1,169,67,15,29,61
Daniel Vivian,es ESP,DF,Athletic Club,25,1999,43,38,3418,70,60,57,59
Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,1,0,2,24,13,8,12
Daniele Baselli,it ITA,MF,Como,32,1992,2,1,22,28,42,48,24
Daniele Ghilardi,it ITA,DF,Hellas Verona,21,2003,24,21,2029,34,38,39,64
Daniele Padelli,it ITA,GK,Udinese,38,1985,1,1,90,41,38,43,34
Daniele Rugani,it ITA,DF,nl Ajax,30,1994,8,6,445,32,21,17,64
Daniele Sommariva,it ITA,GK,Genoa,27,1997,1,0,28,41,48,43,54
Daniels Balodis,lv LVA,DF,lv FK Rīgas FS,26,1998,4,3,289,32,33,10,44
Daniil Khudiakov,ru RUS,GK,at Sturm Graz,20,2004,2,2,180,41,42,43,48
Daniil Kulikov,ru RUS,MF,by Dinamo Minsk,26,1998,5,4,300,41,42,45,52
Danijel Zagorac,hr CRO,GK,hr Dinamo Zagreb,37,1987,3,3,270,41,36,43,58
Danilho Doekhi,nl NED,DF,Union Berlin,26,1998,34,34,3060,55,49,33,45
Danilo,br BRA,MO,Nott'ham Forest,23,2001,25,13,1095,15,49,17,80
Danilo Cataldi,it ITA,MF,Fiorentina,29,1994,31,26,2020,63,51,34,41
Danilo D'Ambrosio,it ITA,DF,Monza,35,1988,20,12,1095,39,52,49,55
Danilo Veiga,pt POR,DF,Lecce,21,2002,13,2,374,53,57,78,58
Danny Grant,ie IRL,DF,ie Shamrock Rov,24,1999,2,2,210,54,49,78,28
Danny Ings,eng ENG,MO,West Ham,32,1992,15,1,284,69,45,53,49
Danny Loader,cm CMR,MO,pt Porto,23,2000,8,3,254,51,20,46,55
Danny Ward,wls WAL,GK,Leicester City,31,1993,2,1,135,41,51,43,37
Danny Welbeck,eng ENG,FW,Brighton,33,1990,30,24,2115,62,59,37,60
Danny da Costa,de GER,DF,Mainz 05,31,1993,25,25,2006,52,72,58,48
Dante,br BRA,DF,Nice,40,1983,28,24,2208,40,55,51,45
Dante Vanzeir,be BEL,FW,be Gent,26,1998,2,1,100,33,60,71,12
Dany Mota,pt POR,MO,Monza,26,1998,31,24,2104,46,36,39,37
Danylo Ihnatenko,ua UKR,MF,sk Slovan Bratislava,27,1997,5,4,329,24,23,11,57
Danylo Sikan,ua UKR,FW,ua Shakhtar,23,2001,5,4,219,56,31,26,78
Daníel Gudjohnsen,is ISL,MF,se Malmö,18,2006,1,0,4,28,15,7,6
Daníel Hafsteinsson,is ISL,MF,is KV,24,1999,2,2,170,34,28,27,41
Daouda Guindo,ml MLI,DF,at RB Salzburg,21,2002,4,1,154,83,22,37,72
Dara O'Shea,ie IRL,DF,Ipswich Town,25,1999,35,35,3122,35,39,23,53
Darian Males,ch SUI,MO,ch Young Boys,23,2001,7,3,283,25,32,22,76
Dario Essugo,pt POR,MF,Las Palmas,19,2005,27,25,1938,54,39,34,82
Dario Špikić,hr CRO,MO,hr Dinamo Zagreb,25,1999,5,2,186,69,32,54,60
Darius Olaru,ro ROU,MF,ro FCSB,26,1998,4,4,316,92,73,72,33
Darko Brašanac,rs SRB,MF,Leganés,32,1992,30,15,1617,49,32,33,37
Darko Churlinov,mk MKD,MO,pl Jagiellonia,24,2000,12,8,768,44,37,56,39
Darko Lazović,rs SRB,MF,Hellas Verona,33,1990,27,17,1459,56,52,61,32
Darko Lemajić,rs SRB,FW,lv FK Rīgas FS,30,1993,4,0,91,31,40,24,44
Darragh Burns,nir NIR,DF,ie Shamrock Rov,21,2002,5,5,408,53,65,83,37
Darragh Nugent,ie IRL,MF,ie Shamrock Rov,23,2001,5,1,142,23,12,36,65
Darryl Bakola,fr FRA,MF,Marseille,16,2007,2,0,14,28,27,21,57
Darwin Machís,ve VEN,MO,Valladolid,31,1993,18,7,639,19,51,45,48
Darwin Núñez,uy URU,FW,Liverpool,25,1999,39,13,1599,58,54,61,75
Darío Fuentes,es ESP,DF,Sevilla,21,2003,1,0,5,30,12,9,4
Darío Osorio,cl CHI,MO,dk Midtjylland,20,2004,8,8,638,67,50,55,84
Dave Kwakman,nl NED,MF,nl AZ Alkmaar,19,2004,3,1,142,34,40,42,50
David Abagna,gh GHA,MO,cy APOEL,25,1998,8,7,560,53,41,32,57
David Akpan Ankeye,ng NGA,MO,Genoa,22,2002,4,0,45,41,24,40,11
David Alaba,at AUT,DF,es Real Madrid,32,1992,12,6,492,43,49,36,30
David Argüelles,es ESP,MF,Getafe,22,2002,1,0,7,28,10,39,11
David Brooks,wls WAL,MO,Bournemouth,27,1997,29,9,960,62,64,66,40
David Carmo,ao ANG,DF,gr Olympiacos,25,1999,8,7,621,34,56,22,56
David Costa,pt POR,MO,Lens,23,2001,11,3,352,33,74,58,15
David Doudera,cz CZE,MF,cz Slavia Prague,26,1998,5,5,397,53,63,83,71
David Goldar,es ESP,DF,cy Pafos FC,29,1994,9,9,782,72,37,39,31
David Jurásek,cz CZE,DF,Hoffenheim,23,2000,19,10,975,56,77,86,23
David López,es ESP,DF,Mallorca,21,2003,36,33,2966,61,61,45,37
David Miculescu,ro ROU,MO,ro FCSB,23,2001,12,10,823,52,30,28,70
David Mokwa,fr FRA,MF,Hoffenheim,20,2004,4,1,123,70,32,43,36
David Møller Wolfe,no NOR,DF,nl AZ Alkmaar,22,2002,10,10,890,67,65,77,57
David Nemeth,at AUT,DF,St. Pauli,23,2001,24,24,2137,26,40,34,54
David Neres,br BRA,FW,Napoli,27,1997,28,13,1283,57,84,88,62
David Odogu,de GER,DF,Wolfsburg,18,2006,3,2,195,31,36,22,78
David Otorbi,es ESP,MF,Valencia,16,2007,1,0,14,28,10,26,11
David Pavelka,cz CZE,MF,cz Sparta Prague,33,1991,1,0,12,28,28,7,62
David Preu,de GER,MF,Union Berlin,19,2004,5,1,121,42,19,66,20
David Raum,de GER,DF,RB Leipzig,26,1998,26,24,2049,84,77,79,49
David Raya,es ESP,GK,Arsenal,28,1995,51,51,4590,61,72,70,54
David Soria,es ESP,GK,Getafe,31,1993,38,38,3420,61,68,56,81
David Sualehe,pt POR,DF,si Olimpija,27,1997,8,7,615,53,68,85,79
David Torres,es ESP,DF,Valladolid,21,2003,18,15,1387,23,28,32,28
David Vuković,ba BIH,MO,ba Borac Banja Luka,20,2003,4,3,320,67,62,76,42
David Zec,si SVN,DF,Holstein Kiel,24,2000,24,24,2081,68,43,32,41
David Zima,cz CZE,DF,cz Slavia Prague,23,2000,6,6,537,37,49,42,42
David de Gea,es ESP,GK,Fiorentina,33,1990,39,39,3540,58,63,62,54
David von Ballmoos,ch SUI,GK,ch Young Boys,29,1994,4,4,360,68,55,54,66
David Čavić,ba BIH,MO,ba Borac Banja Luka,21,2002,8,2,218,24,33,60,76
Davide Bartesaghi,it ITA,DF,Milan,18,2005,5,1,146,65,62,71,78
Davide Calabria,it ITA,DF,Bologna,27,1996,23,14,1261,52,84,75,54
Davide Faraoni,it ITA,DF,Hellas Verona,32,1991,8,3,260,42,44,46,64
Davide Frattesi,it ITA,MF,Inter,24,1999,40,13,1654,73,37,61,32
Davide Zappacosta,it ITA,DF,Atalanta,32,1992,39,34,2764,88,84,89,22
Davidson da Luz Pereira,br BRA,MO,tr Başakşehir,33,1991,6,3,279,24,50,91,40
Davinson Sánchez,co COL,DF,tr Galatasaray,28,1996,9,9,704,73,72,51,85
Davy Klaassen,nl NED,MF,nl Ajax,31,1993,3,3,204,28,17,12,75
Davy Roef,be BEL,GK,be Gent,30,1994,7,7,630,41,40,54,41
Davíð Atlason,is ISL,MF,is KV,29,1994,8,6,535,58,32,36,49
Dayot Upamecano,fr FRA,DF,Bayern Munich,25,1998,31,31,2749,63,68,53,61
Daði Berg Jónsson,is ISL,MF,is KV,18,2006,2,0,18,49,31,58,38
Dean Henderson,eng ENG,GK,Crystal Palace,27,1997,38,38,3420,56,58,43,71
Dean Huijsen,es ESP,DF,Bournemouth,19,2005,32,26,2427,74,73,51,62
Declan McManus,sct SCO,FW,wls The New Saints,29,1994,6,4,387,37,49,43,56
Declan Rice,eng ENG,MF,Arsenal,25,1999,48,45,3827,81,80,70,44
Dehmaine Assoumani,fr FRA,MO,Nantes,19,2005,12,0,98,53,59,85,88
Deiver Machado,co COL,MF,Lens,30,1993,27,20,1805,57,56,68,54
Dejan Kulusevski,se SWE,MO,Tottenham,24,2000,43,30,2955,78,76,76,48
Dele Alli,eng ENG,MF,Como,28,1996,1,0,9,28,15,42,6
Denil Castillo,ec ECU,MF,dk Midtjylland,20,2004,8,7,568,31,22,46,45
Denis Donat,cz CZE,DF,cz Mladá Boleslav,22,2001,2,1,75,30,34,16,71
Denis Genreau,au AUS,MF,Toulouse,25,1999,8,2,222,47,72,71,64
Denis Suárez,es ESP,MF,Villarreal,30,1994,21,7,608,81,77,85,34
Denis Thomalla,de GER,MF,Heidenheim,31,1992,1,0,4,28,15,7,6
Denis Vavro,sk SVK,DF,Wolfsburg,28,1996,29,27,2461,66,49,36,45
Denis Zakaria,ch SUI,MF,Monaco,27,1996,33,31,2757,68,60,50,57
Deniz Dilmen,0,GK,tr Başakşehir,19,2005,2,2,180,41,47,43,38
Deniz Gül,tr TUR,MO,pt Porto,20,2004,6,0,91,68,19,31,52
Deniz Hummet,tr TUR,FW,se Djurgården,27,1996,6,5,426,61,35,43,43
Deniz Turuc,tr TUR,MO,tr Başakşehir,31,1993,6,4,359,68,67,74,55
Deniz Undav,de GER,MO,Stuttgart,28,1996,33,26,2146,65,65,46,30
Dennis Appiah,fr FRA,DF,Saint-Étienne,32,1992,29,22,2128,48,72,82,69
Dennis Geiger,de GER,MO,Hoffenheim,26,1998,23,8,865,26,63,26,71
Dennis Kaygin,de GER,MF,at Rapid Wien,20,2004,4,0,87,54,78,77,35
Dennis Man,ro ROU,MO,Parma,25,1998,33,23,1995,56,64,58,26
Denny Gropper,il ISR,MF,bg Ludogorets,25,1999,6,2,212,40,43,58,39
Denso Kasius,nl NED,MO,nl AZ Alkmaar,21,2002,9,1,296,72,56,74,62
Denys Popov,ua UKR,DF,ua Dynamo Kyiv,25,1999,5,4,371,38,26,29,49
Denzel Dumfries,nl NED,MF,Inter,28,1996,40,30,2836,82,51,77,49
Derek Cornelius,ca CAN,DF,Marseille,26,1997,21,17,1420,29,55,40,56
Deroy Duarte,cv CPV,MF,bg Ludogorets,25,1999,7,3,299,33,21,26,57
Derrick Köhn,de GER,MF,Werder Bremen,25,1999,27,14,1343,76,55,81,34
Derrick Luckassen,nl NED,DF,cy Pafos FC,29,1995,9,9,810,37,64,31,55
Destiny Udogie,it ITA,DF,Tottenham,21,2002,34,32,2691,49,70,86,64
Devis Vásquez,co COL,GK,Empoli,26,1998,32,32,2880,60,51,52,45
Devyne Rensch,nl NED,DF,Roma,21,2003,22,12,1052,50,63,62,80
Diadie Samassékou,ml MLI,MF,Hoffenheim,28,1996,9,7,380,24,38,37,63
Diant Ramaj,de GER,GK,dk FC Copenhagen,22,2001,4,4,390,41,49,43,50
Diego,es ESP,FW,Leganés,24,2000,28,13,1195,37,31,30,41
Diego Carlos,br BRA,DF,Aston Villa,31,1993,16,13,1314,32,50,32,22
Diego Conde,es ESP,GK,Villarreal,25,1998,22,22,1962,60,66,43,78
Diego Coppola,it ITA,DF,Hellas Verona,20,2003,34,33,2927,56,22,18,69
Diego Gómez,py PAR,MF,Brighton,21,2003,16,4,516,79,64,59,85
Diego Iturralde,es ESP,FW,Sevilla,21,2003,1,1,37,13,16,9,43
Diego Llorente,es ESP,DF,Betis,30,1993,38,36,3073,58,38,32,54
Diego López,es ESP,MO,Valencia,22,2002,38,35,2737,57,54,53,40
Diego Martín,es ESP,FW,Las Palmas,20,2003,2,0,40,46,38,51,62
Diego Moreira,pt POR,MF,Strasbourg,19,2004,32,29,2568,67,63,91,50
Diego Pugno,it ITA,FW,Juventus,18,2006,1,0,7,47,35,21,12
Diego Rico,es ESP,DF,Getafe,31,1993,33,32,2819,55,79,60,62
Dies Janse,nl NED,DF,nl Ajax,18,2006,1,1,77,35,30,9,27
Dieu-Merci Michel,ca CAN,FW,pt Vitória,20,2004,1,0,3,24,18,8,27
Dieumerci Ndongala,cd COD,MO,cy APOEL,33,1991,5,4,331,26,33,58,33
Dilane Bakwa,fr FRA,MF,Strasbourg,21,2002,30,29,2497,86,74,91,26
Dimitri Foulquier,fr FRA,DF,Valencia,31,1993,32,25,2299,45,64,70,43
Dimitri Lavalée,be BEL,DF,at Sturm Graz,27,1997,7,7,626,40,43,48,69
Dimitris Giannoulis,gr GRE,DF,Augsburg,28,1995,31,31,2650,73,76,83,49
Dimitris Pelkas,gr GRE,MF,tr Başakşehir,30,1993,7,4,309,89,58,73,20
Dimitry Bertaud,cd COD,GK,Montpellier,26,1998,4,4,360,41,47,43,36
Dinis Almeida,pt POR,DF,bg Ludogorets,29,1995,8,8,706,52,38,22,56
Dinko Horkaš,hr CRO,GK,Las Palmas,25,1999,13,11,1085,53,58,71,37
Dino Kojic,si SVN,MO,si Olimpija,19,2005,6,4,272,25,11,22,66
Dino Skorup,hr CRO,MF,ba Borac Banja Luka,24,1999,5,4,283,60,21,23,33
Diogo Costa,pt POR,GK,pt Porto,24,1999,10,10,900,67,56,60,43
Diogo Dalot,pt POR,DF,Manchester Utd,25,1999,46,42,3849,74,72,85,55
Diogo Jota,pt POR,FW,Liverpool,27,1996,30,17,1431,63,65,64,64
Diogo Leite,pt POR,DF,Union Berlin,25,1999,30,29,2546,60,69,49,70
Diogo Pinto,pt POR,MF,si Olimpija,25,1999,4,2,241,33,34,34,19
Dion Drena Beljo,hr CRO,FW,at Rapid Wien,22,2002,10,10,844,71,76,64,53
Divin Mubama,eng ENG,FW,Manchester City,19,2004,1,0,28,26,26,9,12
Djaoui Cissé,fr FRA,MF,Rennes,20,2004,14,14,1121,64,56,57,57
Djed Spence,eng ENG,DF,Tottenham,23,2000,29,21,1985,77,80,88,67
Djené,tg TOG,MF,Getafe,32,1991,31,31,2548,22,30,23,36
Djibril Sidibé,fr FRA,DF,Toulouse,32,1992,28,24,2101,47,82,58,55
Djibril Sow,ch SUI,MF,Sevilla,27,1997,30,24,2062,58,53,44,38
Djylian N'Guessan,fr FRA,FW,Saint-Étienne,15,2008,8,3,181,28,62,55,69
Dmitrijs Zelenkovs,lv LVA,MF,lv FK Rīgas FS,24,2000,8,7,682,33,42,60,26
Dmytro Kryskiv,ua UKR,MF,ua Shakhtar,23,2000,8,7,672,25,36,32,29
Dmytro Riznyk,ua UKR,GK,ua Shakhtar,25,1999,8,8,720,50,71,54,53
Dodi Lukebakio,be BEL,FW,Sevilla,26,1997,38,36,3092,69,74,82,55
Dodô,br BRA,DF,Fiorentina,25,1998,42,39,3540,58,74,93,31
Domagoj Bradarić,hr CRO,DF,Hellas Verona,24,1999,28,24,1933,77,53,73,46
Domen Črnigoj,si SVN,MF,Venezia,28,1995,8,1,136,29,18,53,64
Domingos André Ribeiro Almeida,pt POR,MO,Valencia,24,2000,34,24,1977,33,82,43,58
Domingos Duarte,pt POR,DF,Getafe,29,1995,22,21,1859,55,23,18,43
Domingos Quina,pt POR,MO,cy Pafos FC,24,1999,7,1,182,27,44,54,56
Dominic Calvert-Lewin,eng ENG,FW,Everton,27,1997,26,19,1609,39,41,49,62
Dominic Solanke,eng ENG,FW,Tottenham,26,1997,40,33,3006,53,57,43,56
Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,31,2790,59,50,53,43
Dominik Javorček,sk SVK,MF,Holstein Kiel,21,2002,13,4,386,41,52,59,32
Dominik Kohr,de GER,MF,Mainz 05,30,1994,28,28,2295,53,41,37,81
Dominik Kostka,0,DF,cz Mladá Boleslav,28,1996,4,4,360,46,36,79,16
Dominik Kotarski,hr CRO,GK,gr PAOK,24,2000,10,10,900,67,54,77,51
Dominik Livaković,hr CRO,GK,tr Fenerbahçe,29,1995,6,6,540,41,44,43,36
Dominik Pech,cz CZE,MO,cz Slavia Prague,17,2006,4,2,187,18,26,45,34
Dominik Szoboszlai,hu HUN,MF,Liverpool,23,2000,45,36,3126,75,77,77,33
Dominik Takáč,sk SVK,GK,sk Slovan Bratislava,25,1999,8,8,720,58,53,43,49
Don-Angelo Konadu,nl NED,FW,nl Ajax,18,2006,2,1,81,28,52,23,12
Donalio Douanla,cm CMR,MF,md Petrocub,26,1997,6,6,482,30,17,24,42
Donny van de Beek,nl NED,MO,es Girona,27,1997,33,22,1869,44,58,28,63
Donovan Léon,gf GUF,GK,Auxerre,31,1992,32,32,2880,66,76,66,47
Donyell Malen,nl NED,MO,Dortmund,25,1999,33,11,1156,69,35,70,30
Dor Peretz,il ISR,MF,il Maccabi Tel Aviv,29,1995,8,7,607,73,32,67,44
Dor Turgeman,il ISR,FW,il Maccabi Tel Aviv,20,2003,7,6,494,49,54,28,68
Douglas,br BRA,MF,Nantes,27,1997,28,28,2307,60,54,35,68
Douglas Luiz,br BRA,MF,Juventus,26,1998,25,6,836,47,70,68,58
Dragoljub Savić,rs SRB,MO,rs TSC,23,2001,1,0,32,40,28,53,57
Dries Mertens,be BEL,MO,tr Galatasaray,37,1987,10,10,727,61,90,55,29
Drissa Camara,ci CIV,MO,Parma,22,2002,21,1,447,42,53,78,60
Duje Ćaleta-Car,hr CRO,DF,Lyon,27,1996,28,23,2198,44,38,21,49
Dujon Sterling,eng ENG,MF,sct Rangers,24,1999,8,4,323,43,46,32,54
Duk,cv CPV,MO,Leganés,24,2000,10,1,179,54,46,87,78
Dumitru Demian,md MDA,MF,md Petrocub,25,1999,6,4,395,27,30,60,76
Duván Zapata,co COL,FW,Torino,33,1991,7,7,587,64,50,37,66
Dušan Stevanović,rs SRB,DF,rs TSC,28,1996,6,6,509,25,44,39,43
Dušan Stojinovič,si SVN,DF,pl Jagiellonia,23,2000,10,8,710,49,63,54,61
Dušan Tadić,rs SRB,MO,tr Fenerbahçe,35,1988,12,10,903,60,76,46,41
Dušan Vlahović,rs SRB,FW,Juventus,24,2000,38,27,2332,61,50,44,38
Dwight McNeil,eng ENG,MO,Everton,24,1999,21,15,1371,74,85,54,32
Dylan Batubinsika,cd COD,DF,Saint-Étienne,28,1996,25,22,2016,46,36,30,45
Dylan Sloan,nir NIR,MF,nir Larne FC,20,2004,6,4,332,20,14,48,74
Dylan Watts,ie IRL,MF,ie Shamrock Rov,27,1997,7,5,404,87,89,70,69
Dzyanis Palyakow,by BLR,DF,by Dinamo Minsk,33,1991,2,2,180,34,31,15,59
Dálcio,gw GNB,MF,rs Red Star,28,1996,5,0,183,32,47,46,42
Dávid Gróf,hu HUN,GK,hu Ferencváros,35,1989,2,2,180,59,51,62,48
Dávid Hancko,sk SVK,DF,nl Feyenoord,26,1997,12,12,1080,58,57,65,35
Dávid Strelec,sk SVK,FW,sk Slovan Bratislava,23,2001,8,8,669,36,30,28,58
Dénes Dibusz,hu HUN,GK,hu Ferencváros,33,1990,7,7,572,52,41,43,53
Désiré Doué,fr FRA,MO,Paris S-G,19,2005,47,26,2470,88,91,91,73
Dźmitryj Padstrełaŭ,by BLR,MO,by Dinamo Minsk,25,1998,5,5,363,19,18,29,73
Eba Bekir Is,de GER,MF,de Eint Frankfurt,15,2008,1,0,7,28,12,21,6
Eberechi Eze,eng ENG,MO,Crystal Palace,26,1998,34,31,2588,63,70,54,41
Ebrima Colley,gm GAM,MO,ch Young Boys,24,2000,7,4,306,20,34,35,59
Ed McGinty,ie IRL,GK,ie Shamrock Rov,24,1999,2,2,210,41,45,43,51
Eddie Nketiah,eng ENG,MO,Crystal Palace,25,1999,29,9,1034,56,35,61,50
Ederson,br BRA,GK,Manchester City,30,1993,34,34,3040,64,89,58,48
Edgaras Utkus,lt LTU,DF,be Cercle Brugge,24,2000,6,5,381,52,49,34,72
Edhy Zuliani,fr FRA,DF,Toulouse,19,2004,1,0,9,30,16,9,18
Edimilson Fernandes,ch SUI,MF,Brest,28,1996,29,20,1752,50,44,19,51
Edimilson Filho,br BRA,MO,si NK Celje,27,1997,12,1,191,86,46,38,55
Edin Džeko,ba BIH,FW,tr Fenerbahçe,38,1986,12,6,655,71,79,54,46
Edmond Tapsoba,bf BFA,DF,Leverkusen,25,1999,38,36,3178,42,61,65,38
Edmond-Paris Maghoma,eng ENG,MO,Brentford,23,2001,8,0,119,30,37,62,56
Edoardo Bove,it ITA,MO,Fiorentina,22,2002,14,11,953,54,58,32,83
Edoardo Goldaniga,it ITA,DF,Como,30,1993,32,28,2532,52,38,38,41
Edon Zhegrova,xk KVX,MO,Lille,25,1999,17,15,1341,74,65,78,24
Edson Álvarez,mx MEX,MF,West Ham,26,1997,28,20,1772,27,53,43,62
Edu Expósito,es ESP,MF,Espanyol,27,1996,19,12,1045,51,77,75,51
Eduard Sobol,ua UKR,DF,Strasbourg,29,1995,10,0,95,30,18,38,39
Eduardo Camavinga,fr FRA,MF,Real Madrid,21,2002,28,16,1598,65,62,66,87
Eduardo Guerrero,pa PAN,FW,ua Dynamo Kyiv,24,2000,7,2,220,29,33,19,57
Eduardo Quaresma,pt POR,DF,pt Sporting CP,22,2002,5,2,217,39,30,43,84
Edvin Kurtulus,se SWE,DF,bg Ludogorets,24,2000,4,2,193,46,47,32,35
Edward Chilufya,zm ZAM,FW,dk Midtjylland,24,1999,5,2,254,44,37,54,55
Efe Akman,tr TUR,MF,tr Galatasaray,18,2006,3,0,7,28,43,48,11
Eggert Aron Guðmundsson,is ISL,MF,se Elfsborg,20,2004,1,0,5,28,10,45,6
Egor Prutsev,ru RUS,FW,rs Red Star,21,2002,1,0,8,24,13,56,64
Eguinaldo,br BRA,FW,ua Shakhtar,19,2004,7,5,406,31,53,48,62
Eiran Cashin,ie IRL,DF,Brighton,22,2001,2,0,20,53,43,46,26
Eirik Haugan,no NOR,DF,no Molde,26,1997,3,2,257,27,19,10,68
Eirik Hestad,no NOR,MO,no Molde,29,1995,6,1,220,64,60,66,63
El Bilal Touré,ml MLI,MO,Stuttgart,22,2001,16,4,495,69,48,41,39
El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,19,2005,25,16,1398,40,63,41,55
El Hadji Diouf,sn SEN,MF,cz Slavia Prague,19,2004,8,6,598,54,82,89,44
Elad Madmon,il ISR,FW,il Maccabi Tel Aviv,20,2004,8,4,320,27,51,56,68
Eldar Ćivić,ba BIH,MF,hu Ferencváros,28,1996,7,5,461,35,44,56,77
Eldor Shomurodov,uz UZB,MO,Roma,29,1995,35,14,1414,60,46,35,37
Elia Caprile,it ITA,GK,Cagliari,22,2001,22,21,1945,41,42,43,45
Elias Achouri,tn TUN,MO,dk FC Copenhagen,25,1999,6,4,336,39,53,59,41
Elias Cobbaut,be BEL,DF,cz Sparta Prague,26,1997,2,2,157,37,12,44,43
Elias Jelert,dk DEN,DF,tr Galatasaray,21,2003,9,3,308,85,63,75,53
Elias Saad,tn TUN,MO,St. Pauli,24,1999,18,10,900,69,57,67,63
Eliesse Ben Seghir,ma MAR,MO,Monaco,19,2005,43,26,2295,69,77,81,63
Elif Elmas,mk MKD,MF,RB Leipzig,24,1999,18,12,1101,84,47,83,22
Eliot Matazo,be BEL,MF,Monaco,22,2002,6,1,95,22,40,44,81
Elisha Owusu,gh GHA,MF,Auxerre,26,1997,28,28,2344,51,37,26,65
Elkhan Astanov,kz KAZ,MF,kz Astana FK,24,2000,5,2,185,46,50,84,31
Elliot Anderson,eng ENG,MF,Nott'ham Forest,21,2002,37,33,2728,67,68,67,77
Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,29,1995,42,33,2938,58,64,38,48
Eloge Zabi,ci CIV,MF,Reims,17,2006,2,0,18,49,36,69,11
Elseid Hysaj,al ALB,DF,Lazio,30,1994,13,5,496,53,78,70,55
Elton Fikaj,al ALB,DF,gr Panathinaikos,18,2005,1,0,54,61,61,38,54
Elton Kabangu,be BEL,FW,be Union SG,26,1998,2,0,10,53,16,67,56
Elvin Cəfərquliyev,az AZE,DF,az Qarabağ,23,2000,7,6,530,56,74,93,48
Elvis Rexhbeçaj,xk KVX,MF,Augsburg,26,1997,27,22,1785,60,54,64,41
Elvis Stuglis,lv LVA,DF,lv FK Rīgas FS,31,1993,6,0,113,41,51,15,36
Elye Wahi,fr FRA,MO,Eint Frankfurt,21,2003,24,8,795,52,30,40,17
Elysée Logbo,fr FRA,FW,Le Havre,20,2004,1,0,27,21,16,37,12
Elías Rafn Ólafsson,is ISL,GK,dk Midtjylland,24,2000,6,6,520,53,41,43,59
Emanuel Aiwum,at AUT,DF,at Sturm Graz,23,2000,6,6,540,32,16,13,66
Emanuel Emegha,nl NED,FW,Strasbourg,21,2003,27,27,2293,49,38,37,44
Emanuele Valeri,it ITA,DF,Parma,25,1998,35,34,2873,75,68,75,39
Emerson,br BRA,DF,Milan,25,1999,24,20,1694,52,67,75,63
Emerson Palmieri,it ITA,DF,West Ham,29,1994,31,26,2113,73,61,73,51
Emi Buendía,ar ARG,MF,Leverkusen,27,1996,29,4,480,85,64,85,67
Emil Audero,id IDN,GK,Como,27,1997,8,8,720,41,41,43,44
Emil Bohinen,no NOR,MF,Genoa,25,1999,3,1,166,36,32,42,72
Emil Breivik,no NOR,MF,no Molde,24,2000,10,10,886,45,77,79,82
Emil Holm,se SWE,DF,Bologna,24,2000,25,15,1368,85,71,80,76
Emil Holten,dk DEN,MO,se Elfsborg,27,1996,6,0,64,67,29,35,44
Emil Krafth,se SWE,DF,Newcastle Utd,29,1994,12,2,342,43,29,45,31
