Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
it ITA,MO,ro FCSB,31,1993,4,3,262,41,29,12,63
cw CUW,DF,ba Borac Banja Luka,26,1998,10,10,930,25,31,30,32
0,MF,sk Slovan Bratislava,28,1996,4,2,192,35,42,43,20
nl NED,DF,Arsenal,23,2001,43,37,3265,77,78,73,47
lt LTU,DF,si Olimpija,26,1997,6,2,193,57,64,73,81
nl NED,GK,nl Feyenoord,26,1998,2,2,125,57,54,47,45
fr FRA,DF,Brest,18,2005,2,2,122,84,56,61,15
nir NIR,MF,Crystal Palace,20,2003,23,4,507,72,60,46,54
de GER,MO,Stuttgart,19,2004,6,0,104,79,52,83,24
nl NED,MF,Bournemouth,25,1999,34,29,2340,93,69,78,21
de GER,MO,Werder Bremen,23,2000,26,10,952,72,47,63,30
ca CAN,MF,Espanyol,21,2003,5,3,209,24,19,45,67
fr FRA,MO,Angers,19,2004,2,0,31,18,15,70,29
ba BIH,DF,at Sturm Graz,24,2000,5,5,450,54,55,49,61
co COL,FW,Aston Villa,20,2003,27,5,879,76,43,49,76
fr FRA,DF,Rennes,19,2005,11,11,927,47,67,56,72
fr FRA,FW,Brest,26,1998,2,1,102,21,23,32,30
mq MTQ,MO,Strasbourg,21,2003,13,1,190,38,23,49,62
de GER,MF,at LASK,35,1988,2,0,35,31,43,59,64
fr FRA,MF,Union Berlin,31,1993,7,1,136,40,37,63,35
is ISL,DF,is KV,35,1989,7,3,317,32,42,30,51
at AUT,GK,at LASK,34,1990,4,4,276,42,43,40,39
no NOR,FW,Wolves,24,2000,35,30,2587,55,42,28,47
sk SVK,MF,sk Slovan Bratislava,28,1995,3,1,111,24,14,11,63
lv LVA,MO,lv FK Rīgas FS,29,1995,8,8,720,52,61,46,56
tr TUR,DF,tr Galatasaray,29,1994,7,7,551,57,69,54,45
fi FIN,MF,cz Sparta Prague,25,1998,8,8,712,57,42,27,48
pl POL,MO,pl Legia Warsaw,25,1999,10,9,781,60,48,57,58
de GER,DF,Bochum,17,2007,1,0,7,22,13,9,3
pl POL,FW,ch Lugano,31,1993,8,0,186,36,54,31,48
pl POL,GK,pl Legia Warsaw,21,2002,4,4,390,42,42,42,53
pl POL,MF,Bologna,19,2004,19,10,958,57,59,67,37
bf BFA,MF,be Cercle Brugge,19,2005,1,1,58,52,60,54,24
br BRA,MO,hu Ferencváros,28,1996,8,5,408,73,69,42,50
eng ENG,DF,West Ham,19,2004,1,0,1,22,13,9,29
de GER,MO,Arsenal,25,1999,31,27,2436,67,50,32,45
fi FIN,MO,fi HJK,21,2003,4,0,30,65,11,6,16
br BRA,MO,pt Vitória,20,2004,6,5,428,67,86,83,72
jp JPN,MF,Mainz 05,23,2000,34,34,3043,35,45,56,64
eng ENG,MF,Ipswich Town,28,1995,19,14,1237,28,36,22,60
gh GHA,MO,Southampton,22,2002,26,17,1402,39,33,60,61
be BEL,MF,be Union SG,20,2004,5,2,157,38,38,72,73
pl POL,GK,Wolfsburg,25,1999,29,29,2585,63,68,67,52
pl POL,DF,at RB Salzburg,24,2000,6,5,478,28,62,19,58
ml MLI,MO,Brest,21,2003,40,18,1759,50,64,39,72
gn GUI,FW,Le Havre,24,2000,1,0,4,17,14,17,30
jp JPN,MO,Brighton,27,1997,36,28,2603,71,57,79,57
de GER,MO,Dortmund,22,2002,35,26,2118,84,58,77,60
ci CIV,FW,at RB Salzburg,20,2004,5,4,318,58,25,41,54
at AUT,MO,Mainz 05,32,1992,6,1,110,28,28,31,41
cm CMR,MO,Villarreal,20,2003,4,0,37,63,9,3,30
is ISL,MF,is KV,23,2001,7,6,511,63,44,65,51
ee EST,GK,Valladolid,22,2002,31,31,2790,49,46,44,47
se SWE,GK,Strasbourg,34,1990,3,3,270,42,43,49,51
hr CRO,DF,kz Astana FK,29,1995,4,4,360,59,64,66,63
pl POL,MF,Strasbourg,26,1998,1,0,5,20,11,8,6
pl POL,MF,Torino,29,1995,28,18,1540,47,37,35,49
ee EST,DF,St. Pauli,31,1993,10,10,900,35,57,34,50
pl POL,MO,gr Panathinaikos,27,1997,4,2,252,60,25,37,25
ie IRL,FW,Leicester City,22,2001,18,9,852,42,58,60,83
dk DEN,MO,be Anderlecht,26,1997,7,3,297,49,37,20,63
dk DEN,GK,sct Celtic,37,1986,10,10,900,48,45,47,40
dk DEN,FW,no Bodø/Glimt,23,2000,14,13,1022,52,39,36,57
fr FRA,MF,Monaco,19,2004,14,5,413,51,71,76,52
ch SUI,MF,ch Young Boys,24,2000,5,5,305,67,48,50,32
br BRA,GK,Eint Frankfurt,21,2003,14,13,1215,53,60,55,54
be BEL,MO,Rennes,21,2003,15,5,545,82,82,77,47
eng ENG,MF,Brentford,23,2001,38,36,3093,65,56,72,43
nl NED,MO,nl AZ Alkmaar,18,2006,7,1,221,69,88,71,39
eng ENG,FW,Udinese,26,1998,23,10,1066,55,64,66,49
jp JPN,MO,be Anderlecht,19,2005,2,0,26,74,41,22,21
sn SEN,FW,Monza,29,1995,11,8,638,50,59,54,44
jp JPN,DF,se Djurgården,18,2006,11,11,987,77,65,71,63
jp JPN,MO,Reims,24,2000,32,31,2649,64,45,54,37
de GER,MO,Werder Bremen,20,2004,19,1,252,87,76,66,39
ng NGA,FW,Sevilla,27,1996,9,5,400,34,40,38,22
fr FRA,DF,Nantes,26,1998,30,23,2165,67,55,64,47
fr FRA,DF,Lens,18,2006,1,0,4,41,46,26,3
se SWE,MO,cy Pafos FC,30,1993,4,2,159,48,86,69,71
si SVN,MF,sk Slovan Bratislava,29,1994,8,8,713,23,20,27,79
tr TUR,MO,Juventus,19,2005,45,36,3067,66,73,81,53
br BRA,MO,Valladolid,28,1996,2,0,9,35,9,58,16
nl NED,MF,nl Ajax,22,2002,11,8,729,84,62,55,53
cr CRC,MO,sct Hearts,22,2002,6,3,284,40,38,48,53
mg MAD,DF,Brest,32,1991,38,37,3406,77,80,74,46
nl NED,DF,Fulham,28,1995,22,21,1774,59,63,66,70
es ESP,GK,Bournemouth,29,1994,31,31,2790,58,57,63,48
tr TUR,FW,pt Benfica,25,1998,12,11,847,67,60,49,75
de GER,MF,tr Galatasaray,31,1993,9,0,239,55,87,70,67
de GER,DF,Augsburg,27,1997,18,15,1297,77,62,39,64
br BRA,MO,ua Shakhtar,21,2003,7,5,459,60,32,61,61
ng NGA,DF,Hoffenheim,29,1995,39,29,2770,36,51,50,68
de GER,FW,Wolfsburg,33,1991,18,0,170,78,46,49,62
it ITA,DF,Lecce,28,1996,3,0,65,22,25,43,72
hu HUN,MO,ch St. Gallen,24,2000,6,4,353,60,38,43,82
at AUT,DF,Tottenham,25,1998,25,22,2030,47,51,49,53
be BEL,MO,Manchester City,33,1991,35,24,2099,69,91,68,27
id IDN,DF,dk FC Copenhagen,27,1996,9,9,828,86,84,65,50
si SVN,MF,RB Leipzig,33,1990,31,20,1856,57,66,64,54
ar ARG,DF,be Union SG,26,1997,8,8,731,80,45,45,78
it ITA,MF,Monza,19,2005,9,1,183,36,58,71,64
ch SUI,DF,dk Midtjylland,29,1995,7,6,533,63,55,75,68
co COL,DF,az Qarabağ,31,1993,6,6,540,30,34,44,78
de GER,GK,Heidenheim,33,1991,38,38,3389,58,55,64,68
us USA,DF,Wolfsburg,21,2003,2,2,123,65,81,53,33
ec ECU,FW,be Union SG,24,2000,10,3,427,56,64,76,57
de GER,FW,Brentford,22,2001,38,26,2293,69,53,61,76
at AUT,MF,Gladbach,30,1993,31,16,1551,81,86,78,47
de GER,GK,Eint Frankfurt,34,1990,33,33,2925,47,48,54,43
de GER,DF,Union Berlin,32,1991,18,16,1367,56,51,50,34
de GER,MO,Union Berlin,32,1992,4,0,61,28,48,17,37
at AUT,DF,sk Slovan Bratislava,31,1992,5,5,450,57,30,57,59
it ITA,MF,Monza,19,2005,9,4,407,37,33,27,37
ee EST,MF,fi HJK,21,2002,1,0,31,50,35,45,58
fr FRA,FW,Marseille,18,2006,1,0,3,17,22,42,54
fr FRA,MO,Montpellier,20,2004,20,10,1028,19,41,42,77
ge GEO,FW,Paris S-G,23,2001,40,34,2827,78,91,85,66
fr FRA,MF,Juventus,23,2001,44,31,2811,66,64,71,42
nl NED,DF,Auxerre,22,2002,30,26,2124,74,68,73,59
ao ANG,DF,Lecce,26,1997,24,24,2144,38,43,37,49
nl NED,MF,nl Ajax,21,2003,10,8,677,84,60,65,53
eng ENG,MF,eng Chelsea,17,2006,1,0,5,20,19,14,51
eng ENG,MF,sct Rangers,26,1997,1,0,45,65,14,36,32
sct SCO,MF,Arsenal,27,1997,18,3,380,76,69,73,63
eng ENG,DF,Newcastle Utd,33,1990,25,14,1309,53,88,75,52
eng ENG,MO,Chelsea,25,1998,26,13,1286,66,77,58,56
es ESP,MO,Osasuna,27,1997,15,3,315,49,68,82,74
es ESP,MF,Valladolid,27,1997,35,27,2305,65,55,58,62
es ESP,DF,Sevilla,22,2002,31,25,2238,66,50,38,63
es ESP,DF,Villarreal,33,1991,28,27,2227,47,77,68,51
es ESP,FW,Alavés,34,1989,35,29,2542,56,39,44,60
de GER,DF,Wolfsburg,23,2000,32,29,2297,63,54,67,56
fr FRA,DF,Freiburg,22,2002,21,8,801,81,54,71,57
be BEL,DF,be Anderlecht,22,2002,8,5,482,60,85,81,53
kr KOR,DF,Brentford,19,2004,3,0,30,22,37,25,12
kr KOR,DF,Bayern Munich,27,1996,40,40,3349,60,57,55,48
kr KOR,MO,Girona,18,2006,4,0,35,15,23,28,6
fr FRA,FW,Bayern Munich,28,1996,39,19,1740,74,88,91,72
nl NED,DF,Udinese,29,1995,33,30,2498,56,56,66,49
gh GHA,MF,cy APOEL,29,1995,1,1,54,32,25,17,15
zm ZAM,MO,Cagliari,21,2003,6,0,127,21,12,19,18
lt LTU,DF,kz Astana FK,23,2000,4,4,360,65,32,34,33
es ESP,MF,Las Palmas,28,1996,21,21,1758,45,68,57,39
bg BUL,FW,gr PAOK,27,1996,10,4,445,78,92,80,60
nl NED,GK,at Sturm Graz,24,2000,6,6,540,42,40,44,48
de GER,MF,Dortmund,18,2006,2,0,16,20,11,9,15
no NOR,GK,Toulouse,26,1998,6,5,498,42,42,40,38
si SVN,DF,si NK Celje,27,1996,11,10,874,58,42,56,46
jp JPN,DF,Gladbach,27,1997,31,31,2790,65,44,45,57
eng ENG,MF,Manchester Utd,19,2005,33,20,1830,67,58,67,58
jp JPN,MO,Bochum,27,1997,15,6,464,46,38,34,53
eg EGY,FW,Le Havre,31,1993,16,10,851,43,50,23,43
es ESP,MF,Atlético Madrid,32,1992,39,24,2329,52,73,41,45
jp JPN,DF,be Union SG,26,1997,8,7,654,60,69,61,74
ci CIV,MO,Lecce,23,2000,11,2,306,36,28,60,49
be BEL,DF,Genoa,22,2002,25,23,2135,68,32,37,49
de GER,MF,ch St. Gallen,26,1997,3,2,176,39,22,51,55
at AUT,DF,Bayern Munich,27,1997,40,29,2478,88,90,89,44
at AUT,DF,at Sturm Graz,18,2005,1,0,1,22,21,19,3
gr GRE,MF,cy APOEL,26,1997,2,2,180,28,31,38,82
gr GRE,DF,Wolfsburg,20,2003,30,28,2468,48,62,48,50
cy CYP,DF,cy APOEL,31,1993,8,8,718,73,43,59,53
gr GRE,DF,West Ham,26,1997,33,21,2045,45,41,46,65
gr GRE,MF,gr PAOK,23,2001,1,0,5,20,19,8,6
rs SRB,DF,RB Leipzig,18,2005,17,6,636,46,55,61,45
cy CYP,DF,cy Pafos FC,25,1998,5,2,171,49,57,68,63
gr GRE,DF,Liverpool,28,1996,24,14,1280,61,88,71,56
gr GRE,GK,gr Olympiacos,21,2002,10,10,897,64,67,62,62
ua UKR,DF,ua Dynamo Kyiv,22,2002,5,4,409,55,62,79,62
ua UKR,GK,Girona,19,2005,2,2,180,42,45,48,37
ua UKR,DF,ua Dynamo Kyiv,23,2001,7,6,612,26,25,33,68
no NOR,MO,no Molde,29,1995,10,8,844,46,43,43,55
is ISL,MF,nl Ajax,20,2004,3,1,83,59,19,25,51
rs SRB,MF,nl AZ Alkmaar,23,2001,8,3,227,48,34,51,70
hr CRO,MF,Augsburg,27,1997,31,27,2306,35,52,44,54
al ALB,MF,Inter,22,2002,29,13,1337,65,78,43,27
no NOR,DF,Brentford,26,1998,24,17,1438,56,49,60,47
no NOR,MO,dk Midtjylland,23,2001,3,0,54,28,68,17,84
no NOR,DF,no Molde,30,1994,7,3,364,58,81,86,65
no NOR,MO,pl Jagiellonia,29,1994,12,8,698,60,36,35,51
no NOR,MO,gr Olympiacos,24,1999,6,1,184,55,63,78,67
no NOR,MO,hu Ferencváros,29,1994,10,5,488,53,44,29,64
cz CZE,MO,cz Sparta Prague,21,2003,3,0,50,18,19,47,15
pl POL,FW,tr Başakşehir,29,1995,6,5,465,85,40,50,47
sn SEN,MF,Monaco,25,1999,23,5,721,47,51,84,81
ch SUI,FW,bg Ludogorets,27,1997,6,4,353,39,37,41,50
au AUS,DF,sct Hearts,26,1998,5,5,450,42,33,44,48
eng ENG,DF,Manchester City,34,1990,30,19,1912,47,69,70,42
eng ENG,DF,Southampton,27,1997,33,33,2918,57,76,82,26
fr FRA,FW,Real Madrid,25,1998,48,47,4034,91,81,87,41
fr FRA,MF,Lens,16,2008,3,2,139,27,17,39,63
jp JPN,FW,Rennes,29,1995,13,7,585,33,17,29,56
gr GRE,MF,sk Slovan Bratislava,29,1995,8,7,601,26,41,25,66
be BEL,DF,be Club Brugge,19,2005,6,3,238,66,41,61,59
fr FRA,MF,Auxerre,20,2004,22,16,1460,53,61,66,62
tg TOG,FW,be Cercle Brugge,23,2000,4,3,230,95,79,54,51
fr FRA,DF,Saint-Étienne,18,2006,1,0,10,22,13,82,55
fr FRA,DF,hr Dinamo Zagreb,34,1989,7,7,630,26,33,17,42
cz CZE,DF,Girona,25,1999,35,34,3070,67,57,57,42
nl NED,MF,Aston Villa,20,2004,12,7,617,33,32,44,57
zm ZAM,MO,Lecce,23,2001,15,6,610,45,50,60,41
sn SEN,MF,Monaco,20,2004,38,34,2659,61,83,52,68
fr FRA,MF,Saint-Étienne,26,1998,7,3,217,34,50,67,76
es ESP,FW,Barcelona,17,2007,48,44,3950,79,91,94,62
fr FRA,FW,Angers,18,2005,2,0,8,40,15,43,12
de GER,DF,ch Lugano,24,2000,5,2,215,35,46,33,61
de GER,MF,St. Pauli,26,1998,21,11,922,47,28,30,75
de GER,GK,nl Twente,34,1990,9,9,760,42,45,45,45
ge GEO,MF,cy APOEL,29,1995,4,1,99,31,30,22,54
ge GEO,DF,lv FK Rīgas FS,21,2002,8,8,690,78,52,74,62
ml MLI,MF,Lecce,28,1996,38,30,2667,43,30,37,45
no NOR,MF,se Malmö,24,1999,8,8,678,65,80,52,39
de GER,GK,Mainz 05,23,2001,2,2,180,58,46,49,42
de GER,DF,Holstein Kiel,22,2002,26,21,1734,76,56,53,67
bf BFA,FW,ua Shakhtar,23,2001,6,0,146,36,42,28,40
ml MLI,MO,Auxerre,24,1999,34,25,2299,65,58,52,53
ci CIV,MO,Auxerre,21,2002,3,0,45,75,44,45,46
fr FRA,MF,fr Nice,20,2004,1,0,1,20,11,7,6
ar ARG,DF,Udinese,30,1993,15,11,878,55,35,22,69
ar ARG,FW,Inter,26,1997,44,40,3327,75,70,55,64
ar ARG,DF,Parma,25,1999,20,18,1556,52,32,25,46
gh GHA,MF,be Cercle Brugge,20,2003,5,1,192,35,29,41,76
gh GHA,GK,ch St. Gallen,27,1996,6,6,540,42,49,60,49
sct SCO,MO,sct Hearts,28,1995,6,6,540,50,54,42,52
rs SRB,MF,Atalanta,22,2002,39,9,1462,85,84,92,33
be BEL,MF,be Anderlecht,29,1995,8,8,713,29,36,38,52
cv CPV,MO,az Qarabağ,24,1999,8,4,401,55,48,72,38
pr PUR,FW,Sevilla,21,2003,2,0,28,25,30,54,12
lu LUX,MF,pt Benfica,24,2000,9,2,267,60,46,19,75
uy URU,DF,Espanyol,33,1991,33,32,2869,68,49,30,46
ar ARG,GK,Parma,34,1990,1,1,90,58,56,59,54
de GER,DF,at RB Salzburg,19,2004,3,1,83,29,40,39,74
ar ARG,MF,Roma,30,1994,30,21,1903,68,75,54,67
be BEL,FW,Arsenal,29,1994,52,34,3214,63,84,74,58
sct SCO,FW,fi HJK,30,1994,6,6,503,42,40,46,31
ie IRL,DF,ie Shamrock Rov,31,1992,8,8,750,25,32,27,44
kr KOR,MF,Mainz 05,31,1992,33,31,2650,84,63,54,42
kr KOR,MO,Paris S-G,23,2001,41,23,2131,70,93,79,43
eng ENG,DF,Ipswich Town,24,2000,33,32,2743,71,64,66,39
us USA,MF,Heidenheim,24,1999,21,14,1106,24,24,15,75
fr FRA,DF,Manchester Utd,18,2005,29,19,1806,63,59,61,44
es ESP,GK,Mallorca,24,2000,7,7,630,42,42,54,41
no NOR,DF,Hoffenheim,24,1999,27,25,2154,52,45,35,66
wls WAL,MF,wls The New Saints,26,1998,6,4,396,25,26,37,62
jm JAM,MO,Aston Villa,26,1997,32,20,1665,56,61,70,31
ng NGA,DF,sct Rangers,36,1988,7,5,490,32,23,19,67
us USA,MF,pl Jagiellonia,23,2001,5,5,398,32,35,15,73
de GER,MF,Bayern Munich,29,1995,38,22,2164,72,76,68,55
at AUT,FW,at Sturm Graz,18,2006,1,0,1,17,14,7,12
hr CRO,DF,hr Dinamo Zagreb,16,2008,1,0,1,22,13,9,13
sct SCO,DF,sct Rangers,20,2004,2,1,14,22,26,36,52
ar ARG,DF,Marseille,25,1999,27,27,2273,43,57,58,64
de GER,MF,Werder Bremen,30,1993,27,10,982,79,77,58,33
it ITA,MO,Cagliari,35,1988,26,1,445,71,51,15,28
it ITA,MF,Napoli,31,1993,27,17,1517,68,74,83,31
pt POR,MF,be Gent,25,1998,2,2,136,20,25,10,75
ch SUI,DF,Stuttgart,22,2002,16,11,907,71,74,71,65
at AUT,DF,Union Berlin,20,2003,27,17,1747,73,61,28,47
de GER,FW,Bayern Munich,28,1996,43,23,2272,83,88,88,68
fr FRA,MF,Southampton,20,2004,26,18,1655,46,44,51,54
eng ENG,DF,Chelsea,21,2003,38,35,3269,62,62,47,50
nir NIR,DF,nir Larne FC,27,1997,5,5,419,38,41,57,45
ch SUI,DF,ch Young Boys,23,2001,7,5,440,47,51,61,34
eng ENG,MF,Bournemouth,27,1997,36,32,2978,52,68,46,60
eng ENG,DF,Brighton,32,1991,25,23,2083,40,60,41,34
sct SCO,MF,Bologna,24,1999,21,14,1272,59,64,64,40
eng ENG,DF,Newcastle Utd,19,2004,27,24,2189,56,84,73,57
de GER,MF,Holstein Kiel,33,1990,25,13,1238,41,57,46,58
eng ENG,MF,Newcastle Utd,18,2006,14,1,313,67,50,38,72
eng ENG,MF,West Ham,18,2006,2,0,49,54,48,22,26
nir NIR,FW,sct Hearts,33,1991,2,0,10,32,16,30,12
eng ENG,FW,Ipswich Town,21,2003,37,32,2593,59,41,51,45
sct SCO,MF,Empoli,28,1996,36,27,2337,39,65,40,34
sct SCO,GK,sct Rangers,28,1996,2,2,180,42,41,42,48
fi FIN,MO,fi HJK,19,2004,6,4,338,47,39,46,71
ie IRL,DF,sct Celtic,25,1998,6,4,371,64,36,44,74
nz NZL,MF,Empoli,23,2000,33,24,2230,63,51,57,58
fr FRA,DF,Marseille,24,1999,26,23,2013,61,64,57,57
fr FRA,MF,Angers,24,2000,29,14,1318,44,59,69,63
il ISR,MO,Genoa,18,2005,8,2,230,30,36,14,77
ar ARG,DF,Manchester Utd,26,1998,28,27,2343,76,83,71,52
eng ENG,DF,Newcastle Utd,25,1998,24,17,1526,44,54,50,54
cv CPV,DF,Toulouse,23,2001,33,29,2677,57,55,38,43
fr FRA,MO,si NK Celje,22,2002,6,6,473,41,51,50,63
fr FRA,FW,Angers,31,1992,1,0,21,32,14,33,26
cy CYP,MO,cy AC Omonia,21,2003,8,5,435,32,36,69,59
tg TOG,MF,Rennes,24,2000,32,27,2357,72,66,80,52
es ESP,DF,Real Madrid,21,2002,2,0,5,22,21,10,13
it ITA,FW,Juventus,19,2005,1,0,6,17,34,54,12
it ITA,MO,Empoli,22,2002,37,26,2233,48,31,30,40
it ITA,DF,Bologna,36,1988,18,13,1060,72,51,42,24
it ITA,FW,Udinese,23,2000,33,27,2353,52,35,32,56
it ITA,GK,Hellas Verona,28,1996,36,36,3240,50,50,48,56
it ITA,MF,Roma,28,1996,32,25,2053,78,64,67,34
it ITA,DF,gr Olympiacos,22,2002,8,5,520,49,57,23,64
it ITA,GK,it Milan,19,2005,1,0,40,42,42,44,42
it ITA,DF,Empoli,18,2006,1,0,1,22,21,19,3
it ITA,MO,Genoa,18,2006,6,1,167,79,42,55,69
ch SUI,DF,ch Young Boys,32,1992,5,4,326,29,59,31,30
fr FRA,MF,Nantes,18,2006,16,8,816,77,58,48,73
fr FRA,MF,Saint-Étienne,22,2002,24,12,1045,51,68,64,63
at AUT,MO,at Rapid Wien,29,1994,9,8,677,78,60,61,53
fr FRA,MO,Lazio,20,2003,35,13,1226,62,60,62,54
hr CRO,MF,Wolfsburg,26,1998,9,3,304,88,79,70,26
hr CRO,MO,at Sturm Graz,19,2005,6,0,140,42,47,54,31
si SVN,GK,si NK Celje,19,2004,2,2,180,42,48,41,42
fr FRA,DF,Sevilla,24,2000,32,31,2686,51,42,47,52
fr FRA,DF,Auxerre,20,2003,2,0,13,22,41,47,65
hu HUN,MF,Le Havre,33,1991,31,28,2459,38,40,66,62
be BEL,MO,RB Leipzig,24,2000,41,36,3132,65,40,46,29
it ITA,DF,Monza,33,1991,14,10,876,33,39,48,40
de GER,MF,de Hoffenheim,17,2007,1,0,13,20,11,11,32
ch SUI,DF,Stuttgart,21,2003,5,2,253,44,55,42,23
de GER,MF,Heidenheim,22,2002,29,12,1188,60,29,26,65
it ITA,DF,Empoli,20,2004,18,12,1069,40,36,42,56
it ITA,MF,Como,28,1995,11,3,335,79,83,63,64
de GER,DF,Gladbach,21,2003,24,8,969,55,74,67,54
it ITA,DF,Lazio,25,1999,29,16,1539,70,85,79,49
de GER,GK,Hoffenheim,23,2000,7,7,630,50,43,42,50
it ITA,DF,Fiorentina,25,1999,44,41,3663,61,61,50,47
us USA,MF,Celta Vigo,26,1998,1,0,4,20,15,17,6
pt POR,MF,pt Sporting CP,20,2004,1,0,7,58,66,51,6
ar ARG,MO,Fiorentina,23,2001,44,26,2443,51,54,34,36
br BRA,DF,Paris S-G,20,2003,29,23,2153,60,64,42,56
se SWE,MF,Tottenham,18,2006,39,21,2000,46,59,70,63
fr FRA,GK,Lille,22,2001,44,44,3960,50,59,52,74
fr FRA,MF,Como,23,2001,36,30,2613,72,76,65,34
fr FRA,DF,Aston Villa,31,1993,41,37,3094,58,70,65,54
fr FRA,MF,Roma,20,2003,12,6,529,25,38,47,51
fr FRA,DF,Paris S-G,28,1996,21,11,995,34,50,55,66
dk DEN,DF,be Anderlecht,21,2003,2,2,155,38,26,20,20
de GER,MO,Freiburg,30,1994,31,21,1867,56,43,35,69
br BRA,DF,tr Başakşehir,32,1991,4,3,285,43,55,44,34
fi FIN,MF,fi HJK,26,1998,4,2,223,44,66,55,26
ar ARG,DF,Fiorentina,28,1996,13,9,785,83,64,65,73
fr FRA,MO,Monaco,19,2005,11,0,156,48,42,48,81
fr FRA,DF,Montpellier,20,2004,10,8,715,69,52,59,43
ar ARG,FW,Sevilla,30,1994,2,2,175,38,78,68,67
br BRA,DF,Valladolid,24,2000,24,24,2089,50,55,66,66
br BRA,MO,West Ham,26,1997,33,27,2380,42,60,33,75
br BRA,GK,Lyon,26,1997,44,44,3990,52,59,51,73
fr FRA,DF,be Cercle Brugge,25,1998,2,1,69,42,44,37,46
be BEL,FW,Saint-Étienne,19,2004,28,23,1887,64,63,53,50
uy URU,MF,tr Galatasaray,28,1996,9,9,764,43,67,47,70
es ESP,MF,Osasuna,30,1994,35,35,2957,51,32,28,67
fr FRA,MF,Union Berlin,27,1997,15,6,561,51,46,37,68
es ESP,DF,Real Madrid,33,1991,42,31,2764,86,82,80,40
fr FRA,MF,Sevilla,22,2002,35,24,2114,52,68,51,67
ci CIV,DF,Brest,19,2005,14,8,728,54,44,51,73
fr FRA,FW,fr Brest,30,1994,39,37,3135,60,62,34,64
fr FRA,MO,Rennes,26,1997,29,26,2293,72,78,66,52
se SWE,MO,se Elfsborg,19,2005,2,0,23,15,18,7,77
se SWE,DF,be Anderlecht,30,1994,7,5,449,83,76,69,52
co COL,FW,Liverpool,27,1997,45,35,3030,82,85,86,59
hn HON,FW,sct Celtic,24,2000,4,1,120,50,75,61,81
br BRA,MO,West Ham,18,2006,12,1,150,51,55,72,48
br BRA,MF,Marseille,22,2001,33,29,2613,84,79,87,25
es ESP,MF,Getafe,29,1994,33,32,2875,57,73,44,49
br BRA,MF,ro FCSB,23,2001,1,1,45,42,28,58,23
es ESP,DF,Valladolid,29,1995,30,28,2558,51,57,65,43
es ESP,FW,Alavés,30,1993,37,33,2854,48,73,73,68
co COL,MO,Bournemouth,25,1999,12,1,236,83,76,87,46
ar ARG,FW,be Anderlecht,23,2001,10,7,630,60,50,35,74
it ITA,DF,Marseille,27,1997,4,2,122,22,31,31,78
br BRA,GK,Villarreal,23,2001,17,16,1458,47,43,42,49
hr CRO,MF,si NK Celje,31,1993,2,1,68,34,23,35,19
hr CRO,DF,rs TSC,29,1995,3,2,211,30,34,24,29
rs SRB,MO,rs Red Star,25,1999,5,0,89,15,22,37,45
hr CRO,MO,nl Feyenoord,25,1998,4,2,178,34,49,36,51
rs SRB,MO,Milan,26,1997,15,6,557,53,61,27,24
hr CRO,MF,Real Madrid,38,1985,49,24,2474,70,95,80,36
ar ARG,MO,Alavés,19,2004,6,2,199,41,38,24,67
ge GEO,MF,lv FK Rīgas FS,25,1999,5,0,93,56,60,76,46
hr CRO,MO,hr Dinamo Zagreb,20,2003,6,3,264,25,28,46,76
hr CRO,MF,Real Sociedad,21,2002,35,26,2173,69,60,67,44
si SVN,MF,Inter,18,2006,1,0,11,39,11,52,51
rs SRB,MF,ba Borac Banja Luka,26,1998,1,1,22,20,19,24,6
de GER,MO,Bochum,25,1998,14,3,412,47,46,32,35
at AUT,MF,at Rapid Wien,28,1995,10,10,855,42,58,35,59
de GER,MF,ch St. Gallen,30,1994,6,5,442,87,57,72,66
at AUT,GK,at LASK,20,2004,3,2,262,42,40,44,52
hr CRO,MO,hr Dinamo Zagreb,21,2003,6,2,217,28,41,34,34
de GER,DF,RB Leipzig,28,1996,31,20,1882,54,50,59,45
de GER,DF,Freiburg,31,1992,28,22,1842,81,66,48,61
dk DEN,MF,dk FC Copenhagen,31,1993,5,4,350,32,50,45,48
de GER,MO,Wolfsburg,25,1998,19,3,467,63,25,39,33
de GER,DF,Gladbach,20,2004,26,24,1903,68,55,60,34
sct SCO,MF,sct Celtic,26,1997,3,0,51,46,35,63,32
eng ENG,MO,fi HJK,21,2002,3,0,48,59,22,82,20
eng ENG,DF,Manchester Utd,29,1995,12,5,591,54,75,57,33
eng ENG,DF,Leicester City,23,2001,14,13,1110,43,50,50,70
eng ENG,DF,Ipswich Town,25,1998,15,12,1187,25,24,19,42
es ESP,DF,Real Sociedad,20,2004,1,0,8,22,21,19,75
sk SVK,FW,cz Sparta Prague,28,1996,6,4,263,35,52,60,66
cz CZE,DF,cz Viktoria Plzeň,34,1990,1,0,18,22,13,9,20
cz CZE,GK,pt Braga,22,2002,4,3,291,55,45,46,54
fi FIN,GK,Leverkusen,34,1989,33,33,2970,50,42,43,38
cz CZE,MF,cz Viktoria Plzeň,29,1995,12,12,1039,48,67,27,75
cz CZE,FW,cz Mladá Boleslav,20,2004,2,2,171,30,36,20,31
sk SVK,DF,sk Slovan Bratislava,31,1992,1,0,13,22,14,10,31
