Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
Alavés,38,1.0,1.14,10.34,3.24,0.24,0.29,18.16,1.61,277.21,388.05,119.63,144.58,116.87,145.84,34.53,74.68,0.53,0.67,0.68,7.47,25.34,6.03,2.61,30.53,11.82,30.21,19.39,12.08,9.11,8.08,2.21,9.16,19.11,9.95,10.05,8.13,24.16,0.26,501.84,49.37,152.68,227.21,126.55,18.18,501.55,12.58,4.87,240.21,11.82,9.11,2.37,15.74,8.08,274.18,30.21,2.82,0.13,0.05,16.39,12.53,2.03,0.21,0.29,0.05,39.45,16.82,18.26,1.92,1.26,3.47,2.26,0.24,0.29,0.29,0.0,0.0,1.21,9.5,23.08,23.34,2.16,7.61,14.53,0.95,0.82,35.08,23.82,102.76,19.76,29.18,21.24,0.0,-0.12,47.95,71.44,82.74,80.14,46.24,55.17,38.71,-0.04,65.13,41.16,6.54
Angers,34,0.91,1.07,9.15,2.68,0.15,0.18,16.06,1.62,325.94,413.44,146.18,165.41,142.0,166.35,30.06,60.09,0.5,0.7,0.66,6.35,22.85,5.88,1.85,28.03,14.76,27.74,18.35,11.53,10.0,5.94,2.41,8.65,17.85,9.21,10.74,9.88,26.56,0.59,527.03,63.12,193.94,227.41,112.15,15.06,526.85,18.03,7.32,276.41,14.76,10.74,2.88,14.5,8.74,323.26,27.74,1.44,0.06,0.0,11.18,11.71,2.03,0.18,0.15,0.0,41.59,9.82,12.59,1.32,1.56,5.59,4.03,0.21,0.15,0.12,0.0,0.03,1.94,4.29,13.12,22.74,5.41,8.0,16.21,1.44,0.65,22.41,23.24,98.26,17.68,25.68,20.18,0.03,-0.15,43.82,78.84,88.37,85.36,50.02,55.75,40.6,0.2,72.09,32.7,8.88
Arsenal,38,1.76,1.64,14.32,4.68,0.05,0.05,25.5,3.13,449.11,532.66,226.08,246.39,187.61,210.5,27.13,53.21,1.45,1.23,1.21,11.26,36.76,11.5,1.97,48.05,22.42,47.39,15.74,9.16,5.79,6.55,3.39,6.84,13.55,6.71,8.63,5.92,17.89,0.87,633.05,48.53,159.58,272.68,205.47,33.74,633.0,19.11,8.42,374.58,22.42,14.21,7.53,12.71,10.05,444.58,47.39,1.84,0.16,0.08,10.55,10.66,2.11,0.05,0.08,0.0,37.79,12.39,12.24,0.74,0.89,3.16,2.26,0.34,0.08,0.08,0.0,0.0,0.92,3.92,12.58,33.24,4.68,3.87,10.58,1.39,1.74,24.63,22.76,165.26,28.63,54.74,16.0,0.0,0.07,50.3,84.31,91.76,89.13,50.99,54.63,44.06,0.03,71.52,31.16,13.14
Aston Villa,38,1.47,1.52,12.58,4.18,0.08,0.16,22.34,2.68,386.87,468.34,178.37,197.63,172.5,194.37,28.63,54.34,1.18,1.11,0.97,9.42,29.92,8.39,1.47,35.37,18.95,35.03,16.76,9.79,7.71,6.55,2.5,8.16,14.37,6.21,8.66,6.32,20.74,1.13,571.03,69.63,192.13,243.61,141.11,25.03,570.87,19.11,8.61,324.58,18.95,11.79,5.58,13.37,10.16,379.55,35.03,2.0,0.11,0.05,10.68,13.13,1.45,0.16,0.08,0.0,37.32,9.95,11.13,1.71,1.34,4.11,2.74,0.24,0.08,0.05,0.03,0.0,1.37,4.76,12.47,33.76,3.5,5.21,14.16,1.55,0.92,21.08,23.53,124.37,25.03,40.47,17.95,0.03,-0.03,47.2,82.6,90.25,88.75,52.69,57.66,45.05,0.02,66.67,38.17,10.95
Atalanta,38,2.0,1.76,14.16,4.76,0.13,0.18,25.42,3.45,459.32,552.58,205.16,228.13,206.11,234.0,39.63,66.53,1.42,1.24,1.22,11.18,36.37,10.39,2.97,48.0,23.61,47.58,15.03,9.13,6.26,6.84,1.92,7.16,13.32,6.16,9.47,7.79,17.87,0.42,658.42,53.55,181.76,298.03,184.39,28.32,658.24,16.97,6.76,396.74,23.61,18.32,6.68,15.11,9.53,456.03,47.58,1.76,0.03,0.03,11.45,10.34,1.42,0.13,0.05,0.05,45.58,15.39,12.89,2.37,0.97,3.87,2.95,0.39,0.05,0.05,0.0,0.0,1.08,3.5,10.87,25.79,5.08,6.13,9.55,0.55,1.47,28.29,24.63,166.76,28.87,48.37,16.29,0.0,0.14,54.4,83.12,89.93,88.08,59.57,57.46,39.84,0.1,76.23,32.2,5.76
Athletic Club,38,1.39,1.43,12.16,3.89,0.08,0.16,21.89,2.42,359.61,457.24,146.11,168.32,171.58,197.95,36.71,71.92,1.05,0.98,0.87,9.24,33.76,7.21,2.37,41.55,17.95,41.08,15.18,9.08,6.32,6.63,2.24,7.79,15.24,7.45,9.29,9.05,23.97,0.66,572.66,49.58,164.61,271.95,141.63,20.0,572.5,20.82,8.63,299.16,17.95,11.68,4.95,15.71,10.55,355.84,41.08,1.68,0.08,0.03,12.71,10.16,1.79,0.13,0.13,0.03,45.66,13.05,13.53,1.84,0.76,2.97,2.18,0.39,0.13,0.08,0.05,0.0,0.83,5.0,14.21,25.58,4.13,5.39,11.82,1.08,1.26,26.58,26.26,141.66,24.32,34.53,16.87,0.05,-0.03,49.1,78.65,86.8,86.68,51.04,55.46,41.45,0.08,73.4,35.19,9.14
Atlético Madrid,38,1.79,1.72,12.18,4.58,0.16,0.18,21.74,3.24,469.11,563.63,231.95,256.63,184.03,210.11,39.11,66.29,1.34,1.26,1.19,9.16,32.45,9.61,2.53,41.03,20.0,40.87,16.29,9.87,8.03,6.26,2.0,8.39,16.5,8.11,9.42,6.84,21.53,0.66,668.08,61.45,210.87,302.45,159.84,22.63,667.89,16.82,7.26,416.55,20.0,15.24,4.39,14.24,7.24,465.97,40.87,1.97,0.08,0.0,10.84,11.24,1.89,0.11,0.13,0.05,41.13,11.71,11.05,1.61,0.79,3.05,2.32,0.45,0.13,0.13,0.0,0.0,0.68,2.89,7.53,18.84,5.11,7.63,13.45,0.79,0.74,22.76,21.47,142.76,24.97,39.16,18.26,0.0,0.04,51.45,83.23,90.38,87.59,59.0,55.69,43.16,-0.16,76.07,38.38,5.87
Augsburg,34,1.03,1.04,11.68,3.35,0.03,0.06,20.71,1.85,340.5,439.29,144.12,168.06,152.56,177.44,37.26,69.91,0.76,0.74,0.98,8.71,26.62,7.29,2.26,34.18,13.24,33.79,13.65,8.82,5.82,5.94,1.88,6.85,12.65,5.79,12.26,10.03,28.56,0.47,559.88,65.15,180.18,247.18,138.26,20.03,559.82,16.32,6.71,299.0,13.24,10.47,2.85,17.26,8.74,337.59,33.79,2.29,0.15,0.06,10.32,10.97,1.74,0.06,0.15,0.06,42.38,15.56,14.44,1.47,1.5,4.59,3.15,0.32,0.15,0.15,0.0,0.0,1.47,6.24,16.5,29.74,3.62,7.35,16.29,0.62,1.29,30.0,26.0,115.0,22.56,32.44,15.68,0.0,-0.01,51.87,77.51,85.76,85.98,53.3,59.58,41.12,-0.02,68.63,37.82,3.81
Auxerre,34,1.38,1.23,11.03,4.24,0.12,0.15,20.24,2.56,323.59,416.53,141.53,162.26,134.59,157.32,38.26,73.47,1.03,0.95,0.71,8.71,23.65,6.24,2.0,31.88,14.24,31.71,19.32,11.85,9.71,6.82,2.79,9.29,17.82,8.53,11.59,10.29,27.76,0.5,534.94,66.62,198.35,228.03,114.03,18.06,534.79,18.29,7.59,297.09,14.24,10.29,4.03,13.29,10.18,321.38,31.71,2.0,0.12,0.03,11.88,10.65,1.41,0.12,0.24,0.09,43.88,12.12,12.41,1.59,1.5,5.09,3.62,0.29,0.24,0.18,0.06,0.0,1.74,6.5,20.0,28.85,5.24,6.09,16.35,0.91,1.24,24.53,23.47,109.53,22.79,30.32,21.15,0.06,0.12,49.41,77.69,87.22,85.55,52.08,56.92,41.5,0.14,71.12,32.5,5.57
Barcelona,38,2.61,2.45,17.63,6.32,0.18,0.21,31.71,4.53,587.39,676.87,275.05,298.45,254.58,280.08,41.5,63.79,1.89,1.79,1.7,13.16,53.16,12.61,2.03,58.21,22.63,57.92,14.16,8.74,4.89,6.45,2.82,7.13,13.68,6.55,8.66,5.97,15.82,0.37,784.34,48.87,171.47,393.84,224.61,31.79,784.13,23.92,11.97,475.71,22.63,17.55,6.26,15.24,8.32,583.87,57.92,1.66,0.08,0.03,9.68,12.24,1.71,0.21,0.11,0.0,44.03,10.0,8.92,2.39,1.03,2.84,1.82,0.34,0.11,0.11,0.0,0.0,0.92,1.63,4.53,30.74,4.76,4.34,9.37,0.39,4.16,18.92,23.55,196.68,36.24,52.68,15.87,0.0,0.07,52.85,86.78,92.16,90.9,65.06,57.0,50.04,-0.12,64.08,35.98,4.16
Bayern Munich,34,2.82,2.43,18.71,7.5,0.26,0.29,34.35,4.74,669.26,756.85,333.47,357.44,279.09,303.53,45.53,68.5,1.94,1.77,2.24,15.03,62.68,13.65,1.97,62.88,24.44,62.5,14.88,8.82,4.88,6.85,3.15,7.35,13.24,5.88,9.35,6.82,15.24,0.68,865.74,48.56,180.29,436.03,254.82,35.65,865.44,23.26,11.26,530.82,24.44,20.09,7.79,14.56,7.76,665.12,62.5,1.41,0.03,0.0,8.68,10.03,1.65,0.18,0.06,0.0,48.97,12.29,10.12,3.44,0.94,2.35,1.41,0.47,0.06,0.03,0.0,0.03,0.86,3.82,9.0,36.91,3.62,2.56,7.85,0.35,2.06,22.41,22.32,212.32,39.09,59.06,16.18,0.03,0.16,54.84,88.43,93.29,91.95,66.47,57.5,48.41,-0.09,60.0,42.44,4.46
Betis,38,1.45,1.47,13.63,4.63,0.18,0.26,24.84,2.63,415.0,507.47,199.55,221.66,166.26,191.87,35.29,64.29,0.97,0.99,0.92,10.97,29.66,8.66,1.97,39.11,17.87,38.63,16.97,10.45,7.13,7.18,2.66,9.0,16.95,7.95,10.68,9.37,23.95,0.5,628.21,59.29,196.47,277.5,160.21,24.24,627.95,19.0,8.21,366.05,17.87,14.0,6.0,17.79,9.95,411.24,38.63,1.97,0.11,0.0,11.39,13.79,1.47,0.24,0.11,0.03,44.18,12.21,12.58,2.42,1.32,3.71,2.42,0.18,0.11,0.11,0.0,0.0,1.29,3.03,9.89,27.45,4.66,5.63,13.58,0.79,1.34,24.79,27.74,134.24,27.47,40.87,19.45,0.0,-0.01,49.25,81.78,90.03,86.65,54.89,57.34,43.21,-0.02,65.23,30.64,5.82
Bochum,34,0.94,1.26,12.74,3.91,0.03,0.09,21.74,1.56,302.38,418.53,114.38,138.12,140.03,172.12,42.15,83.56,0.68,0.9,1.04,9.06,25.44,6.91,2.24,32.06,11.12,31.68,17.65,10.59,9.35,6.09,2.21,9.0,16.82,7.82,13.97,8.65,26.65,0.68,538.56,65.88,184.03,235.91,123.47,20.09,538.47,12.38,4.91,266.21,11.12,8.59,2.62,15.41,6.91,298.94,31.68,2.09,0.06,0.03,13.68,8.62,1.85,0.09,0.18,0.0,42.56,21.88,19.56,1.82,2.0,4.5,2.44,0.15,0.18,0.09,0.06,0.03,1.79,10.21,24.0,31.79,2.76,8.09,13.74,0.53,1.5,41.44,22.32,106.53,23.29,31.85,19.59,0.09,-0.25,52.8,72.25,82.81,81.36,50.44,56.83,39.66,-0.12,54.22,42.54,3.86
Bologna,38,1.47,1.32,13.29,4.37,0.16,0.18,24.03,2.71,412.66,508.84,160.87,181.08,198.16,225.29,46.45,80.84,1.13,0.93,0.81,10.11,35.55,7.71,2.87,38.63,16.82,38.34,15.55,9.11,5.66,7.11,2.79,7.45,14.16,6.71,10.26,6.79,17.87,0.53,613.26,54.47,176.39,289.05,153.08,21.87,613.08,14.61,5.82,360.11,16.82,11.11,4.39,15.74,9.5,408.21,38.34,1.61,0.11,0.03,14.13,15.89,1.66,0.16,0.08,0.05,39.89,15.24,16.21,1.5,1.24,2.79,1.58,0.32,0.08,0.05,0.03,0.0,1.06,4.5,12.29,37.66,4.16,3.74,8.21,0.76,0.84,31.45,25.24,132.13,26.74,36.84,16.55,0.03,0.11,48.46,81.1,88.84,87.96,57.46,55.74,39.84,-0.17,56.63,36.62,9.26
Bournemouth,38,1.5,1.72,15.11,5.05,0.16,0.18,26.63,2.45,341.5,444.74,148.63,171.42,148.92,175.53,35.92,74.18,1.08,1.16,0.96,11.5,32.68,8.92,2.79,39.18,19.84,38.79,18.18,10.5,7.63,7.87,2.68,7.92,16.5,8.58,12.08,9.24,26.66,0.58,568.89,58.34,169.58,245.11,161.26,26.45,568.71,17.68,7.74,308.76,19.84,14.05,6.0,15.71,9.21,338.29,38.79,2.55,0.08,0.0,13.82,10.53,1.84,0.18,0.11,0.0,47.92,15.08,15.95,2.34,1.21,4.53,3.32,0.24,0.11,0.11,0.0,0.0,1.44,4.58,12.24,25.79,4.16,6.47,12.11,0.66,1.63,31.03,24.92,136.61,29.08,44.16,18.42,0.0,-0.13,48.6,76.79,86.71,84.84,48.42,53.11,43.78,0.16,73.29,37.42,5.45
Brentford,38,1.71,1.6,11.42,4.55,0.13,0.16,20.53,2.97,351.53,450.0,153.92,177.34,153.32,180.92,38.13,72.13,1.16,1.13,1.0,8.68,29.05,8.55,2.39,35.68,15.74,35.24,16.66,10.0,7.61,5.87,3.18,8.26,15.68,7.42,12.63,7.5,27.37,0.74,565.55,86.37,219.16,211.97,139.74,25.97,565.39,16.5,6.97,300.32,15.74,10.0,5.61,14.45,7.89,346.13,35.24,1.63,0.03,0.0,8.42,8.92,1.66,0.16,0.03,0.08,43.26,16.42,14.92,1.39,1.5,5.45,4.03,0.21,0.03,0.03,0.0,0.0,1.4,6.95,18.34,40.84,3.39,6.0,15.71,1.26,0.89,31.34,22.34,121.89,23.5,42.53,18.26,0.0,0.07,52.39,78.12,86.79,84.74,52.86,56.46,42.24,-0.07,73.94,37.9,8.02
Brest,34,1.53,1.38,12.03,4.44,0.21,0.26,21.47,2.5,372.88,471.21,155.41,178.09,163.97,190.21,44.88,80.35,0.94,0.87,0.89,8.88,27.32,5.56,1.88,32.24,13.82,31.88,19.29,12.53,8.56,7.5,3.24,9.06,17.15,8.09,10.68,9.29,25.56,0.41,584.82,65.88,200.65,263.59,125.44,18.94,584.56,14.41,6.15,307.47,13.82,10.24,3.44,14.97,7.24,370.18,31.88,2.03,0.09,0.03,12.65,12.15,1.24,0.15,0.29,0.06,43.26,15.71,14.94,1.71,1.74,4.15,2.44,0.29,0.29,0.24,0.03,0.03,1.44,6.59,15.94,28.29,4.15,6.59,14.38,1.0,1.65,30.65,22.21,109.82,23.97,29.82,21.59,0.06,0.11,51.26,79.13,87.26,86.2,55.86,59.25,42.68,-0.21,58.8,41.34,6.95
Brighton,38,1.68,1.57,13.84,4.82,0.18,0.18,24.55,2.97,416.32,504.95,200.76,222.18,172.13,196.63,34.55,63.08,1.08,1.07,1.03,9.92,31.29,8.92,2.29,40.5,21.47,40.05,18.55,11.34,7.55,7.82,3.18,9.21,18.5,9.29,11.55,8.29,20.05,0.76,623.08,68.45,197.45,270.84,161.92,28.55,622.89,20.97,8.89,366.29,21.47,15.16,6.92,15.34,9.05,411.5,40.05,2.05,0.08,0.05,11.53,10.82,1.21,0.16,0.24,0.05,42.74,13.63,12.18,1.42,1.55,3.87,2.37,0.21,0.24,0.24,0.0,0.0,1.36,3.39,10.58,35.16,3.39,2.24,11.47,0.76,1.32,25.82,24.39,142.08,27.53,46.68,20.55,0.0,0.07,52.79,82.45,90.36,87.54,54.77,55.47,42.39,-0.14,61.24,32.04,6.63
Cagliari,38,1.0,1.15,11.08,3.03,0.08,0.08,19.68,1.87,318.21,415.84,138.37,159.89,142.18,168.71,32.05,66.18,0.82,0.84,0.77,7.92,23.87,6.16,2.34,30.26,13.32,30.0,14.16,7.97,6.95,5.89,1.32,6.26,11.82,5.55,9.03,7.26,23.34,0.47,521.11,66.61,200.97,215.87,109.63,16.97,521.03,14.53,6.0,281.03,13.32,8.92,3.03,15.39,7.74,315.11,30.0,1.79,0.08,0.08,13.16,10.45,1.71,0.05,0.16,0.0,40.05,15.95,15.79,2.58,1.47,4.03,2.55,0.18,0.16,0.16,0.0,0.0,1.44,6.11,15.71,26.84,4.34,8.29,14.21,0.74,0.95,31.74,23.13,103.58,21.55,28.5,14.24,0.0,-0.13,50.25,76.52,86.54,84.27,48.43,54.77,41.29,-0.02,63.28,38.89,5.21
Celta Vigo,38,1.53,1.45,11.63,4.39,0.21,0.24,20.76,2.58,468.37,559.29,198.66,220.18,220.21,245.39,38.95,66.34,1.05,1.02,0.97,8.92,37.47,7.89,1.39,43.66,18.66,43.39,14.61,8.95,6.79,5.71,2.11,7.53,15.16,7.63,9.08,7.42,21.79,0.79,661.13,58.74,200.47,319.29,146.68,21.87,660.89,16.53,6.68,395.0,18.66,13.16,5.74,14.68,7.79,465.55,43.39,2.21,0.16,0.08,12.16,11.47,1.76,0.16,0.11,0.05,40.32,9.87,11.55,1.68,1.5,3.82,2.34,0.21,0.11,0.08,0.03,0.0,1.28,1.82,6.37,21.63,5.53,6.97,13.18,0.71,1.29,21.42,22.47,149.11,23.34,36.89,16.47,0.03,0.06,46.08,83.74,90.23,89.74,58.71,55.36,40.41,-0.17,61.26,28.57,5.39
Chelsea,38,1.61,1.83,15.53,5.34,0.11,0.13,27.92,2.87,474.55,561.05,212.29,231.63,216.95,240.0,36.03,67.03,1.24,1.41,1.1,12.03,39.16,9.11,1.92,41.97,22.66,41.47,15.47,9.76,6.39,6.42,2.66,7.18,14.11,6.92,9.37,7.16,18.29,1.18,663.61,63.42,199.05,299.34,170.97,29.34,663.47,20.61,8.58,381.61,22.66,12.97,8.34,12.26,7.82,470.74,41.47,2.66,0.05,0.03,11.47,11.68,1.71,0.13,0.16,0.0,41.5,10.58,10.26,1.26,1.13,4.08,2.92,0.29,0.16,0.13,0.03,0.0,1.18,2.76,12.03,35.03,5.5,2.63,11.13,1.29,1.55,20.84,20.08,147.58,30.79,48.71,16.95,0.03,-0.12,50.77,84.58,91.65,90.4,53.75,57.27,41.63,0.04,71.57,22.94,11.59
Como,38,1.16,1.22,13.66,4.63,0.0,0.05,24.21,2.08,418.87,504.82,200.18,219.76,172.66,194.53,33.84,62.08,1.03,0.97,0.81,10.66,30.26,7.34,1.58,36.24,17.32,36.08,17.45,10.84,7.92,6.84,2.68,7.97,15.55,7.58,9.16,7.34,20.74,0.5,611.74,62.08,201.79,275.29,139.87,20.82,611.68,16.37,6.95,371.26,17.32,12.18,5.32,15.18,9.47,413.92,36.08,2.29,0.18,0.08,13.24,13.63,1.71,0.03,0.18,0.0,40.71,12.42,12.82,2.55,1.37,3.76,2.39,0.18,0.18,0.18,0.0,0.0,1.17,3.95,10.66,33.45,4.29,2.58,11.39,0.76,1.71,25.24,24.66,125.71,26.29,35.05,18.82,0.0,-0.05,49.21,82.97,91.09,88.76,54.51,57.0,42.46,-0.17,63.56,37.05,6.67
Crystal Palace,38,1.29,1.62,13.47,4.61,0.08,0.11,23.08,2.34,312.5,414.58,136.79,159.92,139.08,166.24,29.92,66.97,1.0,1.23,0.96,9.97,23.32,7.16,1.82,30.47,13.42,30.0,20.18,11.84,9.84,7.87,2.47,8.53,16.92,8.39,12.76,8.79,28.63,0.5,536.55,67.63,202.34,222.13,117.26,20.97,536.45,13.16,5.5,270.39,13.42,9.32,3.32,12.92,8.92,310.08,30.0,2.11,0.11,0.08,10.97,10.61,1.95,0.11,0.05,0.08,44.68,13.45,16.74,0.71,1.34,3.95,2.66,0.29,0.05,0.03,0.03,0.0,1.35,4.13,15.79,24.79,3.03,7.18,14.71,0.79,1.05,30.18,21.84,103.89,25.42,33.26,20.37,0.03,-0.2,44.57,75.38,85.54,83.66,44.68,54.91,41.79,0.01,67.34,26.16,5.37
Dortmund,34,2.03,1.84,14.06,4.62,0.15,0.18,25.21,3.62,502.26,597.68,228.91,251.06,221.82,246.35,41.26,72.44,1.65,1.41,1.49,10.94,39.65,9.53,2.53,45.97,20.62,45.74,15.38,9.38,6.82,5.76,2.79,7.68,14.47,6.79,11.03,7.32,21.35,0.53,712.18,63.82,205.06,338.97,174.15,26.94,712.0,21.97,10.03,428.44,20.62,15.35,6.44,14.76,9.03,497.71,45.74,2.09,0.18,0.09,9.71,10.09,1.26,0.15,0.12,0.03,43.53,13.94,12.29,1.74,1.5,4.12,2.62,0.21,0.12,0.12,0.0,0.0,1.51,3.53,10.85,35.09,3.79,3.76,13.06,0.68,1.44,26.24,23.79,158.06,28.82,45.44,17.06,0.0,0.1,53.12,84.03,91.18,90.04,56.96,57.15,45.65,0.01,63.59,32.53,5.21
Eint Frankfurt,34,2.0,1.97,14.12,5.06,0.09,0.15,24.97,3.38,409.56,504.06,194.91,215.56,170.88,196.53,32.18,64.65,1.38,1.34,1.28,10.41,30.38,9.06,1.62,39.62,17.21,39.32,16.65,10.03,7.85,6.44,2.35,8.24,14.94,6.71,12.5,8.44,29.24,0.76,626.91,75.71,215.65,280.85,135.85,25.62,626.76,17.91,8.62,359.97,17.21,12.59,5.53,16.5,7.71,406.0,39.32,1.62,0.03,0.03,10.03,8.94,1.68,0.06,0.09,0.06,43.71,13.74,12.85,1.62,1.35,4.79,3.44,0.26,0.09,0.03,0.06,0.0,1.45,3.79,12.59,31.21,4.62,5.12,15.62,1.18,1.35,26.59,24.21,135.47,28.35,41.82,18.26,0.06,0.02,51.67,81.25,90.42,86.95,49.78,57.83,48.13,0.07,71.82,30.1,7.55
Empoli,38,0.82,0.87,9.66,2.82,0.05,0.08,16.79,1.34,265.61,366.21,105.66,127.47,119.95,146.03,31.05,69.05,0.55,0.61,0.5,7.08,21.03,5.63,1.87,26.66,11.26,26.42,18.13,10.42,8.26,7.71,2.16,8.13,14.29,6.16,10.42,8.5,28.21,0.55,480.39,59.97,171.29,212.84,101.61,14.79,480.32,13.29,5.58,223.32,11.26,7.47,2.68,15.63,9.18,262.79,26.42,1.79,0.13,0.05,15.0,12.08,1.5,0.08,0.08,0.03,38.95,15.18,18.68,2.05,1.55,4.16,2.61,0.16,0.08,0.03,0.03,0.03,1.32,5.24,17.21,29.05,3.29,4.42,14.63,0.97,0.53,33.87,24.82,90.76,18.13,24.97,18.55,0.05,-0.06,44.82,72.53,82.89,82.14,44.97,57.22,41.99,-0.17,62.74,30.45,6.63
Espanyol,38,1.0,0.92,9.24,2.58,0.13,0.13,16.63,1.79,278.42,368.32,111.71,130.05,126.68,149.42,34.13,69.18,0.71,0.64,0.62,6.74,20.32,5.37,2.13,26.32,13.08,26.08,16.84,10.45,10.0,5.53,1.32,8.16,16.05,7.89,11.45,8.29,29.76,0.55,484.37,69.87,194.95,200.66,94.26,14.42,484.24,14.37,5.82,246.34,13.08,9.45,2.87,14.76,6.34,276.05,26.08,2.32,0.03,0.0,13.11,11.37,1.61,0.13,0.16,0.03,35.89,12.97,13.26,0.61,1.34,5.05,3.68,0.21,0.16,0.11,0.05,0.0,1.52,5.11,13.84,27.37,5.18,5.68,17.63,1.68,0.92,26.24,21.11,91.55,18.42,24.79,18.61,0.05,0.09,49.43,75.59,85.9,84.78,49.34,56.58,40.5,0.12,72.87,36.92,9.53
Everton,38,1.03,1.12,10.63,3.66,0.05,0.05,18.76,1.79,300.13,393.5,132.61,152.87,121.16,143.45,40.16,76.34,0.71,0.86,0.72,7.84,26.39,6.87,2.42,27.39,12.79,26.92,19.26,11.39,9.63,7.08,2.55,8.89,17.26,8.37,10.32,9.08,28.63,0.66,510.74,64.79,182.37,208.61,125.32,19.26,510.68,16.74,7.45,250.92,12.79,9.58,3.13,13.82,10.26,297.61,26.92,2.16,0.05,0.03,11.32,10.11,2.13,0.03,0.05,0.0,40.11,16.16,14.84,0.79,1.16,4.29,3.08,0.32,0.05,0.0,0.05,0.0,1.28,8.0,21.21,35.66,4.24,6.08,14.68,0.82,1.5,31.0,24.08,94.03,20.55,31.68,20.29,0.05,-0.08,52.13,76.27,86.75,84.46,52.61,55.53,44.5,0.09,71.79,37.72,5.59
Fiorentina,37,1.49,1.36,11.59,4.32,0.16,0.22,21.59,2.7,383.59,473.24,155.97,175.08,177.46,202.81,42.3,73.86,1.0,0.96,0.74,9.08,26.59,6.59,2.0,33.51,16.76,33.14,14.35,8.41,7.22,5.27,1.86,6.7,13.19,6.49,9.54,7.27,24.62,0.46,579.22,65.38,197.46,266.41,121.05,18.14,579.0,16.22,7.3,338.86,16.76,12.95,4.43,14.46,8.27,379.76,33.14,2.19,0.08,0.05,11.59,14.62,2.3,0.16,0.08,0.03,38.81,13.73,13.16,1.81,1.11,3.95,2.81,0.3,0.08,0.03,0.05,0.0,1.1,6.11,13.92,26.05,3.86,6.81,13.46,0.38,0.84,26.89,22.73,116.54,24.3,31.16,15.11,0.05,0.1,51.06,81.06,89.08,87.5,57.27,54.87,45.01,-0.01,71.14,43.89,2.82
Freiburg,34,1.35,1.34,11.91,3.88,0.0,0.12,21.0,2.47,379.18,484.12,163.29,187.82,170.26,197.97,35.56,71.09,1.03,0.91,1.07,8.38,28.85,7.44,2.18,33.21,13.0,32.94,15.03,9.32,6.62,6.53,1.88,6.91,13.44,6.53,11.76,8.12,23.85,0.62,593.47,65.29,195.76,269.59,132.47,21.24,593.35,14.29,6.32,302.76,13.0,9.38,3.5,13.41,7.62,373.03,32.94,1.59,0.06,0.03,9.29,9.56,1.79,0.09,0.12,0.03,40.24,17.53,17.88,1.41,1.56,4.41,2.82,0.32,0.12,0.06,0.06,0.0,1.43,6.26,17.06,37.62,4.06,5.38,14.15,1.18,1.09,35.41,21.03,112.09,23.47,34.35,16.24,0.06,0.01,49.51,78.32,86.94,86.0,50.02,57.01,44.23,-0.09,63.95,36.69,8.34
