Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
at RB Salzburg,8,0.62,0.82,9.25,2.75,0.0,0.12,16.38,1.12,394.62,482.75,176.75,203.38,171.12,193.38,33.0,57.25,0.62,0.54,0.71,7.0,30.0,6.38,0.62,35.38,22.0,35.38,21.12,12.5,11.5,7.12,2.5,11.25,23.12,11.88,13.75,9.12,19.62,1.25,601.0,70.5,205.25,257.75,146.12,18.5,600.88,22.88,11.12,423.88,22.0,18.38,4.62,14.75,9.5,391.38,35.38,2.0,0.12,0.0,11.5,10.12,1.75,0.12,0.12,0.0,44.12,7.12,11.5,7.62,3.38,7.0,3.62,0.0,0.12,0.12,0.0,0.0,2.58,3.5,11.62,25.0,3.38,6.12,13.12,0.62,2.12,18.62,24.25,128.12,17.5,30.12,23.75,0.0,-0.24,38.24,81.74,86.91,88.49,57.64,53.68,48.6,-0.31,51.71,30.12,4.73
at Rapid Wien,10,1.4,1.99,18.7,5.7,0.0,0.0,32.3,2.4,448.8,554.3,205.0,233.1,185.9,215.2,40.7,71.2,0.8,1.34,1.35,13.0,37.5,10.4,2.4,45.5,21.1,45.4,21.9,12.5,10.2,8.2,3.5,11.5,19.3,7.8,14.2,10.6,23.8,0.8,691.9,54.2,189.8,308.8,200.6,34.6,691.9,19.9,8.8,418.0,21.1,16.9,5.9,17.3,8.7,445.0,45.4,1.9,0.2,0.0,12.1,10.2,1.4,0.0,0.2,0.0,49.0,12.7,12.2,2.3,1.1,4.3,3.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,26.0,157.4,34.7,53.3,24.0,0.0,-0.3,51.0,80.97,87.95,86.38,57.16,58.25,44.22,-inf,74.42,0.0,0.0
at Sturm Graz,8,0.5,0.79,8.38,3.0,0.0,0.0,14.5,0.75,277.5,368.0,131.88,152.25,108.88,133.75,25.62,61.25,0.25,0.6,0.55,6.12,19.5,5.25,0.75,23.25,9.25,23.25,19.5,13.12,11.25,6.25,2.0,9.62,19.38,9.75,12.25,9.62,29.0,0.75,491.0,74.75,207.38,203.5,87.12,12.25,491.0,13.88,5.88,274.75,9.25,7.62,2.12,14.12,9.5,273.62,23.25,2.12,0.12,0.12,13.12,10.75,2.25,0.0,0.0,0.0,42.75,9.75,14.25,5.5,1.75,5.62,3.88,0.25,0.0,0.0,0.0,0.0,1.91,4.62,16.5,27.75,3.5,6.38,17.12,1.5,0.62,24.0,23.62,79.0,15.25,20.38,22.75,0.0,-0.37,40.62,75.41,86.62,81.41,41.83,58.49,42.36,0.08,69.04,28.0,8.76
az Qarabağ,8,0.62,1.14,9.88,2.5,0.12,0.25,18.62,0.88,417.25,515.62,184.12,207.25,191.88,221.5,35.62,67.12,0.38,0.81,1.02,7.12,36.12,9.62,2.62,44.88,20.5,44.88,23.25,13.75,9.38,9.75,4.12,10.62,19.5,8.88,12.38,10.75,16.75,1.0,631.88,61.62,193.38,281.0,165.0,24.12,631.62,19.12,9.25,393.0,20.5,17.38,6.12,15.62,9.88,414.25,44.88,2.5,0.25,0.12,9.88,15.25,1.88,0.25,0.12,0.0,48.75,9.5,13.62,6.38,2.5,6.62,4.12,0.0,0.12,0.12,0.0,0.0,2.66,2.88,11.12,27.75,3.5,4.5,10.5,0.5,1.0,23.12,25.5,155.12,19.5,42.5,24.38,0.0,-0.46,41.09,80.92,88.84,86.63,53.07,57.01,48.38,0.06,62.24,25.9,4.76
ba Borac Banja Luka,10,0.7,0.79,10.4,3.5,0.1,0.2,19.1,1.3,336.1,441.7,135.6,161.7,154.1,186.3,36.3,65.9,0.3,0.48,0.7,6.5,26.2,5.3,2.4,32.3,16.0,31.6,18.5,12.1,7.7,9.0,1.8,9.5,17.6,8.1,13.4,9.1,28.1,0.3,563.3,63.8,188.1,246.4,135.9,16.0,563.1,15.1,6.3,303.9,16.0,10.0,3.1,18.0,11.1,334.2,31.6,2.7,0.0,0.0,11.8,14.1,1.6,0.1,0.1,0.0,41.0,13.5,15.0,5.7,1.0,4.1,3.0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,29.1,111.5,20.4,26.8,21.6,0.1,-0.11,47.37,76.09,83.86,82.72,55.08,59.83,41.72,-inf,73.17,0.0,0.0
be Anderlecht,10,1.6,1.17,12.3,4.1,0.1,0.1,22.1,2.5,442.4,543.6,201.8,228.2,189.6,216.5,39.7,71.9,1.1,0.8,0.83,9.0,34.7,7.7,1.9,41.1,19.2,40.8,18.3,11.5,7.8,7.8,2.7,7.3,12.1,4.8,10.1,8.8,22.9,0.3,653.5,66.3,202.7,288.0,169.0,22.4,653.4,16.8,7.3,367.9,19.2,10.3,5.3,14.3,10.8,438.4,40.8,1.7,0.1,0.1,10.6,14.1,1.6,0.1,0.2,0.2,46.0,13.0,13.8,5.5,1.7,4.2,2.6,0.1,0.2,0.1,0.1,0.0,1.28,5.2,16.4,43.4,4.0,3.8,14.8,0.7,1.2,26.8,25.1,141.9,24.6,37.3,18.8,0.1,0.37,48.51,81.38,88.43,87.58,55.22,61.84,43.45,-0.33,61.9,31.71,4.73
be Cercle Brugge,8,2.0,1.61,14.0,5.88,0.12,0.12,23.38,3.75,225.62,351.75,98.88,131.5,91.0,126.12,30.62,75.25,0.62,1.24,1.23,10.5,26.0,7.88,1.88,31.62,10.12,31.0,19.62,14.0,6.75,10.12,2.75,9.25,17.75,8.5,14.75,13.12,27.38,0.12,487.75,46.75,135.12,214.75,143.38,24.75,487.62,19.0,8.25,195.25,10.12,7.5,3.38,17.12,10.12,222.88,31.0,1.88,0.25,0.25,12.75,11.62,1.5,0.12,0.38,0.0,46.0,21.12,22.12,6.25,1.25,3.88,2.62,0.38,0.38,0.12,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.25,27.25,103.75,27.12,37.88,23.25,0.25,0.24,48.83,64.14,75.19,72.15,40.69,62.22,43.42,-inf,67.53,0.0,0.0
be Club Brugge,12,0.92,0.99,10.08,3.58,0.17,0.17,18.42,1.5,413.75,486.08,169.25,186.83,201.08,218.83,39.83,67.67,0.58,0.66,0.74,8.17,26.75,5.58,1.17,29.25,11.92,29.0,15.83,9.42,8.5,5.58,1.75,9.0,17.33,8.33,8.83,8.5,21.75,0.67,580.25,74.33,227.33,252.17,104.92,14.83,580.08,11.08,4.42,297.08,11.92,7.67,3.25,11.0,5.33,409.83,29.0,1.58,0.17,0.0,8.67,8.17,1.0,0.08,0.25,0.17,38.75,8.5,8.75,3.0,1.58,4.42,2.92,0.25,0.25,0.17,0.08,0.0,1.48,4.83,10.75,33.83,3.25,4.17,12.33,1.0,0.67,17.25,16.33,99.17,19.92,24.83,18.42,0.08,-0.07,49.28,85.12,90.59,91.89,58.86,55.55,39.89,-0.07,66.06,44.93,8.11
be Gent,8,1.12,1.54,12.25,4.0,0.12,0.12,21.5,2.0,415.25,514.75,167.38,191.75,194.25,223.25,47.88,77.5,0.5,1.18,0.89,9.5,33.88,9.0,2.5,50.25,16.12,49.38,17.75,9.62,9.5,5.62,2.62,9.62,17.75,8.12,12.38,9.62,23.62,1.12,630.0,64.12,187.75,286.88,161.38,22.25,629.88,15.38,6.0,333.25,16.12,11.75,3.88,17.12,7.75,411.0,49.38,1.5,0.0,0.0,13.12,10.88,2.0,0.0,0.0,0.0,48.62,15.5,12.62,7.75,1.38,5.0,3.62,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.12,24.88,165.12,23.5,37.62,19.25,0.0,-0.27,55.12,80.67,87.29,87.01,61.78,54.2,39.01,-inf,72.4,0.0,0.0
be Union SG,10,1.0,1.97,17.0,5.5,0.1,0.2,29.8,1.7,373.1,490.8,165.8,195.2,155.7,189.9,40.0,76.6,0.7,1.38,1.29,12.9,37.3,9.1,1.9,45.1,19.7,44.6,24.0,14.5,7.8,11.3,4.9,12.9,23.7,10.8,13.5,10.2,24.9,0.2,633.8,46.6,176.8,288.2,177.1,30.8,633.6,24.1,12.1,340.5,19.7,15.9,7.0,19.7,11.7,368.9,44.6,3.6,0.3,0.2,15.3,12.0,2.3,0.1,0.1,0.1,60.2,20.1,18.7,3.4,1.1,3.7,2.7,0.2,0.1,0.1,0.0,0.0,1.26,7.6,17.6,31.1,2.6,3.4,11.4,0.8,0.5,38.8,31.4,154.0,31.5,48.8,27.4,0.0,-0.49,51.8,76.02,84.94,81.99,52.22,57.44,50.21,0.13,72.97,43.18,7.02
bg Ludogorets,8,0.5,0.99,10.12,2.62,0.0,0.12,17.25,1.0,338.0,435.12,139.75,161.12,151.12,175.88,38.5,76.38,0.38,0.71,0.85,7.62,18.5,5.5,3.25,21.25,14.0,21.25,17.12,9.62,11.0,4.62,1.5,8.12,19.12,11.0,11.5,9.62,31.0,0.62,559.0,93.5,251.62,216.12,97.25,14.0,558.88,20.38,9.25,320.38,14.0,8.88,1.5,14.0,9.62,335.5,21.25,2.75,0.12,0.0,11.5,14.75,1.62,0.0,0.0,0.0,41.0,16.75,15.75,8.0,1.38,6.38,5.0,0.25,0.0,0.0,0.0,0.0,1.95,6.0,18.75,36.25,4.0,8.38,18.62,1.12,0.88,32.5,23.62,77.75,18.25,24.25,17.75,0.0,-0.49,51.54,77.68,86.74,85.92,50.41,48.95,45.39,0.29,78.37,32.0,6.02
by Dinamo Minsk,6,0.67,1.0,11.33,3.0,0.17,0.17,19.33,1.33,299.83,408.0,121.5,147.17,133.5,163.33,38.83,77.67,0.17,0.65,0.62,8.33,25.5,7.33,2.33,33.17,15.17,32.67,16.5,10.83,7.33,5.33,3.83,7.0,12.83,5.83,10.17,12.5,22.33,0.67,519.67,47.0,174.17,227.83,123.67,18.5,519.5,18.0,8.5,252.5,15.17,10.0,2.33,14.0,9.5,296.67,32.67,2.5,0.17,0.0,16.67,9.17,1.67,0.17,0.67,0.17,40.5,17.67,20.5,3.5,2.17,5.0,2.67,0.17,0.67,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.17,23.5,113.67,20.67,30.5,17.83,0.33,-0.33,46.29,73.49,82.56,81.74,49.99,60.79,47.22,-inf,53.4,0.0,0.0
ch Lugano,8,2.0,2.01,14.12,5.62,0.0,0.0,25.62,3.12,448.88,537.25,189.0,208.88,205.88,228.62,45.38,77.25,1.0,1.79,1.64,12.0,30.0,11.25,2.0,41.5,15.38,41.25,18.0,10.88,9.62,6.5,1.88,8.88,17.38,8.5,11.12,9.62,21.88,0.75,648.38,76.25,239.12,281.0,135.5,22.75,648.38,15.25,8.12,373.38,15.38,12.38,3.88,13.38,8.75,446.0,41.25,3.0,0.38,0.0,14.38,14.75,1.62,0.0,0.25,0.12,41.25,12.12,14.38,3.0,1.5,4.75,3.25,0.38,0.25,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,22.12,139.38,28.75,39.88,19.75,0.12,-0.0,45.74,83.55,90.48,90.05,58.74,55.85,53.25,-inf,68.42,0.0,0.0
ch St. Gallen,6,1.67,1.53,13.67,4.5,0.0,0.0,23.33,3.33,344.67,457.33,149.17,175.5,145.33,180.17,41.17,74.83,0.83,1.25,1.22,9.67,32.0,9.67,2.0,41.0,16.5,40.83,16.17,10.5,8.17,6.67,1.33,9.0,18.17,9.17,12.67,9.67,22.67,0.83,575.33,67.33,196.83,244.33,138.83,26.33,575.33,17.0,7.83,304.67,16.5,9.0,4.67,14.33,8.5,343.17,40.83,2.5,0.0,0.0,12.67,9.0,2.5,0.0,0.17,0.17,46.33,13.83,16.83,4.5,3.0,8.33,5.5,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.67,22.83,139.17,26.67,42.67,19.5,0.0,0.09,45.09,75.37,85.0,80.66,55.02,56.79,46.06,-inf,66.03,0.0,0.0
ch Young Boys,8,0.38,0.7,10.12,2.25,0.0,0.0,17.38,0.38,302.88,387.75,122.5,139.62,133.25,154.38,38.62,71.38,0.38,0.5,0.52,6.62,21.88,5.38,2.0,27.62,13.88,27.38,15.5,10.75,9.12,4.38,2.0,6.12,17.38,11.25,13.5,10.12,24.75,1.12,502.0,73.25,195.12,211.75,100.62,15.0,502.0,17.25,9.0,258.75,13.88,8.62,4.0,13.62,8.0,299.38,27.38,3.0,0.0,0.0,14.5,9.25,1.88,0.0,0.25,0.25,41.62,10.62,11.0,6.38,3.0,6.62,3.62,0.0,0.25,0.0,0.25,0.0,2.15,4.38,15.0,36.5,3.5,4.25,16.88,0.12,0.75,21.62,21.62,96.25,17.75,26.38,16.88,0.25,-0.46,49.12,78.11,87.74,86.31,54.1,51.31,52.17,-0.4,54.68,29.2,0.71
cy AC Omonia,8,1.12,1.27,9.25,3.38,0.12,0.12,16.25,1.75,402.25,497.38,174.62,196.12,185.88,212.75,35.12,65.75,0.38,0.74,0.7,6.62,33.38,9.25,2.5,41.75,15.38,41.5,16.12,9.5,9.12,4.88,2.12,7.62,14.5,6.88,11.62,9.75,28.75,0.5,618.38,66.88,207.62,281.25,135.25,17.38,618.25,20.38,9.25,327.5,15.38,9.25,3.0,16.88,8.62,399.75,41.5,1.62,0.0,0.0,10.5,11.88,2.0,0.12,0.12,0.0,43.62,13.75,14.5,7.62,1.25,4.62,3.25,0.25,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,25.5,140.12,18.0,32.12,17.12,0.12,-0.12,48.67,80.87,89.04,87.37,53.41,55.91,45.39,-inf,70.35,0.0,0.0
cy APOEL,8,1.25,1.09,11.88,3.38,0.0,0.0,21.0,2.0,362.75,454.88,151.62,171.38,164.62,190.88,36.88,67.38,0.38,0.8,0.71,8.5,27.0,5.0,1.62,32.12,13.88,31.62,16.62,10.12,7.88,6.62,2.12,7.0,15.12,8.12,7.88,9.88,23.5,0.25,559.62,50.88,156.62,278.62,130.12,14.62,559.62,14.75,6.25,314.25,13.88,14.75,2.12,12.88,8.62,359.25,31.62,3.25,0.25,0.25,13.12,14.0,2.75,0.0,0.12,0.0,41.25,13.25,17.12,4.25,1.12,4.75,3.5,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.38,21.5,109.25,23.0,23.38,17.12,0.12,0.15,43.61,79.75,88.47,86.24,54.73,53.94,42.37,-inf,73.68,0.0,0.0
cy Pafos FC,10,1.4,1.78,16.1,5.6,0.0,0.1,28.9,2.7,402.6,500.7,155.3,177.7,185.0,213.2,48.7,80.5,0.6,1.15,1.29,11.6,36.9,12.0,4.1,47.8,19.0,47.6,15.4,9.6,6.6,6.0,2.8,7.9,15.7,7.8,9.1,6.2,17.2,0.2,603.6,51.7,181.5,266.2,162.6,29.8,603.5,15.5,7.1,349.4,19.0,12.1,4.3,15.3,6.7,399.4,47.6,2.7,0.0,0.0,13.4,11.4,1.4,0.1,0.3,0.1,45.1,13.2,12.6,5.9,1.2,2.9,1.7,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,22.0,162.0,31.6,50.2,17.5,0.1,-0.21,51.16,80.41,87.39,86.77,60.5,56.27,45.81,-inf,58.62,0.0,0.0
cz Mladá Boleslav,6,1.17,1.37,13.33,5.67,0.0,0.17,21.83,1.67,316.33,415.17,122.83,146.67,153.67,178.83,32.83,67.33,0.5,0.77,0.6,9.67,21.5,5.5,1.0,31.67,12.33,31.33,13.0,8.67,6.67,4.67,1.67,6.17,13.67,7.5,15.83,9.67,23.67,0.17,530.33,80.67,208.83,211.17,116.5,16.0,530.17,17.5,7.17,260.83,12.33,10.83,2.67,13.5,9.83,312.33,31.33,1.83,0.0,0.0,11.0,8.83,1.67,0.17,0.17,0.17,44.83,12.83,13.83,4.17,1.67,6.5,5.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,23.33,106.67,23.5,25.17,14.83,0.0,-0.15,48.11,76.19,83.75,85.93,48.76,55.64,40.97,-inf,76.92,0.0,0.0
cz Slavia Prague,8,0.88,1.38,17.62,5.62,0.0,0.0,29.75,1.75,363.38,478.5,158.12,185.38,147.5,182.12,45.12,78.88,0.75,1.11,1.21,12.38,28.25,13.88,7.0,43.25,18.75,42.75,15.25,8.88,6.38,6.38,2.5,7.5,12.75,5.25,10.38,10.25,13.0,0.88,590.5,52.75,177.62,226.0,192.0,33.12,590.5,15.5,6.62,263.75,18.75,12.62,3.75,18.0,10.0,358.62,42.75,2.75,0.0,0.0,15.25,12.88,2.38,0.0,0.38,0.0,49.75,17.88,19.75,6.62,1.38,3.75,2.25,0.12,0.38,0.25,0.12,0.0,1.31,4.62,10.12,36.88,3.88,3.38,7.75,0.38,1.38,37.62,28.0,147.5,31.5,57.75,16.38,0.12,-0.36,47.53,75.94,85.3,80.99,57.2,58.5,42.71,-0.05,60.0,45.65,4.9
cz Sparta Prague,8,0.75,0.81,9.38,2.62,0.0,0.0,15.5,1.12,254.12,344.75,106.75,127.12,109.5,130.75,30.5,66.25,0.38,0.54,0.54,6.25,17.38,3.62,1.25,23.0,10.12,22.75,14.88,8.88,8.38,4.38,2.12,7.0,16.12,9.12,13.12,9.38,27.38,1.25,450.62,69.12,182.12,190.0,82.12,14.62,450.62,13.25,5.75,245.38,10.12,6.88,2.62,10.25,7.12,251.75,22.75,1.62,0.0,0.0,10.12,6.88,1.0,0.0,0.12,0.12,39.5,11.75,12.38,3.25,2.62,7.62,5.12,0.12,0.12,0.12,0.0,0.0,2.12,5.25,18.5,30.38,4.75,6.5,15.0,0.88,0.88,24.12,17.38,78.62,16.62,22.12,15.88,0.0,-0.07,48.71,73.71,83.98,83.75,46.04,51.23,43.4,-0.24,67.19,28.38,5.87
cz Viktoria Plzeň,12,1.5,1.28,12.67,4.25,0.0,0.08,20.08,2.58,275.42,388.17,128.92,156.17,102.5,132.83,33.5,72.08,1.33,0.93,0.76,9.25,24.42,6.25,1.42,31.92,10.58,30.92,19.92,12.33,8.17,8.33,3.42,9.67,20.0,10.33,15.0,11.5,29.33,0.58,525.75,60.17,168.75,218.25,144.33,20.92,525.67,16.67,7.67,219.08,10.58,9.08,3.25,16.92,9.58,271.42,30.92,1.75,0.17,0.08,12.42,10.08,2.42,0.08,0.08,0.0,48.33,20.83,19.75,2.17,1.33,4.92,3.5,0.25,0.08,0.0,0.08,0.0,1.7,5.92,16.92,24.33,2.67,5.67,14.67,0.83,1.08,40.58,26.5,104.33,22.67,31.83,22.0,0.08,0.17,51.33,70.95,82.55,77.17,46.48,55.11,46.01,0.22,71.14,34.99,5.66
de Bayern Munich,14,2.21,2.46,20.14,7.21,0.36,0.36,36.29,3.79,600.86,692.86,310.14,334.57,229.07,252.5,42.57,67.71,1.14,1.55,2.03,15.43,58.0,16.71,2.57,63.71,26.86,63.5,16.5,9.86,5.64,6.79,4.07,8.43,16.93,8.5,11.43,8.71,12.64,1.07,804.86,45.21,157.64,378.71,274.79,41.71,804.5,20.43,9.29,517.71,26.86,21.86,8.71,13.07,9.36,596.71,63.5,1.57,0.0,0.0,9.64,9.07,1.5,0.29,0.07,0.0,46.93,12.36,10.07,8.36,1.29,2.86,1.57,0.29,0.07,0.07,0.0,0.0,0.98,4.29,10.21,37.14,3.79,2.43,6.79,0.07,2.57,22.43,22.43,217.57,40.07,69.71,18.29,0.0,-0.1,55.1,86.72,92.7,90.72,62.87,54.71,45.47,-0.32,54.9,42.02,1.03
de Dortmund,14,2.21,2.01,13.64,5.36,0.5,0.57,25.79,4.07,455.43,540.86,219.21,241.71,186.21,204.64,36.93,64.43,1.29,1.31,1.34,10.86,37.5,9.79,2.93,40.0,18.5,39.71,19.21,11.43,9.29,6.79,3.14,10.07,19.57,9.5,10.86,9.29,17.79,0.93,649.64,64.36,202.5,299.14,154.14,26.07,649.07,20.07,9.79,407.29,18.5,13.21,6.14,13.57,8.86,452.57,39.71,1.71,0.0,0.0,12.29,9.21,2.36,0.57,0.0,0.07,47.0,10.0,9.21,4.21,1.36,4.14,2.86,0.36,0.0,0.0,0.0,0.0,1.27,3.07,9.14,32.36,4.57,3.64,9.5,0.57,1.5,19.21,22.43,137.93,29.86,44.93,21.5,0.0,0.1,52.06,84.2,90.69,90.99,57.32,55.44,48.78,-0.07,69.08,33.59,6.0
de Eint Frankfurt,12,1.75,1.39,12.75,5.0,0.17,0.17,22.67,2.92,467.33,562.92,235.42,261.17,175.75,199.17,31.67,60.42,1.25,1.03,0.98,9.67,37.33,9.75,2.0,43.33,13.25,42.92,19.83,10.75,9.17,7.33,3.33,8.67,16.67,8.0,12.33,10.83,27.58,0.5,688.58,70.92,211.83,323.0,158.83,22.67,688.42,15.5,5.67,459.58,13.25,13.92,4.17,15.92,9.0,464.58,42.92,2.0,0.0,0.0,10.75,7.83,1.42,0.08,0.17,0.08,42.92,17.08,14.17,4.58,1.17,4.25,3.08,0.25,0.17,0.08,0.08,0.0,1.18,3.5,10.92,28.5,3.92,6.08,16.0,1.42,0.75,31.25,24.92,142.42,25.58,38.58,19.42,0.08,0.26,54.66,83.02,90.14,88.24,52.42,53.21,36.58,0.01,72.47,32.05,8.88
de Heidenheim,8,1.25,1.68,15.12,5.5,0.0,0.12,26.0,1.88,402.12,514.5,148.12,174.62,202.5,233.62,45.38,81.25,0.5,1.0,1.02,9.75,29.0,7.38,2.62,36.5,17.25,36.0,21.25,12.75,11.62,6.88,2.75,9.88,19.38,9.5,13.62,12.25,26.5,0.38,642.38,79.5,244.0,266.38,139.25,22.5,642.25,17.62,8.62,343.0,17.25,11.12,3.5,12.75,10.25,397.5,36.0,2.0,0.0,0.0,14.0,13.25,2.12,0.0,0.12,0.0,47.25,18.25,22.12,10.75,1.38,4.88,3.5,0.25,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.38,23.0,125.75,27.88,36.0,22.62,0.0,-0.26,45.2,78.16,84.82,86.68,55.85,55.7,48.92,-inf,71.72,0.0,0.0
de Hoffenheim,8,1.25,1.46,15.88,4.5,0.0,0.0,27.88,2.25,439.88,540.38,196.62,219.0,193.62,224.88,34.0,64.62,1.0,1.06,0.95,11.12,38.12,9.0,3.5,38.75,16.0,38.38,20.88,12.0,10.12,8.88,1.88,12.38,22.5,10.12,11.88,8.5,23.62,0.5,659.12,61.12,197.75,327.75,139.0,23.88,659.12,14.38,6.5,333.5,16.0,11.12,4.75,14.38,9.5,436.38,38.38,1.88,0.0,0.0,11.5,11.12,2.75,0.0,0.0,0.0,48.62,12.25,12.5,7.12,1.75,4.38,2.62,0.25,0.0,0.0,0.0,0.0,1.44,3.25,12.38,29.5,3.12,4.38,12.88,0.62,0.75,24.75,23.88,131.5,30.12,41.12,24.38,0.0,-0.14,49.49,81.4,89.78,86.1,52.62,56.2,45.2,-0.22,59.82,26.25,4.81
de Leverkusen,10,1.4,1.55,15.1,5.5,0.1,0.1,25.8,2.2,537.6,620.8,283.4,306.3,209.1,230.7,38.2,62.2,0.9,1.12,1.23,11.6,47.4,8.7,2.2,43.0,18.6,42.8,14.8,9.7,7.2,5.6,2.0,6.6,14.8,8.2,9.1,8.1,17.8,0.8,722.1,63.6,184.1,330.9,210.0,26.0,722.0,13.9,6.1,415.8,18.6,14.0,5.7,11.8,7.4,533.8,42.8,2.3,0.2,0.2,11.8,8.3,1.4,0.0,0.1,0.0,41.2,11.6,10.8,5.8,1.2,3.4,2.2,0.5,0.1,0.1,0.0,0.0,1.21,4.0,9.7,27.7,3.6,5.0,10.0,0.6,1.0,22.4,19.2,147.2,28.0,42.6,16.3,0.0,-0.1,51.79,86.6,92.52,90.64,61.41,55.07,43.88,0.01,64.71,41.24,6.0
de RB Leipzig,8,1.0,1.56,12.75,4.5,0.12,0.12,20.5,1.5,398.75,490.62,192.38,215.62,171.25,196.62,27.25,51.62,0.5,1.09,1.05,9.0,27.62,8.25,2.12,30.88,12.0,30.62,17.88,11.75,7.0,7.0,3.88,6.62,16.5,9.88,12.38,8.25,23.0,0.88,600.62,75.0,228.88,252.25,124.38,19.12,600.5,15.0,6.25,356.0,12.0,7.75,2.75,12.12,10.38,395.75,30.62,1.88,0.0,0.0,11.12,8.75,2.38,0.0,0.0,0.12,39.75,11.62,9.5,7.0,1.88,4.88,3.12,0.0,0.0,0.0,0.0,0.0,1.46,1.75,6.38,30.5,4.75,8.38,14.0,0.75,0.62,21.12,22.5,104.12,22.0,32.25,18.38,0.0,-0.36,55.02,81.27,89.22,87.1,52.79,53.43,41.67,-0.29,63.93,27.43,5.36
de Stuttgart,8,1.5,1.82,17.25,5.38,0.0,0.12,30.62,2.88,496.25,596.62,263.5,287.0,192.0,219.25,29.75,58.25,1.38,1.41,1.86,13.62,40.5,13.25,3.38,49.5,17.62,48.88,18.0,9.75,7.5,7.88,2.62,9.62,19.25,9.62,11.25,8.62,16.12,1.0,703.88,66.12,197.12,312.88,199.38,30.62,703.75,16.25,8.25,451.38,17.62,14.88,6.12,11.12,8.38,488.5,48.88,1.62,0.0,0.0,11.38,12.0,2.12,0.12,0.0,0.0,47.38,10.25,9.62,7.0,2.12,4.0,1.88,0.12,0.0,0.0,0.0,0.0,1.4,3.88,10.5,36.88,3.75,2.38,8.5,0.62,0.62,19.88,19.5,164.88,33.5,53.38,19.38,0.0,-0.18,51.56,83.18,91.81,87.57,51.07,52.0,50.77,-0.51,47.0,36.95,7.29
