Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
Pisa,25.8,38,1.53,1.47,12.82,3.53,0.11,0.13,21.82,2.45,286.92,398.92,112.32,138.74,131.05,165.13,36.18,72.39,8.89,27.08,8.45,3.42,33.29,12.82,32.74,16.63,9.55,8.55,6.16,1.92,7.42,13.53,6.11,10.18,7.68,30.79,0.39,517.32,51.87,166.42,223.11,133.45,23.26,517.18,12.18,5.34,244.11,9.82,2.82,15.45,7.55,283.39,2.0,0.08,0.0,16.45,11.16,1.03,0.11,0.05,0.03,36.82,26.05,20.55,0.97,3.42,2.47,0.29,0.05,0.05,0.0,0.0,1.05,7.16,17.03,26.13,2.32,6.42,13.89,1.0,0.76,46.61,23.0,78.84,24.26,37.95,16.97,0.0,46.2,0.04,55.89,71.92,80.96,79.36,49.98,56.27,43.84,0.08,72.22,42.04,7.2
Platense,25.9,27,0.74,0.88,10.19,2.93,0.15,0.19,16.85,1.3,202.7,330.11,83.15,110.63,77.85,115.33,36.0,81.15,6.78,23.33,5.52,2.74,27.59,9.81,27.22,22.3,14.19,10.63,8.78,2.89,10.56,19.78,9.22,12.37,11.78,25.37,0.07,459.3,43.33,146.52,199.67,118.04,15.96,459.11,15.67,6.67,179.3,7.93,1.74,18.33,9.04,200.11,2.67,0.15,0.04,12.04,10.37,0.81,0.15,0.07,0.0,45.19,23.37,19.04,0.67,3.26,2.59,0.52,0.07,0.04,0.0,0.04,0.79,7.37,20.78,18.67,1.3,7.78,13.19,0.93,1.11,42.41,27.37,64.63,18.15,25.96,24.74,0.04,40.5,-0.16,55.1,61.4,75.16,67.5,44.36,58.82,42.57,0.15,79.45,35.47,7.05
Plymouth Argyle,25.4,46,1.0,0.88,9.07,3.0,0.07,0.07,15.39,1.46,273.57,378.61,108.59,129.67,128.8,156.78,31.11,73.61,6.61,19.63,4.61,1.15,24.63,11.26,24.26,18.48,11.57,9.65,7.07,1.76,8.78,15.78,7.0,12.5,8.17,35.11,0.46,503.17,73.46,209.91,210.22,87.89,14.57,503.11,13.7,5.48,239.7,7.39,3.26,15.2,7.91,270.41,1.85,0.13,0.04,11.76,11.0,1.8,0.04,0.09,0.04,36.8,16.41,20.61,1.91,5.35,3.48,0.07,0.09,0.09,0.0,0.0,2.02,5.7,23.02,33.65,4.07,9.52,17.07,0.59,0.91,37.02,23.11,60.15,16.85,23.59,20.35,0.0,42.4,0.14,44.33,72.26,83.74,82.15,42.26,59.4,40.0,0.05,65.05,24.76,3.46
Portland Timbers,27.6,34,1.88,1.59,13.74,5.09,0.15,0.15,24.91,3.24,402.32,496.91,165.65,186.65,179.35,204.71,48.21,80.59,10.53,33.24,9.44,2.03,40.53,17.09,40.15,17.24,10.79,8.47,6.38,2.38,7.97,16.26,8.29,11.74,9.56,20.94,0.44,611.06,62.82,196.0,285.0,136.24,23.32,610.91,19.38,8.91,338.21,13.12,4.74,15.53,8.91,398.91,2.0,0.09,0.03,11.88,13.0,1.38,0.12,0.12,0.06,44.59,12.68,11.35,1.65,4.29,2.68,0.18,0.12,0.06,0.03,0.03,1.57,5.68,14.15,29.71,4.26,8.65,14.0,1.03,1.44,24.03,24.44,97.76,28.15,39.53,18.76,0.06,48.7,0.18,52.77,80.96,88.75,87.61,59.82,56.0,45.98,-0.05,62.47,40.14,7.36
Porto,24.2,34,1.91,1.66,13.94,5.0,0.26,0.32,25.65,3.38,471.53,561.18,196.91,217.47,221.38,246.94,44.82,74.15,10.68,37.18,10.29,2.97,48.35,17.0,47.97,13.88,8.09,5.12,5.94,2.82,7.0,13.21,6.21,8.82,7.44,15.32,0.38,662.74,50.29,176.0,317.32,175.03,25.32,662.41,16.91,6.88,381.62,12.82,4.29,14.56,8.68,467.68,2.71,0.12,0.03,14.21,12.88,1.41,0.24,0.24,0.03,40.44,12.82,12.47,0.88,2.74,1.82,0.47,0.24,0.18,0.06,0.0,0.96,4.0,9.26,31.94,4.26,5.38,9.53,0.62,1.56,25.29,23.24,113.32,29.03,42.88,15.09,0.06,61.7,0.15,50.69,84.02,90.55,89.65,60.45,55.7,40.69,0.08,66.42,43.2,6.51
Portsmouth,26.5,46,1.24,1.2,11.04,3.37,0.11,0.15,18.57,2.09,253.7,378.07,105.43,131.17,110.96,145.24,31.89,81.41,7.28,22.93,5.93,2.26,26.98,10.96,26.43,14.57,8.5,5.7,6.39,2.48,6.83,13.96,7.13,11.57,9.41,27.24,0.35,492.8,56.63,160.39,208.33,128.8,17.72,492.65,12.72,4.85,226.5,7.76,2.57,14.87,7.3,250.87,2.46,0.02,0.0,12.04,11.7,1.72,0.13,0.09,0.11,37.83,24.28,23.8,1.54,4.59,3.15,0.22,0.09,0.09,0.0,0.0,1.49,7.8,25.72,30.11,2.24,7.22,13.72,0.33,2.39,48.09,22.17,64.37,20.65,28.48,15.33,0.0,45.1,0.03,50.49,67.1,80.38,76.4,39.17,53.73,38.13,-0.03,68.63,30.33,2.41
Preston,26.8,46,1.02,1.12,10.74,3.22,0.04,0.04,18.5,1.7,320.78,431.76,138.91,162.65,137.72,166.67,36.76,79.89,8.22,24.98,6.24,1.7,29.93,12.39,29.61,17.41,10.65,8.11,7.09,2.22,7.98,15.0,7.02,11.87,8.07,28.41,0.28,546.37,62.83,198.7,234.57,117.93,17.43,546.33,12.52,5.13,278.0,8.57,3.22,14.98,7.78,318.48,2.59,0.11,0.07,12.67,11.2,1.93,0.04,0.15,0.02,40.43,19.59,16.76,1.28,3.61,2.3,0.28,0.15,0.13,0.02,0.0,1.12,6.7,17.28,31.09,5.41,8.0,14.43,0.87,1.54,36.35,22.76,71.93,20.2,28.59,18.63,0.02,48.3,-0.09,53.89,74.3,85.4,82.63,46.01,57.48,40.97,-0.14,63.71,38.77,6.03
Puebla,27.7,34,0.85,0.97,11.32,3.59,0.15,0.18,19.26,1.29,275.32,370.97,118.35,138.26,114.82,138.74,35.09,73.12,8.38,22.65,4.74,1.38,26.47,12.09,26.12,17.68,10.88,8.82,6.91,1.94,8.82,16.65,7.82,10.91,10.32,25.85,0.15,488.79,58.59,166.06,218.24,110.5,14.56,488.62,17.15,7.85,234.68,9.91,2.94,14.68,8.5,272.59,2.29,0.18,0.09,13.59,9.68,1.65,0.12,0.21,0.03,39.88,11.35,14.91,1.65,4.91,3.21,0.18,0.21,0.12,0.09,0.0,1.49,5.03,16.21,18.5,3.06,11.21,17.91,0.71,0.53,26.26,23.18,64.68,20.56,23.62,19.71,0.09,39.2,-0.12,43.22,74.22,85.6,82.76,47.99,57.38,45.77,-0.11,65.38,31.03,3.96
QPR,26.1,46,1.07,1.04,11.43,3.72,0.04,0.07,19.37,1.72,323.65,427.13,142.04,164.57,138.98,167.0,34.59,74.11,8.35,20.17,5.26,1.72,26.3,12.17,25.74,16.46,10.04,8.26,6.22,1.98,7.59,13.54,5.96,11.17,7.7,30.28,0.26,543.74,67.33,219.33,214.87,114.59,18.46,543.67,13.72,5.74,279.26,8.63,3.37,15.28,9.11,319.91,2.07,0.07,0.02,10.87,11.91,1.83,0.02,0.07,0.07,37.11,18.04,17.5,1.37,3.87,2.57,0.22,0.07,0.07,0.0,0.0,1.33,4.5,14.43,28.33,4.04,7.72,14.96,0.24,0.85,35.54,24.39,64.22,21.09,28.8,17.63,0.0,46.5,0.03,50.76,75.77,86.31,83.22,46.67,58.77,41.84,-0.03,66.41,31.19,1.6
Querétaro,29.1,34,0.88,0.79,9.97,3.12,0.03,0.06,17.44,1.47,277.85,368.47,112.26,130.12,122.35,144.35,35.71,73.15,7.29,23.26,5.03,2.09,26.68,11.68,26.29,17.26,10.88,9.0,6.62,1.65,7.88,15.41,7.53,9.53,9.0,27.35,0.44,480.24,61.26,173.76,210.12,101.35,14.44,480.18,14.18,6.21,240.62,9.15,2.71,14.62,8.26,274.59,2.35,0.26,0.15,12.18,11.24,2.03,0.06,0.26,0.0,38.47,11.76,12.68,1.62,5.06,3.38,0.21,0.26,0.18,0.06,0.03,1.55,5.18,16.12,17.74,3.09,10.56,17.76,0.79,0.76,24.44,22.88,64.65,18.91,24.26,18.76,0.09,39.7,0.11,48.12,75.41,86.27,84.76,48.82,57.42,43.79,-0.05,66.8,32.13,4.45
RB Bragantino,24.8,38,1.16,1.04,13.0,4.18,0.08,0.08,22.55,2.08,314.82,416.11,130.26,152.42,135.0,163.26,40.03,75.47,9.45,27.92,6.13,1.71,33.47,14.82,32.89,17.53,11.58,8.63,6.74,2.16,8.26,15.74,7.47,10.5,8.84,24.68,0.32,531.66,60.42,169.32,233.5,134.45,17.84,531.58,17.63,8.76,275.32,12.37,4.18,15.05,8.76,311.03,2.66,0.11,0.0,13.05,11.87,1.0,0.05,0.08,0.03,41.74,15.29,19.16,1.26,4.82,3.53,0.16,0.08,0.03,0.05,0.0,1.49,4.0,12.89,23.66,4.66,7.87,17.18,0.89,1.63,34.45,23.82,81.18,24.63,29.87,19.84,0.05,47.3,0.12,44.38,75.66,85.46,82.69,53.04,59.63,49.69,0.15,73.24,31.03,5.18
RKC Waalwijk,25.6,34,1.21,1.21,11.71,3.88,0.09,0.09,20.47,1.94,324.68,418.24,130.18,149.56,147.44,171.68,39.71,75.59,8.71,25.76,6.62,2.35,30.94,16.82,30.59,18.38,11.12,10.88,5.76,1.74,9.21,16.0,6.79,12.32,9.82,30.62,0.53,547.03,79.82,218.15,219.0,115.74,17.29,546.94,16.88,7.82,288.62,11.03,3.71,17.68,10.09,321.09,1.26,0.21,0.09,9.21,8.32,1.29,0.03,0.24,0.06,44.56,14.29,13.32,2.18,5.76,3.65,0.12,0.24,0.24,0.0,0.0,2.07,7.38,18.15,29.76,3.62,9.53,16.85,0.62,0.76,27.62,27.76,78.35,22.41,29.97,20.32,0.0,43.9,0.0,51.74,77.63,87.04,85.88,52.53,59.13,46.33,-0.05,63.37,40.66,3.68
Racing Club,26.7,27,1.52,1.3,14.74,4.48,0.11,0.19,24.96,2.37,344.96,457.96,133.74,157.89,153.93,185.56,49.63,90.22,10.37,33.7,7.59,2.44,42.56,15.22,42.3,17.33,11.37,7.48,7.48,2.37,8.07,15.44,7.37,10.52,8.78,22.44,0.3,575.15,51.52,167.07,272.41,141.63,20.44,574.96,16.93,8.56,298.81,11.59,3.63,18.11,8.81,342.04,2.33,0.07,0.04,12.33,10.3,2.11,0.07,0.11,0.04,44.78,16.19,14.67,1.11,3.59,2.48,0.41,0.11,0.04,0.04,0.04,0.94,4.41,11.89,20.74,3.22,7.78,12.04,0.44,0.96,30.85,26.93,100.07,27.33,34.11,19.44,0.07,55.0,0.17,52.48,75.33,84.7,82.95,55.01,59.32,50.56,-0.18,69.08,37.09,3.65
Real Salt Lake,25.6,34,1.85,1.62,15.35,5.44,0.12,0.12,25.91,3.18,440.88,532.82,189.85,211.41,194.85,220.5,48.15,79.09,11.71,36.38,8.41,1.65,42.68,18.06,42.29,14.56,9.59,5.82,7.0,1.74,6.5,14.12,7.62,11.91,9.18,17.32,0.47,644.91,60.5,193.56,303.21,154.24,21.18,644.79,19.82,8.65,372.79,14.85,4.85,15.74,8.5,436.03,2.21,0.06,0.03,13.24,11.62,1.94,0.03,0.18,0.03,47.12,9.44,9.38,1.41,4.47,3.06,0.26,0.18,0.12,0.03,0.03,1.3,4.29,11.5,31.68,5.44,6.85,11.91,1.06,1.35,18.82,24.24,103.03,29.09,36.09,16.09,0.06,53.9,0.14,50.16,82.74,89.8,88.37,60.88,56.1,43.64,-0.08,68.46,37.3,8.9
Reggiana,26.3,38,1.08,1.07,11.47,3.82,0.05,0.05,19.74,1.66,299.0,395.79,129.21,152.08,128.76,156.26,32.47,64.21,7.63,21.34,6.11,1.84,28.05,15.74,27.87,17.16,10.45,8.29,6.58,2.29,7.76,14.71,6.95,10.97,7.97,30.68,0.29,515.16,59.39,187.74,223.45,110.47,18.18,515.11,14.74,6.5,264.95,10.76,3.66,15.82,7.55,296.45,2.89,0.11,0.0,15.66,15.11,2.26,0.05,0.05,0.11,36.34,17.21,20.03,1.37,3.84,2.58,0.21,0.05,0.05,0.0,0.0,1.25,4.11,12.11,17.58,3.16,8.11,17.26,0.68,0.11,37.24,23.37,71.66,21.39,29.79,18.21,0.0,44.8,0.01,46.21,75.55,84.96,82.4,50.57,57.14,44.1,-0.1,67.19,33.94,3.94
Rio Ave,25.0,34,1.15,1.14,10.91,3.62,0.09,0.12,19.0,1.76,338.15,431.21,132.94,153.18,158.94,183.35,38.15,71.44,7.68,24.09,5.62,1.5,30.91,14.5,30.62,17.56,10.76,9.35,6.18,2.03,9.56,18.18,8.62,10.56,9.18,28.21,0.79,550.32,69.65,212.21,236.35,107.97,16.32,550.21,19.71,8.62,295.85,9.53,3.0,16.94,8.97,335.47,2.32,0.15,0.06,13.47,13.32,2.74,0.09,0.09,0.15,43.18,11.29,12.24,1.62,4.97,3.5,0.15,0.09,0.09,0.0,0.0,1.56,3.97,13.35,27.29,4.82,9.18,15.68,0.65,0.85,23.53,25.91,76.03,20.76,26.44,20.32,0.0,47.8,0.01,47.98,78.42,86.79,86.69,53.4,56.86,43.73,-0.04,70.42,29.74,4.15
River Plate,28.0,39,1.41,1.6,16.28,5.44,0.13,0.13,29.46,2.44,443.72,557.62,194.08,225.38,194.15,227.03,44.54,75.26,12.23,43.69,9.51,2.46,53.13,18.08,52.64,18.79,12.44,8.08,8.26,2.46,9.0,16.05,7.05,11.18,9.64,17.0,0.18,677.13,46.08,171.15,335.36,176.92,24.21,677.0,21.33,9.28,378.46,14.92,4.13,18.21,10.77,439.87,2.44,0.08,0.05,12.85,12.79,1.74,0.05,0.15,0.0,49.87,16.79,15.0,0.74,3.0,2.23,0.46,0.15,0.13,0.03,0.0,0.86,2.79,6.38,18.23,5.31,6.74,10.82,0.51,0.72,31.79,28.97,123.85,31.9,40.31,21.44,0.03,61.28,-0.12,52.82,79.57,86.11,85.52,59.18,61.54,43.51,0.14,74.33,43.73,4.71
Rosario Central,28.0,33,1.03,1.02,10.91,3.09,0.09,0.15,18.97,1.79,303.42,419.58,131.12,156.7,126.7,159.58,37.73,76.82,7.91,25.55,5.94,2.12,33.21,14.15,33.03,19.88,12.55,9.06,8.48,2.33,9.09,17.06,7.97,11.94,11.3,20.18,0.3,536.76,48.91,172.03,249.91,120.79,15.76,536.61,17.12,8.03,267.85,10.09,2.52,17.45,9.94,301.21,3.12,0.06,0.06,12.82,12.52,1.82,0.12,0.12,0.03,46.64,17.06,16.55,1.12,4.15,3.06,0.24,0.12,0.09,0.0,0.03,1.08,4.76,12.97,19.12,4.21,7.58,12.36,0.61,0.36,33.61,27.39,80.39,20.76,26.33,21.64,0.03,50.59,0.01,50.76,72.32,83.68,79.4,49.11,58.58,46.9,-0.04,73.73,36.7,4.94
SJ Earthquakes,27.6,34,1.15,1.34,11.88,3.59,0.03,0.03,21.15,1.85,352.47,445.06,148.53,169.09,154.88,179.44,40.68,72.53,9.18,25.38,7.09,2.06,33.21,14.5,33.0,17.62,9.68,8.65,6.79,2.18,8.82,18.35,9.53,10.94,9.56,24.82,0.32,558.88,70.68,206.32,242.53,115.74,17.88,558.85,17.0,8.03,301.47,9.68,3.26,15.18,7.62,349.74,2.06,0.09,0.03,10.82,11.71,1.29,0.03,0.24,0.03,42.53,11.26,11.62,2.29,5.59,3.29,0.06,0.24,0.21,0.03,0.0,1.84,4.74,11.0,22.56,4.44,8.41,15.71,0.88,0.74,22.88,22.79,80.71,23.0,30.29,18.5,0.03,44.6,-0.14,49.21,79.2,87.84,86.31,56.09,51.43,47.24,-0.24,58.86,43.09,5.6
Salernitana,26.6,38,0.95,1.1,12.61,3.76,0.11,0.16,22.58,1.66,361.13,457.5,162.24,183.87,155.29,182.16,36.58,70.92,9.34,28.39,8.24,2.24,36.29,16.84,35.76,15.68,9.13,6.74,6.82,2.13,7.47,13.95,6.47,10.18,7.03,23.79,0.32,562.13,55.58,170.42,260.13,137.34,20.32,561.97,12.79,6.32,289.42,12.74,3.29,14.89,8.16,357.39,2.26,0.13,0.05,14.68,15.03,1.63,0.11,0.11,0.0,36.18,15.5,17.61,1.24,3.58,2.34,0.26,0.11,0.11,0.0,0.0,1.28,4.39,13.58,25.16,3.82,7.18,12.79,0.87,0.79,33.11,23.05,88.89,24.24,34.08,16.61,0.0,51.3,-0.14,46.81,78.94,88.24,85.25,51.58,56.02,49.41,0.03,65.36,32.33,6.8
Sampdoria,27.1,38,0.97,1.18,12.39,3.66,0.05,0.08,21.5,1.5,299.79,402.16,135.61,159.5,128.68,156.68,30.03,64.16,8.58,24.53,7.29,2.32,32.39,13.03,31.92,15.84,9.55,7.18,6.16,2.5,7.92,14.47,6.55,10.84,7.16,27.16,0.47,515.92,60.82,166.13,224.61,130.58,20.05,515.84,14.66,6.68,250.87,9.87,3.11,14.87,8.21,296.63,2.82,0.21,0.13,16.29,13.68,1.89,0.05,0.08,0.0,36.16,17.61,19.89,1.29,4.42,3.11,0.32,0.08,0.05,0.03,0.0,1.29,4.58,14.11,23.84,3.84,7.68,15.05,1.37,0.68,37.5,23.08,77.34,23.0,32.76,17.47,0.03,48.2,-0.18,46.96,74.54,85.02,82.13,46.8,57.64,45.57,0.0,70.36,32.46,9.1
San Lorenzo,25.7,35,0.77,0.92,11.17,2.97,0.14,0.17,19.2,1.26,292.17,403.69,123.54,149.34,126.03,157.54,33.23,71.14,7.2,26.34,5.4,1.94,32.91,13.06,32.54,18.8,12.17,8.54,7.8,2.46,9.2,16.97,7.77,10.83,8.83,20.74,0.26,520.91,47.6,157.8,251.31,117.57,15.63,520.74,19.63,8.46,252.63,10.26,2.37,17.94,9.51,289.14,2.43,0.11,0.03,11.74,14.2,1.6,0.11,0.09,0.06,44.29,18.0,16.83,0.97,3.31,2.4,0.26,0.09,0.09,0.0,0.0,0.95,4.09,12.66,17.11,2.46,8.57,13.11,0.37,0.46,34.83,27.46,78.51,20.46,25.34,21.37,0.0,50.17,-0.16,51.68,72.37,82.72,80.0,46.71,59.74,43.1,-0.02,72.51,32.31,2.82
Santa Clara,26.5,34,1.03,1.25,11.12,3.65,0.06,0.12,18.56,1.59,281.44,382.97,117.18,137.74,123.91,151.24,32.71,72.79,7.68,22.15,5.62,2.0,25.5,11.79,25.24,16.44,9.59,7.71,6.74,2.0,7.71,15.09,7.38,9.85,8.47,28.41,0.21,497.68,54.94,179.21,216.88,107.32,16.41,497.56,15.26,6.82,246.06,8.88,2.56,15.29,6.74,278.68,3.44,0.15,0.12,16.62,12.53,1.85,0.12,0.18,0.0,39.09,16.09,15.18,0.94,3.35,2.38,0.32,0.18,0.12,0.03,0.03,0.86,4.82,15.24,21.53,3.47,8.5,13.32,1.15,0.79,31.26,22.03,62.53,20.15,26.59,17.29,0.06,44.6,-0.18,51.47,73.49,85.07,81.93,44.94,54.87,44.69,-0.09,71.04,31.63,8.63
Santos,25.4,34,0.79,1.04,11.35,3.35,0.09,0.09,19.56,1.35,352.79,442.56,152.74,172.35,150.65,173.12,41.59,75.59,7.94,25.24,5.03,2.0,29.41,12.97,28.97,17.74,11.12,9.56,6.76,1.41,8.94,17.68,8.74,11.97,8.97,24.44,0.35,556.53,69.35,203.62,259.26,99.18,14.65,556.44,15.76,7.44,308.53,10.35,2.24,14.79,8.18,349.71,2.38,0.18,0.06,11.65,14.56,1.38,0.03,0.12,0.12,38.56,12.71,12.41,1.94,5.65,3.79,0.09,0.12,0.09,0.03,0.0,1.67,4.88,12.82,23.26,4.59,11.38,16.0,0.47,0.82,25.12,22.97,71.35,20.91,23.91,20.06,0.03,47.9,-0.24,50.6,79.72,88.62,87.02,55.02,56.63,47.21,-0.16,67.08,38.07,2.94
Sarmiento,28.1,27,0.63,0.92,10.22,2.81,0.07,0.07,16.89,1.07,195.26,313.59,80.22,104.78,81.81,113.78,27.52,73.11,7.37,19.59,4.63,1.78,25.56,9.52,25.22,18.15,10.89,9.63,6.41,2.11,8.7,16.89,8.19,11.63,9.81,28.11,0.26,433.37,59.26,158.81,183.89,95.63,14.56,433.3,14.33,6.33,171.67,7.63,1.96,15.78,7.96,193.07,2.41,0.07,0.04,13.56,9.33,1.78,0.07,0.07,0.04,41.96,17.44,20.15,1.04,4.37,3.37,0.37,0.07,0.07,0.0,0.0,1.23,5.74,19.33,16.44,1.96,11.3,17.26,0.63,0.33,37.59,23.74,60.3,17.96,22.93,19.59,0.0,37.8,-0.32,46.4,62.27,76.56,71.9,37.64,55.91,44.17,0.15,77.12,29.69,3.65
Sassuolo,25.4,38,2.03,1.43,13.42,5.26,0.18,0.21,24.26,3.39,414.26,504.34,203.42,225.74,163.26,187.87,33.05,63.24,10.24,30.79,8.97,1.89,38.71,17.18,38.24,13.18,8.42,6.45,4.79,1.95,5.61,11.03,5.42,9.97,7.66,25.95,0.29,615.16,57.29,175.26,291.89,153.95,22.63,614.95,14.47,7.37,337.53,13.47,4.47,15.74,8.84,411.97,1.87,0.05,0.0,12.5,12.29,1.39,0.16,0.05,0.03,38.97,15.03,15.79,1.0,3.95,2.97,0.39,0.05,0.05,0.0,0.0,1.07,3.79,11.24,19.5,3.95,7.63,15.08,1.08,0.29,30.82,24.58,94.13,27.66,37.97,14.03,0.0,52.2,0.42,48.77,82.14,90.11,86.9,52.26,57.95,50.93,0.07,75.19,33.72,7.16
Seattle Sounders,27.6,34,1.44,1.45,13.26,4.21,0.24,0.26,24.03,2.47,429.44,524.09,193.47,214.41,181.47,207.79,44.53,76.91,9.94,34.97,8.41,1.68,42.79,16.56,42.21,15.82,10.03,7.32,6.21,2.29,7.26,13.29,6.03,11.71,9.74,19.24,0.41,630.59,57.88,188.62,286.41,160.71,23.79,630.32,16.79,7.88,351.38,11.56,5.18,13.91,8.79,425.38,1.62,0.24,0.12,10.06,12.21,0.94,0.24,0.15,0.0,46.29,12.76,11.68,1.03,3.68,2.62,0.38,0.15,0.12,0.03,0.0,1.01,3.79,11.32,20.65,3.56,7.29,13.85,1.15,0.41,24.44,22.71,101.56,26.5,39.06,17.29,0.03,50.5,-0.01,52.21,81.94,90.23,87.33,57.9,59.4,46.93,-0.02,71.2,33.48,8.3
Sheffield Utd,24.8,46,1.28,1.35,12.87,4.0,0.07,0.11,22.09,2.11,370.09,468.89,163.52,185.54,159.89,185.87,38.35,74.65,9.37,28.65,7.26,1.35,35.48,13.78,35.07,16.63,10.67,8.24,6.54,1.85,7.67,13.83,6.15,10.72,7.89,27.28,0.3,584.91,62.02,189.63,260.28,140.0,23.5,584.8,16.04,7.54,310.63,9.8,4.8,15.0,8.74,367.26,2.09,0.04,0.02,11.13,10.98,1.5,0.11,0.11,0.02,37.91,17.41,15.0,0.78,3.24,2.46,0.48,0.11,0.09,0.02,0.0,0.89,5.74,15.22,31.22,4.3,6.7,14.48,1.37,0.8,32.41,23.74,84.33,24.2,36.91,18.35,0.02,51.4,-0.05,53.72,78.93,88.13,86.02,51.37,60.21,47.01,0.12,75.93,37.71,9.46
Sheffield Weds,27.1,46,1.22,1.36,12.76,3.78,0.04,0.09,22.0,2.15,317.72,421.02,145.28,168.57,130.33,158.39,32.0,67.65,9.7,20.63,8.13,2.33,32.76,15.04,32.2,16.57,9.8,8.33,6.35,1.89,7.65,14.0,6.35,9.76,8.91,26.33,0.33,536.54,62.13,192.35,224.98,124.15,22.3,536.46,15.65,6.37,272.48,10.87,4.11,14.0,9.22,313.96,1.89,0.04,0.02,12.13,11.26,1.76,0.09,0.13,0.0,39.04,18.96,15.91,1.5,3.7,2.15,0.2,0.13,0.09,0.04,0.0,1.46,4.93,14.59,29.74,3.46,7.11,13.0,0.74,0.87,34.87,23.22,80.0,24.15,36.87,17.46,0.04,48.2,-0.1,54.37,75.46,86.18,82.28,47.3,57.08,40.7,-0.03,58.11,33.79,5.69
Sint-Truiden,25.3,30,1.27,1.35,12.87,4.17,0.1,0.13,22.43,2.13,385.27,486.77,152.0,176.8,177.57,207.7,43.2,77.0,9.63,29.3,8.0,2.7,37.47,16.13,37.3,18.53,11.13,10.13,6.33,2.07,9.23,19.33,10.1,11.8,9.83,29.77,0.47,613.2,76.6,223.53,271.17,126.87,19.23,613.07,17.77,8.83,412.63,13.47,3.57,16.0,10.0,382.33,2.07,0.17,0.07,9.8,8.67,1.47,0.07,0.37,0.07,47.53,14.7,14.47,1.87,4.63,2.8,0.13,0.37,0.33,0.03,0.0,1.8,4.17,12.17,25.77,3.73,8.47,17.83,0.73,1.2,29.17,26.0,90.9,24.57,33.5,20.37,0.03,47.3,-0.06,50.39,79.15,85.97,85.49,56.1,53.78,49.69,-0.04,60.48,34.26,4.09
Sparta R'dam,25.0,34,1.12,1.26,13.79,4.65,0.06,0.06,24.15,1.97,380.21,479.82,142.85,167.18,182.97,210.56,47.47,80.97,10.85,33.41,8.79,3.03,39.71,18.21,39.24,16.91,10.38,8.26,7.03,1.62,8.38,16.06,7.68,12.53,9.29,30.5,0.24,605.32,72.03,211.24,265.82,133.88,22.0,605.26,14.15,6.06,325.03,12.59,5.03,16.03,6.35,375.71,1.47,0.09,0.03,9.59,8.41,1.32,0.06,0.15,0.06,42.24,19.32,16.65,1.26,4.41,3.18,0.18,0.15,0.12,0.03,0.0,1.32,7.15,15.85,36.24,4.21,7.74,16.71,1.35,0.71,35.97,22.38,97.15,26.12,38.85,18.76,0.03,48.9,-0.11,53.71,79.24,85.45,86.9,58.63,56.9,42.83,0.05,72.11,45.11,8.08
Spezia,26.1,38,1.47,1.72,15.68,4.58,0.13,0.21,27.61,2.42,299.18,405.11,126.71,149.66,120.47,151.5,36.37,70.53,10.92,27.37,10.42,4.32,38.13,16.08,37.76,14.74,9.39,6.89,5.74,2.11,7.11,13.87,6.76,11.45,7.55,24.21,0.18,521.11,47.82,145.21,224.26,157.55,28.84,520.89,14.05,6.45,243.84,11.89,3.32,16.0,8.74,295.45,2.61,0.13,0.08,16.97,16.66,1.05,0.11,0.03,0.08,38.32,23.68,20.74,0.87,3.39,2.61,0.42,0.03,0.03,0.0,0.0,0.84,6.24,15.55,23.21,3.87,6.45,12.13,0.89,1.32,44.42,24.74,91.97,30.03,46.89,16.5,0.0,50.9,-0.15,53.31,73.85,84.67,79.52,51.57,57.67,45.91,-0.04,76.99,40.13,7.34
