Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
Dender,26.0,30,1.03,1.06,10.37,3.1,0.07,0.07,18.27,1.67,314.3,429.5,123.2,151.7,141.4,175.2,38.13,78.53,7.53,27.73,7.17,2.13,36.03,11.43,35.87,18.07,10.9,8.77,6.77,2.53,8.93,18.23,9.3,13.33,10.87,33.63,0.33,560.07,68.77,188.57,250.67,127.6,20.03,560.0,15.0,6.9,337.87,11.57,3.1,17.5,9.6,311.5,2.07,0.17,0.07,10.6,9.57,1.3,0.0,0.27,0.07,45.47,19.27,18.83,1.7,5.23,3.6,0.23,0.27,0.27,0.0,0.0,1.77,5.33,15.17,18.87,2.97,8.43,16.2,0.7,0.37,38.1,27.1,83.33,19.93,32.43,19.83,0.0,43.0,-0.03,50.58,73.18,81.21,80.71,48.55,54.63,46.0,0.04,68.83,35.14,4.32
Dep Táchira,27.6,6,0.33,0.48,5.17,1.5,0.0,0.0,8.83,0.67,293.0,391.17,134.0,156.17,122.33,148.17,31.5,68.5,3.83,20.33,3.0,0.67,28.5,8.5,27.83,18.33,11.33,12.0,5.83,0.5,8.67,18.67,10.0,9.67,10.0,28.0,0.0,503.83,68.33,200.0,242.5,68.0,6.33,503.83,18.5,9.5,260.83,7.0,1.5,16.83,8.5,290.5,2.0,0.33,0.0,11.83,11.17,2.67,0.0,0.17,0.0,39.83,16.0,18.5,1.83,5.83,3.83,0.0,0.17,0.0,0.17,0.0,2.63,6.33,17.83,19.33,5.0,12.5,20.5,1.5,0.33,34.5,25.33,64.83,9.5,11.5,20.0,0.17,41.3,-0.31,46.38,74.9,85.8,82.56,45.99,54.05,51.35,0.3,65.69,35.5,7.32
Deportivo Riestra,29.3,27,0.96,0.98,9.7,3.41,0.11,0.15,16.26,1.56,144.63,266.04,56.56,79.85,54.56,89.11,29.26,79.04,6.74,20.07,5.85,1.22,24.93,6.89,24.59,18.56,11.78,9.04,7.26,2.26,8.81,17.41,8.59,12.11,9.59,31.63,0.15,390.37,60.52,143.67,152.3,98.89,16.7,390.22,13.89,6.07,133.41,5.59,1.44,17.11,8.89,142.37,2.44,0.19,0.07,12.89,10.26,1.19,0.15,0.15,0.0,38.37,18.81,22.52,1.0,4.52,3.52,0.44,0.15,0.15,0.0,0.0,1.33,9.74,27.04,23.81,1.37,10.44,22.81,1.56,1.3,41.33,26.0,56.41,17.81,25.22,20.59,0.0,32.3,-0.02,45.51,54.36,70.83,61.23,37.02,57.24,43.7,0.25,77.88,36.02,6.84
Derby County,27.5,46,0.93,1.01,10.02,3.04,0.04,0.04,16.7,1.59,255.59,369.93,99.48,121.15,114.85,146.35,35.48,79.5,6.76,20.24,5.37,2.39,26.63,12.11,26.35,18.37,11.57,8.39,7.74,2.24,7.96,14.5,6.54,12.07,9.57,28.54,0.33,490.2,57.67,176.41,204.65,113.98,18.83,490.15,13.61,6.04,216.89,6.98,2.41,15.59,8.35,253.2,1.96,0.0,0.0,12.07,9.09,1.76,0.04,0.07,0.02,40.78,20.91,20.54,1.22,3.63,2.39,0.26,0.07,0.02,0.04,0.0,1.23,5.61,19.59,23.48,4.09,7.33,13.96,1.15,0.72,41.46,23.93,65.09,18.28,29.0,19.52,0.04,43.8,-0.08,50.43,69.09,82.11,78.48,44.63,59.42,44.38,0.01,65.84,28.64,8.24
Estoril,25.2,34,1.38,1.21,9.65,3.29,0.18,0.24,17.0,2.24,348.26,444.21,157.0,179.18,148.82,173.09,33.71,68.91,7.18,25.06,5.82,1.38,30.97,11.85,30.56,15.59,9.62,6.59,6.71,2.29,8.21,15.03,6.82,9.74,9.53,26.5,0.53,561.18,54.85,197.21,255.12,114.06,15.38,560.94,19.53,7.56,289.91,9.24,2.5,16.76,9.0,345.47,2.44,0.06,0.0,15.88,13.5,1.21,0.15,0.24,0.0,43.97,14.18,15.71,1.56,4.44,2.85,0.21,0.24,0.21,0.03,0.0,1.65,5.09,16.94,22.09,3.76,7.56,13.74,0.65,1.65,29.88,25.76,73.38,19.24,25.09,17.82,0.03,48.9,0.14,47.46,78.4,87.62,85.98,48.92,58.23,38.71,0.05,64.19,30.05,4.73
Estrela,26.9,34,0.68,0.86,9.62,2.62,0.06,0.12,15.85,1.21,270.94,369.59,103.12,123.68,124.94,150.5,36.91,76.21,6.68,22.68,5.18,1.79,25.74,10.41,25.38,18.03,10.97,9.0,7.38,1.65,9.18,16.91,7.74,11.41,9.0,28.5,0.82,493.06,59.71,182.18,218.65,97.82,13.59,492.94,18.62,8.38,221.94,7.06,1.88,19.12,8.35,268.47,3.0,0.09,0.06,15.32,15.71,2.03,0.09,0.21,0.06,39.82,15.12,16.32,1.47,4.38,2.91,0.21,0.21,0.15,0.06,0.0,1.44,5.26,16.0,23.56,4.06,8.29,14.15,0.44,0.88,31.44,27.47,61.53,17.06,22.44,20.15,0.06,44.8,-0.21,48.09,73.31,83.38,83.02,48.43,57.67,45.01,-0.02,66.44,32.88,3.11
Estudiantes–LP,27.9,33,1.27,1.2,13.7,4.58,0.09,0.15,24.33,2.21,404.24,516.97,168.67,196.15,182.48,214.58,45.39,81.64,10.55,37.39,8.3,2.79,48.48,14.76,47.97,19.21,11.97,7.55,9.27,2.39,8.91,17.85,8.94,11.06,9.52,19.97,0.21,633.3,49.45,166.85,324.21,148.27,21.21,633.15,18.76,9.55,334.15,12.91,3.39,18.12,9.3,401.18,2.55,0.03,0.03,12.21,10.94,1.39,0.06,0.12,0.09,47.97,18.3,18.33,1.3,3.73,2.52,0.15,0.12,0.12,0.0,0.0,1.25,2.97,8.7,18.45,5.0,7.42,14.33,1.09,0.64,36.64,27.42,111.21,26.55,35.7,20.88,0.0,56.95,0.06,49.95,78.19,85.99,85.04,55.6,56.34,50.91,-0.04,67.56,34.14,7.61
FC Cincinnati,26.5,34,1.68,1.42,14.18,5.24,0.09,0.12,25.06,2.94,434.38,530.56,186.24,210.85,201.76,227.76,36.76,64.18,10.76,32.03,9.24,1.26,41.53,18.68,41.21,16.53,10.82,7.5,6.88,2.15,7.97,14.53,6.56,11.12,8.94,16.5,0.5,641.26,57.68,200.74,291.59,155.26,23.82,641.15,21.38,9.29,376.0,14.38,5.41,15.5,9.44,431.26,2.41,0.12,0.09,13.26,11.76,2.53,0.06,0.18,0.06,47.74,13.26,10.82,1.41,4.24,2.85,0.21,0.18,0.15,0.03,0.0,1.34,2.88,8.35,21.71,4.38,7.0,12.5,0.82,0.74,24.09,24.94,101.41,28.0,39.74,18.79,0.03,53.7,0.18,55.04,81.87,88.33,88.58,57.28,60.5,43.45,-0.05,67.22,34.49,6.56
FC Dallas,27.1,34,1.5,1.23,12.18,4.29,0.15,0.18,21.44,2.65,414.62,503.26,205.47,226.44,166.18,189.94,33.85,63.68,8.74,28.44,7.68,1.74,33.74,12.09,33.53,14.32,9.62,7.12,5.35,1.85,6.85,13.38,6.53,10.18,8.03,20.38,0.53,604.15,69.74,226.24,265.15,117.41,18.12,603.97,12.29,5.32,345.53,10.06,3.38,14.06,8.35,411.06,2.18,0.03,0.03,12.65,11.68,1.85,0.12,0.24,0.06,40.88,10.29,10.21,1.65,5.62,3.94,0.21,0.24,0.15,0.09,0.0,1.64,3.88,9.62,26.68,4.15,8.0,12.97,0.35,1.24,20.5,22.41,79.35,24.09,30.91,16.47,0.09,48.9,0.22,50.2,82.39,90.74,87.49,53.16,59.46,43.29,-0.01,70.11,40.33,2.7
FC Juárez,26.1,34,1.12,1.0,11.71,3.71,0.06,0.09,19.85,1.91,333.09,424.82,127.12,146.09,153.06,179.74,45.12,78.91,8.71,26.56,4.85,1.94,33.29,15.03,32.62,15.47,10.15,8.56,5.62,1.29,7.59,14.76,7.18,9.85,10.79,22.79,0.56,535.94,62.32,189.62,240.53,112.29,15.26,535.85,17.59,7.26,287.06,12.44,3.41,16.79,9.41,327.5,2.5,0.09,0.03,11.41,10.65,1.15,0.09,0.21,0.03,41.59,12.32,11.68,1.68,4.74,3.09,0.24,0.21,0.21,0.0,0.0,1.51,3.74,12.68,25.26,3.74,9.41,13.32,0.62,0.94,24.0,26.21,80.94,21.76,25.47,17.74,0.0,46.9,0.12,51.33,78.41,87.01,85.16,57.18,58.68,41.27,-0.11,65.19,29.5,4.65
Famalicão,24.3,34,1.26,1.15,11.21,3.65,0.15,0.18,20.15,2.18,346.32,444.15,140.71,162.38,153.53,179.65,41.12,75.94,7.97,28.47,6.53,2.26,36.76,12.85,36.18,16.47,10.38,8.18,6.18,2.12,8.0,15.53,7.53,9.5,8.71,23.53,0.53,557.03,63.26,203.44,234.15,124.62,17.06,556.85,18.62,7.44,307.47,9.76,3.06,15.38,8.85,343.12,2.24,0.06,0.0,14.0,15.59,1.21,0.15,0.15,0.03,42.0,15.5,14.06,1.15,4.06,2.91,0.38,0.15,0.12,0.03,0.0,1.38,3.82,10.74,22.15,4.09,7.56,14.0,0.74,0.79,29.56,24.24,85.79,22.32,28.91,18.38,0.03,50.4,0.1,52.44,77.97,86.65,85.46,54.15,57.44,39.96,0.17,71.67,35.57,5.29
Farense,27.3,34,0.74,0.9,11.29,3.35,0.06,0.09,18.85,1.26,239.88,342.12,80.79,100.32,111.21,136.79,42.44,84.76,7.76,21.71,5.12,2.09,25.79,10.41,25.47,17.32,10.74,8.44,7.21,1.68,8.29,16.47,8.18,11.47,9.62,29.18,0.41,464.29,64.12,180.65,187.59,101.47,15.35,464.21,15.97,6.97,207.65,6.97,1.88,16.32,7.71,237.32,2.68,0.12,0.06,15.21,13.09,1.94,0.09,0.24,0.06,38.24,17.59,18.5,1.35,4.32,3.0,0.21,0.24,0.18,0.03,0.03,1.39,5.47,16.68,23.35,4.18,9.38,16.71,1.06,0.74,36.09,24.03,61.68,20.12,24.44,19.03,0.06,41.3,-0.18,48.74,70.12,80.53,81.3,50.07,56.32,43.64,0.03,69.44,32.79,6.34
Feyenoord,24.5,34,2.09,1.81,16.21,5.82,0.18,0.18,28.85,3.56,446.21,538.44,174.68,196.53,223.5,250.5,41.18,70.94,12.53,41.24,9.35,1.85,47.15,23.09,46.5,15.06,9.65,5.71,6.82,2.53,6.97,12.18,5.21,9.44,7.76,18.91,0.88,651.29,60.06,193.29,294.82,169.59,29.56,651.12,20.88,8.62,377.65,15.79,7.76,14.74,9.35,439.91,1.35,0.06,0.03,8.35,11.91,1.15,0.09,0.09,0.0,42.41,12.79,12.44,1.12,3.5,2.35,0.29,0.09,0.06,0.03,0.0,1.16,4.29,10.65,37.68,4.35,6.09,9.35,0.59,2.62,25.24,24.09,116.74,32.41,48.53,16.62,0.03,57.3,0.15,50.67,82.87,88.88,89.22,58.05,61.01,41.28,0.03,67.14,40.28,6.31
Flamengo,27.3,48,1.5,1.5,14.92,5.08,0.21,0.25,27.17,2.75,429.5,521.06,197.15,220.02,177.69,203.04,42.5,69.5,11.44,40.21,10.23,2.19,47.42,19.6,46.98,16.75,10.9,7.44,6.42,2.9,7.21,15.15,7.94,10.04,7.54,16.67,0.23,626.38,55.12,167.75,294.04,169.85,25.44,626.12,20.62,9.69,361.23,14.98,4.85,14.4,8.94,424.58,1.9,0.1,0.04,11.15,12.83,1.46,0.19,0.1,0.02,42.4,13.77,11.81,1.0,3.44,2.42,0.31,0.1,0.04,0.04,0.02,1.06,4.15,10.65,28.38,4.42,6.9,12.12,1.1,0.62,25.58,23.33,114.0,29.92,42.71,18.1,0.06,55.99,0.0,53.83,82.43,89.61,87.51,61.15,56.77,46.99,0.06,70.35,38.97,9.08
Fluminense,30.4,48,0.92,0.94,11.48,3.81,0.04,0.1,20.48,1.56,454.15,537.54,228.67,248.52,175.44,196.6,32.94,60.88,8.69,34.4,5.52,2.0,36.71,15.92,36.31,16.9,10.42,7.23,7.21,2.46,7.92,15.81,7.9,9.5,7.6,20.27,0.42,647.85,62.46,200.9,308.62,143.46,16.02,647.75,22.54,10.12,372.54,11.96,3.62,15.44,11.46,450.85,3.08,0.1,0.04,11.65,13.75,1.1,0.06,0.12,0.0,41.1,11.21,12.62,1.02,4.4,3.35,0.33,0.12,0.1,0.02,0.0,1.37,2.15,7.75,17.02,4.1,7.69,14.06,0.67,0.85,23.83,26.9,88.94,22.04,27.17,18.33,0.02,55.96,-0.02,47.04,84.49,92.01,89.24,54.11,56.07,44.9,0.26,76.14,27.74,4.77
Fortaleza,29.8,38,1.34,1.15,11.87,3.71,0.08,0.13,21.24,2.45,303.53,395.32,128.5,147.21,130.18,155.79,39.53,75.0,8.68,27.61,4.97,1.55,30.76,14.32,30.42,17.21,10.63,8.32,7.37,1.53,7.82,16.66,8.84,12.21,8.66,23.84,0.5,505.0,56.87,158.92,246.58,105.34,15.79,504.87,16.05,7.97,266.84,10.55,3.89,13.89,8.42,300.66,2.61,0.26,0.08,13.03,12.21,1.55,0.08,0.13,0.0,40.79,13.21,14.42,1.03,5.13,4.11,0.34,0.13,0.13,0.0,0.0,1.38,5.11,13.45,17.89,3.95,7.92,16.97,1.16,0.34,27.63,22.32,75.5,23.68,26.21,18.45,0.0,42.7,0.17,47.81,76.78,87.29,83.56,52.71,54.47,49.66,0.25,80.12,37.99,6.84
Fortuna Sittard,26.4,34,1.06,1.21,10.38,2.97,0.12,0.18,18.44,1.91,299.59,401.56,124.65,144.56,131.0,158.62,36.0,77.59,7.35,23.06,6.0,2.62,27.79,14.35,27.35,16.38,10.12,8.47,5.71,2.21,8.76,16.74,7.97,10.68,9.62,28.47,0.35,521.94,62.41,185.79,225.59,115.68,18.62,521.76,16.15,7.53,264.44,10.26,3.09,16.76,8.26,296.18,2.03,0.09,0.06,11.68,10.44,1.21,0.18,0.12,0.0,40.56,15.29,17.21,1.59,4.88,3.26,0.29,0.12,0.09,0.03,0.0,1.57,5.79,18.82,21.38,4.15,8.18,15.94,1.74,0.71,32.5,25.03,69.5,20.35,30.32,18.88,0.03,44.4,-0.12,47.05,74.61,86.23,82.59,46.4,57.0,46.63,-0.01,66.8,30.77,10.92
Frosinone,23.8,38,0.92,1.14,12.89,3.55,0.08,0.13,22.39,1.5,330.76,416.29,130.87,148.84,156.5,179.95,38.74,72.18,9.24,29.84,7.03,2.37,32.32,15.47,31.89,14.08,8.92,6.32,5.76,2.0,7.11,12.63,5.53,8.71,6.16,25.26,0.37,525.11,59.68,175.37,234.32,121.34,19.39,524.97,15.03,6.55,259.16,11.92,4.42,15.89,7.71,327.29,2.24,0.16,0.03,14.05,16.45,1.11,0.11,0.18,0.0,36.18,14.87,15.53,1.32,4.21,2.84,0.21,0.18,0.13,0.05,0.0,1.36,4.29,14.89,26.03,3.71,8.66,15.92,0.74,0.53,30.39,23.61,79.68,23.89,33.21,16.03,0.05,46.9,-0.19,48.93,79.45,87.93,86.97,53.67,60.01,43.58,0.03,67.46,28.81,4.65
Genk,24.0,30,1.8,2.03,16.0,5.43,0.27,0.33,29.3,3.07,504.6,595.37,191.97,215.97,241.2,268.83,57.87,86.33,12.7,38.7,11.5,2.77,50.7,18.47,50.13,17.77,11.0,8.4,6.93,2.43,7.57,14.57,7.0,10.6,9.23,21.4,0.4,711.87,69.67,216.2,347.33,155.17,26.5,711.57,19.53,8.83,528.4,18.37,5.1,16.53,11.17,500.57,1.43,0.1,0.03,9.73,10.77,1.7,0.2,0.1,0.0,47.87,12.33,11.73,1.1,3.47,2.37,0.4,0.1,0.07,0.0,0.03,1.14,5.43,12.2,32.9,3.33,6.7,12.47,0.63,0.4,24.07,27.7,119.3,32.37,45.87,18.57,0.03,59.0,-0.11,51.23,84.75,88.89,89.72,67.03,57.42,45.21,0.04,68.3,44.51,5.05
Gent,25.2,30,1.33,1.36,12.47,4.13,0.1,0.13,21.6,2.23,390.57,500.27,146.47,176.87,185.03,215.77,48.8,83.6,9.4,31.1,8.13,1.83,44.63,19.57,44.17,18.3,11.33,7.57,7.7,3.03,8.3,16.3,8.0,11.8,8.73,24.9,0.67,619.07,71.97,194.83,285.9,145.5,22.43,618.93,16.83,7.47,417.17,16.07,5.1,15.83,8.3,386.13,2.0,0.1,0.07,11.23,9.23,1.1,0.1,0.03,0.03,46.4,15.93,15.07,1.1,5.3,4.23,0.43,0.03,0.03,0.0,0.0,1.74,4.2,10.83,27.17,6.37,8.3,15.97,1.03,0.5,31.0,24.13,108.37,23.83,37.5,19.63,0.0,52.2,-0.02,51.39,78.07,82.81,85.75,58.37,56.73,44.39,0.37,79.81,38.78,6.45
Gil Vicente FC,25.5,34,0.97,0.99,9.56,2.79,0.12,0.12,17.0,1.59,382.88,475.15,144.59,165.44,185.32,210.06,44.47,76.5,7.24,23.65,6.03,1.41,32.35,13.26,32.09,15.85,10.03,7.53,6.71,1.62,9.09,15.53,6.44,10.5,9.12,25.53,0.5,587.85,69.24,228.97,255.71,108.18,16.32,587.74,16.47,6.88,323.71,9.47,3.0,15.65,8.82,379.47,2.12,0.15,0.06,11.59,15.18,1.47,0.06,0.21,0.03,38.85,12.68,13.29,1.38,3.76,2.41,0.21,0.21,0.18,0.0,0.03,1.29,3.94,10.76,29.18,4.74,8.41,14.76,1.06,1.06,25.97,24.47,77.71,18.59,26.76,19.12,0.03,50.6,-0.02,48.83,80.58,87.4,88.22,58.13,60.93,41.77,-0.07,64.1,36.62,7.18
Gimnasia–LP,27.6,27,0.74,0.93,11.41,3.67,0.11,0.11,19.33,1.26,297.93,421.89,122.41,150.89,124.63,159.78,43.41,85.37,8.15,31.59,7.89,3.48,41.44,14.44,41.04,21.96,15.33,10.59,8.56,2.81,10.26,19.52,9.26,12.19,10.93,24.74,0.19,550.41,53.93,163.93,251.44,141.11,18.22,550.3,18.07,8.26,256.07,10.33,2.7,20.19,8.96,294.63,2.41,0.26,0.04,13.19,9.37,1.74,0.07,0.07,0.04,52.15,18.07,18.56,0.85,3.33,2.52,0.37,0.07,0.04,0.0,0.04,0.8,5.33,13.81,20.37,5.37,9.0,16.3,1.63,1.11,36.63,29.15,96.93,20.59,32.3,25.59,0.04,49.8,-0.2,49.33,70.62,81.13,78.0,50.85,61.69,45.71,-0.06,75.68,38.6,10.0
Go Ahead Eag,25.2,34,1.68,1.6,14.12,4.38,0.06,0.06,25.26,3.09,398.88,498.12,169.76,192.29,180.18,206.59,40.71,77.03,10.68,32.0,10.18,1.88,37.38,14.94,37.06,13.29,8.06,6.59,5.0,1.71,6.06,11.79,5.74,10.26,5.5,30.0,0.47,608.85,84.71,226.5,246.32,141.0,24.71,608.79,12.79,5.76,343.24,11.21,4.09,13.06,8.0,394.18,1.32,0.06,0.03,8.94,9.85,1.41,0.06,0.12,0.03,40.32,13.29,13.79,1.62,4.97,3.38,0.26,0.12,0.12,0.0,0.0,1.37,3.62,12.74,34.47,4.53,8.94,18.32,0.79,0.94,27.09,21.06,89.38,28.35,40.85,14.12,0.0,51.4,0.05,49.06,80.08,88.28,87.22,52.85,56.3,45.04,-0.18,68.01,28.41,4.31
Godoy Cruz,24.9,27,1.15,1.15,11.37,3.48,0.07,0.11,19.11,1.85,287.04,396.22,112.89,137.48,124.74,155.11,42.59,81.93,7.56,26.74,5.33,1.96,33.48,12.26,33.07,18.81,12.48,8.37,8.59,1.85,8.96,17.48,8.52,11.04,9.7,21.41,0.33,514.26,51.96,169.0,237.0,114.07,16.41,514.15,16.63,7.3,246.93,9.52,3.04,20.41,10.0,285.04,2.19,0.04,0.0,12.74,9.78,1.22,0.04,0.07,0.07,41.89,15.56,16.48,1.04,3.78,2.74,0.26,0.07,0.0,0.07,0.0,1.2,7.78,18.56,30.07,4.41,8.15,13.3,1.0,1.11,32.04,30.41,78.81,20.96,26.74,21.44,0.07,49.3,0.0,48.56,72.44,82.11,80.42,51.98,59.08,43.9,0.13,72.49,41.92,7.52
Groningen,24.4,34,1.15,1.11,10.62,4.03,0.15,0.18,18.65,1.94,343.68,452.03,140.06,166.03,157.91,186.68,36.76,76.06,7.94,29.71,6.53,1.5,34.12,11.62,33.85,17.74,11.32,8.26,7.26,2.21,9.29,15.62,6.32,10.5,8.65,26.82,0.56,575.0,63.79,183.18,269.44,127.35,17.09,574.82,16.56,7.21,294.03,10.5,2.59,16.88,9.29,340.21,1.71,0.18,0.06,9.82,10.0,0.97,0.12,0.18,0.06,43.15,17.47,19.09,1.56,4.32,2.79,0.21,0.18,0.15,0.03,0.0,1.55,7.47,22.24,32.26,3.15,7.59,13.71,1.21,1.41,36.56,26.18,79.59,20.59,27.71,20.62,0.03,46.9,0.04,47.78,76.03,84.36,84.59,48.33,61.78,43.54,-0.01,64.58,33.59,8.83
Grêmio,28.5,46,1.13,1.17,11.83,4.11,0.09,0.09,21.39,1.89,335.65,426.52,152.96,174.17,140.3,165.85,32.46,62.93,8.85,26.28,7.46,1.43,35.11,15.96,34.61,17.11,10.26,8.22,6.96,1.93,7.76,15.07,7.3,11.2,8.39,21.39,0.15,539.98,57.8,165.13,243.57,137.93,20.96,539.89,22.46,11.22,288.04,12.43,4.74,16.98,11.57,332.04,2.35,0.2,0.02,10.76,12.63,0.91,0.07,0.24,0.04,41.09,13.61,13.5,1.26,4.65,3.39,0.24,0.24,0.2,0.04,0.0,1.31,4.78,14.33,19.91,3.52,8.59,15.96,0.8,0.43,27.11,28.54,85.67,23.28,34.59,18.02,0.04,46.05,-0.03,50.2,78.7,87.82,84.59,51.58,56.0,49.96,0.04,72.9,33.36,5.01
Guadalajara,25.5,34,1.18,1.22,12.38,3.88,0.09,0.12,22.03,2.09,379.21,474.94,154.85,175.74,171.44,198.24,45.59,80.03,9.68,33.65,6.88,2.32,37.76,17.09,37.44,21.06,13.76,9.82,9.32,1.91,9.91,17.03,7.12,10.24,8.56,18.18,0.29,585.44,55.29,182.24,273.47,136.06,18.32,585.32,17.79,8.24,339.71,13.06,3.44,16.18,9.71,374.76,2.21,0.18,0.12,12.24,10.24,2.35,0.09,0.12,0.03,42.59,10.56,11.47,1.06,3.85,2.76,0.35,0.12,0.06,0.06,0.0,1.04,4.62,12.21,26.68,4.62,8.68,12.41,1.0,1.09,22.03,25.88,92.29,24.12,30.97,23.68,0.06,51.7,-0.03,47.93,79.84,88.11,86.48,56.97,62.14,46.32,-0.02,71.69,37.84,8.06
Heerenveen,24.2,34,1.21,1.27,13.12,4.06,0.15,0.18,23.06,2.12,415.82,517.09,188.24,212.35,180.88,209.29,37.15,69.91,9.71,33.12,8.68,2.18,41.29,16.65,40.91,18.15,11.18,8.65,7.44,2.06,9.29,18.06,8.76,10.91,9.12,24.65,0.62,640.88,70.44,217.35,279.5,150.56,22.5,640.71,19.24,8.0,355.09,11.85,4.26,17.03,9.09,411.76,1.32,0.06,0.0,11.76,9.82,1.38,0.18,0.12,0.06,46.53,13.59,16.0,1.68,5.03,3.41,0.18,0.12,0.12,0.0,0.0,1.81,4.32,14.18,36.15,4.0,7.47,11.94,0.71,1.59,29.59,26.12,98.85,25.18,37.62,20.47,0.0,53.2,-0.05,45.93,80.42,88.65,86.43,53.14,56.53,41.58,0.07,67.79,30.47,5.95
Heracles Almelo,24.4,34,1.24,1.23,11.12,3.59,0.15,0.15,19.32,2.06,312.82,410.53,120.03,140.06,143.71,168.15,42.32,80.44,8.18,27.91,5.79,1.94,30.59,15.62,30.26,17.88,10.97,9.21,6.85,1.82,7.91,15.74,7.82,12.91,8.91,31.0,0.21,537.62,71.62,197.65,222.74,123.12,18.79,537.47,18.09,7.97,275.94,10.09,4.41,15.18,8.59,308.94,1.71,0.06,0.03,12.62,10.21,1.38,0.12,0.18,0.12,42.32,16.5,14.68,1.85,5.44,3.71,0.18,0.18,0.18,0.0,0.0,1.71,7.76,20.88,29.56,2.44,8.68,14.94,0.35,0.68,31.18,23.76,76.47,21.38,30.94,18.88,0.0,45.4,0.01,52.92,76.2,85.7,85.47,52.61,56.16,44.06,-0.08,68.2,37.16,2.34
