Team,Matchs Played,League,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Fenerbahçe,352,Europa League,43.75,67.86,13.69,27.38,47.62,48.51,11.01,28.27,20.24,45.83,26.79,59.52,62.5,93.45,44.05,82.74,64.58,55.95,61.9,67.86,49.7,78.27,1.19,66.07,60.12,88.1,97.02,48.21,48.21,73.21,77.38,69.05,78.57,66.07,74.4,59.52,13.1,28.57,22.02,8.93,21.13,29.76,13.99,64.29,73.81,60.42,88.69,61.9,10.12,79.17,80.95,22.62,94.64,63.69,31.25,30.36,3.27,70.24,26.19,95.24,65.77,56.55,67.26,61.9,30.36,66.67,67.26,39.88,42.26,61.9,0.0,4.17,19.94,100.0,62.8,63.99,47.32,77.98,77.38,22.02,79.76,88.1,60.42,94.05,20.54,97.62,35.42,83.33,86.9,77.38,86.31,95.24,44.05,54.76,55.95,80.36,67.26,66.67
Ferencváros,320,Europa League,73.21,69.94,44.05,62.5,43.45,36.9,90.18,82.44,40.18,73.51,48.21,21.43,26.19,57.14,25.0,28.57,37.2,23.21,20.24,31.55,35.71,18.45,76.79,39.58,22.02,15.48,19.64,29.17,24.4,19.05,18.45,23.21,17.86,19.05,20.24,39.88,25.6,23.81,29.76,13.69,73.21,44.64,42.56,66.96,58.04,71.43,83.04,18.45,44.35,59.52,72.02,19.94,55.65,76.19,73.21,45.24,67.86,55.36,24.4,44.64,30.36,23.21,30.95,18.45,67.26,49.4,16.07,27.98,45.83,18.45,37.8,90.18,16.07,33.93,46.43,4.17,54.17,77.98,33.93,65.48,32.14,67.86,19.64,52.68,24.7,30.65,63.99,75.3,45.24,29.76,12.5,8.33,51.79,48.21,70.83,4.76,36.9,77.38
Feyenoord,352,Champions League,83.63,73.81,25.3,41.07,37.8,27.38,77.38,87.8,20.83,84.23,29.76,26.79,9.52,11.61,6.85,22.62,28.27,27.08,19.05,26.19,39.29,88.1,89.88,75.89,20.83,14.29,10.71,16.07,13.69,39.29,27.38,41.07,24.4,29.17,8.93,32.14,39.88,45.83,48.21,51.79,54.76,69.64,54.76,80.36,29.17,27.98,59.82,20.24,33.33,53.87,58.93,34.52,61.9,54.76,85.71,25.6,53.57,5.95,96.43,83.33,97.02,25.6,29.17,15.48,78.57,38.1,22.02,17.26,18.45,15.48,94.64,36.9,91.67,6.25,54.76,7.14,95.24,0.0,7.14,85.71,7.74,89.29,5.06,83.33,7.44,25.6,21.13,38.69,49.4,87.8,16.07,19.05,25.6,39.29,31.55,63.99,32.44,34.52
Fiorentina,1032,"Europa Conference League, Serie A",84.52,56.55,67.86,82.14,69.64,68.45,82.44,80.06,71.43,83.33,72.32,55.36,54.17,66.96,38.1,49.11,70.54,60.71,58.93,57.14,32.74,66.96,77.98,11.61,57.14,58.93,94.64,47.02,44.64,75.0,73.81,92.26,88.39,72.62,61.31,76.79,79.17,87.5,82.14,89.29,70.83,61.01,77.08,28.57,5.95,7.14,21.43,13.1,25.0,10.12,8.93,86.31,19.64,8.33,33.63,32.74,49.11,21.43,49.7,64.29,58.04,60.71,57.14,52.98,33.33,38.69,61.9,48.21,58.93,52.98,45.24,56.55,46.43,95.83,10.12,72.62,80.36,54.76,61.31,66.07,49.4,17.26,85.12,23.51,87.8,49.11,71.73,74.4,42.86,25.89,17.26,26.19,65.48,55.65,75.6,3.87,34.52,39.29
Freiburg,612,Bundesliga,52.08,66.37,46.73,41.07,50.6,50.3,11.01,39.58,48.21,57.74,38.99,52.38,52.38,62.2,53.57,66.67,45.24,47.02,51.19,40.48,28.27,15.18,33.93,39.58,51.19,20.83,12.5,50.0,51.19,52.98,53.57,29.76,44.64,46.43,36.9,36.31,19.05,35.71,34.52,19.64,33.33,12.5,20.24,18.45,14.88,22.62,13.69,48.21,23.51,14.58,14.88,81.55,30.36,65.18,44.94,48.81,53.57,23.81,76.79,81.55,84.52,46.43,41.37,46.43,22.62,29.17,58.33,45.24,51.79,46.43,88.69,60.71,95.24,19.64,39.29,52.38,43.45,47.92,91.67,10.71,91.67,47.32,33.93,36.9,50.6,28.27,83.93,89.29,83.63,94.05,49.11,52.38,42.86,67.26,44.05,86.01,59.52,48.21
Fulham,760,Premier League,54.76,77.38,72.62,64.58,50.6,51.49,39.58,32.14,78.57,61.01,75.0,84.52,73.21,92.86,97.62,50.89,57.14,73.21,73.21,71.73,42.86,73.21,46.13,90.48,73.81,41.96,41.37,69.05,68.45,72.02,70.83,83.93,89.88,78.57,76.79,74.4,89.29,77.98,80.95,79.76,81.55,50.3,52.38,11.31,66.67,66.07,65.77,58.93,61.31,29.76,25.0,66.37,22.92,21.43,30.06,53.57,21.13,52.98,72.62,87.5,86.31,73.21,70.83,71.43,69.64,75.0,49.4,83.33,76.19,71.43,54.46,71.73,57.14,16.07,91.67,59.23,38.99,33.33,64.29,38.69,66.07,36.31,52.08,35.12,71.73,27.08,18.75,35.71,23.81,69.05,65.48,42.86,24.7,30.95,58.93,25.3,38.99,33.33
Galatasaray,320,Europa League,93.75,82.74,99.4,98.21,97.92,98.21,50.89,32.14,100.0,91.07,98.21,83.33,97.62,99.4,99.4,98.51,96.43,88.1,92.86,97.02,41.07,23.51,11.9,3.57,91.07,90.48,78.57,91.07,92.26,77.98,85.71,86.9,90.48,86.9,94.05,94.05,76.79,82.74,86.9,92.26,76.79,61.9,83.63,40.77,80.95,82.14,27.38,94.05,88.69,86.9,59.52,69.64,84.23,61.9,12.5,10.12,73.51,97.02,93.45,58.93,89.88,88.69,97.02,94.05,14.88,18.45,95.83,93.45,91.67,94.05,20.83,56.55,78.87,61.31,2.98,37.8,54.17,77.98,71.43,95.24,26.79,67.86,14.29,38.69,9.82,66.07,3.57,33.63,13.69,56.55,34.52,29.17,12.5,9.52,92.26,23.81,72.92,81.55
Genoa,760,Serie A,20.54,37.5,21.73,19.05,19.94,23.81,11.01,15.18,17.86,23.51,22.92,5.95,11.9,54.17,54.17,8.63,23.81,19.05,22.02,8.63,39.29,11.9,53.57,69.05,20.24,39.88,60.12,11.31,11.31,31.55,33.33,22.62,42.26,20.24,17.86,16.07,14.88,17.26,14.88,16.67,19.05,8.33,3.57,14.58,64.29,45.24,28.57,79.17,77.98,25.6,27.98,59.23,28.87,45.83,45.83,56.55,80.06,19.05,23.51,82.44,48.21,20.24,8.93,22.02,50.0,51.79,28.57,12.5,22.02,22.02,72.02,76.79,24.4,65.48,76.19,21.73,20.83,33.33,92.26,9.52,92.26,34.23,67.86,41.67,69.35,54.46,68.15,64.29,52.98,28.57,28.57,40.77,87.5,79.17,50.6,28.87,10.12,13.69
Gent,248,Europa Conference League,45.83,18.45,63.1,67.86,81.25,84.52,77.38,55.65,64.88,47.92,72.32,82.14,78.57,88.99,98.21,55.06,85.71,74.4,78.57,96.43,36.61,97.62,48.51,32.14,78.57,64.88,82.74,54.76,55.95,83.33,87.5,97.62,98.81,86.31,87.5,61.9,62.5,73.21,78.57,62.2,54.17,22.92,15.77,31.85,69.94,33.04,83.04,20.83,82.44,91.96,79.76,38.69,79.76,75.0,54.46,38.69,14.29,95.24,8.33,69.05,26.19,72.62,95.83,77.98,45.24,36.31,73.81,85.71,66.37,77.98,85.71,90.18,30.95,53.27,41.07,94.64,9.23,77.98,77.98,54.46,66.07,54.46,60.42,63.1,84.82,19.94,83.93,14.29,8.33,17.26,83.33,80.36,41.07,11.9,82.74,1.19,8.93,15.48
Getafe,760,La Liga,18.75,23.81,36.61,21.73,19.94,19.64,66.37,46.43,32.74,16.37,28.27,25.6,25.6,88.99,75.6,12.5,13.1,2.38,2.38,8.63,9.23,67.86,92.26,8.93,1.79,91.07,69.05,2.38,1.79,2.98,2.38,18.45,76.79,2.38,4.17,2.98,2.38,1.79,2.98,7.74,14.58,46.43,36.61,53.57,49.4,48.21,30.06,75.3,38.39,61.9,71.43,25.6,9.82,42.26,5.65,80.36,82.74,11.9,1.19,33.33,2.38,2.38,8.33,2.98,3.57,1.19,8.93,34.52,26.79,2.98,6.25,13.69,1.19,89.29,8.63,14.58,38.99,77.98,97.62,4.76,97.62,7.14,89.88,9.52,89.58,63.69,48.21,97.62,95.83,2.98,1.19,2.38,89.88,98.81,66.07,32.44,56.25,56.55
Girona,1048,"Champions League, La Liga",23.21,35.42,25.3,30.95,31.55,27.38,39.58,63.69,29.76,32.14,34.52,88.69,50.0,64.88,81.55,50.89,37.2,85.71,83.93,77.38,37.8,96.43,47.62,29.46,83.93,50.89,66.37,83.93,78.57,91.67,91.67,77.98,61.9,89.88,76.19,80.95,79.76,92.86,92.26,70.83,57.74,48.21,59.23,22.62,18.45,25.89,29.17,31.25,34.52,44.64,32.74,72.02,13.69,13.1,31.25,12.5,30.36,8.33,70.83,57.14,69.05,85.12,77.98,80.36,58.93,71.43,80.95,69.05,42.86,80.36,38.69,60.71,35.12,61.9,27.38,10.71,54.17,7.44,4.76,95.83,4.17,57.74,32.44,51.49,42.26,30.65,35.42,15.48,16.67,50.0,38.69,32.74,38.99,39.88,72.02,67.26,30.65,29.76
Gladbach,612,Bundesliga,68.45,79.17,49.11,69.05,66.37,64.58,58.04,55.65,52.68,70.24,53.87,31.55,61.31,88.99,69.64,62.5,70.54,63.1,66.67,38.69,91.67,27.98,8.04,29.46,66.07,77.38,25.0,71.13,72.02,57.74,63.1,42.26,42.86,58.93,52.98,56.55,45.83,53.57,55.36,39.29,42.86,10.12,13.99,12.5,11.31,5.95,51.79,8.93,10.12,16.67,18.45,76.19,59.52,88.1,94.05,95.24,44.05,12.5,90.48,69.64,91.07,63.1,39.29,69.64,93.45,97.02,63.1,28.57,48.21,69.64,86.9,48.21,89.88,20.24,28.87,14.58,75.6,25.89,78.57,39.29,72.02,83.93,27.08,88.1,24.7,63.69,48.21,81.55,60.12,97.02,75.0,57.14,29.76,42.26,7.14,78.27,36.01,46.43
HJK,216,Europa Conference League,2.38,0.6,3.27,16.37,16.96,17.86,11.01,69.94,2.38,2.98,3.27,45.24,7.44,7.44,12.5,4.76,2.38,39.29,41.67,35.12,6.55,30.65,94.05,57.74,39.88,57.14,96.43,34.52,36.9,50.0,51.19,48.21,72.02,43.45,67.26,50.6,5.36,42.86,30.36,2.38,12.2,19.94,16.67,42.26,90.18,90.48,68.45,97.62,16.07,79.76,91.07,8.33,80.65,97.62,99.4,44.05,27.38,50.3,1.79,4.17,1.19,39.88,36.9,42.26,83.63,85.12,48.81,14.29,7.14,42.26,27.08,90.18,15.48,95.24,68.15,94.64,9.23,3.27,37.8,30.95,58.33,81.25,41.67,92.26,21.43,91.96,27.68,6.25,13.1,48.81,75.6,55.36,58.04,35.71,23.21,14.88,3.87,5.36
Hearts,216,Europa Conference League,15.77,2.08,32.44,30.06,48.51,42.26,11.01,69.94,36.9,18.15,26.19,36.31,58.33,29.76,95.83,49.11,34.82,50.6,67.26,55.36,0.6,7.74,3.57,93.45,65.48,93.75,27.98,37.5,47.02,71.43,80.36,61.9,95.83,60.12,73.21,62.5,33.33,52.38,32.14,54.76,8.93,36.9,66.37,19.94,86.9,95.83,14.29,99.4,74.11,62.5,78.57,16.96,70.83,58.04,32.44,8.93,99.11,83.93,47.92,5.36,19.05,52.98,54.76,66.67,4.17,19.05,84.52,62.8,57.14,66.67,80.95,90.18,54.76,80.95,94.35,32.44,9.23,77.98,100.0,0.6,100.0,22.62,41.67,11.31,53.57,38.39,27.68,34.52,63.39,7.74,70.24,83.33,85.12,83.93,88.39,5.65,14.29,17.86
Heidenheim,860,"Bundesliga, Europa Conference League",36.9,35.42,58.93,50.6,50.6,48.51,46.73,55.65,58.93,28.57,51.49,32.14,45.24,78.57,64.88,52.68,42.56,33.33,36.31,28.57,13.1,63.69,17.86,57.74,36.31,62.5,38.1,14.29,16.96,47.02,50.6,83.33,94.64,42.26,54.76,38.1,49.4,48.81,52.98,37.5,20.24,32.44,41.37,26.19,79.17,72.02,90.48,62.8,25.89,67.26,65.48,36.9,76.19,87.5,47.92,76.19,81.85,56.55,41.07,72.62,59.52,33.33,26.79,38.69,63.1,83.63,34.52,30.36,39.58,38.69,58.93,79.76,43.45,67.86,50.3,46.13,33.33,77.98,87.5,3.57,92.86,66.07,25.6,62.5,30.65,42.26,61.31,59.52,52.08,71.43,74.4,77.98,91.67,75.6,36.31,42.86,32.44,27.98
Hellas Verona,760,Serie A,14.29,21.73,16.67,4.46,13.39,17.86,28.87,15.18,14.29,12.2,16.67,11.9,6.55,27.08,28.57,7.14,22.62,4.76,3.57,10.71,14.58,46.73,85.42,87.5,4.17,5.36,4.17,5.95,4.76,5.36,5.36,7.14,21.73,4.76,2.38,4.17,10.42,7.74,7.14,14.88,11.31,9.52,11.61,4.46,63.69,79.76,65.77,70.83,29.46,51.19,40.18,64.29,47.62,28.57,41.67,64.88,53.57,9.52,63.1,95.83,88.1,4.76,10.71,2.38,15.48,4.17,10.71,11.31,7.14,2.38,13.69,6.55,2.98,11.9,76.19,59.23,20.83,77.98,93.15,8.33,93.45,50.89,23.81,35.12,55.65,9.23,39.88,80.65,95.24,6.55,5.36,11.31,92.86,98.21,42.26,55.06,27.68,23.81
Hoffenheim,900,"Bundesliga, Europa League",50.6,57.44,79.17,65.48,53.57,56.85,33.93,19.94,77.08,52.98,70.83,71.43,67.86,96.43,94.35,68.45,53.57,59.52,63.1,57.74,32.74,16.37,20.83,11.61,63.69,67.86,27.08,60.71,61.9,57.14,64.29,45.83,51.79,55.36,64.29,52.38,35.12,33.33,31.55,51.19,44.94,17.26,28.57,16.07,69.05,57.74,63.39,79.76,28.57,82.14,70.54,41.07,43.45,84.82,72.62,66.67,47.62,66.67,70.83,47.62,60.42,57.74,57.74,69.05,51.49,47.02,75.0,64.29,63.1,69.05,61.31,73.81,54.76,43.45,11.61,52.38,24.11,25.89,80.36,19.94,83.33,63.1,18.45,44.05,26.49,22.32,23.81,69.64,71.43,61.9,36.9,56.55,32.14,45.83,49.11,27.08,44.94,44.94
Holstein Kiel,612,Bundesliga,58.33,52.38,30.95,44.05,34.23,32.44,58.04,55.65,31.55,55.06,29.17,7.74,12.8,52.98,21.43,37.8,34.82,16.07,16.07,7.74,21.43,19.94,55.95,86.31,16.07,44.35,43.45,5.36,5.36,27.98,29.17,46.73,73.21,19.64,30.95,8.33,5.95,5.36,5.95,5.95,7.74,4.17,5.95,2.38,27.08,33.04,67.26,7.44,48.51,50.0,43.45,61.01,46.73,69.05,88.69,98.21,53.57,4.76,39.88,92.56,74.4,16.07,7.74,20.24,95.24,94.05,17.26,5.36,20.83,20.24,39.88,28.57,44.64,31.55,86.61,43.15,64.29,14.88,83.33,11.31,87.5,86.9,6.55,73.21,16.96,3.57,8.33,90.77,82.74,67.26,85.71,85.71,95.54,93.45,2.38,88.1,27.68,21.43
Inter,1106,"Champions League, Serie A",85.12,86.31,82.14,63.39,86.61,77.98,96.13,95.54,83.33,85.71,79.76,78.57,88.1,91.07,67.86,85.12,83.33,93.45,91.07,80.95,95.24,75.3,68.75,8.93,92.86,24.4,53.27,88.69,86.9,94.05,94.05,90.48,71.43,94.05,85.12,92.86,66.07,88.69,85.71,89.88,40.77,1.19,1.79,1.19,2.98,2.38,7.14,3.57,52.08,4.76,4.17,91.37,4.76,25.6,70.24,21.43,59.82,11.31,98.21,97.92,98.81,93.45,80.95,90.48,64.29,76.79,88.69,75.0,78.57,90.48,85.12,73.81,75.6,48.81,8.63,68.75,93.15,54.76,73.81,82.14,50.0,8.33,98.21,28.27,98.21,71.43,98.21,25.3,11.9,94.64,46.73,16.07,14.29,7.74,66.67,17.56,7.14,8.33
Ipswich Town,760,Premier League,20.54,33.63,17.26,20.54,14.88,19.64,28.87,15.18,19.05,19.94,18.75,16.07,3.57,19.05,17.86,7.74,14.88,14.29,10.71,6.55,45.24,12.8,75.0,84.82,11.9,11.31,18.15,19.05,14.88,16.07,14.88,3.57,6.55,12.5,11.9,8.93,23.81,16.67,16.07,13.1,44.05,55.36,44.35,35.42,19.35,13.99,40.18,19.64,41.67,25.0,47.92,30.95,24.4,55.65,93.45,86.9,9.82,8.93,60.71,41.67,48.81,15.48,6.55,7.74,97.62,63.1,2.98,13.69,16.07,7.74,23.51,18.75,58.93,37.2,83.63,37.8,27.68,33.33,67.86,38.1,68.15,82.14,11.9,72.32,16.07,16.07,7.74,62.5,61.31,45.54,79.76,78.57,66.37,77.98,18.45,99.4,43.75,36.31
Jagiellonia,296,Europa Conference League,77.08,50.0,39.88,41.07,70.54,70.24,28.87,75.6,49.4,68.45,41.67,27.98,55.36,17.86,10.12,43.75,67.26,41.67,42.26,45.83,20.24,22.62,96.43,4.76,42.86,20.24,82.14,48.81,50.0,35.12,36.9,25.0,20.24,34.52,45.83,40.48,18.45,37.5,53.57,40.48,25.3,30.36,57.74,9.52,34.52,18.75,72.32,28.27,8.93,59.52,63.1,30.36,64.88,44.64,65.48,83.33,89.29,75.0,63.1,42.26,50.0,44.05,45.83,42.86,66.07,55.36,55.36,23.21,44.05,42.86,31.55,48.21,32.14,85.71,5.36,94.64,64.29,7.44,56.55,45.24,58.33,10.12,96.43,27.38,92.26,75.3,92.26,3.57,7.14,10.12,27.98,13.69,40.18,22.62,24.11,78.27,41.07,49.4
Juventus,1080,"Champions League, Serie A",53.27,62.5,61.61,58.04,46.73,42.26,72.02,49.7,63.1,52.38,64.58,82.74,51.79,42.86,51.19,37.8,45.24,91.07,87.5,70.24,60.42,66.07,72.02,41.96,87.5,26.19,22.62,87.5,85.12,91.07,91.07,81.55,50.0,92.26,77.98,86.31,92.86,96.43,95.83,85.12,83.33,77.38,80.95,63.69,37.8,40.48,36.31,46.43,53.27,22.62,13.99,89.29,2.38,50.6,78.57,13.1,16.07,32.74,33.33,73.21,50.6,89.88,70.24,86.9,54.17,79.17,87.5,73.21,55.95,86.9,83.33,40.18,42.26,17.86,49.4,37.8,43.45,77.98,25.0,70.83,22.62,13.69,94.05,25.89,92.86,67.86,91.37,32.14,25.6,42.26,73.51,61.9,18.45,30.36,57.74,57.74,33.33,40.18
KV,248,Europa Conference League,40.48,18.45,5.36,29.17,45.24,30.65,77.38,93.15,5.36,33.04,7.14,17.86,17.26,1.79,16.07,12.5,34.82,25.6,30.36,33.33,65.48,60.71,68.75,98.81,29.76,56.55,46.73,30.36,33.33,25.6,25.6,35.71,48.21,26.19,23.21,25.6,23.21,32.14,23.21,20.83,8.33,45.24,69.64,47.02,69.94,88.39,39.29,85.71,66.07,77.38,54.76,65.18,57.74,70.24,34.52,90.77,9.82,44.35,16.07,96.43,56.25,25.0,33.93,30.95,65.48,77.38,27.38,19.05,21.43,30.95,25.6,10.12,3.57,11.31,98.81,78.27,75.6,77.98,84.52,89.29,48.51,57.14,60.42,64.29,31.55,91.96,68.15,60.71,53.57,91.67,26.49,31.55,24.7,24.4,46.13,56.85,98.21,97.02
LASK,216,Europa Conference League,7.44,7.14,26.19,27.98,4.76,9.23,11.01,5.95,27.38,14.88,22.92,37.8,43.45,20.83,51.79,41.67,16.67,61.31,69.05,76.79,63.99,30.65,67.26,28.27,69.64,69.05,80.95,78.57,83.93,51.79,54.17,24.4,31.55,55.95,75.6,57.74,44.05,60.71,72.62,43.15,26.19,5.95,20.83,7.14,12.5,1.79,42.56,12.2,16.07,13.1,41.96,26.19,60.42,33.33,46.73,69.05,94.64,33.93,97.62,64.88,96.43,64.29,78.57,67.26,87.5,82.74,72.02,29.76,35.12,67.26,52.08,90.18,66.37,69.94,36.31,5.06,9.23,3.27,31.55,76.19,24.4,71.73,7.74,38.1,13.1,11.9,27.68,9.52,5.95,20.83,62.5,26.79,36.31,21.43,30.95,92.86,66.37,68.45
Larne FC,216,Europa Conference League,0.6,7.14,0.6,1.19,0.6,0.6,11.01,5.95,0.6,1.19,0.89,2.38,0.6,17.26,0.6,1.79,1.19,1.19,1.19,1.19,19.64,5.36,71.13,57.74,1.19,7.14,20.24,1.19,1.19,0.6,0.6,4.76,17.26,1.19,0.6,2.38,0.6,2.38,2.38,0.6,2.38,1.79,5.36,0.6,90.18,67.26,99.4,31.25,20.83,97.62,94.64,33.93,17.26,71.73,90.18,100.0,53.57,1.79,74.4,97.92,94.05,1.79,1.19,0.6,83.63,45.24,1.19,0.6,0.6,0.6,37.8,0.0,48.21,88.69,68.15,32.44,9.23,3.27,51.49,8.93,83.93,85.42,16.96,84.52,19.64,25.6,27.68,98.81,98.81,50.6,27.38,63.1,97.62,95.83,0.0,75.3,52.38,35.71
Las Palmas,760,La Liga,26.79,37.5,29.76,31.85,16.96,16.37,39.58,32.14,35.42,33.04,32.74,47.02,36.31,55.95,58.33,24.7,20.24,48.21,49.4,33.93,52.68,69.64,58.63,69.05,48.21,88.69,75.0,51.79,53.57,45.24,48.81,56.55,68.45,49.4,48.21,33.93,20.24,25.6,28.57,17.56,19.64,19.94,19.05,33.63,36.31,35.12,49.4,53.87,13.69,43.75,40.18,60.12,39.29,53.57,62.8,61.9,28.57,14.58,55.06,89.29,80.36,48.21,33.33,47.62,55.36,53.57,60.71,29.17,25.89,47.62,6.25,33.33,45.83,75.3,61.31,14.58,20.83,19.64,65.77,28.87,70.24,61.9,30.36,57.74,30.65,61.9,11.31,67.26,70.24,76.79,87.5,90.48,56.55,56.55,35.12,22.62,47.32,54.17
Lazio,1096,"Europa League, Serie A",80.36,87.2,79.76,80.36,67.56,68.45,72.02,63.69,79.76,80.65,82.14,87.5,72.02,83.33,94.35,63.69,65.77,80.95,76.79,82.14,77.38,71.43,79.46,75.89,76.19,79.76,66.37,72.02,70.24,83.93,80.95,82.74,60.12,82.74,59.52,82.14,90.48,93.45,91.67,97.62,85.12,47.32,48.81,39.88,13.1,14.88,15.48,37.2,27.98,28.57,20.83,79.46,41.07,5.36,11.31,19.05,64.88,24.7,83.04,53.87,79.76,79.76,83.93,70.83,19.05,11.9,79.17,79.17,81.55,70.83,20.83,18.75,48.81,73.81,72.62,74.7,54.17,39.88,30.06,53.57,35.71,6.55,86.9,7.14,90.77,46.43,58.33,63.69,50.0,77.98,26.49,41.67,8.33,19.05,69.64,83.93,71.13,79.17
Le Havre,612,Ligue 1,35.12,27.98,19.05,13.69,46.73,30.65,96.13,93.15,18.45,35.12,11.31,20.83,25.0,79.76,86.9,31.85,27.08,24.11,25.6,26.79,13.69,46.73,69.64,71.43,25.0,25.6,54.17,14.88,13.1,39.88,39.29,41.67,52.38,30.95,22.62,25.0,50.0,32.74,36.9,32.44,13.69,21.13,31.25,17.86,72.62,76.79,83.93,38.69,59.52,69.05,55.95,55.06,66.96,36.61,72.02,88.69,35.12,43.45,80.36,40.18,68.45,26.19,26.19,24.4,67.86,58.33,26.79,16.07,23.21,24.4,88.69,36.9,63.39,64.58,73.81,43.15,86.01,47.92,54.17,52.98,51.79,74.4,14.88,50.6,11.01,61.9,14.88,41.67,26.19,21.43,61.9,54.17,67.86,37.5,17.86,71.73,8.93,13.1
Lecce,760,Serie A,11.01,23.81,45.83,19.64,13.39,14.29,39.58,32.14,41.96,11.31,41.07,14.88,22.02,77.68,43.45,4.76,13.1,16.67,14.29,16.07,25.0,41.37,72.92,84.82,13.1,84.52,49.4,10.12,8.33,17.26,17.26,70.24,79.76,17.86,18.45,11.9,25.0,15.48,14.29,18.45,26.79,14.29,18.45,10.12,39.88,37.5,58.04,50.89,14.88,37.8,38.1,59.23,15.77,38.39,70.24,74.4,37.2,22.92,37.5,80.95,58.04,14.88,16.07,14.29,66.67,39.88,18.45,16.67,16.07,14.29,90.48,28.57,36.9,53.27,83.63,14.58,27.68,19.64,93.15,12.5,89.88,61.31,37.8,65.18,53.57,33.63,48.21,82.74,85.71,35.71,13.1,36.31,28.57,51.19,25.0,45.54,14.29,14.88
Leganés,760,La Liga,26.79,37.5,9.52,14.88,15.77,9.23,66.37,75.6,9.52,41.07,6.25,10.12,5.95,13.1,15.48,9.82,8.33,14.88,11.9,12.5,49.7,48.81,94.64,13.39,12.5,9.52,31.55,19.64,16.07,13.69,13.1,15.48,27.98,13.1,8.33,14.88,6.55,8.33,10.71,22.32,14.58,41.96,63.1,17.26,45.24,44.05,43.45,50.89,43.15,33.04,45.83,41.96,50.0,55.65,79.76,94.64,73.51,26.19,35.71,63.69,44.05,14.29,12.8,11.31,50.6,26.79,26.19,9.52,4.76,11.31,41.67,43.45,18.15,78.57,13.99,28.27,86.01,33.33,39.88,16.07,69.64,55.36,46.73,61.31,35.71,66.07,68.15,88.39,98.21,14.29,21.43,81.55,98.81,99.4,3.57,95.83,79.17,70.24
Legia Warsaw,264,Europa Conference League,94.64,82.74,68.45,41.07,90.18,90.18,84.82,69.94,66.07,95.83,49.7,14.29,67.26,37.2,44.94,68.45,81.55,11.31,12.5,42.26,36.61,1.19,22.02,4.17,13.69,25.0,44.64,17.26,25.0,11.31,10.71,1.19,1.79,7.14,26.79,22.62,60.12,26.19,38.1,26.19,69.94,63.1,40.48,83.93,83.33,86.31,41.37,72.02,99.4,8.93,19.35,65.18,64.29,17.86,77.08,79.17,53.57,81.55,86.9,3.57,33.33,12.5,42.86,16.07,70.24,23.21,7.74,50.6,80.36,16.07,1.79,5.36,32.74,69.94,4.76,88.39,20.83,77.98,74.4,89.88,41.07,66.67,91.96,87.5,61.61,94.94,98.81,22.32,16.07,5.36,24.4,23.81,62.5,41.07,55.36,62.2,18.15,10.71
Leicester City,760,Premier League,16.67,31.55,7.14,10.71,9.23,7.14,28.87,24.4,6.55,16.37,10.12,29.17,19.35,33.93,40.77,14.88,16.67,44.64,39.29,16.67,56.85,4.76,61.9,52.38,41.07,33.33,16.67,58.33,57.14,38.1,33.93,5.95,5.36,35.12,26.19,48.81,40.48,42.26,42.26,23.81,39.58,49.11,34.52,46.43,82.14,75.89,81.55,75.3,56.25,65.77,82.74,13.1,45.83,89.58,95.83,65.48,26.19,22.92,79.76,48.81,73.51,43.45,16.67,37.5,90.48,72.02,51.19,14.88,19.05,37.5,35.12,90.18,64.88,32.74,53.27,59.23,38.99,19.64,54.17,23.81,69.05,81.25,13.69,74.11,15.18,27.08,9.23,60.12,88.69,80.06,76.19,82.74,45.24,64.88,20.54,68.75,47.32,52.38
