Team,Matchs Played,League,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Lens,612,Ligue 1,43.75,45.54,84.52,61.9,67.56,70.24,77.38,55.65,79.76,40.48,80.95,72.02,88.69,94.64,88.69,82.14,67.26,79.76,83.33,79.17,71.73,41.37,15.48,5.36,83.33,42.86,36.9,88.1,88.1,60.12,60.71,49.4,39.88,68.45,78.57,73.81,60.71,61.31,59.52,77.98,35.71,56.85,44.35,68.45,66.07,64.29,37.5,61.31,91.07,64.88,62.5,37.5,63.1,51.49,30.06,25.0,67.86,83.33,7.74,16.67,8.33,80.36,79.76,84.52,19.64,35.71,83.93,88.69,75.0,84.52,18.45,7.74,5.95,40.18,4.17,8.63,33.33,77.98,57.14,63.1,46.43,36.31,84.52,46.73,53.57,89.29,88.99,48.21,28.57,30.36,78.57,72.62,30.36,23.21,81.55,86.9,52.38,51.79
Leverkusen,932,"Bundesliga, Champions League",88.1,92.26,89.88,88.1,79.76,81.25,46.73,55.65,90.48,87.2,88.1,98.21,76.79,73.51,85.71,94.64,79.17,97.02,97.02,91.67,85.71,81.55,34.82,43.45,97.02,36.9,24.4,97.62,97.62,92.26,92.86,80.95,66.67,95.83,96.43,91.67,86.31,79.76,82.74,83.93,81.55,34.52,38.1,48.81,1.19,4.76,2.38,5.95,48.51,1.19,1.79,89.88,8.93,6.55,19.35,14.88,29.46,50.3,86.31,88.39,91.67,97.02,92.26,97.02,22.02,19.64,96.43,98.21,85.12,97.02,66.37,36.9,86.9,17.26,47.92,68.75,47.32,19.64,47.02,75.0,35.12,15.77,78.27,23.51,87.8,39.58,87.2,36.31,20.24,38.1,31.25,23.21,21.43,23.81,90.48,11.9,68.15,74.4
Lille,932,"Champions League, Ligue 1",73.21,61.9,38.69,56.25,64.58,55.36,88.1,90.77,44.64,66.07,37.5,85.12,74.4,27.08,19.64,60.42,49.7,87.5,85.71,82.74,51.49,48.81,32.44,63.39,85.71,75.0,57.14,79.76,77.98,93.45,93.45,73.81,41.07,88.69,83.93,85.71,75.0,88.1,85.12,88.69,64.88,78.57,88.69,62.5,50.0,36.9,16.96,66.07,89.29,45.83,26.79,77.98,29.76,14.29,5.65,14.29,41.07,64.29,31.55,27.98,25.6,86.9,82.74,85.71,26.79,31.55,90.48,78.57,67.26,85.71,29.76,25.0,55.95,44.64,64.29,47.62,87.5,54.76,23.21,88.69,13.1,28.57,85.71,43.15,61.61,85.71,54.17,31.55,24.4,48.21,44.35,37.5,7.14,10.71,84.23,20.83,20.24,20.24
Liverpool,1080,"Champions League, Premier League",96.73,98.21,92.86,93.45,97.02,97.02,91.67,90.77,92.26,96.43,94.05,94.05,93.45,35.71,70.83,92.86,97.02,90.48,89.88,95.24,84.52,85.71,61.9,61.9,89.88,76.19,48.81,90.48,89.88,88.69,89.29,77.38,74.4,89.29,93.45,81.55,91.67,85.12,86.31,82.14,97.62,72.02,60.12,65.48,32.14,38.1,10.12,65.48,76.79,55.36,60.12,32.14,38.1,26.79,27.98,11.31,17.26,53.87,78.57,49.7,72.02,89.29,95.24,89.88,57.14,41.07,86.31,92.86,97.62,89.88,68.45,52.98,62.2,13.39,64.29,74.7,88.99,39.88,10.71,92.86,6.55,16.67,94.05,33.93,88.69,79.17,94.64,19.64,19.64,76.19,61.01,38.69,2.98,4.76,91.07,11.9,85.12,83.33
Ludogorets,288,Europa League,2.38,10.12,22.92,8.04,19.94,19.64,11.01,39.58,16.96,5.06,24.7,4.17,16.37,95.83,31.55,41.67,25.0,27.98,27.38,2.38,16.07,64.58,86.9,46.43,27.38,60.71,97.92,25.0,23.81,33.33,30.95,45.24,48.81,27.38,17.26,43.45,29.17,40.48,25.0,14.29,0.6,88.1,87.2,95.83,54.76,31.55,95.83,2.38,12.8,47.02,90.48,2.98,66.07,58.04,24.4,94.05,35.12,39.88,63.1,25.6,39.58,26.79,2.38,30.36,98.81,99.4,15.48,8.93,7.14,30.36,14.88,48.21,54.76,97.62,56.55,94.64,9.23,77.98,88.69,20.83,86.31,92.26,54.46,96.73,14.29,98.81,54.17,85.12,93.45,89.88,46.73,60.71,94.35,91.07,4.17,82.74,41.07,30.95
Lugano,248,Europa Conference League,88.69,45.54,80.95,88.69,91.37,95.24,11.01,5.95,82.74,80.65,91.67,63.69,92.26,47.62,8.33,95.83,98.81,82.14,80.95,70.83,70.83,83.04,46.13,30.36,80.36,45.83,89.29,73.81,72.62,86.9,82.74,80.36,75.6,83.33,73.81,69.05,34.52,75.6,60.12,58.63,42.86,22.92,65.48,8.33,75.6,73.81,87.5,53.87,27.08,70.24,69.64,33.04,76.79,33.33,35.12,35.12,16.67,45.54,85.42,66.07,85.12,82.14,71.43,77.38,57.74,95.83,70.24,46.13,60.71,77.38,4.76,12.5,9.52,96.43,37.2,21.73,9.23,77.98,35.71,30.36,57.14,59.23,62.8,68.45,42.26,75.3,94.64,92.26,69.05,100.0,33.04,27.38,45.83,49.4,53.57,20.83,2.68,3.57
Lyon,948,"Europa League, Ligue 1",90.48,96.43,83.33,91.07,87.8,87.5,82.44,80.06,85.12,92.26,84.52,76.79,91.07,20.83,47.62,97.62,90.18,88.69,88.69,89.88,82.14,68.75,20.24,17.26,88.69,53.57,67.56,94.64,94.64,72.62,66.67,33.63,16.07,79.76,85.71,85.12,94.05,82.14,83.93,86.31,90.48,75.0,77.08,73.21,56.55,47.62,48.51,52.38,67.86,80.95,83.33,20.83,42.86,31.55,44.94,22.02,43.45,69.64,69.05,55.06,63.1,88.1,89.88,89.29,52.38,61.9,85.71,89.29,95.83,88.69,57.74,79.76,45.24,52.38,16.96,63.99,64.29,77.98,13.69,80.95,12.5,63.99,72.02,81.55,45.83,82.14,63.99,24.11,32.74,44.05,81.25,77.38,33.33,26.19,68.75,42.86,34.52,38.1
Maccabi Tel Aviv,288,Europa League,26.79,42.86,45.24,37.8,52.68,50.3,58.04,39.58,44.05,38.39,51.49,17.26,43.45,28.27,4.76,39.58,47.02,42.26,35.71,36.9,41.07,58.93,93.45,23.81,35.71,52.68,58.63,40.48,39.29,50.6,44.64,30.95,12.8,41.67,35.71,39.29,27.68,41.67,47.62,53.27,47.92,25.89,33.04,43.75,58.93,65.48,27.98,85.12,40.48,41.96,64.29,19.94,50.6,33.33,54.46,46.13,7.44,77.98,18.45,2.98,6.25,40.48,36.31,34.52,72.62,79.76,29.17,22.02,34.52,34.52,22.32,1.79,87.8,48.81,32.14,2.38,64.29,77.98,28.27,61.61,31.55,83.93,12.8,63.69,2.98,92.86,3.57,49.11,46.43,81.55,86.9,79.17,23.21,18.45,59.52,8.04,14.29,14.29
Mainz 05,612,Bundesliga,68.45,72.02,51.19,52.08,64.58,65.48,58.04,39.58,51.49,67.86,57.44,57.14,73.21,88.99,80.36,88.1,67.26,45.83,54.17,60.71,49.7,36.31,2.98,12.5,51.79,64.29,18.15,52.38,54.76,40.48,44.05,60.12,84.52,44.64,58.93,41.07,26.19,19.64,11.31,25.6,33.33,16.67,19.64,30.36,41.07,29.17,16.96,74.4,59.52,14.58,10.12,88.1,84.23,76.79,68.45,75.6,45.83,75.6,4.46,53.87,11.9,45.24,59.52,58.93,47.02,45.83,55.95,70.83,63.99,58.93,52.08,18.75,42.86,20.83,10.71,52.38,43.45,77.98,95.24,1.49,95.83,47.32,70.54,54.17,58.04,71.43,58.33,76.79,88.1,60.12,51.19,82.14,51.19,67.86,17.26,93.75,94.64,89.88
Mallorca,760,La Liga,18.75,29.17,20.54,12.2,21.43,21.43,50.89,46.43,24.4,23.51,20.24,34.52,30.65,95.24,79.46,30.36,22.62,28.57,28.57,29.76,45.24,50.0,80.36,25.0,28.57,55.95,27.08,32.74,30.95,22.02,22.02,64.88,73.81,30.36,37.5,27.98,16.07,26.79,20.24,42.26,4.76,23.81,26.19,14.58,17.26,27.08,48.51,17.86,19.05,10.71,11.9,83.33,45.24,25.0,75.6,92.56,70.54,26.79,38.1,17.86,26.79,27.98,27.98,27.98,70.83,30.95,39.29,23.81,20.24,27.98,46.43,28.57,35.71,58.63,19.05,72.62,54.17,47.92,94.05,16.67,88.1,44.05,83.33,61.31,75.89,66.07,48.21,90.77,75.0,39.29,33.04,64.29,69.64,79.76,10.12,25.3,29.46,26.79
Malmö,288,Europa League,47.62,42.86,64.29,41.07,65.48,59.23,58.04,87.8,62.5,44.64,58.63,60.42,90.48,90.48,52.38,76.19,60.12,63.99,69.64,62.5,63.99,0.6,0.0,57.74,67.86,96.43,58.63,89.29,90.48,17.86,20.24,17.86,15.48,41.07,57.14,71.43,24.4,47.02,46.43,33.93,53.27,68.45,66.37,81.25,21.13,11.9,18.45,15.48,91.67,13.69,13.99,82.74,0.6,33.33,14.58,27.98,7.44,36.31,30.06,7.74,15.48,65.48,62.8,66.07,46.43,60.71,45.24,81.55,69.05,66.07,9.82,15.48,59.82,57.44,68.15,10.71,64.29,77.98,28.27,48.21,38.1,56.25,12.8,18.75,34.82,1.79,14.88,0.6,27.38,5.95,29.76,35.71,77.68,65.48,47.32,42.86,14.29,27.38
Manchester City,1080,"Champions League, Premier League",89.58,81.55,94.05,92.86,93.15,93.75,72.02,78.57,94.35,88.69,95.83,97.02,98.21,29.17,70.24,96.43,93.45,98.21,97.62,98.21,83.93,33.93,27.38,90.48,98.21,34.52,39.29,98.81,98.81,97.02,96.43,26.19,4.17,97.02,77.38,98.81,100.0,100.0,100.0,100.0,99.4,88.69,89.29,45.83,1.79,1.19,0.6,15.48,83.33,2.08,2.38,92.86,1.19,4.17,13.1,1.79,22.32,10.12,92.86,13.69,70.83,98.21,98.21,97.62,7.14,2.98,94.05,100.0,99.4,97.62,95.24,69.05,99.4,14.29,91.67,63.99,80.36,39.88,2.38,97.62,2.38,15.77,56.85,13.1,69.35,40.48,86.01,11.61,4.17,60.71,50.0,22.62,5.95,4.17,97.32,11.9,88.39,91.07
Manchester Utd,1106,"Europa League, Premier League",56.25,65.48,91.07,78.57,72.92,77.98,50.89,32.14,91.07,54.17,92.26,67.86,77.38,34.52,42.86,73.21,83.33,86.31,88.1,75.0,95.83,63.1,36.9,61.9,88.1,27.38,22.02,91.67,91.67,74.4,72.02,52.38,35.71,80.36,68.45,88.1,85.12,86.31,87.5,73.21,95.24,58.33,58.33,58.93,89.29,92.26,82.14,82.74,85.71,88.1,67.26,53.87,52.38,35.12,22.32,16.37,23.81,82.14,67.86,43.15,54.76,83.93,73.81,88.1,35.71,84.52,75.6,86.31,89.29,88.1,49.7,40.18,85.12,27.98,56.55,59.23,54.17,39.88,58.93,57.14,50.6,27.68,60.42,30.06,59.52,57.14,54.17,29.17,43.45,72.62,29.76,30.36,14.88,27.98,82.14,23.81,44.94,55.36
Marseille,612,Ligue 1,93.75,93.45,82.74,87.2,91.37,88.1,93.15,93.15,83.93,97.02,83.93,96.43,80.95,52.98,63.69,86.31,89.29,98.81,98.81,95.83,69.64,38.1,25.0,57.74,98.81,54.17,63.1,98.21,98.21,98.21,98.21,27.08,11.9,97.62,97.02,98.21,81.55,94.05,94.64,83.33,85.71,67.86,72.02,70.83,31.55,52.98,22.02,57.14,55.36,38.99,17.26,94.64,34.23,2.38,4.76,2.38,14.29,63.69,66.67,38.39,51.49,98.81,96.43,98.81,13.69,60.12,98.81,92.26,75.6,98.81,72.02,10.12,52.68,42.56,60.42,52.38,75.6,25.89,7.74,98.21,2.98,26.19,54.46,22.32,58.04,54.46,21.13,13.39,2.38,68.45,39.29,7.14,3.57,2.38,94.64,50.89,92.26,92.26
Midtjylland,320,Europa League,33.04,55.65,33.33,66.67,63.1,70.24,28.87,15.18,21.43,30.95,40.48,25.0,53.57,81.55,54.76,75.3,73.81,22.02,27.98,47.62,79.17,26.19,13.99,94.05,27.98,83.33,79.17,13.1,14.29,41.67,42.26,36.9,64.29,27.98,38.1,17.26,51.19,39.88,35.71,60.71,40.77,100.0,91.67,100.0,50.6,28.57,38.69,53.87,69.05,60.71,76.49,15.77,91.07,27.68,29.17,30.95,14.29,86.31,60.12,35.42,43.45,21.43,47.02,29.17,21.13,32.14,20.24,60.71,61.31,29.17,98.81,71.73,51.19,83.93,93.45,21.73,27.68,77.98,90.48,13.1,89.29,77.08,58.63,86.31,56.85,59.52,96.73,79.17,81.55,51.19,79.17,94.05,91.07,86.31,74.7,55.06,92.86,93.45
Milan,1080,"Champions League, Serie A",70.83,77.98,88.1,83.63,75.3,75.3,36.01,55.65,88.39,72.02,86.9,75.6,69.64,49.11,35.12,65.18,79.17,76.19,64.29,83.93,93.45,38.69,95.24,73.81,67.26,37.5,80.36,65.77,64.29,85.71,79.76,43.45,13.69,76.79,52.38,77.98,97.02,91.07,95.24,95.83,96.43,90.48,92.26,76.79,8.33,16.96,13.1,25.6,48.51,7.14,11.01,79.46,3.57,1.19,8.33,9.52,49.11,4.17,84.23,84.23,88.99,77.38,83.33,57.14,13.1,17.86,65.48,72.62,77.98,57.14,47.62,21.13,68.45,54.76,71.43,83.93,70.54,25.89,26.19,91.67,13.69,44.05,78.27,59.82,89.58,35.12,61.31,20.24,14.29,86.31,69.05,39.29,38.99,36.9,79.17,39.88,89.58,94.05
Mladá Boleslav,216,Europa Conference League,42.86,18.45,69.35,90.48,58.93,56.85,11.01,69.94,56.55,26.79,62.8,13.1,16.37,7.44,11.01,17.56,30.06,17.26,17.86,32.74,2.38,47.62,52.38,57.74,17.86,17.86,6.55,8.93,9.52,30.36,27.98,30.36,35.12,21.43,34.52,12.5,14.29,13.69,20.83,43.15,12.2,61.01,39.88,91.67,2.38,8.33,11.01,2.98,16.07,3.27,16.07,57.14,70.83,100.0,92.26,47.62,94.64,64.88,74.4,21.43,45.54,17.26,32.74,17.86,85.12,61.31,11.31,24.4,17.26,17.86,69.94,90.18,66.37,5.36,51.49,32.44,83.63,3.27,51.49,41.07,60.12,93.75,28.27,96.73,23.81,69.35,27.68,23.21,58.63,70.83,95.54,89.29,83.33,88.1,38.1,84.82,52.38,43.75
Molde,280,Europa Conference League,54.76,5.95,50.6,47.02,43.45,52.68,11.01,5.95,53.57,43.45,60.12,94.64,98.81,39.58,38.99,86.31,49.7,95.24,95.83,97.62,63.99,80.65,5.06,96.43,95.83,66.07,69.94,94.05,95.24,96.43,97.02,73.21,82.74,95.24,98.21,93.45,63.1,76.19,76.19,64.58,72.62,77.98,68.75,77.98,57.14,63.1,37.5,64.29,73.21,53.87,50.6,49.11,38.69,79.76,66.67,26.19,97.62,98.21,17.86,24.4,16.67,95.24,97.62,96.43,11.31,52.38,97.02,94.64,94.64,96.43,48.21,10.12,29.17,50.0,95.24,94.64,9.23,77.98,83.93,78.57,59.52,7.74,26.19,2.38,39.58,19.94,35.42,27.38,22.02,73.81,36.01,30.95,20.24,13.1,71.43,39.88,94.05,87.5
Monaco,932,"Champions League, Ligue 1",83.63,90.48,73.21,78.57,90.18,91.67,77.38,69.94,73.21,80.65,79.17,86.31,79.17,22.62,33.33,92.26,93.45,69.64,72.62,85.71,87.8,61.31,52.98,8.93,71.43,81.55,86.31,76.19,80.36,64.88,64.88,51.79,52.98,65.48,86.9,60.12,77.38,66.07,72.02,78.57,73.81,64.29,61.61,56.55,77.98,84.82,54.76,88.1,63.99,72.02,64.88,39.88,93.45,37.5,4.17,20.83,41.07,96.43,6.55,18.45,7.14,72.02,85.71,74.4,11.9,12.5,88.1,74.4,79.17,74.4,61.31,12.5,23.51,83.33,9.52,43.15,47.32,77.98,37.8,55.36,41.67,31.25,58.63,33.33,61.61,51.79,68.15,5.36,14.88,11.31,80.36,65.48,55.65,50.0,85.12,52.98,37.8,41.07
Montpellier,594,Ligue 1,10.12,12.2,31.55,25.89,23.21,22.62,44.05,39.58,26.79,10.71,25.6,39.88,8.33,68.75,76.79,27.08,21.43,36.9,32.14,30.95,55.65,78.27,63.1,23.81,31.55,63.69,72.02,33.93,32.74,35.71,30.36,75.6,64.29,39.29,27.38,29.76,53.87,50.0,44.64,47.02,51.49,73.81,64.29,79.17,82.74,80.36,77.08,88.69,29.46,84.52,86.01,19.05,27.08,47.02,67.86,33.93,23.81,38.1,49.7,44.05,42.86,36.31,31.85,31.55,38.99,22.62,44.05,33.93,17.86,31.55,11.31,12.5,26.79,87.5,23.51,7.74,43.45,14.88,27.38,45.83,40.18,86.31,7.74,72.32,13.69,9.23,7.14,84.52,68.45,39.88,49.11,68.15,69.05,60.71,46.13,56.85,41.07,42.26
Monza,760,Serie A,11.01,14.88,8.33,7.14,6.55,5.65,39.58,24.4,7.14,7.14,7.74,22.62,8.93,45.83,52.98,2.98,6.25,47.62,42.86,17.86,18.15,30.65,77.98,79.17,42.26,74.11,85.71,44.05,38.1,59.52,57.74,58.93,41.67,52.38,30.36,58.93,29.76,55.95,50.0,44.64,6.55,8.93,8.93,3.57,11.31,5.36,45.83,11.01,11.9,17.86,11.01,91.37,27.08,22.92,79.76,38.1,4.76,1.19,75.89,50.6,69.94,47.62,17.26,36.31,77.98,80.36,36.31,15.48,4.17,36.31,25.6,43.45,13.69,94.35,79.76,59.23,9.23,33.33,73.21,17.86,80.36,62.5,20.54,49.11,33.33,13.99,18.75,80.65,65.48,66.67,53.27,46.43,31.55,41.67,44.94,35.42,38.99,50.0
NK Celje,296,Europa Conference League,92.86,52.98,62.5,71.13,94.64,92.86,39.58,89.88,70.83,91.67,66.07,61.31,66.07,60.71,14.29,95.24,93.45,58.93,53.57,56.55,88.69,68.75,41.07,61.9,56.55,13.1,55.65,38.69,35.12,76.19,73.21,98.21,95.24,79.17,67.86,53.57,71.43,66.67,77.38,73.81,76.19,32.44,45.83,37.5,8.93,3.57,24.7,32.74,4.17,8.33,50.0,13.69,88.1,13.69,20.24,26.79,92.26,17.26,65.48,86.31,82.14,60.12,55.95,48.21,30.95,54.76,43.15,63.69,72.62,48.21,72.02,90.18,26.19,58.63,71.43,43.15,96.43,77.98,20.83,91.07,11.9,75.0,15.48,45.24,28.57,7.74,11.31,77.38,44.64,29.17,92.86,92.86,89.88,72.62,44.94,60.12,6.25,7.74
Nantes,612,Ligue 1,40.48,47.92,24.4,30.06,36.61,35.71,77.38,55.65,25.6,38.39,22.92,36.9,32.74,79.76,66.96,31.85,40.18,24.11,20.83,27.68,19.05,5.95,65.48,95.24,19.64,43.45,30.36,27.98,23.21,27.38,20.83,27.08,33.63,22.62,33.33,23.81,36.01,19.05,18.45,31.25,50.0,27.38,27.08,52.38,79.76,70.83,88.1,51.79,59.52,83.93,58.33,69.64,36.61,65.18,50.6,89.88,91.07,13.69,56.55,61.61,58.93,24.4,27.38,20.83,48.21,22.02,32.14,21.43,36.31,20.83,52.08,48.21,39.29,56.55,95.83,21.73,43.45,14.88,42.86,51.19,45.83,45.24,37.8,43.15,40.77,44.64,32.14,52.98,54.17,25.89,51.19,64.88,50.6,63.69,7.74,71.73,8.93,8.93
Napoli,760,Serie A,60.12,73.81,66.67,45.24,55.36,56.85,50.89,46.43,69.05,64.29,74.4,73.21,64.29,50.89,64.29,52.68,60.12,80.36,79.17,69.64,49.7,45.54,43.45,69.05,79.76,68.45,69.94,73.21,73.21,82.14,78.57,85.12,63.1,82.14,75.0,64.88,80.36,67.26,69.05,54.17,77.98,33.93,23.21,31.85,4.76,6.55,7.74,40.18,14.29,11.9,5.36,95.83,7.74,2.98,17.86,27.38,85.12,6.55,89.88,57.74,85.71,81.55,69.64,72.02,17.86,48.21,82.74,57.74,62.5,72.02,97.02,90.18,67.86,63.69,76.19,72.62,54.17,47.92,62.8,64.29,52.38,1.79,98.81,2.98,99.4,60.71,97.62,12.5,5.36,58.93,20.83,6.55,43.45,29.17,79.76,32.44,74.7,75.6
Newcastle Utd,760,Premier League,80.95,88.99,74.11,58.93,81.25,83.04,66.37,63.69,77.08,82.74,76.19,64.29,89.88,41.37,73.81,70.83,80.36,66.07,64.88,76.19,82.14,53.27,35.71,27.08,66.67,44.35,50.6,75.0,75.0,55.95,55.95,33.63,38.69,59.52,72.62,64.29,83.93,73.81,70.24,63.69,92.86,59.52,49.4,42.86,26.19,36.31,24.7,36.31,61.31,43.75,49.4,44.64,6.55,41.67,67.26,39.88,18.15,59.23,82.14,2.08,30.95,67.26,76.19,63.1,49.4,58.93,46.43,76.19,86.31,63.1,76.19,76.79,83.04,67.26,33.93,94.64,54.17,33.33,43.75,62.5,42.26,39.58,72.62,49.11,73.51,55.36,80.65,10.12,17.26,12.5,100.0,94.64,71.13,66.07,64.88,91.07,95.24,92.86
Nice,900,"Europa League, Ligue 1",64.29,69.94,87.5,78.57,80.36,82.14,58.04,63.69,86.31,63.39,80.36,56.25,79.76,62.2,76.19,74.11,77.38,57.14,59.52,64.29,80.65,43.15,40.48,49.7,59.52,47.32,65.48,72.62,73.81,47.62,47.62,17.26,19.05,50.0,55.36,67.26,92.26,77.38,88.1,76.19,63.99,94.64,89.88,95.83,76.19,82.74,54.17,82.14,72.62,67.86,46.43,75.0,90.48,75.6,69.05,31.55,1.79,90.48,9.52,12.2,7.74,58.93,64.29,64.29,37.5,37.5,66.07,72.02,72.02,64.29,66.37,22.62,81.85,77.98,58.33,78.27,72.32,25.89,50.6,72.02,37.2,69.64,48.81,77.98,53.57,44.64,23.81,20.83,10.12,44.64,88.1,66.07,36.9,17.86,64.29,81.25,78.27,76.79
Nott'ham Forest,760,Premier League,61.9,73.81,48.21,56.25,39.88,40.18,39.58,24.4,48.81,55.95,45.54,29.17,30.65,30.36,40.77,31.85,42.56,10.12,9.52,19.64,66.67,17.26,85.42,13.39,9.52,12.5,20.83,29.76,27.98,4.76,5.95,4.17,10.12,5.95,7.74,4.76,58.63,12.5,21.43,30.36,66.07,24.4,31.25,4.46,74.4,69.94,93.45,28.27,18.45,75.3,75.6,26.79,40.18,49.11,79.76,96.43,37.2,53.87,39.88,58.33,44.64,8.93,19.64,10.12,85.71,15.48,6.55,47.02,48.81,10.12,32.74,52.98,76.19,47.02,6.55,83.93,38.99,77.98,72.62,29.76,73.21,44.05,75.3,55.36,70.54,66.07,80.65,91.67,91.07,2.38,3.57,5.36,78.57,92.26,2.98,14.88,6.25,6.55
Olimpija,248,Europa Conference League,30.36,5.36,40.48,23.81,39.88,44.35,11.01,19.94,38.69,39.58,20.24,47.62,39.88,54.76,71.43,24.7,48.21,38.69,38.69,52.38,47.92,98.21,56.85,64.88,38.1,86.31,88.1,9.52,10.12,61.31,61.9,96.73,99.4,58.33,44.64,54.76,55.36,64.29,66.67,50.0,29.17,80.36,76.19,94.05,45.83,56.25,73.21,16.67,54.17,2.08,8.33,73.21,65.48,15.48,75.6,92.56,67.86,44.35,14.58,26.79,14.88,39.29,49.4,44.64,64.88,69.05,51.79,31.55,40.48,44.64,8.33,25.0,8.33,91.96,76.19,21.73,33.33,77.98,85.71,37.5,76.79,40.77,94.05,56.55,50.6,98.21,99.4,41.67,19.05,17.86,58.04,55.95,59.52,46.43,22.62,87.5,23.21,26.19
Olympiacos,320,Europa League,35.71,63.39,77.38,48.21,77.38,68.45,11.01,91.67,82.14,21.13,86.31,77.98,75.89,98.21,96.43,72.32,75.89,29.76,39.88,75.6,71.73,94.05,0.6,0.0,39.29,58.33,46.73,33.33,42.26,21.43,32.74,62.5,69.64,31.55,29.17,29.17,48.81,35.12,39.88,68.45,16.67,56.85,37.5,76.79,98.21,100.0,47.32,98.21,98.81,94.64,96.43,6.25,100.0,98.21,38.69,20.24,80.06,99.4,5.36,15.48,4.76,27.38,76.79,45.83,0.6,0.6,73.21,84.52,67.86,45.83,74.4,90.18,17.26,27.38,0.0,59.23,97.62,77.98,98.21,6.55,98.21,8.93,99.4,35.12,94.64,96.43,100.0,78.57,86.31,14.88,72.62,97.62,30.95,57.14,97.32,73.81,99.4,99.4
Osasuna,760,La Liga,44.94,41.07,29.76,23.81,35.42,27.38,93.15,84.82,30.95,47.92,30.65,30.95,42.26,97.02,92.86,47.32,31.55,21.43,26.79,36.31,14.58,84.52,37.5,44.05,24.4,75.6,41.37,18.45,19.64,25.0,26.19,54.46,70.24,25.0,33.93,22.02,37.5,20.83,19.64,48.51,34.52,29.17,31.25,27.38,30.65,30.36,40.18,41.67,36.01,48.81,52.38,41.96,5.95,24.4,20.83,48.21,73.51,15.48,64.88,79.46,77.38,22.02,34.82,19.64,17.26,5.36,29.76,43.45,41.67,19.64,36.31,90.18,14.88,23.51,44.94,37.8,93.15,47.92,86.9,43.75,75.0,65.48,56.85,78.57,38.69,75.3,48.21,96.43,84.52,30.95,31.25,59.52,86.31,91.67,43.45,58.63,97.02,97.62
PAOK,320,Europa League,56.25,64.58,70.83,85.12,74.11,71.73,90.18,82.44,72.02,61.9,75.6,73.81,82.14,35.12,32.74,91.67,77.98,75.0,74.4,63.1,97.02,73.81,29.17,30.95,73.21,77.98,74.4,56.55,54.17,84.52,83.93,91.07,91.07,81.55,64.88,78.57,47.62,80.36,73.21,79.17,32.14,47.32,55.95,51.79,32.74,16.07,50.0,23.81,56.25,33.04,29.17,67.26,48.51,84.82,36.01,54.17,53.57,55.95,36.31,65.48,47.02,70.83,61.9,76.19,60.12,64.88,74.4,69.64,77.38,76.19,79.46,56.55,86.31,77.38,29.76,94.64,90.77,10.12,36.9,23.21,64.29,52.38,64.88,67.86,32.74,90.18,80.65,36.9,55.95,83.93,10.71,13.1,22.02,40.48,51.79,2.38,25.3,36.9
PSV Eindhoven,352,Champions League,86.31,80.95,96.43,97.62,71.73,81.25,28.87,15.18,97.02,86.31,97.62,93.45,86.31,82.14,88.1,79.76,69.05,84.52,86.31,92.86,8.33,80.65,43.45,73.81,86.9,26.79,37.5,76.79,74.4,89.29,88.69,96.73,91.67,90.48,90.48,75.6,74.4,80.95,79.76,63.1,88.1,66.07,52.98,72.62,94.05,94.64,53.57,96.43,85.12,93.45,88.69,23.81,91.67,42.86,50.6,10.71,53.57,86.9,91.67,77.38,93.45,86.31,92.86,88.69,32.74,35.12,89.88,89.88,88.1,89.29,43.15,56.55,77.98,8.93,73.81,63.99,27.68,77.98,48.21,58.33,45.24,75.6,21.43,71.43,23.21,53.27,10.12,89.88,52.08,83.33,66.67,45.83,54.46,55.65,58.33,81.25,63.1,51.19
