Team,Matchs Played,League,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Jagiellonia,296,Europa Conference League,1.68,0.82,11.43,3.88,1.58,1.43,0.05,0.18,20.88,2.72,8.58,24.43,7.68,1.36,11.82,0.76,1.06,336.45,423.24,34.34,0.86,1.78,6.18,2.43,386.73,34.08,12.01,158.15,182.81,138.95,165.03,25.27,45.24,5500.88,1854.66,286.26,12.93,1470.04,776.23,10.68,3.16,15.68,7.74,6.51,16.23,9.12,8.89,5.92,1.42,8.49,16.95,8.46,9.42,11.03,3.68,27.86,0.26,43.61,14.0,9.09,23.09,341.41,34.08,540.12,37.35,163.64,265.7,115.07,19.7,539.95,2.27,0.12,12.49,12.81,2.43,0.0,0.12,0.12,13.05,13.45,26.5,3.42,0.91,2.64,1.04,0.14,0.42,1.84,6.88,21.86,3.68,100.48,5.26,166.43,15.65,1.03,0.88,17.63
Juventus,1080,"Champions League, Serie A",1.38,0.99,12.76,4.27,1.25,1.13,0.14,0.14,22.63,2.28,9.74,34.86,7.37,1.86,17.16,0.73,0.87,449.66,520.46,40.72,1.41,2.9,7.96,1.67,483.99,34.8,8.81,209.85,229.06,198.02,218.47,33.29,50.86,7622.06,2137.05,383.14,21.44,2237.9,1143.91,14.77,5.69,18.79,8.78,8.54,16.35,9.94,7.62,6.47,2.26,7.31,13.38,6.07,6.06,11.35,4.1,18.27,0.8,39.16,15.21,7.86,23.07,451.65,40.38,625.15,35.73,177.75,303.14,150.2,21.61,625.0,1.62,0.14,11.99,9.42,1.7,0.16,0.09,0.0,10.93,11.64,22.57,3.58,0.94,2.61,1.03,0.09,0.41,3.58,9.78,27.55,4.58,138.65,4.26,188.41,13.4,0.86,0.78,15.66
KV,248,Europa Conference League,1.15,0.5,8.53,3.37,1.24,1.01,0.15,0.29,15.19,1.79,6.37,22.44,5.52,0.58,13.15,0.52,0.78,304.11,394.65,31.76,1.52,2.74,8.08,0.58,356.08,37.98,9.94,138.37,164.71,132.42,159.13,26.45,50.56,5311.63,1717.44,263.65,13.4,1442.06,660.87,9.45,2.48,16.55,8.08,7.98,18.03,11.94,7.73,7.81,2.5,9.03,16.31,7.27,9.21,12.1,3.05,29.29,0.87,40.45,16.1,6.63,22.73,307.34,31.53,512.53,37.24,176.06,230.94,111.02,16.87,512.24,2.34,0.29,15.11,9.06,0.58,0.06,0.15,0.0,15.68,9.85,25.53,4.63,1.35,3.27,1.65,0.3,0.29,4.82,13.35,36.68,3.65,112.84,4.53,171.46,14.03,0.85,2.45,45.81
LASK,216,Europa Conference League,0.67,0.33,10.33,3.33,0.77,0.77,0.0,0.0,18.33,1.33,7.5,25.5,7.0,1.5,17.17,0.75,0.62,378.17,474.83,42.0,1.5,2.0,8.17,1.83,434.17,38.83,11.83,192.67,224.0,153.67,181.33,25.17,47.83,6192.33,2119.33,314.67,15.5,1667.5,897.17,10.83,3.17,12.67,6.33,6.33,14.83,7.67,7.83,5.33,1.67,6.83,15.5,8.67,9.33,10.5,3.33,25.67,0.17,39.33,11.0,8.17,19.17,385.0,41.83,581.17,43.17,179.17,286.5,119.0,18.67,581.17,2.0,0.0,11.0,11.83,1.83,0.33,0.0,0.17,11.67,11.33,23.0,5.0,2.33,2.83,2.08,-0.25,0.17,2.33,6.67,24.67,4.33,110.67,5.0,164.53,15.17,1.33,1.17,22.38
Larne FC,216,Europa Conference League,0.33,0.33,5.33,1.67,0.42,0.42,0.0,0.0,9.33,0.67,4.0,16.5,3.0,1.33,7.5,0.33,0.35,205.33,285.0,19.67,0.83,1.17,8.0,1.5,252.0,31.5,8.67,91.67,110.67,85.17,107.0,20.33,44.5,3583.5,1194.83,192.17,8.5,989.0,445.5,4.17,1.83,11.5,5.33,5.0,20.17,10.83,12.33,6.0,1.83,11.17,19.5,8.33,7.67,12.17,4.67,35.17,0.5,33.5,13.5,6.33,19.83,210.5,19.5,397.83,42.5,157.67,171.67,73.83,8.0,397.83,2.17,0.67,11.83,13.17,1.5,0.17,0.0,0.17,12.83,18.33,31.17,5.67,2.0,3.83,1.85,-0.15,0.17,8.83,23.83,29.17,3.67,138.93,9.17,436.47,23.17,1.0,1.0,14.8
Las Palmas,760,La Liga,1.0,0.71,10.76,3.53,0.93,0.84,0.08,0.11,19.42,1.79,8.0,27.16,6.47,2.08,17.74,0.6,0.65,349.26,439.0,31.79,1.29,3.0,8.45,1.39,396.37,41.24,11.45,162.55,185.11,148.87,176.34,28.79,53.87,5932.55,1880.03,274.11,13.13,1378.32,674.32,9.11,2.97,15.0,6.26,7.58,16.26,9.74,8.08,6.66,1.53,8.05,15.47,7.42,8.45,11.42,3.66,25.03,0.66,37.37,14.29,7.24,21.53,351.5,31.5,548.89,35.76,163.29,271.53,118.71,17.61,548.79,2.79,0.16,11.87,12.0,1.55,0.24,0.03,0.08,13.87,14.71,28.58,4.79,1.61,3.16,1.67,0.06,0.11,5.08,15.37,33.71,5.13,171.1,5.95,256.41,14.76,0.58,0.95,19.12
Lazio,1096,"Europa League, Serie A",1.72,1.31,13.93,4.97,1.54,1.42,0.14,0.16,25.03,2.98,10.81,35.91,8.93,2.59,22.0,0.94,1.05,414.0,488.22,43.01,1.95,3.06,7.67,1.35,447.45,39.43,11.01,185.79,205.08,184.24,207.15,33.56,52.24,7119.86,1994.31,370.16,21.03,2121.5,1057.56,18.46,5.78,16.71,7.4,7.77,14.87,9.01,6.74,6.19,1.95,7.53,14.15,6.62,8.49,8.88,2.41,19.39,0.45,38.34,12.89,8.68,21.57,414.72,42.99,589.11,30.39,140.03,292.49,162.93,25.95,588.95,2.39,0.24,11.67,11.96,1.48,0.07,0.11,0.04,11.5,12.74,24.25,3.24,1.11,2.17,1.08,-0.03,0.26,4.99,13.06,33.93,3.65,122.58,3.54,160.34,12.28,1.16,1.27,26.89
Le Havre,612,Ligue 1,1.09,0.62,9.97,2.85,1.25,1.01,0.26,0.29,17.15,1.82,6.74,22.82,5.91,2.5,20.44,0.69,0.72,302.85,384.03,30.91,0.71,2.32,8.06,1.38,347.85,34.79,10.38,126.09,145.18,142.68,166.94,27.24,50.97,5400.06,1714.91,261.41,15.82,1442.26,718.18,10.21,2.74,15.03,6.82,6.94,18.21,11.32,9.53,6.24,2.44,8.88,16.41,7.53,9.53,10.65,3.85,28.53,0.62,40.32,13.09,9.15,22.24,308.29,30.38,495.24,37.56,164.97,229.79,106.97,17.09,494.94,1.53,0.15,11.12,11.62,1.47,0.15,0.18,0.03,13.0,12.76,25.76,5.15,2.09,3.06,2.15,0.06,0.12,3.97,9.82,24.68,4.32,133.85,6.35,202.84,16.06,0.97,0.44,7.84
Lecce,760,Serie A,0.71,0.55,11.84,3.13,0.89,0.81,0.08,0.11,20.16,1.21,8.47,21.84,5.84,2.45,16.53,0.43,0.6,283.13,365.45,28.18,0.95,2.18,7.92,1.24,323.92,40.29,10.05,122.24,141.76,123.55,148.18,31.16,55.95,5073.61,1687.03,236.24,13.66,1280.74,610.5,9.18,3.18,14.39,6.24,6.53,16.5,9.79,8.29,6.58,1.63,7.92,15.37,7.45,7.5,10.71,3.79,26.66,0.61,38.21,15.03,7.63,22.66,283.29,27.95,476.95,37.37,155.16,220.37,107.5,15.92,476.84,1.5,0.18,12.24,10.97,1.37,0.24,0.05,0.08,17.45,17.13,34.58,4.76,1.53,3.29,1.42,-0.11,0.24,5.79,17.26,26.76,3.16,116.89,4.68,234.96,15.53,0.76,0.5,8.43
Leganés,760,La Liga,1.0,0.71,9.08,2.89,0.92,0.77,0.13,0.18,15.84,1.92,6.32,20.21,4.92,1.18,13.03,0.49,0.56,279.97,357.97,27.08,1.26,2.37,6.63,2.05,323.87,32.05,9.34,130.66,148.97,118.74,141.95,23.11,46.95,4754.26,1539.74,240.79,10.97,1160.76,575.66,9.58,2.76,16.47,7.92,6.92,16.61,10.05,7.87,6.58,2.16,7.71,15.68,7.97,8.74,11.47,4.13,30.84,0.39,38.37,15.11,8.26,23.37,282.39,26.92,472.84,35.21,149.95,229.13,99.05,12.68,472.66,2.13,0.13,13.21,12.13,2.21,0.18,0.18,0.05,12.08,16.16,28.24,4.61,1.47,3.21,1.55,0.08,0.29,6.24,23.29,23.0,3.47,155.16,9.39,616.93,18.66,1.47,1.39,23.86
Legia Warsaw,264,Europa Conference League,2.08,1.23,13.3,3.88,1.89,1.75,0.17,0.17,22.92,3.71,8.92,21.67,8.53,1.82,16.82,0.97,1.2,273.21,362.98,33.39,1.08,0.79,9.88,2.44,325.83,34.71,9.86,128.71,155.64,112.98,136.26,19.02,38.33,4445.42,1746.18,258.62,16.74,1383.32,719.5,9.83,5.03,17.64,7.23,9.44,19.2,11.86,7.82,7.17,4.21,6.62,13.89,7.27,9.41,9.67,4.08,27.36,0.5,45.03,12.82,11.36,24.18,279.24,33.06,481.97,38.35,147.82,204.89,135.42,25.76,481.8,3.03,0.39,12.48,11.83,2.44,0.03,0.03,0.0,14.82,9.8,24.62,4.94,0.98,3.92,1.36,0.37,0.61,3.15,8.52,19.64,3.53,108.71,6.12,212.27,13.55,0.89,0.53,7.53
Leicester City,760,Premier League,0.87,0.66,8.74,2.76,0.83,0.76,0.05,0.08,15.32,1.47,6.63,24.45,5.66,1.76,16.34,0.53,0.62,342.42,420.37,28.42,1.37,1.16,8.34,1.55,383.05,35.76,8.45,170.42,190.82,141.42,163.71,20.82,40.5,5515.08,1739.47,296.76,15.16,1499.89,731.97,9.61,3.76,16.74,6.92,7.97,19.08,11.29,9.42,7.32,2.34,8.79,18.21,9.42,8.61,13.26,5.21,25.45,0.68,38.21,13.11,8.84,21.95,340.61,28.21,529.87,44.76,171.03,257.79,106.53,16.63,529.79,2.24,0.0,11.05,10.26,1.66,0.11,0.08,0.08,13.0,15.21,28.21,5.5,2.11,3.45,1.96,-0.14,0.08,4.76,18.11,34.21,4.68,158.07,5.47,279.93,15.76,0.95,0.95,18.5
Lens,612,Ligue 1,1.18,0.76,14.24,4.35,1.54,1.43,0.15,0.15,25.03,1.91,10.74,32.24,10.38,2.94,20.76,1.13,1.06,412.32,503.47,42.65,1.74,2.18,10.18,2.41,464.29,36.76,9.5,209.97,235.76,160.35,186.03,27.97,49.09,6564.21,2139.85,341.88,16.76,1692.24,829.59,14.09,3.59,17.09,7.29,8.74,17.76,10.71,7.71,6.85,3.21,8.74,16.94,8.21,9.38,11.38,2.97,20.35,0.44,45.29,16.94,10.0,26.94,416.76,42.35,618.47,30.44,153.59,299.15,171.56,24.94,618.32,2.44,0.32,14.68,10.5,2.47,0.26,0.06,0.0,13.09,12.18,25.26,4.18,1.15,3.0,1.42,0.27,0.38,4.18,10.0,26.24,4.76,147.53,4.74,169.4,11.21,1.21,1.0,18.39
Leverkusen,932,"Bundesliga, Champions League",1.89,1.37,15.04,5.53,1.68,1.55,0.1,0.15,26.78,3.23,11.61,47.94,9.31,2.35,20.15,1.38,1.18,524.46,608.67,48.24,2.18,3.35,9.25,1.64,570.66,36.37,9.06,279.92,303.61,199.94,224.72,33.26,53.68,8306.17,2454.42,399.51,20.22,1874.39,985.66,14.75,5.61,16.12,7.05,8.02,12.57,8.28,5.33,5.03,2.21,5.8,11.87,6.06,7.2,8.94,2.65,18.53,0.65,40.83,12.85,7.38,20.23,526.41,47.89,709.21,30.61,145.36,353.82,213.67,27.21,709.06,1.86,0.15,10.13,9.41,1.71,0.09,0.1,0.08,12.6,11.41,24.01,3.69,1.19,2.58,1.12,-0.07,0.37,3.74,9.24,27.06,3.76,108.39,4.46,171.45,10.0,0.48,1.23,24.91
Lille,932,"Champions League, Ligue 1",1.62,0.98,11.35,4.26,1.48,1.26,0.21,0.27,20.39,2.68,8.31,35.17,9.19,1.61,13.55,0.91,0.9,439.53,518.02,43.03,1.27,2.37,9.39,1.47,477.56,39.0,10.54,193.3,216.02,203.43,225.76,31.88,49.2,7515.39,2181.82,382.31,18.55,2016.82,1002.2,15.18,4.79,18.81,9.31,8.51,16.93,9.78,6.82,6.95,3.15,8.11,14.85,6.74,8.11,9.21,2.21,18.5,0.59,42.65,15.35,9.55,24.91,440.86,42.76,620.99,31.79,152.55,311.89,162.27,23.53,620.72,2.29,0.21,11.45,10.7,1.52,0.13,0.19,0.02,10.73,9.87,20.6,4.02,1.13,2.91,1.36,0.23,0.25,3.56,9.7,28.92,3.97,117.79,3.42,138.88,11.02,0.56,0.58,9.74
Liverpool,1080,"Champions League, Premier League",2.16,1.62,16.21,5.83,2.2,1.99,0.23,0.27,28.77,3.73,12.6,39.89,11.06,1.79,18.26,1.31,1.6,449.64,531.14,49.6,2.11,3.44,8.34,1.49,490.59,39.06,10.04,216.89,237.3,190.02,215.41,32.37,54.55,7517.19,2343.84,369.85,21.21,1922.72,1006.7,14.56,8.29,18.31,7.82,8.6,16.14,9.8,6.49,6.92,2.73,8.32,16.71,8.39,8.38,10.31,2.9,17.62,0.78,41.34,13.21,8.81,22.02,449.87,49.32,636.3,36.0,155.45,302.18,184.97,33.35,636.03,1.84,0.11,11.14,9.12,1.52,0.07,0.21,0.04,9.28,9.37,18.65,3.71,0.94,2.75,1.11,0.16,0.44,3.02,9.19,33.61,4.29,119.54,3.0,107.12,9.89,0.48,1.52,28.86
Ludogorets,288,Europa League,0.5,0.38,10.12,2.62,0.96,0.86,0.0,0.12,17.0,1.0,7.62,18.12,5.5,3.25,15.12,0.75,0.7,308.5,390.5,21.25,0.75,2.88,7.38,1.62,350.62,38.25,14.12,133.88,155.25,138.38,162.75,27.62,50.75,5341.0,1666.5,288.75,14.0,1489.25,666.0,8.88,1.5,20.38,9.25,10.38,17.12,9.62,11.0,4.62,1.5,8.12,19.12,11.0,9.5,11.5,2.75,30.62,0.62,40.0,14.0,9.62,23.62,310.0,21.25,511.12,50.88,203.88,216.0,97.25,14.0,511.0,2.5,0.12,11.5,14.62,1.62,0.0,0.0,0.0,16.38,15.75,32.12,6.38,1.38,5.0,1.98,0.6,0.25,6.0,18.75,36.25,4.0,138.0,8.38,385.19,18.62,1.12,0.88,13.19
Lugano,248,Europa Conference League,1.92,0.76,13.98,5.56,1.9,1.9,0.0,0.0,25.42,2.98,11.85,29.98,10.82,1.92,11.61,1.42,1.73,415.45,493.44,40.94,1.73,3.37,8.84,1.81,454.65,36.98,12.48,188.23,208.1,185.66,208.45,33.24,54.71,7149.69,2092.45,335.53,14.71,1793.24,834.74,12.11,3.85,15.13,7.98,6.37,18.42,11.18,9.82,6.66,1.94,8.95,17.29,8.34,9.97,10.5,3.08,21.65,0.79,40.47,12.87,8.15,21.02,418.53,40.65,602.05,36.21,193.55,283.11,133.0,22.31,602.05,2.85,0.27,14.19,14.24,1.81,0.21,0.0,0.0,11.92,14.52,26.44,4.71,1.34,3.37,1.48,0.14,0.44,6.48,15.23,46.44,3.79,110.75,5.48,227.1,13.69,0.56,0.15,2.0
Lyon,948,"Europa League, Ligue 1",1.95,1.52,14.22,5.69,1.8,1.64,0.16,0.2,25.74,3.42,11.16,34.02,10.68,1.5,16.92,1.51,1.34,443.66,525.8,45.84,2.05,2.97,9.93,1.97,486.28,37.55,11.03,232.11,257.05,172.72,195.16,26.24,44.1,6997.36,2216.81,379.96,21.55,1889.59,992.77,14.95,6.61,18.54,8.44,8.88,17.17,10.23,8.03,6.62,2.52,9.25,18.24,8.99,8.52,10.47,3.29,19.74,0.57,43.12,13.67,8.67,22.34,444.79,45.41,633.01,35.3,166.97,299.69,172.72,31.48,632.81,1.93,0.02,11.88,10.96,2.08,0.1,0.12,0.0,9.59,10.79,20.38,4.88,1.25,3.63,1.45,0.2,0.28,3.21,10.59,27.9,4.86,150.99,4.9,179.24,12.47,0.75,0.79,15.11
Maccabi Tel Aviv,288,Europa League,1.0,0.75,11.75,3.75,1.31,1.21,0.12,0.12,20.38,1.88,9.0,22.25,7.0,1.62,11.0,0.74,0.88,336.75,410.12,32.12,1.12,2.62,6.75,1.88,370.75,37.5,10.62,148.75,170.38,152.38,173.12,25.88,43.12,5761.0,1797.5,284.38,13.88,1491.38,755.38,11.5,4.12,15.38,6.88,7.88,17.25,10.75,7.38,7.75,2.12,8.0,17.0,9.0,8.75,10.5,3.5,23.12,0.88,44.12,15.88,11.38,27.25,336.38,31.75,517.75,39.12,177.88,232.25,113.75,18.62,517.62,2.38,0.5,10.12,10.88,1.88,0.38,0.12,0.0,11.38,12.25,23.62,5.62,2.12,3.25,2.44,0.31,0.0,4.25,12.25,34.5,5.12,152.84,4.5,160.02,13.25,0.38,0.5,8.4
Mainz 05,612,Bundesliga,1.56,1.09,12.24,4.18,1.48,1.39,0.12,0.12,21.32,2.71,9.29,28.79,8.97,2.74,19.35,1.24,1.06,343.91,446.65,37.76,1.26,2.09,11.09,2.06,406.18,38.41,8.53,162.71,188.56,143.29,172.85,29.21,56.88,5838.88,1993.41,286.76,13.71,1314.68,585.12,9.82,3.5,14.59,6.29,7.41,16.53,9.53,6.82,7.26,2.44,6.91,13.12,6.21,10.35,12.32,3.76,26.79,0.53,43.68,17.38,8.68,26.06,343.38,37.41,567.59,34.82,157.68,267.41,147.47,22.97,567.47,2.0,0.24,11.97,9.62,2.29,0.12,0.09,0.0,17.94,20.5,38.44,4.41,1.26,3.12,1.39,0.12,0.26,5.53,17.94,30.85,4.09,155.18,5.62,290.53,16.09,1.38,1.94,34.87
Mallorca,760,La Liga,0.89,0.63,10.05,2.82,0.98,0.88,0.11,0.13,17.87,1.58,7.42,25.05,6.24,2.95,19.34,0.67,0.67,308.97,393.08,31.16,1.16,2.39,7.66,1.87,353.29,37.92,9.16,142.11,161.97,130.11,155.29,29.95,54.53,5395.92,1805.47,268.42,12.61,1390.53,649.89,10.76,2.24,15.26,6.63,6.84,15.37,9.5,8.03,5.55,1.79,6.76,13.16,6.39,8.58,10.24,4.03,30.05,0.42,38.76,14.89,9.92,24.82,311.39,30.76,506.87,38.53,152.45,244.37,115.55,16.71,506.74,2.08,0.18,12.26,11.26,2.05,0.08,0.11,0.03,17.5,15.97,33.47,4.34,1.16,3.21,1.24,0.08,0.24,6.29,16.16,27.24,3.79,140.74,6.45,324.23,16.79,0.61,0.71,11.69
Malmö,288,Europa League,1.25,0.75,12.88,3.88,1.49,1.29,0.12,0.25,22.62,2.0,9.38,29.25,10.62,2.75,17.25,1.04,1.0,381.5,476.75,38.25,1.5,0.62,14.5,1.5,433.12,42.12,10.62,216.38,240.12,124.75,153.0,23.75,44.0,5729.38,1984.25,337.88,13.62,1524.0,752.88,10.25,4.25,17.88,8.0,9.25,15.62,8.88,6.88,5.5,3.25,6.88,13.38,6.5,5.62,10.5,2.5,21.0,0.88,39.62,15.38,10.5,25.88,385.75,38.0,579.12,34.75,166.5,252.62,164.62,24.0,578.88,2.62,0.25,11.25,11.25,1.5,0.25,0.12,0.0,11.38,13.12,24.5,4.62,2.12,2.5,1.56,-0.56,0.12,1.62,9.88,20.0,3.75,116.75,7.0,284.17,14.0,0.75,0.5,11.73
Manchester City,1080,"Champions League, Premier League",1.93,1.22,16.33,5.79,1.95,1.79,0.14,0.19,29.39,3.25,12.7,45.85,12.65,1.63,18.24,1.47,1.41,551.34,621.06,54.84,2.09,2.03,9.57,1.11,584.05,35.9,9.58,293.31,315.15,225.8,246.55,25.41,39.84,8689.16,2129.76,463.39,30.76,2682.51,1447.1,24.31,10.23,20.42,9.45,7.96,12.75,7.62,4.35,5.5,2.9,5.98,11.88,5.9,5.76,8.56,2.46,13.89,0.71,36.83,12.06,10.08,22.14,550.06,54.26,712.7,25.12,121.99,326.29,270.05,36.8,712.51,1.33,0.06,7.58,9.13,1.13,0.1,0.16,0.04,7.61,7.74,15.36,3.69,1.37,2.36,1.31,-0.06,0.36,2.66,6.43,30.91,4.07,107.67,3.36,105.03,8.49,0.48,1.69,36.06
Manchester Utd,1106,"Europa League, Premier League",1.4,1.02,15.23,4.94,1.6,1.52,0.11,0.11,27.01,2.35,11.88,31.14,9.36,1.77,16.48,1.01,1.22,437.79,521.26,41.58,2.6,2.79,9.22,1.49,484.77,35.01,8.76,221.45,245.86,174.29,197.81,28.28,48.39,7005.48,2046.91,387.55,20.02,1946.25,1013.72,13.64,7.12,17.15,7.75,8.37,20.14,12.33,9.46,7.69,2.99,9.6,17.16,7.56,8.87,10.6,2.71,18.98,0.7,45.11,13.75,9.05,22.8,436.39,41.22,632.31,33.36,180.46,289.51,168.08,28.76,632.2,2.03,0.14,10.27,9.97,1.62,0.11,0.11,0.04,13.16,12.49,25.65,4.0,1.35,2.67,1.38,0.03,0.25,3.41,11.94,32.89,3.75,112.69,4.05,184.53,11.19,0.6,0.94,19.33
Marseille,612,Ligue 1,2.06,1.44,14.15,5.44,1.9,1.66,0.24,0.29,25.59,3.74,11.15,44.29,9.56,2.03,17.91,1.22,1.31,569.68,648.12,50.38,1.71,2.12,9.65,1.5,608.97,37.65,10.88,291.65,313.76,235.56,259.03,25.47,43.06,8849.79,2544.41,455.03,19.53,2124.41,1105.88,14.68,5.79,17.85,8.18,8.82,16.12,10.44,7.06,6.74,2.32,7.94,13.65,5.71,8.21,7.97,2.06,14.65,0.82,42.59,13.82,9.21,23.03,572.53,50.09,744.18,27.06,166.03,398.97,184.44,25.0,743.88,1.82,0.29,11.53,10.59,1.56,0.12,0.15,0.06,8.97,7.29,16.26,3.97,1.38,2.56,1.39,0.01,0.15,2.71,5.94,32.26,3.91,95.98,3.09,100.92,9.09,0.82,1.74,37.38
Midtjylland,320,Europa League,1.05,0.89,11.01,4.41,1.47,1.43,0.05,0.05,17.49,1.76,8.45,23.54,7.49,2.56,17.49,1.03,1.13,298.55,392.04,34.8,2.01,1.91,10.22,0.9,351.18,39.96,11.68,123.74,147.25,144.09,171.29,26.51,53.21,5345.11,1809.5,249.99,15.94,1488.34,714.12,12.29,3.78,25.64,9.76,14.28,16.94,9.52,7.72,6.66,2.55,8.5,17.71,9.21,10.99,10.32,2.95,21.31,0.82,46.09,14.04,9.34,23.38,302.11,34.41,508.2,30.58,152.66,223.32,140.35,22.36,508.15,1.04,0.05,11.59,12.64,1.06,0.21,0.05,0.0,16.73,16.94,33.66,5.26,1.36,3.9,1.4,0.04,0.45,5.6,16.86,29.2,4.81,182.94,8.01,369.96,12.09,0.84,1.79,38.56
Milan,1080,"Champions League, Serie A",1.57,1.14,14.69,5.15,1.63,1.51,0.07,0.15,26.5,2.78,11.42,32.83,8.85,1.95,15.59,0.95,1.18,401.39,467.63,43.13,2.44,2.16,6.54,1.36,429.85,36.41,11.81,181.29,200.94,185.35,205.89,27.43,43.22,6838.44,1962.24,355.39,24.1,2072.25,1131.5,17.26,7.53,20.76,9.79,8.95,14.56,9.1,6.55,5.8,2.21,6.51,13.13,6.62,6.61,7.8,2.34,17.4,0.51,35.43,12.88,7.59,20.47,406.42,42.83,565.08,27.02,144.69,278.86,148.06,25.62,564.9,2.05,0.23,10.86,11.08,1.49,0.05,0.13,0.06,11.11,9.63,20.75,4.34,1.19,3.19,1.1,-0.1,0.27,3.03,8.06,35.5,4.49,121.25,5.25,202.71,11.57,0.73,1.71,39.14
Mladá Boleslav,216,Europa Conference League,1.17,0.5,13.33,5.67,1.43,1.28,0.0,0.17,21.83,1.67,9.67,21.33,5.5,1.0,12.0,0.55,0.75,288.67,375.0,31.67,0.33,2.33,8.67,1.5,339.67,33.83,7.67,119.33,143.17,136.5,161.5,25.83,48.33,5156.0,1792.17,237.17,12.33,1256.67,651.33,10.83,2.67,17.5,7.17,9.83,12.83,8.67,6.5,4.67,1.67,6.0,13.5,7.5,9.67,15.83,4.83,23.33,0.17,42.83,13.5,9.83,23.33,291.83,31.33,488.17,42.67,166.83,210.83,116.5,16.0,488.0,1.83,0.0,11.0,8.67,1.67,0.17,0.17,0.17,12.83,13.83,26.67,6.5,1.67,5.0,1.77,0.1,0.17,3.17,13.83,32.67,5.5,169.62,7.33,372.17,14.67,1.17,1.0,16.62
Molde,280,Europa Conference League,1.39,0.31,12.21,4.07,1.23,1.23,0.0,0.0,21.66,1.96,9.46,41.09,12.83,1.83,16.29,1.22,0.9,488.34,589.54,54.33,1.5,3.33,10.87,0.81,550.24,38.49,11.11,229.71,257.7,217.5,248.87,31.74,56.43,8193.46,2568.17,401.9,17.07,1795.74,918.21,12.56,5.2,18.8,8.07,8.96,17.21,10.67,7.71,6.89,2.61,8.27,15.93,7.66,8.4,12.63,3.69,20.59,0.11,50.07,15.96,9.67,25.63,490.29,53.89,707.3,26.84,163.1,355.59,194.36,30.89,707.3,2.04,0.29,12.6,10.9,0.94,0.0,0.0,0.0,15.6,11.03,26.63,3.36,1.7,1.66,1.5,-0.2,0.19,3.33,9.44,33.0,3.84,112.79,4.4,149.09,12.14,0.73,1.86,32.41
Monaco,932,"Champions League, Ligue 1",1.77,1.33,13.63,4.94,1.89,1.76,0.15,0.17,23.92,2.98,10.66,35.51,9.41,1.53,15.41,1.29,1.41,391.44,482.71,44.0,2.22,2.75,8.66,2.21,440.87,39.63,12.32,191.52,217.16,163.76,190.66,28.15,51.04,6499.73,2223.48,317.31,18.73,1719.52,896.94,14.12,5.27,17.71,7.86,8.28,18.61,11.84,8.23,7.91,2.47,8.97,17.05,8.08,11.18,10.7,2.05,19.6,0.59,48.62,17.1,9.91,27.01,396.05,43.73,596.34,26.89,140.17,304.57,157.88,25.72,596.16,1.9,0.27,13.07,12.61,2.33,0.15,0.1,0.0,12.0,12.63,24.63,4.09,1.36,2.72,1.36,-0.01,0.29,2.14,8.17,22.58,4.85,141.87,5.91,232.17,10.99,0.83,0.85,15.87
