Team,Matchs Played,League,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
AC Omonia,248,Europa Conference League,284,88,2364,912,323.6,310.8,16,16,4024,388,1628,8320,2324,560,4592,141.2,184.8,99688,121796,10964,700,792,2368,496,111332,9968,2788,44920,50392,45972,52684,7088,12928,1703200,536044,81428,3928,467468,216256,2344,744,5068,2304,2620,4108,2456,2292,1264,552,1956,3636,1680,2528,2848,1116,6800,72,10788,4108,2204,6312,101296,10912,150988,10564,45824,72628,34012,4424,150972,388,0,2624,2944,496,16,16,0,3228,3656,6884,1052.0,300.0,736.0,368.8,68.8,72,1124.0,2792.0,3744.0,720.0,21976.8,2264.0,100500.0,3824.0,192.0,36.0,460.8
APOEL,248,Europa Conference League,320,68,3100,812,274.8,274.8,0,0,5472,516,2168,6832,1340,428,4924,178.8,197.6,88192,108804,8272,124,504,2252,732,98164,9908,3004,37944,42712,39652,46256,8204,13484,1537804,472180,76328,3576,433800,209944,3848,572,3688,1580,1860,4108,2496,1968,1608,532,1796,3796,2000,2424,1848,388,5628,36,10124,3168,2184,5352,88684,8168,134196,6672,31852,70224,33596,3832,134196,736,104,3100,3304,732,16,0,0,3256,4352,7608,1128.0,244.0,868.0,306.4,62.4,36,780.0,2844.0,4712.0,988.0,35410.8,1368.0,58514.8,2892.0,156.0,0.0,0.0
AZ Alkmaar,352,Europa League,580,268,4192,1504,610.4,570.4,52,52,7096,1008,3068,10296,2748,328,5020,341.2,390.4,124936,155844,13284,644,380,3796,668,143036,12140,3252,59432,67124,54972,64344,7480,15060,2052908,645192,105704,6204,546800,287380,4612,2448,6244,2832,2900,6292,3520,2916,2696,680,3460,7100,3640,3504,4756,1276,8844,104,15232,5436,2672,8108,125600,13232,196568,11712,55208,92016,52000,7616,196516,924,144,5256,3400,776,108,52,0,3004,4764,7768,1516.0,564.0,916.0,507.6,-56.4,52,1384.0,4988.0,8824.0,1328.0,47078.0,2056.0,108676.8,4912.0,492.0,232.0,3909.6
Ajax,352,Europa League,656,336,4492,1964,630.8,560.4,88,88,7648,1008,3172,9696,2624,456,5164,410.4,362.0,142928,171488,12376,904,740,2560,480,157624,13384,4428,72388,81052,55744,63944,9836,16520,2277628,709156,122900,5920,618864,295940,4688,1772,5844,2452,3040,6680,4004,3068,2384,1228,3152,5572,2420,3964,3932,1224,8796,212,15816,5064,2936,8000,142636,12272,212536,15496,64332,102796,47568,7692,212448,900,88,4892,4768,532,16,72,0,4896,4500,9396,1584.0,416.0,1168.0,502.0,78.0,124,1780.0,5004.0,12540.0,1396.0,41334.4,1280.0,53213.6,5232.0,460.0,224.0,4473.6
Alavés,760,La Liga,760,400,7860,2460,836.0,660.0,180,220,13560,1220,5660,18300,4560,1980,15960,450.0,492.0,197900,271320,23180,880,1980,7300,1460,240340,29520,7120,89960,108920,85100,107060,18180,38080,3448580,1210100,170780,8980,839680,408480,6920,1800,9540,3680,4900,14680,9140,6860,6140,1680,6900,14440,7540,6180,7620,1920,17860,180,29500,11960,6140,18100,200000,22960,355880,18500,91060,172120,96180,13820,355660,1980,120,12360,9320,1540,140,160,20,12680,13860,26540,2640.0,960.0,1720.0,918.0,-58.0,180,7220.0,17540.0,17740.0,1640.0,75194.0,5780.0,355642.0,11040.0,720.0,620.0,11388.0
Anderlecht,320,Europa League,536,376,3868,1316,368.4,343.2,36,36,6936,860,2860,10996,2472,544,6568,236.0,226.8,128748,157252,13224,284,824,3236,504,143136,13612,4316,61052,69476,54376,63000,9668,16160,2133540,648388,105108,5972,516404,259044,3188,1768,5492,2328,2660,5992,3804,2432,2648,912,2332,3860,1528,2908,3176,912,7224,88,13848,4688,3488,8176,128576,13208,192492,11168,49796,90372,54360,7364,192456,536,72,3296,4328,556,72,36,72,3916,4428,8344,1332.0,512.0,856.0,394.4,-117.6,36,1632.0,5244.0,13564.0,1260.0,41985.6,1348.0,51790.8,4808.0,232.0,412.0,8378.0
Angers,612,Ligue 1,558,306,5598,1638,640.8,554.4,90,108,9756,990,3870,13788,3600,1134,10350,349.2,397.8,186552,234180,17154,954,1224,4608,1206,212418,20556,5796,87732,99504,80190,94986,13932,26550,3140694,1059696,158886,9036,868716,442836,6570,1764,10998,4446,5958,11232,7056,6120,3636,1476,5292,10890,5598,6030,6570,2088,15786,324,24804,8874,5346,14220,191034,16974,301932,20430,98190,139068,68634,9216,301824,810,36,6822,6966,1242,72,108,0,5904,7650,13554,3420.0,954.0,2466.0,1180.8,226.8,126,2628.0,8028.0,13914.0,3312.0,117054.0,4896.0,209916.0,9918.0,882.0,396.0,6066.0
Arsenal,1104,"Champions League, Premier League",2068,1544,15272,5344,1905.2,1756.0,112,192,27056,3628,12016,39132,11912,2284,21108,1376.4,1356.0,460832,540844,50312,2424,1908,8296,2080,502200,36564,9004,239272,261864,189720,214404,23144,40824,7291784,2020276,370708,23208,1972076,1037532,15380,8256,21220,9556,9420,17448,10108,6516,7232,3700,7388,14424,7036,6920,9972,2840,18256,740,40184,13460,10524,23984,461128,49756,648540,28004,135616,298388,219952,35768,648348,1872,180,11760,10804,2160,132,120,0,13284,12900,26184,3284.0,856.0,2388.0,965.2,109.2,448,4508.0,13936.0,35032.0,4904.0,148646.0,4356.0,203730.0,11480.0,1400.0,1904.0,38518.8
Astana FK,216,Europa Conference League,144,108,1836,612,154.8,154.8,0,0,3168,216,1620,3780,1080,396,2448,82.8,126.0,66312,82152,4860,72,540,1584,576,75492,6084,1692,29412,32976,28620,32904,6588,11196,1158300,335088,57600,2556,277668,142812,2232,396,3348,1296,1908,3636,2016,1980,1332,324,1152,3204,2052,1728,2556,1044,5868,108,8676,3312,1656,4968,67428,4788,106884,9936,40068,49284,18576,2016,106884,396,72,2160,1944,648,36,0,0,1872,3060,4932,1692.0,288.0,1404.0,471.6,183.6,36,936.0,3996.0,5868.0,1260.0,41882.4,2628.0,133621.2,4248.0,144.0,216.0,4359.6
Aston Villa,1096,"Champions League, Premier League",1700,1376,13960,4836,1647.6,1507.6,76,172,24724,2936,10488,31592,9180,1676,16096,994.8,1228.8,394948,473204,38640,2464,1392,9992,1360,432260,39584,13652,190708,211820,175236,199112,21880,39756,6464120,2037076,329960,19400,1859592,944560,12988,5936,20380,9336,8764,17276,9924,7800,6728,2748,8536,15864,7328,7352,9712,3144,20176,960,40960,14496,11544,26040,395800,38444,581308,39224,163140,271792,152652,27192,581136,2048,100,11524,13596,1572,96,172,0,10948,11208,22156,4724.0,1292.0,3412.0,1462.8,156.8,340,5180.0,13012.0,38016.0,3764.0,113960.4,5024.0,240130.4,14072.0,1648.0,932.0,18116.4
Atalanta,1080,"Champions League, Serie A",2272,1724,16096,5536,2118.0,1934.0,136,228,28728,3996,12772,37748,12096,3660,23104,1472.0,1579.2,470792,561128,52852,1424,3140,9740,1824,520572,38732,10768,226212,251132,200068,228452,33200,52168,7789908,2246560,428804,26628,2272956,1174968,20580,7540,19696,8764,9240,15620,9372,6496,6680,2444,7732,15112,7380,8316,9968,2548,17372,492,47996,15752,9980,25732,473776,52460,669484,24132,153284,312784,210224,31576,669256,1884,56,12028,10724,1920,56,188,40,15396,12856,28252,3752.0,1036.0,2756.0,1070.0,34.0,480,4156.0,12444.0,27164.0,4728.0,147869.6,6616.0,326273.2,9508.0,492.0,1660.0,30939.6
Athletic Club,1104,"Europa League, La Liga",1684,1360,14236,4624,1530.8,1420.0,68,136,25280,2960,11036,38404,8056,2844,23424,895.2,1106.0,394276,492912,47288,1164,3556,9740,1424,448496,42992,11332,166512,191624,186804,217324,34708,61956,7037608,2204976,326408,20368,1759440,930072,14276,5476,23116,9924,11204,17928,10716,7208,8448,2272,9012,17156,8144,9444,10004,2004,24536,492,50276,17032,11580,28612,396640,46848,617772,25036,145404,315688,162648,23012,617636,2024,96,14516,11448,1604,116,108,0,14700,15276,29976,3300.0,908.0,2372.0,994.0,84.0,480,5024.0,14444.0,26688.0,4192.0,139752.8,5436.0,307752.4,11892.0,1008.0,1396.0,25074.0
Atlético Madrid,1080,"Champions League, La Liga",2112,1612,13228,5008,1753.6,1643.6,120,140,23456,3764,10180,35340,10516,2756,18896,1155.2,1369.2,486904,582080,44424,2364,3276,11036,1812,540052,40216,11076,246744,273988,189068,216620,34908,57844,7813964,2418344,440528,21960,2156104,1119760,16808,5160,17664,7712,8332,18320,11072,9124,6844,2352,9520,18432,8912,8332,10568,2684,21412,744,44952,14840,7728,22568,494464,44304,691476,36608,193604,327020,176576,24804,691336,2028,96,11432,11440,1852,260,80,40,11308,11296,22604,3776.0,1064.0,2752.0,1006.8,-57.2,392,3072.0,8136.0,19772.0,5324.0,158681.2,7428.0,280791.2,13468.0,1024.0,740.0,14263.6
Augsburg,612,Bundesliga,630,468,7146,2052,610.2,581.4,18,36,12618,1116,5328,15912,4446,1386,10404,529.2,439.2,192510,246078,20862,576,846,6498,990,221616,23472,5760,85536,100170,86004,101124,16992,30294,3365694,1144008,168858,8100,796230,385524,6408,1746,9990,4104,5040,8334,5400,3546,3636,1152,4176,7704,3528,6138,7506,2178,17100,270,25092,10566,5346,15912,194652,20682,318222,21798,86382,150732,84618,12258,318186,1404,126,6318,6660,1062,90,36,36,9324,8820,18144,2808.0,918.0,1926.0,898.2,-19.8,198,3816.0,10098.0,18198.0,2214.0,74656.8,4500.0,228504.6,9972.0,378.0,792.0,13320.0
Auxerre,612,Ligue 1,846,594,6750,2592,745.2,673.2,72,90,12168,1530,5274,13878,3780,1224,9756,399.6,552.6,185418,233496,19494,612,2952,5166,828,211788,20880,5796,84888,97560,77184,91008,17748,30672,3206916,1056618,168444,8712,854298,408312,6300,2466,11160,4608,5832,11826,7254,5940,4176,1710,5688,10836,5148,6300,7056,2250,16470,288,26226,8136,6228,14364,186912,19404,304002,21114,98154,139428,69768,11052,303912,1152,90,7254,6444,864,126,72,54,7290,7578,14868,3114.0,918.0,2214.0,1071.0,153.0,180,3978.0,12240.0,17658.0,3204.0,130345.2,3726.0,209782.8,10008.0,558.0,756.0,13667.4
Barcelona,1104,"Champions League, La Liga",3068,2252,18744,7012,2713.6,2501.2,248,268,33544,5220,13944,55760,12880,2080,18712,1648.8,1958.0,596688,687896,61988,3536,3720,10020,1536,639764,46596,16128,285968,310988,254144,281768,39804,59732,9814556,2836188,475344,23852,2412588,1284580,18196,6724,25660,12648,10812,16248,10164,5560,7524,3164,7908,15732,7824,6568,10452,2152,16256,288,43688,15636,9388,25024,603680,61756,802432,25776,151644,424348,232456,33268,802164,1580,132,10528,13008,1576,100,268,36,10640,10020,20660,3372.0,1316.0,2092.0,1180.8,-135.2,376,1820.0,5796.0,35400.0,5224.0,134532.0,4632.0,152186.8,10780.0,660.0,4508.0,99276.0
Bayern Munich,980,"Bundesliga, Champions League",2600,1620,19260,7402,2446.6,2192.6,322,340,34928,4338,15188,59568,14770,2178,19584,2047.0,1662.8,606084,687712,62820,3522,3734,9894,1638,648636,37438,9148,319076,343258,238944,262486,34116,50884,9563578,2726860,496762,25386,2477296,1251948,20762,8102,22324,10584,10376,15790,9424,5150,6902,3738,7910,14800,6890,7652,9852,1828,12588,724,45380,14008,8284,22292,606384,63022,794610,21950,129068,410894,260550,37836,794270,1418,18,8830,9200,1656,72,232,0,11716,9728,21444,2468.0,1072.0,1396.0,881.0,-197.4,392,3972.0,8820.0,36486.0,3750.0,104542.6,2522.0,87508.8,6870.0,232.0,2376.0,60719.2
Başakşehir,216,Europa Conference League,324,36,2808,936,345.6,331.2,36,36,4824,432,2124,5040,1764,540,3780,194.4,187.2,77580,97128,7308,252,468,2412,324,87876,8928,2664,33120,38952,33660,38700,7416,12024,1332324,387612,67320,3492,329508,153864,2736,1008,3852,1620,2052,3636,2088,1692,1368,576,1404,2664,1260,2304,2628,1044,5436,36,9612,3456,1872,5328,76680,7056,123264,7416,33012,63216,28728,5076,123228,612,0,2448,2880,324,0,0,0,3312,3204,6516,1296.0,432.0,864.0,478.8,46.8,0,1044.0,3492.0,7128.0,612.0,21027.6,972.0,39416.4,2700.0,216.0,396.0,9381.6
Benfica,352,Champions League,620,284,4692,1864,716.0,616.8,124,124,8404,1100,3488,9204,2888,736,4976,333.6,402.0,118968,149560,10900,840,1244,3632,1012,134840,13708,2864,54320,62392,48316,56728,12956,21116,2086756,718556,115136,6132,541668,268628,3900,1728,5408,2188,2776,7728,4188,4332,2684,712,3908,7912,4004,4116,4448,1148,8504,124,15388,5016,3376,8392,120696,10832,191308,14832,66064,84212,42688,8428,191184,828,0,3600,3100,1012,72,124,0,5008,4144,9152,1760.0,544.0,1216.0,414.0,-130.0,124,716.0,2884.0,8136.0,1832.0,56684.0,1880.0,68155.6,5428.0,228.0,208.0,3318.8
Betis,1066,"Europa Conference League, La Liga",1502,950,15306,5182,1542.2,1378.2,140,200,27464,2652,12058,32980,9564,2302,18008,872.2,1053.4,430284,519274,42742,1488,4058,10394,1412,474682,43180,14170,211258,234140,172126,198574,31698,54620,7019284,2175656,385134,19548,1961180,997596,15738,6580,20670,9484,9544,18432,11330,7756,7722,2954,9542,17538,7996,10248,11090,2866,23958,382,46374,17654,10458,28112,435260,42150,644282,31292,169986,305948,175164,26468,644082,1972,132,12636,14204,1592,96,180,20,13068,13228,26296,3622.0,1256.0,2386.0,1283.0,27.0,252,3014.0,9982.0,28668.0,4450.0,139285.2,5858.0,208300.6,12884.0,872.0,1188.0,22561.6
Beşiktaş,288,Europa League,360,252,3600,1260,471.6,378.0,36,108,6660,684,2700,8784,1836,180,3384,262.8,230.4,114300,138204,9756,936,720,2484,360,128844,9000,2808,53244,59400,50040,57420,9000,15012,1954908,576540,96948,5184,494568,250452,4356,1224,5292,2880,2088,5652,3276,2952,1836,864,2736,4860,2124,3204,3744,1332,6480,180,13536,4536,3060,7596,115668,9720,170640,12672,53244,80208,39204,5580,170532,900,0,3060,2736,360,36,36,0,3060,2988,6048,1764.0,540.0,1224.0,644.4,104.4,36,900.0,3456.0,7596.0,1692.0,57362.4,2160.0,75866.4,3924.0,252.0,72.0,1054.8
Bochum,612,Bundesliga,576,414,7794,2394,741.6,694.8,18,54,13212,954,5526,15012,4212,1368,12222,599.4,536.4,169776,231678,19602,720,684,6606,1080,208584,22014,4014,68364,82890,79848,99378,18000,34362,3101958,1085886,149166,6804,699858,306288,5256,1602,7578,3006,4302,10800,6480,5724,3726,1350,5508,10278,4770,5292,8532,2556,15948,360,24948,9414,4230,13644,170730,19386,303534,20736,86940,144000,75564,12294,303480,1206,54,8352,5184,1134,90,54,0,13284,11970,25254,2754.0,1224.0,1494.0,1096.2,-127.8,108,6246.0,14688.0,19512.0,1692.0,64033.2,4968.0,276778.8,8406.0,324.0,918.0,16900.2
Bodø/Glimt,376,Europa League,644,556,4720,1660,615.6,574.0,52,52,8360,1128,3656,9956,3712,344,4344,464.8,475.6,157632,186504,15616,644,928,3588,816,172084,13604,3172,73736,82140,67616,75712,9780,15772,2547604,684352,150068,7448,840760,438056,5252,2528,8384,4008,3904,7616,4616,3936,2760,920,3372,7052,3680,3592,4780,1788,9696,104,16352,5128,3788,8916,158164,15564,232048,16944,70376,108964,54912,11088,231996,552,88,3288,3440,832,36,16,16,3500,3764,7264,2036.0,536.0,1500.0,645.6,109.6,60,1872.0,5240.0,14792.0,1848.0,58214.0,2072.0,84280.4,6004.0,336.0,584.0,10363.6
Bologna,1048,"Champions League, Serie A",1264,968,13484,4292,1248.4,1136.4,120,140,23860,2276,9964,33060,7624,2792,20016,729.6,886.8,382704,474320,39044,1056,3764,9200,2060,427848,44412,14872,156904,178780,179656,207688,39524,64952,7022652,2072340,340004,17460,1774292,826428,11140,4708,15180,6304,7156,17668,10520,7016,7776,2876,8376,16064,7688,7536,11292,2616,17964,396,41660,16280,9848,26128,383592,38680,584096,25416,147872,290800,151080,22452,583956,2208,100,14860,15556,2160,112,120,40,14916,16044,30960,3344.0,1264.0,2064.0,1245.2,-18.8,332,4212.0,11932.0,37740.0,4636.0,138955.2,3812.0,158734.0,8976.0,832.0,1000.0,16008.8
Borac Banja Luka,280,Europa Conference League,192,68,2784,1020,178.4,152.8,16,32,5024,368,1740,7432,1468,604,5840,153.6,108.0,89460,116556,9168,248,592,3044,536,103332,12688,3568,37432,44508,40932,49656,8620,15044,1601112,550240,81468,4340,399300,197344,2740,776,4076,1708,2072,4960,3316,1912,2540,508,2640,4756,2116,2296,3564,1272,6920,32,10736,4764,2936,7700,92000,8976,148032,8812,42856,69408,37564,4360,148000,640,0,3148,3608,536,16,16,0,3280,4140,7420,1116.0,300.0,800.0,406.0,106.0,104,1080.0,2600.0,5364.0,1564.0,47282.4,2032.0,88917.2,3664.0,244.0,208.0,4029.6
Bournemouth,760,Premier League,1140,820,11460,3840,1270.0,1158.0,120,140,20160,1860,8720,24540,6780,2120,16640,662.0,858.0,241700,313380,29740,1180,1560,6240,1300,285420,26660,6300,110300,127580,103940,123980,21380,44060,4175440,1384720,219840,15080,1306540,692500,10680,4560,13420,5860,6000,13800,7980,5780,5980,2040,6020,12500,6480,7020,9140,2720,19840,360,35180,11940,7000,18940,245460,29480,405980,24260,103160,185640,122540,20080,405840,1880,60,10460,7820,1400,40,140,0,11300,12100,23400,3440.0,920.0,2520.0,1092.0,172.0,180,3480.0,9300.0,19600.0,3160.0,103822.0,4920.0,203874.0,9200.0,500.0,1240.0,24608.0
Braga,288,Europa League,288,144,3744,1368,446.4,417.6,36,36,6408,324,2844,9000,2304,324,4428,230.4,352.8,113832,142200,11412,288,1188,3024,216,129888,12096,3780,48456,55908,51624,60696,10584,18000,2019636,634392,104688,4788,492444,227016,3420,1368,5688,2772,2700,5976,3384,2664,2412,900,2736,5292,2556,2916,3276,1008,6696,108,12384,4140,2700,6840,115956,11268,175068,9324,52704,85104,39312,6372,175032,612,180,3240,3420,252,0,0,0,3600,4104,7704,1404.0,432.0,972.0,385.2,-46.8,72,936.0,2952.0,9216.0,1044.0,31662.0,1728.0,50270.4,4428.0,216.0,792.0,15890.4
Brentford,760,Premier League,1300,840,8680,3460,1200.0,1106.0,100,120,15360,2220,6540,21040,6460,1820,13480,712.0,834.0,241160,306260,27120,1380,1320,5760,1120,280720,24420,5020,113740,131480,102540,123180,20200,36840,4141880,1336900,204860,11960,1120500,566560,7600,4260,12520,5280,5860,12580,7520,5700,4460,2420,6220,11740,5520,5700,9560,3980,20240,480,32080,10920,6000,16920,242000,26780,391860,35720,129600,160040,106160,19740,391740,1220,20,6400,6720,1260,20,120,60,12380,11340,23720,4140.0,1140.0,3060.0,1062.0,-92.0,160,5280.0,13940.0,31040.0,2580.0,87386.0,4560.0,251554.0,11940.0,960.0,680.0,10060.0
Brest,932,"Champions League, Ligue 1",1260,684,11498,4006,1182.8,1055.0,126,162,20246,2070,8440,24932,5478,1896,16718,698.2,761.0,311378,392592,28430,954,3550,7304,1186,356948,34458,10750,136570,157766,136002,160620,32312,55426,5570946,1725574,253140,12860,1366608,653722,8992,2978,14352,6306,6850,17740,11130,7582,6890,3268,8470,16826,8356,9216,10038,2938,21958,480,40484,13178,7276,20454,313666,28108,495884,31404,145842,238022,116834,16748,495722,1830,72,11398,11204,1240,196,90,72,14214,13324,27538,4090.0,1618.0,2526.0,1420.6,-197.4,252,6724.0,15900.0,25652.0,3810.0,138636.0,5408.0,273172.8,12766.0,1040.0,1576.0,30617.4
Brighton,760,Premier League,1280,800,10520,3660,1178.0,1066.0,140,140,18560,2240,7520,23380,6760,1740,14080,712.0,798.0,294160,355220,30740,1540,1520,6160,800,325180,29240,8280,146420,162660,120040,138460,21080,36860,4852180,1465060,257460,16320,1460280,795820,11500,5240,15900,6720,7640,14100,8620,5740,5940,2420,7000,14000,7000,6300,8760,2440,14640,480,31160,11620,6880,18500,292900,30440,443140,27700,119940,205560,123060,21700,443000,1460,100,8760,8160,920,180,120,40,10140,9220,19360,2940.0,1180.0,1800.0,1024.0,-156.0,160,2580.0,8040.0,26720.0,2580.0,74406.0,1700.0,82266.0,8720.0,580.0,1000.0,18602.0
Cagliari,760,Serie A,760,620,8420,2300,846.0,798.0,60,60,14880,1420,6000,17880,4680,1780,15160,526.0,622.0,223200,289260,23000,500,1200,6680,1220,259800,28240,7380,102380,118700,99240,119260,17380,35440,3827020,1351100,198640,10120,988940,477920,6780,2300,11040,4560,5480,10720,6060,5240,4480,1000,4740,8880,4140,5500,6860,2620,17380,300,29480,11680,5880,17560,226900,22800,367180,26340,124040,163880,83320,12900,367120,1360,120,10000,7780,1300,120,40,0,11980,11980,23960,3060.0,1120.0,1940.0,1102.0,-18.0,160,4640.0,11940.0,20400.0,3300.0,113236.0,6300.0,269742.0,10800.0,560.0,720.0,13122.0
Celta Vigo,760,La Liga,1160,800,8840,3340,1082.0,938.0,160,180,15720,1940,6780,28440,6000,1060,10020,636.0,758.0,338100,403280,33160,1780,2960,7300,1300,372400,29580,8720,146660,163000,158160,177180,25800,42880,5848900,1826100,288240,14180,1454360,753180,10000,4360,12560,5080,6240,11100,6800,5160,4340,1600,5720,11520,5800,5640,6900,1820,16080,540,28940,11100,5900,17000,344220,32980,479080,23720,129140,242500,111480,16620,478900,1660,180,9240,8620,1340,80,120,40,7280,8760,16040,2900.0,1140.0,1780.0,972.0,-168.0,160,1380.0,4840.0,16440.0,4200.0,111390.0,5300.0,181450.0,10020.0,540.0,980.0,17848.0
Celtic,320,Champions League,464,340,3104,1252,466.4,412.4,36,72,5716,880,2480,10996,2084,160,4568,305.6,320.0,140568,165240,11112,744,320,2628,592,152748,11900,2884,62304,69276,69428,77980,7908,13848,2433624,719672,119088,4912,558216,292644,3320,1324,4796,2212,2368,6456,3344,2868,2356,1232,3272,5624,2352,2992,3600,992,7268,268,11600,4000,2292,6292,142084,11040,199172,13424,62752,94604,43632,5956,199100,324,36,3016,2744,628,72,72,36,3280,3132,6412,1664.0,552.0,1148.0,572.0,20.0,108,704.0,1804.0,10452.0,1328.0,34323.2,2016.0,55748.4,4916.0,52.0,180.0,2775.6
Cercle Brugge,248,Europa Conference League,536,160,3392,1472,406.8,378.0,36,36,5712,1000,2624,6340,2068,480,4172,260.4,313.2,52244,79560,8188,316,212,1512,396,70112,9052,1788,23944,32120,21520,30520,5504,12260,909440,361712,45156,2596,223052,93752,1940,912,4792,1976,2388,4952,3552,1744,2576,632,2364,4532,2168,3260,3808,904,6920,0,11452,4312,2456,6768,51892,8008,113164,6852,26712,52764,35012,6308,113128,444,104,3152,2712,412,88,36,0,5272,5732,11004,956.0,300.0,656.0,331.6,31.6,88,1892.0,5972.0,5344.0,292.0,13442.0,1604.0,102113.6,3000.0,140.0,304.0,7677.6
Chelsea,1034,"Europa Conference League, Premier League",2264,1528,16962,6558,2130.6,1988.6,152,180,30032,3768,13066,39912,10240,2018,17004,1141.8,1540.4,504010,579762,45732,2296,2520,8302,1454,540616,37692,11210,235052,254736,224878,247282,32974,53350,8396000,2422950,406260,24304,2120080,1112150,14820,9238,22076,9384,9918,14902,9534,5930,5908,3064,7008,13760,6752,7336,9686,2740,17136,714,41390,12308,7982,20290,503388,45242,681890,34354,169586,334670,183450,32098,681710,2210,132,11224,11104,1594,60,144,0,9786,9364,19150,4350.0,1078.0,3252.0,1240.2,162.2,320,2246.0,9982.0,37042.0,5950.0,170189.2,2564.0,88208.0,10966.0,1302.0,1390.0,24773.2
Club Brugge,352,Champions League,276,172,3716,1328,339.6,298.0,52,52,6704,448,3028,9228,1872,384,3596,255.2,224.4,134048,157232,10576,728,1356,2140,392,146304,10536,2836,57420,63696,64148,70424,11232,18664,2418432,718428,93620,4268,444496,213664,2672,1264,3752,1492,1988,5600,3288,3012,1932,656,3168,6028,2860,2832,2936,928,7400,228,13220,3696,1744,5440,135132,10508,188744,13820,64716,88204,37244,5348,188692,548,52,3144,2760,392,68,16,52,2832,2960,5792,1328.0,524.0,840.0,438.4,-85.6,108,1588.0,3424.0,11116.0,1164.0,34296.4,1640.0,53556.0,4268.0,352.0,228.0,3668.8
Como,760,Serie A,880,780,10380,3520,892.0,860.0,0,40,18280,1580,8080,22500,5560,1200,11360,548.0,712.0,296840,356280,27520,1040,1860,7140,1300,323020,31960,10200,147480,162340,120160,136620,19960,35760,4813600,1512860,263040,13160,1314820,646720,9260,4040,12420,5280,5760,13260,8240,6020,5200,2040,6060,11740,5680,5580,6960,1820,15260,300,29620,11520,7200,18720,298540,27420,435940,23840,124580,209000,106300,15820,435900,1740,180,10020,10280,1300,120,20,0,9260,9720,18980,2860.0,1040.0,1820.0,886.0,-154.0,140,3000.0,8100.0,25420.0,3260.0,99996.0,1960.0,67580.0,8660.0,580.0,1300.0,25812.0
Crystal Palace,760,Premier League,980,760,10220,3500,1210.0,1146.0,60,80,17460,1780,7520,17280,5420,1380,12080,668.0,928.0,222600,290680,23180,1400,1180,6020,1460,264400,24820,6800,100280,117820,98760,119320,18540,37360,3858380,1335680,190460,10140,947240,462200,7040,2540,9960,4160,4820,15280,8980,7440,5960,1880,6440,12720,6280,6660,9680,2880,21300,380,33400,9800,6780,16580,224080,22820,381540,30120,127720,168660,89100,15940,381460,1540,140,8340,8020,1480,40,80,60,9980,12700,22680,3000.0,1020.0,2020.0,1016.0,-4.0,220,3140.0,12000.0,18860.0,2300.0,84294.0,5460.0,244940.0,11200.0,600.0,800.0,15536.0
Dinamo Minsk,216,Europa Conference League,144,36,2448,648,205.2,176.4,36,36,4068,252,1728,5076,1512,504,5076,115.2,129.6,58104,79308,7056,144,468,1620,324,71604,7380,1620,25488,31032,25416,31824,5904,12240,1035936,337248,48168,3276,263448,128844,2160,504,3852,1800,1908,3564,2340,1584,1152,828,1512,2736,1224,2700,2196,504,4716,144,8172,3024,2052,5076,59256,7056,102996,5256,29268,48312,26676,3960,102960,540,36,3600,1944,360,144,36,36,3708,4428,8136,1080.0,468.0,576.0,414.0,-54.0,36,1440.0,3348.0,7380.0,1116.0,36673.2,1404.0,76636.8,2412.0,180.0,468.0,8539.2
