Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Davide Bettella,it ITA,DF,24,2000,18,12,1143,33.87,82.03,42.79,19.13,49.59,49.51,34.94,23.43,48.9,34.88,36.77,32.03,61.66,56.1,61.6,38.72,34.51,16.74,28.84,25.47,48.08,13.46,25.61,26.92,27.01,26.92,47.24,21.57,41.22,24.83,39.01,23.05,33.46,34.91,53.6,84.33,75.0,66.57,68.75,37.12,64.65,60.47,43.4,40.41,44.48,37.12,59.1,57.33,26.77,27.01,55.23,27.97,37.15,27.79,42.33,47.24,54.83,56.89,52.91,22.99,93.49,68.69,47.97,8.34,54.27,35.49,68.26,15.32,76.05,34.42,28.2,31.69,25.76,36.45,21.22,39.13,80.26,81.74,68.9,81.95,80.76,47.21
Davide Biraschi,it ITA,DF,30,1994,19,18,1444,33.87,40.09,28.28,57.15,49.59,49.51,36.54,23.43,42.12,46.34,41.86,43.66,53.08,54.45,42.79,56.95,34.51,38.37,40.49,44.27,91.48,54.24,61.92,81.28,43.08,81.28,51.13,47.82,65.9,40.96,45.09,83.98,42.65,43.37,49.91,50.2,79.01,32.15,27.33,36.98,23.9,36.63,71.34,45.09,15.17,36.98,55.44,51.95,26.37,43.08,58.58,27.97,74.59,71.1,41.51,51.13,25.32,56.89,52.91,12.41,70.84,29.1,47.97,59.88,54.27,42.44,67.79,47.01,61.72,79.1,52.21,33.14,21.57,54.91,21.22,69.3,32.59,28.78,38.92,25.2,81.8,43.34
Davide Bragantini,it ITA,MO,20,2003,35,17,1515,84.66,53.48,52.77,65.31,45.47,44.54,57.56,53.18,69.65,62.28,76.46,76.5,69.61,63.81,28.18,21.22,74.93,71.52,80.28,56.51,58.53,82.0,55.05,69.05,69.91,69.05,29.57,29.94,39.0,45.32,37.76,44.69,61.64,35.82,76.2,59.02,34.81,41.02,57.67,53.67,42.74,72.75,61.56,39.9,34.47,53.67,65.83,78.03,64.97,69.91,67.66,66.24,55.39,74.55,70.06,29.57,54.08,53.41,50.97,85.18,79.68,57.19,43.82,52.62,50.45,27.66,22.53,84.32,12.5,69.5,41.95,55.73,52.58,47.46,92.66,44.01,82.34,62.57,73.43,63.32,84.06,83.01
Davide Buglio,it ITA,MF,26,1998,30,26,2238,30.26,43.98,26.1,59.41,48.38,47.98,40.04,48.29,50.92,53.85,47.0,46.39,60.57,59.63,51.68,64.64,59.23,58.1,58.44,60.94,61.0,60.76,68.73,40.28,24.91,40.28,27.63,17.73,21.36,20.39,34.32,39.67,22.31,17.85,72.8,37.32,32.09,59.44,64.55,39.43,59.78,53.09,56.05,29.83,33.25,39.43,35.42,41.14,33.8,24.91,46.7,44.93,84.78,68.7,38.63,27.63,19.99,54.37,52.08,58.16,33.89,66.66,46.97,54.83,51.22,31.63,74.42,34.81,68.89,84.32,19.07,39.88,40.1,19.62,19.22,67.3,38.84,48.2,49.51,29.83,44.44,60.88
Davide Diaw,it ITA,MO,32,1992,4,0,83,20.21,32.37,18.11,8.76,45.47,44.54,8.12,16.28,6.44,5.24,9.92,9.32,17.03,26.46,5.65,2.77,24.33,7.78,52.02,5.35,3.85,60.44,18.71,10.14,21.59,10.14,10.67,4.12,5.84,10.67,8.05,15.08,9.32,36.6,28.41,5.54,11.9,7.11,57.67,2.92,7.49,3.07,0.97,42.25,8.91,2.92,37.69,50.67,2.77,21.59,4.98,9.21,10.03,96.03,15.31,10.67,83.16,53.41,50.97,1.27,91.21,5.58,43.82,52.62,50.45,11.15,95.21,1.87,97.9,40.91,6.29,7.9,8.53,5.13,14.86,50.9,24.74,19.12,8.12,5.65,5.13,73.76
Davide Gentile,it ITA,MF,20,2003,9,2,223,30.26,11.12,7.37,16.23,48.38,47.98,4.86,18.7,40.25,38.51,67.6,60.82,20.84,27.69,22.16,50.43,28.76,12.04,9.47,8.95,16.72,9.96,22.52,13.94,78.73,13.94,57.55,19.9,26.25,52.02,20.54,15.56,18.58,10.09,92.76,6.63,71.18,80.87,64.55,21.36,85.73,74.6,17.48,29.06,41.38,21.36,16.96,9.29,32.18,78.73,60.85,93.18,94.93,73.56,35.82,57.55,86.58,54.37,52.08,87.1,95.87,3.36,46.97,54.83,51.22,23.17,7.49,38.66,24.91,92.08,42.36,4.86,40.1,20.32,62.84,7.49,43.06,88.81,13.14,13.26,94.93,9.29
Davide Veroli,it ITA,DF,21,2003,14,12,1096,84.33,40.09,44.97,81.57,49.59,49.51,26.95,75.64,54.36,57.01,69.01,64.48,52.24,51.34,23.58,46.22,82.94,88.58,86.92,64.3,43.98,55.76,65.49,48.75,62.12,48.75,49.74,19.36,25.67,20.93,41.72,23.05,41.86,24.33,81.77,77.33,38.66,82.01,21.1,58.14,67.33,69.22,56.6,48.02,57.94,58.2,39.59,51.95,58.6,62.12,64.04,67.12,56.45,86.8,58.08,49.74,70.64,56.89,52.91,83.87,90.06,68.69,47.97,59.88,54.27,12.62,47.27,18.49,62.56,70.2,44.22,32.79,55.64,32.03,96.92,23.37,41.4,76.54,45.55,13.9,87.01,85.58
Davide Voltan,it ITA,MF,29,1995,9,0,134,30.26,96.24,97.86,16.23,48.38,47.98,89.21,18.7,15.1,42.67,40.95,42.54,5.5,16.08,44.68,83.62,28.76,58.1,91.01,42.39,62.04,98.47,98.69,60.33,86.55,60.33,96.45,51.34,59.44,40.68,36.61,94.53,6.78,26.28,20.69,66.63,8.19,18.8,64.55,59.23,28.67,7.64,29.71,95.9,78.33,59.29,96.88,86.0,54.65,86.55,93.52,21.73,11.64,55.23,49.76,96.45,86.58,54.37,52.08,21.12,92.7,66.66,46.97,54.83,51.22,49.17,38.81,13.69,68.89,21.33,95.05,86.34,95.14,22.68,19.22,21.03,4.16,33.53,3.91,13.45,16.87,22.56
Davis Mensah,gh GHA,FW,32,1991,35,31,2370,36.84,24.81,18.73,27.57,40.98,38.72,68.05,78.01,51.63,41.23,66.23,61.9,36.22,28.07,31.02,21.8,90.6,80.51,74.06,73.31,30.01,44.67,32.64,27.76,66.73,27.76,78.2,47.56,32.58,57.64,55.83,54.89,37.28,31.14,59.46,59.4,40.73,77.32,54.39,35.59,85.34,50.56,31.7,47.37,48.62,35.84,51.94,48.12,53.76,66.73,61.34,65.6,26.19,17.79,56.14,78.2,41.48,52.51,50.81,32.14,97.24,15.29,41.17,51.5,50.81,23.62,47.18,60.96,37.84,19.67,71.3,69.74,42.17,30.14,30.51,59.77,68.05,65.23,63.28,69.42,27.07,37.97
Davis Opoku,be BEL,MO,16,2007,1,0,2,20.21,5.43,3.44,8.76,45.47,44.54,2.81,16.28,100.0,100.0,100.0,100.0,100.0,100.0,5.65,2.77,24.33,7.78,7.63,5.35,100.0,7.19,18.71,100.0,3.56,100.0,100.0,4.12,5.84,10.67,8.05,15.08,9.32,4.23,93.71,5.54,11.9,7.11,57.67,100.0,7.49,1.2,99.93,100.0,2.47,100.0,2.51,5.95,100.0,3.56,4.98,9.21,97.6,96.03,100.0,100.0,83.16,53.41,50.97,96.26,3.67,83.42,43.82,52.62,50.45,1.35,6.18,96.41,2.1,98.47,100.0,2.81,1.72,5.13,60.93,6.18,42.7,97.94,5.01,5.65,5.13,5.95
Davor Matijas,hr CRO,GK,24,1999,10,9,852,50.0,49.64,48.34,49.53,50.0,50.0,47.27,40.4,78.91,70.5,69.91,70.85,85.31,84.72,47.87,36.73,48.22,45.5,45.38,38.39,46.68,95.02,50.12,97.63,49.76,97.63,49.29,96.92,98.58,97.16,49.64,50.0,97.16,93.84,66.23,43.96,45.85,84.36,27.13,74.17,66.47,73.46,82.82,46.09,48.22,74.17,41.23,42.18,88.86,49.76,48.82,49.41,63.27,52.96,80.33,49.29,7.46,52.01,50.47,4.98,86.37,50.24,50.12,57.23,53.44,19.43,77.13,62.44,71.21,64.69,97.27,44.79,93.6,97.87,50.36,76.18,74.41,16.71,69.19,62.56,96.45,42.18
Davy Klaassen,nl NED,MF,31,1993,31,24,2177,96.79,90.95,51.83,83.37,96.91,96.24,40.53,41.84,45.08,33.07,63.75,57.7,34.14,30.01,21.36,11.49,69.68,73.59,75.43,55.07,37.68,66.14,45.9,49.11,22.65,49.11,56.63,25.7,14.43,31.17,21.06,84.78,31.42,29.58,60.18,70.72,35.79,62.35,15.59,25.67,69.47,39.46,25.95,54.65,89.15,25.61,33.74,29.34,16.56,22.65,29.31,44.93,84.2,81.08,31.48,56.63,86.58,54.37,52.08,75.37,36.67,30.93,46.97,54.83,51.22,29.46,69.13,39.03,63.17,87.9,45.39,38.91,77.38,17.85,87.87,66.11,79.8,83.22,48.56,80.5,15.71,32.52
Davy Roef,be BEL,GK,30,1994,26,26,2340,50.0,49.64,48.34,49.53,50.0,50.0,55.92,40.4,75.59,67.54,68.72,68.48,69.31,69.67,75.12,47.87,48.22,45.5,45.38,38.39,18.84,41.47,50.12,41.11,49.76,41.11,49.29,79.03,85.55,79.5,49.64,50.0,80.69,63.39,66.23,43.96,45.85,48.82,17.3,67.18,87.44,68.96,13.03,46.09,48.22,67.18,41.23,42.18,87.2,49.76,48.82,49.41,20.38,52.96,60.31,49.29,43.01,52.01,50.47,59.83,37.56,50.24,50.12,57.23,53.44,41.82,87.44,9.95,89.22,23.34,40.76,53.08,39.81,82.58,50.36,46.09,72.99,68.25,42.65,80.45,96.45,42.18
Dawid Bugaj,pl POL,DF,21-010,2004,14,13,1160,33.87,29.91,34.04,19.13,49.59,49.51,46.25,58.95,19.19,15.29,47.38,46.54,13.78,10.61,15.38,11.02,34.51,48.52,50.84,50.32,31.08,48.49,65.49,12.59,64.91,12.59,60.52,74.91,55.67,73.2,80.76,57.62,73.08,79.71,15.84,18.98,68.11,13.98,21.1,9.19,21.05,15.76,23.43,57.56,28.75,9.19,64.77,57.33,13.87,64.91,65.49,75.93,14.8,48.92,15.76,60.52,54.83,56.89,52.91,81.4,70.84,68.69,98.69,59.88,54.27,24.1,15.87,89.88,8.34,25.78,48.26,47.03,38.55,64.1,21.22,66.28,39.3,48.11,29.39,48.84,21.57,38.84
Dayne St. Clair,ca CAN,GK,28-071,1997,19,19,1710,50.0,49.64,48.34,49.53,50.0,50.0,77.96,90.28,35.07,59.72,32.94,31.75,31.75,31.75,63.15,84.6,48.22,45.5,94.67,38.39,63.03,41.47,50.12,88.63,49.76,88.63,49.29,36.37,40.17,36.49,49.64,50.0,37.56,28.44,66.23,43.96,45.85,14.69,49.41,54.74,19.19,38.27,97.87,46.09,48.22,54.74,41.23,42.18,43.6,49.76,48.82,49.41,6.4,52.96,37.2,49.29,22.51,52.01,50.47,59.83,64.22,50.24,50.12,57.23,53.44,34.12,44.79,62.44,39.81,8.18,87.68,80.57,39.81,36.49,50.36,76.18,16.59,68.25,42.42,22.16,36.49,42.18
DeAndre Yedlin,us USA,DF,32-010,1993,23,19,1697,33.87,40.09,30.17,54.88,49.59,49.51,85.76,82.47,44.83,41.63,60.29,60.87,40.49,40.23,24.85,19.48,95.96,90.67,84.51,90.32,42.35,73.66,69.71,40.44,72.73,40.44,86.92,63.05,64.22,39.94,73.17,89.36,58.2,60.78,36.66,62.27,19.48,15.17,8.49,35.49,24.68,18.78,36.54,79.53,79.36,35.49,66.69,63.17,32.15,72.73,67.5,87.73,28.2,57.38,45.09,86.92,42.88,56.89,52.91,54.22,55.23,6.4,47.97,59.88,54.27,38.58,22.56,61.89,23.43,37.56,81.25,85.96,78.58,61.66,21.22,25.7,50.06,47.03,38.2,49.07,50.67,44.27
DeJuan Jones,us USA,DF,28-025,1997,15,11,967,86.6,40.09,23.49,72.85,49.59,49.51,95.12,98.63,69.16,74.13,93.26,95.23,34.68,37.06,17.65,7.12,99.53,94.24,96.95,94.85,68.46,92.97,79.83,80.03,94.71,80.03,96.72,44.01,25.2,32.62,48.78,86.69,41.86,70.32,12.12,42.21,78.28,12.5,68.75,76.89,14.97,11.8,76.51,95.41,94.56,76.89,96.1,94.71,77.41,94.71,89.1,97.85,4.53,7.03,70.7,96.72,29.51,4.1,2.03,33.92,90.47,4.1,47.97,59.88,54.27,93.23,11.95,64.36,15.29,4.19,96.4,96.74,96.1,32.03,97.35,12.62,46.4,28.46,28.17,80.93,11.63,47.15
Dean Huiberts,nl NED,MF,24,2000,10,4,345,30.26,36.8,18.28,16.23,48.38,47.98,18.18,18.7,8.01,7.89,15.34,20.78,8.53,10.12,10.67,7.7,28.76,12.04,9.47,21.67,19.53,27.69,22.52,21.15,16.78,21.15,34.54,92.79,81.88,93.22,86.43,88.54,96.09,93.12,22.43,46.55,75.43,38.29,64.55,7.7,40.4,48.2,13.63,23.38,40.04,7.7,69.62,49.11,23.59,16.78,38.63,21.73,78.36,30.5,6.48,34.54,39.43,54.37,52.08,18.89,22.56,66.66,46.97,54.83,51.22,57.52,7.49,24.39,36.25,62.13,14.0,16.93,25.98,92.39,19.22,7.49,18.95,10.09,10.79,35.88,52.14,25.46
Dean James,id IDN,DF,24,2000,25,19,1700,90.15,85.73,82.21,82.73,49.59,49.51,94.74,82.47,51.19,55.58,73.2,72.3,35.35,33.2,50.12,66.4,87.76,98.28,98.11,97.97,42.35,73.66,79.83,45.7,83.87,45.7,83.05,28.17,27.97,21.72,30.99,84.94,25.81,41.83,32.09,32.56,17.27,33.17,68.75,48.08,29.88,19.13,25.0,93.49,72.82,48.08,73.72,70.64,39.13,83.87,91.66,80.26,33.84,40.06,45.52,83.05,54.83,56.89,52.91,86.37,42.24,31.51,47.97,13.63,54.27,76.48,16.28,77.99,14.04,36.28,79.56,94.51,75.99,25.73,84.1,24.24,35.87,53.84,40.26,25.06,21.8,46.8
Deandre Kerr,ca CAN,FW,22-242,2002,10,2,355,83.33,26.32,15.04,52.76,40.98,38.72,36.78,19.42,9.9,11.53,12.78,12.91,21.05,20.86,11.34,8.15,28.2,39.04,30.89,28.57,28.63,13.78,32.64,27.38,46.24,27.38,29.32,64.66,82.71,84.46,70.68,18.36,55.89,40.29,61.72,66.6,85.96,22.87,54.39,24.25,22.81,30.33,35.96,29.2,68.86,24.44,63.28,43.92,20.68,46.24,70.86,53.63,9.15,64.85,12.78,29.32,79.95,52.51,50.81,52.51,87.53,40.04,41.17,51.5,50.81,17.11,82.33,10.53,86.59,16.92,25.69,30.89,48.87,74.25,98.62,50.75,17.42,22.43,37.97,11.34,94.99,27.94
Deivid Washington,br BRA,FW,20-044,2005,12,3,389,54.95,34.09,61.09,30.7,40.98,38.72,56.7,60.65,29.57,15.41,14.54,8.65,62.47,52.88,27.69,32.52,28.2,12.22,26.57,20.36,79.76,35.46,32.64,65.04,32.52,65.04,43.3,48.68,55.51,67.54,66.98,18.36,53.57,62.84,26.88,10.96,95.43,31.08,54.39,14.16,31.64,12.59,25.94,28.57,49.0,14.54,58.27,11.03,25.06,32.52,30.08,33.52,88.85,56.64,16.35,43.3,79.95,52.51,50.81,47.24,87.53,61.47,41.17,51.5,50.81,79.26,55.39,44.42,52.01,86.59,41.92,57.08,34.02,52.19,81.45,51.63,87.41,85.34,77.51,30.08,41.04,11.03
Dejan Joveljić,rs SRB,FW,25-346,1999,20,19,1683,93.73,81.89,36.9,77.01,97.06,97.81,52.07,65.29,56.95,54.01,57.08,63.16,53.01,44.3,60.28,46.18,70.8,42.67,49.56,48.68,30.01,64.1,32.64,47.49,43.92,47.49,25.63,58.4,60.78,64.72,47.99,80.08,43.92,41.6,48.31,29.39,37.41,43.23,54.39,41.92,41.67,25.38,28.2,62.53,86.72,40.73,49.31,52.88,34.34,43.92,39.6,77.19,48.12,55.51,38.16,25.63,48.5,52.51,50.81,54.07,29.76,52.01,92.79,51.5,50.81,22.06,43.55,53.95,40.1,54.01,25.56,53.76,81.2,52.94,88.91,44.74,53.63,28.2,76.57,81.33,52.38,52.38
Delano Burgzorg,sr SUR,MO,25,1998,42,23,2187,68.41,82.82,78.93,69.01,91.62,89.71,45.51,65.49,23.8,14.45,32.71,27.1,23.76,14.15,22.46,14.03,55.69,35.67,43.19,40.46,18.75,62.01,18.71,37.87,66.65,37.87,72.34,61.98,50.82,56.44,59.51,79.42,55.16,33.72,73.88,38.92,26.57,33.61,13.59,14.56,27.62,23.09,9.09,43.0,88.21,14.52,56.03,54.19,24.93,66.65,52.32,85.33,62.61,61.86,19.8,72.34,60.74,53.41,50.97,71.56,64.18,20.62,43.82,52.62,50.45,13.17,45.7,50.3,44.95,67.66,66.09,47.6,84.21,51.35,38.77,42.74,80.39,58.83,82.11,75.34,57.56,44.09
Demba Seck,sn SEN,MF,23,2001,18,2,400,30.26,70.78,64.39,16.23,48.38,47.98,93.03,66.11,23.96,21.52,25.58,30.13,31.42,27.69,12.71,8.44,91.41,41.23,80.35,29.19,8.56,78.88,70.84,30.32,94.5,30.32,97.98,13.54,21.36,25.31,14.61,57.7,20.66,19.87,65.34,52.48,17.88,19.1,64.55,33.13,20.26,14.94,7.15,95.66,96.7,33.13,98.53,98.9,71.91,94.5,96.15,97.8,2.75,6.82,59.32,97.98,46.27,54.37,52.08,9.66,96.21,66.66,46.97,54.83,51.22,68.77,7.49,55.87,17.33,3.3,97.13,92.11,96.58,18.83,19.22,7.49,36.92,15.4,44.56,51.44,54.22,73.04
Demba Thiam,sn SEN,GK,26,1998,38,38,3420,50.0,49.64,97.63,49.53,50.0,50.0,75.0,90.28,54.74,78.67,79.62,79.38,29.86,31.28,66.11,88.86,97.27,45.5,45.38,84.83,90.28,85.07,50.12,88.63,49.76,88.63,49.29,36.37,40.17,36.49,49.64,50.0,37.56,67.18,20.26,43.96,96.09,55.21,22.16,76.3,73.7,75.59,86.73,93.96,97.39,76.3,85.19,42.18,82.11,49.76,48.82,49.41,63.27,52.96,72.51,49.29,22.51,52.01,50.47,59.83,74.17,50.24,50.12,57.23,53.44,66.47,61.02,62.44,54.38,64.69,87.68,78.08,86.73,36.49,50.36,76.18,20.14,22.27,24.64,19.55,36.49,42.18
Dembo Sylla,gn GUI,DF,21,2002,13,7,672,33.87,29.91,30.17,59.33,49.59,49.51,32.56,23.43,15.0,15.23,46.77,60.61,8.31,7.79,6.25,4.24,34.51,16.74,78.72,11.22,16.74,36.66,25.61,15.17,62.12,15.17,86.92,82.35,80.64,87.82,77.53,23.05,46.83,54.94,33.95,24.94,31.1,18.46,12.21,15.23,28.4,5.96,27.65,73.9,70.32,15.23,86.77,65.09,34.91,62.12,73.43,97.59,5.67,23.6,17.03,86.92,61.72,56.89,52.91,26.66,62.76,68.69,47.97,1.66,54.27,55.35,23.81,38.02,36.16,9.33,76.25,30.06,69.19,69.22,21.22,17.65,19.53,7.09,13.31,25.76,44.1,29.36
Demir Ege Tıknaz,tr TUR,MF,19,2004,28,24,1976,88.51,70.78,29.03,63.36,48.38,47.98,47.31,75.0,57.73,48.44,49.72,44.25,60.73,55.29,70.75,48.11,72.52,58.1,41.69,46.45,70.54,32.0,46.82,54.34,48.04,54.34,21.15,74.17,77.2,74.76,78.3,43.67,85.51,80.87,30.17,77.41,94.65,67.05,13.63,50.58,85.51,73.17,63.69,21.64,41.87,50.58,61.46,70.29,45.75,48.04,41.01,46.21,63.2,42.51,44.8,21.15,30.04,54.37,52.08,27.84,39.18,28.33,46.97,54.83,51.22,79.46,64.58,50.34,55.13,57.46,24.45,50.98,30.99,82.43,89.61,71.09,75.4,69.44,67.76,93.06,72.65,73.96
Denilho Cleonise,nl NED,MO,22,2001,25,10,1102,44.54,15.53,26.05,27.81,45.47,44.54,51.42,54.57,14.22,11.98,18.79,11.6,18.38,18.41,19.46,28.93,71.22,88.81,90.04,71.11,18.75,63.96,93.23,21.78,79.79,21.78,48.28,12.91,21.74,49.85,16.39,15.08,32.37,44.2,40.27,62.99,36.0,64.3,8.16,6.59,42.74,41.58,2.02,34.92,36.0,6.66,47.16,49.29,18.64,79.79,87.24,81.44,67.29,51.16,15.64,48.28,60.74,53.41,50.97,86.68,22.31,62.95,43.82,52.62,50.45,19.72,28.67,88.47,11.71,65.12,46.67,50.26,63.21,23.5,86.68,72.68,34.88,74.78,23.58,16.24,30.8,54.64
Denilson Paz,mx MEX,MF,19,2005,2,0,40,30.26,11.12,7.37,16.23,48.38,47.98,4.86,18.7,18.52,5.44,17.18,8.86,30.07,15.43,34.57,11.98,28.76,12.04,9.47,8.95,4.28,9.96,22.52,56.82,6.82,56.82,4.61,60.73,6.17,7.4,95.23,15.56,95.87,96.45,5.26,98.47,8.19,5.9,64.55,4.52,5.75,7.09,14.18,40.68,7.95,4.52,78.0,96.06,3.24,6.82,7.43,21.73,18.4,92.45,4.1,4.61,86.58,54.37,52.08,94.77,6.75,66.66,46.97,54.83,51.22,3.36,7.49,94.19,4.06,47.46,10.21,4.86,5.78,54.37,62.84,7.49,98.9,97.13,96.94,98.66,13.75,97.28
Denis Bouanga,ga GAB,FW,30-250,1994,19,18,1636,90.16,94.74,95.11,95.68,99.12,99.19,95.68,96.62,86.22,86.84,85.96,83.58,86.59,89.47,91.85,91.98,91.23,95.36,95.05,88.22,74.0,94.55,86.03,86.84,97.49,86.84,96.12,56.77,44.24,66.35,54.7,67.92,63.53,68.11,24.94,30.08,44.55,33.65,54.39,88.97,54.07,62.22,55.39,95.74,96.99,88.72,96.37,96.55,90.85,97.49,92.61,99.12,18.92,26.57,90.1,96.12,48.5,52.51,50.81,24.06,54.45,54.89,99.19,1.82,50.81,75.81,25.5,82.52,15.66,19.8,96.49,96.37,97.49,50.56,42.61,60.53,48.75,76.19,34.71,42.98,32.58,73.75
Denis Odoi,gh GHA,MF,36,1988,18,16,1438,67.6,61.77,70.23,67.63,48.38,47.98,45.2,71.73,77.41,76.56,62.93,61.43,83.68,85.94,77.9,68.7,80.87,58.1,34.87,43.55,65.1,39.7,67.24,60.15,61.09,60.15,52.81,37.13,41.93,37.32,33.77,83.86,43.22,25.21,76.13,29.95,54.46,76.34,4.16,75.24,85.73,81.85,73.04,43.89,47.34,75.24,43.25,52.2,89.61,61.09,87.41,21.73,47.4,50.28,73.96,52.81,9.08,4.68,2.14,32.95,69.41,66.66,46.97,5.65,51.22,58.86,85.45,28.76,80.72,51.5,51.74,48.14,38.72,40.1,48.23,74.82,66.9,59.84,50.92,74.51,76.65,68.77
Deniz Gül,tr TUR,FW,20,2004,14,5,444,50.19,50.25,43.48,28.95,40.98,38.72,31.2,55.83,53.95,38.72,58.02,54.95,63.97,43.11,11.34,8.15,28.2,52.69,60.59,24.44,36.59,65.16,32.64,57.39,54.7,57.39,38.85,8.96,12.59,21.3,14.29,18.36,16.23,33.21,44.36,55.89,18.05,20.68,54.39,34.09,21.49,16.04,59.59,31.14,26.69,34.21,73.06,69.74,16.6,54.7,62.09,46.55,28.63,52.76,50.5,38.85,79.95,52.51,50.81,45.86,39.04,11.72,41.17,51.5,50.81,25.56,76.94,43.86,65.04,39.72,40.35,32.52,27.94,11.09,33.15,76.94,85.59,53.82,92.86,11.34,11.09,48.75
Dennis Cirkin,eng ENG,DF,22,2002,36,30,2740,88.55,82.03,94.53,79.04,49.59,49.51,78.87,81.02,36.95,39.51,64.88,68.58,31.74,28.87,7.21,10.26,80.52,77.35,81.86,69.45,60.15,62.82,73.46,73.37,89.88,73.37,82.3,89.48,81.4,85.38,90.09,84.94,84.91,84.74,19.16,68.43,74.42,31.95,68.75,48.46,18.75,27.59,42.56,81.98,96.28,48.52,87.27,80.81,43.55,89.88,87.56,86.48,11.02,8.98,42.97,82.3,45.09,56.89,52.91,20.12,92.79,36.37,96.4,18.37,54.27,44.94,38.52,26.57,51.66,9.45,84.62,79.48,90.58,83.72,85.0,22.5,34.16,27.82,40.7,10.17,35.29,39.77
Dennis Eckert,de GER,FW,27,1997,26,23,1994,64.97,77.76,70.68,73.75,84.9,85.9,71.68,76.19,71.43,73.68,62.03,67.04,75.06,78.2,89.97,84.4,28.2,47.68,60.59,43.05,80.83,76.94,67.61,81.14,62.28,81.14,61.28,73.75,70.86,75.75,83.9,53.38,66.35,64.16,31.77,63.72,68.73,68.61,54.39,69.17,72.81,75.19,82.08,55.83,77.57,68.8,66.17,79.07,75.56,62.28,67.61,70.99,58.96,55.95,66.54,61.28,52.57,52.51,50.81,54.76,66.1,52.63,90.79,51.5,50.81,85.53,75.75,25.31,73.12,61.97,65.6,72.24,77.01,68.61,34.84,59.15,35.34,30.58,36.28,66.04,51.38,86.22
Dennis Gjengaar,no NOR,MO,21-145,2004,15,5,521,83.94,93.53,48.24,87.99,45.47,44.54,21.52,84.39,65.79,57.71,89.15,85.18,33.01,34.43,34.84,36.0,73.09,67.96,47.83,31.21,31.89,37.72,53.48,41.84,68.23,41.84,39.11,43.04,53.37,58.57,31.32,69.72,83.68,82.0,21.03,34.62,61.98,57.49,57.67,52.32,72.6,52.99,57.56,56.36,75.19,52.47,20.43,17.22,51.42,68.23,71.33,86.94,39.82,43.68,52.1,39.11,45.21,53.41,50.97,71.56,7.41,50.3,43.82,52.62,50.45,80.99,17.48,79.57,14.82,41.73,40.19,29.3,74.4,70.25,42.22,23.24,77.99,92.37,30.61,39.37,63.14,21.78
Dennis Johnsen,no NOR,MO,26,1998,31,12,1481,84.66,87.57,64.97,70.7,45.47,44.54,88.17,96.33,40.83,47.08,25.82,25.71,53.74,59.28,71.22,64.52,94.99,90.64,93.97,85.7,38.66,86.9,94.61,50.64,87.8,50.64,80.76,33.65,56.85,38.74,22.94,82.19,51.83,40.08,61.0,21.22,26.57,29.72,10.48,51.35,21.63,36.71,28.41,82.3,85.25,51.42,87.09,76.53,65.04,87.8,88.81,76.87,14.86,75.79,62.28,80.76,25.37,53.41,50.97,44.09,77.62,33.83,91.73,52.62,50.45,28.11,41.43,45.7,45.96,32.22,82.26,91.77,89.6,53.85,53.67,35.85,24.25,26.38,30.69,70.43,88.47,34.81
Dennis Kaygin,de GER,MF,20,2004,9,1,232,30.26,11.12,7.37,16.23,48.38,47.98,45.2,88.11,30.23,26.47,55.35,46.7,22.98,19.13,20.94,30.59,97.52,62.29,34.87,83.22,20.94,61.98,82.09,29.16,20.39,29.16,60.64,30.96,13.94,49.48,44.9,15.56,41.2,20.94,80.32,15.25,43.34,70.72,64.55,25.12,67.82,53.27,32.03,36.22,40.04,25.12,88.2,82.0,27.81,20.39,20.6,82.24,11.4,48.14,33.07,60.64,86.58,54.37,52.08,94.77,34.72,66.66,46.97,54.83,51.22,9.08,78.0,40.92,69.87,19.56,42.45,52.29,56.3,19.35,62.84,76.47,41.78,87.26,45.45,20.23,19.74,36.0
