Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
AJ Marcucci,us USA,GK,NY Red Bulls,25-353,1999,1,1,90,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,4.0,16.0,27.0,3.0,4.0,8.0,1.0,2.0,0.0,-0.3,50.0,25.0,12.5
Adam Beaudry,us USA,GK,Colorado Rapids,19-092,2006,1,1,90,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.3,4.0,18.0,21.0,6.0,6.0,4.0,0.0,0.0,0.0,-0.7,60.0,22.22,0.0
Adam Davies,wls WAL,GK,Sheffield Utd,32,1992,3,3,270,1.0,2.33,1.33,0.33,0.0,0.0,0.0,0.0,0.9,5.33,12.67,26.33,5.33,5.67,16.33,1.33,0.0,0.0,-0.1,57.08,42.07,8.14
Adrian Šemper,hr CRO,GK,Pisa,26,1998,36,36,3240,0.92,3.36,2.47,0.31,0.03,0.03,0.0,0.0,1.04,7.33,17.28,28.17,2.36,4.92,14.08,1.06,0.61,0.0,0.12,73.51,42.42,7.53
Agustín Marchesín,ar ARG,GK,Boca Juniors,37-125,1988,16,16,1440,0.69,3.06,2.38,0.5,0.0,0.0,0.0,0.0,0.82,3.31,9.0,20.81,4.38,8.44,14.19,0.75,0.44,0.0,0.14,77.78,36.78,5.29
Agustín Rossi,ar ARG,GK,Flamengo,29-332,1995,19,19,1710,0.42,2.58,2.05,0.68,0.16,0.05,0.11,0.0,0.51,2.68,7.58,25.53,3.11,3.79,10.74,0.79,0.84,0.11,0.09,79.46,35.36,7.36
Alan Aguerre,ar ARG,GK,ar Cen. Córdoba–SdE,34-330,1990,22,22,1980,1.23,3.18,2.0,0.32,0.09,0.09,0.0,0.0,0.98,2.82,10.82,14.68,2.45,7.73,12.82,0.41,0.36,0.0,-0.25,62.89,26.06,3.2
Aldair Quintana,co COL,GK,co CA Bucaramanga,31-008,1994,6,6,540,1.67,5.67,3.83,0.17,0.33,0.17,0.17,0.0,1.75,4.33,10.67,21.0,5.5,7.17,13.33,0.67,1.0,0.17,0.08,67.55,40.58,5.03
Alec Smir,us USA,GK,Minnesota Utd,26-097,1999,2,1,161,1.68,5.03,3.35,0.0,0.0,0.0,0.0,0.0,1.68,5.59,21.24,22.36,1.68,6.15,17.89,0.0,1.12,0.0,0.0,66.6,26.32,0.0
Alessandro Micai,it ITA,GK,Cosenza,31,1993,37,37,3296,1.45,4.26,2.92,0.19,0.08,0.05,0.0,0.03,1.26,7.1,18.38,32.44,3.58,5.41,15.05,1.5,2.32,0.03,-0.18,68.54,38.63,9.97
Alessandro Russo,it ITA,GK,Sassuolo,23,2001,1,1,90,1.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,1.5,1.0,3.0,28.0,12.0,4.0,8.0,2.0,1.0,0.0,0.5,80.0,33.33,25.0
Alessandro Sorrentino,it ITA,GK,Frosinone,22,2002,2,2,180,3.5,7.5,4.0,0.0,0.5,0.5,0.0,0.0,2.85,4.0,10.0,24.0,4.5,4.5,13.5,0.5,0.0,0.0,-0.65,53.33,40.0,3.7
Alessio Cragno,it ITA,GK,Sampdoria,30,1994,14,14,1260,1.0,2.71,1.71,0.43,0.07,0.07,0.0,0.0,1.06,6.64,16.43,23.29,3.79,7.57,14.5,1.5,1.29,0.0,0.06,63.1,40.41,10.34
Alex Muralha,br BRA,GK,Mirassol,35-251,1989,6,6,540,1.5,4.17,2.67,0.0,0.17,0.17,0.0,0.0,1.3,2.17,8.83,20.5,3.17,5.67,18.83,0.5,2.33,0.0,-0.2,64.03,24.58,2.66
Alex Padilla,es ESP,GK,UNAM,20,2003,10,10,900,1.7,3.9,2.2,0.2,0.1,0.1,0.0,0.0,1.35,4.8,13.1,26.4,4.0,6.7,12.4,0.9,0.6,0.0,-0.35,56.41,36.64,7.26
Alex Palmer,eng ENG,GK,West Brom,27,1996,30,30,2700,0.9,3.37,2.57,0.37,0.03,0.03,0.0,0.0,0.9,4.57,14.77,35.67,4.77,5.27,15.47,1.1,1.4,0.0,0.0,76.26,30.94,7.11
Alexis Martin Arias,ar ARG,GK,py Cerro Porteño,33-015,1992,3,3,270,2.0,7.0,5.0,0.33,0.0,0.0,0.0,0.0,1.9,11.0,21.0,16.33,2.67,12.33,19.33,0.33,0.67,0.0,-0.1,71.43,52.38,1.71
Alexis Villa,ec ECU,GK,ec LDU de Quito,23-300,2001,1,0,14,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,12.86,38.57,25.71,0.0,12.86,12.86,0.0,0.0,0.0,0.0,,33.34,0.0
Alfonso Blanco Antúnez,mx MEX,GK,León,37,1987,26,26,2340,1.27,4.96,3.77,0.27,0.15,0.12,0.0,0.04,1.36,4.92,12.65,26.73,4.92,9.27,14.04,0.42,0.77,0.04,0.09,76.01,38.89,2.99
Alfred Gomis,sn SEN,GK,Palermo,30,1993,1,1,36,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,40.0,5.0,2.5,7.5,0.0,0.0,0.0,0.0,100.0,100.0,0.0
Aljaž Ivačič,si SVN,GK,NE Revolution,31-202,1993,22,22,1980,1.36,4.14,2.77,0.36,0.18,0.18,0.0,0.0,1.25,3.64,12.27,18.41,2.45,8.45,12.59,0.41,0.36,0.0,-0.11,66.91,29.67,3.26
Anatolii Trubin,ua UKR,GK,Benfica,22,2001,32,32,2880,0.88,3.16,2.25,0.41,0.09,0.06,0.03,0.0,1.05,2.28,6.12,21.75,4.28,5.09,8.97,0.69,0.56,0.03,0.17,71.2,37.25,7.69
Andre Blake,jm JAM,GK,Philadelphia Union,34-240,1990,14,14,1260,0.93,3.29,2.36,0.36,0.14,0.14,0.0,0.0,1.07,5.36,11.71,23.36,3.21,5.5,10.64,0.5,1.64,0.0,0.14,71.73,45.77,4.7
Andrea Fulignati,it ITA,GK,Cremonese,29,1994,38,38,3420,1.16,3.05,1.95,0.21,0.16,0.13,0.0,0.03,1.07,4.21,10.53,38.11,3.66,3.61,12.18,0.89,1.11,0.03,-0.09,63.93,39.98,7.31
Andreas Jungdal,dk DEN,GK,Westerlo,22,2002,8,8,720,1.25,3.38,2.12,0.25,0.25,0.12,0.12,0.0,1.15,6.0,17.62,32.88,5.0,6.75,16.25,1.0,1.25,0.12,-0.1,62.72,34.05,6.15
Andrew,br BRA,GK,Gil Vicente FC,23,2001,33,33,2970,1.39,3.79,2.42,0.21,0.21,0.18,0.0,0.03,1.3,3.91,10.82,29.36,4.79,8.42,14.79,1.09,1.03,0.03,-0.09,63.85,36.14,7.37
Andrew Rick,us USA,GK,Philadelphia Union,19-170,2006,9,9,810,1.0,2.22,1.22,0.44,0.0,0.0,0.0,0.0,0.99,5.44,14.89,17.11,3.11,7.0,9.22,0.33,0.67,0.0,-0.01,54.95,36.53,3.58
Andrew Tarbell,us USA,GK,Houston Dynamo,31-285,1993,4,4,306,2.06,4.41,2.35,0.29,0.0,0.0,0.0,0.0,1.79,3.53,9.71,24.71,4.41,3.82,9.12,0.29,1.18,0.0,-0.26,53.29,36.35,3.18
Andrew Thomas,ru RUS,GK,Seattle Sounders,26-321,1998,4,4,360,2.75,6.25,3.5,0.0,1.0,1.0,0.0,0.0,2.38,0.75,6.25,16.75,5.0,5.25,13.0,1.5,0.25,0.0,-0.38,56.0,12.0,11.54
Andries Noppert,nl NED,GK,Heerenveen,30,1994,16,16,1365,1.58,4.42,2.9,0.2,0.07,0.07,0.0,0.0,1.6,4.29,14.97,35.54,3.82,6.07,12.66,0.86,1.58,0.0,0.02,65.61,28.66,6.79
Andrés Gudiño,mx MEX,GK,Cruz Azul,27,1997,1,1,90,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,3.0,32.0,4.0,5.0,5.0,0.0,0.0,0.0,-0.5,66.67,66.67,0.0
Andrés Sánchez,mx MEX,GK,Atlético,26,1997,30,30,2624,1.54,4.53,2.95,0.1,0.07,0.03,0.03,0.0,1.39,3.16,9.33,29.7,4.63,9.23,13.65,0.79,1.68,0.03,-0.15,65.12,33.87,5.79
Angus Gunn,sct SCO,GK,Norwich City,28,1996,35,35,3104,1.22,3.57,2.41,0.2,0.12,0.12,0.0,0.0,1.06,2.06,8.61,35.14,4.99,4.44,13.6,0.7,1.74,0.0,-0.16,67.51,23.93,5.15
Anthoni,br BRA,GK,Internacional,23-177,2002,18,17,1575,1.49,3.83,2.46,0.23,0.06,0.06,0.0,0.0,1.09,2.57,8.23,15.94,2.74,7.49,11.14,0.57,1.09,0.0,-0.39,64.23,31.23,5.12
Anthony Moris,lu LUX,GK,Union SG,34,1990,30,30,2700,0.83,3.3,2.47,0.43,0.07,0.03,0.0,0.03,1.12,6.47,14.8,29.13,3.3,3.33,13.7,0.63,0.83,0.03,0.29,74.85,43.72,4.6
Anthony Patterson,eng ENG,GK,Sunderland,24,2000,42,42,3780,1.0,3.05,2.14,0.33,0.12,0.1,0.02,0.0,0.93,3.69,12.38,29.1,4.5,6.5,13.12,0.55,0.64,0.02,-0.07,70.16,29.81,4.19
Arnaud Bodart,be BEL,GK,Standard Liège,26,1998,2,2,180,0.5,3.0,2.5,0.5,0.0,0.0,0.0,0.0,1.3,9.0,28.0,23.5,2.0,8.0,20.0,4.0,4.5,0.0,0.8,83.33,32.14,20.0
Arturo Delgado,mx MEX,GK,FC Juárez,22,2002,2,2,180,0.5,5.5,5.0,0.5,0.0,0.0,0.0,0.0,1.0,5.5,16.0,30.0,4.0,9.5,8.0,1.0,0.0,0.0,0.5,90.91,34.38,12.5
Axel Werner,ar ARG,GK,Rosario Central,29-141,1996,2,2,180,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.75,3.0,9.5,14.0,3.5,7.5,15.0,0.5,0.0,0.0,0.75,100.0,31.58,3.33
Aynsley Pears,eng ENG,GK,Blackburn,26,1998,40,40,3600,1.08,3.82,2.72,0.32,0.1,0.08,0.02,0.0,1.14,4.35,14.85,26.78,3.18,4.82,15.0,0.5,0.38,0.02,0.06,71.2,29.29,3.33
Balázs Tóth,hu HUN,GK,Blackburn,26,1997,6,6,540,0.83,3.5,2.67,0.33,0.0,0.0,0.0,0.0,1.23,3.0,18.0,24.5,3.17,7.83,15.83,1.0,0.83,0.0,0.4,76.29,16.67,6.32
Ben Killip,eng ENG,GK,Portsmouth,28,1995,2,2,180,1.0,4.5,3.5,0.0,0.0,0.0,0.0,0.0,1.25,10.0,26.0,38.0,4.0,7.0,15.0,0.0,0.5,0.0,0.25,77.78,38.46,0.0
Ben Wilson,eng ENG,GK,Coventry City,31,1992,4,4,360,1.25,5.5,4.25,0.5,0.0,0.0,0.0,0.0,1.2,4.0,18.0,29.5,4.25,4.5,11.75,0.75,2.5,0.0,-0.05,77.27,22.22,6.38
