Player,Team,League,Nationality,Matches,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Attempted Goal Kicks,Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Pass Length,Goal Kick Length,Distance of Defensive Actions
Tom King,Wolves,Premier League,wls WAL,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,14.0,,
Tommaso Martinelli,Fiorentina,Europa Conference League,it ITA,1,90,3.0,0.0,3.0,1.3,1.3,1,3.0,6.0,17.0,3.0,5.0,7.0,0.0,1.0,5.19,27.0,14.5
Unai Marrero,Real Sociedad,Europa League,es ESP,3,270,10.0,2.0,8.0,3.0,1.0,1,4.0,18.0,62.0,9.0,13.0,31.0,1.0,3.0,4.75,30.69,12.2
Unai Marrero,Real Sociedad,La Liga,es ESP,2,180,12.0,3.0,8.0,3.5,0.5,0,7.0,16.0,41.0,11.0,15.0,21.0,1.0,3.0,7.49,35.09,23.0
Unai Simón,Athletic Club,Europa League,es ESP,1,90,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,18.0,3.0,3.0,3.0,1.0,2.0,4.37,38.3,18.3
Unai Simón,Athletic Club,La Liga,es ESP,21,1890,62.0,14.0,47.0,16.3,2.3,10,106.0,284.0,533.0,91.0,117.0,249.0,19.0,28.0,5.69,58.34,17.97
Vanja Milinković-Savić,Torino,Serie A,rs SRB,37,3330,173.0,42.0,129.0,51.4,9.4,10,223.0,702.0,1352.0,191.0,271.0,585.0,37.0,46.0,5.15,51.1,17.15
Veljko Ilic,TSC Bačka Top,Europa Conference League,rs SRB,8,720,44.0,19.0,26.0,18.2,-0.8,0,44.0,134.0,326.0,34.0,29.0,74.0,3.0,13.0,3.4,40.85,20.99
Vicente Guaita,Celta Vigo,La Liga,es ESP,34,3060,127.0,48.0,79.0,40.4,-7.6,8,66.0,220.0,740.0,195.0,230.0,436.0,26.0,44.0,7.06,35.36,17.66
Vid Belec,APOEL,Europa Conference League,si SVN,8,720,38.0,9.0,28.0,10.4,1.4,1,25.0,89.0,152.0,33.0,43.0,92.0,6.0,0.0,7.65,43.7,
Vitezslav Jaros,Liverpool,Premier League,cz CZE,1,12,1.0,0.0,1.0,0.0,0.0,1,5.0,7.0,7.0,2.0,1.0,2.0,0.0,0.0,14.54,59.0,
Vitus Eicher,Heidenheim,Europa Conference League,de GER,1,90,6.0,3.0,3.0,1.5,-1.5,0,5.0,12.0,37.0,4.0,2.0,16.0,1.0,0.0,3.35,26.0,
Vladen Kovačević,Legia Warsaw,Europa Conference League,ba BIH,2,180,14.0,4.0,10.0,4.9,0.9,0,4.0,9.0,38.0,7.0,5.0,13.0,3.0,0.0,4.83,28.4,
Walter Benítez,PSV Eindhoven,Champions League,ar ARG,11,990,59.0,21.0,38.0,19.0,-2.0,1,66.0,149.0,400.0,49.0,61.0,147.0,13.0,11.0,3.61,44.5,16.32
Warleson,Cercle Brugge,Europa Conference League,br BRA,2,121,2.0,0.0,2.0,0.2,0.2,1,7.0,20.0,23.0,4.0,6.0,8.0,0.0,3.0,6.97,63.7,27.0
Wladimiro Falcone,Lecce,Serie A,it ITA,38,3420,181.0,58.0,125.0,53.9,-4.1,9,220.0,656.0,1017.0,120.0,178.0,590.0,29.0,19.0,4.37,50.16,16.86
Wojciech Szczęsny,Barcelona,Champions League,pl POL,8,720,43.0,17.0,27.0,17.6,0.6,2,17.0,70.0,277.0,37.0,32.0,90.0,8.0,31.0,3.75,46.17,21.13
Wojciech Szczęsny,Barcelona,La Liga,pl POL,15,1350,33.0,12.0,21.0,11.7,-0.3,8,24.0,63.0,398.0,61.0,54.0,130.0,7.0,56.0,3.93,30.98,21.21
Yahia Fofana,Angers,Ligue 1,ci CIV,33,2970,186.0,51.0,135.0,63.2,12.2,7,144.0,435.0,751.0,180.0,261.0,531.0,48.0,20.0,8.45,43.6,15.17
Yann Sommer,Inter,Champions League,ch SUI,14,1260,66.0,16.0,51.0,18.0,2.0,7,64.0,153.0,563.0,60.0,72.0,218.0,13.0,3.0,2.87,36.02,14.1
Yann Sommer,Inter,Serie A,ch SUI,33,2970,116.0,32.0,84.0,31.5,-0.5,13,91.0,226.0,1199.0,136.0,126.0,356.0,14.0,14.0,2.87,27.47,18.56
Yehvann Diouf,Reims,Ligue 1,sn SEN,34,3060,179.0,47.0,131.0,61.7,14.7,7,154.0,477.0,993.0,153.0,220.0,554.0,31.0,42.0,5.01,44.96,17.93
Yuri Lodygin,Panathinaikos,Europa Conference League,ru RUS,3,270,8.0,2.0,6.0,2.7,0.7,2,7.0,17.0,68.0,8.0,11.0,25.0,1.0,3.0,2.95,21.01,20.3
Zion Suzuki,Parma,Serie A,jp JPN,37,3314,150.0,53.0,99.0,51.7,-2.2,7,204.0,669.0,1272.0,184.0,223.0,614.0,64.0,38.0,5.06,52.41,16.02
Ádám Varga,Ferencváros,Europa League,hu HUN,2,148,9.0,5.0,4.0,3.5,-1.5,0,17.0,35.0,44.0,2.0,18.0,15.0,1.0,0.0,1.72,41.61,
Álex Domínguez,Toulouse,Ligue 1,es ESP,1,19,0.0,0.0,0.0,0.0,0.0,1,2.0,5.0,8.0,1.0,3.0,7.0,0.0,0.0,3.75,69.3,
Álex Remiro,Real Sociedad,Europa League,es ESP,9,810,38.0,15.0,22.0,11.3,-3.7,2,45.0,128.0,275.0,33.0,51.0,117.0,8.0,12.0,3.91,53.1,16.3
Álex Remiro,Real Sociedad,La Liga,es ESP,36,3240,130.0,43.0,86.0,37.8,-5.2,13,180.0,477.0,1053.0,111.0,234.0,446.0,29.0,40.0,3.3,48.9,18.35
Álvaro Fernández,Sevilla,La Liga,es ESP,9,747,36.0,16.0,20.0,11.1,-4.9,3,37.0,142.0,277.0,32.0,46.0,105.0,7.0,14.0,3.64,49.38,19.14
Ørjan Nyland,Sevilla,La Liga,no NOR,30,2673,112.0,39.0,73.0,37.0,-2.1,7,118.0,445.0,836.0,114.0,166.0,408.0,20.0,29.0,5.11,45.98,17.09
Đorđe Petrović,Strasbourg,Ligue 1,rs SRB,31,2790,147.0,38.0,110.0,45.5,7.5,10,117.0,361.0,1438.0,127.0,107.0,491.0,41.0,47.0,2.35,45.57,17.96
İrfan Can Eğribayat,Fenerbahçe,Europa League,tr TUR,6,540,35.0,7.0,28.0,12.5,5.5,3,34.0,98.0,165.0,27.0,43.0,96.0,12.0,9.0,5.92,40.75,15.09
Łukasz Fabiański,West Ham,Premier League,pl POL,14,1160,71.0,21.0,50.0,22.5,1.0,2,77.0,226.0,394.0,55.0,100.0,220.0,10.0,12.0,4.99,45.13,19.07
Łukasz Skorupski,Bologna,Champions League,pl POL,7,630,29.0,8.0,20.0,11.5,3.5,2,17.0,56.0,215.0,35.0,25.0,69.0,7.0,10.0,4.73,37.92,14.03
Łukasz Skorupski,Bologna,Serie A,pl POL,27,2364,82.0,33.0,50.0,28.6,-4.4,8,123.0,329.0,993.0,113.0,95.0,215.0,18.0,23.0,3.49,44.7,17.53
