Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency
Tomáš Vaclík,cz CZE,GK,Boavista,35,1989,12,12,1080,22,76,55,3,3,3,0,0,22.9,75,195,247,65,120,202,11,12,0,0.8999999999999986
Tomé,pt POR,GK,Boavista,17,2006,2,2,180,5,10,5,0,0,0,0,0,2.3,13,44,21,0,26,33,0,2,0,-2.7
Vasilios Barkas,gr GRE,GK,Utrecht,30,1994,31,31,2790,44,140,97,7,3,3,0,0,42.3,156,417,883,117,192,410,30,28,0,-1.7000000000000028
Vicente Reyes,cl CHI,GK,Norwich City,20,2003,4,3,271,7,12,5,0,0,0,0,0,5.6,4,18,63,15,10,38,1,8,0,-1.4000000000000004
Viktor Johansson,se SWE,GK,Stoke City,25,1998,46,46,4140,62,209,151,14,5,3,1,1,71.4,196,700,1451,209,242,753,50,102,2,9.400000000000006
Vincenzo Fiorillo,it ITA,GK,Salernitana,34,1990,17,16,1366,25,64,39,1,2,2,0,0,21.9,70,205,338,46,137,242,14,8,0,-3.0999999999999996
Vladan Kovačević,ba BIH,GK,Sporting CP,26,1998,6,6,540,5,16,11,2,0,0,0,0,3.7,6,16,98,20,14,52,3,4,0,-1.2999999999999998
Václav Hladký,cz CZE,GK,Burnley,33,1990,1,1,90,0,4,4,1,0,0,0,0,0.1,2,8,35,4,3,13,2,0,0,0.1
Walter,br BRA,GK,Mirassol,37-243,1987,6,6,540,4,29,24,2,1,0,1,0,8.1,27,69,171,37,29,106,7,1,1,4.1
Walter Benítez,ar ARG,GK,PSV Eindhoven,31,1993,34,34,3015,39,102,63,9,2,2,0,0,36.4,136,287,1158,126,140,303,20,49,0,-2.6000000000000014
Warleson,br BRA,GK,Cercle Brugge,27,1996,10,9,817,17,47,30,0,0,0,0,0,21.4,71,199,198,16,50,88,5,28,0,4.399999999999999
Wessel Speel,0,GK,Minnesota Utd,0,0,3,3,199,6,10,4,0,1,1,0,0,5.4,11,41,56,1,20,31,1,0,0,-0.5999999999999996
Will Norris,eng ENG,GK,Portsmouth,30,1993,8,8,720,19,47,29,2,3,3,0,0,16.1,56,185,263,30,49,115,3,8,0,-2.8999999999999986
Williams Barlasina,ar ARG,GK,Aldosivi,27-020,1998,5,5,450,9,22,13,0,0,0,0,0,7.5,20,57,82,24,40,75,4,1,0,-1.5000000000000002
Wéverton,br BRA,GK,Palmeiras,37-218,1987,17,17,1530,13,56,42,8,2,1,1,0,14.6,54,235,363,62,115,236,16,15,1,1.5999999999999996
Yanick van Osch,nl NED,GK,RKC Waalwijk,27,1997,3,3,270,9,26,17,0,1,1,0,0,9.9,26,65,103,11,35,83,3,2,0,0.9000000000000004
Yohei Takaoka,jp JPN,GK,Vancouver W'caps,29-125,1996,22,22,1980,25,73,47,10,4,3,1,0,24.3,70,200,613,81,119,265,15,35,1,-0.6999999999999993
Zack Steffen,us USA,GK,Colorado Rapids,30-108,1995,13,13,1170,19,70,51,4,0,0,0,0,23.2,65,213,337,64,88,208,10,17,0,4.199999999999999
Éverson,br BRA,GK,Atlético Mineiro,34-362,1990,12,12,1080,10,42,32,7,0,0,0,0,12.9,62,162,389,48,39,144,6,23,0,2.9000000000000004
Óscar Ustari,ar ARG,GK,Inter Miami,39-016,1986,17,17,1362,24,75,52,2,0,0,0,0,21.0,64,127,535,86,80,173,6,33,0,-3.0
