Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Filippo Distefano,it ITA,MO,20,2003,13,7,551,0.33,0.38,2.94,1.14,0.0,0.0,3.1,0.16,15.03,18.46,9.96,10.94,4.25,5.55,0.65,0.98,0.0,0.1,0.08,1.14,0.33,0.82,0.33,1.63,1.47,1.63,8.66,1.31,1.14,0.33,0.49,0.49,0.49,0.82,0.33,0.82,0.16,0.33,0.0,29.07,0.0,2.61,7.84,19.27,4.57,29.07,2.12,0.49,16.01,1.47,1.14,0.82,2.61,0.82,20.25,8.66,0.16,0.0,0.0,0.82,0.98,0.82,0.0,0.0,0.0,2.78,0.16,2.61,2.78,3.43,20.42,3.27,6.53,1.63,-0.13,5.76,81.42,91.04,76.58,66.33,76.53,23.11
Filippo Falco,it ITA,MF,32,1992,1,0,31,0.0,0.0,0.0,0.0,0.0,0.0,11.61,0.0,84.19,101.61,52.26,55.16,20.32,26.13,8.71,8.71,0.0,0.29,0.29,5.81,14.52,11.61,2.9,17.42,8.71,17.42,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.52,0.0,8.71,43.55,55.16,0.0,104.52,2.9,0.0,63.87,8.71,2.9,0.0,0.0,0.0,95.81,5.81,0.0,0.0,0.0,0.0,5.81,0.0,0.0,0.0,0.0,5.81,0.0,5.81,5.81,0.0,37.74,11.61,14.52,0.0,0.0,0.0,82.86,94.74,77.77,100.0,0.0,0.0
Filippo Grosso,it ITA,MF,17,2006,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,180.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
Filippo Melegoni,it ITA,MO,25,1999,10,5,416,0.0,0.13,2.16,0.43,0.0,0.0,1.95,0.22,22.72,30.94,13.2,15.14,7.57,9.52,1.08,2.16,0.0,0.0,0.04,0.0,1.73,0.43,0.0,2.81,3.03,2.81,4.33,2.6,1.3,1.08,1.3,0.22,0.65,1.51,0.87,1.08,0.87,1.08,0.0,43.05,1.73,8.22,21.42,13.85,1.95,43.05,3.25,1.95,28.34,3.03,1.73,0.22,2.6,1.3,31.8,4.33,0.22,0.0,0.0,0.87,1.51,0.43,0.0,0.0,0.0,1.51,0.65,3.03,3.68,3.89,14.5,2.16,2.6,1.95,-1.0,17.66,73.43,87.19,79.52,50.0,47.45,60.0
Filippo Missori,it ITA,MF,20,2004,4,1,157,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,57.9,67.64,32.68,33.82,17.77,21.78,4.59,5.73,0.0,0.0,0.06,0.0,2.87,0.57,0.57,2.87,0.57,2.87,5.16,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.72,1.72,1.15,4.01,0.0,77.96,4.59,21.78,42.42,13.76,0.0,77.96,1.15,0.57,40.7,0.57,0.0,0.0,1.72,0.0,45.29,5.16,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,3.44,1.72,0.0,1.72,1.72,13.76,0.57,1.15,0.0,0.0,100.0,85.6,96.63,81.59,80.1,0.0,49.57
Filippo Oliana,it ITA,DF,25,1999,21,15,1467,0.06,0.01,0.25,0.06,0.0,0.0,0.37,0.0,45.03,54.29,13.25,14.97,26.75,30.49,4.36,6.81,0.0,0.0,0.02,0.06,2.09,0.25,0.06,2.82,0.8,2.82,0.31,2.02,1.17,1.35,0.55,0.12,0.55,0.98,0.43,1.53,0.92,4.85,0.0,65.83,7.73,34.66,28.4,3.31,0.25,65.83,0.43,0.18,36.81,0.8,0.67,0.06,0.61,0.18,39.2,0.31,0.37,0.0,0.0,1.41,0.31,0.0,0.0,0.0,0.0,2.76,2.02,2.39,4.42,0.8,4.23,0.37,0.61,1.72,5.0,45.7,82.94,88.51,87.73,64.02,57.33,41.86
Filippo Pittarello,it ITA,FW,27,1996,33,13,1493,0.12,0.17,2.11,0.84,0.0,0.0,1.69,0.0,10.13,14.95,6.69,8.56,2.59,3.74,0.36,0.42,0.0,0.08,0.05,0.66,0.42,0.12,0.0,0.6,1.57,0.6,6.51,0.24,0.18,0.06,0.06,0.12,0.12,0.96,0.84,0.3,0.06,0.72,0.06,26.58,1.02,2.11,10.07,14.95,4.7,26.58,1.81,0.9,20.38,1.57,1.27,0.84,4.4,2.35,24.96,6.51,0.36,0.0,0.0,2.95,4.58,0.54,0.0,0.0,0.0,2.77,2.17,2.77,4.94,6.75,15.19,1.69,5.67,0.3,-0.29,43.93,67.76,78.15,69.25,85.71,25.0,49.72
Filippo Ranocchia,it ITA,MF,23,2001,35,26,2330,0.04,0.09,1.82,0.58,0.0,0.0,5.25,0.5,33.26,48.48,11.24,13.36,14.64,18.5,6.57,13.87,0.31,0.32,0.36,2.47,5.1,1.62,0.7,6.3,2.55,6.3,2.2,1.35,0.93,0.81,0.39,0.15,0.46,1.2,0.73,1.2,0.66,2.28,0.08,60.76,2.51,12.21,29.12,20.43,1.31,60.76,2.67,1.08,30.36,2.55,1.66,0.46,1.55,1.08,35.19,2.2,0.08,0.0,0.0,1.85,1.47,0.04,0.0,0.04,0.0,4.48,1.24,1.16,2.39,2.63,13.25,5.76,4.09,1.39,-0.56,51.88,68.61,84.13,79.14,47.37,54.51,40.45
Filippo Romagna,it ITA,DF,27,1997,23,21,1869,0.0,0.02,0.29,0.05,0.0,0.0,0.39,0.0,50.27,55.76,18.06,19.26,27.78,29.47,3.52,5.59,0.0,0.0,0.03,0.05,2.89,0.29,0.1,3.37,0.14,3.37,0.0,0.67,0.48,0.58,0.1,0.0,0.19,0.24,0.05,1.01,1.06,5.68,0.05,65.73,9.44,30.14,33.13,2.6,0.82,65.73,0.1,0.05,34.43,0.14,0.29,0.0,0.29,0.05,40.55,0.0,0.14,0.0,0.0,0.39,0.87,0.0,0.0,0.0,0.0,4.53,2.36,1.54,3.9,0.34,3.52,0.39,1.2,0.67,-1.0,60.51,90.15,93.77,94.27,62.97,73.63,50.0
Filippo Sgarbi,it ITA,DF,26,1997,15,14,1212,0.0,0.03,0.3,0.07,0.0,0.0,1.11,0.0,23.47,35.2,10.1,11.66,9.5,13.59,3.79,8.47,0.0,0.09,0.04,0.59,3.49,0.52,0.22,4.08,0.82,4.08,1.41,2.15,1.56,1.41,0.67,0.07,0.89,1.04,0.15,2.15,0.52,5.27,0.0,47.08,4.75,20.2,21.39,6.01,0.74,47.08,0.37,0.07,18.42,0.82,0.82,0.07,0.45,0.15,21.09,1.41,0.22,0.07,0.0,1.26,1.49,0.0,0.0,0.0,0.0,2.97,1.19,0.67,1.86,0.59,7.72,1.11,1.56,2.45,-1.0,63.98,66.68,86.62,69.9,44.75,76.8,18.92
Finley Burns,eng ENG,MF,21,2003,9,4,311,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,28.94,35.31,11.58,13.31,13.89,16.21,3.18,4.34,0.0,0.0,0.0,0.0,2.03,0.0,0.0,1.45,0.0,1.45,0.29,1.45,1.16,0.58,0.87,0.0,0.58,1.16,0.58,1.16,2.6,4.63,0.0,46.59,8.1,25.76,17.07,4.05,0.29,46.59,0.0,0.0,19.1,0.0,0.0,0.0,0.58,0.0,21.13,0.29,0.29,0.0,0.0,1.74,0.29,0.0,0.0,0.0,0.0,3.47,2.32,1.74,4.05,0.58,2.03,0.29,0.29,1.74,0.0,57.28,81.96,87.0,85.69,73.27,66.67,0.0
Finn Azaz,ie IRL,MO,23,2000,45,43,3544,0.3,0.24,3.12,1.02,0.0,0.0,4.57,0.51,28.06,41.06,13.71,16.81,10.46,13.94,2.62,6.55,0.28,0.25,0.19,2.23,3.23,2.06,0.33,5.99,2.39,5.99,7.36,0.99,0.71,0.25,0.53,0.2,0.48,0.91,0.43,0.76,0.36,0.58,0.0,51.42,0.69,5.36,22.09,24.68,4.34,51.42,1.96,0.81,30.14,2.39,1.45,0.81,2.13,1.8,37.79,7.36,0.15,0.0,0.0,0.53,1.19,0.05,0.0,0.0,0.0,3.78,0.38,0.81,1.19,3.94,23.11,5.08,7.54,1.19,0.25,31.93,68.34,81.56,75.04,40.0,62.63,41.33
Finn Stam,nl NED,DF,21,2003,19,9,831,0.0,0.01,0.32,0.0,0.0,0.0,1.08,0.11,36.5,47.0,13.1,16.46,18.41,22.53,4.44,6.71,0.11,0.01,0.08,0.32,1.95,1.3,0.43,3.47,1.08,3.47,3.68,2.17,1.19,1.41,0.54,0.22,1.3,1.84,0.54,1.62,1.41,6.93,0.22,62.6,8.45,25.56,24.91,12.24,0.54,62.6,0.32,0.11,27.94,1.08,1.19,0.11,1.08,0.65,29.78,3.68,0.32,0.0,0.0,1.08,0.97,0.11,0.0,0.0,0.0,3.79,2.71,1.73,4.44,1.73,11.91,1.19,2.38,2.49,-1.0,61.04,77.66,79.59,81.71,66.17,62.09,34.38
Finn Stokkers,nl NED,FW,28,1996,19,3,442,0.61,0.57,2.44,1.22,0.0,0.0,2.65,1.02,17.51,25.86,11.0,14.05,5.29,7.13,0.2,0.81,0.41,0.14,0.16,1.02,1.22,0.0,0.0,1.63,1.43,1.63,8.96,0.41,0.2,0.0,0.41,0.0,0.0,0.61,0.61,0.61,1.22,1.02,0.0,39.1,1.02,4.07,15.07,20.36,5.9,39.1,0.61,0.0,22.4,1.43,1.02,0.41,3.26,2.24,30.14,8.96,0.2,0.0,0.0,1.43,1.02,1.63,0.0,0.0,0.0,3.05,3.87,3.26,7.13,5.5,20.97,3.67,6.31,0.2,0.07,54.28,67.71,78.29,74.19,24.69,19.61,0.0
Finn Surman,nz NZL,DF,21-299,2003,20,20,1775,0.0,0.04,0.35,0.1,0.0,0.0,0.51,0.05,46.14,50.75,14.1,15.06,28.34,29.76,3.55,5.12,0.0,0.01,0.01,0.05,2.59,0.0,0.0,2.23,0.05,2.23,0.1,1.17,0.76,0.96,0.15,0.05,0.51,0.81,0.3,1.32,0.76,7.45,0.1,62.57,10.09,35.19,26.47,0.96,0.51,62.57,0.1,0.0,35.39,0.05,0.05,0.0,0.25,0.15,42.14,0.1,0.05,0.0,0.0,0.35,0.41,0.0,0.0,0.0,0.0,2.59,2.13,0.96,3.09,0.41,2.48,0.56,0.51,1.27,-1.0,68.93,90.92,93.63,95.23,69.34,64.14,0.0
Flabián Londoño,co COL,FW,25-010,2000,6,2,177,0.0,0.1,1.02,0.51,0.0,0.0,0.51,0.0,8.64,11.19,5.59,7.12,3.05,3.56,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.02,0.51,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,25.42,1.53,2.03,13.73,10.68,1.53,25.42,2.54,1.02,18.31,1.02,1.02,0.0,7.63,0.51,18.31,6.1,0.0,0.0,0.0,2.03,2.03,0.0,0.0,0.0,0.0,1.02,1.02,4.07,5.08,8.14,13.73,0.51,1.53,0.0,-1.0,20.08,77.21,78.51,85.67,0.0,0.0,40.16
Flavio Alcedo,pe PER,DF,22-181,2003,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,47.0,5.0,6.0,28.0,31.0,7.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,54.0,6.0,33.0,20.0,2.0,0.0,54.0,0.0,0.0,33.0,1.0,1.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,85.11,83.33,90.32,70.0,50.0,0.0
Flavio Junior Bianchi,it ITA,FW,24,2000,23,5,630,0.57,0.34,3.0,0.71,0.0,0.0,2.43,0.0,14.43,22.0,8.43,10.86,4.71,7.57,0.71,1.29,0.0,0.06,0.06,1.0,1.71,0.86,0.0,1.71,3.14,1.71,6.71,1.71,0.86,0.57,0.71,0.43,0.71,2.0,1.29,0.57,0.14,0.86,0.0,37.71,0.43,5.14,13.57,20.29,5.86,37.71,3.71,1.43,22.43,3.14,2.0,1.43,2.86,0.57,26.57,6.71,0.29,0.0,0.0,1.0,1.71,0.29,0.0,0.0,0.0,4.57,1.0,3.0,4.0,3.43,18.29,2.43,8.14,1.57,0.68,25.0,65.59,77.62,62.22,55.04,42.32,38.54
Flavio Moya,cl CHI,MF,19-183,2006,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,45.0,15.0,30.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,15.0,30.0,30.0,0.0,0.0,60.0,0.0,0.0,30.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,50.0,100.0,0.0,0.0,0.0
Flavio Paoletti,it ITA,MO,21,2003,3,1,151,0.0,0.0,0.6,0.0,0.0,0.0,1.79,0.6,39.34,47.68,14.3,16.09,22.05,23.84,2.38,4.17,0.0,0.0,0.0,0.0,2.38,0.6,0.0,2.38,0.6,2.38,4.17,2.38,1.19,1.19,1.19,0.0,0.6,1.79,1.19,0.6,0.6,1.19,1.19,56.03,2.38,13.11,33.97,8.94,0.0,56.03,1.79,1.19,32.78,0.6,0.6,0.0,1.79,1.19,39.93,4.17,0.0,0.6,0.0,1.79,1.19,0.0,0.0,0.0,0.0,3.58,0.6,1.79,2.38,2.98,11.32,2.38,0.6,1.79,0.0,25.21,82.51,88.88,92.49,57.07,42.93,66.48
Flavio Russo,it ITA,MO,20,2004,21,6,637,0.28,0.27,2.68,1.13,0.0,0.0,1.84,0.42,16.81,22.46,11.16,14.27,3.11,4.1,0.85,0.85,0.14,0.08,0.06,0.57,0.28,0.71,0.14,1.98,0.99,1.98,7.06,0.42,0.42,0.0,0.28,0.14,0.0,0.14,0.14,0.28,0.14,0.28,0.0,33.91,0.42,2.26,13.85,17.8,5.23,33.91,0.99,0.14,19.5,0.99,0.42,0.99,4.8,0.71,26.99,7.06,0.28,0.0,0.0,1.13,1.98,0.57,0.0,0.0,0.0,1.98,2.68,6.08,8.76,5.51,17.1,2.26,7.06,0.42,0.04,30.59,74.84,78.21,75.85,100.0,75.0,14.14
Flavius Daniliuc,at AUT,DF,23,2001,3,3,265,0.34,0.14,1.7,0.68,0.0,0.0,3.4,0.34,55.36,62.83,34.64,36.34,16.3,18.68,2.72,5.09,0.0,0.1,0.07,1.7,2.72,0.34,0.0,3.74,2.72,3.74,3.06,2.72,1.7,1.02,1.36,0.34,2.38,3.06,0.68,0.34,0.68,1.02,0.0,68.6,2.72,22.75,32.26,15.96,2.04,68.6,1.36,0.68,35.66,2.72,3.4,0.34,0.68,0.34,50.6,3.06,0.34,0.0,0.0,0.68,0.34,0.0,0.0,0.0,0.0,5.09,1.02,2.72,3.74,1.02,12.57,3.74,2.72,4.08,1.43,27.27,88.11,95.32,87.26,53.44,70.59,50.0
Florentino Luís,pt POR,MF,24,1999,26,24,1969,0.09,0.06,0.32,0.14,0.0,0.0,1.55,0.18,44.75,51.38,19.93,21.85,18.51,20.43,5.07,6.35,0.05,0.03,0.04,0.5,4.94,0.55,0.09,5.8,0.69,5.8,0.73,3.75,2.15,1.19,2.01,0.55,1.65,2.79,1.14,1.51,2.38,1.42,0.18,63.35,2.83,14.9,38.67,10.28,0.46,63.35,1.05,0.55,34.42,0.69,1.19,0.0,0.96,0.55,39.26,0.73,0.32,0.0,0.0,1.65,0.64,0.05,0.0,0.0,0.0,5.67,1.23,1.37,2.61,1.51,7.95,1.74,1.1,3.79,0.5,47.13,87.1,91.21,90.6,79.84,58.1,52.38
Florian Bianchini,fr FRA,FW,23,2001,36,8,1103,0.24,0.36,1.47,0.73,0.0,0.0,1.14,0.0,13.95,19.58,7.43,9.71,4.73,6.36,1.39,2.2,0.0,0.09,0.1,0.73,1.06,0.41,0.24,1.39,0.98,1.39,4.49,1.39,0.98,0.65,0.65,0.08,0.41,1.39,0.98,1.31,0.16,0.73,0.0,29.95,0.9,4.41,13.79,11.91,3.35,29.95,0.82,0.16,14.36,0.98,0.33,0.33,2.69,1.22,17.71,4.49,0.16,0.0,0.0,1.8,0.98,0.98,0.0,0.0,0.0,2.37,2.53,3.35,5.87,3.92,11.34,1.14,4.32,1.39,-0.33,43.1,71.25,76.52,74.37,63.18,50.0,19.51
Florian Krüger,de GER,FW,25,1999,6,1,128,0.0,0.14,1.41,0.7,0.0,0.0,0.7,0.0,15.47,18.98,7.73,8.44,6.33,8.44,0.7,0.7,0.0,0.0,0.07,0.7,0.0,0.7,0.0,2.11,0.0,2.11,7.03,0.7,0.0,0.0,0.0,0.7,0.7,2.11,1.41,1.41,0.0,0.7,0.0,27.42,0.7,5.62,10.55,11.25,2.81,27.42,0.0,0.0,18.28,0.0,1.41,0.0,0.7,0.7,19.69,7.03,0.0,0.0,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.7,0.0,2.11,2.11,1.41,16.17,0.7,3.52,0.7,-1.0,0.0,81.51,91.59,75.0,100.0,24.91,0.0
Flávio Nazinho,pt POR,DF,21,2003,22,11,1172,0.08,0.05,1.15,0.23,0.0,0.0,4.07,0.54,32.87,54.37,13.82,19.2,14.51,23.19,3.99,9.06,0.31,0.31,0.32,2.23,3.61,1.92,0.84,5.53,2.15,5.53,4.45,2.76,1.69,1.38,1.0,0.38,1.69,2.46,0.77,1.77,1.69,3.15,0.15,70.03,2.69,13.52,31.02,26.49,1.84,70.03,2.0,1.15,31.41,2.15,2.61,0.54,2.15,0.92,27.18,4.45,0.46,0.0,0.0,1.46,0.77,0.0,0.0,0.0,0.0,5.3,1.46,2.15,3.61,3.07,16.59,4.61,5.15,3.38,0.6,40.44,60.46,71.98,62.57,44.04,64.75,57.5
Fofin Turay,nl NED,MF,20,2004,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forster Ajago,gh GHA,FW,23-337,2001,6,3,259,0.35,0.21,1.39,1.04,0.0,0.0,1.39,0.35,6.95,9.03,3.47,4.86,2.43,2.43,0.0,0.0,0.0,0.03,0.0,1.04,0.35,0.0,0.0,0.35,0.35,0.35,5.21,1.74,1.04,0.69,0.69,0.35,0.35,0.69,0.35,0.69,0.0,1.04,0.0,21.2,1.39,3.13,9.03,9.38,3.13,21.2,1.74,0.35,12.51,0.35,0.35,0.69,3.82,1.39,13.9,5.21,0.69,0.0,0.0,2.43,1.39,1.39,0.0,0.0,0.0,0.0,1.04,6.25,7.3,5.21,11.12,1.74,3.82,1.39,0.67,14.25,76.97,71.4,100.0,0.0,57.2,20.11
Fran Navarro,es ESP,FW,26,1998,14,11,760,0.47,0.4,1.42,0.83,0.12,0.12,0.83,0.12,9.12,12.55,6.16,7.58,2.37,3.2,0.0,0.0,0.0,0.02,0.04,0.47,0.47,0.12,0.0,0.83,0.24,0.83,3.79,0.59,0.24,0.0,0.24,0.36,0.36,0.59,0.24,0.59,0.12,0.36,0.0,21.08,0.36,1.89,9.36,9.95,3.2,20.96,0.59,0.0,12.55,0.24,0.47,0.12,2.49,1.3,14.57,3.79,0.12,0.0,0.0,2.13,1.54,1.3,0.12,0.0,0.0,1.54,0.83,2.13,2.96,3.79,8.64,0.95,3.43,0.59,0.17,28.04,72.67,81.27,74.06,0.0,50.85,0.0
Fran Villalba,es ESP,MO,26,1998,25,17,1284,0.07,0.1,0.84,0.21,0.0,0.0,4.35,0.35,29.02,37.71,12.83,14.44,11.0,13.6,4.49,7.57,0.21,0.18,0.16,2.31,4.84,1.75,0.56,5.12,1.89,5.12,3.64,0.49,0.42,0.07,0.35,0.07,0.07,1.19,1.12,0.91,0.63,0.84,0.0,44.16,0.7,4.91,25.3,14.37,0.77,44.16,1.54,0.84,29.72,1.89,1.54,0.0,0.98,0.91,33.57,3.64,0.07,0.0,0.0,0.63,1.26,0.0,0.0,0.0,0.0,3.29,0.21,0.42,0.63,1.89,14.3,4.7,3.08,0.49,-0.3,33.33,76.96,88.85,80.88,59.31,29.17,54.55
Francesco Amatucci,it ITA,MF,23,2001,37,31,2808,0.03,0.07,0.9,0.35,0.0,0.0,1.19,0.06,20.8,27.92,10.26,12.76,8.62,10.64,1.25,2.44,0.0,0.04,0.04,0.54,2.28,0.35,0.1,2.44,1.12,2.44,1.96,1.99,1.31,0.61,0.99,0.38,0.99,2.28,1.28,1.28,1.15,1.7,0.0,38.49,1.76,7.82,21.15,10.0,2.21,38.49,0.93,0.32,17.08,1.12,0.77,0.13,1.22,0.83,19.81,1.96,0.26,0.0,0.0,1.31,0.71,0.06,0.0,0.0,0.0,3.88,1.19,1.6,2.79,2.05,7.47,1.25,2.79,2.31,-0.57,42.65,74.5,80.41,81.02,51.23,53.86,34.41
Francesco Bardi,it ITA,GK,32,1992,36,36,3240,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,16.92,25.67,3.86,3.86,7.56,7.67,5.25,13.83,0.0,0.0,0.0,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.44,0.11,28.22,24.06,28.03,0.19,0.0,0.0,28.22,0.0,0.0,12.86,0.0,0.0,0.0,0.03,0.0,10.0,0.0,0.17,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.03,0.36,0.14,0.06,0.19,0.03,0.0,0.03,0.0,0.0,0.0,73.68,65.91,100.0,98.57,37.96,0.0,0.0
Francesco Cassata,it ITA,MF,27,1997,28,14,1309,0.0,0.04,1.03,0.14,0.0,0.0,3.44,0.28,23.31,30.87,11.89,13.06,8.04,11.34,1.93,3.85,0.07,0.11,0.12,1.58,2.13,1.58,0.83,4.33,2.27,4.33,3.71,1.79,1.44,0.62,0.96,0.21,0.55,1.72,1.17,0.96,0.14,1.1,0.0,41.32,1.24,6.05,19.73,16.71,1.86,41.32,2.34,1.17,21.86,2.27,1.65,0.48,2.13,1.99,24.82,3.71,0.55,0.07,0.07,3.44,1.79,0.0,0.0,0.0,0.0,4.26,1.24,1.38,2.61,4.13,14.03,3.71,4.74,1.99,-1.0,47.51,75.51,91.04,70.9,50.13,56.7,50.0
Francesco Corriere,it ITA,GK,18,2006,1,0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.89,42.13,1.91,1.91,3.83,3.83,19.15,36.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.21,32.55,40.21,0.0,0.0,0.0,40.21,0.0,0.0,19.15,0.0,0.0,0.0,0.0,0.0,15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.08,100.0,100.0,52.64,0.0,0.0
Francesco D'Alessio,it ITA,MF,20,2004,24,18,1571,0.0,0.01,0.34,0.11,0.0,0.0,1.43,0.17,18.39,26.7,10.43,12.6,6.07,8.77,1.37,3.21,0.11,0.06,0.05,0.74,2.35,0.34,0.11,2.92,1.43,2.92,2.92,3.09,2.01,1.55,1.2,0.34,1.95,3.38,1.43,1.6,0.74,4.07,0.0,39.93,3.61,12.78,16.38,11.4,0.69,39.93,1.09,0.63,17.7,1.43,0.97,0.11,1.2,0.74,20.51,2.92,0.11,0.0,0.0,1.37,1.89,0.06,0.0,0.0,0.0,4.07,0.97,1.66,2.64,1.95,10.2,1.6,1.26,3.95,-1.0,36.74,68.88,82.78,69.21,42.68,61.21,57.8
Francesco Di Mariano,it ITA,MO,28,1996,20,11,990,0.09,0.11,1.45,0.27,0.0,0.0,3.18,0.18,21.82,29.64,11.73,13.45,7.55,10.18,1.82,4.45,0.0,0.14,0.14,1.55,0.91,1.82,1.09,2.45,2.55,2.45,6.36,0.55,0.45,0.55,0.0,0.0,0.27,1.18,0.91,0.73,1.09,1.09,0.09,39.36,1.45,8.09,15.0,17.18,1.91,39.36,1.91,0.64,25.09,2.55,1.45,0.27,1.64,0.64,28.18,6.36,0.18,0.0,0.0,1.55,3.27,0.18,0.0,0.0,0.0,3.82,0.36,0.73,1.09,2.27,17.73,3.36,5.09,0.73,-0.18,33.03,73.62,87.21,74.17,40.9,41.62,33.51
Francesco Esposito,it ITA,FW,19,2005,35,33,2767,0.55,0.55,3.71,1.2,0.03,0.07,3.77,0.2,16.13,23.65,9.76,13.24,3.51,5.2,0.62,1.07,0.07,0.14,0.11,1.5,1.24,1.17,0.0,2.8,0.85,2.8,8.23,0.42,0.23,0.03,0.23,0.16,0.26,0.59,0.33,0.59,0.03,0.81,0.0,35.94,0.81,1.33,12.0,22.87,7.42,35.88,0.98,0.36,18.64,0.85,0.65,0.49,3.55,1.24,29.18,8.23,0.23,0.0,0.0,1.59,2.31,0.2,0.0,0.0,0.0,1.76,4.81,4.16,8.98,4.78,20.1,3.97,9.07,0.49,0.0,53.56,68.2,73.72,67.5,57.94,48.51,36.73
