Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won
Arthur Chaves,br BRA,DF,23,2001,32,29,2607,1,1.1,14,5,0,0,27,2,1185,1426,465,507,621,688,65,157,0,0.1,0.5,5,80,2,1,72,10,72,16,71,50,41,26,4,37,73,36,56,48,160,3,1833,198,825,902,121,25,1833,12,3,889,10,17,0,17,12,1118,16,10,0,0,46,22,1,0,0,0,119,76,70,146,29,114,29,28,87
Arthur Desmas,fr FRA,GK,30,1994,18,18,1620,0,0.0,0,0,0,0,3,0,411,522,83,83,228,231,99,205,0,0.0,0.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,1,561,458,556,5,0,0,561,0,0,296,0,0,0,2,0,254,0,2,0,0,1,6,0,0,1,0,12,2,0,2,2,0,3,0,0
Arthur Masuaku,cd COD,DF,30,1993,7,7,600,1,0.2,4,4,0,0,8,0,349,429,173,190,146,174,27,51,0,0.3,0.4,4,31,3,1,27,18,27,11,16,5,12,3,1,9,16,7,11,7,11,0,506,22,164,239,109,5,506,19,12,274,18,11,4,9,11,322,11,4,0,0,4,3,0,0,0,0,38,10,4,14,20,67,8,13,14
Arthur Melo,br BRA,MF,27,1996,15,10,941,0,0.2,6,1,0,0,15,1,668,723,256,270,341,361,61,74,0,0.2,0.6,5,70,4,1,70,24,70,17,25,11,8,12,5,14,27,13,5,8,12,1,806,31,174,488,150,2,806,14,8,539,24,18,0,10,9,625,17,2,0,0,16,27,0,0,0,0,49,0,3,3,19,128,16,7,25
Arthur Theate,be BEL,DF,24,2000,41,41,3593,0,3.0,47,11,0,0,57,8,2095,2519,897,966,972,1116,187,351,0,1.4,2.3,16,240,31,5,241,65,241,48,56,40,31,22,3,33,62,29,54,54,222,4,2996,306,1195,1503,322,44,2996,15,10,1805,65,46,2,24,13,1910,48,7,1,1,21,29,1,0,0,0,170,80,56,136,37,402,65,82,73
Arthur Vermeeren,be BEL,MF,19,2005,35,22,1908,0,0.4,4,1,0,0,33,2,1022,1192,530,595,422,470,39,57,2,0.9,1.4000000000000001,13,94,9,0,96,17,96,24,38,21,18,15,5,17,56,39,41,28,29,3,1377,57,331,815,245,9,1377,16,7,697,17,16,1,23,13,938,24,7,0,0,24,1,1,0,0,0,116,9,21,30,36,161,35,19,38
Artur Gajdoš,sk SVK,MF,20,2004,4,0,19,0,0.1,1,1,0,0,3,0,17,20,6,7,9,9,2,3,0,0.1,0.1,2,2,0,0,3,0,3,0,1,1,1,0,0,1,1,0,0,0,0,0,21,0,5,7,9,1,21,1,1,12,0,0,0,0,0,10,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,3,3,1,2
Artur Jędrzejczyk,pl POL,DF,36,1987,5,1,165,0,0.0,0,0,0,0,4,0,70,90,25,34,40,43,4,11,0,0.0,0.1,2,4,2,2,6,0,6,1,1,1,1,0,0,0,0,0,1,3,14,1,113,16,57,38,18,4,113,0,0,48,0,0,0,2,0,49,1,2,1,1,4,0,0,0,0,0,5,11,1,12,2,8,4,8,1
Arturo Rodríguez,es ESP,FW,17,2006,1,0,21,0,0.0,0,0,0,0,0,0,5,7,4,4,1,2,0,0,0,0.0,0.0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,8,2,11,1,0,7,1,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,0,3,0
Arvid Brorsson,se SWE,DF,25,1999,6,3,362,0,0.0,0,0,0,0,1,0,224,247,74,81,135,142,12,20,0,0.0,0.0,0,5,0,0,9,1,9,1,4,3,2,2,0,2,5,3,9,2,35,1,303,56,201,93,10,0,303,1,1,185,1,1,0,1,1,202,1,0,0,0,1,4,0,0,0,0,14,7,6,13,2,12,1,0,5
Asger Sørensen,dk DEN,DF,28,1996,4,4,360,0,0.0,0,0,0,0,4,0,135,169,64,72,54,60,14,31,0,0.0,0.1,1,6,0,0,13,1,13,1,1,0,0,0,1,1,3,2,7,1,19,1,202,29,111,76,17,8,202,0,0,116,1,3,0,0,0,124,1,1,0,0,3,0,0,0,0,0,11,6,6,12,0,16,4,8,1
Ash Baker,wls WAL,DF,27,1996,2,2,78,0,0.1,2,0,0,0,0,0,16,25,12,14,4,9,0,2,0,0.0,0.0,0,0,0,0,0,1,0,0,2,1,1,1,0,1,1,0,2,1,3,0,36,6,19,12,5,2,36,0,0,14,1,0,0,0,0,15,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,1,0,2,2
Asher Agbinone,eng ENG,MF,18,2005,2,0,6,0,0.0,1,0,0,0,1,0,2,3,1,1,1,2,0,0,0,0.0,0.0,1,0,0,0,0,2,0,1,2,1,0,2,0,0,0,0,0,0,0,0,8,0,0,2,6,0,8,2,0,5,2,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,1
Ashley Young,eng ENG,DF,39,1985,32,19,1875,1,0.3,6,3,0,0,47,6,708,999,337,380,272,357,92,214,3,2.3,2.9,26,78,25,14,90,24,90,32,58,33,25,25,8,35,57,22,14,25,64,2,1194,61,369,528,305,9,1194,20,7,487,24,26,1,11,1,618,32,7,1,0,30,22,0,0,0,0,75,10,11,21,12,178,53,49,68
Asier Villalibre,es ESP,FW,26,1997,16,2,333,1,1.6,8,1,1,1,7,1,44,69,29,39,12,23,3,4,1,1.0,0.3,1,3,4,0,7,4,7,18,2,2,0,1,1,1,2,1,1,1,7,0,116,6,8,57,52,22,115,12,2,55,4,3,3,9,5,75,18,2,0,0,11,7,2,0,0,0,7,22,12,34,14,47,8,29,3
Aslak Witry,no NOR,DF,28,1996,6,5,457,0,0.0,1,0,0,0,11,0,195,248,99,113,76,94,15,31,0,0.8,0.6,10,6,4,4,6,4,6,7,13,9,5,8,0,9,18,9,9,5,17,0,303,32,142,131,36,4,303,2,1,152,4,1,0,4,2,149,7,0,0,0,4,4,0,0,0,0,30,4,8,12,6,24,11,12,18
Assan Ouedraogo,de GER,MF,18,2006,5,0,74,0,0.30000000000000004,2,0,0,0,0,0,18,26,9,11,9,13,0,0,0,0.0,0.0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,2,0,0,0,43,0,10,21,14,5,43,7,1,29,2,0,3,3,7,35,3,0,0,0,1,3,0,0,0,0,7,1,0,1,10,9,0,8,0
Assane Diao,sn SEN,FW,18,2005,31,20,1879,9,5.5,48,15,0,0,50,7,386,493,246,284,109,129,10,17,4,2.5,1.7,20,19,16,1,44,80,44,191,40,25,13,15,12,21,47,26,18,7,26,0,837,24,99,297,452,95,837,100,26,574,80,49,38,77,45,616,191,2,0,0,31,68,9,0,0,0,73,35,46,81,122,506,57,150,46
Assane Dioussé,sn SEN,MF,26,1997,17,7,663,0,0.1,3,2,0,0,13,1,320,357,149,161,115,126,48,55,0,0.2,0.1,2,21,0,0,33,1,33,6,15,7,9,5,1,5,14,9,6,12,15,0,431,19,115,271,52,4,431,6,2,276,1,5,1,6,4,281,6,1,0,0,18,11,0,0,0,0,41,1,3,4,10,46,14,5,12
Aster Vranckx,be BEL,MF,21,2002,14,6,556,0,0.0,0,0,0,0,6,1,166,202,84,93,65,73,12,18,0,0.0,0.4,1,16,2,0,20,5,20,6,11,6,3,8,0,3,9,6,14,10,13,0,276,30,94,149,37,4,276,6,5,123,5,2,0,13,5,144,6,1,0,0,12,11,0,0,0,0,22,7,14,21,18,37,7,6,9
Atakan Karazor,0,MF,27,1996,39,38,3171,2,2.4,17,7,0,0,59,7,2030,2320,1174,1282,696,769,88,135,4,3.0,3.3,25,187,26,0,177,21,177,39,75,34,23,39,13,37,73,36,43,37,63,2,2643,104,508,1690,461,32,2643,28,17,1457,21,41,1,35,18,1794,39,11,1,1,48,72,2,0,0,0,215,68,45,113,53,276,66,59,71
Ato Ampah,eng ENG,FW,18,2006,1,0,45,0,0.0,1,1,0,0,1,0,12,18,8,12,2,3,0,1,0,0.0,0.0,1,0,0,0,1,4,1,5,2,1,0,0,2,2,2,0,0,0,0,0,26,0,1,6,19,2,26,3,1,20,4,3,1,0,0,20,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,1,3,3
Atomu Tanaka,jp JPN,MO,36,1987,4,0,54,0,0.1,2,0,0,0,2,1,26,34,11,15,11,12,4,7,0,0.1,0.0,1,2,1,1,6,1,6,5,4,4,0,4,0,0,3,3,1,1,0,0,45,0,7,23,15,0,45,0,0,24,1,1,0,1,0,21,5,0,0,0,1,4,0,0,0,0,8,1,0,1,1,17,3,2,4
Atsuki Ito,jp JPN,MF,25,1998,8,7,605,0,0.6,11,1,0,0,17,3,237,285,106,118,111,129,14,24,0,1.3,0.6,8,26,6,1,35,6,35,10,20,9,10,7,3,11,25,14,13,7,19,0,375,23,90,201,88,7,375,7,4,164,6,10,1,12,3,228,10,0,0,0,17,5,1,0,0,0,26,7,3,10,15,61,20,15,20
August Mikkelsen,no NOR,FW,23,2000,2,1,73,0,0.2,3,1,0,0,5,0,11,12,5,6,4,4,2,2,0,0.0,0.2,0,2,2,0,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,10,7,3,17,3,3,12,2,0,0,1,1,12,4,0,0,0,1,3,2,0,0,0,4,0,0,0,2,13,5,5,0
August Priske,dk DEN,FW,20,2004,10,4,496,1,1.1,11,3,0,0,15,1,73,103,50,60,16,26,1,3,1,0.6,1.5,4,3,4,0,8,7,8,26,5,3,2,2,1,3,6,3,4,0,6,0,168,10,26,71,73,19,168,12,3,89,7,9,3,14,7,103,26,0,0,0,13,5,4,0,0,0,16,10,11,21,21,67,16,26,6
Augustine Boakye,gh GHA,MO,23,2000,17,8,733,3,1.8,24,9,0,0,35,1,192,256,115,144,53,67,10,15,0,0.9,1.0,13,14,11,0,35,25,35,60,7,3,3,4,0,3,11,8,5,6,4,0,349,6,32,130,191,29,349,24,13,194,25,20,9,18,25,251,60,5,0,0,19,7,3,0,0,0,27,5,14,19,43,180,36,49,6
Augusto Batalla,ar ARG,GK,28,1996,32,32,2880,0,0.0,0,0,0,0,7,0,784,1177,121,122,397,403,265,645,0,0.0,0.1,1,25,1,0,2,0,2,0,4,2,4,0,0,4,6,2,0,0,15,4,1260,1034,1245,15,0,0,1260,6,6,769,0,0,0,1,0,628,0,6,0,0,1,6,0,0,0,0,49,9,0,9,1,2,7,1,6
Aurele Amenda,ch SUI,DF,21,2003,12,2,208,0,0.0,0,0,0,0,4,0,141,161,56,60,72,78,12,16,0,0.3,0.3,1,9,0,0,12,2,12,2,2,0,2,0,0,1,1,0,4,2,19,0,195,23,87,99,11,1,195,2,1,115,2,2,0,1,0,116,2,1,0,0,6,2,0,0,0,0,13,16,6,22,1,18,4,1,1
Aurélien Nguiamba,fr FRA,MF,25,1999,4,2,197,0,0.0,0,0,0,0,5,0,70,81,34,37,27,30,6,8,0,0.1,0.3,2,6,3,0,9,0,9,0,3,0,2,1,0,2,2,0,2,2,8,0,110,6,29,64,18,0,110,3,1,62,0,3,0,2,3,69,0,3,0,0,4,1,0,0,0,0,11,3,2,5,5,9,5,3,2
Aurélien Tchouaméni,fr FRA,MF,24,2000,43,41,3486,0,1.9,26,5,0,0,48,0,2376,2565,995,1044,1185,1249,168,222,0,0.8,1.3,11,209,13,1,202,24,202,15,70,36,36,27,7,29,50,21,50,59,109,1,2948,276,1035,1651,277,32,2948,21,14,1884,24,24,1,25,9,2153,15,8,0,0,33,29,0,0,2,0,180,77,35,112,34,256,48,47,65
Aurélio Buta,pt POR,DF,27,1997,27,24,1970,0,0.3,8,1,0,0,31,4,819,991,449,504,309,370,36,64,1,0.8,1.4,10,56,12,4,83,28,83,64,37,24,22,11,4,21,42,21,19,22,59,0,1195,69,348,559,299,14,1195,22,9,546,28,21,4,28,7,672,64,5,0,0,32,27,3,0,1,0,69,12,15,27,35,239,35,34,45
Auston Trusty,us USA,DF,25,1998,10,9,816,0,0.2,2,0,0,0,5,0,662,695,224,230,402,415,34,44,0,0.1,0.3,1,46,1,0,35,4,35,1,22,11,17,5,0,10,13,3,11,9,50,0,809,118,439,357,15,6,809,3,0,537,4,1,0,2,2,618,1,0,0,0,7,5,2,0,1,0,26,18,21,39,4,41,5,7,21
Avishay Cohen,il ISR,DF,29,1995,1,0,19,0,0.0,0,0,0,0,2,0,15,22,8,10,6,7,1,3,0,0.0,0.0,1,2,0,0,2,0,2,2,2,1,0,1,1,1,2,1,1,1,0,1,27,0,7,11,9,1,27,0,0,14,0,1,0,1,0,16,2,0,0,0,0,0,0,0,0,0,1,1,2,3,1,6,2,1,2
Axel Camblan,fr FRA,MO,20,2003,2,0,26,0,0.0,1,0,0,0,0,0,3,7,2,5,1,2,0,0,0,0.0,0.0,0,1,0,0,2,2,2,1,1,1,0,0,1,1,2,1,1,0,0,0,10,0,0,3,7,3,10,0,0,5,2,0,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,5,2
Axel Disasi,fr FRA,DF,26,1998,22,16,1488,2,0.9999999999999999,8,3,0,0,21,3,1002,1109,475,502,475,515,41,60,2,0.9,0.5,11,59,7,0,55,19,55,10,26,13,19,3,4,17,30,13,15,17,45,1,1258,80,455,678,134,18,1258,26,13,809,19,16,2,6,11,931,10,5,0,0,16,6,2,0,0,0,57,22,13,35,17,94,24,27,30
Axel Gueguin,fr FRA,FW,19,2005,1,0,23,0,0.0,0,0,0,0,0,0,5,6,3,3,2,2,0,0,0,0.0,0.1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,9,0,2,3,4,1,9,1,0,2,0,0,0,1,0,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,1,2
Axel Tapé,fr FRA,MF,16,2007,2,2,180,0,0.0,1,0,0,0,1,0,142,151,36,37,101,105,4,6,0,0.0,0.0,1,6,0,0,5,1,5,1,3,1,1,2,0,2,2,0,2,1,5,0,174,11,58,107,12,0,174,3,1,129,1,2,0,5,2,143,1,1,0,0,2,3,0,0,0,0,11,1,4,5,7,8,1,0,3
Axel Tuanzebe,cd COD,DF,26,1997,22,20,1710,0,0.2,4,0,0,0,19,2,682,814,380,416,260,314,28,49,1,0.3,0.3,5,63,6,1,61,10,61,15,31,19,21,4,6,17,26,9,21,23,56,1,971,97,407,426,145,8,971,10,4,402,10,7,1,11,1,516,15,5,1,1,17,12,0,0,0,1,49,22,18,40,12,101,21,16,36
Axel Witsel,be BEL,DF,35,1989,18,12,1123,0,0.0,1,0,0,0,5,2,640,706,242,265,348,377,43,51,1,0.5,0.7999999999999999,2,20,0,0,28,2,28,1,19,14,6,10,3,13,17,4,24,14,43,1,833,100,411,405,19,6,833,3,1,534,2,3,1,10,0,541,1,2,0,0,7,6,1,0,0,0,42,27,19,46,10,32,7,7,27
Ayanda Sishuba,be BEL,FW,19,2005,1,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ayase Ueda,jp JPN,FW,25,1998,8,4,384,2,1.7,5,2,0,1,1,0,38,52,20,24,16,21,1,2,0,0.0,0.0,0,1,0,0,3,4,3,14,0,0,0,0,0,0,3,3,1,0,2,0,74,2,7,43,26,12,73,2,1,48,4,1,4,6,4,62,14,0,0,0,2,5,2,0,0,0,6,4,14,18,10,35,1,16,0
Ayden Heaven,eng ENG,DF,17,2006,5,3,260,0,0.1,2,0,0,0,5,0,132,155,48,54,77,85,6,11,0,0.0,0.0,1,6,0,0,8,1,8,1,7,4,4,3,0,4,4,0,2,6,13,0,198,40,112,77,11,2,198,4,2,134,1,1,0,5,1,137,1,1,0,0,4,5,0,0,0,0,12,2,3,5,6,11,5,2,8
Ayman Aiki,fr FRA,MO,19,2005,5,1,127,0,0.1,3,1,0,0,1,0,17,29,12,17,4,7,1,3,0,0.0,0.0,1,2,1,0,5,4,5,8,3,3,1,2,0,1,1,0,1,1,0,0,48,1,10,20,19,2,48,4,0,33,4,2,1,5,7,37,8,0,0,0,4,1,0,0,0,0,7,1,4,5,12,25,1,4,4
Ayman Azhil,ma MAR,MF,23,2001,2,0,26,0,0.0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,1,1,2,1,2,0,0,1,2,1,0,0,0,0,10,0,3,4,3,0,10,1,0,4,0,0,0,1,1,5,1,1,0,0,2,0,1,0,0,0,2,0,0,0,2,3,0,0,2
Ayman El Wafi,ma MAR,MF,20,2004,5,1,126,0,0.1,1,0,0,0,2,1,42,46,10,11,25,27,7,8,0,0.0,0.0,0,3,0,0,2,0,2,0,2,1,2,0,0,1,1,0,3,2,7,0,63,13,45,15,3,1,63,1,0,27,0,0,0,0,1,37,0,0,0,0,2,0,0,0,0,0,5,1,3,4,1,2,3,1,2
Aymen Barkok,ma MAR,MF,26,1998,4,0,73,0,0.0,0,0,0,0,2,0,26,37,14,17,6,9,4,5,0,0.1,0.3,1,7,3,1,5,2,5,6,2,1,1,1,0,1,1,0,1,2,0,0,47,2,9,22,17,1,47,3,0,22,2,0,0,0,0,29,6,0,0,0,2,1,0,0,0,0,4,2,5,7,0,19,2,5,2
Aymen Sliti,nl NED,FW,18,2006,1,1,62,0,0.1,1,1,0,0,1,0,10,12,6,7,4,5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,16,1,3,6,7,1,16,1,0,10,0,0,0,2,0,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,1,1,0
Ayoub El Kaabi,ma MAR,FW,31,1993,8,8,699,7,6.1,25,12,0,2,11,0,99,149,61,84,32,41,0,2,0,0.4,0.3,7,8,4,0,10,2,10,31,4,2,1,1,2,1,6,5,0,0,3,0,220,4,11,96,115,36,218,7,2,100,2,0,1,16,5,154,31,1,0,0,8,2,14,1,0,0,18,22,36,58,21,74,11,41,3
Ayoze Pérez,es ESP,FW,31,1993,30,22,1970,19,12.7,75,31,0,0,72,5,314,414,143,175,138,166,19,30,2,3.0,1.9,32,37,21,5,73,59,73,124,27,14,5,18,4,6,24,18,17,8,15,0,705,7,66,296,355,136,705,78,34,429,59,31,33,62,34,514,124,4,0,0,22,39,6,0,0,0,56,13,32,45,96,380,77,195,20
Ayyoub Bouaddi,fr FRA,MF,16,2007,33,18,1773,0,0.2,5,2,0,0,21,4,750,846,322,360,348,370,58,64,2,1.2,1.4,8,60,3,0,59,15,59,34,60,35,27,22,11,23,40,17,20,19,21,4,1074,55,256,583,244,17,1074,40,19,645,15,14,4,48,22,727,34,3,0,0,32,12,0,0,0,0,90,12,13,25,70,142,25,24,58
Azor Matusiwa,nl NED,MF,26,1998,29,23,2078,1,1.2,11,2,0,0,46,6,975,1119,477,543,407,447,78,88,3,1.8,1.6,17,109,18,1,134,19,134,26,64,39,32,30,2,32,43,11,29,34,52,0,1358,74,326,811,231,15,1358,22,17,619,19,17,3,22,17,818,26,3,0,0,29,32,0,0,1,0,134,28,18,46,39,205,52,37,71
Azzedine Ounahi,ma MAR,MF,24,2000,9,6,554,0,0.5,13,2,0,0,15,5,337,394,197,214,96,109,20,32,1,0.8,1.2,6,45,10,0,54,19,54,30,14,6,5,6,3,5,9,4,5,8,1,0,474,9,74,243,163,19,474,27,14,352,19,26,7,9,12,373,30,1,0,0,5,14,0,1,0,0,32,2,1,3,21,133,20,36,11
Aïssa Mandi,dz ALG,DF,32,1991,29,24,2052,0,0.3,6,2,0,0,24,2,1223,1385,396,434,669,718,146,194,0,0.5,1.2,6,113,6,2,87,14,87,22,38,20,15,19,4,17,24,7,28,17,58,0,1562,114,541,849,172,22,1562,4,3,832,14,14,0,10,6,1089,22,6,1,1,14,11,2,0,0,0,74,14,24,38,16,145,26,30,37
Baba Alhassan,gh GHA,MO,24,2000,9,3,369,0,0.3,2,2,0,0,7,0,121,144,79,89,35,40,4,6,0,0.2,0.3,3,6,2,0,10,2,10,2,9,4,5,4,0,7,11,4,3,13,9,2,203,13,71,112,22,2,203,12,5,105,2,3,1,9,6,117,2,2,0,0,8,5,0,0,0,0,36,5,3,8,15,16,7,5,11
Baba Rahman,gh GHA,DF,30,1994,10,9,835,1,0.7,6,2,0,0,12,0,400,493,201,222,169,199,23,36,0,0.6,0.5,6,36,10,2,36,20,36,33,27,17,16,5,6,12,20,8,15,9,18,1,609,33,158,302,157,17,609,21,9,308,20,16,1,15,14,347,33,0,0,0,5,11,0,0,0,1,46,10,14,24,29,122,12,30,29
Badavi Huseynov,az AZE,DF,33,1991,5,4,383,0,0.0,1,0,0,0,2,0,221,245,52,55,147,152,22,36,0,0.3,0.0,1,10,0,0,14,0,14,0,13,10,7,6,0,8,12,4,3,7,18,0,293,31,154,139,5,1,293,0,0,172,0,0,0,0,0,190,0,1,0,0,2,2,0,0,0,0,20,4,3,7,0,14,2,1,18
Badredine Bouanani,dz ALG,MO,19,2004,34,17,1637,5,3.9000000000000004,47,21,1,1,76,13,518,667,303,348,153,196,34,53,3,3.2,3.2,30,37,24,5,73,66,73,137,20,11,7,8,5,12,26,14,22,16,5,0,890,7,84,355,465,66,889,55,19,582,66,41,20,42,34,669,137,2,0,0,16,29,3,0,0,0,71,3,19,22,76,413,89,115,23
Bafodé Diakité,fr FRA,DF,23,2001,41,40,3621,4,2.3,16,7,0,0,22,3,2568,2771,854,901,1504,1561,186,256,1,0.2,0.9,4,166,1,0,109,16,109,3,39,26,23,13,3,22,31,9,39,37,137,5,3079,260,1280,1706,100,23,3079,11,10,2038,16,19,1,15,9,2321,3,9,1,1,50,26,1,0,1,0,172,73,29,102,24,131,25,25,48
Bahereba Guirassy,fr FRA,MO,17,2006,19,2,348,2,0.7,7,4,0,0,10,2,85,120,56,70,21,25,5,12,0,0.1,0.2,2,5,1,0,6,15,6,34,12,8,6,3,3,7,13,6,10,1,4,0,192,5,31,77,88,17,192,26,9,111,15,13,5,9,13,115,34,0,0,0,3,2,0,0,0,0,22,7,10,17,22,89,12,23,15
Bailey Rice,sct SCO,MF,17,2006,3,1,122,0,0.1,1,0,0,0,5,0,28,43,9,11,16,22,3,8,0,0.2,0.4,2,1,2,1,5,1,5,0,1,0,0,1,0,1,1,0,0,0,8,0,55,5,15,31,10,1,55,0,0,28,1,0,0,1,0,31,0,1,0,0,3,2,0,0,0,0,4,2,1,3,1,6,5,4,1
Baktiyor Zainutdinov,kz KAZ,DF,26,1998,2,1,112,0,0.0,0,0,0,0,2,1,44,61,24,29,17,21,2,6,0,0.0,0.0,1,0,0,0,2,1,2,2,1,1,0,1,0,0,1,1,3,0,7,0,74,9,35,29,10,0,74,1,1,35,1,1,0,2,0,47,2,0,0,0,3,0,0,0,0,0,1,0,4,4,2,7,3,0,1
Balthazar Pierret,fr FRA,MF,24,2000,30,21,1723,0,0.2,6,0,0,0,39,0,696,833,366,402,259,288,52,102,0,0.4,0.6,10,80,5,1,82,13,82,13,51,31,25,23,3,13,30,17,19,19,31,1,1020,61,236,667,130,13,1020,24,13,512,13,11,1,25,10,635,13,2,0,0,34,20,0,0,1,0,93,27,33,60,35,121,39,20,44
Bamba Dieng,sn SEN,FW,24,2000,18,5,532,3,3.1,13,6,1,1,6,1,80,103,52,60,20,30,0,2,0,0.0,0.2,1,2,3,1,7,6,7,35,4,1,1,2,1,0,2,2,2,0,3,0,157,3,14,58,86,24,156,14,2,96,6,5,3,11,10,135,35,1,0,0,9,13,4,1,0,0,5,9,24,33,21,83,7,31,1
Bamo Meïté,ci CIV,DF,22,2001,10,6,450,0,0.0,1,0,0,0,2,0,179,201,90,95,78,84,7,13,0,0.0,0.0,0,6,0,0,7,1,7,1,5,3,2,1,2,1,2,1,3,4,15,3,241,26,134,94,13,2,241,3,1,120,1,2,0,3,3,166,1,2,1,0,9,5,0,0,0,0,8,5,6,11,6,10,2,2,4
Baptiste Santamaria,fr FRA,MF,29,1995,23,16,1409,0,1.0,20,4,0,0,31,3,643,779,323,355,242,291,58,87,1,1.3,0.6,13,72,8,0,73,13,73,20,31,14,17,10,4,19,33,14,24,30,26,1,966,37,233,588,153,18,966,18,9,475,13,15,0,27,12,650,20,2,0,0,21,27,0,1,1,1,83,37,26,63,39,126,34,26,33
Barcia,es ESP,MF,23,2000,2,1,110,0,0.0,1,0,0,0,1,0,33,47,4,9,25,27,4,10,0,0.0,0.0,0,5,0,0,4,1,4,1,5,5,5,0,0,0,0,0,1,1,6,0,61,4,23,32,6,1,61,0,0,27,1,0,0,1,0,32,1,0,0,0,0,1,0,0,0,0,1,4,1,5,1,7,1,1,5
Barnabás Varga,hu HUN,FW,30,1994,8,8,681,6,4.2,17,7,2,2,17,3,89,158,51,85,28,41,1,3,1,0.5,0.6,7,12,3,1,23,6,23,37,4,1,0,2,2,0,3,3,3,3,10,0,240,11,21,108,116,46,238,13,4,127,6,6,5,21,6,176,37,5,0,0,10,19,6,1,0,0,18,45,38,83,27,103,20,55,1
Barnes Osei,gh GHA,MF,29,1995,5,2,253,0,0.1,2,0,0,0,6,0,120,140,62,68,41,46,14,16,0,0.1,0.1,4,11,2,1,11,0,11,1,3,1,1,1,1,0,1,1,1,2,4,0,167,9,39,100,28,3,167,1,0,99,0,0,0,6,5,116,1,1,0,0,5,2,0,0,0,0,21,3,5,8,11,13,6,6,1
Barrie McKay,sct SCO,MO,29,1994,3,1,97,0,0.1,1,0,0,0,2,0,31,46,12,14,16,21,2,9,0,0.0,0.0,0,1,2,0,7,3,7,7,0,0,0,0,0,0,1,1,0,0,1,0,54,1,6,23,25,1,54,3,0,38,3,1,0,0,5,37,7,0,0,0,0,0,0,0,0,0,9,0,0,0,5,24,2,3,0
Bart Meijers,nl NED,DF,27,1997,10,10,930,0,0.2,3,0,0,0,12,0,487,548,124,138,288,307,73,95,0,0.1,0.2,2,36,1,0,35,11,35,1,15,9,11,3,1,7,10,3,23,12,63,1,673,104,382,273,21,6,673,4,3,391,11,4,1,5,1,438,1,3,0,0,14,3,0,0,1,0,31,9,10,19,6,48,12,8,16
Bart Nieuwkoop,nl NED,MF,28,1996,5,5,348,0,0.3,3,0,0,0,2,1,116,158,53,62,54,67,8,24,1,0.2,0.1,2,11,0,0,12,1,12,14,11,8,10,1,0,7,12,5,7,8,16,0,213,20,79,104,32,7,213,4,1,97,1,1,0,2,4,111,14,0,0,0,9,1,0,0,0,0,17,7,8,15,6,41,3,7,15
