Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won
Bart Schenkeveld,nl NED,DF,32,1991,4,4,315,0,0.0,1,0,0,0,3,0,237,251,94,97,127,132,11,16,0,0.1,0.0,1,20,0,0,19,7,19,0,4,1,3,1,0,3,3,0,0,4,7,0,269,30,116,150,4,1,269,0,0,195,7,1,0,0,0,220,0,1,0,0,3,3,0,0,0,0,10,4,3,7,0,26,3,1,4
Bart Verbruggen,nl NED,GK,21,2002,36,36,3240,0,0.0,0,0,0,0,5,1,1011,1315,287,289,476,484,242,528,1,0.0,0.0,1,20,1,0,2,0,2,0,0,0,0,0,0,0,3,3,1,0,29,5,1406,1109,1392,14,0,0,1406,2,2,955,0,1,1,2,0,909,0,5,0,0,0,2,0,0,0,0,59,10,1,11,2,2,6,2,0
Bart van Rooij,nl NED,DF,23,2001,9,9,839,0,0.4,12,4,0,0,27,3,397,507,180,202,168,207,46,74,0,0.9,0.8,10,19,13,10,21,17,21,28,29,23,16,9,4,13,24,11,13,7,25,0,618,27,230,269,125,8,618,22,11,298,17,12,1,4,5,338,28,4,1,1,7,11,0,0,0,0,40,6,5,11,9,94,30,32,36
Bartol Franjić,hr CRO,MF,24,2000,2,0,21,0,0.0,0,0,0,0,0,0,3,4,1,2,2,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,9,10,2,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Bartosz Kapustka,pl POL,MF,27,1996,7,7,613,1,1.1,10,2,0,0,33,6,215,297,102,128,83,102,22,34,0,0.7,0.9,9,26,11,1,44,19,44,19,13,3,6,5,2,5,10,5,5,10,14,2,377,16,77,167,140,11,377,17,13,214,19,13,1,13,16,240,19,3,0,0,4,13,1,0,0,0,50,4,5,9,29,101,39,24,8
Bartłomiej Drągowski,pl POL,GK,26,1997,7,7,630,0,0.0,0,0,0,0,1,0,171,221,56,56,78,81,35,82,0,0.1,0.1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,238,186,234,4,0,0,238,0,0,156,0,0,0,0,0,129,0,0,0,0,0,1,0,0,0,0,14,2,0,2,0,0,1,1,0
Barış Alper Yılmaz,tr TUR,MO,24,2000,9,9,778,1,2.3,32,8,0,0,42,4,247,349,165,190,57,98,9,24,1,2.4,2.4,19,9,21,8,21,44,21,122,17,12,6,6,5,11,16,5,7,4,9,0,492,11,44,169,285,58,492,33,13,325,44,20,20,32,25,364,122,1,0,0,10,16,1,1,2,0,41,25,7,32,57,309,46,107,23
Bas Kuipers,nl NED,DF,29,1994,6,2,326,0,0.1,1,0,0,0,4,0,120,169,55,63,57,72,5,23,0,0.2,0.3,4,7,4,2,13,2,13,8,7,4,1,6,0,5,7,2,4,4,12,0,201,10,62,87,53,9,201,2,2,82,2,1,1,2,1,104,8,0,0,0,2,1,2,0,0,0,7,2,6,8,3,31,4,16,9
Bastien Toma,ch SUI,MF,25,1999,6,4,353,0,0.4,5,1,0,0,19,2,123,163,55,61,47,59,14,28,0,1.0,1.5,11,8,10,2,21,8,21,22,6,3,3,3,0,5,5,0,2,2,3,0,193,2,20,77,96,10,193,5,2,111,8,5,2,5,2,126,22,0,0,0,4,4,2,0,0,0,11,0,7,7,7,73,21,24,8
Batyrkhan Mustafin,kz KAZ,FW,19,2005,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bazoumana Touré,ci CIV,MO,18,2006,13,7,609,0,1.4,19,5,0,0,25,4,125,187,68,92,33,51,11,17,3,1.9,1.8,13,9,11,5,14,24,14,56,12,10,2,7,3,2,8,6,4,3,2,0,291,4,37,105,156,36,291,22,12,183,24,12,11,36,8,198,56,1,0,0,13,3,7,0,0,0,27,12,17,29,44,150,29,63,12
Becir Omeragic,ch SUI,DF,22,2002,22,21,1799,0,0.3,7,3,0,0,9,0,832,903,302,322,457,470,56,79,0,0.1,0.4,3,44,5,2,51,21,51,3,32,16,19,12,1,16,21,5,32,13,78,0,1084,158,496,550,48,8,1084,14,11,609,21,7,1,6,4,723,3,1,0,0,13,10,0,0,0,1,75,20,34,54,10,78,9,16,32
Ben Alexander Voll,de GER,GK,23,2000,2,1,91,0,0.0,0,0,0,0,1,0,28,50,8,8,13,14,7,28,0,0.1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,46,52,0,0,0,52,0,0,33,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ben Brereton,cl CHI,FW,25,1999,10,4,449,0,0.9,11,1,0,0,9,0,128,166,83,95,36,53,7,11,0,0.1,0.1,3,9,2,1,9,12,9,42,3,2,0,2,1,1,9,8,2,0,4,0,206,4,19,76,112,20,206,4,1,136,12,13,4,9,4,171,42,1,0,0,4,8,1,0,0,0,16,9,7,16,13,105,9,27,3
Ben Chilwell,eng ENG,DF,27,1996,8,1,259,1,0.2,5,3,0,0,8,0,92,125,48,55,36,45,6,18,0,0.8,0.9,5,7,3,0,8,5,8,15,7,6,4,3,0,1,5,4,6,6,16,0,175,10,63,76,42,3,175,6,2,68,5,2,1,4,2,68,15,1,0,0,2,3,2,0,0,0,20,3,4,7,6,43,8,7,7
Ben Clark,eng ENG,FW,39,1984,6,4,307,0,0.1,3,1,0,0,5,0,39,55,19,24,15,20,3,6,0,0.1,0.2,1,5,1,1,5,6,5,6,5,3,1,4,0,0,3,3,7,2,3,0,92,5,18,47,29,6,92,11,7,48,6,4,0,7,2,52,6,0,0,0,4,1,0,0,0,0,11,3,2,5,9,23,5,8,3
Ben Davies,wls WAL,DF,31,1993,25,21,1968,0,0.6,10,2,0,0,19,0,1353,1527,478,522,749,788,104,171,0,0.4,0.6,5,93,4,0,96,24,96,18,23,15,12,10,1,13,23,10,33,16,120,2,1769,295,894,770,107,25,1769,3,2,1064,24,23,0,11,4,1206,18,5,0,0,20,9,0,0,0,0,66,66,58,124,15,156,19,29,28
Ben Godfrey,eng ENG,DF,26,1998,6,2,201,0,0.0,0,0,0,0,1,0,63,75,38,41,23,26,1,1,0,0.0,0.0,0,7,1,0,5,2,5,2,1,0,1,0,0,1,2,1,2,2,3,0,89,6,36,43,10,2,89,0,0,46,2,2,0,3,1,56,2,1,0,0,2,0,0,0,0,0,5,3,2,5,4,11,1,3,1
Ben Johnson,eng ENG,MF,24,2000,23,14,1354,1,1.1,7,3,0,0,24,5,298,416,170,197,101,135,24,49,2,1.3,0.9,12,22,3,2,27,16,27,33,38,22,23,12,3,20,41,21,22,13,54,1,626,60,246,220,163,12,626,24,8,259,16,12,3,23,17,292,33,5,1,1,27,6,1,0,0,0,57,19,18,37,40,109,29,20,42
Ben Lhassine Kone,ci CIV,MF,24,2000,4,0,51,0,0.0,1,0,0,0,0,0,23,24,8,9,13,13,2,2,0,0.0,0.0,0,3,1,0,3,0,3,1,2,2,1,0,1,2,3,1,0,1,1,0,35,2,8,22,6,0,35,1,1,25,0,0,0,5,5,23,1,1,0,0,1,1,0,0,0,0,7,0,1,1,10,5,0,1,4
Ben Mee,eng ENG,DF,34,1989,7,2,183,0,0.0,0,0,0,0,0,0,93,120,34,38,51,60,8,20,0,0.0,0.0,0,10,0,0,11,3,11,2,2,2,0,2,0,1,1,0,3,4,7,0,138,18,66,62,11,3,138,0,0,78,3,1,1,0,0,86,2,2,0,0,5,0,0,0,0,0,11,5,5,10,0,18,0,4,3
Ben Old,nz NZL,MO,21,2002,13,4,528,0,1.0,11,2,0,0,16,1,108,146,57,64,45,55,4,15,0,0.8,0.5,9,6,4,1,14,16,14,48,7,5,3,3,1,3,11,8,8,2,2,0,218,4,40,72,112,23,218,22,9,134,16,6,8,19,6,163,48,0,0,0,4,10,0,0,0,0,24,1,5,6,25,126,17,36,8
Ben Viadere,fr FRA,MF,18,2005,1,0,5,0,0.0,0,0,0,0,1,0,2,6,1,1,0,2,1,2,0,0.0,0.1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,6,0,7,2,1,4,1,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0
Ben White,eng ENG,DF,26,1997,26,17,1533,0,0.6,11,3,0,0,29,2,798,952,424,461,327,386,31,65,2,1.5999999999999999,1.7,13,88,13,2,88,28,88,54,24,16,11,7,6,17,41,24,14,19,51,1,1102,63,274,541,294,31,1102,7,0,530,28,18,5,13,11,696,54,3,0,0,15,7,1,0,0,0,50,22,11,33,24,224,31,51,33
Ben Winterburn,eng ENG,MO,19,2004,4,0,24,0,0.0,0,0,0,0,0,0,5,7,2,3,3,4,0,0,0,0.0,0.0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,2,0,0,9,0,2,5,2,1,9,0,0,6,2,0,1,0,0,6,2,0,0,0,0,1,0,0,0,0,2,1,0,1,0,6,0,2,0
Bence Dárdai,hu HUN,MF,18,2006,21,16,1304,1,1.0,11,1,0,0,24,2,357,445,198,220,129,155,17,35,1,1.0,1.0,11,35,9,2,39,5,39,24,24,14,9,13,2,16,30,14,20,12,28,1,595,25,144,314,137,18,595,12,3,287,5,6,0,18,11,337,24,0,0,0,9,16,0,1,0,0,52,10,15,25,29,92,26,29,30
Bence Sós,hu HUN,MO,30,1994,7,0,88,0,0.1,2,0,0,0,5,0,46,60,23,26,17,21,3,9,0,0.1,0.2,1,4,3,3,6,5,6,10,0,0,0,0,0,0,3,3,0,3,3,0,77,3,12,33,32,6,77,0,0,41,5,1,3,6,1,52,10,1,0,0,1,1,0,0,0,0,7,3,1,4,7,31,5,15,0
Bendegúz Bolla,hu HUN,DF,24,1999,9,9,771,1,0.8,11,2,0,0,20,0,425,552,223,250,145,188,41,82,0,1.1,0.8,10,31,11,7,35,14,35,58,15,8,5,4,6,12,21,9,9,15,26,0,657,23,161,280,224,21,657,13,7,376,14,11,4,11,3,404,58,3,0,0,17,3,1,0,0,0,44,3,4,7,14,165,20,43,20
Benedict Hollerbach,de GER,MO,23,2001,34,30,2540,9,7.0,76,24,0,0,79,7,441,674,265,333,119,169,27,56,1,1.6,2.3,26,24,22,3,68,103,68,214,43,22,8,23,12,21,51,30,35,2,13,1,1112,19,125,446,567,138,1112,115,42,710,103,68,52,111,94,781,214,3,0,0,42,45,17,2,1,0,111,29,65,94,205,599,86,215,43
Benedikt Gimber,de GER,DF,27,1997,34,33,2776,0,0.8999999999999999,17,1,0,0,17,1,1128,1360,278,322,715,767,130,230,0,0.3,0.5,3,49,2,0,48,7,48,8,75,48,51,23,1,39,65,26,54,33,133,1,1733,204,992,698,63,25,1733,16,8,910,7,9,0,25,8,1033,8,9,0,0,62,53,1,0,2,0,108,67,56,123,33,71,18,27,87
Benedikt Pichler,at AUT,FW,27,1997,18,7,785,1,2.3,20,9,0,0,30,3,134,212,68,106,49,72,6,8,2,1.1,1.2,12,11,7,2,19,18,19,58,5,2,1,0,4,2,4,2,4,2,11,0,310,13,29,149,133,44,310,18,8,152,18,7,8,23,12,230,58,1,0,0,14,16,13,0,0,0,15,41,31,72,35,153,33,61,4
Beni,ao ANG,MF,22,2002,1,0,17,0,0.0,0,0,0,0,0,0,16,17,8,8,7,8,0,0,0,0.0,0.0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,14,1,0,17,0,0,15,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0
Beni Baningime,cd COD,MF,25,1998,2,2,141,0,0.0,0,0,0,0,2,0,44,47,20,21,23,24,1,1,0,0.0,0.0,0,1,0,0,4,0,4,3,3,2,0,3,0,1,2,1,2,2,1,0,58,1,8,43,7,0,58,1,1,35,0,0,0,1,1,37,3,0,0,0,0,2,0,0,0,0,6,0,3,3,2,10,2,0,3
Benito Ramírez,es ESP,MF,29,1995,19,2,478,0,0.3,10,1,0,0,28,0,259,326,147,158,91,102,16,41,0,0.9,1.0,13,11,8,6,16,14,16,62,10,5,4,6,0,9,16,7,8,1,14,1,406,16,87,169,155,9,406,15,3,211,14,20,1,10,6,251,62,2,1,0,5,8,0,0,0,0,32,4,11,15,16,154,28,24,14
Benjamin André,fr FRA,MF,33,1990,39,39,3502,0,1.7,21,5,0,0,62,13,2010,2424,986,1111,806,921,162,245,3,2.1,3.1,23,240,23,5,250,33,250,84,118,68,38,66,14,63,115,52,53,59,79,0,2878,105,546,1823,533,51,2878,30,14,1564,33,43,2,63,41,1972,84,15,0,0,62,60,4,2,1,0,247,120,109,229,104,451,75,81,131
Benjamin Boakye,de GER,FW,19,2005,1,0,7,0,0.0,0,0,0,0,0,0,2,5,2,3,0,2,0,0,0,0.0,0.0,0,1,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,5,0,6,0,0,6,2,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,9,0,1,0
Benjamin Bouchouari,ma MAR,MF,22,2001,25,20,1772,1,0.6,16,3,0,0,52,3,902,1040,545,602,286,319,33,47,0,0.9,1.4,16,123,24,1,133,48,133,54,33,27,15,13,5,16,46,30,21,17,15,2,1233,26,219,644,386,14,1233,53,27,733,48,23,6,34,26,953,54,6,0,0,15,42,0,0,1,0,119,6,17,23,60,289,55,45,43
Benjamin Bourigeaud,fr FRA,MF,30,1994,1,1,80,1,0.2,2,1,0,0,2,0,36,48,15,16,17,21,4,10,0,0.0,0.0,0,3,0,0,4,0,4,4,1,0,0,1,0,0,2,2,2,2,1,0,57,3,9,24,25,2,57,1,1,20,0,2,0,1,1,35,4,0,0,0,0,0,0,0,0,0,4,2,2,4,2,12,2,2,0
Benjamin Böckle,at AUT,DF,22,2002,3,0,116,0,0.1,1,0,0,0,0,0,62,89,23,28,32,46,7,13,0,0.0,0.0,0,4,0,0,2,4,2,9,1,1,0,1,0,1,5,4,0,0,5,0,98,5,29,49,20,1,98,2,1,65,4,2,0,0,0,71,9,0,0,0,0,0,0,0,0,0,3,2,0,2,0,24,0,1,2
Benjamin Henrichs,de GER,DF,27,1997,21,15,1409,0,0.9,20,4,0,0,30,5,579,745,316,355,216,265,37,86,2,1.5,2.3,14,49,19,4,50,15,50,69,42,22,20,17,5,19,40,21,29,27,48,2,936,56,298,420,226,15,936,19,13,468,15,12,1,13,8,534,69,5,0,0,19,12,0,0,0,0,83,9,12,21,21,203,35,39,41
Benjamin Lecomte,fr FRA,GK,33,1991,30,30,2700,0,0.0,0,0,0,0,10,0,676,1000,109,110,264,273,297,608,0,0.1,0.1,3,25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,2,1090,856,1074,17,0,0,1090,0,0,595,0,0,0,1,0,534,0,0,0,0,0,2,0,0,0,0,35,4,0,4,1,1,10,1,0
Benjamin Pavard,fr FRA,DF,28,1996,35,29,2492,1,1.3,13,3,0,0,28,1,1561,1719,610,652,799,851,132,170,1,1.4,1.4,11,117,11,2,131,24,131,54,40,24,20,14,6,23,33,10,27,30,105,1,1965,184,774,946,254,48,1965,3,0,1309,24,36,1,8,3,1496,54,6,0,0,25,12,2,0,0,0,67,58,49,107,11,263,29,62,47
Benjamin Siegrist,ch SUI,GK,32,1992,2,2,152,0,0.0,0,0,0,0,0,0,48,73,5,5,24,24,19,44,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,79,74,79,0,0,0,79,0,0,56,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Benjamin Tahirovic,ba BIH,MF,21,2003,1,0,49,0,0.0,0,0,0,0,0,0,8,13,3,4,4,6,0,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,17,2,6,11,1,0,17,0,0,4,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,2,2,2,4,0,1,0,0,0
Benjamin Šeško,si SVN,MO,21,2003,41,36,2900,17,13.6,82,37,3,3,58,9,488,729,317,422,108,164,15,25,5,2.2,1.8,22,28,9,0,50,54,50,163,10,4,0,7,3,3,13,10,20,6,29,0,1082,33,115,559,430,113,1079,84,43,559,54,31,17,82,68,818,163,3,1,1,33,25,19,0,0,0,82,84,61,145,150,430,67,139,7
Benjamín Domínguez,ar ARG,FW,20,2003,24,16,1281,3,2.2,30,17,0,0,41,7,272,348,187,213,64,83,13,21,2,0.8,0.9,10,12,13,1,32,50,32,123,18,7,2,11,5,6,20,14,15,4,7,0,555,6,34,200,335,55,555,74,28,396,50,26,23,45,33,420,123,0,0,0,10,31,4,0,0,0,62,2,21,23,78,328,48,92,13
Benjamín Rollheiser,ar ARG,MO,24,2000,6,1,93,0,0.1,2,0,0,0,6,1,47,51,29,30,12,14,3,3,0,0.2,0.3,4,5,2,0,6,5,6,3,2,1,1,1,0,1,3,2,2,0,0,0,62,2,9,30,23,6,62,1,1,42,5,2,1,2,2,42,3,0,0,0,1,1,1,0,0,0,8,0,3,3,4,17,7,9,2
Benji Magee,nir NIR,FW,22,2002,5,1,82,0,0.0,0,0,0,0,1,0,10,16,9,11,1,3,0,2,0,0.0,0.0,1,0,0,0,1,1,1,5,3,0,3,0,0,1,2,1,1,1,0,0,29,3,8,10,11,3,29,3,0,10,1,0,1,3,2,15,5,0,0,0,3,3,0,0,0,0,1,1,3,4,5,12,1,4,1
Benoît Badiashile,fr FRA,DF,23,2001,16,14,1249,0,0.9,6,1,0,0,10,0,1345,1443,562,582,696,736,69,100,0,0.7,0.7,3,95,2,0,70,7,70,4,16,10,7,9,0,8,14,6,14,14,46,2,1549,146,612,881,60,9,1549,2,1,1045,7,7,0,5,1,1241,4,3,0,0,15,3,0,0,0,0,75,19,5,24,6,85,10,11,18
Benson Sakala,zm ZAM,MF,27,1996,5,3,202,0,0.0,0,0,0,0,3,0,86,101,33,38,44,50,8,10,0,0.0,0.0,1,5,0,0,4,0,4,0,3,3,2,1,0,0,2,2,5,2,6,0,125,9,50,65,12,1,125,1,0,75,0,0,0,3,3,81,0,0,0,0,3,1,0,0,0,0,12,2,4,6,6,4,3,1,3
Berat Djimsiti,al ALB,DF,31,1993,43,40,3318,2,3.8000000000000003,23,6,0,0,37,7,1898,2156,803,873,923,1009,130,185,2,1.5,1.2999999999999998,13,118,21,4,157,40,157,49,62,39,34,27,1,34,50,16,43,46,169,3,2549,173,1012,1229,317,54,2549,6,2,1474,40,47,2,15,1,1689,49,7,0,0,29,22,0,0,1,1,134,105,69,174,16,295,44,81,73
Berat Lus,0,FW,17,2007,2,0,12,0,0.0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,1,4,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Berat Özdemir,tr TUR,MF,26,1998,5,3,290,0,0.0,0,0,0,0,9,1,123,136,48,52,47,51,24,27,0,0.1,0.3,4,13,1,0,13,0,13,1,5,2,4,1,0,3,6,3,6,5,9,1,169,20,59,90,23,1,169,0,0,80,0,1,0,3,4,95,1,2,0,0,3,7,0,0,0,0,21,3,2,5,7,15,10,2,5
Beres Owusu,fr FRA,DF,20,2003,1,1,90,0,0.0,0,0,0,0,2,0,20,32,9,10,7,13,4,8,0,0.0,0.0,1,1,1,0,3,0,3,0,2,2,1,1,0,2,2,0,2,0,5,0,44,5,15,19,10,1,44,0,0,19,0,2,0,1,1,20,0,0,0,0,1,1,0,0,0,0,2,2,0,2,2,3,2,2,4
Berkan Kutlu,tr TUR,MF,26,1998,10,4,358,0,0.1,2,0,0,0,9,1,186,238,97,115,74,93,12,21,0,0.1,0.1,3,20,3,0,30,11,30,13,12,9,7,3,2,6,10,4,6,3,13,1,289,13,81,160,55,1,289,9,4,181,11,6,2,4,2,183,13,0,0,0,4,3,0,0,0,0,28,4,3,7,6,67,10,6,15
Berkay Özcan,tr TUR,MF,26,1998,3,1,125,0,0.0,1,0,0,0,1,0,54,59,30,32,17,18,5,7,0,0.1,0.1,1,3,1,0,6,2,6,4,0,0,0,0,0,0,1,1,0,0,1,0,68,1,10,39,20,3,68,2,1,46,2,3,2,2,0,47,4,0,0,0,0,2,0,0,0,0,4,1,1,2,2,16,1,6,0
Bernard Nguene,cm CMR,FW,17,2006,1,0,13,0,0.0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,5,1,0,4,0,0,0,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0
Bernardo,br BRA,DF,29,1995,21,19,1782,0,0.7,8,2,0,0,22,0,730,991,203,253,403,469,118,218,0,0.7,1.7,4,99,11,1,100,14,100,14,46,28,32,13,1,27,37,10,38,26,103,4,1249,118,553,605,98,28,1249,5,3,630,14,7,1,11,8,693,14,5,0,0,24,11,0,0,0,0,83,90,43,133,19,142,22,41,55
Bernardo Silva,pt POR,MO,29,1994,42,38,3433,4,4.9,39,12,0,0,125,9,1953,2247,1099,1184,725,824,92,142,4,5.699999999999999,5.5,65,104,51,8,182,134,182,271,68,40,22,35,11,32,68,36,48,26,36,3,2585,64,419,1038,1149,176,2585,79,34,1649,134,86,42,32,41,1936,271,8,0,0,33,35,5,0,0,0,126,5,10,15,73,858,134,277,72
Bernd Leno,de GER,GK,32,1992,38,38,3420,0,0.0,0,0,0,0,6,2,1149,1404,227,228,683,691,227,471,1,0.1,0.1,2,16,2,0,0,0,0,0,2,2,2,0,0,2,2,0,1,0,11,5,1479,1190,1466,13,0,0,1479,0,0,955,0,0,0,0,0,862,0,5,0,0,0,4,0,0,0,0,50,9,1,10,0,0,8,2,4
Bertrand Traoré,bf BFA,FW,28,1995,10,7,628,3,2.2,22,9,0,0,21,5,168,218,98,115,47,59,15,22,2,0.9,1.0,6,15,9,0,26,14,26,69,17,8,7,4,6,9,14,5,4,10,9,1,332,10,44,126,167,36,332,28,12,220,14,19,7,16,9,225,69,2,0,0,8,12,2,0,0,0,31,10,20,30,25,178,26,52,17
Bertuğ Yıldırım,tr TUR,FW,22,2002,22,14,1083,1,2.5,19,7,0,0,21,1,101,186,56,99,30,50,4,9,0,1.2,0.6,9,9,9,3,14,8,14,48,10,5,0,7,3,2,7,5,13,1,16,0,323,21,32,145,150,46,323,16,7,133,8,4,2,40,15,209,48,7,0,0,33,18,14,1,0,0,24,73,63,136,55,118,22,60,7
Besard Sabovic,se SWE,MF,26,1998,6,6,509,0,0.6,5,3,0,0,6,2,267,335,133,149,102,117,22,47,1,0.9,0.6,4,29,3,0,22,6,22,10,12,7,4,8,0,9,12,3,6,4,9,0,379,20,82,229,70,4,379,8,6,202,6,8,1,5,1,235,10,2,0,0,9,22,0,0,0,0,42,3,4,7,6,48,8,8,16
Besfort Zeneli,se SWE,MF,21,2002,7,7,597,0,0.1,1,0,0,0,12,2,195,242,93,102,70,81,22,35,2,1.3,0.9,7,18,1,0,19,6,19,8,25,17,12,10,3,11,25,14,10,12,8,0,334,26,118,158,64,4,334,28,13,167,6,6,0,14,12,172,8,0,0,0,6,15,0,0,0,0,49,1,4,5,26,41,14,5,28
Beto,gw GNB,FW,26,1998,30,15,1534,8,8.2,49,23,0,0,26,1,156,268,92,137,44,83,7,9,0,1.2,0.5,12,7,8,1,16,15,16,77,14,6,2,8,4,5,8,3,12,4,24,1,520,29,51,233,242,86,520,38,19,267,15,12,9,71,37,378,77,2,0,0,33,23,16,0,0,0,40,99,105,204,108,185,27,104,11
Beñat Prados,es ESP,MF,23,2001,43,27,2313,2,1.2,20,6,0,0,32,6,897,1107,401,471,420,490,54,91,1,1.3,1.7000000000000002,14,93,7,1,114,26,114,52,76,47,26,40,10,34,68,34,34,36,37,0,1393,45,256,878,271,34,1393,35,17,666,26,28,2,33,28,852,52,8,0,0,51,19,0,0,0,0,124,46,31,77,61,244,38,44,81
Beñat Turrientes,es ESP,MF,22,2002,28,14,1269,0,0.7,11,1,0,0,24,0,585,654,287,308,220,236,62,80,0,0.6000000000000001,0.6000000000000001,8,56,3,1,62,20,62,37,22,7,8,12,2,6,23,17,20,7,20,2,801,34,151,485,172,11,801,32,18,462,20,21,1,23,18,570,37,4,0,0,16,28,0,0,0,0,60,13,21,34,41,156,24,16,13
Biel,br BRA,MO,23,2001,2,1,73,0,0.0,0,0,0,0,2,0,21,28,15,18,3,6,2,2,0,0.0,0.0,1,0,0,0,1,2,1,4,0,0,0,0,0,0,1,1,0,2,1,0,39,1,9,20,10,0,39,4,0,22,2,2,0,2,1,27,4,0,0,0,0,3,0,0,0,0,7,0,1,1,3,11,2,0,0
Bilal Brahimi,dz ALG,MF,24,2000,2,1,76,0,0.0,1,1,0,0,1,0,35,40,15,16,18,19,2,4,0,0.0,0.2,1,1,1,1,4,3,4,10,0,0,0,0,0,0,0,0,1,0,2,0,49,2,7,23,19,0,49,2,0,29,3,3,0,0,3,35,10,0,0,0,3,0,0,0,0,0,1,0,0,0,3,27,1,2,0
Bilal El Khannouss,ma MAR,MO,20,2004,32,27,2182,2,1.3,30,7,0,0,78,7,798,1063,372,434,306,381,101,170,3,4.6,3.1,42,89,31,6,128,73,128,89,50,30,16,29,5,17,32,15,22,6,10,3,1268,18,183,655,445,35,1268,60,34,732,73,45,12,38,38,851,89,4,0,0,30,13,1,0,0,0,92,19,24,43,76,379,85,84,47
Bilal Nadir,ma MAR,MF,20,2003,15,5,383,1,0.6,8,3,0,0,17,1,220,252,116,123,83,93,6,8,0,0.4,0.4,7,15,5,0,18,18,18,25,10,3,4,6,0,4,6,2,6,4,7,0,305,7,44,159,107,11,305,9,4,167,18,12,3,7,8,232,25,2,0,0,4,11,0,0,0,0,19,4,2,6,15,86,18,19,7
Billy Gilmour,sct SCO,MF,23,2001,28,14,1275,0,0.6,10,1,0,0,43,4,862,975,368,404,401,435,75,108,1,1.8,1.9,21,77,14,2,78,13,78,20,27,19,12,10,5,15,24,9,7,9,24,0,1079,45,277,633,170,5,1079,12,6,584,13,12,0,11,5,840,20,0,0,0,16,19,0,0,0,0,69,9,10,19,16,131,47,21,34
