Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
AJ Marcucci,us USA,GK,NY Red Bulls,25-353,1999,1,1,90,70,4,3,11,18,21,38,45,9,42,74,58,21,9,6,73,91,35,15,6,11,94
Adam Beaudry,us USA,GK,Colorado Rapids,19-092,2006,1,1,90,3,76,60,11,18,21,38,45,94,42,84,23,93,39,0,5,6,35,4,17,8,5
Adam Davies,wls WAL,GK,Sheffield Utd,32,1992,3,3,270,70,7,5,65,18,21,38,45,17,69,51,54,87,34,78,88,6,35,33,13,81,81
Adrian Šemper,hr CRO,GK,Pisa,26,1998,36,36,3240,78,23,34,60,37,43,38,45,27,91,79,64,11,20,54,78,32,35,70,71,82,76
Agustín Marchesín,ar ARG,GK,Boca Juniors,37-125,1988,16,16,1440,86,16,28,87,18,21,38,45,13,28,19,22,65,81,56,54,23,35,73,83,60,52
Agustín Rossi,ar ARG,GK,Flamengo,29-332,1995,19,19,1710,93,8,19,95,65,48,94,45,5,16,12,50,25,8,16,57,47,93,66,86,52,75
Alan Aguerre,ar ARG,GK,ar Cen. Córdoba–SdE,34-330,1990,22,22,1980,52,18,15,62,51,59,38,45,22,17,35,3,11,70,38,23,20,35,18,24,14,25
Aldair Quintana,co COL,GK,co CA Bucaramanga,31-008,1994,6,6,540,25,89,85,32,89,77,97,45,79,50,33,23,89,61,45,45,59,96,64,44,77,48
Alec Smir,us USA,GK,Minnesota Utd,26-097,1999,2,1,161,24,78,71,11,18,21,38,45,76,75,93,32,3,43,88,5,66,35,51,37,15,5
Alessandro Micai,it ITA,GK,Cosenza,31,1993,37,37,3296,38,53,55,36,49,48,38,92,46,90,86,82,37,30,66,90,94,74,24,49,68,88
Alessandro Russo,it ITA,GK,Sassuolo,23,2001,1,1,90,70,76,89,11,98,98,38,45,66,3,2,63,100,9,6,96,59,35,93,87,43,99
Alessandro Sorrentino,it ITA,GK,Frosinone,22,2002,2,2,180,1,97,89,11,94,94,38,45,98,42,27,42,68,14,46,29,6,35,4,10,74,30
Alessio Cragno,it ITA,GK,Sampdoria,30,1994,14,14,1260,70,9,8,80,46,55,38,45,28,87,77,38,44,68,58,90,73,35,61,24,76,90
Alex Muralha,br BRA,GK,Mirassol,35-251,1989,6,6,540,35,50,42,11,68,77,38,45,50,11,18,20,27,34,92,29,94,35,22,27,10,21
Alex Padilla,es ESP,GK,UNAM,20,2003,10,10,900,23,40,22,39,53,62,38,45,54,58,55,54,52,54,32,65,31,35,13,12,60,74
Alex Palmer,eng ENG,GK,West Brom,27,1996,30,30,2700,78,23,39,73,37,43,38,45,17,54,66,90,75,27,69,82,76,35,51,80,33,73
Alexis Martin Arias,ar ARG,GK,py Cerro Porteño,33-015,1992,3,3,270,13,96,96,65,18,21,38,45,86,98,92,6,14,98,94,18,37,35,33,61,96,14
Alexis Villa,ec ECU,GK,ec LDU de Quito,23-300,2001,1,0,14,97,0,1,99,18,21,38,45,0,99,99,51,0,98,38,5,6,35,51,0,44,5
Alfonso Blanco Antúnez,mx MEX,GK,León,37,1987,26,26,2340,49,73,83,54,63,67,38,94,56,60,50,56,78,89,54,24,44,79,66,79,69,23
Alfred Gomis,sn SEN,GK,Palermo,30,1993,1,1,36,97,76,96,11,18,21,38,45,0,14,1,95,81,2,4,5,6,35,51,98,99,5
Aljaž Ivačič,si SVN,GK,NE Revolution,31-202,1993,22,22,1980,44,49,46,72,71,81,38,45,45,33,46,13,11,81,34,23,20,35,31,42,26,25
Anatolii Trubin,ua UKR,GK,Benfica,22,2001,32,32,2880,79,18,24,77,51,52,81,45,27,12,6,28,62,24,9,47,29,74,76,60,63,77
Andre Blake,jm JAM,GK,Philadelphia Union,34-240,1990,14,14,1260,77,20,27,72,62,71,38,45,28,70,42,38,28,32,15,29,84,35,73,64,90,43
Andrea Fulignati,it ITA,GK,Cremonese,29,1994,38,38,3420,59,16,12,41,65,69,38,92,28,47,32,94,38,8,30,65,65,74,36,27,73,75
Andreas Jungdal,dk DEN,GK,Westerlo,22,2002,8,8,720,51,23,20,50,82,67,95,45,37,82,81,83,81,55,77,73,71,94,33,23,48,63
Andrew,br BRA,GK,Gil Vicente FC,23,2001,33,33,2970,42,36,31,41,77,81,38,92,50,38,35,70,76,81,63,81,62,74,36,26,57,76
Andrew Rick,us USA,GK,Philadelphia Union,19-170,2006,9,9,810,70,6,4,81,18,21,38,45,23,72,66,8,25,59,11,18,37,35,48,11,59,28
Andrew Tarbell,us USA,GK,Houston Dynamo,31-285,1993,4,4,306,11,57,27,57,18,21,38,45,82,32,24,45,66,8,11,16,68,35,18,9,58,24
Andrew Thomas,ru RUS,GK,Seattle Sounders,26-321,1998,4,4,360,5,94,77,11,98,98,38,45,95,2,6,7,81,26,40,90,16,35,11,12,2,93
Andries Noppert,nl NED,GK,Heerenveen,30,1994,16,16,1365,31,57,53,39,46,55,38,45,73,49,67,90,46,41,35,63,82,35,56,33,23,71
Andrés Gudiño,mx MEX,GK,Cruz Azul,27,1997,1,1,90,70,14,15,11,18,21,38,45,5,9,2,81,52,22,1,5,6,35,8,39,99,5
Andrés Sánchez,mx MEX,GK,Atlético,26,1997,30,30,2624,33,62,56,24,46,43,81,45,58,25,22,72,72,88,48,57,86,74,26,31,46,58
Angus Gunn,sct SCO,GK,Norwich City,28,1996,35,35,3104,52,29,30,39,58,67,38,45,28,11,16,88,79,12,47,48,87,35,25,44,10,50
Anthoni,br BRA,GK,Internacional,23-177,2002,18,17,1575,37,37,33,46,43,52,38,45,30,15,15,4,15,66,20,35,63,35,10,28,34,49
Anthony Moris,lu LUX,GK,Union SG,34,1990,30,30,2700,81,21,34,80,46,43,38,92,34,86,66,69,29,6,48,42,47,74,85,74,86,42
Anthony Patterson,eng ENG,GK,Sunderland,24,2000,42,42,3780,70,16,21,65,58,62,78,45,20,35,49,69,68,50,42,33,34,71,40,57,27,36
Arnaud Bodart,be BEL,GK,Standard Liège,26,1998,2,2,180,91,14,36,87,18,21,38,45,50,97,99,39,7,75,95,99,99,35,97,92,39,98
Arturo Delgado,mx MEX,GK,FC Juárez,22,2002,2,2,180,91,87,96,87,18,21,38,45,24,73,74,73,52,91,6,73,6,35,93,95,49,94
Axel Werner,ar ARG,GK,Rosario Central,29-141,1996,2,2,180,97,2,6,97,18,21,38,45,10,21,23,2,35,66,65,29,6,35,96,98,35,26
Aynsley Pears,eng ENG,GK,Blackburn,26,1998,40,40,3600,64,37,44,62,53,57,78,45,36,51,66,56,27,18,65,29,21,71,61,60,25,26
Balázs Tóth,hu HUN,GK,Blackburn,26,1997,6,6,540,81,27,42,65,18,21,38,45,44,21,84,44,27,72,74,73,47,35,90,80,4,65
Ben Killip,eng ENG,GK,Portsmouth,28,1995,2,2,180,70,60,77,11,18,21,38,45,45,97,97,93,52,59,65,5,26,35,83,83,66,5
Ben Wilson,eng ENG,GK,Coventry City,31,1992,4,4,360,51,87,93,87,18,21,38,45,41,42,84,71,61,14,25,54,95,35,44,82,8,66
Benjamin Lundt,de GER,GK,St. Louis,29-298,1995,9,9,810,32,80,75,44,78,64,94,45,71,75,51,38,75,85,52,45,37,93,54,43,87,46
Benny Díaz,mx MEX,GK,FC Juárez,25,1998,11,11,990,8,90,72,35,93,93,38,45,89,48,53,59,81,89,73,52,86,35,12,15,42,42
Blake Gillingham,us USA,GK,Houston Dynamo,22-281,2002,4,3,294,52,65,73,92,18,21,38,45,85,13,44,49,90,25,46,41,69,35,96,71,6,41
Boris Radunović,rs SRB,GK,Bari,28,1996,37,37,3311,66,59,77,65,65,71,38,92,37,36,23,22,86,50,67,66,34,74,73,83,70,61
Brad Guzan,us USA,GK,Atlanta Utd,40-313,1984,21,21,1890,18,88,83,24,81,87,38,45,79,54,35,51,73,62,21,16,70,35,33,42,80,20
Brad Stuver,us USA,GK,Austin,34-094,1991,22,22,1980,62,60,75,72,51,48,87,45,42,78,75,75,66,65,65,78,52,82,70,81,55,73
Bradley Collins,eng ENG,GK,Coventry City,27,1997,15,14,1313,31,31,19,41,18,21,38,45,38,69,68,66,24,43,30,20,81,35,10,13,53,22
Brayan Cortés,cl CHI,GK,cl Colo-Colo,30-130,1995,5,5,450,3,95,73,11,18,21,38,45,85,21,40,3,13,48,20,73,22,35,1,9,13,84
Brenno,br BRA,GK,Fortaleza,26-109,1999,1,1,90,70,14,15,11,18,21,38,45,89,21,19,23,81,94,6,5,6,35,97,39,43,5
Brian Araújo,fr FRA,GK,Gil Vicente FC,24,2000,1,1,90,70,14,15,11,18,21,38,45,24,62,19,63,21,4,52,5,91,35,51,39,98,5
Bruno Brigido,br BRA,GK,Estrela,33,1991,18,18,1575,22,69,63,22,55,64,38,45,70,37,60,43,85,67,62,31,49,35,26,31,18,27
Bruno Ferreira,br BRA,GK,Ceará,31-125,1994,6,6,513,79,8,9,70,18,21,38,45,22,79,91,18,9,90,83,48,39,35,69,36,24,35
Bruno Varela,cv CPV,GK,Vitória,29,1994,34,34,3060,62,12,11,74,77,73,38,97,22,29,21,51,36,57,23,41,62,86,29,24,60,53
C.J. dos Santos,us USA,GK,San Diego FC,24-329,2000,21,21,1890,43,53,53,65,81,83,87,45,53,6,3,64,64,10,8,35,81,82,44,45,80,65
Caio Secco,br BRA,GK,Moreirense,33,1990,5,5,447,29,67,63,11,92,93,38,45,65,13,55,35,60,77,91,77,93,35,29,31,5,53
Camilo Vargas,co COL,GK,Atlas,35,1989,31,31,2790,24,71,67,46,60,62,81,45,56,44,54,62,66,76,50,21,62,74,14,33,34,19
Carl Rushworth,eng ENG,GK,Hull City,23,2001,2,2,180,70,4,3,87,18,21,38,45,12,31,32,71,68,1,69,29,59,35,22,6,43,25
Carlos Acevedo,mx MEX,GK,Santos,28,1996,33,33,2970,15,89,84,23,51,52,81,45,76,61,54,48,70,89,73,27,48,74,16,41,65,23
Carlos Coronel,py PAR,GK,NY Red Bulls,28-202,1996,22,22,1980,46,65,72,62,41,48,38,45,63,18,49,53,73,27,33,56,92,35,71,70,9,63
Carlos Felipe Rodríguez,mx MEX,GK,UANL,35,1989,3,3,270,93,22,60,94,18,21,38,45,6,9,12,14,52,47,48,18,18,35,80,94,14,18
Carlos Lampe,bo BOL,GK,bo Bolívar,38-124,1987,1,1,90,97,14,60,97,18,21,38,45,7,3,1,98,98,22,1,5,97,35,95,98,95,5
Carlos Moreno,mx MEX,GK,Pachuca,26,1998,32,32,2880,35,58,54,36,65,67,81,45,41,76,41,18,90,83,35,62,73,74,15,33,93,69
Caíque França,br BRA,GK,Sport Recife,30-046,1995,11,11,990,27,58,54,35,91,88,38,99,61,26,15,11,59,78,38,59,52,90,20,32,66,66
Cesar López,mx MEX,GK,Atlético,24,2000,5,4,436,39,62,64,77,18,21,38,45,33,31,55,79,64,91,34,13,97,35,14,48,16,13
Cezary Miszta,pl POL,GK,Rio Ave,22,2001,26,26,2325,27,72,75,26,58,67,38,45,72,44,57,57,76,83,71,53,53,35,44,58,29,44
Chris Brady,us USA,GK,Chicago Fire,21-138,2004,16,16,1385,11,83,69,22,92,88,89,97,88,7,6,55,74,20,40,43,55,95,46,21,17,48
Cleiton Schwengber,br BRA,GK,RB Bragantino,27-334,1997,12,12,1080,64,44,60,79,18,21,38,45,29,25,13,37,84,59,87,54,30,35,51,76,73,37
Cláudio Ramos,pt POR,GK,Porto,32,1991,2,2,180,35,44,36,11,94,94,38,45,75,9,4,30,21,7,3,73,59,35,75,22,74,96
Colin Coosemans,be BEL,GK,Anderlecht,31,1992,28,28,2520,79,64,80,87,46,21,91,45,58,79,62,98,42,6,48,54,71,89,93,85,77,54
Conor Hazard,nir NIR,GK,Plymouth Argyle,26,1998,25,25,2250,32,72,73,23,39,45,38,45,84,87,96,60,41,90,92,62,34,35,83,54,19,40
Cássio,br BRA,GK,Cruzeiro,38-043,1987,14,14,1260,89,48,72,87,46,21,91,45,21,21,14,0,12,68,80,21,34,89,87,91,63,16
César,br BRA,GK,Boavista,32,1992,16,16,1440,17,73,67,26,73,83,38,45,82,57,58,4,42,71,44,83,33,35,36,29,48,82
Daniel,br BRA,GK,SJ Earthquakes,31-074,1994,19,19,1595,34,85,87,25,43,52,38,45,81,38,38,51,66,35,37,52,88,35,82,65,47,56
Daniel Azevedo,pt POR,GK,Casa Pia,26,1998,1,1,90,13,44,15,11,18,21,38,45,90,3,27,14,2,85,95,73,59,35,68,6,1,48
Daniel Bachmann,at AUT,GK,Watford,30,1994,22,22,1902,46,49,48,48,41,21,87,45,48,47,62,52,73,52,63,25,40,82,46,46,29,22
Daniel Bielica,pl POL,GK,NAC Breda,25,1999,32,32,2880,28,79,77,30,73,83,38,45,74,78,51,60,69,79,76,50,46,35,54,50,88,40
Daniel Figueira,pt POR,GK,Estoril,26,1998,1,1,90,0,96,60,11,98,98,38,45,95,9,5,14,93,22,75,73,6,35,0,3,43,64
Daniel Grimshaw,eng ENG,GK,Plymouth Argyle,26,1998,21,21,1890,8,91,79,22,62,71,38,45,93,52,92,97,67,64,67,16,70,35,40,19,7,14
Daniel Schmidt,jp JPN,GK,Gent,32,1992,1,1,90,97,76,96,97,18,21,38,45,90,9,36,92,81,1,3,73,6,35,100,98,5,96
David Bingham,us USA,GK,Charlotte,35-273,1989,2,2,180,70,87,95,87,18,21,38,45,41,6,19,42,52,59,91,96,26,35,80,90,4,92
David Cornell,wls WAL,GK,Preston,33,1991,10,9,811,21,44,23,25,89,91,38,45,65,86,83,68,75,80,50,65,65,35,15,11,56,66
David Ochoa,us USA,GK,LAFC,24-184,2001,1,1,90,70,1,1,11,18,21,38,45,17,0,0,12,96,22,40,5,6,35,33,0,0,5
David Ospina,co COL,GK,co Nacional,36-322,1988,5,5,450,55,56,67,39,95,96,38,45,54,62,38,91,85,3,34,39,31,35,73,68,88,45
Davor Matijas,hr CRO,GK,Beerschot,24,1999,10,9,852,9,69,24,41,96,96,94,45,91,16,25,78,49,15,43,24,82,93,23,4,17,24
Davy Roef,be BEL,GK,Gent,30,1994,26,26,2340,59,87,94,79,39,45,38,45,80,42,30,56,94,79,79,83,28,35,95,86,70,70
Dayne St. Clair,ca CAN,GK,Minnesota Utd,28-071,1997,19,19,1710,79,31,51,79,55,48,38,95,23,71,85,61,18,39,90,42,21,82,66,84,28,27
Demba Thiam,sn SEN,GK,Juve Stabia,26,1998,38,38,3420,64,39,48,62,71,69,81,92,44,78,88,83,43,24,66,93,40,82,75,64,30,92
Diant Ramaj,de GER,GK,Ajax,22,2001,1,1,90,97,4,15,97,18,21,38,45,2,3,27,98,21,22,1,5,59,35,80,98,1,5
Diego Enriquez,pe PER,GK,pe Sporting Cristal,23-176,2002,6,6,540,6,96,95,11,89,91,38,45,91,25,22,29,21,75,55,45,59,35,7,23,47,44
Diego Matías Rodríguez,ar ARG,GK,Arg Juniors,36-024,1989,17,17,1530,90,10,27,91,18,21,38,45,8,80,52,54,7,30,15,16,13,35,66,92,91,21
Diogo Costa,pt POR,GK,Porto,24,1999,32,32,2880,80,8,9,87,78,75,89,45,18,45,23,86,64,16,12,38,83,86,63,42,85,61
Drake Callender,us USA,GK,Inter Miami,27-285,1997,3,2,185,7,94,87,11,18,21,38,45,93,59,15,61,77,12,4,5,78,35,26,20,98,5
Earl Edwards Jr.,us USA,GK,SJ Earthquakes,33-176,1992,6,4,475,9,56,20,74,73,83,38,45,75,46,45,34,92,28,22,12,67,35,5,4,49,13
Edoardo Motta,it ITA,GK,Reggiana,19,2005,2,2,180,35,27,15,11,18,21,38,45,50,94,87,5,12,96,98,73,6,35,22,14,82,39
Eduardo García,mx MEX,GK,Guadalajara,22,2002,2,2,180,35,60,60,87,18,21,38,45,24,53,36,37,35,91,86,73,26,35,8,39,78,57
Egil Selvik,no NOR,GK,Watford,27,1997,16,16,1440,56,58,69,74,18,21,38,45,68,60,76,79,42,45,60,59,59,35,88,70,30,54
Elhan Kastrati,al ALB,GK,Cittadella,27,1997,29,29,2565,41,51,52,56,71,71,84,45,56,25,34,13,38,73,69,53,31,79,44,51,25,46
Emil Audero,id IDN,GK,Palermo,27,1997,14,14,1260,40,64,66,41,46,55,38,45,69,83,80,74,76,68,92,94,45,35,70,50,52,87
Enrique Bologna,ar ARG,GK,Defensa y Just,43-156,1982,17,17,1530,48,65,70,70,43,52,38,45,56,91,69,42,36,64,80,49,30,35,63,63,94,37
Esteban Andrada,ar ARG,GK,Monterrey,33,1991,24,24,2160,53,48,52,65,68,77,38,45,37,59,48,84,93,43,31,86,66,35,44,58,72,89
Ethan Horvath,us USA,GK,Cardiff City,29,1995,17,17,1530,26,41,34,35,18,21,38,45,47,46,72,43,14,49,17,23,54,35,11,23,16,31
Etienne Vaessen,sr SUR,GK,Groningen,29,1995,32,32,2880,32,56,51,44,73,75,81,45,72,92,95,86,28,42,52,87,72,74,54,30,45,86
Evan Bush,us USA,GK,Columbus Crew,39-135,1986,5,5,450,90,1,2,76,18,21,38,45,6,5,4,65,45,48,5,39,95,35,41,14,18,78
Ezequiel Centurión,ar ARG,GK,Ind. Rivadavia,28-060,1997,17,17,1530,60,52,65,70,81,81,89,45,39,77,82,19,36,85,90,73,24,86,61,71,37,54
Ezequiel Unsain,ar ARG,GK,Necaxa,29,1995,34,34,3060,28,71,68,52,63,73,38,45,68,81,75,48,32,81,70,68,48,35,36,41,60,64
Fabian de Keijzer,nl NED,GK,Heracles Almelo,24,2000,34,34,3060,18,86,82,35,71,81,38,45,78,93,92,76,11,64,63,21,38,35,27,48,62,17
Facundo Cambeses,ar ARG,GK,Racing Club,28-101,1997,5,4,421,35,92,94,41,18,21,38,45,43,38,62,6,15,96,88,13,34,35,17,75,19,12
Facundo Sanguinetti,ar ARG,GK,Banfield,24-140,2001,17,17,1530,60,52,60,57,86,81,95,45,48,74,71,14,17,66,72,32,35,94,76,59,52,26
Federico Lanzillota,ar ARG,GK,bo Bolívar,32-230,1992,3,3,270,8,44,8,65,18,21,38,45,77,1,2,98,97,94,8,73,98,35,5,3,2,94
Felipe Zenobio,ar ARG,GK,Tigre,25-058,2000,17,17,1530,82,19,30,77,71,67,38,97,24,46,38,10,41,53,59,85,19,86,77,73,61,80
Fernando Miguel,br BRA,GK,Ceará,40-167,1985,8,7,657,76,62,79,77,84,88,38,45,40,66,73,37,33,77,96,85,70,35,81,85,40,61
Fernando Muslera,uy URU,GK,Estudiantes–LP,39-033,1986,1,1,90,70,98,99,11,18,21,38,45,97,42,9,2,81,97,65,73,6,35,99,94,98,70
Fernando Tapia,mx MEX,GK,UANL,23,2001,3,3,270,87,89,96,65,18,21,38,45,24,42,42,33,72,97,85,45,85,35,88,94,49,32
Fernando de Paul,cl CHI,GK,cl Colo-Colo,34-085,1991,1,1,90,97,44,89,97,18,21,38,45,2,21,5,23,99,9,9,5,6,35,80,98,95,5
Francesco Bardi,it ITA,GK,Reggiana,32,1992,36,36,3240,44,38,40,44,43,52,38,45,45,38,42,13,27,62,82,45,13,35,31,45,41,33
Francesco Corriere,it ITA,GK,Salernitana,18,2006,1,0,47,16,3,1,11,18,21,38,45,68,100,99,82,5,92,84,5,6,35,11,0,97,5
Francisco Meixedo,pt POR,GK,Estrela,23,2001,1,0,45,97,93,99,99,18,21,38,45,4,94,84,63,98,100,28,5,6,35,90,98,88,5
Franco Armani,ar ARG,GK,ar River Plate,38-276,1986,23,23,2070,84,11,21,84,18,21,38,45,15,21,11,7,70,53,13,22,63,35,69,78,79,34
Franco Israel,uy URU,GK,Sporting CP,24,2000,11,11,990,82,7,5,93,18,21,38,45,9,5,2,16,56,15,9,12,20,35,24,26,71,15
Franco Petroli,ar ARG,GK,Godoy Cruz,27-038,1998,17,17,1530,60,44,52,77,58,52,89,45,37,96,91,72,46,39,73,92,54,86,57,66,79,89
Freddie Woodman,eng ENG,GK,Preston,27,1997,37,37,3329,59,28,25,62,55,57,81,45,27,88,79,85,91,44,60,64,85,74,28,35,72,60
Fábio,br BRA,GK,Fluminense,44-292,1980,12,12,1080,58,29,31,50,18,21,38,45,27,7,4,4,61,45,45,60,23,35,29,45,47,64
Gabriel,br BRA,GK,Vitória,32-295,1992,2,2,180,13,27,6,11,18,21,38,45,17,3,19,39,21,22,18,5,6,35,2,3,2,5
Gabriel Arias,cl CHI,GK,Racing Club,37-309,1987,19,19,1646,85,18,30,84,55,48,87,45,11,45,49,26,25,72,24,27,77,82,63,80,41,36
Gabriel Batista,br BRA,GK,Santa Clara,26,1998,34,34,3060,77,22,28,62,71,67,81,92,15,58,69,28,34,80,44,83,45,86,36,59,36,82
Gabriel Brazão,br BRA,GK,Santos,24-287,2000,13,13,1170,64,68,80,60,63,73,38,45,28,35,36,8,16,79,70,14,38,35,47,82,46,12
Gabriel Castellón,cl CHI,GK,cl U de Chile,31-314,1993,6,6,540,70,37,51,65,68,77,38,45,25,34,21,10,27,39,50,18,59,35,56,72,75,18
Gabriel Delfim,br BRA,GK,Atlético Mineiro,23-009,2002,1,1,90,13,76,60,11,18,21,38,45,17,9,27,58,52,39,28,99,99,35,2,17,6,99
Gastón Olveira,uy URU,GK,py Olimpia,32-089,1993,3,3,270,45,54,60,65,18,21,38,45,20,62,54,25,3,54,24,5,18,35,10,52,66,5
Gatito Fernández,py PAR,GK,py Cerro Porteño,37-112,1988,3,3,270,25,76,71,11,18,21,38,45,81,50,31,14,39,85,40,18,85,35,68,37,81,19
Gavin Bazunu,ie IRL,GK,Standard Liège,22,2002,6,6,540,13,50,21,32,18,21,38,45,87,46,70,72,58,16,38,5,95,35,38,9,18,5
George Evans,eng ENG,GK,Millwall,19,2005,4,4,360,13,69,45,50,18,21,38,45,34,97,94,19,7,71,86,73,80,35,2,15,80,57
George Long,eng ENG,GK,Norwich City,30,1993,9,8,765,10,82,50,26,90,87,95,45,82,11,16,79,91,16,66,26,68,94,9,10,12,24
Giacomo Drago,it ITA,GK,Südtirol,23,2001,5,5,450,13,82,67,11,75,84,38,45,79,16,16,25,95,33,37,73,83,35,18,20,39,78
Giacomo Poluzzi,it ITA,GK,Südtirol,36,1988,18,18,1620,29,41,25,44,78,64,89,97,60,93,82,36,44,79,88,67,65,93,22,16,86,51
Giacomo Satalino,it ITA,GK,Sassuolo,25,1999,10,10,900,70,40,53,76,18,21,38,45,36,55,44,21,38,25,83,73,14,35,73,73,69,59
Gil Alcalá,mx MEX,GK,UNAM,32,1992,4,4,360,91,2,4,95,18,21,38,45,4,57,27,81,97,14,16,14,80,35,44,61,92,17
Gonzalo Valle,ec ECU,GK,ec LDU de Quito,29-141,1996,6,6,526,86,70,92,89,18,21,38,45,48,60,58,65,49,95,93,63,19,35,95,93,57,41
Guido Herrera,ar ARG,GK,ar Talleres,33-140,1992,19,19,1665,56,17,19,54,41,48,38,45,32,67,53,56,24,19,31,55,28,35,36,31,77,62
Guido Villar,ar ARG,GK,ec Independiente,27-154,1998,6,6,540,19,71,60,32,89,77,97,45,64,25,12,12,21,50,55,18,47,96,12,21,79,17
Guillaume Dietsch,fr FRA,GK,Dender,23,2001,1,0,49,18,32,10,11,18,21,38,45,64,0,1,0,39,0,0,5,6,35,12,9,0,5
Guillermo Allison,mx MEX,GK,Querétaro,33,1990,25,25,2250,24,83,77,39,85,84,91,45,73,80,79,15,31,95,79,66,62,90,36,35,49,54
Guillermo Ochoa,mx MEX,GK,AVS Futebol,39,1985,23,23,2070,16,81,68,52,39,45,38,45,78,75,51,25,49,92,78,21,39,35,19,23,86,16
Guillermo Vizcarra,bo BOL,GK,pe Alianza Lima,32-162,1993,6,6,540,19,71,60,11,89,91,38,45,35,82,64,17,89,88,61,60,26,35,4,21,79,55
Guillermo de Amores,uy URU,GK,uy Peñarol,30-273,1994,3,3,270,87,22,42,94,18,21,38,45,7,34,56,37,94,54,12,18,6,35,40,88,19,27
Gustavo,br BRA,GK,Juventude,32-131,1993,7,7,585,10,91,79,29,87,73,96,45,81,18,17,44,78,43,50,56,14,96,12,19,42,54
Harlen Castillo,co COL,GK,co Nacional,31-336,1993,1,1,90,97,4,15,97,18,21,38,45,2,42,54,81,7,0,6,5,6,35,68,98,32,5
Hendrik Van Crombrugge,be BEL,GK,Genk,31,1993,19,19,1710,50,34,34,79,41,21,38,95,43,71,50,89,30,11,44,16,24,82,46,34,86,18
Hernán Galíndez,ec ECU,GK,Huracán,38-111,1987,16,16,1440,84,10,15,87,73,67,89,45,20,52,58,26,14,56,54,59,21,86,77,68,39,57
Hidde Jurjus,nl NED,GK,Groningen,30,1994,2,2,180,35,27,15,11,18,21,38,45,32,89,89,92,7,50,9,5,99,35,10,14,56,5
Horaţiu Moldovan,ro ROU,GK,Sassuolo,26,1998,27,27,2430,70,40,56,77,39,45,38,45,26,33,39,27,44,36,60,79,17,35,57,78,36,75
Hugo González Durán,mx MEX,GK,Mazatlán,33,1990,34,34,3015,45,57,64,54,81,81,38,97,47,75,61,45,72,83,57,59,52,86,40,56,75,56
Hugo Lloris,fr FRA,GK,LAFC,38-205,1986,18,18,1620,70,16,20,81,55,64,38,45,20,60,37,33,35,25,26,25,68,35,40,51,87,30
Hugo Souza,br BRA,GK,Corinthians,26-169,1999,9,9,810,52,29,25,81,78,86,38,45,51,30,11,16,39,54,16,14,15,35,66,33,91,15
Héctor Holguín,mx MEX,GK,Santos,23,2001,1,1,90,70,76,89,11,98,98,38,45,73,9,9,91,81,94,97,5,6,35,95,87,22,5
Ignacio Arce,ar ARG,GK,Deportivo Riestra,33-102,1992,17,17,1530,93,24,65,95,58,67,38,45,15,98,98,45,2,87,98,97,81,35,92,95,71,87
Ignacio De Arruabarrena,uy URU,GK,ec Barcelona,28-184,1997,2,1,144,17,88,82,11,18,21,38,45,51,24,17,3,25,98,26,41,88,35,6,41,54,51
Illan Meslier,fr FRA,GK,Leeds United,24,2000,39,39,3510,86,6,7,90,53,57,81,45,7,8,13,76,67,5,8,59,52,74,36,63,9,86
Ivan Zlobin,ru RUS,GK,Famalicão,27,1997,15,15,1350,55,52,60,65,46,55,38,45,68,26,32,39,55,42,55,79,24,35,88,61,31,76
Ivor Pandur,hr CRO,GK,Hull City,24,2000,44,44,3960,57,37,41,28,62,59,78,91,39,17,30,95,60,47,70,62,77,82,51,54,20,52
Jacob Widell Zetterström,se SWE,GK,Derby County,26,1998,40,40,3600,51,35,35,44,49,42,87,45,45,73,88,45,63,47,49,82,43,82,51,34,21,79
Jacopo Sassi,it ITA,GK,Modena,21,2003,1,1,90,3,76,60,11,18,21,38,45,32,82,61,63,52,75,75,5,91,35,0,17,84,5
Jak Alnwick,eng ENG,GK,Cardiff City,31,1993,29,29,2610,33,55,48,32,62,62,81,45,66,54,68,46,26,46,44,32,78,74,44,29,28,33
James Beadle,eng ENG,GK,Sheffield Weds,20,2004,38,38,3420,33,32,20,48,60,64,81,45,61,56,65,75,28,29,39,41,53,74,29,14,35,44
James Pantemis,ca CAN,GK,Portland Timbers,28-148,1997,12,12,1080,45,84,85,50,92,77,99,45,63,62,40,80,56,65,69,37,71,99,70,65,85,30
James Shea,eng ENG,GK,Luton Town,33,1991,2,1,147,89,16,32,92,18,21,38,45,43,91,98,93,39,88,38,98,95,35,95,88,21,98
James Trafford,eng ENG,GK,Burnley,21,2002,45,45,4050,93,7,11,93,39,21,84,45,8,27,52,84,63,31,24,45,65,79,83,90,13,57
Jamie Cumming,eng ENG,GK,Oxford United,24,1999,45,45,4050,43,58,63,57,51,45,84,45,73,84,89,85,60,63,87,62,67,79,81,51,38,45
