Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Etienne Youte Kinkoue,FRA,Le Havre,French Ligue 1,CB,Defender,23,326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.28,0.28,0.83,0.55,0.0,0.0,0.0,0.0,36.17,43.07,4.42,0.0,0.28,0.28,0.0,40.58,2.48,2.48,6.63,8.01,21.26,23.19,8.01,11.32,841.75,299.26,26.23,0.55,164.26,107.12,0.0,0.0,0.0,0.0,0.0,1.66,0.83,1.38,0.28,0.0,1.1,1.38,0.28,0.0,2.48,2.21,7.73,0.28,3.31,0.28,0.0,0.28,32.02,0.0,55.49,10.77,33.13,21.53,1.1,0.28,55.49,0.55,0.0,0.0,0.83,0.28,0.0,0.0,0.0,0.0,0.83,0.83,1.66,4.97,1.1,0.83,1.93,0.0,1,0.0,50.0,0.0,82.77,91.68,70.76,63.49,0.0
Etta Eyong,CMR,Levante,Spanish La Liga,AM,Forward,21,176,0.51,0.0,3.07,1.02,0.87,0.87,0.0,0.0,2.05,0.0,0.51,1.02,0.51,0.0,0.0,0.05,0.0,10.23,16.36,1.53,0.0,0.0,0.51,0.51,15.34,0.51,0.0,4.6,7.67,3.07,4.6,0.51,0.51,125.8,28.64,18.41,0.0,55.74,17.9,0.51,0.0,1.02,0.0,1.02,1.02,1.02,0.0,1.02,0.0,0.51,0.51,0.0,1.02,0.0,0.0,2.05,0.0,4.09,5.11,0.51,5.62,23.01,4.6,33.75,1.53,2.05,15.85,15.85,4.09,33.75,0.51,0.0,0.0,0.0,2.56,0.51,0.0,0.0,0.0,3.07,4.6,7.67,6.14,2.05,4.6,1.53,-0.36,1,0.51,40.03,0.0,59.97,66.74,100.0,100.0,0.0
Evan Caffrey,IRL,Shelbourne FC,UEFA Europa Conference League,CM,Midfielder,22,240,0.0,0.0,0.75,0.75,0.08,0.08,0.0,0.0,1.5,0.0,0.38,1.88,1.12,0.0,2.62,0.04,0.0,20.25,27.75,2.62,0.0,0.0,0.0,0.0,24.75,3.0,0.0,9.38,10.5,8.62,11.25,1.12,4.88,302.62,79.5,19.12,0.75,79.88,35.62,0.0,0.38,0.38,0.0,0.38,1.12,0.0,0.38,0.75,0.0,0.38,1.5,1.12,1.12,0.75,0.0,0.38,0.0,3.0,1.5,1.12,2.62,22.12,3.75,36.0,1.88,7.5,17.62,10.88,1.5,36.0,0.38,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.38,0.75,1.12,7.12,1.5,3.0,0.38,-0.08,1,0.0,33.93,0.0,89.33,76.62,22.95,14.5,0.0
Evan Ferguson,IRL,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,21,888,0.41,0.2,2.94,1.42,0.32,0.32,0.0,0.0,2.74,0.51,1.72,0.61,0.61,0.1,0.3,0.08,0.17,14.29,19.97,0.91,0.0,0.1,0.71,0.0,18.75,1.22,0.0,9.32,12.36,3.45,4.46,0.61,0.81,183.55,20.98,21.18,2.03,103.58,40.24,1.32,0.81,1.82,0.71,1.11,0.51,0.2,0.0,0.3,0.2,0.1,0.61,0.51,0.1,0.71,0.1,0.3,0.0,1.82,4.16,2.53,6.69,27.16,8.72,33.24,0.3,0.51,13.99,19.36,5.47,33.24,0.1,0.0,0.0,1.52,1.22,0.41,0.0,0.0,0.0,1.52,4.36,5.88,11.66,3.24,6.99,0.3,0.08,1,0.41,25.85,0.0,75.4,77.35,75.31,26.79,39.01
Evangelos Andreou,CYP,AC Omonia,UEFA Europa Conference League,RW,Forward,23,400,0.0,0.0,1.35,0.45,0.34,0.34,0.0,0.0,1.35,0.45,0.22,2.48,0.9,0.0,1.58,0.0,0.0,24.3,30.82,3.15,0.45,0.22,0.45,0.22,30.6,0.0,0.0,14.62,16.88,6.98,9.22,1.58,2.48,345.6,91.12,24.52,2.02,127.58,53.78,0.68,0.45,4.05,1.12,2.25,2.48,1.12,1.35,0.22,0.9,0.9,2.02,1.12,0.9,0.45,0.0,0.68,0.0,6.3,4.72,1.12,5.85,32.85,9.45,47.02,1.12,10.35,17.77,20.02,2.7,47.02,0.22,0.0,0.0,1.8,2.48,0.22,0.0,0.22,0.0,0.0,0.68,0.68,14.62,1.8,4.05,2.02,-0.34,1,0.0,0.0,0.0,86.61,75.7,63.71,44.89,27.65
Evanilson,BRA,Bournemouth,English Premier League,AM,Forward,26,1344,0.2,0.0,2.34,0.74,0.35,0.35,0.0,0.0,2.41,0.13,1.07,0.54,0.4,0.0,0.13,0.04,0.11,12.32,15.74,0.87,0.0,0.07,0.47,0.13,14.93,0.67,0.0,8.37,9.71,2.21,2.95,0.2,0.33,131.38,22.1,13.46,0.67,61.21,20.89,0.47,0.33,1.67,0.4,0.67,0.33,0.2,0.07,0.13,0.13,0.2,0.6,0.4,0.07,0.4,0.07,0.8,0.07,2.48,2.08,1.61,3.68,16.67,3.48,24.64,0.94,2.61,10.78,11.32,4.35,24.64,0.07,0.0,0.0,0.94,1.34,1.0,0.0,0.07,0.0,1.74,3.21,4.96,5.02,2.54,5.09,0.4,-0.15,1,0.2,35.08,0.0,86.2,74.92,60.61,43.01,23.95
Evann Guessand,CIV,Aston Villa,"English Premier League, UEFA Europa League",RW,Forward,24,1039,0.17,0.09,1.13,0.69,0.19,0.19,0.0,0.0,1.56,0.17,0.52,0.69,0.69,0.0,1.91,0.06,0.1,13.6,19.4,1.91,0.09,0.0,1.65,0.17,19.06,0.17,0.0,8.66,10.57,3.81,5.11,0.26,0.61,174.37,35.43,17.67,1.99,107.32,50.41,0.87,1.21,2.77,0.61,2.08,2.25,1.21,0.87,1.13,0.26,0.69,0.95,0.26,0.43,1.21,0.09,0.69,0.0,3.64,1.82,2.25,4.07,20.7,5.37,31.79,0.69,5.28,11.87,15.25,4.42,31.79,0.0,0.0,0.0,1.91,1.47,0.0,0.0,0.0,0.0,0.69,0.95,1.65,9.27,1.73,6.32,1.91,-0.02,1,0.17,41.82,0.0,81.93,74.56,42.62,59.38,22.02
Evert Linthorst,NED,Go Ahead Eag,UEFA Europa League,DM,Midfielder,25,271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,5.31,0.0,0.0,0.0,0.0,0.0,49.15,55.13,3.65,0.0,0.33,0.66,0.0,54.46,0.66,0.66,18.6,19.93,22.92,24.91,5.98,6.97,891.37,208.56,38.19,1.33,183.65,82.36,0.0,0.0,0.0,0.0,0.0,0.66,0.33,0.33,0.33,0.0,0.33,0.66,0.33,0.66,0.0,0.0,1.66,0.33,2.66,0.66,0.66,1.33,43.17,1.0,59.45,2.99,17.93,36.53,5.31,0.0,59.45,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.66,0.33,1.0,5.98,1.33,0.0,0.66,0.0,1,0.0,66.0,0.0,93.33,92.01,85.8,50.0,0.0
Everton Pereira,FRA,Nice,French Ligue 1,DM,Midfielder,18,68,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ewandro,BRA,AC Omonia,UEFA Europa Conference League,AM,Forward,29,362,0.0,0.25,1.74,0.25,0.12,0.12,0.0,0.0,3.73,0.5,2.98,4.23,2.73,0.5,4.48,0.17,0.2,34.81,46.99,4.72,0.75,0.99,0.75,0.25,40.28,6.46,2.49,16.66,18.15,9.45,14.17,6.22,10.69,651.38,231.96,25.86,0.99,115.36,43.51,0.75,0.25,1.24,0.5,0.75,2.24,1.74,0.99,0.75,0.5,0.0,0.99,0.99,1.49,0.99,0.0,0.99,0.0,5.22,1.24,0.0,1.24,36.8,3.23,57.43,0.5,12.43,27.6,17.9,1.99,57.43,0.25,0.0,0.0,2.49,0.99,0.5,0.0,0.0,0.0,0.5,0.75,1.24,8.95,4.23,5.47,1.74,-0.12,1,0.0,40.32,0.0,91.79,66.69,58.19,53.87,40.32
Exequiel Palacios,ARG,Leverkusen,German Bundesliga,CM,Midfielder,26,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,8.18,2.05,0.0,0.0,0.2,0.0,49.09,51.14,8.18,0.0,0.0,2.05,0.0,51.14,0.0,0.0,22.5,22.5,22.5,22.5,2.05,2.05,818.18,302.73,47.05,2.05,175.91,108.41,0.0,0.0,0.0,0.0,0.0,2.05,2.05,0.0,2.05,0.0,2.05,2.05,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2.05,0.0,2.05,51.14,2.05,57.27,2.05,14.32,30.68,12.27,0.0,57.27,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27,2.05,2.05,4.09,0.0,1,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0
Ezechiel Banzuzi,NED,RB Leipzig,German Bundesliga,RM,Midfielder,20,335,0.0,0.27,1.88,0.81,0.16,0.16,0.0,0.0,2.69,0.27,1.07,2.15,0.27,0.0,0.81,0.03,0.05,34.66,42.99,3.22,0.0,0.0,0.27,0.54,41.37,1.07,1.07,21.76,25.52,11.01,13.7,1.07,1.88,478.75,133.52,25.79,0.54,120.63,44.87,0.81,0.27,0.81,0.54,0.27,2.42,1.61,1.88,0.27,0.27,0.81,1.07,0.27,1.34,1.88,0.81,6.18,0.0,4.57,0.54,0.81,1.34,36.0,2.96,59.37,7.25,17.73,27.13,14.78,1.88,59.37,0.54,0.0,0.0,1.88,0.54,0.0,0.0,0.0,0.0,4.03,4.03,8.06,6.72,2.96,2.42,2.42,-0.16,1,0.0,50.0,0.0,85.27,80.36,56.91,69.34,66.67
Ezequiel Ávila,ARG,Betis,"Spanish La Liga, UEFA Europa League",AM,Forward,31,189,0.0,0.0,2.38,0.0,0.24,0.24,0.0,0.0,3.81,0.0,0.95,1.9,0.48,0.0,3.81,0.05,0.0,22.86,31.43,3.33,0.0,0.0,0.95,0.0,28.1,3.33,0.95,8.57,10.48,8.1,10.48,3.81,7.62,420.95,149.05,26.67,2.86,140.48,50.95,0.95,0.95,0.48,0.48,0.0,0.95,0.48,0.0,0.48,0.48,0.48,1.43,0.95,0.0,0.48,0.0,3.33,0.0,4.76,3.81,0.48,4.29,28.1,1.9,44.76,2.86,7.14,18.1,19.52,1.9,44.76,0.48,0.0,0.0,0.95,1.43,0.0,0.0,0.0,0.0,1.43,1.43,2.86,8.1,3.81,3.33,0.95,-0.24,1,0.0,50.0,0.0,81.77,77.29,50.0,40.34,100.0
Ezequiél Fernández,ARG,Leverkusen,"German Bundesliga, UEFA Champions League",CM,Midfielder,23,551,0.0,0.0,0.65,0.0,0.03,0.03,0.0,0.0,3.27,0.16,0.82,6.04,0.82,0.0,0.0,0.11,0.03,66.81,73.99,5.23,0.33,0.16,0.98,0.0,73.18,0.82,0.65,39.53,41.65,21.4,23.36,3.43,4.74,966.81,280.62,46.06,0.65,160.56,77.1,0.82,0.33,1.63,0.65,0.98,2.12,1.47,0.65,1.14,0.33,0.82,2.29,1.47,0.82,1.47,0.33,1.14,0.16,6.21,1.31,1.31,2.61,65.66,1.8,83.63,2.94,18.95,52.76,12.25,0.82,83.63,0.49,0.16,0.16,1.31,1.63,0.16,0.0,0.0,0.0,0.33,1.14,1.47,7.68,3.43,1.96,2.29,-0.03,1,0.0,22.45,0.0,94.91,91.61,72.36,51.93,39.88
Ezra Mayers,BRB,West Ham,English Premier League,LB,Defender,18,88,0.0,0.0,1.02,0.0,0.1,0.1,0.0,0.0,2.05,0.0,1.02,9.2,2.05,1.02,2.05,0.41,0.2,53.18,62.39,6.14,0.0,0.0,2.05,0.0,59.32,3.07,0.0,21.48,26.59,27.61,28.64,4.09,5.11,941.93,301.7,42.95,1.02,132.95,80.8,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,3.07,0.0,5.11,1.02,1.02,2.05,51.14,5.11,70.57,1.02,17.39,39.89,14.32,3.07,70.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.02,3.07,12.27,2.05,6.14,0.0,-0.1,1,0.0,66.78,0.0,80.78,96.4,80.04,0.0,0.0
Ezri Konsa,ENG,Aston Villa,"English Premier League, UEFA Europa League",CB,Defender,28,2076,0.0,0.0,0.17,0.09,0.02,0.02,0.0,0.0,0.82,0.09,0.22,3.29,0.17,0.0,0.17,0.0,0.02,60.69,64.55,3.03,0.09,0.04,0.13,0.09,60.04,4.42,3.82,24.54,25.01,32.56,33.68,2.6,4.42,1045.36,350.94,47.95,0.56,244.29,138.77,0.26,0.0,0.52,0.26,0.17,0.56,0.22,0.26,0.26,0.04,0.13,0.22,0.09,0.74,1.34,0.95,3.55,0.09,3.08,0.52,0.22,0.74,55.01,0.22,72.23,9.71,36.59,33.51,2.47,0.69,72.23,0.04,0.04,0.0,0.56,1.47,0.0,0.0,0.04,0.0,0.74,0.65,1.39,3.82,0.91,0.87,0.35,-0.02,1,0.0,53.24,0.0,98.12,96.67,58.82,44.87,50.0
Fabian Rieder,SUI,"Augsburg, Rennes","French Ligue 1, German Bundesliga",AM,Forward,23,1183,0.23,0.15,1.6,0.38,0.21,0.14,0.08,0.08,3.35,0.46,1.45,2.05,1.14,0.46,4.26,0.14,0.15,21.99,33.09,3.88,0.23,0.23,0.91,0.3,27.24,5.55,1.52,11.03,13.77,8.29,11.64,2.28,5.55,368.6,111.99,21.38,1.22,101.11,40.17,0.99,0.61,2.66,1.07,1.29,1.37,0.68,0.53,0.53,0.3,0.68,2.13,1.45,0.68,1.14,0.15,0.61,0.0,3.8,2.66,1.9,4.56,28.15,5.93,44.66,0.61,5.1,17.73,22.52,2.13,44.58,0.15,0.0,0.0,1.67,1.29,0.08,0.0,0.0,0.0,0.53,2.05,2.59,11.03,3.8,4.34,1.37,0.02,1,0.23,20.46,0.0,80.1,71.22,41.08,38.86,40.23
Fabian Schär,SUI,Newcastle Utd,"English Premier League, UEFA Champions League",CB,Defender,34,1146,0.0,0.0,1.34,0.31,0.07,0.07,0.0,0.0,0.86,0.08,0.31,4.16,0.24,0.0,0.39,0.03,0.01,51.05,61.57,3.69,0.08,0.79,0.16,0.08,58.9,2.59,1.81,13.98,15.16,28.9,30.94,8.01,14.53,1110.55,459.97,42.41,0.47,162.72,88.27,0.24,0.0,0.16,0.0,0.08,1.1,0.71,0.94,0.08,0.08,0.71,1.26,0.55,1.34,1.57,1.18,6.2,0.24,3.38,0.86,0.08,0.94,49.01,0.63,75.24,8.56,37.07,33.38,4.95,1.57,75.24,0.08,0.0,0.0,1.34,0.39,0.08,0.0,0.0,0.0,3.61,2.2,5.81,4.79,0.94,1.81,1.41,-0.07,1,0.0,62.13,0.0,92.22,93.41,55.13,60.17,0.0
Fabiano Parisi,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",WB,Midfielder,25,783,0.0,0.11,0.92,0.0,0.03,0.03,0.0,0.0,4.02,0.46,1.84,2.87,1.84,0.34,3.56,0.2,0.22,36.9,46.32,4.02,0.23,0.0,1.38,0.11,40.0,6.21,0.69,18.62,20.46,14.71,17.59,3.1,5.75,621.49,181.95,31.26,1.84,192.3,91.72,1.72,0.46,3.22,1.84,1.26,1.38,0.69,0.46,0.57,0.34,0.57,1.03,0.46,1.49,1.03,0.23,2.07,0.0,5.06,2.07,1.15,3.22,35.17,5.75,59.08,2.76,12.99,25.75,21.38,1.72,59.08,0.34,0.0,0.0,1.38,3.45,0.11,0.11,0.11,0.0,0.57,0.69,1.26,11.61,4.48,4.37,1.26,-0.03,1,0.0,45.24,0.0,91.01,83.63,53.91,52.28,57.14
Fabien Centonze,FRA,Nantes,French Ligue 1,RB,Defender,29,163,1.1,0.0,2.21,1.1,0.55,0.55,0.0,0.0,1.66,0.55,0.0,1.66,1.1,0.55,1.66,0.0,0.0,28.16,40.31,4.97,0.0,0.0,1.66,0.0,30.37,9.94,0.55,13.8,18.77,11.6,16.56,1.66,1.66,461.04,251.78,28.16,5.52,215.89,139.69,2.21,0.55,6.07,1.66,4.42,4.42,2.76,2.21,2.21,0.0,2.21,2.21,0.0,3.87,1.66,0.55,3.31,0.55,3.87,0.55,0.0,0.55,28.16,4.97,62.94,3.31,14.91,33.13,15.46,2.21,62.94,0.55,0.0,0.0,2.21,2.76,0.0,0.0,0.0,0.0,0.0,0.55,0.55,15.46,2.21,4.42,4.97,0.55,1,1.1,0.0,0.0,73.52,70.05,100.0,74.96,27.35
Fabio Baldé,POR,Hamburger SV,German Bundesliga,LW,Forward,20,248,0.0,0.36,1.45,0.73,0.11,0.11,0.0,0.0,2.54,0.36,1.45,0.36,0.73,0.73,3.99,0.11,0.15,17.42,27.58,0.36,0.0,0.0,1.09,0.0,25.4,2.18,0.36,10.89,13.43,5.44,9.44,0.36,2.54,252.58,41.37,22.86,2.18,181.81,70.77,2.18,1.09,5.08,3.27,1.81,2.18,1.09,0.73,0.73,0.73,0.36,1.81,1.45,0.0,0.36,0.0,1.09,0.0,2.54,4.72,1.81,6.53,26.85,6.9,41.37,0.73,6.17,15.24,21.77,2.54,41.37,0.0,0.0,0.0,0.73,0.73,0.0,0.0,0.0,0.0,0.73,1.81,2.54,9.44,2.9,5.08,1.45,-0.11,1,0.0,28.74,0.0,81.09,57.63,14.17,36.34,64.37
Fabio Carvalho,POR,Brentford,English Premier League,CM,Midfielder,23,102,0.88,0.0,1.76,0.88,0.62,0.62,0.0,0.0,1.76,0.88,0.0,0.0,0.88,0.0,4.41,0.0,0.0,18.53,27.35,1.76,0.0,0.0,0.0,0.88,22.06,4.41,0.88,10.59,13.24,2.65,4.41,4.41,7.06,297.35,92.65,15.0,2.65,105.0,37.06,0.88,0.0,1.76,0.0,1.76,2.65,1.76,0.0,0.88,1.76,0.88,0.88,0.0,0.0,0.88,0.0,0.88,0.0,4.41,0.88,0.88,1.76,17.65,4.41,37.06,0.88,2.65,18.53,15.88,1.76,37.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,2.65,3.53,8.82,2.65,2.65,2.65,0.26,1,0.88,24.93,0.0,79.98,60.09,62.46,74.79,0.0
Fabio Chiarodia,ITA,Gladbach,German Bundesliga,CB,Defender,20,279,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,4.52,0.65,0.0,0.0,0.03,0.0,58.39,65.16,5.81,0.0,0.0,0.32,0.0,58.06,7.1,2.58,21.29,21.94,34.19,36.77,2.58,5.48,1023.55,341.61,41.29,0.32,202.9,112.9,0.65,0.0,0.0,0.0,0.0,2.26,1.29,1.29,0.97,0.0,0.97,1.29,0.32,0.97,0.97,0.65,4.19,0.0,4.19,0.65,0.0,0.65,47.42,0.65,74.52,9.68,32.58,40.65,1.94,0.0,74.52,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.97,0.65,1.61,6.77,1.29,0.65,2.26,0.0,1,0.0,60.25,0.0,97.04,92.98,47.08,63.66,0.0
Fabio Miretti,ITA,Juventus,"Italian Serie A, UEFA Champions League",CM,Midfielder,22,219,0.0,0.41,2.47,0.41,0.12,0.12,0.0,0.0,8.22,1.23,3.29,4.52,2.47,0.41,3.29,0.66,0.16,56.3,68.63,7.4,0.0,0.0,0.41,0.41,62.05,6.16,3.29,25.07,30.0,23.84,26.3,5.75,8.63,968.22,255.62,48.49,2.88,230.55,125.34,2.05,0.82,3.29,1.64,1.64,4.11,2.05,2.05,1.23,0.82,2.88,4.93,2.05,0.82,1.64,0.0,0.41,0.0,5.75,1.64,2.47,4.11,57.53,6.58,85.07,1.64,15.62,34.93,35.75,6.99,85.07,0.82,0.0,0.0,2.05,1.64,0.0,0.0,0.0,0.0,0.82,0.82,1.64,16.85,9.45,10.68,4.93,-0.12,1,0.0,50.0,0.0,83.57,90.65,66.63,54.54,49.85
Fabio Moreno Fell,GER,Mainz 05,"German Bundesliga, UEFA Europa Conference League",AM,Forward,25,82,0.0,0.0,1.1,0.0,0.11,0.11,0.0,0.0,1.1,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,15.37,26.34,1.1,0.0,0.0,3.29,0.0,26.34,0.0,0.0,9.88,15.37,3.29,5.49,0.0,0.0,159.15,29.63,14.27,3.29,97.68,62.56,1.1,2.2,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,2.2,4.39,3.29,7.68,25.24,6.59,35.12,0.0,1.1,20.85,13.17,4.39,35.12,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,7.68,8.78,10.98,1.1,6.59,0.0,-0.11,1,0.0,12.53,0.0,64.28,59.93,0.0,0.0,100.0
Fabio Vieira,POR,Hamburger SV,German Bundesliga,CM,Midfielder,25,639,0.14,0.42,2.25,0.56,0.14,0.14,0.0,0.0,4.79,0.42,2.39,3.94,1.83,0.14,2.39,0.14,0.18,29.01,35.35,6.34,0.0,0.7,0.56,0.14,31.69,3.52,2.11,12.68,14.08,11.13,12.96,4.65,6.9,554.79,177.89,28.03,0.85,146.62,62.11,1.27,0.28,2.39,1.13,1.27,0.28,0.0,0.14,0.14,0.0,0.28,0.42,0.14,0.56,1.41,0.28,1.27,0.0,5.07,1.41,0.56,1.97,29.44,3.24,45.21,1.69,8.03,24.37,13.38,1.97,45.21,0.42,0.28,0.14,1.41,1.41,0.14,0.0,0.0,0.0,0.0,0.7,0.7,10.42,5.21,4.23,0.28,0.0,1,0.14,0.0,0.0,90.06,85.88,67.39,40.0,47.28
Fabián Ruiz Peña,ESP,Paris S-G,"French Ligue 1, UEFA Champions League",LM,Midfielder,29,1076,0.17,0.25,1.84,0.59,0.18,0.18,0.0,0.0,4.01,0.42,1.42,9.62,1.59,0.08,1.0,0.2,0.15,77.79,86.15,8.45,0.5,0.33,0.84,0.25,82.64,3.26,1.42,42.16,44.5,27.77,30.2,5.35,7.61,1212.07,372.88,58.63,1.51,260.72,126.97,1.67,0.33,0.75,0.08,0.67,1.34,0.92,0.42,0.42,0.5,0.5,1.42,0.92,0.59,1.0,0.08,0.67,0.08,3.76,1.59,0.59,2.17,77.62,3.93,94.18,1.51,15.89,53.45,25.34,3.26,94.18,0.0,0.0,0.0,0.42,0.42,0.17,0.0,0.0,0.0,0.25,0.25,0.5,13.88,4.43,5.27,1.42,-0.02,1,0.17,50.0,0.0,94.74,91.95,70.3,51.45,10.67
Fabrice Tamba,SEN,Shkëndija 79,UEFA Europa Conference League,AM,Forward,21,437,0.0,0.0,1.85,0.0,0.14,0.14,0.0,0.0,1.24,0.0,1.03,0.41,0.82,0.21,0.82,0.0,0.02,12.36,18.54,2.06,0.0,0.21,0.82,0.0,18.12,0.41,0.0,5.97,7.62,3.71,5.97,0.62,1.24,157.14,39.13,19.57,2.27,114.92,54.78,1.24,0.62,2.88,1.85,0.82,2.27,1.65,1.03,0.82,0.41,0.62,1.44,0.82,0.82,0.21,0.0,0.41,0.0,3.3,3.71,1.65,5.35,22.65,8.24,31.51,0.41,2.88,14.83,14.42,2.47,31.51,0.0,0.0,0.0,0.62,1.03,0.62,0.0,0.0,0.0,1.85,2.06,3.91,12.56,1.24,4.12,2.27,-0.14,1,0.0,47.31,0.0,78.35,62.14,50.0,61.19,64.24
Facundo Buonanotte,ARG,Chelsea,"English Premier League, UEFA Champions League",AM,Forward,20,208,0.0,0.0,1.3,0.43,0.04,0.04,0.0,0.0,2.6,0.43,0.87,1.73,1.3,0.0,0.43,0.13,0.13,30.72,39.81,3.89,0.43,0.0,0.43,0.0,39.81,0.0,0.0,19.47,23.8,9.52,11.25,1.3,2.16,443.94,107.31,34.62,2.16,150.58,60.58,3.03,0.87,2.6,1.3,1.3,1.73,0.87,0.0,0.87,0.87,0.43,0.87,0.43,0.43,0.87,0.0,0.43,0.0,4.76,3.46,0.87,4.33,39.38,6.92,52.36,0.43,2.6,24.66,26.39,4.76,52.36,0.43,0.0,0.0,1.3,2.16,0.0,0.0,0.0,0.0,0.87,0.87,1.73,12.98,3.03,6.92,1.3,-0.04,1,0.0,50.29,0.0,81.81,84.62,60.19,50.0,50.0
Facundo Garcés,MAS,Alavés,Spanish La Liga,CB,Defender,26,540,0.0,0.0,0.83,0.5,0.02,0.02,0.0,0.0,0.33,0.17,0.0,1.17,0.17,0.0,0.0,0.0,0.0,29.67,35.67,0.67,0.0,0.17,0.0,0.17,33.33,2.17,2.0,11.17,11.67,16.33,18.0,2.17,5.67,569.83,186.5,21.67,0.0,81.33,29.83,0.0,0.0,0.0,0.0,0.0,1.5,0.83,1.0,0.5,0.0,0.83,1.17,0.33,0.83,1.67,1.33,7.17,0.0,2.83,0.67,0.0,0.67,25.17,0.17,48.67,7.33,26.33,20.67,1.67,0.83,48.67,0.33,0.0,0.0,1.17,0.33,0.33,0.0,0.0,0.0,2.17,2.33,4.5,0.83,0.5,1.0,1.67,-0.02,1,0.0,48.22,0.0,95.72,90.72,38.27,62.17,0.0
