Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Koba Koindredi,FRA,Basel,UEFA Europa League,CM,Midfielder,24,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,1.05,3.66,0.52,0.0,1.05,0.0,0.05,30.35,38.2,4.19,0.0,0.0,0.52,0.0,36.1,2.09,1.05,14.65,16.74,14.65,17.27,1.05,3.14,488.2,87.38,28.26,2.09,132.38,79.53,1.05,0.0,0.52,0.0,0.52,0.52,0.0,0.0,0.0,0.52,0.52,1.05,0.52,0.52,0.52,0.52,2.09,0.0,3.66,2.09,0.52,2.62,35.06,1.57,48.66,2.62,12.03,23.55,13.6,0.52,48.66,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,1.05,1.57,2.62,7.85,2.09,1.05,0.52,0.0,1,0.0,40.08,0.0,87.51,84.83,33.44,33.12,0.0
Kobbie Mainoo,ENG,Manchester Utd,English Premier League,CM,Midfielder,20,220,0.0,0.0,0.82,0.0,0.04,0.04,0.0,0.0,4.91,0.0,2.45,4.91,0.82,0.41,1.64,0.08,0.08,49.09,56.86,3.27,0.41,0.0,1.23,0.0,54.0,2.86,2.45,27.82,30.27,17.18,19.64,1.23,2.05,714.27,146.86,42.55,4.5,291.68,149.73,2.05,0.82,2.45,1.23,1.23,2.86,1.64,0.41,2.05,0.41,0.41,0.82,0.41,0.41,1.23,0.0,3.27,0.41,4.5,2.45,1.64,4.09,48.68,3.68,72.0,3.27,9.82,41.32,22.09,2.86,72.0,0.0,0.0,0.0,1.23,1.23,0.41,0.0,0.0,0.0,0.82,4.09,4.91,11.45,4.91,4.91,2.05,-0.04,1,0.0,16.7,0.0,91.91,87.47,60.0,55.71,50.2
Koffi Kouao,CIV,Metz,French Ligue 1,RB,Defender,27,1289,0.0,0.0,0.7,0.28,0.03,0.03,0.0,0.0,1.4,0.07,0.56,3.35,0.42,0.28,2.02,0.03,0.03,41.33,48.46,3.35,0.0,0.42,0.84,0.0,42.73,5.73,0.7,18.71,20.32,17.53,18.92,4.12,6.98,721.4,236.0,36.1,1.75,178.95,92.09,1.61,0.56,1.05,0.91,0.07,2.86,1.75,1.68,0.84,0.35,2.16,3.98,1.82,0.84,0.91,0.35,3.14,0.0,4.75,1.4,0.63,2.02,37.15,3.56,59.42,3.98,22.34,27.09,10.96,0.98,59.42,0.35,0.0,0.0,1.33,1.4,0.14,0.07,0.07,0.07,0.21,0.63,0.84,8.66,1.47,2.23,3.91,-0.03,1,0.0,25.0,0.0,92.08,92.65,59.03,57.16,86.67
Kojo Peprah Oppong,GHA,Nice,"French Ligue 1, UEFA Europa League",CB,Defender,21,1599,0.06,0.0,0.51,0.11,0.05,0.05,0.0,0.0,1.07,0.06,0.34,2.87,0.17,0.06,0.28,0.01,0.01,49.36,54.15,3.26,0.0,0.34,0.34,0.06,50.6,3.49,1.24,22.8,24.09,23.13,24.43,2.53,4.05,814.45,243.32,40.08,0.84,203.36,113.02,0.68,0.06,0.84,0.62,0.23,1.63,1.01,0.9,0.56,0.17,0.68,1.07,0.39,1.24,1.07,0.84,4.62,0.11,3.32,0.28,0.34,0.62,44.52,0.39,64.84,9.57,29.1,31.8,4.17,0.73,64.84,0.17,0.0,0.0,1.35,0.96,0.06,0.06,0.0,0.06,1.58,1.24,2.81,4.5,1.13,1.01,1.69,0.01,1,0.06,56.23,0.0,94.65,94.68,62.47,62.59,73.81
Koke,ESP,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,33,1556,0.12,0.12,0.58,0.12,0.01,0.01,0.0,0.0,2.37,0.29,0.98,7.11,1.1,0.23,0.93,0.1,0.09,72.01,78.43,6.13,0.29,0.75,0.81,0.29,75.71,2.43,1.97,32.8,33.61,30.71,32.56,6.83,9.02,1247.45,361.21,52.87,0.35,209.44,96.25,1.04,0.0,0.64,0.35,0.29,2.02,1.16,0.93,0.69,0.4,0.93,2.37,1.45,0.75,0.75,0.12,1.1,0.0,4.8,0.52,0.75,1.27,67.1,1.04,85.31,2.72,19.61,52.58,13.65,0.58,85.31,0.23,0.0,0.0,0.81,0.81,0.0,0.0,0.0,0.0,0.81,0.52,1.33,7.52,2.66,1.91,2.08,0.1,1,0.12,60.9,0.0,97.59,94.32,75.72,47.61,54.69
Koki Machida,JPN,Hoffenheim,German Bundesliga,CB,Defender,27,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,2.05,2.05,0.0,0.0,0.0,0.0,65.45,73.64,2.05,0.0,0.0,0.0,0.0,73.64,0.0,0.0,26.59,26.59,28.64,28.64,8.18,16.36,1296.82,582.95,47.05,0.0,149.32,67.5,0.0,0.0,0.0,0.0,0.0,2.05,0.0,2.05,0.0,0.0,0.0,2.05,2.05,2.05,2.05,2.05,4.09,0.0,4.09,0.0,0.0,0.0,61.36,0.0,87.95,10.23,34.77,51.14,2.05,2.05,87.95,2.05,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,2.05,2.05,4.09,2.05,4.09,4.09,0.0,0.0,1,0.0,50.12,0.0,100.0,100.0,50.0,0.0,0.0
Konan N'dri,CIV,Lecce,Italian Serie A,RW,Forward,25,209,0.86,0.0,3.88,1.29,0.13,0.13,0.0,0.0,4.74,0.43,0.86,1.29,1.29,0.43,2.58,0.0,0.04,21.1,30.57,2.58,0.0,0.86,2.15,0.0,27.56,3.01,0.0,12.06,15.07,5.6,7.75,2.58,3.01,347.51,97.75,33.59,5.6,246.32,121.87,5.17,2.58,6.89,1.72,4.31,2.15,0.86,0.86,0.0,1.29,0.86,3.01,2.15,0.0,1.29,0.0,0.0,0.0,5.6,4.31,0.86,5.17,38.33,11.63,51.67,0.0,3.01,16.36,33.59,4.74,51.67,0.86,0.0,0.0,2.15,4.31,0.0,0.0,0.0,0.0,0.86,0.86,1.72,19.81,5.17,9.04,1.72,0.73,1,0.86,50.0,0.0,80.03,72.26,85.71,33.33,24.96
Koni De Winter,BEL,Milan,Italian Serie A,CB,Defender,23,556,0.0,0.0,0.65,0.0,0.02,0.02,0.0,0.0,0.65,0.0,0.16,4.37,0.32,0.16,0.32,0.05,0.02,53.9,61.19,3.72,0.0,0.16,0.16,0.16,59.08,1.94,0.32,18.13,19.75,30.43,32.54,4.53,7.61,1009.26,320.67,42.73,1.62,244.42,129.98,0.81,0.0,0.65,0.32,0.16,0.97,0.49,0.65,0.32,0.0,0.32,0.32,0.0,0.16,0.97,0.49,5.83,0.16,3.72,0.49,0.32,0.81,52.45,1.78,71.06,5.99,30.59,33.99,6.64,1.13,71.06,0.0,0.0,0.0,1.62,0.32,0.16,0.16,0.0,0.0,3.4,0.49,3.88,7.12,0.65,1.62,0.81,-0.02,1,0.0,87.63,0.0,91.8,93.52,59.53,62.79,49.23
Konrad Laimer,AUT,Bayern Munich,"German Bundesliga, UEFA Champions League",RB,Defender,28,1509,0.12,0.36,0.78,0.42,0.11,0.11,0.0,0.0,3.7,0.66,1.79,4.17,1.19,0.24,1.25,0.18,0.24,56.72,65.01,6.44,0.3,0.18,1.61,0.12,57.73,7.16,0.6,34.53,37.04,18.25,20.4,1.91,3.28,783.94,211.13,43.78,2.68,200.93,115.47,2.45,0.6,1.55,0.66,0.89,2.09,1.01,0.78,0.89,0.42,1.01,2.45,1.43,0.72,1.37,0.3,1.61,0.12,4.65,1.61,0.72,2.33,52.6,6.86,75.86,2.39,15.98,31.19,28.87,3.58,75.86,0.48,0.0,0.0,1.13,0.48,0.12,0.0,0.0,0.0,0.78,1.13,1.91,15.98,4.35,5.61,2.03,0.01,1,0.12,40.84,0.0,93.22,89.46,58.23,44.49,42.58
Konstantinos Karetsas,GRE,Genk,UEFA Europa League,RW,Forward,18,344,0.26,0.52,1.31,1.05,0.05,0.05,0.0,0.0,2.88,0.52,1.57,2.62,2.35,0.78,6.28,0.18,0.24,26.95,40.55,4.45,0.26,1.05,1.57,0.52,35.06,4.97,1.57,13.6,15.96,8.37,11.51,3.66,8.9,458.11,179.74,35.58,3.4,205.38,99.42,2.09,1.57,4.97,1.05,3.66,0.78,0.52,0.0,0.52,0.26,0.0,0.78,0.78,1.05,1.57,0.0,0.78,0.0,4.71,2.88,1.83,4.71,39.24,6.54,55.99,0.52,11.25,21.98,24.07,2.35,55.99,0.26,0.0,0.0,1.57,2.09,0.26,0.0,0.0,0.0,0.52,0.52,1.05,14.39,3.4,7.06,0.52,0.21,1,0.26,49.52,0.0,85.21,72.72,41.12,33.33,21.13
Konstantinos Koulierakis,GRE,Wolfsburg,German Bundesliga,CB,Defender,22,1215,0.0,0.0,1.11,0.44,0.12,0.12,0.0,0.0,1.11,0.0,0.37,3.26,0.22,0.07,0.44,0.03,0.04,45.11,53.93,2.67,0.15,0.52,0.3,0.07,49.11,4.74,1.41,15.7,16.81,24.44,26.96,4.67,9.04,873.04,329.04,33.11,0.44,152.59,81.11,0.37,0.0,0.15,0.07,0.07,1.11,0.67,0.89,0.15,0.07,0.44,0.67,0.22,1.7,1.11,0.74,6.81,0.07,2.96,0.22,0.22,0.44,40.74,0.22,67.33,14.67,39.33,25.11,2.96,1.04,67.33,0.22,0.0,0.0,1.04,0.59,0.0,0.22,0.0,0.07,2.0,1.63,3.63,3.33,1.11,1.33,1.11,-0.12,1,0.0,55.1,0.0,93.4,90.65,51.66,62.36,46.67
Konstantinos Mavropanos,GRE,West Ham,English Premier League,CB,Defender,28,1003,0.0,0.0,0.81,0.18,0.07,0.07,0.0,0.0,0.27,0.0,0.0,2.78,0.18,0.0,0.0,0.02,0.0,40.65,46.75,2.6,0.0,1.08,0.0,0.0,45.13,1.62,1.35,12.92,13.64,21.45,23.15,5.02,8.43,815.2,298.35,30.15,0.36,150.48,94.04,0.18,0.0,0.0,0.0,0.0,1.08,0.72,0.81,0.27,0.0,0.63,0.9,0.27,1.35,1.44,0.9,7.45,0.09,3.95,0.54,0.18,0.72,35.98,0.18,60.48,10.23,30.87,27.28,2.51,1.62,60.48,0.09,0.0,0.0,0.36,0.45,0.0,0.0,0.0,0.09,2.6,1.53,4.13,3.14,0.27,1.79,1.35,-0.07,1,0.0,62.95,0.0,94.72,92.66,59.55,68.18,0.0
Kornel Lisman,POL,Lech Poznań,UEFA Europa Conference League,LM,Forward,19,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.78,1.55,2.33,0.78,0.0,0.78,0.08,0.16,13.97,15.52,2.33,0.0,0.0,0.0,0.0,15.52,0.0,0.0,7.76,8.53,5.43,5.43,0.0,0.78,183.1,64.4,17.07,3.1,131.9,57.41,1.55,0.78,4.66,1.55,3.1,0.78,0.78,0.0,0.78,0.0,0.0,1.55,1.55,0.0,2.33,0.78,2.33,0.0,3.1,6.98,0.0,6.98,20.95,6.21,32.59,3.1,4.66,14.74,13.97,1.55,32.59,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,1.55,0.78,2.33,11.64,3.1,3.1,0.78,0.0,1,0.0,66.52,0.0,90.97,100.0,0.0,33.48,33.26
Kosta Nedeljković,SRB,RB Leipzig,German Bundesliga,RB,Defender,20,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,3.59,0.72,0.36,2.15,0.0,0.0,44.1,51.27,4.66,0.0,0.0,1.08,0.0,46.25,5.02,0.36,18.65,19.36,20.8,24.38,3.23,4.3,756.22,237.73,37.29,0.72,167.81,84.26,1.43,0.0,1.43,0.0,1.43,0.36,0.36,0.36,0.0,0.0,0.36,1.43,1.08,0.36,0.36,0.0,4.3,0.36,3.23,0.36,1.08,1.43,41.95,4.3,60.24,2.87,20.44,27.61,12.55,0.72,60.24,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.72,0.0,0.72,9.68,0.72,1.79,0.72,0.0,1,0.0,100.0,0.0,96.33,85.32,75.12,40.22,0.0
Kostas Pileas,CYP,Pafos FC,UEFA Champions League,LB,Defender,26,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.77,0.0,0.0,17.77,30.13,0.77,0.0,0.77,1.55,0.77,23.95,5.41,0.0,7.73,10.04,8.5,10.43,1.55,7.34,369.27,176.91,15.84,0.0,44.42,14.29,0.39,0.0,0.77,0.39,0.39,0.39,0.39,0.39,0.0,0.0,0.39,0.77,0.39,1.16,1.16,0.39,5.79,0.0,2.32,0.0,0.39,0.39,20.47,1.16,41.33,6.95,28.97,8.5,3.86,0.0,41.33,0.0,0.0,0.0,0.77,0.77,0.0,0.0,0.0,0.0,1.16,0.77,1.93,1.93,0.0,0.0,0.77,0.0,1,0.0,60.1,0.0,76.99,81.5,21.12,67.24,50.65
Kostas Tsimikas,GRE,Roma,"Italian Serie A, UEFA Europa League",WB,Midfielder,29,494,0.0,0.18,0.73,0.18,0.09,0.09,0.0,0.0,2.19,0.18,1.09,2.19,0.91,0.55,5.47,0.07,0.18,36.98,50.28,3.83,0.0,0.0,0.91,0.18,43.54,6.56,0.55,18.04,20.04,15.12,18.77,3.1,8.74,618.89,173.62,32.06,1.64,131.17,61.94,0.73,0.55,1.28,0.73,0.18,2.0,1.09,1.09,0.73,0.18,0.91,2.55,1.64,0.91,1.46,0.36,2.19,0.36,4.01,2.0,0.91,2.91,39.17,7.29,61.58,3.1,19.31,23.87,18.77,2.0,61.58,0.36,0.0,0.0,1.82,0.55,0.0,0.0,0.0,0.0,0.91,0.91,1.82,12.75,2.37,4.01,2.0,-0.09,1,0.0,50.0,0.0,90.02,80.55,35.47,43.96,57.03
Kostiantyn Vivcharenko,UKR,Dynamo Kyiv,UEFA Europa Conference League,LB,Defender,23,86,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.05,5.23,1.05,0.0,4.19,0.0,0.0,48.14,64.88,3.14,0.0,1.05,4.19,1.05,58.6,5.23,0.0,29.3,33.49,13.6,16.74,3.14,7.33,685.47,318.14,53.37,1.05,166.4,76.4,6.28,0.0,1.05,0.0,1.05,2.09,2.09,1.05,1.05,0.0,2.09,3.14,1.05,0.0,1.05,1.05,5.23,0.0,3.14,3.14,0.0,3.14,52.33,8.37,77.44,2.09,11.51,39.77,26.16,1.05,77.44,2.09,0.0,0.0,5.23,0.0,0.0,0.0,0.0,0.0,1.05,1.05,2.09,12.56,1.05,2.09,4.19,0.0,1,0.0,50.24,0.0,87.49,81.24,42.84,79.92,0.0
Kouakou Gadou,FRA,RB Salzburg,UEFA Europa League,CB,Defender,18,450,0.0,0.0,0.2,0.0,0.02,0.02,0.0,0.0,0.8,0.0,0.2,2.0,0.0,0.0,0.0,0.04,0.06,43.4,49.0,2.6,0.2,0.2,0.6,0.2,47.2,1.6,1.6,14.4,15.8,23.6,25.2,4.8,6.4,846.8,347.2,40.2,0.4,230.0,122.4,0.0,0.0,1.2,1.0,0.2,2.0,1.6,1.4,0.4,0.2,0.8,1.2,0.4,0.8,1.6,1.6,6.4,0.2,5.0,0.4,0.4,0.8,38.0,0.0,61.6,9.4,34.8,26.2,1.8,0.2,61.6,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.4,2.0,3.4,3.0,0.8,0.2,2.4,-0.02,1,0.0,41.18,0.0,91.14,93.65,75.0,75.0,83.33
Kristal Abazaj,ALB,KF Drita,UEFA Europa Conference League,AM,Forward,29,72,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,10.0,12.5,1.25,0.0,0.0,0.0,0.0,12.5,0.0,0.0,7.5,7.5,1.25,2.5,0.0,1.25,116.25,16.25,10.0,1.25,43.75,18.75,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,0.0,0.0,1.25,2.5,1.25,1.25,1.25,0.0,0.0,0.0,1.25,0.0,1.25,1.25,15.0,2.5,25.0,1.25,2.5,15.0,7.5,2.5,25.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,3.75,3.75,5.0,2.5,2.5,1.25,0.0,1,0.0,0.0,0.0,100.0,50.0,0.0,33.33,0.0
Kristian Bilovar,UKR,Dynamo Kyiv,UEFA Europa Conference League,CB,Defender,24,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,50.0,1.0,0.0,0.0,1.0,0.0,49.0,1.0,1.0,17.0,18.0,24.0,26.0,1.0,5.0,749.0,219.0,36.0,1.0,193.0,75.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,38.0,0.0,57.0,6.0,31.0,26.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1,0.0,0.0,0.0,94.44,92.31,20.0,66.67,0.0
Kristian Thorstvedt,NOR,Sassuolo,Italian Serie A,RM,Midfielder,26,1039,0.17,0.09,1.56,0.52,0.23,0.23,0.0,0.0,2.69,0.35,1.39,3.38,1.21,0.26,0.61,0.08,0.08,30.14,38.72,4.24,0.35,0.0,0.61,0.26,38.11,0.35,0.35,17.15,20.53,11.0,12.82,0.87,2.34,427.22,117.03,26.94,1.91,128.98,69.73,1.39,0.17,1.04,0.35,0.61,1.3,0.17,0.43,0.78,0.09,0.52,0.78,0.26,1.04,1.13,0.26,1.91,0.0,3.72,1.65,0.43,2.08,36.03,3.9,50.93,2.34,9.79,24.08,17.32,2.86,50.93,0.43,0.0,0.0,1.65,2.17,0.0,0.0,0.0,0.0,1.21,1.99,3.21,10.05,3.03,4.5,0.69,-0.05,1,0.17,37.69,0.0,83.54,85.8,37.18,33.17,33.65
Kristijan Belic,SRB,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,24,180,0.0,0.0,0.5,0.0,0.05,0.05,0.0,0.0,1.0,0.0,0.5,2.0,1.5,0.5,0.5,0.05,0.0,31.0,36.5,3.0,0.5,1.0,1.0,0.5,35.0,1.0,1.0,17.0,19.0,9.5,11.5,3.0,3.0,517.5,105.5,27.0,1.0,138.0,57.5,2.0,0.0,2.0,1.5,0.5,4.0,2.5,2.0,1.5,0.5,0.5,2.5,2.0,0.0,1.5,0.0,1.0,0.0,4.5,2.5,1.0,3.5,34.0,3.0,47.5,3.0,11.0,23.0,15.0,0.0,47.5,0.5,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,7.0,1.0,2.0,3.0,-0.05,1,0.0,66.67,0.0,89.47,82.61,100.0,46.15,75.0
Kristijan Bendra,SVN,Sturm Graz,UEFA Europa League,RB,Defender,19,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,45.0,82.5,0.0,0.0,0.0,0.0,0.0,82.5,0.0,0.0,45.0,67.5,0.0,7.5,0.0,7.5,382.5,82.5,37.5,0.0,90.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,15.0,0.0,0.0,0.0,52.5,22.5,97.5,0.0,22.5,52.5,22.5,0.0,97.5,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0
Kristijan Jakić,CRO,Augsburg,German Bundesliga,CM,Midfielder,28,909,0.1,0.1,0.79,0.3,0.05,0.05,0.0,0.0,1.78,0.2,0.79,3.66,0.2,0.1,0.3,0.08,0.07,33.66,42.57,4.16,0.1,0.3,0.5,0.2,41.29,1.09,0.59,13.66,15.54,14.85,17.52,4.65,7.43,625.05,188.81,25.05,0.59,106.14,47.82,0.99,0.0,0.59,0.1,0.5,2.08,1.58,0.99,0.79,0.3,1.19,2.18,0.99,1.19,1.29,0.5,3.47,0.0,4.75,1.19,0.5,1.68,32.97,1.68,54.46,4.26,16.04,30.99,8.12,0.79,54.46,0.2,0.0,0.0,0.89,0.99,0.1,0.0,0.0,0.0,1.19,0.79,1.98,6.44,1.98,1.09,2.77,0.05,1,0.1,60.1,0.0,87.9,84.76,62.58,65.02,16.95
Kristinn Jónsson,ISL,Breiðablik,UEFA Europa Conference League,LB,Defender,35,342,0.26,0.0,0.53,0.26,0.05,0.05,0.0,0.0,2.63,0.26,1.84,2.11,1.58,1.05,4.21,0.11,0.11,30.53,44.74,3.68,0.0,0.26,2.37,0.0,36.32,8.42,0.53,16.05,19.74,10.26,15.0,2.63,4.74,512.37,246.84,29.21,2.37,171.05,83.68,1.58,0.0,2.37,1.58,0.79,3.68,1.84,1.58,1.58,0.53,1.32,2.89,1.58,0.26,1.58,0.26,2.63,0.0,5.79,2.11,0.26,2.37,29.21,4.21,57.11,4.47,17.63,24.21,15.79,1.05,57.11,0.0,0.0,0.0,0.53,0.79,0.26,0.0,0.0,0.0,0.26,0.26,0.53,10.26,2.89,3.68,3.16,0.21,1,0.26,49.06,0.0,81.31,68.4,55.49,48.1,66.67
Kristinn Steindórsson,ISL,Breiðablik,UEFA Europa Conference League,RM,Midfielder,35,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,0.0,1.22,3.04,1.82,0.0,1.82,0.24,0.06,48.04,55.95,7.3,0.61,0.0,1.22,0.0,52.3,3.65,1.22,24.93,29.19,18.85,20.68,3.65,3.65,771.69,280.34,43.78,1.82,196.42,90.61,0.0,1.22,1.82,0.61,1.22,1.22,0.0,1.22,0.0,0.0,0.61,1.22,0.61,0.61,0.61,0.0,0.0,0.0,6.08,2.43,1.22,3.65,45.61,3.65,63.85,2.43,17.64,31.01,16.42,1.82,63.85,1.22,0.0,0.0,1.82,0.61,0.0,0.0,0.0,0.0,0.61,0.0,0.61,12.77,4.26,4.86,0.61,0.0,1,0.0,100.0,0.0,85.41,91.15,100.0,25.0,33.52
Kristjan Asllani,ALB,Torino,Italian Serie A,CM,Midfielder,23,1130,0.0,0.0,1.51,0.24,0.1,0.04,0.0,0.08,2.31,0.16,1.19,4.7,0.72,0.08,4.22,0.09,0.07,42.77,54.08,4.78,0.24,0.56,0.32,0.32,45.32,8.44,4.38,14.58,16.01,20.31,23.26,7.57,13.78,915.21,291.58,31.86,0.56,129.66,47.31,0.8,0.08,0.56,0.24,0.24,1.67,1.12,0.96,0.4,0.32,0.72,1.59,0.88,0.96,0.48,0.08,0.96,0.16,5.1,0.8,0.24,1.04,37.43,0.88,61.49,1.75,14.81,36.48,10.51,0.48,61.41,0.24,0.0,0.0,0.56,1.12,0.0,0.0,0.0,0.0,0.08,0.72,0.8,6.21,2.47,1.35,1.83,-0.1,1,0.0,10.0,0.0,91.07,87.32,54.93,56.44,42.86
Kristoffer Ajer,NOR,Brentford,English Premier League,CB,Defender,27,883,0.0,0.1,0.82,0.2,0.06,0.06,0.0,0.0,0.61,0.1,0.2,1.63,0.51,0.0,0.31,0.05,0.07,26.6,35.16,2.65,0.0,0.1,0.51,0.1,33.02,2.04,0.0,11.52,14.17,12.43,14.78,2.04,4.69,461.01,177.04,22.22,0.71,111.51,67.47,0.41,0.0,0.51,0.1,0.41,1.94,1.33,0.82,0.92,0.2,1.22,1.94,0.71,1.12,1.33,0.61,6.22,0.0,2.65,1.12,0.31,1.43,26.81,1.02,48.82,6.83,22.32,20.59,6.32,2.45,48.82,0.1,0.0,0.0,0.92,0.41,0.0,0.0,0.0,0.0,2.96,2.45,5.4,4.38,0.71,2.96,2.55,-0.06,1,0.0,54.81,0.0,81.3,84.1,43.5,65.72,19.61
Kristoffer Lund,USA,Köln,German Bundesliga,WB,Midfielder,23,875,0.0,0.1,0.93,0.1,0.03,0.03,0.0,0.0,1.54,0.21,0.62,2.16,1.03,0.72,2.16,0.01,0.03,34.25,45.67,2.88,0.0,0.1,1.13,0.0,37.13,8.54,0.82,17.28,19.23,13.58,18.41,3.09,6.07,574.77,184.22,27.15,1.03,109.75,54.31,0.93,0.1,1.13,0.62,0.51,1.13,0.82,0.72,0.31,0.1,0.62,0.93,0.31,1.13,0.62,0.21,4.83,0.1,3.91,1.44,0.31,1.75,31.17,3.29,57.5,3.6,18.31,28.39,11.31,0.41,57.5,0.1,0.0,0.0,0.62,1.13,0.1,0.21,0.0,0.0,1.54,2.37,3.91,7.2,1.75,2.26,1.44,-0.03,1,0.0,39.39,0.0,89.86,73.76,50.91,69.9,54.87
Kristoffer Zachariassen,NOR,Ferencváros,UEFA Europa League,CM,Midfielder,31,238,0.38,0.38,1.89,0.38,0.15,0.15,0.0,0.0,3.4,0.38,1.13,1.89,0.76,0.0,1.13,0.08,0.23,20.04,26.47,3.78,0.0,0.0,0.76,0.0,24.2,2.27,0.0,11.34,13.99,6.43,7.56,1.51,2.65,291.55,86.97,15.13,1.13,63.53,21.93,0.76,0.38,1.51,0.38,1.13,1.51,1.13,0.38,0.76,0.38,0.38,1.13,0.76,0.76,1.51,0.0,1.13,0.0,1.89,2.27,0.38,2.65,17.39,3.78,39.33,1.13,4.92,18.15,16.64,3.78,39.33,0.76,0.0,0.0,2.27,1.51,0.38,0.0,0.0,0.0,3.03,1.89,4.92,8.7,3.78,4.92,1.51,0.23,1,0.38,61.59,0.0,81.06,85.05,56.98,57.2,25.17
