Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Nicolás Serrano,es ESP,MO,Zwolle,20,2003,10,0,147,41,69,70,62
Nicolás Servetto,ar ARG,MO,Atlé Tucumán,27,1996,2,0,29,35,9,35,28
Nicolás Sumavil,ar ARG,GK,Platense,24,1999,1,1,90,39,34,43,32
Nicolás Sánchez,ar ARG,FW,Gimnasia–LP,19,2004,1,0,5,23,16,7,15
Nicolás Tolosa,ar ARG,DF,Barracas Central,22,2001,2,2,180,51,23,51,30
Nicolás Tripichio,ar ARG,MF,San Lorenzo,28,1996,16,15,1231,40,56,58,76
Nicolás Vallejo,ar ARG,MO,Independiente,20,2004,4,2,169,18,19,39,54
Nicolás Árevalo,co COL,MF,co Millonarios,20,2003,1,0,10,51,41,72,61
Nicolò Bertola,it ITA,DF,Spezia,20,2003,16,13,1129,53,40,38,43
Nicolò Brighenti,it ITA,DF,Catanzaro,33,1989,30,29,2563,57,41,34,58
Nicolò Buso,it ITA,FW,Calcio Lecco 1912,23,2000,34,28,2406,70,59,68,66
Niklas Pyyhtiä,fi FIN,MF,Ternana,19,2003,31,18,1700,56,54,43,47
Niklas Vesterlund,dk DEN,MF,Utrecht,24,1999,9,3,274,38,21,46,58
Niklo Dailly,be BEL,MF,RWDM,21,2001,11,3,327,37,36,54,59
Niko Tsakiris,us USA,MF,SJ Earthquakes,18,2005,25,19,1468,32,52,46,37
Nikola Jojić,rs SRB,MF,Stoke City,19,2003,1,0,1,27,9,46,6
Nikola Petković,rs SRB,MF,Charlotte,20,2003,14,5,500,68,45,70,29
Nikola Sekulov,it ITA,DF,Cremonese,21,2002,1,0,19,66,11,59,55
Nikola Storm,be BEL,MO,Mechelen,28,1994,16,11,982,53,73,80,43
Nikola Štulić,rs SRB,MO,Charleroi,21,2001,15,5,445,35,24,16,60
Nikolas Agrafiotis,nl NED,FW,Excelsior,23,2000,18,10,758,74,62,35,73
Nikolas Dyhr,dk DEN,DF,St. Louis,22,2001,5,2,138,51,65,38,26
Nikão,br BRA,MO,Ath Paranaense,31,1992,26,19,1624,77,76,51,60
Nils De Wilde,be BEL,MF,Cercle Brugge,20,2003,17,8,722,38,65,47,39
Nils Rossen,nl NED,MO,NEC Nijmegen,17,2005,3,0,31,22,35,4,6
Nilson Angulo,ec ECU,MO,Anderlecht,20,2003,8,0,48,86,74,95,38
Nilton Varela,pt POR,MF,Estrela,22,2001,12,6,554,31,33,51,76
Nimfasha Berchimas,us USA,MO,Charlotte,15,2008,3,0,23,26,24,54,35
Nino Galović,hr CRO,DF,Arouca,31,1992,18,16,1441,21,38,23,26
Njabulo Blom,za RSA,MF,St. Louis,24,1999,16,11,877,62,37,47,52
Nkanyiso Shinga,za RSA,MF,Estrela,23,2000,10,6,516,36,25,36,75
Nkosi Tafari,us USA,DF,FC Dallas,26,1997,28,25,2251,69,51,27,36
Noa Lang,nl NED,MO,PSV Eindhoven,24,1999,11,8,583,94,86,89,18
Noah Adedeji,be BEL,MO,Genk,18,2005,3,0,19,25,11,64,61
Noah Allen,us USA,DF,Inter Miami,19,2004,18,8,927,24,50,52,53
Noah Cobb,us USA,DF,Atlanta Utd,18,2005,19,16,1353,22,32,20,47
Noah Dodeigne,be BEL,MF,Standard Liège,20,2003,2,0,40,38,12,7,46
Noah Eile,se SWE,DF,NY Red Bulls,21,2002,29,27,2418,43,68,52,50
Noah Fadiga,sn SEN,MF,Gent,23,1999,15,3,414,36,38,77,65
Noah Mawene,eng ENG,MF,Preston,18,2005,7,2,167,21,21,13,75
Noah Naujoks,nl NED,MO,Excelsior,21,2002,23,10,1051,14,24,11,76
Noah Ohio,nl NED,FW,Hull City,20,2003,22,3,562,61,46,36,39
Noah Sadiki,cd COD,MF,Union SG,18,2004,27,11,1145,41,58,56,64
Noel Buck,eng ENG,MO,NE Revolution,18,2005,13,7,537,47,59,17,51
Noel Caliskan,de GER,MF,Real Salt Lake,23,2000,5,2,202,30,65,33,67
Noha Lemina,fr FRA,MF,Sampdoria,18,2005,1,0,16,63,52,61,56
Nolan Norris,us USA,MF,FC Dallas,18,2005,4,2,194,42,35,33,40
Nonato,br BRA,MF,Fluminense,25,1998,11,2,340,31,47,41,74
Nonoca,br BRA,MF,Portimonense,25,1998,28,22,1921,38,32,19,72
Norberto Briasco,am ARM,MO,Boca Juniors,27,1996,8,6,490,52,23,32,62
Nordin Bakker,nl NED,GK,Almere City,25,1997,29,29,2596,61,63,43,79
Nordin Jackers,be BEL,GK,Club Brugge,25,1997,3,2,261,57,42,43,73
Norman Bassette,be BEL,MO,Mechelen,18,2004,15,6,576,65,14,51,44
Nouhou Tolo,cm CMR,DF,Seattle Sounders,26,1997,27,26,2202,38,62,80,45
Novak Mićović,rs SRB,GK,LA Galaxy,22,2001,2,2,180,49,52,43,35
Nuno Gonçalo Moreira,pt POR,MO,Casa Pia,24,1999,30,28,1980,56,71,44,57
Nuno Matos,pt POR,DF,Braga,18,2004,1,0,13,52,10,72,3
Nuno Namora,pt POR,MF,Rio Ave,25,1998,4,0,30,51,40,58,47
Nuno Santos,pt POR,MF,Sporting CP,28,1995,58,33,3022,85,83,82,26
Nunzio Lella,it ITA,MF,Venezia,23,2000,20,12,815,47,54,61,36
Né lopes,pt POR,DF,Gil Vicente FC,23,2000,5,3,258,37,31,50,62
Nélson Oliveira,pt POR,FW,Vitória,31,1991,15,6,604,68,60,55,56
Néstor Araujo,mx MEX,DF,América,31,1991,6,6,527,32,34,16,48
Néstor Breitenbruch,ar ARG,DF,Atlé Tucumán,28,1995,13,11,938,74,49,52,72
Néstor Giménez,py PAR,DF,py Libertad,26,1997,4,4,360,64,88,65,49
Néstor Jiménez,ve VEN,MO,ve Caracas,20,2003,3,1,124,24,29,12,17
Néstor Vidrio,mx MEX,DF,Mazatlán,34,1989,4,4,290,38,28,36,56
Nícolas Andrade,br BRA,GK,Pisa,35,1988,31,31,2790,54,64,54,62
Nökkvi Þórisson,is ISL,MO,St. Louis,24,1999,30,10,1190,59,34,48,54
Núrio Fortuna,ao ANG,MF,Gent,28,1995,10,4,394,21,33,32,82
Obed Vargas,mx MEX,MO,Seattle Sounders,18,2005,30,28,2536,36,52,24,75
Obinna Nwobodo,ng NGA,MF,FC Cincinnati,27,1996,30,29,2456,27,46,42,58
Oday Dabbagh,ps PLE,FW,Charleroi,24,1998,21,17,1463,49,53,63,54
Odysseas Vlachodimos,gr GRE,GK,Benfica,29,1994,1,1,90,39,38,43,32
Odysseus Velanas,nl NED,MO,Zwolle,25,1998,31,24,2143,55,54,41,51
Ogundana Shola,ng NGA,MF,Flamengo,18,2005,1,0,2,31,14,46,6
Okay Yokuşlu,tr TUR,MF,West Brom,29,1994,44,41,3221,38,42,30,63
Ole Romeny,id IDN,MO,Utrecht,23,2000,15,4,518,44,26,63,43
Oleksandr Filin,ru RUS,DF,Eupen,27,1996,12,9,871,32,54,50,70
Oleksandr Svatok,ua UKR,DF,Austin,29,1994,6,4,408,20,19,12,31
Oliver Abildgaard,dk DEN,MF,Como,27,1996,28,20,1865,67,57,37,53
Oliver Braude,no NOR,DF,Heerenveen,19,2004,28,24,2116,44,65,71,65
Oliver Burke,sct SCO,MO,Birmingham City,26,1997,21,11,1007,16,21,32,61
Oliver Cooper,wls WAL,MO,Swansea City,23,1999,34,12,1225,39,38,29,74
Oliver Edvardsen,no NOR,MO,Go Ahead Eag,24,1999,33,30,2346,61,48,46,48
Oliver Larraz,us USA,MF,Colorado Rapids,22,2001,34,25,2198,49,56,58,60
Oliver Paz Benítez,ar ARG,DF,ve Dep Táchira,32,1991,2,2,180,40,39,12,26
Oliver Rathbone,eng ENG,MF,Rotherham Utd,26,1996,42,39,3288,47,42,52,57
Oliver Semmle,de GER,GK,Philadelphia Union,25,1998,17,14,1408,52,42,43,48
Oliver Turton,eng ENG,DF,Huddersfield,30,1992,3,2,169,39,16,50,23
Olivier Boscagli,fr FRA,DF,PSV Eindhoven,25,1997,33,32,2832,80,87,76,54
Olivier Deman,be BEL,MF,Cercle Brugge,23,2000,5,4,380,48,66,65,86
Olivier Dumont,be BEL,MF,Sint-Truiden,21,2002,12,0,77,46,27,32,88
Olivier Giroud,fr FRA,FW,LAFC,37,1986,10,7,605,23,44,25,51
Olivier Mbaizo,cm CMR,DF,Philadelphia Union,26,1997,21,12,1110,49,64,66,37
Ollie Tanner,eng ENG,MO,Cardiff City,21,2002,36,9,1232,61,60,79,81
Omar Albornoz,co COL,FW,co Junior,28,1995,1,0,20,23,11,22,11
Omar Campos,mx MEX,DF,Santos,21,2002,46,36,3292,52,69,81,54
Omar Fernández Frasica,co COL,MO,León,30,1993,14,2,357,58,92,69,41
Omar Gonzalez,us USA,DF,FC Dallas,35,1988,15,10,837,23,24,10,23
Omar Govea,mx MEX,MF,Monterrey,27,1996,30,16,1621,34,80,44,42
Omar Israel Mendoza,mx MEX,MF,Querétaro,34,1988,25,25,1981,35,36,27,63
Omar Moreno,mx MEX,MO,Mazatlán,18,2005,4,0,57,59,34,39,23
Omar Valencia,pa PAN,MF,NY Red Bulls,19,2004,1,0,2,27,11,7,62
Omari Glasgow,gy GUY,MF,Chicago Fire,20,2003,2,0,36,44,66,77,76
Omari Hutchinson,eng ENG,MO,Ipswich Town,19,2003,44,20,2195,83,65,89,59
Omir Fernandez,us USA,MO,Colorado Rapids,24,1999,33,19,1691,47,55,55,53
Omri Gandelman,il ISR,MF,Gent,23,2000,22,7,787,80,51,46,44
Ondřej Lingr,cz CZE,MO,Feyenoord,24,1998,20,0,340,76,60,61,34
Onel Hernández,cu CUB,MO,Norwich City,30,1993,30,13,1184,43,57,75,63
Orest Lebedenko,ua UKR,DF,Vizela,24,1998,23,16,1448,78,58,70,63
Oriol Busquets,es ESP,MF,Arouca,24,1999,18,3,436,39,55,26,34
Orji Okwonkwo,ng NGA,FW,Reggiana,25,1998,5,1,156,26,29,59,66
Orkun Kökçü,tr TUR,MF,Benfica,22,2000,27,23,1786,90,92,76,34
Orlando Gil,py PAR,GK,San Lorenzo,23,2000,1,1,90,39,37,43,52
Osama Rashid,iq IRQ,MO,Vizela,31,1992,7,0,29,63,86,23,24
Osame Sahraoui,ma MAR,FW,Heerenveen,22,2001,32,28,2469,77,87,92,48
Oscar Arias,ar ARG,DF,San Lorenzo,19,2005,9,9,726,42,51,59,70
Oscar Estupiñan,co COL,MO,Bahia,27,1996,15,1,328,61,39,16,37
Oscar Fraulo,dk DEN,MF,Utrecht,19,2003,32,24,2094,58,61,64,45
Oscar Garrido,ar ARG,MF,Cen. Córdoba–SdE,26,1997,5,4,321,34,34,45,22
Oscar Jiménez,mx MEX,GK,América,34,1988,6,5,495,39,39,43,58
Oscar Macías,mx MEX,MF,Atlético,25,1998,3,0,49,57,41,83,56
Oscar Salomón,ar ARG,MF,Platense,24,1999,4,1,111,27,11,7,29
Oscar Uddenäs,se SWE,MO,Excelsior,20,2002,23,2,470,59,18,26,67
Oscar Verhoeven,us USA,DF,SJ Earthquakes,17,2006,6,5,401,32,24,46,51
Oscar Villa,mx MEX,DF,León,22,2001,3,0,41,47,26,65,84
Oskar Buur,dk DEN,DF,Volendam,25,1998,24,20,1648,50,54,80,50
Osman Bukari,gh GHA,MO,Austin,25,1998,9,8,614,60,66,81,36
Osman Kakay,sl SLE,DF,QPR,25,1997,23,18,1575,40,51,69,45
Osvaldo,br BRA,MO,Vitória,36,1987,19,17,1072,52,44,54,37
Osvaldo Rodríguez del Portal,mx MEX,DF,León,26,1996,30,23,2008,68,61,55,58
Otavio Ataide,br BRA,DF,Famalicão,21,2002,29,27,2462,65,67,56,52
Othman Boussaid,be BEL,FW,Utrecht,23,2000,29,23,1974,66,90,80,58
Otso Liimatta,fi FIN,MO,Famalicão,19,2004,12,5,464,17,24,36,42
Otávio,br BRA,MF,Atlético Mineiro,29,1994,35,28,2405,27,42,34,59
Ousman jabang,us USA,DF,CF Montréal,22,2001,1,0,3,28,10,46,60
Ousmane Diomande,ci CIV,DF,Sporting CP,19,2003,26,25,2115,69,66,54,43
Oussama Idrissi,ma MAR,MO,Pachuca,27,1996,23,17,1496,84,79,92,49
Ousseni Bouda,bf BFA,FW,SJ Earthquakes,23,2000,12,3,374,44,34,64,60
Owen González,mx MEX,MO,Pachuca,20,2003,9,0,216,78,67,93,20
Owen Wijndal,nl NED,DF,Ajax,23,1999,22,18,1589,87,80,84,39
Owen Wolff,us USA,MO,Austin,19,2004,33,17,1782,42,65,41,50
Ozan Tufan,tr TUR,MO,Hull City,28,1995,37,25,2121,59,59,30,55
Ozziel Herrera,mx MEX,MO,UANL,22,2001,26,8,880,70,64,50,74
Oğuzhan Özyakup,tr TUR,MF,Fortuna Sittard,30,1992,22,10,962,64,73,55,61
Pablo,br BRA,MO,Ath Paranaense,31,1992,38,22,1929,38,40,16,49
Pablo Altamirano,ar ARG,MF,Newell's OB,19,2005,3,1,147,50,56,31,20
Pablo Baianinho,br BRA,MO,Vitória,20,2003,3,0,37,41,23,68,10
Pablo Barrera,mx MEX,MO,Querétaro,36,1987,34,32,2767,63,76,54,37
Pablo Bennevendo Peña,mx MEX,DF,UNAM,23,2000,23,17,1529,47,68,63,57
Pablo Camacho,ve VEN,DF,ve Dep Táchira,33,1990,2,1,94,28,12,22,38
Pablo Chavarría,ar ARG,FW,Belgrano,36,1988,19,7,604,40,54,66,58
Pablo Galdames Millán,cl CHI,MF,Vasco da Gama,27,1996,18,13,1154,35,67,35,45
Pablo González Díaz,mx MEX,MF,Puebla,31,1992,31,28,2392,58,40,25,72
Pablo Maia,br BRA,MF,São Paulo,22,2002,6,6,496,29,57,40,25
Pablo Monje,ar ARG,MF,Deportivo Riestra,26,1997,24,23,2010,29,45,18,68
Pablo Monroy,mx MEX,DF,UNAM,21,2002,22,19,1414,39,51,75,33
Pablo Ortiz,mx MEX,DF,Querétaro,21,2002,14,8,662,67,54,45,61
Pablo Palacio,ar ARG,MO,cl Palestino,23,2000,5,0,126,27,44,71,73
Pablo Piatti,ar ARG,MO,Estudiantes–LP,34,1989,23,13,1184,56,63,46,77
Pablo Roberto,br BRA,MO,Casa Pia,23,1999,29,20,1662,56,74,49,50
Pablo Rodríguez,es ESP,MO,Ascoli,21,2001,37,28,2264,51,39,42,30
Pablo Ruíz,ar ARG,MO,Real Salt Lake,25,1998,3,2,170,42,81,52,16
Pablo Siles,uy URU,MF,Huracán,26,1997,7,3,273,39,54,15,88
Pablo Solari,ar ARG,FW,River Plate,22,2001,31,24,1900,70,78,86,65
Pablo Vegetti,ar ARG,FW,Vasco da Gama,35,1988,35,34,2986,46,36,20,56
Pablo de Blasis,ar ARG,MO,Gimnasia–LP,35,1988,19,14,1280,40,64,45,71
Paddy McNair,nir NIR,DF,Middlesbrough,28,1995,21,20,1758,40,63,67,22
Paik Seung-ho,kr KOR,MF,Birmingham City,26,1997,18,15,1315,62,61,53,45
Pajtim Kasami,ch SUI,MF,Sampdoria,31,1992,27,24,1978,80,52,59,46
Panos Katseris,gr GRE,DF,Catanzaro,22,2001,15,12,996,50,59,88,52
Pantelis Hatzidiakos,gr GRE,DF,AZ Alkmaar,26,1997,2,2,180,41,78,50,20
Paolo Ghiglione,it ITA,DF,Cremonese,26,1997,24,11,927,92,83,83,35
Paolo Rozzio,it ITA,DF,Reggiana,31,1992,24,24,2125,48,25,21,42
Paolo Yrizar,mx MEX,MF,Querétaro,25,1997,2,0,20,60,10,74,66
Pape Habib Guèye,sn SEN,FW,Kortrijk,23,1999,1,0,8,53,11,98,11
Parfait Guiagon,ci CIV,MO,Charleroi,22,2001,23,17,1367,67,58,73,53
Pascal Struijk,nl NED,DF,Leeds United,23,1999,23,22,1989,61,57,52,47
Pathé Mboup,sn SEN,MO,RWDM,19,2003,19,6,762,62,43,54,71
Patito Rodríguez,ar ARG,MO,bo Bolívar,33,1990,5,4,322,49,50,81,24
Patric Calmon PK,br BRA,DF,Vitória,29,1994,11,7,540,44,73,87,54
Patricio Pernicone,ar ARG,DF,Vélez Sarsfield,22,2001,9,5,554,29,23,28,35
Patricio Salas,mx MEX,MO,América,19,2004,4,0,38,48,25,35,22
Patricio Tanda,ar ARG,MF,Unión,21,2002,11,1,246,46,76,33,35
Patrick,br BRA,DF,Rio Ave,26,1997,20,12,1120,37,42,45,42
Patrick Agyemang,us USA,FW,Charlotte,23,2000,31,19,1838,76,50,63,49
Patrick Bamford,eng ENG,MO,Leeds United,29,1993,33,15,1493,59,29,21,44
Patrick Bauer,de GER,DF,Preston,30,1992,1,0,65,49,43,23,12
Patrick Cutrone,it ITA,FW,Como,25,1998,32,29,2463,76,67,65,44
Patrick Jones,wls WAL,MO,Huddersfield,20,2003,7,1,164,34,45,75,56
Patrick Nuamah,it ITA,MF,Brescia,17,2005,1,0,1,27,9,7,6
Patrick Pflücke,de GER,MO,Mechelen,26,1996,24,11,1160,75,74,61,43
Patrick Roberts,eng ENG,MO,Sunderland,26,1997,32,21,1848,46,79,91,30
Patrick Schulte,us USA,GK,Columbus Crew,22,2001,27,27,2430,49,46,43,55
Patrick Villa,mx MEX,DF,Puebla,19,2003,1,1,63,56,51,40,68
Patrick Vroegh,nl NED,MF,RKC Waalwijk,23,1999,3,0,15,50,39,14,24
Patrick Weah,lr LBR,FW,Minnesota Utd,20,2003,3,0,35,46,12,14,32
Patrick Yazbek,au AUS,MF,Nashville SC,21,2002,7,4,375,32,68,44,63
Patrick de Paula,br BRA,MF,Criciúma,24,1999,10,3,301,31,47,37,74
Patrick van Aanholt,nl NED,DF,PSV Eindhoven,32,1990,24,9,1114,78,92,88,49
Patrickson Delgado,ec ECU,MF,FC Dallas,20,2003,23,14,1158,76,54,49,53
Patrik Hrošovský,sk SVK,MF,Genk,31,1992,29,22,2129,40,69,42,28
Patrik Mercado,ec ECU,MF,ec Independiente,20,2003,4,1,105,24,21,56,25
Patrik Wålemark,se SWE,FW,Heerenveen,21,2001,24,16,1240,53,57,72,74
Patrizio Masini,it ITA,MF,Ascoli,22,2001,25,22,1868,67,30,34,77
Patryck,br BRA,DF,São Paulo,21,2003,14,7,714,54,55,73,54
Patson Daka,zm ZAM,FW,Leicester City,24,1998,20,15,1086,67,66,45,58
Paul Arriola,us USA,MF,FC Dallas,28,1995,31,28,2456,83,59,72,31
Paul Bellón,mx MEX,DF,León,26,1997,16,14,1333,56,21,27,62
Paul Gladon,nl NED,FW,Fortuna Sittard,31,1992,2,2,172,41,48,16,56
Paul Marie,fr FRA,MF,SJ Earthquakes,28,1995,30,16,1537,70,59,73,70
Paul Nardi,fr FRA,GK,Gent,29,1994,10,10,900,46,39,43,43
Paul Rothrock,us USA,FW,Seattle Sounders,25,1999,25,13,1316,68,65,81,72
Paul Smyth,nir NIR,MO,QPR,25,1997,44,22,2189,41,32,67,59
Paulinho,br BRA,MO,Atlético Mineiro,23,2000,85,48,4658,74,58,54,51
Paulino,es ESP,MF,Pachuca,26,1997,3,2,129,40,58,87,24
Paulo Díaz,cl CHI,DF,River Plate,29,1994,32,31,2816,73,64,44,52
Paulo Estrela Moreira,pt POR,MO,Portimonense,24,1999,18,4,534,19,54,14,73
Paulo Henrique,br BRA,DF,Vasco da Gama,27,1996,35,30,2516,67,59,81,70
Paulo Oliveira,pt POR,DF,Braga,31,1992,20,19,1672,29,56,28,56
Paulo Victor,br BRA,MO,Chaves,22,2001,22,7,822,42,37,31,62
Paulo Vitor,br BRA,MF,Atlético Mineiro,19,2004,13,6,529,38,31,28,66
Pavel Bucha,cz CZE,MF,FC Cincinnati,25,1998,33,33,2913,68,59,61,44
Pavel Pérez,mx MEX,FW,Guadalajara,25,1998,21,13,1087,49,81,83,69
Paweł Bochniewicz,pl POL,DF,Heerenveen,27,1996,29,26,2311,76,67,49,39
Paxten Aaronson,us USA,MF,Vitesse,19,2003,14,14,1253,75,51,70,59
Paxton Pomykal,us USA,MF,FC Dallas,24,1999,1,0,7,41,43,50,6
Pedrinho,br BRA,MF,Atlético Mineiro,25,1998,11,2,309,96,96,90,55
Pedro,br BRA,FW,Flamengo,26,1997,27,25,2100,76,73,45,50
Pedro Amador,pt POR,DF,Atlanta Utd,25,1998,30,23,1939,50,75,72,59
Pedro Aparício,pt POR,MO,Moreirense,27,1995,15,2,329,60,65,46,25
Pedro Aquino,pe PER,MF,Santos,28,1995,24,20,1689,58,63,41,81
Pedro Borges,br BRA,MF,Fortaleza,26,1997,27,12,1168,24,37,18,86
Pedro David Rosendo Marques,pt POR,FW,NEC Nijmegen,25,1998,3,0,44,44,47,77,20
Pedro De la Vega,ar ARG,MO,Seattle Sounders,22,2001,16,9,652,39,56,67,54
Pedro Gallese,pe PER,GK,Orlando City,33,1990,29,29,2610,50,57,64,44
Pedro Geromel,br BRA,DF,Grêmio,38,1985,14,10,850,28,19,28,74
Pedro Gonçalves,pt POR,MO,Sporting CP,25,1998,32,32,2573,75,85,63,49
Pedro Henrique,br BRA,MO,Corinthians,33,1990,39,31,2726,36,35,10,78
Pedro Malheiro,pt POR,MF,Boavista,22,2001,23,23,1971,69,50,56,61
Pedro Manuel da Silva Moreira,pt POR,MF,Arouca,34,1989,5,0,42,38,34,10,24
Pedro Mendes,pt POR,FW,Ascoli,23,1999,40,36,3012,53,55,27,69
Pedro Milans,uy URU,DF,uy Peñarol,21,2002,10,10,782,40,49,55,40
Pedro Ortiz,es ESP,MF,Vizela,22,2000,15,11,916,35,36,30,60
Pedro Paranhos,br BRA,MO,Atl Goianiense,17,2006,2,0,12,60,40,34,6
Pedro Pedraza,mx MEX,MF,Pachuca,23,2000,24,18,1462,24,41,35,76
Pedro Perlaza,ec ECU,DF,ec Barcelona,32,1991,1,0,1,28,10,8,3
Pedro Pinho,pt POR,MF,Chaves,23,2000,10,1,248,72,19,31,56
Pedro Ramírez,ar ARG,MF,Deportivo Riestra,23,2000,25,21,1836,33,42,46,71
Pedro Rangel,br BRA,GK,Atl Goianiense,23,2000,6,6,540,48,50,67,35
Pedro Raul,br BRA,MO,Toluca,26,1996,34,11,1132,47,30,33,52
Pedro Rocha Neves,br BRA,MO,Criciúma,29,1994,11,1,222,40,53,66,53
Pedro Santos,pt POR,MF,D.C. United,35,1988,58,36,3248,76,69,65,68
Pedro Sá,pt POR,MF,Estrela,29,1993,18,5,650,32,47,30,29
Pedro Tiba,pt POR,MF,Gil Vicente FC,34,1988,25,18,1495,71,72,50,62
Pedro Velurtas,ar ARG,DF,Barracas Central,22,2001,7,6,504,45,42,73,61
Pedro Vite,ec ECU,MF,Vancouver W'caps,21,2002,28,23,2019,51,71,58,50
Pedro Álvaro,pt POR,DF,Estoril,23,2000,20,20,1787,39,45,16,31
Pedrão,br BRA,DF,Atl Goianiense,31,1992,42,36,3220,54,53,48,52
Peer Koopmeiners,nl NED,MF,Almere City,23,2000,31,31,2771,41,74,37,84
Peixoto,br BRA,MF,Juventude,26,1997,2,0,20,35,30,58,62
Pelle Clement,nl NED,MO,Sparta R'dam,27,1996,29,21,1900,45,67,27,66
Pelle van Amersfoort,nl NED,FW,Heerenveen,27,1996,31,26,2130,56,49,30,51
Pep Biel,es ESP,MO,Charlotte,27,1996,9,8,613,72,81,77,38
Pepe,pt POR,DF,Porto,40,1983,22,22,1880,62,76,53,33
Pepê,br BRA,MF,Porto,26,1997,34,32,2852,76,78,87,24
Perry Ng,eng ENG,DF,Cardiff City,27,1996,39,39,3401,83,74,68,77
Petar Musa,hr CRO,FW,FC Dallas,25,1998,44,33,2816,74,65,51,61
Petar Stojanović,si SVN,MF,Sampdoria,27,1995,28,20,1834,64,70,68,53
Peter Kioso,cd COD,MF,Rotherham Utd,24,1998,12,11,956,38,43,46,76
Peter Stroud,us USA,MF,NY Red Bulls,21,2002,14,12,844,33,44,55,56
Petko Hristov,bg BUL,DF,Spezia,24,1999,19,17,1603,70,26,19,33
Peyton Miller,us USA,DF,NE Revolution,16,2007,10,8,683,48,66,81,57
Philip Quinton,us USA,DF,Columbus Crew,24,1999,20,16,1317,60,46,48,43
Philip Zinckernagel,dk DEN,MO,Club Brugge,28,1994,24,21,1512,77,79,76,57
Philipe Sampaio,br BRA,DF,Atl Goianiense,29,1994,6,6,499,23,45,23,47
Philippe Coutinho,br BRA,MF,Vasco da Gama,31,1992,15,7,667,77,85,84,26
Philippe Rommens,be BEL,MF,Go Ahead Eag,25,1997,20,20,1618,82,84,45,36
Philippe Sandler,nl NED,DF,NEC Nijmegen,26,1997,24,23,1873,37,64,39,38
Pier Barrios,ar ARG,DF,Godoy Cruz,33,1990,21,21,1886,24,34,34,44
Piero Elias,us USA,FW,NYCFC,21,2002,1,0,1,23,11,7,11
Piero Mollica,ve VEN,DF,ve Caracas,18,2005,2,1,135,37,13,21,74
Piero Quispe,pe PER,MF,UNAM,21,2001,14,11,967,75,79,87,47
Pierre Dwomoh,be BEL,MF,RWDM,19,2004,28,27,2279,42,48,54,61
Pierre Ekwah Elimby,fr FRA,MF,Sunderland,21,2002,40,37,3014,67,63,44,41
Pierre Patron,fr FRA,GK,Charleroi,25,1997,4,4,360,55,46,43,44
Pierre-Yves Ngawa,be BEL,MF,OH Leuven,31,1992,4,0,67,17,11,7,74
Pieter Gerkens,be BEL,MO,Gent,27,1995,23,10,912,61,59,33,70
Pietro Beruatto,it ITA,DF,Pisa,24,1998,30,23,2150,70,87,80,44
Pietro Candelari,it ITA,MF,Spezia,18,2005,8,2,181,50,32,70,68
Pietro Ceccaroni,it ITA,DF,Palermo,27,1995,29,28,2509,72,78,62,41
Pietro Iemmello,it ITA,FW,Catanzaro,31,1992,35,31,2509,67,73,39,40
Pietro Martino,it ITA,DF,Cosenza,25,1997,10,10,878,51,73,88,34
Pietro Perdichizzi,be BEL,DF,Westerlo,30,1992,6,6,536,36,41,41,68
Pim Saathof,nl NED,DF,Go Ahead Eag,19,2003,4,0,53,37,63,60,73
Pipa,es ESP,MF,West Brom,25,1998,13,1,249,54,64,83,50
Pizzi,pt POR,MO,Braga,33,1989,29,12,966,58,88,49,28
Pol Valentín,es ESP,MF,Sheffield Weds,26,1997,36,24,2204,35,29,76,46
Preston Judd,us USA,FW,SJ Earthquakes,24,1999,26,6,720,35,55,50,39
Prince Osei Owusu,de GER,FW,Toronto FC,27,1997,31,20,1839,49,36,43,66
Przemysław Płacheta,pl POL,MO,Norwich City,25,1998,26,11,1123,37,46,71,54
Przemysław Szymiński,pl POL,DF,Reggiana,29,1994,21,10,1195,23,38,33,40
Przemysław Tytoń,pl POL,GK,Twente,36,1987,2,2,180,59,35,43,32
Przemysław Wiśniewski,pl POL,DF,Spezia,25,1998,1,0,12,28,10,8,27
Quaresma,br BRA,DF,Arouca,26,1996,6,3,301,51,78,86,68
Quilindschy Hartman,nl NED,DF,Feyenoord,21,2001,26,26,2070,58,93,87,44
Quincy Hoeve,bq BOE,MO,Volendam,20,2003,17,0,355,23,33,12,34
Quinn Sullivan,us USA,MO,Philadelphia Union,19,2004,34,25,2403,69,73,75,43
Quinten Timber,nl NED,MF,Feyenoord,22,2001,31,31,2663,86,83,82,47
Rachid Kouda,it ITA,MO,Spezia,21,2002,26,14,1349,52,57,63,61
Radinio Balker,sr SUR,DF,Huddersfield,24,1998,7,5,408,38,57,28,71
Rafa Mújica,es ESP,FW,Arouca,24,1998,30,29,2529,75,45,58,48
Rafa Pérez,co COL,DF,co Junior,34,1990,1,0,60,28,21,37,85
Rafa Silva,pt POR,MO,Benfica,30,1993,30,29,2479,78,87,87,29
Rafael,br BRA,FW,Botafogo (RJ),33,1990,2,0,13,23,30,42,11
Rafael Alcobia,pt POR,DF,Portimonense,20,2003,3,2,203,49,45,20,48
Rafael Barbosa,pt POR,MO,Farense,27,1996,27,8,857,38,59,42,46
