Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
br BRA,MF,Bahia,25,1998,36,35,2901,68,61,70,32
cl CHI,MO,Toluca,30,1993,38,28,2479,71,81,84,48
br BRA,MO,Vitória,30,1993,18,4,442,53,67,25,44
uy URU,DF,uy Liverpool,26,1997,6,6,539,59,25,42,67
ci CIV,MF,Hull City,32,1991,39,39,3176,52,72,46,41
ci CIV,MO,Union SG,25,1998,23,15,1355,39,70,69,73
cm CMR,MO,Como,30,1993,8,1,186,57,51,52,22
eng ENG,MO,West Brom,29,1994,42,35,2817,50,52,47,37
ie IRL,MF,Sheffield Weds,31,1992,11,5,490,54,26,27,43
fr FRA,MF,RWDM,25,1998,20,18,1367,67,66,81,27
co COL,DF,Minnesota Utd,23,2000,9,9,797,34,41,49,52
ec ECU,MF,Mazatlán,27,1996,27,27,2374,47,57,58,30
ve VEN,MO,Botafogo (RJ),27,1996,39,33,2845,73,85,47,20
ec ECU,DF,Houston Dynamo,24,1999,1,0,13,21,43,27,3
br BRA,MO,Botafogo (RJ),24,1999,11,7,508,67,51,59,27
nl NED,DF,RKC Waalwijk,31,1991,12,3,400,39,40,60,58
nl NED,GK,Go Ahead Eag,25,1998,34,34,3060,61,57,74,40
bq BOE,FW,Almere City,20,2002,1,0,30,51,45,34,11
ve VEN,DF,ve Dep Táchira,29,1995,5,3,246,41,47,49,30
cl CHI,MF,cl Huachipato,26,1997,3,1,107,47,53,42,29
be BEL,DF,Antwerp,24,1999,27,25,2182,80,77,89,52
br BRA,DF,Atlético Mineiro,31,1992,22,22,1883,47,38,41,42
cl CHI,MF,cl Cobresal,27,1997,2,2,135,23,13,53,55
dk DEN,MO,AZ Alkmaar,24,1999,17,4,444,62,71,66,57
nl NED,MO,Utrecht,34,1989,31,21,1781,61,80,26,62
nl NED,DF,Sunderland,20,2003,17,11,1033,60,60,64,58
kr KOR,MO,Minnesota Utd,21,2002,32,25,2171,55,39,49,42
us USA,MO,Orlando City,21,2002,11,1,157,18,50,47,76
dk DEN,MO,Utrecht,24,1999,5,0,165,45,76,75,30
nl NED,MF,PSV Eindhoven,26,1997,29,28,2422,70,54,52,61
fi FIN,DF,Charlotte,29,1994,26,24,2129,49,82,65,52
fi FIN,MO,Ascoli,21,2001,11,4,403,26,11,20,45
0,MO,Gimnasia–LP,0,0,4,1,52,35,8,55,19
cw CUW,FW,Moreirense,21,2002,24,2,548,46,83,83,77
us USA,FW,SJ Earthquakes,26,1997,31,25,1933,51,68,43,53
sv SLV,FW,D.C. United,20,2003,2,0,10,16,20,16,66
mx MEX,MF,Atlas,23,2000,30,22,1797,70,46,69,55
0,DF,Watford,22,2000,14,11,916,58,84,88,56
us USA,MF,Philadelphia Union,23,2000,11,4,321,53,46,44,35
ec ECU,MO,West Brom,21,2002,40,12,1371,68,49,62,72
nl NED,DF,Excelsior,20,2003,2,0,7,21,26,32,12
nl NED,MF,Sparta R'dam,24,1999,3,0,72,30,19,21,29
it ITA,MO,uy Nacional,20,2003,7,2,220,65,66,54,31
ar ARG,FW,Talleres,19,2004,1,0,1,16,12,7,11
ar ARG,DF,Deportivo Riestra,23,2001,2,2,163,72,23,8,33
ar ARG,GK,River Plate,30,1993,4,4,360,40,49,47,44
ar ARG,MO,Belgrano,18,2005,8,2,284,47,32,42,50
ar ARG,MO,Instituto,19,2004,12,0,231,70,78,47,22
ar ARG,MO,Newell's OB,20,2003,3,0,41,37,78,50,67
ve VEN,FW,Boavista,21,2002,16,1,291,51,53,34,53
co COL,DF,co Junior,24,1999,7,7,561,30,27,38,65
nl NED,GK,RKC Waalwijk,27,1996,4,3,322,69,72,48,40
nl NED,GK,Spezia,32,1991,25,25,2250,45,50,49,55
be BEL,MO,Eupen,24,1999,22,7,763,33,45,38,72
gh GHA,DF,Arouca,24,1998,2,1,135,33,15,27,30
nl NED,DF,Sporting CP,26,1996,11,5,543,47,59,68,29
eng ENG,FW,Swansea City,26,1996,43,24,2287,42,43,26,48
ar ARG,MF,Newell's OB,26,1998,5,5,380,60,33,20,64
ar ARG,MO,Unión,18,2005,17,4,503,68,18,46,26
ar ARG,GK,Sarmiento,24,2000,3,3,270,40,41,40,32
no NOR,DF,Cercle Brugge,23,2000,30,28,2526,52,63,50,73
nl NED,FW,PSV Eindhoven,18,2004,1,0,3,77,12,15,11
nl NED,MF,Sparta R'dam,16,2006,2,0,5,20,18,7,6
fi FIN,GK,Venezia,30,1993,29,29,2610,51,51,52,42
nl NED,FW,Utrecht,18,2005,1,0,7,16,20,8,26
mx MEX,DF,UANL,25,1998,31,30,2582,70,68,59,57
mx MEX,DF,Necaxa,20,2003,4,0,94,34,13,18,60
mx MEX,MO,Toluca,26,1997,33,17,1705,69,86,52,29
ve VEN,GK,ve Dep Táchira,26,1997,4,4,360,40,39,44,47
pe PER,MF,Gil Vicente FC,22,2001,15,6,600,29,28,19,66
mx MEX,MO,Monterrey,30,1993,19,10,888,49,86,82,42
ve VEN,MF,Philadelphia Union,24,1999,14,7,625,74,45,64,60
co COL,DF,LAFC,29,1994,22,19,1694,36,42,35,63
ve VEN,FW,ve Dep Táchira,18,2005,1,0,11,16,18,10,23
mx MEX,MO,Cruz Azul,34,1989,6,0,82,31,61,56,62
us USA,MO,FC Dallas,23,2000,22,14,1319,68,80,47,49
mx MEX,MF,Monterrey,28,1994,25,19,1803,71,62,78,47
mx MEX,DF,UANL,23,2000,16,11,1001,47,78,75,61
mx MEX,MO,Pachuca,21,2001,20,13,992,66,52,60,53
bo BOL,DF,bo Bolívar,29,1994,7,7,541,32,43,31,17
mx MEX,MF,UNAM,35,1988,9,4,369,40,42,20,71
mx MEX,DF,Guadalajara,21,2002,28,28,2436,30,61,58,50
mx MEX,DF,Toluca,25,1998,5,2,153,27,20,22,32
mx MEX,DF,UNAM,20,2002,13,12,948,50,52,66,58
mx MEX,GK,Puebla,30,1993,34,34,3060,53,55,57,41
mx MEX,FW,Atlas,17,2005,1,0,8,16,15,24,54
ar ARG,MF,Banfield,35,1988,17,12,955,65,51,27,69
mx MEX,DF,Guadalajara,33,1989,6,4,301,38,52,38,61
uy URU,MF,ec Barcelona,30,1993,5,5,445,28,39,25,30
mx MEX,DF,Tijuana,23,2000,8,3,376,58,67,72,55
mx MEX,MF,FC Juárez,28,1995,21,16,1259,46,46,35,55
nl NED,DF,Heracles Almelo,29,1994,20,11,1075,51,66,72,42
cr CRC,FW,Sunderland,19,2004,1,0,9,53,75,57,11
bo BOL,MF,bo The Strongest,21,2002,5,2,205,50,54,57,34
pe PER,MO,pe Alianza Lima,24,1999,2,0,21,34,15,60,6
co COL,MF,co Millonarios,17,2006,5,5,443,48,58,36,41
co COL,DF,San Lorenzo,25,1998,31,31,2734,52,33,43,72
ec ECU,MF,ec LDU de Quito,25,1998,4,3,263,61,37,51,29
co COL,MF,Austin,27,1996,27,16,1438,23,39,34,50
co COL,FW,Fluminense,26,1997,37,36,3306,50,83,77,69
ve VEN,DF,Necaxa,31,1992,5,5,384,30,30,24,76
ve VEN,MO,Atlético,27,1995,31,30,2332,48,48,73,50
co COL,MO,Farense,28,1995,3,0,36,49,97,84,15
co COL,MF,co Junior,20,2003,2,0,28,47,22,20,43
br BRA,MF,Criciúma,24,1999,6,1,159,66,58,91,60
br BRA,GK,Rio Ave,32,1991,26,26,2340,56,63,63,56
uy URU,MO,Barracas Central,28,1995,18,7,896,35,32,20,39
br BRA,MF,Palmeiras,21,2002,21,17,1299,89,75,81,50
ve VEN,FW,Famalicão,28,1995,30,27,2300,63,33,33,48
ec ECU,MF,Independiente,25,1998,5,0,115,37,46,45,60
br BRA,FW,Cruzeiro,19,2004,1,0,10,32,32,57,20
ie IRL,DF,QPR,25,1997,29,27,2344,70,61,53,51
cl CHI,MO,cl Huachipato,27,1997,4,3,261,34,67,57,52
us USA,GK,FC Dallas,35,1988,4,4,360,53,58,48,78
pa PAN,DF,pe Alianza Lima,27,1997,5,5,354,49,47,52,53
nl NED,FW,Heracles Almelo,25,1998,17,15,1287,71,64,33,62
br BRA,MO,Chaves,28,1995,27,9,1016,52,27,13,45
be BEL,GK,Sint-Truiden,32,1990,4,4,360,40,42,62,59
se SWE,GK,Union SG,21,2001,1,0,21,40,36,46,32
se SWE,DF,St. Louis,29,1994,19,15,1211,51,41,28,73
ec ECU,MO,Monterrey,25,1997,18,8,734,74,49,75,57
uy URU,DF,CF Montréal,22,2002,19,15,1270,57,60,70,67
ar ARG,MF,Deportivo Riestra,22,2002,2,0,48,20,11,27,78
ar ARG,FW,Estudiantes–LP,19,2004,10,9,566,58,60,61,65
es ESP,DF,Sporting KC,27,1996,2,2,115,31,19,23,68
ar ARG,DF,Vélez Sarsfield,22,2001,22,22,1955,43,62,69,56
ar ARG,MO,Sarmiento,20,2003,26,22,1840,45,43,44,70
cl CHI,DF,cl Huachipato,21,2002,1,1,57,55,73,29,30
ar ARG,DF,Independiente,33,1990,23,23,2037,54,39,40,53
cl CHI,MO,Querétaro,27,1995,9,2,236,51,38,62,34
ar ARG,MF,Unión,19,2004,23,22,1780,41,42,24,57
mx MEX,FW,Monterrey,17,2006,1,0,15,26,19,45,29
ar ARG,MF,Atlé Tucumán,25,1998,16,15,1149,63,83,70,46
uy URU,DF,Palmeiras,25,1998,22,20,1796,86,73,71,46
ar ARG,FW,Boca Juniors,17,2006,2,0,15,16,18,42,20
eng ENG,MO,Sunderland,17,2005,45,43,3626,43,47,34,69
pt POR,MO,Rio Ave,27,1996,28,21,1707,46,47,42,40
nl NED,MF,Almere City,19,2003,30,24,1898,71,51,56,62
cl CHI,MO,cl Palestino,28,1995,6,2,262,42,65,40,44
wls WAL,MF,Swansea City,33,1990,19,6,642,74,64,46,54
ng NGA,MF,Southampton,27,1996,35,16,1606,81,74,84,54
eng ENG,MF,Millwall,29,1993,23,15,1448,67,47,56,79
us USA,MF,Tijuana,33,1990,7,5,330,79,60,70,49
eng ENG,MF,Plymouth Argyle,32,1990,35,23,2170,53,26,29,73
eng ENG,MO,Leeds United,21,2002,10,2,197,30,43,18,43
eng ENG,DF,QPR,21,2001,1,1,90,27,14,10,37
se SWE,DF,Braga,20,2002,17,11,890,55,78,80,23
eng ENG,MF,Cardiff City,29,1993,35,32,2313,56,75,42,53
eng ENG,MF,Blackburn,24,1999,27,21,1667,75,63,64,44
wls WAL,DF,Leeds United,25,1997,43,42,3722,34,44,45,56
eng ENG,MF,Southampton,28,1995,16,4,452,82,71,75,29
eng ENG,GK,QPR,21,2002,1,1,90,40,45,49,44
eng ENG,MF,Bristol City,26,1996,40,30,2556,40,72,41,58
us USA,GK,Nashville SC,35,1988,30,29,2626,46,50,44,65
ar ARG,MO,bo The Strongest,36,1988,8,7,533,20,62,55,52
cr CRC,MO,Atl Goianiense,31,1992,10,6,558,67,65,68,63
wls WAL,MF,Cardiff City,18,2004,2,0,40,45,25,35,53
nl NED,GK,PSV Eindhoven,26,1996,1,1,90,40,51,47,40
jp JPN,MF,Sint-Truiden,21,2002,20,10,893,67,63,64,65
ec ECU,DF,Club Brugge,19,2004,9,6,472,32,27,31,41
fi FIN,FW,Venezia,28,1994,33,32,2702,70,59,30,48
us USA,DF,Ind. Rivadavia,27,1996,1,0,19,39,59,71,3
se SWE,FW,Vitesse,20,2003,9,2,297,21,24,34,42
ca CAN,DF,CF Montréal,28,1996,25,24,2128,28,44,48,50
pt POR,MF,Boavista,20,2003,14,2,371,74,42,35,61
nl NED,MF,Volendam,19,2003,3,1,100,22,21,21,27
nl NED,DF,Almere City,23,2000,27,23,1963,69,51,39,64
zw ZIM,FW,Sheffield Weds,18,2005,1,0,6,16,20,25,11
nl NED,MF,PSV Eindhoven,24,1998,29,28,2382,87,95,79,61
be BEL,FW,PSV Eindhoven,20,2003,33,29,2493,79,90,94,64
co COL,MF,co Junior,25,1998,1,0,10,20,31,19,15
co COL,MO,Racing Club,24,1999,22,11,1076,68,61,83,27
br BRA,GK,Botafogo (RJ),27,1996,44,44,3990,53,51,53,53
eng ENG,MO,Sheffield Weds,23,1999,24,10,964,15,58,33,72
sct SCO,MF,Blackburn,31,1991,1,1,16,37,11,7,22
br BRA,MO,Fluminense,21,2002,26,6,840,48,25,44,34
us USA,MO,St. Louis,24,1999,10,6,545,54,61,61,48
us USA,GK,LA Galaxy,31,1992,32,32,2880,49,48,43,43
us USA,DF,LA Galaxy,25,1998,23,12,1166,38,61,68,42
us USA,GK,Sporting KC,22,2001,6,6,540,40,38,40,51
eng ENG,GK,Birmingham City,36,1986,44,44,3960,58,60,64,52
eng ENG,MO,West Brom,28,1995,37,20,1865,69,73,59,38
us USA,DF,NY Red Bulls,21,2002,28,27,2386,81,74,75,40
sct SCO,FW,Sporting KC,33,1990,29,18,1731,57,81,76,80
jm JAM,DF,Seattle Sounders,26,1997,10,5,487,59,44,18,44
ie IRL,DF,Austin,27,1996,32,30,2661,81,69,74,29
eng ENG,MO,Norwich City,20,2003,32,25,2040,75,38,48,60
dk DEN,DF,Charleroi,27,1996,19,16,1507,30,58,34,58
be BEL,MF,Cercle Brugge,19,2004,11,1,172,38,27,39,92
no NOR,FW,OH Leuven,22,2000,24,11,1058,45,40,34,47
ar ARG,MF,Deportivo Riestra,29,1994,25,16,1555,31,31,26,72
us USA,MO,Atlético,18,2005,9,0,129,33,52,88,61
br BRA,DF,Cruzeiro,19,2004,22,12,1047,47,71,55,48
ie IRL,FW,Kortrijk,23,2000,10,4,397,34,42,37,35
ar ARG,DF,Instituto,30,1993,13,10,840,53,53,59,33
ar ARG,FW,cl Palestino,32,1991,6,5,351,33,64,64,71
ao ANG,DF,Gil Vicente FC,29,1993,5,5,450,64,24,16,51
br BRA,MO,Cuiabá,32,1991,28,14,1392,35,48,56,56
ar ARG,FW,São Paulo,30,1993,35,31,2724,57,54,43,55
ar ARG,MO,Rosario Central,34,1989,24,18,1502,25,54,32,74
ar ARG,DF,Independiente,18,2005,1,0,9,21,29,71,13
us USA,DF,Chicago Fire,26,1997,24,12,1111,71,53,71,44
ar ARG,DF,Arg Juniors,31,1992,19,17,1543,71,66,42,69
mx MEX,MF,Monterrey,24,1999,14,7,590,23,39,35,48
ar ARG,MF,Deportivo Riestra,34,1989,14,6,531,23,21,22,55
be BEL,DF,RWDM,32,1990,11,10,871,43,64,57,66
ar ARG,FW,Deportivo Riestra,32,1991,27,25,2204,54,37,46,49
eng ENG,MF,Huddersfield,34,1988,34,32,2687,29,47,26,75
us USA,FW,Colorado Rapids,26,1997,24,7,755,67,83,77,69
gh GHA,MF,NE Revolution,33,1990,8,3,268,22,19,12,63
ca CAN,MO,Toronto FC,31,1992,22,21,1853,44,60,42,51
mx MEX,MO,Guadalajara,17,2005,23,5,669,68,39,74,66
eng ENG,DF,Cardiff City,22,2000,9,2,303,33,46,71,35
mx MEX,MO,Nashville SC,21,2003,12,4,369,53,48,68,60
ec ECU,DF,Querétaro,25,1997,4,4,280,34,38,48,74
uy URU,MO,América,30,1993,45,35,3241,83,52,56,40
ca CAN,GK,CF Montréal,22,2001,33,33,2970,45,43,62,69
ar ARG,MF,Querétaro,26,1996,20,9,903,85,48,41,41
nl NED,MF,Sparta R'dam,35,1987,31,25,1927,57,68,47,39
mx MEX,MF,América,33,1990,31,26,2338,27,61,56,56
ke KEN,DF,Estrela,24,1998,15,13,1141,35,34,37,57
eng ENG,MF,Middlesbrough,35,1988,38,35,3092,58,73,51,40
ar ARG,MO,Instituto,26,1997,22,18,1491,35,60,51,63
ng NGA,MO,Minnesota Utd,24,2000,11,1,254,25,17,21,54
au AUS,DF,Westerlo,20,2002,21,19,1713,84,63,86,55
mx MEX,MO,Santos,21,2001,15,12,1121,42,79,54,61
eng ENG,MF,Ajax,33,1990,9,9,750,55,94,58,34
sct SCO,MF,Estoril,23,1999,15,15,1172,63,71,42,62
eng ENG,MF,Plymouth Argyle,27,1995,40,32,2862,36,43,29,43
eng ENG,FW,Rotherham Utd,31,1992,39,29,2334,34,40,21,42
wls WAL,MO,Birmingham City,19,2004,42,25,2304,46,37,27,73
us USA,FW,Seattle Sounders,29,1994,34,32,2790,75,71,67,55
fr FRA,DF,Cercle Brugge,20,2003,14,6,489,58,46,63,75
ec ECU,MO,Querétaro,26,1997,30,11,1342,30,56,30,67
mx MEX,DF,Atlético,29,1994,12,11,967,47,57,54,80
eng ENG,DF,Preston,25,1997,41,40,3604,37,32,36,54
nl NED,DF,PSV Eindhoven,23,1999,30,29,2483,83,96,84,39
nir NIR,MF,Stoke City,26,1997,32,23,2215,58,61,43,53
de GER,DF,Gent,25,1997,24,21,1843,65,75,60,68
es ESP,DF,Inter Miami,34,1989,28,24,2234,91,93,85,17
nl NED,MF,Vitesse,19,2003,2,0,5,20,11,44,6
mx MEX,MO,Monterrey,27,1996,24,20,1556,58,86,76,66
be BEL,MF,Mechelen,27,1996,21,19,1647,35,45,56,82
ec ECU,MF,ec Independiente,24,1999,2,2,135,30,40,35,8
nl NED,MF,Heracles Almelo,27,1996,14,11,680,69,49,29,24
ec ECU,FW,Atlas,25,1997,25,17,1610,57,45,47,49
nl NED,MF,AZ Alkmaar,32,1991,28,28,2468,58,75,60,46
be BEL,MF,OH Leuven,33,1989,21,14,1437,43,37,32,48
ar ARG,MF,Monterrey,27,1995,15,12,1134,41,86,43,56
mx MEX,DF,Pachuca,20,2003,15,11,1037,29,33,39,52
ar ARG,GK,Rosario Central,37,1986,30,30,2700,47,40,42,39
mx MEX,DF,Porto,25,1997,14,6,563,64,90,83,61
co COL,DF,co Millonarios,31,1992,2,1,64,32,16,19,70
ar ARG,DF,Boca Juniors,29,1994,14,12,1148,30,44,52,53
pt POR,DF,Vitória,26,1997,29,28,2437,62,60,47,68
mx MEX,MO,Atlas,19,2003,18,6,725,33,57,65,46
py PAR,MF,py Cerro Porteño,26,1998,5,3,265,29,18,16,52
pe PER,MF,pe Universitario,26,1997,6,4,325,23,23,9,74
cl CHI,FW,cl Huachipato,20,2003,1,0,7,48,31,52,35
mx MEX,DF,Necaxa,21,2001,21,14,1248,50,45,57,58
mx MEX,MO,UNAM,22,2001,3,0,63,52,88,83,42
py PAR,FW,Ind. Rivadavia,24,1999,8,0,196,41,49,58,35
br BRA,MO,Atl Goianiense,33,1991,3,0,73,52,56,56,52
cd COD,DF,Genk,28,1994,17,13,1268,79,85,84,56
nl NED,DF,Go Ahead Eag,26,1996,30,29,2565,59,38,47,57
co COL,DF,Boca Juniors,27,1996,1,0,5,21,20,9,13
be BEL,DF,Club Brugge,18,2005,27,22,2063,25,56,55,25
nl NED,DF,Ajax,17,2006,33,33,2961,56,75,68,56
us USA,MO,Inter Miami,23,2000,2,0,31,14,36,71,38
py PAR,DF,Lanús,27,1996,2,0,46,21,20,8,34
py PAR,MF,Cen. Córdoba–SdE,27,1996,13,12,1104,69,65,35,65
pt POR,MF,Portimonense,22,2001,2,0,9,20,41,26,15
ve VEN,MO,CF Montréal,30,1993,23,13,1376,69,53,18,26
br BRA,MF,Vasco da Gama,34,1989,4,1,76,28,28,47,55
gh GHA,MO,Sint-Truiden,21,2001,24,3,430,53,21,48,41
ec ECU,MF,ec LDU de Quito,23,2000,1,0,28,20,35,28,21
ie IRL,MF,QPR,20,2002,8,4,360,77,63,55,60
0,DF,Bristol City,0,0,2,1,77,21,16,31,38
gh GHA,FW,LA Galaxy,25,1998,52,49,4076,75,86,80,50
hn HON,MF,Minnesota Utd,23,2000,30,26,2399,62,72,84,69
us USA,FW,Nashville SC,20,2003,2,0,5,53,59,48,20
us USA,DF,Nashville SC,25,1998,26,19,1861,38,35,41,58
eng ENG,MO,Cardiff City,24,1999,38,30,2379,49,38,51,58
eng ENG,FW,Middlesbrough,20,2002,21,11,996,59,53,48,42
us USA,GK,Atlanta Utd,31,1992,3,2,209,40,47,46,32
eng ENG,MF,Coventry City,23,2000,44,38,3277,59,78,60,64
eng ENG,DF,Volendam,22,2000,28,23,2228,67,61,54,61
eng ENG,MO,Swansea City,26,1997,6,2,193,82,25,73,16
eng ENG,MF,Swansea City,23,1999,29,25,2192,64,60,80,53
sl SLE,MO,Huddersfield,24,1998,39,29,2422,57,43,43,44
eng ENG,MF,Stoke City,28,1995,37,30,2694,68,60,62,52
ng NGA,FW,West Brom,24,1998,12,1,198,60,36,61,47
eng ENG,DF,Huddersfield,29,1993,11,10,777,51,57,35,47
us USA,FW,Norwich City,23,2000,26,24,1850,77,65,46,46
eng ENG,DF,Stoke City,24,1999,43,37,3397,53,84,80,38
eng ENG,MF,Cardiff City,20,2002,11,8,668,38,28,63,36
eng ENG,MO,Sheffield Weds,29,1994,25,22,1749,62,52,37,39
us USA,MF,Seattle Sounders,22,2002,22,12,1069,57,67,79,71
eng ENG,MF,Huddersfield,21,2001,3,1,70,29,47,22,25
cw CUW,DF,Twente,29,1994,15,13,1078,90,90,80,48
ng NGA,MO,Rotherham Utd,30,1992,4,0,48,15,10,8,57
no NOR,MF,Sparta R'dam,21,2001,24,24,2106,70,63,46,30
eng ENG,MF,Preston,18,2004,4,0,26,20,12,53,64
it ITA,MO,Calcio Lecco 1912,23,2000,6,0,144,27,24,37,45
gh GHA,DF,St. Louis,29,1994,13,7,772,53,30,34,66
cr CRC,MO,Westerlo,19,2004,1,0,24,42,46,72,21
hr CRO,DF,Ajax,23,2000,23,22,1980,56,46,49,43
ar ARG,GK,Newell's OB,20,2003,3,3,270,56,36,42,43
py PAR,MO,Mazatlán,25,1998,25,19,1636,63,84,67,32
mx MEX,MF,Cruz Azul,18,2004,1,0,45,29,15,44,27
pt POR,DF,Rio Ave,31,1992,24,23,1963,35,66,61,47
mx MEX,DF,FC Juárez,29,1994,29,28,2467,55,64,54,43
ve VEN,MF,Corinthians,29,1994,27,21,1649,37,61,47,56
mx MEX,GK,Tijuana,31,1992,28,28,2475,61,50,44,67
cl CHI,DF,cl Palestino,29,1994,1,1,90,41,27,15,31
br BRA,MF,Vitória,19,2004,1,0,9,20,13,8,20
co COL,MF,UNAM,21,2002,23,22,1911,48,49,36,58
mx MEX,DF,Pachuca,21,2001,17,14,1263,57,73,73,68
ec ECU,MF,Cruzeiro,24,1999,3,1,69,24,26,65,66
mx MEX,GK,Tijuana,42,1981,7,6,585,48,45,44,39
mx MEX,MF,León,27,1995,25,16,1367,52,56,78,43
co COL,MO,co Junior,25,1999,8,8,586,62,55,83,35
mx MEX,GK,Pachuca,19,2004,2,2,180,40,45,40,32
pt POR,DF,Braga,39,1983,19,16,1513,40,55,52,36
mx MEX,DF,UNAM,25,1998,7,2,178,23,56,34,29
mx MEX,DF,FC Juárez,27,1996,21,17,1611,54,31,26,52
mx MEX,FW,Atlético,24,1998,8,2,173,22,20,23,30
ar ARG,DF,Cen. Córdoba–SdE,23,2000,3,1,136,21,22,70,44
ar ARG,MO,Arg Juniors,20,2003,18,15,1206,49,46,59,61
br BRA,MO,Vitória,24,1999,27,0,632,59,56,84,77
ec ECU,DF,RB Bragantino,22,2001,17,15,1325,54,75,79,40
mx MEX,MF,León,27,1996,25,16,1370,29,44,51,69
mx MEX,MF,Necaxa,25,1998,22,13,1163,47,42,32,44
mx MEX,MO,Guadalajara,23,1999,6,3,287,44,23,51,36
mx MEX,MF,Atlas,24,1998,26,19,1639,65,48,53,55
pa PAN,FW,Famalicão,25,1998,23,17,1495,41,72,73,75
uy URU,MF,Vasco da Gama,26,1997,22,12,1123,70,69,73,58
ar ARG,FW,Palmeiras,23,2000,43,28,2525,64,54,45,48
mx MEX,DF,Mazatlán,33,1990,24,15,1255,68,62,65,47
it ITA,MF,Sarmiento,27,1996,1,1,69,42,47,27,39
ar ARG,MO,Deportivo Riestra,30,1993,2,0,44,15,25,19,55
ar ARG,MO,Necaxa,24,1998,15,14,1217,65,74,60,54
es ESP,FW,Almere City,23,2000,3,1,133,23,30,35,75
ec ECU,DF,ec LDU de Quito,33,1990,6,6,491,67,64,78,24
mx MEX,GK,Guadalajara,23,2000,19,19,1635,64,48,57,74
pe PER,FW,pe Universitario,26,1997,4,2,206,53,24,31,46
ar ARG,FW,ar Talleres,20,2003,1,0,6,16,33,38,26
br BRA,DF,São Paulo,27,1996,14,12,1062,44,51,51,69
bo BOL,DF,bo Bolívar,29,1994,8,8,720,81,70,58,69
ar ARG,MO,Estudiantes–LP,38,1985,27,20,1457,55,77,54,58
br BRA,MO,Ath Paranaense,23,2000,9,0,176,20,43,49,84
br BRA,MF,Fortaleza,28,1995,21,10,883,24,50,24,76
co COL,MO,Tijuana,29,1994,29,15,1583,75,24,28,39
pt POR,DF,Vizela,23,2000,18,16,1449,31,46,37,38
pt POR,MO,Vitória,23,1999,33,32,2778,71,41,59,50
rs SRB,MO,NYCFC,18,2005,11,2,271,41,25,18,17
br BRA,MO,Criciúma,22,2001,25,1,341,81,24,55,65
pt POR,DF,Vizela,26,1997,19,16,1371,40,58,42,35
pt POR,GK,Boavista,22,2000,34,34,3060,47,47,48,66
pt POR,MF,Rio Ave,28,1995,28,14,1196,45,56,57,55
br BRA,DF,Juventude,25,1998,30,30,2569,76,81,81,45
br BRA,MO,Ath Paranaense,17,2006,18,10,838,46,69,49,46
br BRA,DF,Cruzeiro,23,2000,31,30,2692,41,68,54,57
pt POR,MO,Estoril,21,2002,32,22,1969,53,61,36,61
pt POR,MO,Vitória,28,1994,31,21,1726,72,77,67,45
pt POR,MF,São Paulo,19,2004,6,3,201,31,23,52,64
pt POR,DF,Spezia,25,1998,35,24,2286,68,87,70,51
pt POR,MO,Benfica,30,1993,31,29,2424,55,67,62,53
pt POR,DF,Porto,23,2000,27,25,2063,83,82,87,26
pt POR,MF,Benfica,18,2004,33,27,2311,76,72,70,78
pt POR,DF,Casa Pia,27,1995,19,15,1322,61,49,36,32
br BRA,DF,Estoril,26,1997,14,13,1208,51,40,48,59
br BRA,MF,Seattle Sounders,32,1991,21,16,1276,48,80,59,49
br BRA,MO,Cruzeiro,20,2003,88,60,5607,24,45,30,64
cv CPV,MF,Chaves,26,1996,30,24,2097,64,35,64,38
pt POR,MO,Moreirense,29,1994,29,27,2080,51,44,56,65
br BRA,MF,Grêmio,26,1998,31,19,1669,52,56,56,62
pt POR,DF,Chaves,25,1998,5,2,235,48,27,19,48
pt POR,MF,Estrela,31,1992,19,16,1448,25,33,42,69
br BRA,GK,Fortaleza,35,1988,38,38,3420,52,49,52,64
pt POR,MF,Benfica,18,2005,1,0,6,71,18,89,6
pt POR,DF,Kortrijk,24,1999,30,29,2561,22,24,34,50
pt POR,MO,Rio Ave,29,1994,13,9,721,40,58,38,65
pt POR,GK,Arouca,23,2000,1,1,90,57,51,47,69
br BRA,DF,Flamengo,17,2007,26,20,1809,57,63,63,62
br BRA,MO,Cruzeiro,20,2004,10,2,297,17,31,27,66
jm JAM,MF,Coventry City,23,2000,41,28,2729,51,45,48,61
nl NED,MO,Leeds United,23,1999,45,31,2790,62,53,30,39
be BEL,DF,OH Leuven,20,2002,25,22,1951,46,37,58,48
ar ARG,MF,Sarmiento,29,1995,8,2,244,29,21,13,83
ar ARG,MF,Belgrano,23,2000,17,14,1154,57,35,68,53
ar ARG,MO,Godoy Cruz,25,1998,9,5,389,19,46,33,37
es ESP,DF,Benfica,30,1993,3,1,81,43,41,48,30
ar ARG,MO,Banfield,22,2001,13,9,744,29,29,39,67
mx MEX,MO,Guadalajara,21,2001,9,2,266,52,36,70,38
ar ARG,MO,Santos,26,1997,33,31,2625,85,93,79,42
co COL,MF,Talleres,25,1998,32,20,1848,33,57,50,69
mx MEX,FW,América,19,2004,1,0,24,25,19,15,11
py PAR,MF,Arg Juniors,19,2004,6,2,183,24,36,35,43
co COL,MF,co Millonarios,30,1993,6,4,340,49,49,57,54
co COL,MO,co Millonarios,20,2003,2,1,116,63,31,10,15
