Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions
Gil Vicente FC,34,42,41.2,351,128,6,8,629,70,12524,16065,5114,5925,5807,6806,1314,2487,28,26.4,271,820,209,37,1144,565,1138,540,341,261,206,73,289,539,250,373,303,677,15,19718,2249,7128,8671,4112,598,19710,589,281,10467,375,118,488,337,12429,75,3,2,403,477,67,7,7,2,1662,438,425,48,52,154,102,9,7,5,2,0,47.7,126,408,858,159,320,505,28,39
Gimnasia–LP,27,20,25.4,308,99,3,3,522,34,8044,11391,3305,4074,3365,4314,1172,2305,13,20.5,220,853,213,94,1119,390,1108,593,414,286,231,76,277,527,250,329,295,668,5,14861,1456,4426,6789,3810,492,14858,488,223,6914,279,73,545,242,7955,65,7,1,356,253,47,2,2,1,1408,488,501,55,22,89,68,10,1,0,0,1,21.1,144,373,554,145,239,440,44,30
Go Ahead Eag,34,47,50.5,486,185,4,5,854,79,10970,14668,4702,5501,4694,5668,1321,2686,30,35.1,355,993,293,70,1234,521,1223,502,297,226,201,75,251,497,246,401,264,821,5,18725,2753,6629,7528,4728,798,18720,574,249,8916,306,160,541,272,10858,39,3,1,283,356,56,4,2,1,1711,450,566,25,46,180,135,11,2,2,0,0,46.2,219,651,1211,127,223,670,17,32
Godoy Cruz,27,31,31.7,307,94,2,3,516,50,7750,10698,3048,3712,3368,4188,1150,2212,18,18.0,204,722,144,53,904,331,893,508,337,226,232,50,242,472,230,298,262,578,9,13885,1403,4563,6399,3080,443,13882,449,197,6667,257,82,551,270,7696,59,1,0,344,264,33,1,2,2,1131,420,445,52,28,102,74,7,2,0,2,0,32.5,210,501,829,119,203,359,27,30
Grêmio,38,42,44.1,446,156,3,3,804,70,12956,16402,5935,6758,5446,6411,1219,2361,28,34.7,341,1007,285,54,1354,596,1336,653,389,309,266,78,291,570,279,419,322,807,6,20644,2212,6302,9335,5259,774,20641,826,416,11091,465,176,607,432,12829,88,7,0,408,486,37,3,10,2,1547,517,506,94,50,183,133,8,10,8,2,0,52.1,185,555,792,139,309,600,33,18
Guadalajara,34,44,44.5,420,127,8,10,739,76,12447,15911,5443,6207,5301,6263,1437,2671,27,29.9,325,1139,277,89,1437,630,1418,693,422,308,312,73,328,622,294,350,278,529,5,19837,1731,5675,9434,4985,689,19827,682,332,11031,485,148,629,329,12297,87,5,3,375,353,57,7,9,0,1839,510,482,56,39,140,100,11,9,7,1,1,41.5,125,358,732,136,249,427,22,24
Heerenveen,34,52,47.6,486,153,7,8,862,86,13187,16529,5746,6454,5616,6547,1480,2639,27,34.2,369,1019,280,59,1320,678,1308,505,305,257,186,62,259,522,263,365,288,670,16,20396,2438,6862,8883,4846,798,20388,693,300,11164,474,179,507,291,13029,39,4,1,320,325,49,5,4,2,1715,464,484,58,70,164,96,7,4,4,0,0,60.4,175,458,913,157,223,506,27,20
Heracles Almelo,34,41,42.6,362,116,5,6,629,72,11267,14644,4488,5157,5108,5972,1456,2828,30,30.8,269,919,213,81,1083,576,1070,598,379,347,187,64,295,597,302,420,256,764,12,18640,2677,7162,7789,3879,598,18634,607,236,10043,386,142,519,264,11142,70,2,0,382,325,52,4,5,1,1663,410,473,30,74,226,153,4,5,5,0,0,69.0,207,688,1037,160,308,580,30,18
Houston Dynamo,34,45,43.9,467,160,2,2,828,75,17338,20400,8363,9109,6827,7670,1624,2534,33,38.4,367,1249,317,60,1500,578,1493,510,338,249,187,74,265,492,227,304,239,570,17,23681,2225,7534,10711,5542,831,23679,510,232,14107,462,153,422,254,17179,75,2,1,427,407,80,1,5,1,1435,357,364,67,39,146,107,8,5,4,1,0,45.4,78,205,837,141,152,443,19,34
Huddersfield,46,46,49.6,523,163,1,1,875,76,11676,16992,4673,5745,5154,6625,1564,3601,34,35.3,389,1026,290,102,1331,657,1302,721,451,332,320,69,328,653,325,552,433,1064,5,22134,2787,7621,9633,5166,862,22133,679,293,10618,397,160,740,333,11518,89,2,2,496,529,97,0,4,2,2197,844,865,85,77,206,130,8,4,3,1,0,72.6,265,841,1180,238,380,679,29,43
Hull City,46,68,58.0,610,216,4,7,1083,107,22942,27360,10552,11504,10142,11293,1663,3242,41,41.8,471,1447,327,65,1648,815,1626,606,374,274,252,80,293,626,333,564,351,931,12,32275,3755,12134,13889,6502,976,32268,862,375,19441,527,282,675,398,22754,97,1,0,447,566,82,6,3,0,2138,600,580,60,60,175,115,11,3,3,0,0,44.7,134,584,2239,136,158,636,43,47
Huracán,27,26,25.0,276,80,3,3,475,45,7996,11178,3262,3910,3375,4256,1153,2344,15,17.3,192,656,174,56,870,312,860,527,344,240,245,42,245,511,266,359,261,601,1,14412,1465,4925,6574,3040,425,14409,388,165,6813,224,55,480,254,7916,63,3,2,322,336,63,2,1,0,1222,499,527,59,18,81,63,15,1,1,0,0,23.3,123,432,688,87,204,401,26,9
Ind. Rivadavia,27,22,24.3,278,83,2,3,476,38,6609,9717,2617,3236,2857,3637,977,2210,19,17.1,204,636,132,60,820,359,809,456,312,230,190,36,222,416,194,314,272,713,3,12879,1399,4238,5956,2838,375,12876,444,202,5666,248,63,467,228,6551,67,3,1,280,314,53,2,4,0,1119,470,555,60,25,94,68,11,4,3,1,0,23.4,129,434,426,66,253,466,27,10
Independiente,27,24,27.0,318,110,3,4,543,44,7872,10865,3128,3794,3419,4250,1150,2142,16,16.3,220,668,181,75,976,349,967,458,301,179,212,67,231,428,197,266,244,547,5,13969,1381,4429,6438,3266,526,13965,529,253,7216,253,72,536,281,7782,88,6,3,333,368,41,4,3,0,1190,448,448,32,17,81,63,15,3,2,1,0,23.1,152,368,596,92,223,361,31,16
Instituto,27,31,28.4,334,97,2,3,566,51,7447,10711,3082,3800,3115,4037,1055,2254,24,19.2,229,789,161,59,879,264,870,433,283,199,186,48,198,384,186,350,234,634,2,13784,1333,4215,6284,3422,466,13781,367,155,6603,237,60,469,214,7381,62,4,0,299,310,27,2,3,1,1164,523,565,23,31,94,63,7,3,2,1,0,29.2,148,371,551,73,189,428,37,13
Inter Miami,34,78,54.6,399,181,1,1,731,148,16597,19694,7333,8108,7407,8227,1462,2380,65,41.9,318,1130,295,49,1409,515,1400,596,378,305,216,75,288,618,330,395,319,581,26,23130,2478,8011,10630,4675,752,23129,531,266,13331,386,137,449,231,16481,95,4,4,388,372,75,1,7,2,1598,270,280,86,49,159,110,6,7,5,2,0,50.0,84,262,930,186,269,444,36,30
Internacional,38,52,59.6,542,186,4,8,966,92,14964,18667,6522,7399,6706,7789,1331,2478,33,40.8,406,1286,337,85,1568,647,1555,693,448,268,319,106,323,669,346,395,340,761,14,22974,1867,6103,11016,6092,910,22966,722,351,12823,466,153,612,350,14820,99,1,0,575,436,60,7,5,0,1687,577,630,90,36,139,102,12,5,4,1,0,36.8,153,453,786,137,224,501,37,47
Ipswich Town,46,88,76.8,716,254,2,3,1248,148,19178,24162,8521,9690,8617,10133,1691,3239,63,51.9,556,1570,408,104,1917,843,1888,743,495,311,314,118,376,774,398,547,416,809,14,29209,3151,10091,12409,7000,1207,29206,696,307,16167,539,252,720,385,18954,101,0,0,568,469,81,3,3,6,2395,756,633,59,57,166,115,15,3,2,0,1,52.2,155,365,1684,174,152,599,33,105
Juventude,38,48,43.7,491,171,0,1,852,83,12567,16155,4913,5705,5829,6823,1564,2755,40,30.8,372,950,230,88,1230,488,1216,689,409,308,304,77,318,649,331,419,349,761,13,20277,2543,7500,8829,4163,624,20276,553,259,10745,348,79,504,312,12452,113,13,9,468,505,51,1,11,1,1594,555,563,60,59,189,129,6,11,9,2,0,61.8,146,415,1000,157,265,577,46,41
Kortrijk,30,22,25.7,299,85,2,2,506,32,9321,12859,3776,4742,4033,5067,1123,2302,13,19.2,201,766,183,68,999,493,989,553,325,332,181,40,258,512,254,395,328,835,12,16649,2188,5681,7412,3787,452,16647,587,286,10476,471,98,523,299,9214,63,2,1,323,324,41,1,2,4,1586,499,555,58,57,168,115,5,2,1,0,1,56.3,203,568,748,141,245,502,38,27
LA Galaxy,34,68,65.6,489,195,4,8,884,118,18744,21525,9285,9997,7460,8175,1355,2168,51,40.0,379,1356,342,36,1639,700,1631,485,292,255,169,61,233,480,247,368,297,688,16,25046,2315,7688,11366,6203,864,25038,632,296,15241,533,216,450,280,18627,61,3,1,319,417,51,5,5,1,1426,262,283,53,50,178,128,7,5,4,1,0,52.6,91,336,758,157,246,498,22,12
LAFC,34,62,60.2,535,194,7,8,911,112,13159,16160,5324,5970,6288,7106,1337,2403,42,34.9,394,1079,291,54,1364,647,1344,605,377,322,194,89,308,617,309,370,388,664,9,20063,2080,6749,8677,4849,841,20055,754,325,11329,436,210,492,272,13047,74,5,3,450,365,56,7,3,3,1519,392,349,61,43,137,96,12,3,1,1,1,40.7,169,448,897,127,231,477,29,26
Lanús,27,28,29.7,338,112,1,1,585,47,8807,11720,3729,4445,3750,4549,1117,2071,22,19.1,242,740,159,64,954,355,947,461,282,210,202,49,249,454,205,322,312,646,8,15007,1525,4805,7070,3285,449,15006,521,251,7178,278,80,487,275,8717,52,6,1,295,314,42,1,3,1,1189,474,428,63,31,117,86,9,3,2,1,0,34.0,140,384,606,131,237,419,19,26
Leeds United,46,78,81.6,687,229,7,9,1225,128,22112,26394,9829,10940,10251,11427,1552,2789,56,62.2,544,1628,420,57,2123,1025,2093,783,504,338,315,130,388,677,289,478,390,793,5,31627,2570,9528,14625,7788,1342,31618,1021,470,18593,632,353,785,453,21885,73,2,1,461,560,98,8,1,2,2206,607,531,77,43,127,86,19,1,1,0,0,36.7,106,418,1807,202,175,518,24,50
Leicester City,46,88,86.6,647,223,12,13,1185,152,26494,30645,12846,13800,11281,12536,1893,3185,57,64.4,515,2014,471,100,2227,1039,2205,764,490,349,323,92,371,688,317,494,409,770,24,35527,3018,10563,17169,8090,1283,35514,875,407,21506,672,310,736,367,26193,83,1,0,472,482,80,13,1,1,2196,557,476,45,41,158,117,15,1,0,1,0,46.3,128,419,2148,222,111,492,31,77
León,34,44,47.8,524,179,4,4,925,74,12539,15736,5127,5818,5573,6447,1616,2765,31,36.5,399,1165,292,86,1289,590,1276,611,375,304,244,63,319,606,287,316,286,613,9,19453,1885,5930,8814,4928,765,19449,602,315,11260,447,125,579,314,12417,62,8,0,381,364,73,3,8,1,1600,474,467,72,47,137,91,7,8,7,0,1,44.9,102,278,711,175,250,483,30,35
Mazatlán,34,45,46.2,426,154,2,4,738,70,12398,15481,5123,5827,5659,6545,1357,2382,31,28.0,324,1034,209,61,1228,540,1210,561,340,302,192,67,296,601,305,316,260,667,9,19262,2095,6312,8888,4274,599,19258,660,342,10952,475,135,601,301,12229,74,8,2,380,355,42,3,7,2,1623,454,452,58,59,174,115,7,7,3,2,2,57.9,203,484,952,173,305,570,33,23
Mechelen,30,37,43.4,379,133,3,4,674,68,12524,15834,4257,5138,6299,7198,1686,2791,28,29.3,289,1058,254,71,1287,487,1277,509,304,276,176,57,280,530,250,357,301,642,4,19143,2105,6437,8603,4291,583,19139,434,214,13460,469,104,431,207,12415,48,0,0,303,286,64,3,4,1,1567,505,448,24,34,124,90,10,4,1,1,2,40.9,182,428,841,104,252,463,32,21
Middlesbrough,46,69,70.0,621,217,2,5,1107,124,21724,26339,10171,11269,9172,10446,1811,3256,56,50.8,487,1627,451,71,2050,924,2037,708,445,310,292,106,358,719,361,484,403,824,16,31224,3051,10037,13930,7487,1108,31219,780,329,18146,590,250,685,440,21540,85,2,2,492,478,102,3,3,2,2215,565,549,53,62,177,117,11,3,3,0,0,57.4,141,492,1651,218,229,645,38,75
Millwall,46,44,45.4,487,157,1,2,834,69,13156,18531,5745,6909,5419,6870,1676,3702,30,34.8,345,1057,249,81,1291,568,1277,857,520,422,354,81,442,788,346,526,491,987,10,23814,2563,8182,10536,5326,823,23812,661,295,11465,424,141,731,373,13040,103,2,0,591,420,78,0,8,1,2196,938,940,62,55,167,111,16,8,6,2,0,57.3,263,816,932,144,349,644,43,55
Minnesota Utd,34,55,54.2,448,163,5,6,749,91,11030,14555,4969,5823,4582,5498,1193,2421,39,35.9,321,936,292,52,1278,515,1262,542,342,273,205,64,272,509,237,364,339,746,8,18313,1957,6241,7772,4468,761,18307,581,274,9601,356,139,472,286,10916,74,4,3,472,321,50,3,4,1,1531,438,521,84,49,145,96,7,4,2,1,1,48.9,135,517,816,144,236,479,13,50
Modena,38,41,45.8,491,142,6,8,859,67,13507,17487,5739,6643,5984,7169,1503,2842,23,34.0,371,1119,312,87,1387,547,1375,584,333,261,255,68,266,526,260,441,361,741,10,21608,2136,7184,9424,5235,750,21600,508,228,11024,412,139,591,355,13380,111,2,0,546,508,48,5,7,1,1809,559,558,81,47,131,83,11,7,5,2,0,43.3,192,513,1138,112,204,566,32,30
Monterrey,34,58,47.8,440,142,3,4,804,107,14989,18140,6080,6734,6956,7910,1655,2703,47,37.3,350,1338,337,80,1671,556,1660,571,342,271,221,79,270,554,284,335,329,563,7,21725,2111,6356,10406,5129,720,21721,579,289,11601,456,117,551,319,14833,67,5,0,337,363,51,2,4,1,1595,490,411,61,34,136,102,12,4,3,1,0,38.8,213,442,1289,191,182,452,43,39
Moreirense,34,35,33.4,393,110,1,3,674,62,11609,14914,4737,5459,5294,6138,1350,2596,30,21.7,297,816,194,72,1054,503,1047,532,345,269,195,68,242,500,258,382,318,797,7,18755,2275,6895,8309,3737,540,18752,561,262,9797,355,118,556,263,11531,75,3,2,489,443,61,3,1,1,1615,469,524,91,35,128,94,16,1,1,0,0,35.2,208,519,966,146,289,548,36,18
NE Revolution,34,36,37.5,405,136,1,1,723,62,14325,17530,5814,6525,6745,7604,1552,2674,26,28.0,301,1029,283,73,1356,570,1335,486,299,239,193,54,253,475,222,381,296,684,10,20999,2399,7507,9150,4557,654,20998,537,255,11696,443,137,478,290,14200,66,4,3,396,368,53,1,8,0,1486,404,391,88,74,203,127,5,8,6,2,0,71.1,143,447,772,98,286,435,14,12
NEC Nijmegen,34,67,49.0,440,193,6,6,773,112,12699,16102,5452,6211,5438,6364,1444,2649,42,34.5,326,964,245,69,1215,555,1202,624,376,355,203,66,307,646,339,450,268,814,13,20289,2622,7085,9134,4276,692,20283,634,276,10653,405,136,587,312,12541,53,4,2,304,373,40,6,6,0,1670,531,535,54,51,163,111,7,6,5,1,0,51.7,206,579,912,162,323,623,38,26
NY Red Bulls,34,53,57.2,484,171,8,10,848,93,11789,15313,4882,5695,5390,6333,1334,2626,36,35.7,369,1132,273,65,1318,533,1306,497,314,218,198,81,234,487,253,392,307,608,11,18938,1791,5950,8371,4766,759,18928,514,243,10395,388,151,551,234,11690,58,6,2,400,341,56,9,6,2,1491,528,539,60,50,131,83,7,6,6,0,0,44.1,141,520,848,136,226,409,24,43
NYCFC,34,54,54.9,462,158,5,5,812,89,14612,17913,6744,7573,6197,7080,1236,2226,38,39.7,353,1142,338,74,1504,589,1496,533,344,214,226,93,261,503,242,391,285,605,15,21699,2156,6709,9829,5377,884,21694,659,294,11886,419,194,568,336,14479,73,4,0,436,404,73,4,5,0,1595,390,428,52,49,170,120,5,5,4,1,0,54.3,86,326,1112,208,228,422,29,33
Nashville SC,34,37,46.1,383,110,5,7,660,69,12911,16102,4918,5575,6273,7156,1557,2730,30,30.8,285,982,231,78,1168,433,1157,507,327,272,186,49,251,498,247,371,341,656,9,19523,2184,6877,8875,3937,621,19516,428,184,10281,345,109,491,260,12790,59,2,0,362,386,64,5,5,3,1358,454,474,62,54,166,114,9,5,2,1,2,50.2,168,436,818,182,254,443,28,24
Necaxa,34,48,38.4,374,132,3,4,640,83,7978,11457,3052,3730,3536,4494,1215,2566,37,26.6,280,761,208,97,938,384,921,634,396,346,235,53,315,655,340,405,354,799,4,15552,2037,5657,6517,3602,566,15548,558,258,7082,310,79,602,261,7850,92,6,2,432,321,62,2,4,6,1727,543,587,55,56,155,105,7,4,4,0,0,52.8,208,604,649,75,333,578,28,8
Newell's OB,27,21,30.6,329,102,3,5,572,36,8015,11052,3080,3771,3604,4462,1113,2160,13,20.0,246,766,161,70,947,360,943,470,305,222,183,65,230,429,199,290,232,567,4,14106,1369,4381,6662,3217,440,14101,478,224,7142,275,53,461,254,7920,77,3,1,335,347,42,3,3,1,1170,495,499,80,35,99,65,8,3,2,0,1,30.9,141,399,664,96,181,377,25,27
Norwich City,46,76,64.0,627,193,2,3,1083,132,18601,23143,8005,8926,8402,9665,1829,3436,52,44.8,449,1237,329,102,1581,774,1566,783,475,378,327,78,348,729,381,541,430,1014,15,28292,3415,11075,11790,5701,910,28289,744,325,15982,505,183,727,317,18385,84,2,1,461,499,104,3,5,2,2044,633,625,56,64,196,134,12,5,5,0,0,63.7,151,473,1487,184,214,684,40,56
OH Leuven,30,34,34.1,335,106,4,5,575,55,9017,12323,3291,4100,4196,5125,1295,2449,25,20.5,251,709,180,58,920,404,912,475,272,254,160,61,222,435,213,377,266,715,8,15761,2264,5778,6569,3613,545,15756,526,216,10098,320,99,475,203,8916,77,2,1,362,330,58,5,8,2,1434,442,487,74,47,149,103,7,8,7,1,0,46.7,168,468,874,169,261,575,38,23
Orlando City,34,56,51.9,447,151,4,5,802,95,15061,18232,7301,8045,6070,6917,1287,2314,46,41.8,350,1250,341,79,1607,591,1597,513,297,248,181,84,254,535,281,322,248,535,10,21495,1732,6161,9372,6141,807,21490,516,234,12096,459,149,446,250,14956,69,1,0,337,405,66,4,8,0,1513,322,434,80,50,136,84,9,8,6,2,0,50.0,116,292,609,121,213,374,23,36
PSV Eindhoven,34,108,101.5,780,291,7,9,1427,195,18147,21518,7954,8803,7844,8821,1894,2837,88,80.7,639,1803,540,116,2159,960,2137,547,341,233,219,95,261,492,231,359,285,477,13,25496,1850,6233,11921,7556,1370,25487,789,404,14977,653,277,545,305,17953,32,1,1,280,304,67,6,3,2,2020,494,377,95,21,78,59,18,3,3,0,0,25.1,127,256,910,107,159,310,23,48
Pachuca,34,49,49.3,570,184,2,4,993,82,11830,15425,4852,5681,5183,6149,1528,2767,37,33.5,438,1234,225,68,1421,673,1400,617,399,275,259,83,292,616,324,399,331,649,8,19866,1676,5426,9597,5123,748,19862,807,403,10578,506,213,677,404,11677,87,2,2,448,402,55,3,5,1,1958,608,576,81,54,147,94,7,5,5,0,0,52.4,219,528,634,144,325,449,24,31
Palermo,38,62,52.6,464,167,6,7,843,116,13607,17289,5435,6267,6449,7503,1494,2749,48,41.2,345,1183,354,126,1511,679,1505,531,343,253,213,65,243,439,196,339,286,829,9,21157,2414,7121,9068,5176,852,21150,551,225,12030,445,128,524,278,13473,84,4,2,529,462,56,5,3,1,1653,551,551,50,53,159,106,10,3,2,1,0,46.7,187,445,1175,121,226,614,27,45
Palmeiras,38,58,68.5,664,212,8,9,1166,94,13980,17787,5769,6621,6223,7264,1667,3029,35,38.5,474,1349,327,105,1707,698,1688,676,410,281,315,80,316,684,368,380,328,677,8,22044,1887,5985,10458,5851,872,22035,722,326,11921,508,162,546,317,13817,90,5,1,524,482,78,7,2,1,1626,573,569,73,33,152,120,16,2,1,0,1,41.4,153,482,918,181,239,450,41,27
Parma,38,63,53.1,542,176,9,11,961,110,15182,18876,6382,7282,6955,7954,1532,2817,43,42.2,406,1271,395,70,1624,634,1601,501,289,195,203,103,242,453,211,388,357,667,11,22806,1968,6361,10421,6225,990,22795,673,321,12896,498,217,556,348,15050,83,6,4,469,449,40,8,2,0,1781,578,500,55,35,117,82,13,2,1,0,1,37.3,235,706,1281,198,218,596,57,55
Philadelphia Union,34,62,61.2,517,179,4,5,916,99,11648,15066,4976,5738,4871,5812,1592,2816,47,45.0,407,1049,301,86,1258,455,1247,601,359,279,231,91,292,541,249,411,341,626,5,18653,1776,5812,8190,4814,777,18648,335,144,9965,344,118,423,195,11536,64,1,0,374,346,69,3,2,2,1550,513,457,76,55,163,110,8,2,2,0,0,55.7,150,401,647,135,241,458,18,25
Pisa,38,51,44.1,479,150,5,5,862,91,16193,19999,7502,8435,6980,8021,1381,2552,37,31.9,354,1130,280,73,1412,626,1394,593,373,272,241,80,279,557,278,411,338,772,9,24202,2322,7737,11277,5402,779,24197,669,300,13449,430,158,615,282,16017,113,7,4,519,496,51,4,6,1,1752,566,492,59,54,146,93,9,6,6,0,0,51.8,140,362,1105,121,165,527,46,32
Platense,27,20,24.3,275,79,4,5,455,35,5473,8913,2245,2987,2102,3114,972,2191,12,13.5,183,630,149,74,745,265,735,602,383,287,237,78,285,534,249,334,318,685,2,12401,1170,3956,5391,3187,431,12396,423,180,4841,214,47,495,244,5403,72,4,1,325,280,22,4,2,0,1220,631,514,49,18,88,70,14,2,1,0,1,21.4,198,560,503,35,208,356,25,30
Plymouth Argyle,46,58,53.9,596,206,1,1,1014,97,15006,19985,5845,6928,7183,8456,1688,3609,39,33.2,441,1080,267,52,1467,774,1454,643,420,326,249,68,306,643,337,574,410,1079,8,25119,3747,10087,10072,5204,854,25118,731,317,12825,463,248,697,364,14863,101,2,1,465,522,67,1,3,4,2022,651,768,48,70,216,149,11,3,2,1,0,69.1,193,790,1509,294,387,776,55,26
Portimonense,34,39,36.1,375,118,5,6,648,68,10389,13854,4227,4947,4593,5481,1290,2611,30,20.4,273,782,178,74,976,516,968,661,413,343,255,63,312,594,282,402,356,811,10,17990,2247,6692,7922,3599,474,17984,610,277,9175,353,97,583,264,10297,94,5,0,487,396,69,3,6,5,1673,448,549,57,72,174,107,3,6,5,0,1,66.8,186,496,698,137,329,613,33,25
Portland Timbers,34,64,55.3,467,173,5,5,847,110,13679,16895,5632,6346,6098,6960,1639,2740,51,44.2,358,1130,321,69,1378,581,1365,586,367,288,217,81,271,553,282,399,325,712,15,20776,2136,6664,9690,4632,793,20771,659,303,11499,446,161,528,303,13563,68,3,1,404,442,47,4,4,2,1516,431,386,55,56,146,91,6,4,2,1,1,53.5,193,481,1077,145,227,476,35,49
Porto,34,62,65.8,563,177,5,8,1026,110,16207,19449,6826,7672,7471,8324,1632,2600,46,57.6,430,1425,407,95,1869,819,1856,484,308,188,218,78,245,492,247,308,215,440,6,22988,1726,5783,10752,6634,1185,22980,729,353,13096,524,241,517,254,16094,95,10,4,475,531,71,7,6,2,1565,508,455,54,27,81,55,13,6,4,1,1,26.1,125,295,1081,132,192,374,26,57
Preston,46,53,41.4,426,137,3,3,717,87,13628,19423,5900,7072,5639,7200,1702,3987,38,31.2,304,1185,240,67,1323,567,1295,843,521,385,359,99,430,846,416,621,536,1005,18,24605,2536,7730,11518,5610,747,24602,646,302,11906,426,163,701,360,13496,109,1,1,583,429,85,3,4,2,2222,921,873,58,67,205,140,10,4,4,0,0,66.1,301,1029,1109,171,397,662,30,58
Puebla,34,40,38.6,462,147,3,3,811,73,12081,15355,4814,5535,5326,6178,1644,2818,28,25.7,346,954,243,112,1106,546,1093,570,358,291,234,45,273,590,317,342,320,728,16,19205,2208,6697,8867,3882,593,19202,623,307,10185,457,102,567,329,11922,83,4,0,383,353,41,1,7,1,1662,531,459,30,68,194,126,3,7,6,1,0,61.3,179,404,970,167,346,541,29,15
QPR,46,44,44.9,522,168,1,2,903,75,15578,20655,6837,7869,6640,8060,1758,3721,30,33.4,390,1122,279,100,1333,739,1306,744,460,381,276,87,350,635,285,507,442,983,7,25536,3261,9844,10063,5859,892,25534,734,361,12559,454,220,676,383,15430,99,4,2,551,488,82,1,1,1,2017,829,756,57,58,184,127,13,1,1,0,0,50.2,203,617,1192,247,318,652,51,24
Querétaro,34,38,38.5,387,108,4,5,638,62,7723,11291,3016,3684,3204,4075,1337,2886,27,22.1,269,797,183,87,876,366,863,557,313,304,210,43,265,564,299,358,346,776,8,15276,1991,5449,6468,3571,574,15271,513,221,6804,273,95,546,289,7607,100,9,4,471,322,54,5,8,1,1726,598,647,54,50,190,139,8,8,6,2,0,58.4,248,670,648,86,336,555,25,10
RB Bragantino,38,44,40.1,494,159,3,3,857,79,11963,15812,4950,5792,5130,6204,1521,2868,32,27.0,359,1061,233,65,1272,563,1250,666,440,328,256,82,314,598,284,399,336,938,12,20203,2296,6434,8873,5109,678,20200,670,333,10462,470,159,572,333,11819,101,4,0,496,451,38,2,3,1,1586,581,728,71,48,183,134,6,3,1,2,0,56.5,152,490,911,177,287,653,34,62
RKC Waalwijk,34,37,45.2,408,140,5,5,725,61,10858,14454,4114,4857,5007,5945,1497,2863,26,31.7,317,975,230,69,1174,583,1164,621,357,345,195,81,308,594,286,398,277,851,13,18631,2738,7044,7496,4276,643,18626,588,254,9570,368,154,538,313,10716,58,4,1,355,303,29,2,7,2,1729,531,449,81,56,204,149,5,7,5,1,1,59.6,252,713,1266,171,268,583,41,43
RWDM,30,31,33.9,282,107,1,1,472,54,9394,12670,3655,4472,4176,5179,1187,2248,22,22.5,201,701,172,44,942,402,931,530,342,298,183,49,251,509,258,389,318,865,9,16511,2279,6296,7313,3097,463,16510,602,265,10477,388,102,547,304,9293,65,6,4,368,278,58,0,15,2,1695,516,420,60,67,178,110,4,15,12,3,0,68.0,198,493,670,90,231,518,12,10
Racing Club,27,41,36.3,398,121,3,5,674,64,9314,12365,3611,4263,4156,5010,1340,2436,21,22.5,280,910,205,66,1149,411,1142,468,307,202,202,64,218,417,199,284,237,606,8,15529,1391,4511,7355,3824,552,15524,457,231,8068,313,98,489,238,9235,63,2,1,333,278,57,2,3,1,1209,437,396,62,30,97,67,11,3,1,1,1,25.5,119,321,562,87,208,325,12,26
Real Salt Lake,34,63,56.3,522,185,4,4,881,108,14990,18116,6455,7188,6625,7497,1637,2689,49,33.2,398,1237,286,56,1451,614,1438,495,326,198,238,59,221,480,259,405,312,589,16,21927,2057,6581,10309,5244,720,21923,674,294,12675,505,165,535,289,14825,75,2,1,450,395,66,1,6,1,1602,321,319,50,48,152,104,9,6,4,1,1,44.2,146,391,1089,185,221,405,36,46
Reggiana,38,36,36.0,445,112,4,4,779,62,14643,18500,6625,7580,6239,7330,1384,2597,23,28.3,312,998,257,100,1322,575,1314,552,331,286,212,54,237,501,264,401,351,842,9,22792,2556,8233,10241,4550,656,22788,622,253,12494,401,103,634,287,14533,98,5,1,553,542,49,4,6,0,1771,553,589,55,45,168,121,11,6,4,2,0,43.8,156,448,698,183,323,653,40,11
