Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
Rayo Vallecano,38,0.76,1.14,12.82,4.21,0.16,0.16,21.45,1.05,349.53,459.45,155.74,178.5,146.95,175.18,37.79,80.61,0.32,0.67,8.26,28.47,6.71,2.13,35.13,13.32,34.92,16.58,9.79,7.34,7.42,1.82,7.11,16.0,8.89,10.79,8.11,20.95,0.32,572.55,60.68,189.74,254.53,133.97,17.61,572.39,17.18,7.45,287.0,9.68,3.05,16.68,9.82,346.61,2.84,0.13,0.08,14.82,13.63,2.53,0.08,0.05,0.05,50.21,13.32,15.21,1.45,1.26,3.97,2.74,0.34,0.05,0.03,0.03,0.0,1.26,4.47,16.13,25.37,4.63,7.13,14.05,0.61,1.05,28.53,26.5,83.37,22.5,29.5,16.89,0.03,-0.33,46.69,76.08,87.25,83.89,46.88,51.87,43.36,0.0,69.02,27.71,4.34
Real Madrid,38,2.24,1.85,15.61,6.37,0.05,0.13,28.47,4.05,573.53,649.76,306.34,326.08,209.18,229.84,42.74,65.11,1.74,1.32,12.53,44.76,10.29,1.55,50.92,25.0,50.61,14.66,9.68,6.63,5.63,2.39,5.92,12.13,6.21,10.55,7.79,14.53,0.37,754.47,64.61,207.37,348.45,205.61,30.42,754.34,23.39,10.55,486.39,21.11,8.29,12.63,8.21,569.53,1.82,0.11,0.03,9.68,13.76,2.08,0.08,0.03,0.03,46.47,8.66,7.16,2.18,0.68,3.11,2.45,0.55,0.03,0.03,0.0,0.0,0.9,2.08,5.53,27.34,4.66,5.37,12.82,0.92,1.0,15.82,20.84,126.53,32.53,50.55,15.61,0.0,0.21,54.74,88.27,93.95,91.01,65.64,58.23,45.1,0.24,78.78,37.61,7.18
Real Sociedad,38,1.26,1.21,12.03,3.87,0.11,0.11,20.39,2.08,401.66,506.55,170.76,196.34,182.18,211.11,40.87,73.68,0.95,0.86,8.42,29.82,6.47,1.66,37.21,18.03,36.89,17.11,10.66,7.13,7.5,2.47,7.45,14.53,7.08,10.66,6.66,18.24,0.39,613.71,58.26,182.47,294.92,141.5,20.24,613.61,17.92,8.45,341.37,12.24,4.61,16.11,9.24,397.16,2.58,0.05,0.0,15.89,11.63,2.42,0.03,0.18,0.03,47.79,19.97,18.79,1.29,1.03,3.55,2.53,0.39,0.18,0.16,0.03,0.0,1.07,5.05,12.24,29.66,3.05,4.5,10.79,0.5,1.53,38.76,25.34,92.13,22.47,32.97,18.11,0.03,0.04,51.52,79.29,86.97,86.3,55.47,57.24,47.15,0.04,71.27,41.26,4.63
Reims,34,1.18,1.33,12.09,3.71,0.09,0.12,21.38,2.09,382.21,481.32,145.35,171.47,180.59,206.68,45.68,78.94,0.82,1.02,9.35,32.29,7.09,2.24,41.91,18.38,41.47,18.82,11.53,8.91,7.24,2.68,9.41,18.79,9.38,11.71,10.06,19.74,0.29,597.06,65.74,191.47,274.44,138.62,20.59,596.94,19.41,9.68,417.62,14.03,4.62,16.97,8.79,378.29,2.06,0.09,0.06,13.06,9.53,2.47,0.12,0.21,0.03,53.68,11.62,11.47,0.68,1.38,4.03,2.65,0.24,0.21,0.18,0.03,0.0,1.26,3.65,10.38,33.38,5.26,4.62,15.35,1.12,1.35,23.09,25.76,101.76,23.47,34.53,20.94,0.03,-0.11,50.32,79.41,84.77,87.38,57.87,55.68,49.87,-0.1,65.76,35.16,7.3
Rennes,34,1.56,1.6,14.0,4.62,0.29,0.32,25.41,2.76,425.91,517.06,166.03,190.88,200.18,227.15,46.32,73.91,0.85,1.01,10.32,36.97,9.15,1.79,48.21,17.82,47.79,15.47,9.15,7.68,5.59,2.21,8.24,15.44,7.21,10.91,9.65,18.18,0.29,626.47,61.47,183.88,290.03,159.59,23.35,626.15,20.26,10.32,457.85,18.65,4.24,14.71,9.82,421.29,1.91,0.12,0.0,12.47,12.88,1.06,0.29,0.09,0.09,49.09,11.35,12.47,1.12,1.35,4.32,3.06,0.21,0.09,0.09,0.0,0.0,1.12,3.94,12.24,29.91,4.38,5.65,13.26,1.06,1.09,23.82,24.53,113.82,28.18,38.53,17.38,0.0,-0.03,47.65,82.37,86.98,88.13,62.67,56.26,50.94,-0.21,70.83,32.19,7.99
Roma,38,1.68,1.37,12.21,3.74,0.29,0.32,22.58,2.95,449.11,540.08,201.58,222.26,200.39,226.84,38.79,67.61,1.16,0.83,9.55,32.03,8.29,2.29,38.66,17.95,38.47,14.97,8.84,6.87,6.03,2.08,6.55,14.08,7.53,9.74,6.37,16.39,0.42,631.55,66.24,203.87,298.92,133.03,21.13,631.24,12.79,5.82,377.55,14.0,4.29,11.39,7.13,445.08,2.5,0.08,0.03,11.97,11.32,1.74,0.18,0.13,0.08,42.16,12.58,11.66,1.53,1.21,3.97,2.82,0.29,0.13,0.08,0.03,0.03,1.15,3.53,8.61,26.53,4.29,5.95,13.61,0.84,0.39,24.24,18.53,95.08,25.53,36.0,15.39,0.05,0.23,51.9,83.16,90.7,88.34,57.37,52.98,45.5,-0.05,71.03,41.0,6.17
Salernitana,38,0.84,0.81,10.47,3.11,0.05,0.05,18.39,1.37,319.05,418.95,148.0,168.87,127.66,155.0,32.45,68.03,0.66,0.48,8.16,23.29,5.45,1.95,29.45,13.13,29.16,14.11,8.61,7.61,5.21,1.29,6.76,13.66,6.89,10.76,7.34,21.47,0.32,523.82,64.16,178.11,238.82,112.03,15.05,523.76,14.11,5.58,272.37,10.29,3.03,14.74,8.0,316.26,2.39,0.08,0.03,11.84,12.37,1.61,0.03,0.26,0.05,43.0,13.68,17.42,2.82,2.13,5.45,3.37,0.05,0.26,0.26,0.0,0.0,1.79,4.82,17.03,23.0,3.34,8.66,16.61,0.39,0.82,31.11,22.74,71.74,19.76,25.47,15.37,0.0,0.04,43.97,76.15,87.64,82.36,47.7,55.35,39.55,-0.19,61.83,28.3,2.35
Sassuolo,38,1.11,1.07,11.92,3.79,0.18,0.21,21.71,1.92,315.21,412.71,131.21,152.32,139.34,165.82,36.45,73.05,0.74,0.66,8.95,26.18,6.53,1.58,34.24,16.74,34.0,13.34,8.16,6.34,5.21,1.79,6.45,13.97,7.53,10.58,7.03,20.18,0.37,512.95,60.97,168.18,223.37,126.76,18.76,512.74,15.26,7.29,272.76,11.97,4.13,14.16,8.74,312.03,1.87,0.11,0.05,10.18,10.47,0.68,0.16,0.29,0.11,42.11,11.89,15.97,1.71,1.97,4.55,2.66,0.08,0.29,0.21,0.03,0.05,1.49,4.97,15.39,27.89,4.05,7.21,15.32,0.68,0.79,27.87,22.89,84.97,23.63,31.0,14.61,0.08,0.04,42.66,76.38,86.14,84.03,49.9,53.5,47.77,-0.32,58.46,32.29,4.44
Sevilla,38,1.21,1.2,12.82,4.21,0.05,0.05,23.0,2.21,384.95,489.45,171.08,193.87,161.26,188.87,43.87,81.87,0.79,0.86,9.55,31.76,7.53,3.53,37.26,16.71,37.0,18.34,12.18,10.0,6.24,2.11,8.82,16.47,7.66,10.39,8.24,20.32,0.24,602.08,59.5,195.5,264.03,148.74,19.63,602.03,16.63,7.68,321.71,11.76,3.84,16.32,7.37,381.74,2.84,0.11,0.0,12.55,11.66,2.03,0.03,0.13,0.05,50.03,16.05,13.82,2.5,1.42,4.61,3.24,0.21,0.13,0.13,0.0,0.0,1.4,5.89,16.13,24.24,4.79,7.55,13.68,0.82,0.84,29.87,23.68,90.97,25.21,34.53,21.0,0.0,0.01,53.73,78.65,88.24,85.38,53.58,60.33,46.18,-0.01,70.28,36.52,5.99
Sheffield Utd,38,0.82,1.04,9.47,3.08,0.13,0.13,15.82,1.26,250.82,355.5,118.21,140.97,98.39,123.58,27.42,69.11,0.47,0.56,6.76,18.45,5.21,1.26,23.26,9.11,23.03,18.66,10.66,9.87,6.53,2.26,7.87,16.71,8.84,13.53,9.16,27.42,0.47,472.39,74.13,188.32,188.03,100.79,17.0,472.26,15.29,6.61,219.26,7.55,3.37,12.87,8.47,248.89,2.66,0.13,0.08,11.13,8.37,1.68,0.08,0.18,0.18,43.08,15.42,18.26,1.55,2.74,6.92,4.37,0.03,0.18,0.13,0.0,0.05,2.24,7.11,21.5,26.05,3.32,9.24,17.39,1.03,1.47,33.68,21.34,55.39,17.08,26.84,18.53,0.05,-0.21,45.78,70.55,83.85,79.62,39.68,52.39,43.23,-0.22,63.15,33.07,5.92
Strasbourg,34,1.06,1.26,10.68,3.5,0.09,0.12,18.76,1.79,353.56,442.09,134.0,155.47,172.44,198.85,38.68,70.09,0.71,0.84,8.24,26.56,6.41,1.97,33.88,16.12,33.59,18.24,11.26,9.32,7.06,1.85,9.06,16.82,7.76,11.94,10.21,20.06,0.38,552.85,68.09,195.56,250.74,113.94,16.44,552.74,18.79,9.35,386.88,15.12,3.18,14.38,9.21,350.41,1.74,0.06,0.03,13.59,12.15,1.03,0.12,0.15,0.09,46.12,11.0,12.15,1.53,1.47,3.68,2.26,0.15,0.15,0.12,0.03,0.0,1.11,4.24,12.03,27.79,3.68,5.12,13.53,0.74,1.18,23.15,23.59,83.59,20.56,28.0,20.32,0.03,-0.16,47.52,79.97,86.19,86.72,55.19,57.96,49.76,-0.32,61.41,35.25,5.47
Stuttgart,34,2.29,2.12,15.56,6.06,0.15,0.24,28.24,4.06,564.74,660.47,279.88,305.03,227.09,252.38,39.76,68.24,1.76,1.72,12.15,39.35,10.47,2.35,47.59,20.38,47.12,15.79,9.29,6.53,7.03,2.24,7.44,15.09,7.65,11.12,7.91,18.21,0.35,770.71,68.29,214.65,389.74,172.29,26.41,770.47,19.79,9.82,444.5,16.03,5.62,16.5,9.68,558.62,1.65,0.03,0.03,9.68,10.97,1.47,0.21,0.09,0.09,51.59,12.65,12.62,1.59,1.15,3.79,2.74,0.35,0.09,0.09,0.0,0.0,1.05,4.35,10.35,37.38,4.32,3.62,11.65,0.91,1.82,25.26,26.18,115.09,32.29,44.85,16.74,0.0,0.08,50.08,85.51,91.75,89.98,58.26,54.18,49.62,-0.1,72.3,42.03,7.81
Torino,38,0.92,1.01,11.37,3.18,0.05,0.05,20.11,1.66,383.63,479.71,169.63,191.34,167.68,193.79,35.39,68.66,0.76,0.77,8.89,27.05,7.29,2.66,35.08,18.68,34.45,12.39,7.24,5.45,5.61,1.34,5.03,10.16,5.13,7.97,8.66,15.63,0.39,576.87,61.89,184.5,265.21,132.63,17.84,576.82,14.82,6.42,336.29,12.18,3.24,14.39,7.16,378.24,1.97,0.05,0.03,12.39,11.03,1.66,0.05,0.18,0.0,44.18,15.47,15.63,1.29,0.95,3.76,2.82,0.47,0.18,0.18,0.0,0.0,0.98,7.21,21.37,36.63,4.71,6.61,11.34,1.08,1.05,31.11,21.55,88.21,21.76,31.03,12.26,0.0,-0.09,49.73,79.97,88.65,86.53,51.54,54.41,43.32,0.03,75.0,33.74,9.52
Tottenham,38,1.82,1.82,15.32,5.45,0.05,0.05,27.71,3.21,543.39,636.76,279.74,305.71,220.03,245.92,28.66,50.13,1.53,1.37,12.11,41.79,11.95,1.71,55.45,25.18,55.18,19.05,11.87,8.82,6.95,3.29,9.47,18.18,8.71,11.71,9.34,18.61,0.63,750.76,73.45,224.21,322.63,210.79,34.63,750.71,21.37,9.45,475.97,16.68,9.18,14.71,9.87,539.05,2.42,0.11,0.05,11.18,13.42,2.18,0.05,0.18,0.08,50.18,9.45,10.21,0.68,1.61,4.39,2.87,0.18,0.18,0.18,0.0,0.0,1.58,1.39,5.92,35.87,5.08,5.29,13.45,0.87,2.13,19.66,24.58,135.82,30.92,57.47,21.34,0.0,0.0,48.07,85.34,91.51,89.47,57.17,57.32,44.22,-0.02,65.38,23.48,6.47
Toulouse,34,1.24,1.21,11.62,3.76,0.18,0.26,20.41,2.24,382.76,479.53,163.85,190.59,172.35,200.71,36.44,64.56,0.88,0.91,8.85,31.09,7.62,1.76,41.32,16.15,41.03,18.0,10.53,8.68,7.09,2.24,8.65,18.41,9.76,12.68,8.65,21.03,0.18,590.79,61.53,179.88,282.09,135.35,21.62,590.53,17.41,8.5,409.68,13.94,4.5,14.74,7.85,378.91,2.26,0.03,0.03,14.74,13.18,1.47,0.26,0.12,0.0,51.74,13.88,12.38,0.53,1.35,4.09,2.74,0.18,0.12,0.12,0.0,0.0,1.33,2.71,8.38,20.65,2.74,5.68,14.41,0.21,0.47,26.26,22.59,98.5,22.65,35.5,19.18,0.0,0.02,52.86,79.82,85.97,85.87,56.44,52.68,48.82,-0.02,66.99,32.34,1.46
Udinese,38,0.95,1.06,12.03,3.53,0.08,0.11,20.87,1.66,262.53,350.0,113.61,133.32,109.84,134.5,32.47,63.05,0.61,0.62,8.66,23.0,4.89,2.0,26.89,15.84,26.63,15.95,10.03,9.08,5.61,1.26,7.87,15.03,7.16,11.5,8.61,26.0,0.26,469.42,60.84,171.71,200.92,104.32,15.84,469.32,18.97,8.84,243.84,10.92,3.63,16.97,8.82,259.84,2.45,0.13,0.08,13.05,11.0,1.5,0.11,0.24,0.03,46.11,14.76,12.29,1.45,1.39,4.13,2.76,0.24,0.24,0.24,0.0,0.0,1.31,4.11,11.34,16.61,2.97,7.0,17.03,0.32,0.24,27.05,25.79,69.37,22.53,26.37,17.89,0.0,-0.1,54.57,75.01,85.22,81.67,51.5,57.78,46.6,-0.06,66.83,36.24,1.88
Union Berlin,34,0.97,1.2,11.85,3.74,0.09,0.18,20.65,1.76,323.65,434.82,133.35,157.97,140.38,170.65,39.88,78.18,0.68,0.84,8.82,25.26,6.85,2.35,33.71,11.44,33.29,16.15,10.35,7.12,7.06,1.97,7.47,14.82,7.35,14.12,8.97,25.32,0.26,556.74,68.94,207.79,231.79,122.91,20.21,556.56,14.88,6.38,268.32,8.74,3.29,16.15,8.62,320.41,1.97,0.21,0.09,11.82,9.97,1.79,0.09,0.21,0.03,50.15,18.24,18.21,1.79,1.71,4.94,3.21,0.21,0.21,0.15,0.06,0.0,1.56,5.94,15.74,33.06,5.24,6.65,16.24,1.59,1.09,36.44,24.76,78.44,22.41,32.71,17.82,0.06,-0.19,50.05,74.43,84.41,82.26,51.01,57.54,42.88,-0.1,64.98,37.74,9.79
Valencia,38,1.03,1.15,9.68,3.24,0.21,0.24,17.63,1.74,321.92,427.76,144.5,169.37,136.24,161.58,32.26,71.32,0.63,0.64,7.03,23.32,5.74,1.89,30.58,13.74,30.29,17.29,9.97,8.82,6.58,1.89,8.13,16.26,8.13,10.32,8.53,22.16,0.24,538.0,61.13,190.05,237.16,116.84,15.61,537.76,16.95,7.26,282.18,10.5,3.58,15.32,8.37,319.21,1.68,0.13,0.05,12.66,12.5,1.82,0.18,0.16,0.05,49.03,12.76,16.53,2.08,1.18,4.21,3.0,0.34,0.16,0.08,0.08,0.0,1.35,5.03,18.32,23.76,3.89,6.71,14.76,1.21,0.84,29.29,23.68,74.61,19.37,26.82,18.11,0.08,-0.1,43.56,75.26,85.32,84.32,45.23,53.95,42.83,0.13,71.26,27.46,8.2
Villarreal,38,1.68,1.49,12.16,4.29,0.13,0.18,22.5,2.92,403.92,490.45,175.32,194.97,182.39,206.0,40.13,68.39,1.24,1.06,9.61,30.53,8.92,2.32,41.0,17.21,40.74,15.16,9.16,7.58,5.58,2.0,6.84,14.0,7.16,10.16,8.0,20.76,0.32,598.13,75.76,210.61,254.87,138.16,22.32,597.95,19.03,9.24,322.32,12.92,4.97,15.0,9.37,399.45,2.89,0.21,0.11,12.84,12.16,2.42,0.13,0.16,0.03,44.66,12.47,9.39,1.61,1.71,5.63,3.95,0.16,0.16,0.16,0.0,0.0,1.62,3.95,9.95,29.29,5.0,6.74,18.11,0.92,0.95,21.87,24.37,98.95,25.42,38.53,16.0,0.0,0.13,57.02,82.36,89.92,88.54,58.68,54.87,48.55,-0.06,70.16,39.7,5.08
Werder Bremen,34,1.32,1.39,11.97,3.68,0.15,0.18,21.21,2.41,377.09,482.88,154.41,181.44,169.41,198.21,45.56,78.71,0.97,1.11,9.44,25.94,8.12,2.44,34.47,14.47,34.21,17.76,10.32,8.91,7.03,1.82,9.18,17.91,8.74,12.76,8.35,23.09,0.26,598.44,75.71,224.03,265.15,115.38,19.76,598.26,16.35,7.44,330.62,10.79,3.18,15.91,7.74,373.97,2.15,0.06,0.0,11.65,11.65,2.06,0.15,0.18,0.03,51.71,14.94,16.91,1.74,1.59,4.88,3.32,0.21,0.18,0.18,0.0,0.0,1.59,5.18,12.21,33.94,5.82,6.26,15.18,1.21,1.15,31.85,23.65,83.15,23.62,33.5,19.5,0.0,-0.05,46.91,78.09,85.1,85.47,57.88,54.67,45.5,0.0,68.03,42.42,7.97
West Ham,38,1.53,1.39,11.71,3.84,0.11,0.13,20.58,2.74,330.74,430.87,159.03,180.42,126.76,151.34,35.0,71.53,1.05,0.81,8.03,25.76,5.92,1.87,31.76,14.63,31.37,18.0,11.21,9.21,6.68,2.11,8.08,15.97,7.89,12.82,9.5,23.84,0.24,549.34,68.55,192.13,239.47,123.47,19.74,549.18,19.61,9.29,294.32,9.71,4.42,13.55,10.45,327.87,2.16,0.08,0.08,10.26,10.32,1.87,0.11,0.26,0.11,47.82,15.16,15.0,1.79,1.95,6.34,4.45,0.13,0.26,0.21,0.05,0.0,1.89,5.53,14.55,21.71,4.95,7.24,15.32,0.92,0.21,30.16,24.0,77.76,23.32,31.95,19.29,0.05,0.1,50.27,76.76,88.14,83.76,48.93,56.79,47.37,-0.03,70.19,38.01,6.01
Wolfsburg,34,1.21,1.17,12.09,4.32,0.06,0.09,21.29,2.15,385.06,488.94,173.03,197.24,164.79,194.26,37.88,71.24,0.79,1.14,9.12,28.06,7.74,1.97,36.32,12.97,36.06,16.18,8.91,8.0,5.91,2.26,7.71,15.5,7.79,12.18,7.88,23.56,0.24,598.91,64.32,202.94,267.76,133.06,19.26,598.82,14.15,5.94,327.85,9.68,3.09,15.32,7.68,381.65,2.53,0.15,0.06,12.21,12.12,1.21,0.09,0.09,0.09,46.47,15.06,13.74,1.94,1.65,4.44,2.88,0.18,0.09,0.06,0.0,0.03,1.41,5.91,14.53,30.85,4.62,5.82,13.59,0.76,1.21,28.79,23.0,85.35,23.44,32.06,16.62,0.03,0.03,52.31,78.75,87.73,84.83,53.17,52.46,41.98,-0.17,64.86,40.67,5.59
Wolves,38,1.24,1.27,11.18,4.03,0.11,0.11,19.55,2.13,407.47,504.61,202.47,225.71,160.53,184.63,32.05,66.5,0.95,0.73,8.32,23.95,6.29,1.61,31.05,17.66,30.61,19.45,11.32,10.92,6.5,2.03,8.21,15.97,7.76,13.32,7.47,21.79,0.42,618.08,74.29,228.26,270.11,126.42,19.45,617.97,21.66,10.92,343.55,13.66,4.42,14.11,10.24,404.0,2.68,0.11,0.05,12.53,10.66,2.05,0.11,0.21,0.03,49.61,11.61,12.92,1.58,1.71,5.34,3.66,0.13,0.21,0.21,0.0,0.0,1.89,2.63,12.63,25.05,5.24,7.53,15.05,1.18,0.82,24.53,24.34,79.32,21.68,31.76,19.53,0.0,-0.02,47.33,80.75,89.7,86.95,48.2,55.14,50.42,0.1,68.54,20.82,7.84
at LASK,6,1.0,1.27,9.33,3.0,0.17,0.17,16.5,1.67,304.33,430.67,130.5,161.17,130.17,168.17,36.0,74.83,0.67,0.9,7.5,22.83,7.67,2.17,33.83,9.0,33.83,25.17,15.33,13.17,8.83,3.17,12.33,22.83,10.5,14.5,10.0,24.17,0.33,562.67,73.17,198.83,249.17,120.0,19.33,562.5,17.0,6.33,269.33,7.83,2.17,15.67,9.0,301.33,2.67,0.0,0.0,13.83,11.83,3.67,0.0,0.5,0.0,53.33,14.83,15.5,3.83,2.0,4.67,2.67,0.17,0.5,0.5,0.0,0.0,2.0,3.67,14.5,22.33,3.0,10.5,12.83,0.33,1.5,30.33,24.67,76.67,18.17,31.33,27.67,0.0,-0.21,48.9,70.66,80.97,77.4,48.11,57.62,37.24,0.0,57.17,25.31,2.57
at RB Salzburg,6,0.67,1.23,11.83,3.67,0.17,0.33,20.83,1.17,324.17,425.5,134.83,159.17,140.17,168.67,40.67,74.0,0.5,0.78,8.33,23.0,7.0,1.5,33.83,19.33,33.5,19.83,12.0,10.67,7.17,2.0,9.67,21.33,11.67,16.33,10.0,22.5,0.17,555.33,76.33,210.67,235.83,117.33,20.33,555.0,18.33,8.67,362.83,13.33,4.33,14.33,11.0,320.33,2.67,0.0,0.0,13.17,9.0,1.67,0.17,0.33,0.0,58.0,13.5,16.67,4.5,1.33,5.5,4.17,0.33,0.33,0.33,0.0,0.0,1.62,5.5,14.33,35.0,3.33,7.67,14.5,0.5,1.17,30.17,25.33,86.67,22.0,33.17,21.67,0.0,-0.46,44.75,76.19,84.71,83.1,54.96,52.65,47.3,0.18,75.82,38.38,3.45
at Sturm Graz,10,1.0,1.22,12.0,3.8,0.2,0.2,20.1,1.7,257.3,377.7,113.8,140.5,102.2,135.4,30.0,74.4,0.7,0.7,8.7,18.9,4.2,1.5,24.4,12.7,23.8,17.9,12.0,8.1,7.2,2.6,9.6,21.3,11.7,15.5,11.4,20.8,0.3,502.4,64.8,184.8,213.1,109.9,17.2,502.2,14.8,8.1,254.5,10.0,3.4,17.0,6.3,254.3,1.5,0.1,0.1,13.4,10.3,1.9,0.1,0.1,0.0,57.3,14.3,19.6,4.5,1.4,5.0,3.6,0.2,0.1,0.1,0.0,0.0,1.85,3.7,14.1,24.6,4.9,7.1,14.6,1.3,0.9,33.9,23.3,60.9,21.8,26.3,21.6,0.0,-0.18,42.18,68.12,81.0,75.48,40.32,55.1,54.73,0.24,72.0,26.24,8.9
az Qarabağ,10,1.7,1.29,10.6,3.8,0.2,0.2,18.8,2.9,327.8,422.0,146.2,164.7,134.3,155.9,36.7,74.4,1.0,0.71,8.3,25.2,7.0,1.2,30.9,18.7,30.6,17.6,11.4,8.9,6.6,2.1,8.6,17.9,9.3,12.5,10.5,21.3,0.4,538.2,71.7,198.2,233.2,115.5,21.9,538.0,19.2,9.2,275.6,11.7,7.3,17.7,8.4,325.0,2.7,0.3,0.1,11.7,11.9,1.9,0.2,0.3,0.1,52.7,10.5,12.8,5.5,1.9,5.9,4.1,0.2,0.3,0.3,0.0,0.0,1.76,6.0,20.0,30.4,3.6,9.5,17.4,1.2,0.3,23.3,26.1,80.2,21.7,37.4,20.0,0.0,0.32,45.06,77.68,88.77,86.14,49.33,56.34,47.92,-0.08,69.49,30.0,6.9
ba Zrinjski Mostar,6,1.0,0.65,5.67,2.17,0.0,0.0,9.5,1.67,251.5,344.67,98.17,115.33,115.17,137.83,32.83,73.0,0.83,0.33,3.83,15.5,3.0,1.5,18.33,7.0,18.0,20.17,12.83,13.5,5.33,1.33,10.83,21.67,10.83,11.33,11.83,29.83,0.0,457.33,86.33,217.33,184.5,59.33,8.17,457.33,10.17,4.17,227.83,5.17,1.33,13.33,6.0,249.83,1.83,0.0,0.0,5.67,12.5,3.33,0.0,0.33,0.17,43.33,12.83,14.0,4.5,1.67,5.33,3.83,0.0,0.33,0.33,0.0,0.0,1.33,3.5,19.67,24.83,3.5,10.5,21.17,0.67,0.5,26.83,19.33,43.33,11.17,14.0,23.67,0.0,0.54,47.82,72.97,85.12,83.56,44.97,56.55,41.0,-0.26,71.86,17.79,3.16
be Antwerp,6,1.0,1.03,9.17,3.5,0.0,0.17,16.5,1.33,351.0,437.17,143.33,160.0,153.83,174.83,44.5,77.33,0.67,0.67,6.17,24.17,6.5,1.33,31.33,13.17,31.0,16.5,9.33,8.17,6.33,2.0,8.83,19.67,10.83,13.67,7.67,18.5,0.83,546.33,82.33,211.0,226.67,113.5,16.17,546.17,17.5,9.33,347.17,11.0,3.0,15.33,9.83,346.83,2.5,0.33,0.17,9.67,7.17,2.0,0.0,0.17,0.17,47.17,7.83,12.0,8.17,2.83,6.0,3.33,0.0,0.17,0.17,0.0,0.0,2.07,6.67,18.5,40.67,5.0,4.67,11.33,1.5,0.5,19.83,25.17,75.5,17.83,27.0,18.17,0.0,-0.03,39.49,80.29,89.58,87.99,57.55,50.21,53.31,-0.37,55.5,36.05,13.24
be Club Brugge,12,2.08,1.81,12.42,4.5,0.25,0.42,21.75,3.58,402.17,494.5,157.75,181.08,185.42,210.08,48.08,78.83,1.75,1.15,9.67,30.83,8.5,1.75,40.58,18.42,40.25,13.67,8.75,5.25,5.75,2.67,6.5,14.08,7.58,11.58,8.42,19.67,0.25,597.83,69.0,209.92,256.17,136.83,24.33,597.42,16.08,8.0,401.33,12.83,6.0,14.5,7.33,397.92,2.67,0.17,0.17,13.25,9.58,1.92,0.25,0.17,0.0,47.33,12.42,11.42,5.0,0.75,2.92,2.17,0.5,0.17,0.17,0.0,0.0,0.78,5.58,12.42,34.92,3.92,5.67,12.0,0.75,1.08,23.83,21.83,99.25,25.33,40.58,15.25,0.0,0.15,52.12,81.33,87.12,88.26,60.99,54.95,49.75,0.04,74.32,44.93,6.25
be Genk,6,1.33,1.68,12.67,3.83,0.17,0.33,23.33,2.17,386.83,478.17,147.33,168.33,188.0,213.67,42.0,71.83,0.83,1.03,10.5,36.0,10.0,1.83,44.0,17.67,43.67,14.17,8.5,7.33,5.67,1.17,6.67,13.83,7.17,10.5,8.5,17.67,0.5,593.33,72.83,206.0,252.0,141.67,23.0,593.0,20.17,8.67,332.17,9.67,4.33,18.0,7.67,382.67,2.67,0.33,0.0,14.33,16.17,1.5,0.33,0.17,0.0,54.17,12.33,16.17,8.5,0.83,4.67,3.83,0.5,0.17,0.17,0.0,0.0,1.2,4.0,14.67,37.5,3.83,6.0,12.83,0.83,1.0,28.5,25.67,105.33,25.5,39.17,15.17,0.0,-0.21,43.26,80.9,87.52,87.99,58.47,54.18,42.98,0.31,82.01,27.27,6.47
