Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions
Reims,34,40,45.3,411,126,3,4,727,71,12995,16365,4942,5830,6140,7027,1553,2684,28,34.6,318,1098,241,76,1425,625,1410,640,392,303,246,91,320,639,319,398,342,671,10,20300,2235,6510,9331,4713,700,20296,660,329,14199,477,157,577,299,12862,70,3,2,444,324,84,4,7,1,1825,395,390,23,47,137,90,8,7,6,1,0,42.7,124,353,1135,179,157,522,38,46
Rennes,34,53,54.5,476,157,10,11,864,94,14481,17580,5645,6490,6806,7723,1575,2513,29,34.4,351,1257,311,61,1639,606,1625,526,311,261,190,75,280,525,245,371,328,618,10,21300,2090,6252,9861,5426,794,21289,689,351,15567,634,144,500,334,14324,65,4,0,424,438,36,10,3,3,1669,386,424,38,46,147,104,7,3,3,0,0,38.2,134,416,1017,149,192,451,36,37
Roma,38,64,52.2,464,142,11,12,858,112,17066,20523,7660,8446,7615,8620,1474,2569,44,31.5,363,1217,315,87,1469,682,1462,569,336,261,229,79,249,535,286,370,242,623,16,23999,2517,7747,11359,5055,803,23987,486,221,14347,532,163,433,271,16913,95,3,1,455,430,66,7,5,3,1602,478,443,58,46,151,107,11,5,3,1,1,43.6,134,327,1008,163,226,517,32,15
Salernitana,38,32,30.6,398,118,2,2,699,52,12124,15920,5624,6417,4851,5890,1233,2585,25,18.2,310,885,207,74,1119,499,1108,536,327,289,198,49,257,519,262,409,279,816,12,19905,2438,6768,9075,4257,572,19903,536,212,10350,391,115,560,304,12018,91,3,1,450,470,61,1,10,2,1634,520,662,107,81,207,128,2,10,10,0,0,68.1,183,647,874,127,329,631,15,31
Sassuolo,38,42,40.8,453,144,7,8,825,73,11978,15683,4986,5788,5295,6301,1385,2776,28,24.9,340,995,248,60,1301,636,1292,507,310,241,198,68,245,531,286,402,267,767,14,19492,2317,6391,8488,4817,713,19484,580,277,10365,455,157,538,332,11857,71,4,2,387,398,26,6,11,4,1600,452,607,65,75,173,101,3,11,8,1,2,56.8,189,585,1060,154,274,582,26,30
Sevilla,38,46,45.7,487,160,2,2,874,84,14628,18599,6501,7367,6128,7177,1667,3111,30,32.6,363,1207,286,134,1416,635,1406,697,463,380,237,80,335,626,291,395,313,772,9,22879,2261,7429,10033,5652,746,22877,632,292,12225,447,146,620,280,14506,108,4,0,477,443,77,1,5,2,1901,610,525,95,54,175,123,8,5,5,0,0,53.3,224,613,921,182,287,520,31,32
Sheffield Utd,38,31,39.6,360,117,5,5,601,48,9531,13509,4492,5357,3739,4696,1042,2626,18,21.4,257,701,198,48,884,346,875,709,405,375,248,86,299,635,336,514,348,1042,18,17951,2817,7156,7145,3830,646,17946,581,251,8332,287,128,489,322,9458,101,5,3,423,318,64,3,7,7,1637,586,694,59,104,263,166,1,7,5,0,2,85.1,270,817,990,126,351,661,39,56
Strasbourg,34,36,42.7,363,119,3,4,638,61,12021,15031,4556,5286,5863,6761,1315,2383,24,28.7,280,903,218,67,1152,548,1142,620,383,317,240,63,308,572,264,406,347,682,13,18797,2315,6649,8525,3874,559,18793,639,318,13154,514,108,489,313,11914,59,2,1,462,413,35,4,5,3,1568,374,413,52,50,125,77,5,5,4,1,0,37.9,144,409,945,125,174,460,25,40
Stuttgart,34,78,72.2,529,206,5,8,960,138,19201,22456,9516,10371,7721,8581,1352,2320,60,58.5,413,1338,356,80,1618,693,1602,537,316,222,239,76,253,513,260,378,269,619,12,26204,2322,7298,13251,5858,898,26196,673,334,15113,545,191,561,329,18993,56,1,1,329,373,50,7,3,3,1754,430,429,54,39,129,93,12,3,3,0,0,35.8,148,352,1271,147,123,396,31,62
Torino,38,35,38.3,432,121,2,2,764,63,14578,18229,6446,7271,6372,7364,1345,2609,29,29.2,338,1028,277,101,1333,710,1309,471,275,207,213,51,191,386,195,303,329,594,15,21921,2352,7011,10078,5040,678,21919,563,244,12779,463,123,547,272,14373,75,2,1,471,419,63,2,7,0,1679,588,594,49,36,143,107,18,7,7,0,0,37.4,274,812,1392,179,251,431,41,40
Tottenham,38,69,69.0,582,207,2,2,1053,122,20649,24197,10630,11617,8361,9345,1089,1905,58,52.0,460,1588,454,65,2107,957,2097,724,451,335,264,125,360,691,331,445,355,707,24,28529,2791,8520,12260,8010,1316,28527,812,359,18087,634,349,559,375,20484,92,4,2,425,510,83,2,7,3,1907,359,388,26,61,167,109,7,7,7,0,0,60.0,53,225,1363,193,201,511,33,81
Toulouse,34,42,41.0,395,128,6,9,694,76,13014,16304,5571,6480,5860,6824,1239,2195,30,30.8,301,1057,259,60,1405,549,1395,612,358,295,241,76,294,626,332,431,294,715,6,20087,2092,6116,9591,4602,735,20078,592,289,13929,474,153,501,267,12883,77,1,1,501,448,50,9,4,0,1759,472,421,18,46,139,93,6,4,4,0,0,45.3,92,285,702,93,193,490,7,16
Udinese,38,36,40.4,457,134,3,4,793,63,9976,13300,4317,5066,4174,5111,1234,2396,23,23.6,329,874,186,76,1022,602,1012,606,381,345,213,48,299,571,272,437,327,988,10,17838,2312,6525,7635,3964,602,17834,721,336,9266,415,138,645,335,9874,93,5,3,496,418,57,4,9,1,1752,561,467,55,53,157,105,9,9,9,0,0,49.6,156,431,631,113,266,647,12,9
Union Berlin,34,33,40.8,403,127,3,6,702,60,11004,14784,4534,5371,4773,5802,1356,2658,23,28.5,300,859,233,80,1146,389,1132,549,352,242,240,67,254,504,250,480,305,861,9,18929,2344,7065,7881,4179,687,18923,506,217,9123,297,112,549,293,10894,67,7,3,402,339,61,3,7,1,1705,620,619,61,58,168,109,7,7,5,2,0,52.9,202,535,1124,178,226,552,54,37
Valencia,38,39,43.6,368,123,8,9,670,66,12233,16255,5491,6436,5177,6140,1226,2710,24,24.2,267,886,218,72,1162,522,1151,657,379,335,250,72,309,618,309,392,324,842,9,20444,2323,7222,9012,4440,593,20435,644,276,10723,399,136,582,318,12130,64,5,2,481,475,69,7,6,2,1863,485,628,79,45,160,114,13,6,3,3,0,51.4,191,696,903,148,255,561,46,32
Villarreal,38,64,56.5,462,163,5,7,855,111,15349,18637,6662,7409,6931,7828,1525,2599,47,40.3,365,1160,339,88,1558,654,1548,576,348,288,212,76,260,532,272,386,304,789,12,22729,2879,8003,9685,5250,848,22722,723,351,12248,491,189,570,356,15179,110,8,4,488,462,92,5,6,1,1697,474,357,61,65,214,150,6,6,6,0,0,61.7,150,378,1113,190,256,688,35,36
Werder Bremen,34,45,47.3,407,125,5,6,721,82,12821,16418,5250,6169,5760,6739,1549,2676,33,37.8,321,882,276,83,1172,492,1163,604,351,303,239,62,312,609,297,434,284,785,9,20347,2574,7617,9015,3923,672,20341,556,253,11241,367,108,541,263,12715,73,2,0,396,396,70,5,6,1,1758,508,575,59,54,166,113,7,6,6,0,0,54.1,176,415,1154,198,213,516,41,39
West Ham,38,58,52.7,445,146,4,5,782,104,12568,16373,6043,6856,4817,5751,1330,2718,40,30.8,305,979,225,71,1207,556,1192,684,426,350,254,80,307,607,300,487,361,906,9,20875,2605,7301,9100,4692,750,20869,745,353,11184,369,168,515,397,12459,82,3,3,390,392,71,4,10,4,1817,576,570,68,74,241,169,5,10,8,2,0,71.9,210,553,825,188,275,582,35,8
Wolfsburg,34,41,39.9,411,147,2,3,724,73,13092,16624,5883,6706,5603,6605,1288,2422,27,38.6,310,954,263,67,1235,441,1226,550,303,272,201,77,262,527,265,414,268,801,8,20363,2187,6900,9104,4524,655,20360,481,202,11147,329,105,521,261,12976,86,5,2,415,412,41,3,3,3,1580,512,467,66,56,151,98,6,3,2,0,1,47.9,201,494,1049,157,198,462,26,41
Wolves,38,47,48.2,425,153,4,4,743,81,15484,19175,7694,8577,6100,7016,1218,2527,36,27.7,316,910,239,61,1180,671,1163,739,430,415,247,77,312,607,295,506,284,828,16,23487,2823,8674,10264,4804,739,23483,823,415,13055,519,168,536,389,15352,102,4,2,476,405,78,4,8,1,1885,441,491,60,65,203,139,5,8,8,0,0,71.7,100,480,952,199,286,572,45,31
at LASK,6,6,7.6,56,18,1,1,99,10,1826,2584,783,967,781,1009,216,449,4,5.4,45,137,46,13,203,54,203,151,92,79,53,19,74,137,63,87,60,145,2,3376,439,1193,1495,720,116,3375,102,38,1616,47,13,94,54,1808,16,0,0,83,71,22,0,3,0,320,89,93,23,12,28,16,1,3,3,0,0,12.0,22,87,134,18,63,77,2,9
at RB Salzburg,6,4,7.4,71,22,1,2,125,7,1945,2553,809,955,841,1012,244,444,3,4.7,50,138,42,9,203,116,201,119,72,64,43,12,58,128,70,98,60,135,1,3332,458,1264,1415,704,122,3330,110,52,2177,80,26,86,66,1922,16,0,0,79,54,10,1,2,0,348,81,100,27,8,33,25,2,2,2,0,0,9.7,33,86,210,20,46,87,3,7
at Sturm Graz,10,10,12.2,120,38,2,2,201,17,2573,3777,1138,1405,1022,1354,300,744,7,7.0,87,189,42,15,244,127,238,179,120,81,72,26,96,213,117,155,114,208,3,5024,648,1848,2131,1099,172,5022,148,81,2545,100,34,170,63,2543,15,1,1,134,103,19,1,1,0,573,143,196,45,14,50,36,2,1,1,0,0,18.5,37,141,246,49,71,146,13,9
az Qarabağ,10,17,12.9,106,38,2,2,188,29,3278,4220,1462,1647,1343,1559,367,744,10,7.1,83,252,70,12,309,187,306,176,114,89,66,21,86,179,93,125,105,213,4,5382,717,1982,2332,1155,219,5380,192,92,2756,117,73,177,84,3250,27,3,1,117,119,19,2,3,1,527,105,128,55,19,59,41,2,3,3,0,0,17.6,60,200,304,36,95,174,12,3
ba Zrinjski Mostar,6,6,3.9,34,13,0,0,57,10,1509,2068,589,692,691,827,197,438,5,2.0,23,93,18,9,110,42,108,121,77,81,32,8,65,130,65,68,71,179,0,2744,518,1304,1107,356,49,2744,61,25,1367,31,8,80,36,1499,11,0,0,34,75,20,0,2,1,260,77,84,27,10,32,23,0,2,2,0,0,8.0,21,118,149,21,63,127,4,3
be Antwerp,6,6,6.2,55,21,0,1,99,8,2106,2623,860,960,923,1049,267,464,4,4.0,37,145,39,8,188,79,186,99,56,49,38,12,53,118,65,82,46,111,5,3278,494,1266,1360,681,97,3277,105,56,2083,66,18,92,59,2081,15,2,1,58,43,12,0,1,1,283,47,72,49,17,36,20,0,1,1,0,0,12.4,40,111,244,30,28,68,9,3
be Club Brugge,12,25,21.7,149,54,3,5,261,43,4826,5934,1893,2173,2225,2521,577,946,21,13.8,116,370,102,21,487,221,483,164,105,63,69,32,78,169,91,139,101,236,3,7174,828,2519,3074,1642,292,7169,193,96,4816,154,72,174,88,4775,32,2,2,159,115,23,3,2,0,568,149,137,60,9,35,26,6,2,2,0,0,9.4,67,149,419,47,68,144,9,13
be Genk,6,8,10.1,76,23,1,2,140,13,2321,2869,884,1010,1128,1282,252,431,5,6.2,63,216,60,11,264,106,262,85,51,44,34,7,40,83,43,63,51,106,3,3560,437,1236,1512,850,138,3558,121,52,1993,58,26,108,46,2296,16,2,0,86,97,9,2,1,0,325,74,97,51,5,28,23,3,1,1,0,0,7.2,24,88,225,23,36,77,5,6
be Gent,8,15,15.7,132,42,2,2,229,27,3637,4577,1550,1762,1501,1781,460,751,11,10.7,102,314,104,19,450,172,446,123,72,45,61,17,74,152,78,85,88,81,3,5462,412,1314,2649,1536,277,5460,135,65,3180,134,60,137,65,3613,11,0,0,82,79,8,2,1,0,469,104,85,58,9,36,26,2,1,0,1,0,8.4,32,72,196,62,45,67,7,3
be Union SG,10,10,15.3,115,34,1,1,185,17,3224,4386,1395,1675,1312,1649,378,713,8,10.7,88,261,83,13,388,161,385,188,126,89,75,24,103,204,101,120,97,164,3,5659,537,1804,2440,1476,241,5658,246,108,2840,114,47,221,119,3193,21,1,1,141,114,15,1,3,0,580,141,148,99,14,38,24,2,3,3,0,0,16.0,46,125,282,29,56,100,6,17
bg Ludogorets,8,10,11.5,112,46,1,2,199,16,3211,3997,1273,1462,1456,1679,388,654,8,6.3,84,245,60,12,299,148,295,135,87,66,58,11,67,145,78,83,68,143,5,4878,516,1707,2133,1074,156,4876,167,93,2745,95,34,142,83,3184,25,0,0,89,96,6,1,1,1,377,93,96,63,12,32,21,4,1,1,0,0,10.2,36,111,216,33,71,102,3,10
ch Lugano,6,5,7.6,94,22,0,0,169,8,2485,3000,1079,1186,1060,1188,273,457,3,5.7,76,195,52,20,238,125,235,96,56,47,38,11,53,114,61,66,47,87,4,3581,409,1190,1616,804,140,3581,95,52,2285,92,35,79,54,2456,19,1,0,66,77,13,0,2,0,312,60,51,23,14,34,20,1,2,1,0,1,11.7,21,57,211,22,34,70,3,15
ch Servette FC,10,5,10.0,146,42,1,1,254,6,3385,4595,1328,1602,1432,1766,484,902,2,6.3,105,331,80,16,410,177,407,186,107,67,90,29,100,170,70,120,96,166,3,5763,470,1586,2668,1577,189,5762,189,80,3140,142,33,158,82,3358,26,0,0,143,131,12,1,0,1,508,184,212,60,13,38,26,4,0,0,0,0,14.5,87,216,298,37,81,118,7,10
ch Young Boys,8,8,7.9,91,27,2,2,154,14,2589,3336,1116,1309,1068,1242,329,583,5,6.9,71,190,35,17,199,116,198,132,83,56,54,22,58,146,88,137,77,125,2,4229,528,1474,1841,969,109,4227,152,70,2340,93,24,118,64,2569,22,2,2,127,62,26,0,4,1,392,81,94,80,17,56,39,1,4,3,1,0,20.2,52,129,283,44,43,93,4,5
cy Aris Limassol FC,6,7,7.2,62,16,1,1,110,12,1780,2454,775,897,795,995,171,407,5,4.1,42,126,28,3,183,79,180,151,104,89,48,14,93,171,78,78,78,129,3,3173,439,1315,1307,594,80,3172,113,59,1701,60,23,82,47,1768,16,0,0,74,66,9,1,1,0,375,70,91,32,13,41,27,0,1,0,1,0,14.1,20,102,205,45,32,87,7,7
cz Slavia Prague,8,19,12.7,103,34,1,1,178,32,3093,3917,1086,1277,1509,1744,430,709,12,7.9,76,254,78,26,350,141,346,102,61,37,49,16,53,110,57,66,78,101,1,4697,453,1535,1905,1297,185,4696,104,35,2913,99,24,133,72,3068,13,2,0,100,91,8,1,0,0,425,100,104,58,11,30,19,4,0,0,0,0,10.6,33,71,275,57,47,62,5,10
cz Sparta Prague,10,16,13.4,115,50,0,0,190,26,3329,4343,1333,1548,1554,1823,360,738,14,8.3,80,231,52,15,264,151,259,131,72,51,65,15,59,135,76,130,83,190,10,5404,760,2238,2245,968,197,5404,174,77,2638,75,46,163,67,3279,24,1,1,105,104,22,0,2,0,476,142,116,25,22,57,35,2,2,2,0,0,15.9,51,156,374,50,74,111,5,13
cz Viktoria Plzeň,10,9,12.6,113,29,2,2,179,15,2869,4080,1195,1468,1175,1521,401,841,6,8.1,73,260,63,26,351,128,347,178,107,89,61,28,73,156,83,118,126,264,0,5333,700,1849,2227,1306,211,5331,161,74,2459,99,32,172,81,2827,28,1,0,181,105,10,1,0,0,551,248,205,70,3,34,31,8,0,0,0,0,7.5,87,216,308,33,79,176,11,12
de Bayern Munich,12,21,19.2,166,48,3,3,304,37,6193,7143,2601,2833,2939,3200,561,865,16,15.9,134,456,105,12,559,293,553,195,131,100,71,24,92,212,120,144,107,184,3,8340,795,2787,3726,1916,305,8337,251,147,5035,202,77,167,105,6145,15,1,0,122,121,20,2,3,0,570,110,105,71,13,40,27,4,3,3,0,0,16.1,47,107,433,48,50,113,4,13
de Dortmund,13,17,17.7,170,61,1,1,302,31,4890,6080,2236,2575,2037,2324,487,829,14,11.1,134,375,85,16,453,245,449,270,156,160,93,17,155,274,119,177,116,295,5,7670,997,2768,3335,1664,285,7669,244,114,4764,157,63,207,109,4837,23,0,0,133,117,21,1,3,1,669,143,119,57,11,59,48,6,3,2,1,0,17.0,70,154,423,43,89,208,8,1
de Eint Frankfurt,8,14,14.5,125,48,2,2,214,24,3934,4806,1661,1867,1865,2107,325,599,9,12.0,92,299,76,16,383,163,380,131,86,69,39,23,59,120,61,75,94,116,4,5702,471,1652,2804,1282,253,5700,142,65,3478,103,52,127,45,3902,16,2,1,92,60,15,1,0,0,430,126,100,67,11,29,18,2,0,0,0,0,10.2,11,58,201,25,37,82,3,5
de Freiburg,10,21,17.8,157,53,2,2,268,34,4578,5637,1986,2240,2067,2343,399,776,13,8.1,113,322,76,26,379,178,376,159,102,61,77,21,66,131,65,98,76,160,7,6640,646,2113,3127,1450,212,6638,116,57,3946,150,44,129,69,4510,11,0,0,105,105,8,1,0,0,473,151,158,21,14,37,23,4,0,0,0,0,13.7,59,169,444,42,63,109,6,5
de Leverkusen,13,29,27.0,241,84,1,1,434,49,7532,8601,4078,4375,2663,2950,452,735,25,19.0,196,492,158,28,620,338,616,192,122,83,76,33,78,178,100,128,87,179,5,9956,818,2528,4753,2758,428,9955,225,97,6825,284,92,188,86,7467,23,0,0,137,132,21,0,3,0,605,137,134,53,13,56,43,5,3,3,0,0,17.9,32,76,350,70,70,130,9,15
de RB Leipzig,8,14,12.5,124,41,0,0,223,27,3187,3885,1517,1710,1316,1494,277,465,13,7.0,99,192,69,16,231,151,230,154,91,88,47,19,80,177,97,104,75,136,6,4780,602,1834,1972,1022,162,4780,114,61,2924,111,37,107,56,3160,18,0,0,88,98,18,0,0,1,381,70,78,65,12,30,19,0,0,0,0,0,10.6,26,54,280,26,63,90,0,8
de Union Berlin,6,6,5.6,57,20,0,0,101,10,1659,2244,703,830,706,864,209,418,4,3.8,43,139,47,18,165,84,164,93,49,53,32,8,40,100,60,85,36,156,3,2897,429,1139,1199,588,100,2897,64,26,1487,46,14,71,34,1647,16,0,0,81,52,13,0,1,0,285,89,93,30,10,29,18,0,1,0,1,0,10.4,30,89,154,31,44,116,7,1
dk FC Copenhagen,8,10,9.2,82,26,1,2,146,17,2683,3431,1307,1496,1013,1210,258,492,6,6.6,61,182,53,18,202,110,200,150,87,91,36,23,86,166,80,109,74,195,4,4370,591,1784,1628,1005,144,4368,130,64,2316,76,23,120,60,2661,18,2,2,79,52,10,1,1,0,376,97,130,24,14,44,30,2,1,1,0,0,13.3,44,123,224,41,64,138,6,3
dk Nordsjælland,6,16,13.2,78,35,2,2,131,22,3225,3738,1517,1638,1352,1496,247,418,12,6.8,56,166,45,6,240,91,239,70,39,27,33,10,33,87,54,61,42,79,1,4285,417,1627,1903,786,139,4283,115,55,2615,68,28,74,45,3204,10,0,0,68,75,7,0,1,0,274,54,52,55,7,28,21,1,1,1,0,0,6.9,8,27,206,32,53,71,4,6
eng Arsenal,10,19,13.6,120,42,1,1,217,33,4853,5688,2462,2692,1950,2157,290,532,16,10.5,99,351,83,9,449,196,442,142,77,34,73,35,67,150,83,100,69,127,1,6715,520,1725,3356,1691,269,6714,205,95,4466,143,64,172,99,4800,13,0,0,130,109,15,0,1,0,435,120,96,52,8,28,20,4,1,1,0,0,7.2,43,109,295,47,41,99,14,16
eng Aston Villa,12,21,15.0,154,66,0,1,277,32,5538,6497,2375,2582,2601,2890,479,794,15,11.8,119,422,100,15,494,230,490,132,71,67,45,20,58,96,38,72,52,129,4,7513,717,2451,3295,1834,289,7512,213,99,4819,165,65,164,89,5392,31,1,1,125,140,6,1,1,0,429,113,107,83,16,38,22,3,1,1,0,0,14.5,51,110,475,56,63,97,9,23
eng Brighton,8,11,12.4,99,33,4,4,183,20,4200,4819,2116,2286,1643,1815,275,446,7,10.6,69,318,82,13,359,165,356,91,58,31,38,22,49,103,54,78,44,100,4,5583,482,1519,2694,1411,214,5579,137,54,4157,137,46,135,71,4151,21,0,0,87,89,7,4,0,0,337,69,66,52,9,27,18,5,0,0,0,0,8.4,19,46,251,30,25,85,3,17
eng Liverpool,10,28,24.1,167,67,4,4,292,44,5938,6944,2733,2992,2583,2859,498,826,22,15.1,131,419,127,17,491,209,489,159,100,63,65,31,80,165,85,121,86,130,7,8126,620,2235,4112,1843,309,8122,235,109,5525,169,57,188,118,5875,8,0,0,95,111,18,3,0,1,519,130,109,54,12,36,25,3,0,0,0,0,11.2,38,107,475,66,39,102,10,16
eng Manchester City,10,28,25.4,213,79,3,3,397,53,7330,8040,3775,3994,2958,3152,481,635,20,21.4,162,604,144,18,636,346,627,117,72,38,56,23,59,111,52,65,50,98,3,8916,495,1666,4377,2930,429,8913,218,103,5587,265,103,116,95,7232,10,0,0,74,125,10,3,0,1,431,89,62,59,13,27,15,1,0,0,0,0,9.9,37,67,385,47,36,61,4,14
eng Manchester Utd,6,12,11.0,70,26,1,1,122,20,2254,2813,1047,1187,927,1073,211,407,9,6.8,49,150,41,8,214,102,213,76,50,39,31,6,32,86,54,83,57,97,5,3444,391,1159,1528,801,126,3443,125,56,2022,74,33,86,49,2224,13,2,1,65,57,7,0,4,0,286,81,52,27,15,35,19,1,4,2,1,1,12.9,39,94,210,26,19,77,2,2
eng Newcastle Utd,6,6,5.9,62,25,0,0,107,10,2020,2544,906,1038,861,1003,214,392,5,5.0,45,142,46,6,232,92,229,100,71,52,35,13,54,110,56,88,37,123,1,3218,356,1020,1419,817,110,3218,110,29,1796,88,13,82,50,2005,11,0,0,66,80,6,0,1,0,291,60,55,65,7,32,25,1,1,1,0,0,11.2,25,69,113,33,50,79,6,6
eng West Ham,10,16,13.5,117,45,0,0,207,29,4204,5154,1991,2200,1684,1960,404,688,12,11.4,90,304,75,18,390,174,385,125,79,65,49,11,57,113,56,101,80,176,3,6183,552,1786,3057,1393,209,6183,165,71,3583,110,48,140,91,4151,22,0,0,115,80,12,0,0,0,500,147,146,68,8,41,33,4,0,0,0,0,8.7,49,107,201,42,64,122,7,5
es Atlético Madrid,10,20,17.0,136,52,0,1,251,29,5106,6091,2562,2781,1969,2263,437,749,11,10.5,107,355,102,22,413,171,412,142,98,83,39,20,80,175,95,154,85,210,4,7187,685,2364,3224,1642,272,7186,146,67,4057,137,56,127,52,5079,25,1,1,115,85,14,1,0,1,500,86,118,30,13,49,37,2,0,0,0,0,11.8,34,99,214,46,64,140,11,3
es Barcelona,10,19,17.1,158,55,0,0,273,34,4822,5686,2078,2305,2195,2449,483,725,17,14.3,117,405,89,13,476,228,472,161,110,61,68,32,76,156,80,118,76,168,5,6761,642,1849,3067,1904,290,6761,241,119,4343,168,74,143,90,4780,30,2,1,104,115,11,0,1,0,464,120,97,55,14,41,27,2,1,1,0,0,13.6,41,89,320,36,44,109,5,14
es Betis,8,10,11.1,114,39,0,1,190,16,3623,4436,1769,1935,1324,1531,330,594,9,8.5,80,298,66,16,351,138,349,123,70,62,47,14,61,133,72,94,67,92,1,5258,357,1295,2635,1373,192,5257,190,96,2962,110,51,129,75,3595,21,0,0,91,100,9,1,1,0,406,80,92,98,9,22,13,1,1,1,0,0,8.4,30,81,192,23,58,72,7,13
es Real Madrid,13,26,25.5,212,72,1,2,392,48,7063,7994,3635,3856,2686,2926,546,836,21,17.3,175,548,110,21,560,298,554,199,118,107,68,24,81,175,94,136,95,220,3,9364,899,2711,4451,2288,348,9362,275,135,6485,232,104,146,131,7012,22,0,0,129,133,17,1,3,0,523,140,106,83,15,63,47,4,3,2,1,0,17.0,40,108,348,70,75,171,15,5
es Real Sociedad,8,8,10.3,106,34,0,1,187,12,3204,4006,1320,1538,1442,1646,345,587,5,6.1,81,244,55,9,335,141,331,143,85,62,54,27,60,117,57,88,64,132,1,4889,443,1285,2360,1288,194,4888,177,85,3166,100,54,117,81,3159,18,0,0,125,70,15,1,0,0,429,152,131,28,6,25,19,4,0,0,0,0,7.9,55,144,229,8,30,81,2,6
es Sevilla,6,7,5.9,52,17,1,1,92,14,2123,2748,928,1077,924,1101,218,433,6,4.9,41,149,37,15,178,79,176,114,70,55,54,5,57,115,58,64,44,91,0,3367,374,1158,1572,674,94,3366,102,39,2054,75,15,83,47,2100,16,2,1,75,67,9,1,2,1,302,82,90,63,12,27,16,0,2,2,0,0,10.8,41,110,173,20,57,79,6,2
es Villarreal,8,12,11.0,103,37,1,2,178,21,3462,4134,1405,1559,1626,1814,363,593,10,8.1,74,279,69,17,342,142,339,91,54,35,39,17,48,102,54,62,62,127,1,4910,495,1498,2195,1251,188,4908,137,64,3288,113,44,128,69,3407,27,1,1,109,95,14,2,3,1,317,77,71,61,12,28,16,2,3,1,1,1,11.6,23,69,252,39,44,100,4,6
fi HJK,6,7,6.1,51,21,2,2,94,13,2120,2707,1000,1123,871,1037,187,396,5,4.2,44,130,38,12,171,76,169,87,57,42,30,15,53,104,51,76,66,133,4,3376,498,1344,1308,752,105,3374,96,38,1797,45,24,87,41,2102,8,0,0,67,65,7,1,1,1,283,65,59,70,17,48,32,0,1,1,0,0,17.6,18,78,162,28,58,103,2,1
fo KÍ,6,5,6.2,44,15,0,0,78,10,1553,2213,539,694,722,882,245,525,5,3.9,33,101,18,12,123,48,122,87,50,47,31,9,41,85,44,62,56,163,2,2904,449,1147,1294,484,86,2904,71,28,1384,41,9,123,21,1537,18,3,3,72,52,6,0,3,0,279,92,103,32,9,30,21,2,3,3,0,0,11.0,37,118,156,33,64,116,4,4
fr Lens,8,8,8.0,83,23,1,1,153,14,2965,3790,1392,1633,1169,1401,281,504,4,5.3,68,242,58,15,280,127,279,144,93,73,59,12,77,132,55,96,69,166,4,4679,524,1467,2296,963,138,4678,114,42,3108,95,26,120,79,2934,34,1,1,104,112,21,1,2,0,394,120,113,58,14,44,30,1,2,2,0,0,13.5,48,107,246,45,39,123,10,7
fr Lille,10,17,20.5,136,50,4,4,250,30,5027,5987,2113,2379,2236,2504,523,821,10,13.3,100,440,108,17,546,228,540,143,100,55,66,22,68,141,73,95,78,168,3,7032,533,1771,3437,1906,281,7028,190,91,5305,219,52,165,79,4962,14,0,0,102,129,18,4,0,0,478,110,94,56,6,32,26,5,0,0,0,0,8.9,27,82,273,39,45,89,11,17
fr Marseille,14,26,23.6,185,64,5,5,328,48,5430,6738,2304,2588,2332,2686,591,1108,19,14.3,143,467,119,21,572,215,569,220,148,119,76,25,110,199,89,158,147,229,4,8182,821,2564,3793,1914,302,8177,227,112,5838,165,55,196,92,5365,24,0,0,148,199,27,5,2,0,618,148,131,56,22,64,42,3,2,2,0,0,22.0,69,222,495,48,70,157,11,11
fr Paris S-G,12,19,24.8,211,63,3,3,388,31,6727,7782,2906,3223,3070,3362,584,863,12,17.0,171,551,146,20,667,378,664,192,120,93,71,28,96,214,118,114,98,157,7,9093,713,2430,4087,2651,405,9090,311,144,7123,255,133,181,110,6674,30,0,0,134,126,32,1,0,0,613,101,126,24,15,52,37,3,0,0,0,0,14.8,31,72,283,45,71,108,2,18
