Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penaltys Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Aaron Ramsdale,eng ENG,GK,Arsenal,25,1998,7,7,630,0.86,2.71,1.86,0.29,0.0,0.0,0.0,0.0,0.7,3.14,11.14,28.43,4.71,3.86,8.43,1.14,1.29,0.0,-0.23,68.63,28.19,13.52
Aarón Escandell,es ESP,GK,Las Palmas,27,1995,2,1,153,1.76,2.35,0.59,0.0,0.0,0.0,0.0,0.0,1.47,5.29,15.29,42.94,5.88,7.06,14.12,0.59,2.35,0.0,-0.2,25.11,34.6,4.18
Aitor Fernández,es ESP,GK,Osasuna,32,1991,7,6,551,1.47,3.27,1.8,0.16,0.16,0.16,0.0,0.0,1.0,7.68,18.46,28.42,3.1,3.59,11.27,0.16,2.45,0.0,-0.47,55.05,41.6,1.42
Alaa Bellaarouch,ma MAR,GK,Strasbourg,21,2002,15,15,1350,1.73,4.2,2.47,0.13,0.27,0.2,0.07,0.0,1.33,3.73,12.2,29.33,3.8,4.07,13.53,1.27,1.4,0.07,-0.3,58.81,30.57,9.39
Alban Lafont,fr FRA,GK,Nantes,24,1999,28,28,2496,1.55,4.25,2.7,0.25,0.29,0.29,0.0,0.0,1.53,4.44,13.99,30.25,5.23,5.99,13.88,1.19,1.19,0.0,-0.01,63.53,31.74,8.57
Alberto Brignoli,it ITA,GK,gr Panathinaikos,31,1991,5,5,450,1.6,5.0,3.4,0.4,0.2,0.2,0.0,0.0,1.82,3.6,11.8,28.4,3.8,2.4,10.2,1.0,1.2,0.0,0.12,68.0,30.51,9.8
Alessandro Sorrentino,it ITA,GK,Monza,21,2002,7,5,548,2.63,5.26,2.63,0.0,0.66,0.66,0.0,0.0,2.36,2.96,9.2,24.8,4.76,6.9,10.18,0.49,0.49,0.0,-0.11,50.0,32.17,4.81
Alessio Cragno,it ITA,GK,Sassuolo,29,1994,3,3,270,2.33,4.67,2.67,0.0,0.33,0.33,0.0,0.0,1.7,5.67,15.0,26.0,3.67,7.33,12.33,1.0,2.67,0.0,-0.37,57.17,37.8,8.11
Alex Meret,it ITA,GK,it Napoli,26,1997,39,39,3493,1.37,3.84,2.45,0.18,0.1,0.05,0.05,0.0,1.26,2.01,5.67,25.07,4.07,5.2,11.77,0.31,0.98,0.05,-0.09,63.8,35.45,2.63
Alexander Brunst,de GER,GK,Darmstadt 98,28,1995,3,3,270,3.33,5.67,2.33,0.0,0.0,0.0,0.0,0.0,2.1,11.0,24.0,43.0,4.33,7.0,17.0,1.0,3.0,0.0,-0.59,41.09,45.83,5.88
Alexander Meyer,de GER,GK,de Dortmund,32,1991,9,8,785,1.15,3.55,2.52,0.34,0.11,0.11,0.0,0.0,1.04,3.78,10.78,43.11,3.9,4.47,14.56,1.15,0.8,0.0,-0.11,70.99,35.06,7.9
Alexander Nübel,de GER,GK,Stuttgart,26,1996,30,30,2700,1.2,3.57,2.47,0.37,0.1,0.1,0.0,0.0,1.03,4.2,9.7,36.77,4.4,3.73,11.37,1.0,1.9,0.0,-0.17,69.19,43.3,8.8
Alexander Schlager,at AUT,GK,at RB Salzburg,27,1996,6,6,540,1.33,5.5,4.17,0.33,0.33,0.33,0.0,0.0,1.62,5.5,14.33,35.0,3.33,7.67,14.5,0.5,1.17,0.0,0.18,75.82,38.38,3.45
Alexander Schwolow,de GER,GK,Union Berlin,31,1992,1,1,90,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.2,4.0,10.0,28.0,4.0,8.0,13.0,0.0,0.0,0.0,-0.67,66.67,40.0,0.0
Alexandre Oukidja,dz ALG,GK,Metz,35,1988,34,34,2987,1.72,5.57,3.86,0.18,0.18,0.18,0.0,0.0,1.58,6.3,20.07,21.33,3.77,8.8,17.14,1.39,0.66,0.0,-0.09,69.3,31.39,8.11
Alexandros Paschalakis,gr GRE,GK,gr Olympiacos,34,1989,9,9,810,2.0,4.22,2.22,0.22,0.11,0.11,0.0,0.0,1.54,3.56,15.0,20.44,3.11,8.0,10.78,1.11,1.33,0.0,-0.3,52.61,23.73,10.3
Aleš Mandous,cz CZE,GK,cz Slavia Prague,31,1992,6,6,540,0.67,2.67,2.0,0.67,0.0,0.0,0.0,0.0,0.77,3.5,6.17,35.0,8.0,4.83,6.0,0.67,1.67,0.0,0.13,74.91,56.73,11.17
Alisson,br BRA,GK,Liverpool,30,1992,30,30,2700,1.0,3.73,2.77,0.33,0.03,0.03,0.0,0.0,0.98,2.4,6.97,38.47,5.07,4.17,10.6,0.5,1.27,0.0,-0.02,74.26,34.43,4.72
Alphonse Areola,fr FRA,GK,West Ham,30,1993,32,32,2789,1.77,6.23,4.49,0.13,0.23,0.16,0.06,0.0,1.71,5.26,14.07,21.33,4.84,7.42,15.46,0.87,0.26,0.06,-0.04,72.07,37.38,5.63
Amir Saipi,xk KVX,GK,ch Lugano,23,2000,6,6,540,2.33,5.67,3.33,0.17,0.33,0.17,0.0,0.17,1.95,3.5,9.5,35.17,3.67,5.67,11.67,0.5,2.5,0.17,-0.19,58.73,36.84,4.28
Anatolii Trubin,ua UKR,GK,pt Benfica,21,2001,12,12,1110,1.3,4.62,3.32,0.16,0.32,0.16,0.0,0.16,1.7,3.49,9.57,23.59,4.46,7.95,14.03,0.49,0.73,0.16,0.24,71.86,36.47,3.49
Andrea Consigli,it ITA,GK,Sassuolo,36,1987,35,35,3150,1.94,4.54,2.66,0.09,0.29,0.2,0.03,0.06,1.48,4.91,15.43,28.06,4.09,7.2,15.57,0.66,0.63,0.09,-0.31,58.59,31.82,4.24
Andreas Hansen,dk DEN,GK,dk Nordsjælland,27,1995,5,5,450,1.2,4.8,3.6,0.2,0.2,0.2,0.0,0.0,1.24,1.4,4.4,35.4,5.4,9.4,11.2,0.4,1.2,0.0,0.03,75.0,31.82,3.57
Andreas Luthe,de GER,GK,Bochum,36,1987,1,1,90,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.7,20.0,43.0,42.0,2.0,7.0,13.0,0.0,0.0,0.0,-0.48,25.0,46.51,0.0
Andrey Lunyov,ru RUS,GK,az Qarabağ,31,1991,10,10,924,1.75,5.65,3.99,0.19,0.19,0.19,0.0,0.0,1.62,5.84,18.99,29.42,3.51,8.96,16.95,1.17,0.29,0.0,-0.08,70.62,30.75,6.9
Andriy Lunin,ua UKR,GK,Real Madrid,24,1999,29,29,2640,0.92,3.75,2.8,0.41,0.1,0.07,0.03,0.0,1.13,2.25,6.17,25.64,4.57,5.8,12.95,1.26,0.89,0.03,0.19,74.67,36.47,9.73
André Ferreira,pt POR,GK,Granada,27,1996,15,14,1340,1.95,5.17,3.29,0.0,0.2,0.2,0.0,0.0,1.87,4.9,12.49,26.06,5.91,7.39,13.1,0.4,0.87,0.0,-0.04,63.64,39.23,3.05
André Onana,cm CMR,GK,Manchester Utd,27,1996,44,44,3960,1.66,5.41,3.75,0.23,0.25,0.2,0.02,0.02,1.65,4.27,13.8,35.48,3.77,4.11,15.41,1.0,0.89,0.05,-0.01,69.32,30.94,6.49
Anthony Lopes,pt POR,GK,Lyon,32,1990,31,31,2790,1.58,5.0,3.42,0.29,0.19,0.13,0.03,0.03,1.4,4.26,11.68,27.06,5.03,6.32,14.13,1.16,0.9,0.06,-0.13,68.4,36.47,8.21
Anthony Moris,lu LUX,GK,be Union SG,33,1990,8,8,720,1.5,3.88,2.38,0.12,0.38,0.38,0.0,0.0,1.7,5.12,13.38,29.62,3.62,5.38,10.38,0.75,2.0,0.0,0.12,61.34,38.27,7.23
